Code,Discription,Price list,price of 01/02/2021
FMPSDJ0006,TRANSPOSITION FLAP (MINOR),1280,1408
FMPSDJ0007,CROSS LEG FLAP 1ST STAGE,3825,4208
FMPSDJ0008,CROSS LEG FLAP 2ND STAGE,1025,1128
FMPSDJ0009,GRAIN FLAP (1ST STAGE),3825,4208
FMPSDJ0010,GRAIN FLAP (2ND STAGE),1025,1128
FMPSDJ0011,EXCISION OF LIPOMA (BIG),770,847
FMPSDJ0012,EXCISION  OF LIPOMA (MODERATE),1000,1100
FMPSDJ0013,EXCISION OF LIPOMA (SMALL),385,424
FMPSDJ0014,EXCISION OF SEBACEUS CYST(BIG),770,847
FMPSDJ0015,EXCISION OF SEBA.CYST(MODERATE,520,572
FMPSDJ0016,EXCISION OF SEBA. CYST(SMALL),260,286
FMPSDJ0017,LATISMUS DORSI MUSCLE FLAP,4460,4906
FMPSDJ0018,ADD'L FEE FOR COM.OR OVER 3HRS,500,550
FMPSDJ0019,SCAR REVISION,1000,1100
FMPSDJ0021,MOLE EXCISION (LARGE),800,880
FMPSDJ0022,MOLE EXCISION (SMALL),500,550
FMPSDJ0023,RELEASE AND SKIN GRAFT OF CONTRACTED SCAR,3500,3850
FMPSDJ0024,BED SORE OF ONE 5X5 EXCISION   & DEPRIDEMENT,840,924
FMPSDJ0025,MULTIPLE BED SORE OR LARGE ONE 10X10 EXCISION & DEPRIDEMENT,1575,1733
FMPSDJ0026,RESURFACING ERBIAN LAZER TEST  DOSE,105,116
FMPSDJ0027,RESUFACING ERBIAN LAZER SMALL  LESSION,525,578
FMPSDJ0028,RESURFACING ERBIAN LAZER MEDIU M LESSION,1105,1216
FMPSDJ0029,RESURFACING ERBIAN LAZER LARGE LESSION,1660,1826
FMPSDJ0030,AGE JUENESSE EYE ZONE,190,209
FMPSDJ0031,AGE JUENESSE SKIN OF THE FACE,525,578
FMPSDJ0032,SMALL ONE LESSION OF HAEMANGIO MA AND PORT WINE STAIN,1105,1216
FMPSDJ0033,MODERATE LESSION OF PORT WINE  STAIN & HAEMANGIOMA,1660,1826
FMPSDJ0034,LARGE LESSION OF PORT WINE STAIN & HAEMANGIOMA,2100,2310
FMPSDJ0035,ROUDENT ULCER EXCISION 2X3 CM,4200,4620
FMPSDJ0037,ROUDENT ULTIPLE ULCER,8400,9240
FMPSDJ0038,FAT INJECTION IN THE FACE,1500,1650
FMPSDJ0039,FAT INJECTION IN THE BREAST,2500,2750
FMPSDJ0040,FAT INJECTION IN THE OTHER ARE AS,750,825
FMPSDJ0041,MICRO SURGERY PROCEDURE,6000,6600
FMPSDK0001,CIRCUMCISION (LESS THAN 6 MOS),400,440
FMPSDK0002,REDUCTION OF JAW,250,275
FMPSDK0003,EXC AND RECON OF BEGINING MASS FROM THE SCALP MODERATE,2000,2200
FMPSDK0004,EXC AND RECON OF BEGINING MASS FROM THE SCALP SMALL,1200,1320
FMPSDK0005,INTRALESION INJECTION OF STEROID UNDER GA,400,440
FMPSDK0006,BLEPHARO PLASTY,4000,4400
FMPSDK0007,GENIOPLASTY,3000,3300
FMPSDK0008,SOLEUS MUSCLE FLAT,3000,3300
FMPSDK0009,SPLIT THICKNESS SKIN GRAFT,1500,1650
FMPSDK0010,FULL THICKNESS SKIN GRAFT,2000,2200
FMPSDK0011,EXCISION OF HAND TUMER,2000,2200
FMPSDK0012,EXCISION OF HALMANGIOMA (BIG),2100,2310
FMPSDK0013,EXCISION OF HALMANGIOMA(MODERATE),1460,1606
FMPSDK0014,EXCISION OF HALMANGIOMA (SMALL),500,550
FMPSDK0015,EXCISION OF RANNULA CYST,1000,1100
FMPSDK0016,REVISION OF CIRCUMCISSION,600,660
FMPSDK0017,SCAR REVISION LARGE(GA),1200,1320
FMPSDK0018,SCAR REVISION LARGE(LA),1000,1100
FMPSDK0019,SCAR REVISION MEDIUM(GA),800,880
FMPSDK0020,SCAR REVISION MEDIUM(LA),600,660
FMPSDK0021,SCAR REVISION SMALL(LA),580,638
FMPSDK0022,REPAIR AND RECONSTRUCTION OF PARTIAL LOSS OF EYEBROW,1000,1100
FMPSDK0023,REPAIR OF LACERATED WOUNDS OF FACE FOREHEAD &  SCL,680,748
FMPSDK0024,REPAIR OF LACERATED WOUNDS OF THE TRUNK OF EXTREMITIES,1000,1100
FMPSDK0025,BLEPH (MINI),1750,1925
FMPSDK0043,ROTATIONAL FLAP AFTER TISSUE EXPANDER,4560,5016
FMPSDK0044,LIPOSUCTION OF FLANKS,1960,2156
FMPSDK0045,EXCISION OF MUCUS CYST OF LOWER LIP,700,770
FMPSDK0046,REPAIR OF MUSCLE OF THE SOLE OF THE FOOT,1000,1100
FMPSDK0047,REPAIR OF NERVE OF THE MEDIAL PLANTER NERVE,1000,1100
FMPSDK0048,FRACTURE ALVEOLUS,300,330
FMPSDK0049,GYNECOMASTIA LIPOSUCTION,1310,1441
FMPSDK0050,INJECTION BIO ALKAMIDE,500,550
FMPSDK0052,TENDON GRAFT FOR LITTLE FINGER,2250,2475
FMPSDK0053,EXPLORATION & FB REMOVAL OF HAND,1310,1441
FMPSDK0054,LIPOSUCTION OF ONE OCHANTERIC SIDE,1980,2178
FMPSDK0055,REPAIR HYPOSADIUS ONE STAGE,3300,3630
FMPSDK0056,EXTRACTION OF THE NEEDLE,680,748
FMPSDK0057,FB REMOVAL OF FOOT 2ND DEGREE,870,957
FMPSDK0070,SCAR REVISION SMALL,430,473
FMPSDK0072,AMPUTATION FINGER,1250,1375
FMPSDK0073,REDUCTION OF JAW,410,451
FMPSDK0074,SURGICAL CORRECTION OF AVULSION FRACTURE OF MALLET FINGER,3750,4125
FMPSDK0075,SURGICAL SET BACK OF PREMAXILLA IN COMPLTE CLEFT LIP & PALAT,12500,13750
FMPSDK0076,FREE MICROVASCULAR INTEROLATERAL THIGH FLAP,63000,69300
FMPSDK0077,MICROVASCULAR FOOT REPLANTATION,51500,56650
FMPSDK0081,ORBITAL DISSECTION AND FIXATION OF ORBITAL FRACTURE,6250,6875
FMPSDK0129,ORIF OF ANGULAR FRACTURE,10000,11000
FMPSDK0143,ORIF OF COMMINUTED ZYGOMA,8000,8800
FMPSDK0150,ORIF TO THE ZYGOMATIC ARCH,7000,7700
FMPSDK0204,ORIF OF COMMUNITED ANTERO LAT. WALL OF MAXILLA,4375,4813
FMPSDP0001,CLEANING BY STEAM,250,275
FMPSDP0002,CLEANING EXTRA (COURSE 4 TIMES 800),300,330
FMPSDP0003,COLLAGEN MASK (COURSE 6 TIMES 1500),350,385
FMPSDP0004,HYDRA MASK (COURSE 6 TIMES 1500),350,385
FMPSDP0005,DEHYDRATING PATCHES (COURSE 6 TIMES 1600),400,440
FMPSDP0006,COLLAGEN EYE PATCHES (COURSE 6 TIMES 600),150,165
FMPSDP0007,COLD MARINE MASK (COURSE 6 TIMES 1300),400,440
FMPSDP0008,MICRONIZED MARINE ALGAE MASK (COURSE 6 TIMES 1600),400,440
FMPSDP0009,PROCOLLAGEN MARINE (COURSE 6 TIMES 1600),350,385
FMPSDP0010,MARINE REPLENSHING MASK,400,440
FMPSDP0011,PEEL TREATMENT (COURSE 4 TIMES 600),250,275
FMPSDP0012,HAND & FOOT TREATMENT (COURSE 4 TIMES 600),250,275
FMPSDP0013,DETOX BODY TREATMENT (COURSE 4 TIMES 1000),350,385
FMPSDP0014,BODY PEEL (COURSE 4 TIMES 1200),400,440
FMPSDP0015,BODY MASSAGE G5 (30 MINUTES),250,275
FMPSDP0016,BODY PEEL & MASSAGE TREATMENT,450,495
FMPSDP0017,FARMING MASK (COURSE 10 TIMES 2500),350,385
FMPSDP0018,SLIMMING MASK (COURSE 10 TIMES 2500),350,385
FMPSDP0019,CRYSTAL PEEL (COURSE 2 TIMES 500),350,385
FMPSDP0020,PATH STEAM,300,330
FMPSDP0021,PRETREATMENT (COURSE 5 TIMES 400),100,110
FMPSDP0022,ENERGIZING TREATMENT (COURSE 10 TIMES 1000),150,165
FMPSDP0023,NOURISHING TREATMENT (COURSE 10 TIMES 1000),150,165
FMPSDP0024,PURIFYING TREATMENT (COURSE 10 TIMES 800),100,110
FMPSDP0025,REBALANCING TREATMENT (COURSE 12 TIMES 1000),100,110
FMPSDP0026,WELL BEING TREATMENT (COURSE 6 TIMES 600),150,165
FMPSDP0027,DETOXIFYING MASK (COURSE 2 TIMES 300),250,275
FMPSDP0028,KERATIN TREATMENT (1),1750,1925
FMPSDP0029,KERATIN TREATMENT (2),1150,1265
FMPSDP0030,AROMA THERAPY TREATMENT,150,165
FMPSDP0031,STAFF SERVICES,250,275
FMPSDP0032,LASER HAIR REMOVAL A FULL BODY,6960,7656
FMPSDP0033,OXYGEN MASK,400,440
FMPSDP0034,OXYGEN MASK (6 TIMES),1850,2035
FMPSDP0035,MESOTHERAPY SMALL SESSION,250,275
FMPSDP0036,MESOTHERAPY LARGE SESSION,350,385
FMPSY-0001,PSYCHIATRY SESSION,50,55
FMPSY-0030,PSY PLAYTHERAPHY,885,974
FMPSY-0034,PROGRESSIVE MATRICES FOR CHILD REN,105,116
FMENTL0030,SPEECH THERAPY CONSULTATION (INPATIENT),315,347
FMPSY-1000,DAY CARE SUPERVISION,60,66
FMPSY-1001,DOCTOR'S DAYCARE SUPERVISION,100,110
FMPSY-9000,C.P. PROGRAM - 2 SESSION (P.D),210,231
FMPSY-9001,C.P. PROGRAM - 7 SESSION (P.D),735,809
FMERDA0038,CONSULTANT TO/FROM OTHER HOSPT,330,363
FMPSYA0003,EXTREME RESPONSES TEST,55,61
FMPSYA0004,TAYLOR'S ANXIETY SCALE,110,121
FMPSYA0005,EYSENCK PERSONALITY INV. AD,110,121
FMPSYA0006,EYSENCK PERSONALITY INV. PD,165,182
FMPSYA0007,HILLDERTH FEELING SCALE,55,61
FMPSYA0008,MANUAL DEXTERITY,110,121
FMPSYA0009,SPEED MRKMKNG H-MARKING,55,61
FMPSYA0010,TRIAL MAKING,55,61
FMPSYA0011,BENDER GESTALT,110,121
FMPSYA0012,BENTON VISUAL RETENTION TEST,110,121
FMPSYA0013,MAINTAINING DIRECTION,165,182
FMPSYA0014,NEW WORDS LEARNING TEST,55,61
FMPSYA0015,WORD RECOGNITION,55,61
FMPSYA0016,PAIRED ASSOCIATE LEARNING,55,61
FMPSYA0017,TRIST HARDGRAVE TEST,165,182
FMPSYA0018,SIMILARITIES AND DIGIT SPAN,55,61
FMPSYA0019,BLOCK COUNTING,55,61
FMPSYA0020,BRAIN DAMAGE,220,242
FMPSYA0021,MEMORY TEST,220,242
FMPSYA0022,CORTICAL FUNCTION ASSESSMENT,110,121
FMPSYA0023,FOUR-GRUOPS TEST,55,61
FMPSYA0024,TRAINING PROGRAM,165,182
FMPSYA0025,GRIFFITH'S MENTAL DEVELOPMENT,110,121
FMPSYA0026,GUNXBURG OF SOCIAL DEVELOPMENT,110,121
FMPSYA0027,TREATMENT BY SHADOWING,110,121
FMPSYA0028,WEISLER - BELLEVUE TEST,280,308
FMPSYA0029,STANDFORD BINNET TEST,280,308
FMPSYA0030,PROTEUS MAZES TEST,220,242
FMPSYA0031,GOOD ENOUGH DRAW A MAN TEST,165,182
FMPSYA0032,SPECIAL MATURITY TEST,165,182
FMPSYA0033,M.M.P.I.,280,308
FMPSYA0034,GUILFORD BATTERY (D.C.G.R.),110,121
FMPSYA0035,BACK DEPRSS'N INVENTORY TEST,110,121
FMPSYA0036,ANXIETY FOR CHILDREN & ADULT,150,165
FMPSYA0037,MIDDLE SEX,200,220
FMPSYA0038,HAMILTON DEPRESSION,150,165
FMPSYA0039,CHILDREN ATTENTION & ADJUSTMEN,200,220
FMPSYA0040,ADHD,185,204
FMPSYA0041,HYPOCHONDRIASIS,200,220
FMPSYA0042,PARANOIA,200,220
FMPSYA0043,HYSTERIA,200,220
FMPSYA0044,PSYCHOPATHIC DEVIATION,200,220
FMPSYA0045,HYPOMANIA,200,220
FMPSYA0046,FAMININITY & MASCULINITY,200,220
FMPSYA0047,YBOCS,200,220
FMPSYA0048,GHQ,100,110
FMPSYA0049,CHILDREN DEPRESSION SCALE,185,204
FMPSYA0050,CHILDREN ANXIETY SCALE,150,165
FMPSYA0051,CHILDREN SELF ESTEEM,150,165
FMPSYB0001,BEHAVIORAL THERAPY X 8 SESSION,1460,1606
FMPSYB0002,BEHAVIORAL THERAPY X 4 SESSION,735,809
FMPSYB0003,PSYCHOTHERAPY SESSION,430,473
FMPSYB0004,GROUP THERAPY SESSION,185,204
FMPSYB0005,DRUG-ASSISTED INTERVIEW(ABRE-  ACTION),610,671
FMPSYB0006,GROUP THERAPY UNDER ANAESTH'A,245,270
FMPSYB0007,BEHAVIORAL THERAPY SESSION,430,473
FMPSYB0008,BEHAVIORAL THERAPY UNDER ANAES,610,671
FMPSYB0009,MARITAL THERAPY,430,473
FMPSYB0010,RELAXATION THERAPY,365,402
FMPSYB0011,DAY HOSPITAL PSYCHIATRIC SESS.,430,473
FMPSYB0012,SEX THERAPY,280,308
FMPSYB0013,MODIFIED INSULIN THERAPY,245,270
FMPSYB0014,E.C.T. WITH ANAESTHESIA,520,572
FMPSYB0015,CEREBRAL STIMULATION SESSION,365,402
FMPSYB0016,CONJOINT FAMILY THERAPY SESS.,125,138
FMPSYB0017,NARCAN CHALLENGE TEST,185,204
FMPSYB0018,ECT PCKG IP W/ ANAES. X 6 SES.,2310,2541
FMPSYB0019,ECT PCKG OP W/ ANAES. DAY CARE,925,1018
FMPSYB0020,PSYCHIATRY PACKAGE I (8 SESSN,365,402
FMPSYB0021,PSYCHIATRY PACKAGE II (8 SESN),490,539
FMPSYB0022,PSYCHIATRY PACKGE III (5 DAYS),6070,6677
FMPSYB0023,PSYCHIATRY PACKAGE IV (5 DAYS),7280,8008
FMPSYB0024,PSYCHOTHERAPY X 4,1460,1606
FMPSYB0025,PSYCHOTHERAPY X 8,2670,2937
FMPSYB0026,ADD'L FEE FOR COM.OR OVER 3HRS,500,550
FMPSYB0027,COGNITIVE THERAPY(PER SESSION) DEVELOPMENT.THER.FOR MENT.RET.,280,308
FMPSYB0028,PLAY THERAPY(PER SESSION) DEV.THERAP.FOR MENTAL RETARD.,220,242
FMPSYB0029,COGNITIVE THERAPY(4 SESSION),885,974
FMPSYB0030,PLAY THERAPHY(5 SESSION),885,974
FMPSYB0031,SOMLEC RELAXATION THERAPY,330,363
FMPSYB0032,SOMLEC REL.THERAPY (4 SESSION),1105,1216
FMPSYB0033,PROGRESSIVE MATRICES FOR CHILD,105,116
FMPSYB0034,(1) SESSION OF BIOFEEDBACK,160,176
FMPSYB0035,(15) SESSION OF BIOFEEDBACK,2100,2310
FMPSYB0036,(20) SESSION OF BIOFEEDBACK,2625,2888
FMPSYB0037,GROUP THERYAPHY FOR ADDICT (PER SESSION),525,578
FMPTD-0000,REFERRAL TO OTHER DOCTOR,75,83
FMPTD-0001,ULTRAVIOLET,50,55
FMPTD-0002,INFRARED,50,55
FMPTD-0003,MICROWAVE,50,55
FMPTD-0004,ULTRASOUND,90,99
FMPTD-0005,ELECTRIC STIMULATION - MUSCLE/ NERVE,120,132
FMPTD-0006,ELECTRIC MASSAGE - PART,75,83
FMPTD-0007,ULTRASOUND - OP,50,55
FMPTD-0008,MANUAL MASSAGE - PARTL,100,110
FMPTD-0009,MANUAL MASSAGE - TOTAL,130,143
FMPTD-0010,THERAPEUTIC EXERCISES,90,99
FMPTD-0012,SAUNA BATH,115,127
FMPTD-0013,HYDROTHERAPY WITH EXERCISES,200,220
FMPTD-0014,OCCUPATIONAL THERAPY,65,72
FMPTD-0015,TRACTION,90,99
FMPTD-0016,TOTAL PT - 3 MODALITIES,200,220
FMPTD-0017,TOTAL PT >3 MODALITIES,260,286
FMPTD-0019,THERAPEUTIC EXERCISES-OP,50,55
FMPTD-0021,CHEST PHYSIOTHERAPY,75,83
FMPTD-0022,TILT TABLE,90,99
FMPTD-0023,PHYSIOTHERAPY HOME VISIT,350,385
FMPTD-0031,TOTAL PT - 3 MODAL -OP,535,589
FMPTD-0044,WALKER RENTAL(DEPOSIT SR500),80,88
FMPTD-0045,SWIMMING POOL LESSON 1 SESSION,65,72
FMPTD-0046,SWIMMING LESSONS 12 TIMES,580,638
FMPTD-0047,SWIM.LESS.12 TIMES/MO.FOR 6 MO,3210,3531
FMPTD-0048,SWIMM.LESS.12 TIMES/MO.12 MOS.,6880,7568
FMPTD-0049,LYMPHATIC MASSAGE,170,187
FMPTD-0050,INTERFERNTIAL COMPCT.W/SUCTION,115,127
FMPTD-0051,OSTEOTRON FOR 4 HOURS,130,143
FMPTD-0053,PACKAGE DEAL EX'S 8 SESSIONS,450,495
FMPTD-0055,LOCOMOTION THERAPHY(1 SESSION),190,209
FMPTD-0056,LOCOMOTION THERAPY(12 SESSION),1860,2046
FMPTD-0057,EXERCISE FOR SGH STAFF PER MTH FOR 12 SESSIONS,90,99
FMPTD-0058,EXERCISE FOR SGH STAFF PER YR. 12 SESSIONS PER MON,580,638
FMPTD-0060,SAUDIA PATIENT 1 SESSION,100,110
FMPTD-0061,UCI PATIENT 1 SESSION,140,154
FMPTD-0062,TENS,80,88
FMPTD-0063,WEIGHT REDUC.EXER.SGH STAFF + 6 SESSION SAUNA STEE,260,286
FMPTD-0064,LOCOMOTION THERAPY - 6S/1W/1M  6 SESSION/ 1 WEEK F,5090,5599
FMPTD-0065,LOCOMOTION THERAPY - 6S/1W/2M  6 SESSION/PER WEEK/,7930,8723
FMPTD-0066,LOCOMOTION THERAPY - 6S/1W/3M  6 SESSION/PER WEEK/,10200,11220
FMPTD-0067,GYMNASTIC EXERCISE,90,99
FMPTD-0071,HEMIPLEGIA PT TRTMENT(3 PROCS),200,220
FMPTD-0072,PARAPLEGIA PT TRTMENT(3 PROCS),200,220
FMPTD-0073,TETRAPLEGIA TRTMENT (3 PROCS),235,259
FMPTD-0074,CEREBRAL PALSY EXERCISES,200,220
FMPTD-0075,POLIO TREATMENT,115,127
FMPTD-0076,MEDICAL BATH,115,127
FMPTD-0077,MEDICAL BATH + MASSAGE,200,220
FMPTD-0078,FANGO TREATMENT,105,116
FMPTD-0079,FANGO TREATMENT + MASSAGE,220,242
FMPTD-0080,HOT PACK LARGE,65,72
FMPTD-0081,PT SINGLE AREA (3 PROCS),150,165
FMPTD-0082,LOCAL INJECTION,115,127
FMPTD-0083,PT MULTIPLE AREAS (3 PROCS),260,286
FMPTD-0085,"DRY MASSAGE, ARM OR LEG",85,94
FMPTD-0086,"DRY MASSAGE, BACK",95,105
FMPTD-0087,"DRY MASSAGE, WHOLE BODY",200,220
FMPTD-0088,TOTAL BODY PT (4 PROCS),385,424
FMPTD-0089,"CEREBRAL PALSY PACKAGE   1 MON,12 SES,3 X WEEK",1190,1309
FMPTD-0090,"PARAPLEGIA PACKAGE - 12 SES,3X WEEK,MASSG,EXER,ELE",2050,2255
FMPTD-0091,"HEMIPLEGIA PACKAGE - 12 SES,3X WK,MASSG,EXERC,ELEC",2050,2255
FMPTD-0092,HYDROTHERAPY POOL(1 TREATMENT),195,215
FMPTD-0093,"HYDROTHERAPY POOL PACKAGE (OP) 12 SES, 3X WK",1780,1958
FMPTD-0094,PACKAGE DEAL WEIGHT REDUCTION  (2 PROCEDURE)12 SES,750,825
FMPTD-0095,PACKAGE DEAL WEIGHT REDUCT. (3 PROCEDURES) 12 S,1720,1892
FMPTD-0096,ONE SESSION WEIGHT REDUCTION   (STEAM OR HYDRO+HYDRO+MASSAGE),200,220
FMPTD-0097,ONE SESSION WEIGHT REDUCTION   (STEAM+HYDRO+EXS+MASSAGE),260,286
FMPTD-0098,C.P.M. MACHINE,90,99
FMPTD-0100,HYDROTHERAPY FOR HAND OR FOOT,65,72
FMPTD-0101,FANGO HALF,65,72
FMPTD-0102,ICE PACK LARGE,65,72
FMPTD-0103,ICE PACK SMALL,40,44
FMPTD-0105,DIADYNAMIC,65,72
FMPTD-0106,THERAPEUTIC & GYM EXERCISE,110,121
FMPTD-0107,COMBINE THERAPY [ULTRA SOUND + DIADYNAMIC ],90,99
FMPTD-0108,LASER THERAPY,130,143
FMPTD-0109,MEDICAL BATH W/EXERCISE UNDER  WATER,150,165
FMPTD-0112,CPM FOR SHOULDER,65,72
FMPTD-0113,CPM FOR ELBOW,65,72
FMPTD-0114,P.T. 2 PROCEDURES,130,143
FMPTD-0115,MEDICAL BATH + MASSAGE(MANUAL OR ELECTRICAL ),170,187
FMPTD-0116,EXERCISE 12 SESSIONS,600,660
FMPTD-0117,HEMIPLEGIA P.T. 2 PROCEDURES 12 TIMES,1280,1408
FMPTD-0118,HEMIPLEGIA P.T. 3 PROCEDURES 12 TIMES,1915,2107
FMPTD-0119,PARAPLEGIA P.T. 3 PROCEDURES   FOR 12 TIMES,1800,1980
FMPTD-0121,THERAPEUTIC EXERCISE 12 TIMES,520,572
FMPTD-0123,PT ASSESSMENT AND EXAMINATION,100,110
FMPTD-0124,USE OF A.V.I. MACHINE FOR 3HRS,115,127
FMPTD-0125,USE OF A.V.I.MACHINE FOR 6 HRS,200,220
FMPTD-0126,USE OF A.V.I.MACHINE FOR OVER- NIGHT FROM 10:00PM - 8:00 AM,235,259
FMPTD-0127,USE OF A.V.I.MACHINE FOR 24 HS,470,517
FMPTD-0128,ULTRASOUND THERAPY,65,72
FMPTD-0129,INTERFERNIAL THERAPY,85,94
FMPTD-0130,SHORT WAVE THERAPY,90,99
FMPTD-0131,ULTRASOUND FOR 2 AREAS,105,116
FMPTD-0132,INTERFERNIAL FOR 2 AREAS,105,116
FMPTD-0133,SHORT WAVE FOR 2 AREAS,105,116
FMPTD-0134,CHEST PHYSIOTHERAPY WITH SUCTION,95,105
FMPTD-0136,SHORTWAVE DIATHERMY,65,72
FMPTD-0137,HOT PACK SMALL,50,55
FMPTD-0138,REHAB. PT. W/ VERTIGO(12 SESS) ONE MONTH,320,352
FMPTD-0139,MCKENZIE EVALUATION & TREATME  NT,150,165
FMPTD-0140,MCKENCZIE FOLLOW-UP TREATMENT,65,72
FMPTD-0141,TAE-KWAN-DO TRAINING 1 MONTH/  12 SESSION,660,726
FMPTD-0143,OT EVALUATION,150,165
FMPTD-0144,HAND THERAPY,75,83
FMPTD-0145,STROKES THERAPY,150,165
FMPTD-0146,CEREBRAL PALSY THERAPY,105,116
FMPTD-0147,PARAPLEGIC OT PROGRAMME,100,110
FMPTD-0148,GENERAL OF SESSION,75,83
FMPTD-0149,PACKAGE OT FOR HAND THERAPY,750,825
FMPTD-0150,Occupational Therapy Session A,100,110
FMPTD-0151,Occupational Therapy Session B,125,138
FMPTD-0152,Occupational Therapy Session C,150,165
FMPTD-0153,Occupational Therapy Session D,200,220
FMPTD-0154,C.P. PROGRAM - 4 SESSION (P.D),420,462
FMPTD-0155,CYRIAX EVALUATION AND TREATMENT,150,165
FMPTD-0156,CYRIAX FOLLOW UP TREATMENT,65,72
FMPTD-0160,NCCI PHYSIOTHERAPY SESSION,70,77
FMPTD-0161,SHOCK WAVE THERAPY,250,275
FMPTD-0162,PACKAGE DEAL (SHOCK WAVE THERPAY SIX SESSIONS),1250,1375
FMPTD-2063,FANGO TREATMENT,70,77
FMPTD-2086,FANGO HALF-OP,65,72
FMPTD-2094,INTERFERNIAL-OP,65,72
FMPTD-2112,EXERCISE 12 SESSION,440,484
FMPTD-2114,HEMIPLEGIA P.T. 3 PROCEDURES,1655,1821
FMPTD-2155,Cupping Therapy,290,319
FMPTD-2156,PACKAGE DEAL (WEIGHT RED. EX+SWIM POOL EX.)12 SESS,1050,1155
FMPTD-2157,PACKAGE DEAL(WEIGHT RED+SWIM POOL EX+MASS) 12 SESS,1340,1474
FMPTD-2158,PACKAGE DEAL (WEIGHT RED. + SAUNA + MASS) 12 SESS.,1680,1848
FMPTD-2159,PACKAGE DEAL (WEIGHT RED. + FUNGA + MASS) 12 SESS.,1680,1848
FMPTD-2160,Acupuncture Session,220,242
FMPTD-2161,Prenatal P.T Programme,110,121
FMPTD-2162,Pre. Or Postnatal P.T Programme,110,121
FMPTD-2163,PRE. OR POSTNATAL P.T PROGRAMME 3 SESSION,380,418
FMPTD-2164,PRE. OR POSTNATAL P.T PROGRAMME 12 SESSION,940,1034
FMPTD-2165,Exercise Whole Body,172.5,190
FMPTD-2166,WEIGHT REDUCTION SGH STAFF 3 VISITS,120,132
FMPTD-2168,WEIGHT REDUCTION SGH STAFF 12 VISITS,310,341
FMPTD-2169,WEIGHT REDUCTION SGH STAFF 6 VISITS,260,286
FMPTD-2170,Physiotherapy Session for Saudia,140,154
FMPTD-2171,Physiotherapy One Session,135,149
FMPTD-2172,PHYSIOTHERAPY SIX SESSIONS,750,825
FMPTD-2173,HEAD UP TILLTING TEST,310,341
FMPTD-2205,CUPPING THERPAY 6 SESSION,1300,1430
FMPTDO0001,I.M. INJECTION,5,6
FMRHE-0001,RHEUMATOLOGY DAY CARE,265,292
FMRHE-0002,RHEUMATOLOGY DARE CARE (2),525,578
FMRHE-0003,LOCAL INJECTION,130,143
FMRMB-9901,FIRSTCLASS,450,495
FMRMB-9902,SECONDCLASS,350,385
FMRMB-9904,ISOLATION,345,380
FMRMB-9905,Intencive Care unit ( ICU),1265,1392
FMRMB-9906,NICU,1380,1518
FMRMB-9908,TICU,460,506
FMRMB-9909,PICU,1380,1518
FMRMB-9910,SUITE,1000,1100
FMRMB-9911,ROYAL SUITE,2200,2420
FMRMB-9912,NORMAL BABY CRIB,172.5,190
FMRMB-9919,CCU,1265,1392
FMRMB-9920,First Class Deluxe,650,715
FMRMB-9921,INTERMEDIATE CARE,460,506
FMSNTS-0014,IMPECTED 3RD MOLAR MIDDLE CASE,600,660
FMSUR-0052,EXCISIONOF HAEMANGIOMA OF THE SOLE OF THE FOOT,1350,1485
FMSUR-0075,MUSCLE BIOPSY,1110,1221
FMSUR-1001,ADD'L FEE FOR COM.OR OVER 3HRS,500,550
FMSUR-1002,ADDITIONAL FEE FOR COMPLICATED OPERATIONS OVER 6 HRS,1160,1276
FMXRY-0608,TELERADIOLOGY CONSULTATION -   X-RAY IVP,420,462
FMSUR-1004,DAY CARE SUPERVISION,200,220
FMSUR-1005,DOCTOR'S DAYCARE SUPERVISION,65,72
FMSUR-1006,EXCISION AND BIOPSY OF SKIN,235,259
FMSUR-1007,CUT DOWN,470,517
FMSUR-1008,ABSCESS INCISION (SUPERFICIAL),115,127
FMSUR-1009,ABSCESS INCISION DEEP,235,259
FMSUR-1010,PARAVERTEBRAL BLOCK,585,644
FMSUR-1011,RECONSTRUCTN OF KELOID-SIMPLE  LOCAL ANAESTHESIA,585,644
FMSUR-1012,REMOVAL OF NAIL,180,198
FMSUR-1013,DRAINAGE SM.ABCESS-LOCAL ANAES,115,127
FMSUR-1014,CIRCUMCISION - NB OR UNDER 6,320,352
FMSUR-1015,CIRCUMCISION-ADULT OVER 15YRS,600,660
FMSUR-1016,CIRCUMCISION 6MONTHS - 1YEAR,450,495
FMSUR-1023,DRESSING OF WOUND (SMALL),40,44
FMSUR-1024,DRESSING OF WOUND (MEDIUM),70,77
FMSUR-1025,DRESSING OF WOUND (LARGE),150,165
FMSUR-1026,DRAINAGE OF ABSCESS UNDER L.A,730,803
FMSUR-1027,REMOVAL OF FOREIGN BODY WITH   SCREENING,1160,1276
FMSUR-1028,DEBRDMT & SUTURE OF SKIN-DEEP,815,897
FMSUR-1029,EXCISN OF LIPOMA OR SIMPLE BENIGN TUMOUR OF SKIN,585,644
FMSUR-1030,REMVL OF FOREING BODY - SIMPLE,900,990
FMSUR-1031,EXCISN OF MULTIPLE LIPOMA OR   NEUROMA,1740,1914
FMSUR-1032,EXCISION OF GANGLION,930,1023
FMSUR-1033,EXCISION OF PLANTAR WART,115,127
FMSUR-1034,DEBRDMNT & SUTURING OF WOUND   OF SKIN - MINOR,470,517
FMSUR-1035,REMOVAL OF INGROWN TOE NAIL,585,644
