Internal Code,Item Name,Internal Code.1,Service Type,Department,Price (Gross),Disc,LOS,NPHIES Code,NPHIES Short Name,Comment,Department.1,ServiceCode,Service Description,LOS.1,Type,NPHIES Code (Hyphenated )2,Unified price,Internal Code.2,Item Name.1,Price,Internal Code.3,Item Name.2,Internal Code.4,Item Name.3,Internal Code.5,Item Name.4,Price.1,Similarity
FMLAB-1040,Blood Film For Leishmania,FMLAB-1040,Service,LABORATORY,300.0,,,73100-24-40,Leishmania Ab,,Pediatrics,FMPDT-0098,Enema,0,Service,92077-00-00,135,,,,FMORW-0011,Foot Slab,,,,,,
FMLAB-5022,Brucella Abs.(Agglutination Titer),FMLAB-5022,Service,LABORATORY,300.0,,,73100-19-90,Brucella Ab ,,Pediatrics,FMPDT-0109,Gastric Lavage,0,Service,14200-00-00,675,,,,ORT-0002,POP Simple Fracture w/o Displacement,,,,,,
FMLAB-2038,G6Pd Quantitative,FMLAB-2038,Service,LABORATORY,300.0,,,73050-16-00,G6PD; Quant.; Blood ,,Pediatrics,FMPDT-0122,Central Venous Pressure Over 2 Yrs Max-24Hrs,0,Service,11600-02-00,520,,,,ORT-0001,Fracture Small Bones of Hand/ Foot +POP + Xray,,,,,,
FMLAB-6010,KOH Preparation (Fungus Examination),FMLAB-6010,Service,LABORATORY,300.0,,,73100-22-00,Unlist Fungus Ab,,Pediatrics,FMPDT-0128,Hepatitis-B Vaccination And Consultation,0,Service,92168-00-00,450,,,,ORT-0014,Reduction of Fracture & Dislocation of Finger & Splintage in ER,,,,,,
FMXRAY1625,X-RAY HIP - 3 TO 4 VIEWS,FMXRAY1625,Service,Radiology ,300.0,,,57712-00-11,Radiography hip joint  1 view  uni,,Pediatrics,FMPDT-0137,Oxygen From 1 Hr To 4 Hrs,0,Service,92044-00-00,275,,,,FMDER-0291,Surgical Excission Of Lipoma - Small,,,,,,
FMXRAY1627,X-RAY NASAL BONES/SINUSES - 4 VIEWS,FMXRAY1627,Service,Radiology ,300.0,,,57903-00-00,Radiography of paranasal sinus,,Pediatrics,FMPDT-0138,Diet Plan Child 4Yrs & Over,0,Service,96095-00-00,85,,,,FMLABM0167,HLA PRA CLASS I SA - LUMINEX,,,,,,
FMDERT-0011,"Laser Hair Removal (Bikini, Underarms & Mustache) - One Session",FMDERT-0011,Service,Dermatology ,300.0,,,90676-00-00,Other proc on skin & subcutaneous tissue,,Pediatrics,FMPDT-0140,Intrathecal Injection,0,Service,92508-10-00,775,,,,FMDER-0308,"Thread Brow ""6""",,,,,,
FMDER-0139,Liquid Nirtogen Application - Medium,FMDER-0139,Service,Dermatology ,300.0,,,90676-00-00,Other proc on skin & subcutaneous tissue,,Pediatrics,FMPDT-0143,Incubator 5 To 24 Hrs,0,Service,83610-03-00,675,,,,FMOBG-0023,TERMINATION OF PREGNANCY,,,,,,
FMDER-0143,Podophyllin Application - Large Area,FMDER-0143,Service,Dermatology ,300.0,,,90660-00-00,Administration of agent into SSCT,,Pediatrics,FMPDT-0157,Pulse Oximeter 1 - 4 Hours,0,Service,12203-01-00,275,,,,FMANA-0043,HIGH RISK ANESTHESIA,,,,,,
FMDNTS0126,STITCHES REMOVAL (MEDIUM),FMDNTS0126,service,Dental & Maxillofacial,300.0,,,92200-00-00,R/O sutures  NEC,,Pediatrics,FMPDT-0158,Pulse Oximeter 4 - 12 Hours,0,Service,11600-03-00,420,,,,FMPDS-0033,SPHINCTEROTOMY & RECTAL BIOPSY (HIRSCHSPRUNG S),,,,,,
fmlab-1302,ANTI-HBS QUANTITATIVE WITH TITRE,fmlab-1302,Service,laboratory,300.0,,,73050-39-70,Unlist Chemistry proc,,Pediatrics,FMPDT-0174,Primperan Injection,0,Service,96196-19-00,70,,,,FMXRAY1618,U/S CAROTID&TCD&VERT.BASIC W/ DYNA,,,,,,
FMXRAY1573,WH Additional 3D/4D Application,FMXRAY1573,Service,Radiology ,300.0,,,99999-99-92,Unlist imaging proc,,Pediatrics,FMPDT-0178,Methyl Prednisolone Injecton,0,Service,96199-03-00,110,,,,FMENT-3123,ANTERIOR NASAL PACK UNDER GENERAL ANESTHESIA,,,,,,
FMPSYB0044,CHILDHOOD AUTISM RATING SCALE (CARS),FMPSYB0044,Service,Psychiatry ,295.0,,,96180-00-20,Behavioural therapy autism,,Pediatrics,FMPDT-0179,Solu-Cortef 100 Mg Injection,0,Service,96199-19-00,100,,,,FMURO-3022,Aspiration of Prostatic Cyst,,,,,,
FMANA-0054,NITROUS OXIDE - 1/2 TANK,FMANA-0054,Service,Anaesthia ,295.0,,,92210-00-00,Nitric oxide therapy,,Pediatrics,FMPDT-0181,Spirometry,0,Service,11500-00-00,1072.5,,,,FMOPT-4020,EXCISION OF CHALAZION UNDER G.A.,,,,,,
FMPTD-2207,1 SESSION FOR PEDIA 2 HR,FMPTD-2207,Service,Physiotherapy,295.0,,,95550-03-00,Allied health intervtn  physiotherapy,,Pediatrics,FMPDT-0183,Diazepam Suppository,0,Service,96164-00-00,75,,,,FMLAB-7029,"Amenorrhea Primary Ovarian Insufficiency Panel (FSH, LH, ESTRADAIOL, PROLACTIN)",,,,,,
FMDER-0151,Allergic Shots I,FMDER-0151,Service,Dermatology ,295.0,,,90676-00-00,Other proc on skin & subcutaneous tissue,,Pediatrics,FMPDT-0197,Insulin Pump,0,Service,96199-06-00,1050,,,,MTPSD-0020,DRESSING OF BURNS (G.A. 10%),,,,,,
FMDER-0163,Mollusca Bodies Extraction - Small,FMDER-0163,Service,Dermatology ,295.0,,,90676-00-00,Other proc on skin & subcutaneous tissue,,Pediatrics,FMPDT-0204,One Year (Oral Polio-Priorex-Menectra-Prevenar Vaccines),0,Service,92157-00-00,945,,,,FMDER-0102,Laser Therapy +Acupuncture - 5 Sessions,,,,,,
FMDER-0142,Podophyllin Application - Medium Area,FMDER-0142,Service,Dermatology ,295.0,,,90660-00-00,Administration of agent into SSCT,,Pediatrics,FMPDT-1008,Level I Nicu,0,Service,83610-03-40,6300,,,,MTPSD-0033,REMOVAL OF MULTIPLE NAVI MORE THAN 6 (L.A.),,,,,,
FMPTD-2090,STRENGTH/DURATION CURVE [DIAG-NOSTI,FMPTD-2090,Service,Physiotherapy,290.0,,,11611-00-00,Measure art press & wave form upp extrem,,Pediatrics,FMPDT-1009,Level Ii Nicu Scbu,0,Service,83610-03-60,2625,,,,MTPSD-0014,SCAR REVISION LARGE (L.A),,,,,,
FMOPTA0020,Synptophore Examination,FMOPTA0020,Service,Ophthalmology,290.0,,,96044-00-01,Measure ocular motility & binocular fn uni,,Pediatrics,FMPDTC0003,Repeated Echo (Pediatrics),0,Service,55113-00-00,825,,,,FMDNTS0064,Enucleation Of Mucocel Small,,,,,,
FMENTE0021,Transient evoked Otoacoustic Emissions (PED),FMENTE0021,Service,ENT,290.0,,,11332-00-00,Click evoked otoacoustic emissions evaln,,Pediatrics,FMPDTC0004,Stress Echo,0,Service,55118-00-00,2640,,,,FMLAB-9105,Oxalate (U),,,,,,
FMLAB-1045,Hematocrit (HCT),FMLAB-1045,Service,Laboratory ,290.0,,,73100-00-60,Hct test ,,Pediatrics,FMPDTC0005,Echo Full Study (Pediatric),0,Service,55118-00-00,1765,,,,FMLAB-9775,VIP (Vasoactive Intestinal Polypeptide),,,,,,
FMDER-4003,Aha Peeling Application - Small Area,FMDER-4003,Service,Dermatology ,290.0,,,45019-00-00,Full face chemical peel,,Pediatrics,FMPDTO0004,Cold Compress With Voltaren,0,Service,22065-00-10,190,,,,FMDER-4032,Rf Rejuvenation Machine(Scarlet) - Moderate Area,,,,,,
FMPSYB0054,AUTISM PER SESSIOSN,FMPSYB0054,Service,Psychiatry ,290.0,,,96101-00-00,Cognitive and/or behavioural therapy,,Pediatrics,FMPDT00003,Nebulizer With Drug Adminstration,0,Service,99999-99-99,245,,,,FMDER-0263,CELULITIS MESOTHERAPHY SMALL AREA,,,,,,
FMDER-0146,Intralesional Injection - Large Area,FMDER-0146,Service,Dermatology ,290.0,,,30207-00-00,Administration of agent into skin lesion,,Pediatrics,FMPDT-0002,Nicu Supervision,0,Service,83600-03-00,275,,,,FMLAB-7032,"Systemic Lupus Erythematosus (SLE) Profile (DNA, ANA, IgM, C3 & C4)",,,,,,
FMPTD-2061,MEDICAL BATH,FMPTD-2061,Service,Physiotherapy,164.0,,,96163-00-00,Asst w act rel self care/maintenance,,Pediatrics,FMPDT-0014,Phototherapy 24 Hrs +Eye Pads,0,Service,90677-00-00,275,,,,FMLAB-9190,Vitamin A (Retinol),,,,,,
FMPTD-2059,CEREBRAL PALSY EXERCISES,FMPTD-2059,Service,Physiotherapy,290.0,,,96129-00-00,Exercise therapy  total body,,Pediatrics,FMPDT-0037,Dpt Vaccination Including Consultation & Vaccine,0,Service,92149-00-00,450,,,,FMOPTE0005,Foreign Body Removal - Deep,,,,,,
MTPSD-0057,COOLING DEVICE FOR HAIR REMOVL,MTPSD-0057,Service,Plastic Surgery,290.0,,,22065-00-10,Hot/cold pack therapy,,Pediatrics,FMPDT-0039,Mmr Vaccination Including Vaccination And Consultation,0,Service,92156-00-10,450,,,,FMLAB-2123,FOOD PANEL 20 IGE,,,,,,
FMPSYB0056,LANGUAGE PER SESSIONS,FMPSYB0056,Service,Psychiatry ,290.0,,,96137-00-00,Skills training for language,,Pediatrics,FMPDT-0040,M/M Vaccination Including Consultation And Vaccine,0,Service,92153-00-00,450,,,,FMORW-0172,Ankle Foot Orthosis (Below Knee),,,,,,
FMPTD-2109,P.T. 2 PROCEDURES - OP,FMPTD-2109,Service,Physiotherapy,290.0,,,95550-03-00,Allied health intervtn  physiotherapy,,Pediatrics,FMPDT-0050,Oral Polio Vaccine,0,Service,92150-00-00,275,,,,FMENTE0010,ELECTROCHOCHLEOGRAPHY,,,,,,
FMPSYB0055,SPEECH PER SESSIONS,FMPSYB0055,Service,Psychiatry ,290.0,,,96135-00-00,Skills training for speech,,Pediatrics,FMPDT01,Day Case /1Hr,0,Service,83610-00-10,105,,,,FMLAB-9205,Pyruvate Kinase,,,,,,
FMDER-0152,Allergic Shots II,FMDER-0152,Service,Dermatology ,290.0,,,90676-00-00,Other proc on skin & subcutaneous tissue,,Pediatrics,FMPDT-0136,Oxygen Per 1 Hr,0,Service,92044-00-00,110,,,,FMLABM0014,HERPES SIMPLEX VIRUS 1 & 2 PCR ,,,,,,
FMENTN2010,CONTROL OF EPISTAXIS BY CHEMICAL CAUTERIZATION - BILATERAL,FMENTN2010,Service,ENT,290.0,,,41677-00-00,Arrest ant nasal haem pack/cauterisation,,Pediatrics,FMPDT-0171,Voltaren 12.5Mg Suppository,0,Service,90344-02-00,70,,,,FMLABM0170,HLA PRA CLASS II SA - LUMINEX,,,,,,
FMDER-0159,Electrocautery - Small Area,FMDER-0159,Service,Dermatology ,290.0,,,30189-01-00,Rmvl other wart 1-14,,Pediatrics,FMPDT-0180,Glycerin Infant Suppository,0,Service,96201-19-00,70,,,,FMLAB-9156,Organic Acid In Blood,,,,,,
MTOPT-0034,Eye Lid Electrolysis One Eye,MTOPT-0034,Service,Ophthalmology,290.0,,,42587-04-01,"Correction trichiasis electrolysis 1 eye, unilateral",,Pediatrics,FMPDT-0184,Paracetamol Syrup,0,Service,96203-19-00,15,,,,FMDER-0201,Laser Ablation - Medium Area,,,,,,
FMOPTA0012,Eye Suture Removal,FMOPTA0012,Service,Ophthalmology,290.0,,,42668-00-01,Rmvl corneal sutures  uni,,Pediatrics,FMPDT-0185,Transport Incubator,0,Service,83610-03-20,570,,,,FMORW-0105,Above Knee Orth. 3 Yrs W/O Cover,,,,,,
FMORW-0116,Halux Valgus Brace,FMORW-0116,Service,ORTHOPAEDIC WORKSHOP,290.0,,,96092-00-00,Applic fit adjust/ replace other assist device,,Pediatrics,FMPDT-0188,Peripherally Inserted Catheter (Picc),0,Service,35317-02-00,3675,,,,FMURO-3006,Excision of Penile Skin Lesion under LA,,,,,,
FMDER-0221,Laser Cooling Device Application,FMDER-0221,Service,Dermatology ,290.0,,,90676-00-00,Other proc on skin & subcutaneous tissue,,Pediatrics,FMPDT-0189,Retinopathy Of Prematurity (Rop) Screening,0,Service,90080-00-01,1305,,,,FMOBG-3011,Removal of Circulage / Shirodkar suture,,,,,,
FMENTE3017,MICROSCOPIC EXAMINATION UNILATERAL,FMENTE3017,Service,ENT,290.0,,,90111-00-01,Other proc on ext ear  uni,,Pediatrics,FMPDT-0192,Central Line Removal,0,Service,34530-04-00,2310,,,,FMOBG-3009,Removal of IUD under GA,,,,,,
FMENTE6001,POLITZERIZATION,FMENTE6001,Service,ENT,290.0,,,90113-00-02,Other proc on eustachian tube  bil,,Pediatrics,FMPDT-0194,Gasterostomy Tube Reinsertion (Changing Tube),0,Service,30375-07-00,1050,,,,FMDER-0010,Testicular Biopsy,,,,,,
FMENTN0004,PROETZ MANOEUVER (NASAL SINUS),FMENTN0004,Service,ENT,290.0,,,41704-00-00,Aspr & lav nasal sinus thru nat ostium,,Pediatrics,FMPDT02,Day Case /2Hr,0,Service,83610-00-10,210,,,,FMLAB-9468,Dihydrotestosterone,,,,,,
FMENTE4007,REMOVAL OF GROMMET-UNILATERAL,FMENTE4007,Service,ENT,290.0,,,41644-00-02,Exc rim perforated tympanic memb  bil,,Pediatrics,FMPDT-0200,2 Months (Infanrex Hexa Prevenar Rota Vaccine),0,Service,92157-00-10,1155,,,,FMLAB-9521,HERPES 6 IGG & IGM,,,,,,
FMDER-0026,Uretheral Scrapping,FMDER-0026,Service,Dermatology ,290.0,,,90365-00-00,Other procedures on urethra,,Pediatrics,FMPDT-0201,4 Months (Infanrex Hexa Prevenar Rota Vaccine),0,Service,92157-00-10,1155,,,,FMLAB-9704,"Rheumatoid Factor IgA, IgG & IgM",,,,,,
FMDER-0195,Vascular Laser Treatment Test Dose,FMDER-0195,Service,Dermatology ,290.0,,,14100-00-00,Laser photcoag continuous  blood vessels,,Pediatrics,FMPDT-0202,6 Months (Infanrex Hexa Prevenar Oral Polio Vaccine),0,Service,92150-00-00,840,,,,FMLAB-1019,Bone Marrow Aspirate Examination,,,,,,
FMOPTB0013,Acuvue Disposable Lens,FMOPTB0013,Service,Ophthalmology,290.0,,,83700-00-00,Unlist services yet to be defined,,Pediatrics,FMPDT-0203,9 Months (Rouvax Menectra Vaccine),0,Service,92166-00-00,630,,,,FMLAB-6016,"Sperm Abs In Semen (IgA, IgG, IgM)",,,,,,
FMOPTA0019,Hess Test,FMOPTA0019,Service,Ophthalmology,290.0,,,83700-00-00,Unlist services yet to be defined,,Pediatrics,FMPDT-0205,18 Months (Oral Polio Priorex Tetra Infanrex Hib A Vaccine),0,Service,92157-00-40,840,,,,FMLAB-6031,Water Bacteriological Examination,,,,,,
FMDER-0216,Laser Test Dose,FMDER-0216,Service,Dermatology ,290.0,,,99999-99-99,Unlist ambulatory,,Pediatrics,FMPDT-0206,Vaccine For 2 Years,0,Service,92161-00-00,210,,,,FMENTE3020,VESTIBULAR ASSESTMENT,,,,,,
FMOPTA0021,Multivision Contrast Test,FMOPTA0021,Service,Ophthalmology,290.0,,,83700-00-00,Unlist services yet to be defined,,Pediatrics,FMPDT03,Day Case /4Hr,0,Service,83610-00-50,315,,,,FMPDTC0005,ECHO Full Study (pediatric),,,,,,
FMERDA0148,OPEN CRYCOTHYROTOMY,FMERDA0148,Service,Emergency,290.0,,,83700-00-00,Unlist services yet to be defined,,Pediatrics,FMPDT-1000,Day Case Supervision,0,Service,83700-00-00,470,,,,FMPSDA0037,MICRODERMA BRASION LOWER ABDOMEN/UPPER ABDOMEN,,,,,,
FMPTD-2091,STRENGTH/DURATION CURVE [DIAG-,FMPTD-2091,Service,Physiotherapy,290.0,,,99999-99-99,Unlist ambulatory,,Pediatrics,FMPDT-1010,Level Iii Nicu Nursery,0,Service,83610-02-70,2100,,,,FMDER-0238,Botox Injection -Superfacial Wrinkle,,,,,,
MTPSD-0052,TEST DOSE FOR HAIR REMOVAL,MTPSD-0052,Service,Plastic Surgery,290.0,,,99999-99-99,Unlist ambulatory,,Pediatrics,FMPDT-1011,"Vaccine At Birth (Bcg , Hepatitis B)",0,Service,92168-00-00,525,,,,FMOPT-4081,COLLAGEN PLUG,,,,,,
FMPTD-2120,USE OF A.V.I. MACHINE FOR 3HRS,FMPTD-2120,Service,Physiotherapy,290.0,,,83700-00-00,Unlist services yet to be defined,,Pediatrics,FMPDT-1012,Infanrex Hip (Pediacel),0,Service,92157-00-40,150,,,,FMOBG-1200,Antenatal Care Package,,,,,,
FMLAB-2078,Urine Albumin (24 Hours),FMLAB-2078,Service,LABORATORY,285.0,,,73050-00-80,Albumin; Quant.; Urine ,,Pediatrics,FMPDT-1013,Vaccine For 4 - 6 Years (Opv+Dtap+Priorex Tetra),0,Service,92171-00-00,685,,,,FMLAB-9090,Malaria Abs,,,,,,
FMLAB-2008,Bicarbonate,FMLAB-2008,Service,LABORATORY,280.0,,,73050-06-40,Carbon dioxide bicarbonate CO2 ,,Pediatrics,FMPDT-1014,Infanrex Hexa,0,Service,92157-00-40,210,,,,FMLAB-7036,MBD Rheumatology Profile,,,,,,
FMLAB-2024,Creatinine Clearance,FMLAB-2024,Service,LABORATORY,280.0,,,73050-10-00,Creatinine clearance ,,Pediatrics,FMPDT-1092,Head Cooling,0,Service,22065-00-90,1000,,,,FMCAR-0003,ECG with Ergometry,,,,,,
FMLAB-2095,Ketones & Glucose In Urine,FMLAB-2095,Service,LABORATORY,280.0,,,73150-00-40,Urinalysis; Automated ,,Pediatrics,FMPDT-2001,Porta Cath Removal,0,Service,34528-02-00,9900,,,,FMONC-0008,IntraCavitary Chemotherapy Instillation in Emergency Or Ward,,,,,,
FMLAB-1065,Prothromin Time (PT) With INR,FMLAB-1065,Service,LABORATORY,119.0,,,73100-08-70,RVVT ,,Pediatrics,FMPDT-2002,Nitric Oxide,0,Service,92210-00-00,3150,,,,FMPSDJ0014,EXCISION OF SEBACEUS CYST(BIG),,,,,,
FMDNTN0058,Metallic restoration one surface direct,FMDNTN0058,Service,Dental,275.0,,,511,Metallic restoration   one surface   direct,,Pediatrics,FMPDT-2003,Peripherally Inserted Central Catheter (Picc) Removal,0,Service,34530-05-00,1155,,,,FMNUM-0009,AUDITORY EVOKED POTENTIAL,,,,,,
FMDNTP0073,Fissure Sealent Teeth,FMDNTP0073,Service,Dental,275.0,,,161,Fissure and/or tooth surface sealing – per tooth,,Pediatrics,FMPDT-9919,Body Cooling Machine (One Hour),0,Service,22075-00-00,3500,,,,FMNUM-0032,VISUAL EVOKED POTENTIAL,,,,,,
FMPDT-0157,Pulse Oximeter 1 - 4 HOURS,FMPDT-0157,Service,Pediatrics,275.0,,,12203-01-00,Overnight oximetry,,Pediatrics,FMPDT-9998,Medical Supervision,0,Service,83600-02-10,260,,,,FMLAB-9121,Sex Hormone Binding Globulin (SHBG),,,,,,
FMENTN2055,REMOVAL OF NASAL PACK,FMENTN2055,Service,ENT,275.0,,,92031-00-00,R/O  nasal packing,,Pediatrics,FMPDTE0001,Ecg - Pediatrics,0,Service,11700-00-00,170,,,,FMLABM0159,APC and MUTYH Associated Polyposis Panel,,,,,,
FMPDT-0006,Newborn Neurologic Examination,FMPDT-0006,Service,Pediatrics,275.0,,,96238-00-00,Cognitive and/or behavioural assessment,,Pediatrics,FMPNTE0002,Ecg Repeated - Pediatrics,0,Service,11700-00-00,145,,,,FMLAB-1300,DiGeorge/Velocardiofacial-1 (22q11.2) by FISH,,,,,,
FMPDT-0137,OXYGEN from 1 HR to 4 hrs,FMPDT-0137,Service,Pediatrics,275.0,,,92044-00-00,Other oxygen enrichment,,Pediatrics,P11VAREL1J,Varelex Chickenpox Vaccination 0.5Ml,0,Service,92157-00-20,275,,,,FMLAB-9686,Protein C (Concentration & Activity),,,,,,
FMPTD-2181,ACTIVE THERAPEUTIC MOVEMENTS,FMPTD-2181,Service,Physiotherapy,275.0,,,96129-00-00,Exercise therapy  total body,,Physiotherapy,FMPTD-0032,TOTAL PT >3 MODALITIES - OP,,Service,95550-03-00,345,,,,EXENT-0024,CONTROL OF EPISTAXSIS BY ANT. & POST PACK (G.A),,,,,,
FMPTD-2201,COLD LASER,FMPTD-2201,Service,Physiotherapy,275.0,,,22065-00-90,Cold therapy other ,,Physiotherapy,FMPTD-0019,THERAPEUTIC EXERCISES - OP,,Service,96129-00-00,155,,,,FMNEU-0155,MEASURING INTRA THECAL PRESSURE THROUGH LUMBER PUNCTURE,,,,,,
FMPTD-2175,COLD LASER SESSION,FMPTD-2175,Service,Physiotherapy,275.0,,,96155-00-00,Stimulation therapy  NEC,,Physiotherapy,FMPTD-0126,Tense,,Service,96155-00-00,420,,,,FMDNTM0022,Bleaching (Two Teeth),,,,,,
FMPTD-2202,M. STIM,FMPTD-2202,Service,Physiotherapy,275.0,,,96155-00-00,Stimulation therapy  NEC,,Physiotherapy,FMPTD-2124,ULTRASOUND THERAPY,,Service,96154-00-00,190,,,,FMDNTP0079,Anterior Crossbite Appliance,,,,,,
FMPTD-2174,MS STIMULATION SESSION,FMPTD-2174,Service,Physiotherapy,275.0,,,96155-00-00,Stimulation therapy  NEC,,Physiotherapy,FMPTD-2073,TOTAL BODY PT (4 PROCS),,Service,95550-03-00,1005,,,,FMDNTP0077,Habit Breaking Appliance (Acrylic),,,,,,
FMXRAY1178,X-RAY A.C. JOINT WITH WEIGHT BEARING,FMXRAY1178,Service,Radiology ,275.0,,,57706-00-01,Radiography clavicle  uni,,Physiotherapy,FMPTD-0023,HYDROTHERAPY,,Service,96153-00-00,615,,,,FMDNTP0078,Posterior Crossbite Appliance,,,,,,
FMXRAY1257,X-RAY ABDOMEN ERECT,FMXRAY1257,Service,Radiology ,275.0,,,58900-00-90,Radiography abdo,,Physiotherapy,FMPTD-2083,C.P.M. MACHINE,,Service,95550-03-00,245,,,,FMORW-0090,Brace Small,,,,,,
FMXRAY1176,X-RAY CLAVICLE 5% AP OR PA,FMXRAY1176,Service,Radiology ,275.0,,,57706-00-01,Radiography clavicle  uni,,Physiotherapy,FMPTD-0104,Nebulization,,Service,92043-00-00,190,,,,FMLAB-9459,Free DHEA,,,,,,
FMXRAY1174,X-RAY NASOPHARRYNX LATERAL,FMXRAY1174,Service,Radiology ,275.0,,,57942-00-00,Palatopharyngeal study,,Physiotherapy,FMPTD-0007,ULTRASOUND - OP,,Service,90908-00-00,435,,,,MTDER-0033,Hydradermie Machine(4X) Facial Large Area,,,,,,
FMXRAY1166,X-RAY PARANASAL SINUSES 1 VIEW WATER,FMXRAY1166,Service,Radiology ,275.0,,,57903-00-00,Radiography of paranasal sinus,,Physiotherapy,FMPTD-2181,Active Therapeutic Movements,,Service,96129-00-00,275,,,,MTPSD-0051,IMPLATING OF ARTIFICIAL HAIR,,,,,,
FMXRAY1181,X-RAY SCAPULA ( Y ) SHAP VIEW,FMXRAY1181,Service,Radiology ,275.0,,,57700-00-11,Radiography shoulder/scapula  1 vw  uni,,Physiotherapy,FMPTD-0041,CHEST PHYSIOTHERAPY - OP,,Service,95550-03-00,210,,,,FMDNTP0071,Bleaching Teeth,,,,,,
FMXRAY1202,X-RAY SHOULDER AP.,FMXRAY1202,Service,Radiology ,275.0,,,57700-00-11,Radiography shoulder/scapula  1 vw  uni,,Physiotherapy,FMPTD-0121,Spiro Meter Air Incentive,,Service,11506-00-00,1020,,,,FMDNTR0001,Root Canal Treatment 1 Root,,,,,,
FMXRAY1182,X-RAY STERNUM LAT.,FMXRAY1182,Service,Radiology ,275.0,,,58521-00-00,Radiography of sternum,,Physiotherapy,FMPTD-2061,MEDICAL BATH,,Service,96163-00-00,290,,,,FMXRAY1357,W.H. Amniocentesis (US Guidance),,,,,,
FMXRAY1193,X-RAY THORACIC SPINE AP STANDING,FMXRAY1193,Service,Radiology ,275.0,,,58103-00-00,Radiography of thoracic spine,,Physiotherapy,FMPTD-2126,SHORT WAVE THERAPY,,Service,96155-00-00,235,,,,FMLAB-9318,Factor V Mutation Gene (Leiden Mutation),,,,,,
FMERDA0001,ABCESS INCISION AND DRAINAGE - SUPERFECIAL,FMERDA0001,Service,Emergency,275.0,,,30223-01-00,I&D absc SSCT ,,Physiotherapy,FMPTD-0119,Portable Ventilator Oxylog Per Hour,,Service,13882-00-00,3410,,,,FMXRAY1128,CT. CHEST WITHOUT CONTRAST (HRCT protocol),,,,,,
FMPTD-2166,BRACE PARTS SMALL,FMPTD-2166,Service,Physiotherapy,275.0,,,96092-00-00,Applic fit adjust/ replace other assist device,,Physiotherapy,FMPTD-0051,NERVE CONDUCTION - 1 NERVE,,Service,11012-01-00,770,,,,FMXRAY1153,CT. MSK (CLAVICLE BONE PROTOCOL),,,,,,
FMENDA0002,Bronchoalveolar Lavage,FMENDA0002,Service,Internal Medicine,275.0,,,41898-02-01,Endos broncho-alveolar lavage uni,,Physiotherapy,FMPTD-0082,Local Injection,,Service,50124-01-10,330,,,,FMXRAY1149,CT. MSK (SACROILIAC JOINT PROTOCOL),,,,,,
MTDER-0001,Electrocautery - Small Area Under GA,MTDER-0001,Service,Dermatology ,275.0,,,30189-01-00,Rmvl other wart 1-14,,Physiotherapy,FMPTD-0055,EMG FACE - 1 SIDE,,Service,11012-00-00,710,,,,FMXRAY1286,FLUROSCOPY. Video-Fluoroscopic Swallow Study (VFSS),,,,,,
FMOPTC0004,Incision Of Eyelid Stye,FMOPTC0004,Service,Ophthalmology,275.0,,,90084-00-01,Incision eyelid  uni,,Physiotherapy,FMPTD-0083,Intra Articular,,Service,50124-01-10,11405,,,,FMDER-0306,Face Contouring - Profhilo 2 Ml Injection,,,,,,
FMERDA0035,NOSE LACERATION SUTURING,FMERDA0035,Service,Emergency,275.0,,,90132-00-00,Other repair of nose,,Physiotherapy,FMPTD-2112,EXERCISE 12 SESSION,,Service,96129-00-00,1150,,,,FMPSDJ0020,SCAR REVISION,,,,,,
FMERDA0028,SUPERFECIAL WOUND SUTURING (5-10 STITCHES),FMERDA0028,Service,Emergency,275.0,,,90676-00-00,Other proc on skin & subcutaneous tissue,,Physiotherapy,FMPTD-0001,Ultraviolet - Op,0,Service,14050-01-00,190,,,,FMLAB-9174,Dengue Virus Abs Igg And Igm,,,,,,
FMENTE2004,SUTURE OF LACERATION OF EXTRNAL EAR (PER SUTURE),FMENTE2004,Service,ENT,275.0,,,30052-00-01,Rep wound ext ear  uni,,Physiotherapy,FMPTD-0005,Microwave Op,0,Service,99999-99-99,210,,,,FMDNTP0034,Partial Denture Acrylic 3 Teeth,,,,,,
FMERDA0036,TOUNGUE LACERATION SUTURING,FMERDA0036,Service,Emergency,275.0,,,90335-01-00,Other procedures on digestive system,,Physiotherapy,FMPTD-0062,Crutches - Alum. - Lge. - Adlt,0,Service,96024-00-00,655,,,,FMDNTP0049,Relining Of Complete Denture,,,,,,
FMXRAY1177,X-RAY ACROMIO-CLAVICULAR JOINT,FMXRAY1177,Service,Radiology ,275.0,,,55808-00-01,U/S shoulder/upper arm uni,,Physiotherapy,FMPTD-0073,Interferntial Compct.W/Suction,0,Service,96155-00-00,420,,,,FMDNTS0012,Surface Tissue Impacted Upper 3Rd Molar,,,,,,
FMPTD-0065,STRAIGHT CANE,FMPTD-0065,Service,Physiotherapy,275.0,,,99999-99-99,Unlist ambulatory,,Physiotherapy,FMPTD-0125,Gyms Exercise,0,Service,96129-00-00,385,,,,FMDNTP0018,Inlay Metallic 2 Surfaces,,,,,,
FMXRAY1614,SPINE (1 SEGMENT ) FLEX/EXT.,FMXRAY1614,Service,Radiology ,200.0,,,58108-00-00,Radiography of spine  4 regions,,Physiotherapy,FMPTD-2086,Fango Half - Op,0,Service,92178-00-90,190,,,,FMDNTP0058,Mouth Gaurd,,,,,,
