Department,SGH - CODE  ,SGH NAME ,Price 2021,SGH Service type,LOS
PHYSIOTHERAPY,FMPTD-2117,THERAPEUTIC EXERCISE 12 TIMES,986.328,service,
PHYSIOTHERAPY,FMPTD-2118,TREADMEIL FOR LAB. TESTING,84.357,service,
PHYSIOTHERAPY,FMPTD-2119,USE OF SWIMMING POOL,123.291,service,
PHYSIOTHERAPY,FMPTD-2121,USE OF A.V.I.MACHINE FOR 6 HRS,350.406,service,
PHYSIOTHERAPY,FMPTD-2124,ULTRASOUND THERAPY,123.291,service,
PHYSIOTHERAPY,FMPTD-2125,INTERFERNIAL THERAPY,155.736,service,
PHYSIOTHERAPY,FMPTD-2126,SHORT WAVE THERAPY,155.736,service,
PHYSIOTHERAPY,FMPTD-2128,INTERFERNIAL FOR 2 AREAS,181.692,service,
PHYSIOTHERAPY,FMPTD-2129,SHORT WAVE FOR 2 AREAS,181.692,service,
PHYSIOTHERAPY,FMPTD-2130,CHEST PHYSIOTHERAPY WITH,168.714,service,
PHYSIOTHERAPY,FMPTD-2131,GALVANIC BATH,201.159,service,
PHYSIOTHERAPY,FMPTD-2132,SHORTWAVE DIALTHERMY,123.291,service,
PHYSIOTHERAPY,FMPTD-2133,EXERCISE PACKAGE DEAL 12 SES.,350.406,service,
PHYSIOTHERAPY,FMPTD-2134,REHAB. PT. W/ VERTIGO(12 SESS),577.5210000000001,service,
PHYSIOTHERAPY,FMPTD-2135,MCKENZIE EVALUATION & TREATME,272.538,service,
PHYSIOTHERAPY,FMPTD-2136,MCKENCZIE FOLLOW-UP TREATMENT,123.291,service,
PHYSIOTHERAPY,FMPTD-2139,OT EVALUATION,272.538,service,
PHYSIOTHERAPY,FMPTD-2140,HAND THERAPY,162.225,service,
PHYSIOTHERAPY,FMPTD-2141,STROKES THERAPY,175.203,service,
PHYSIOTHERAPY,FMPTD-2142,CEREBRAL PALSY THERAPY,181.692,service,
PHYSIOTHERAPY,FMPTD-2143,PARAPLEGIC OT PROGRAMME,175.203,service,
PHYSIOTHERAPY,FMPTD-2144,GENERAL OF SESSION,142.758,service,
PHYSIOTHERAPY,FMPTD-2145,PACKAGE OT FOR HAND THERAPY,1252.377,service,
PHYSIOTHERAPY,FMPTD-2146,Occupational Therapy Session A,175.203,service,
PHYSIOTHERAPY,FMPTD-2147,Occupational Therapy Session B,214.137,service,
PHYSIOTHERAPY,FMPTD-2148,Occupational Therapy Session C,272.538,service,
PHYSIOTHERAPY,FMPTD-2149,Occupational Therapy Session D,350.406,service,
PHYSIOTHERAPY,FMPTD-2151,PACKAGE DEAL (6) SESSIONS FOR MANUA,596.988,service,
PHYSIOTHERAPY,FMPTD-2153,PACKAGE DEAL (6) SESSIONS FOR MANUA,1005.7950000000001,service,
PHYSIOTHERAPY,FMPTD-2155,CUPPING THERAPY (1 SESSION),421.785,service,
PHYSIOTHERAPY,FMPTD-2156,TWO SESSION PT / RT PER DAY IP,480.18600000000004,service,
PHYSIOTHERAPY,FMPTD-9000,C.P. PROGRAM - 4 SESSION (P.D),752.7239999999999,service,
PHYSIOTHERAPY,FMPTD-0003,INFRARED - OP,123.291,service,
PHYSIOTHERAPY,FMPTD-0005,MICROWAVE OP,142.758,service,
PHYSIOTHERAPY,FMPTD-0061,WELKERS - FOLDING ALUMINUM,1129.086,service,
PHYSIOTHERAPY,FMPTD-0063,AXILLARY CRUTCHES - WOOD,337.428,service,
PHYSIOTHERAPY,FMPTD-0065,STRAIGHT CANE,317.96099999999996,service,
PHYSIOTHERAPY,FMPTD-0079,LOCOMOTION THERAPY(12 SESSION),6395.558400000001,service,
PHYSIOTHERAPY,FMPTD-0094,PACKAGE DEAL(4)DAYS (8)SESSIONS,668.3670000000001,service,
PHYSIOTHERAPY,FMPTD-0100,ELECTROMANETIC FIELD (TEMPORARY COD,123.291,service,
PHYSIOTHERAPY,FMPTD-0111,PACKAGE DEAL (6)SESSIONS THALGO TOT,1925.9352,service,
PHYSIOTHERAPY,FMPTD-0119,PORTABLE VENTILATOR OXYLOG PER HOUR,103.82400000000001,service,
PHYSIOTHERAPY,FMPTD-2060,POLIO TREATMENT,201.159,service,
PHYSIOTHERAPY,FMPTD-2074,CEREBRAL PALSY PACKAGE (OP),1697.5224,service,
PHYSIOTHERAPY,FMPTD-2075,PARAPLEGIA PACKAGE (OP),3197.7792000000004,service,
PHYSIOTHERAPY,FMPTD-2079,PACKAGE DEAL WEIGHT REDUCTION,1323.7559999999999,service,
PHYSIOTHERAPY,FMPTD-2080,PACKAGE DEAL WEIGHT REDUCT.,2419.0992,service,
PHYSIOTHERAPY,FMPTD-2087,FANGO HALF - IP,123.291,service,
PHYSIOTHERAPY,FMPTD-2091,STRENGTH/DURATION CURVE [DIAG-,201.159,service,
PHYSIOTHERAPY,FMPTD-2095,INTERFERNIAL - IP,123.291,service,
PHYSIOTHERAPY,FMPTD-2103,STEAMBATH W/ CO2 - OP,259.56,service,
PHYSIOTHERAPY,FMPTD-2104,STEAMBATH W/ CO2 - IP,259.56,service,
PHYSIOTHERAPY,FMPTD-2105,CPM FOR SHOULDER - OP,123.291,service,
PHYSIOTHERAPY,FMPTD-2120,USE OF A.V.I. MACHINE FOR 3HRS,201.159,service,
PHYSIOTHERAPY,FMPTD-2122,USE OF A.V.I.MACHINE FOR OVER-,402.318,service,
PHYSIOTHERAPY,FMPTD-2123,USE OF A.V.I.MACHINE FOR 24 HS,791.6579999999999,service,
PHYSIOTHERAPY,FMPTD-2127,ULTRASOUND FOR 2 AREAS,181.692,service,
PHYSIOTHERAPY,FMPTD-2137,TAE-KWAN-DO TRAINING 1 MONTH/,1174.509,service,
PHYSIOTHERAPY,FMPTD-2138,PACKAGE DEAL (TAE-KWAN-D0 TRAI,2377.5696,service,
PHYSIOTHERAPY,FMPTD-2150,LASER THERAPHY SCANNER,350.406,service,
PHYSIOTHERAPY,FMPTD-2152,PACKAGE DEAL (12) SESSIONS FOR MANU,1174.509,service,
PHYSIOTHERAPY,FMPTD-2154,PACKAGE DEAL (12) SESSIONS FOR MANU,1593.6983999999998,service,
PHYSIOTHERAPY,FMPTD-2157,MORE THAN R.T PER DAY FOR IP,480.18600000000004,service,
PLASTIC SURGERY,FMPSD-0002,REMOVAL OF ONE NAVI UNDER L.A.,272.538,service,
PLASTIC SURGERY,FMPSD-0003,REMOVAL OF MULTIPLE NAVI UPTO  6 UNDER L.A.,681.345,service,
PLASTIC SURGERY,FMPSD-0004,REMOVAL OF MULTIPLE NAVI MORE  THAN 6 UNDER L.A.,1090.152,service,
PLASTIC SURGERY,FMPSD-0005,TEST DOSE FOR VASCULAR LAZER,181.692,service,
PLASTIC SURGERY,FMPSD-0006,EXTRA LARGE LESION FOR ERBIUM LAZER,3471.615,service,
PLASTIC SURGERY,FMPSD-0008,ROUDENT ULCER EXCISTION 2X3CM,4360.608,service,
PLASTIC SURGERY,FMPSD-0009,ROUDENT ULCER EXCISION 4X6CM,8721.216,service,
PLASTIC SURGERY,FMPSD-1000,DAY CARE SUPERVISION,350.406,service,
PLASTIC SURGERY,FMPSD-1001,DOCTOR'S DAYCARE SUPERVISION,84.357,service,
PLASTIC SURGERY,FMPSDA0002,HARE LIP (UNILATERAL COMPLETE),3315.879,service,
PLASTIC SURGERY,FMPSDA0003,HARE LIP BILATERAL,3311.9856,service,
PLASTIC SURGERY,FMPSDA0004,SECONDARY REPAIR OF CLEFT LIP,3311.9856,service,
PLASTIC SURGERY,FMPSDA0005,UPPER MACROCHELIA,2485.2870000000003,service,
PLASTIC SURGERY,FMPSDA0007,REPAIR OF SMALL DEFECT-UPPER   LIP,3311.9856,service,
PLASTIC SURGERY,FMPSDA0008,REPAIR OF SMALL DEFECT - LOWER LIP,3315.879,service,
PLASTIC SURGERY,FMPSDA0009,REPAIR OF BIG DEFECT OF UPPER  LIP,3971.2680000000005,service,
PLASTIC SURGERY,FMPSDA0010,REPAIR OF BIG DEFECPT OF LOWER LIP,5040.6552,service,
PLASTIC SURGERY,FMPSDA0011,EXCISION OF CYST OF UPPER &    LOWER LIP WITH REPAIR,1959.678,service,
PLASTIC SURGERY,FMPSDA0012,EXCISION OF TUMOUR OF UPPER    LIP & REPAIR,3763.62,service,
PLASTIC SURGERY,FMPSDA0013,EXCISION OF TUMOPOR OF LOWER LIP & REPAIR,4755.1392,service,
PLASTIC SURGERY,FMPSDA0014,REPAIR OF ECTROPION OF LOWER   LIP,3311.9856,service,
PLASTIC SURGERY,FMPSDA0015,REPAIR OF ECTROPION OF UPPER   LIP,3311.9856,service,
PLASTIC SURGERY,FMPSDA0016,CORRECTION OF MICROSTOMIA,2485.2870000000003,service,
PLASTIC SURGERY,FMPSDA0017,CORRECTION OF MACROSTOMIA,3315.879,service,
PLASTIC SURGERY,FMPSDA0018,REPAIR OF LACERATIONS OF UPPER & LOWER LIP,2160.837,service,
PLASTIC SURGERY,FMPSDA0019,CLEFT PALATE (INCOMPLETE),3763.62,service,
PLASTIC SURGERY,FMPSDA0020,CLEFT PALATE (COMPLETE),4210.0632000000005,service,
PLASTIC SURGERY,FMPSDA0021,REVISION OF CLEFT PALATE,4630.5504,service,
PLASTIC SURGERY,FMPSDA0023,PALATOPLASTY,4630.5504,service,
PLASTIC SURGERY,FMPSDA0024,DOUBLE LIP (CONGENITAL LESION),2452.842,service,
PLASTIC SURGERY,FMPSDA0026,Q-SWITCH FOR PIGMENTATION AND TATTO MEDIUM AREA,2018.0790000000002,service,
PLASTIC SURGERY,FMPSDA0030,MICRODERMABRATION TEST DOSE OF 1% MAXIAL SURFACE AREA (PACKAGE OF 5 SESSION),830.5920000000001,service,
PLASTIC SURGERY,FMPSDA0031,MICRODERMABRASION FACE,1005.7950000000001,service,
PLASTIC SURGERY,FMPSDA0032,MICRODERMABRASION FACE (PACKAGE OF 5 SESSION),3296.412,service,
PLASTIC SURGERY,FMPSDA0033,MICRODERMABRASION HANDS OR NECK,512.631,service,
PLASTIC SURGERY,FMPSDA0034,MICRODERMABRASTION HANDS OR NECK (PACKAGE OF 5 SESSION),1654.695,service,
PLASTIC SURGERY,FMPSDA0035,MICRODERMABRASTION CHEST,668.3670000000001,service,
PLASTIC SURGERY,FMPSDA0036,MICRODERMABRASTION CHEST(PACKAGE OF 5 SESSION),1992.123,service,
PLASTIC SURGERY,FMPSDA0037,MICRODERMA BRASION LOWER ABDOMEN/UPPER ABDOMEN,1323.7559999999999,service,
PLASTIC SURGERY,FMPSDA0038,MICRODERMABRASION LOWER ABDOMEN/UPPER ABDOMEN(PACKAGE OF 5 SESSION),3955.6944000000003,service,
PLASTIC SURGERY,FMPSDA0039,CHEMICAL PEEL (GLYCOLIC ACID) M.D. FORTE PACKAGE OF 6 PEELS,2971.9619999999995,service,
PLASTIC SURGERY,FMPSDA0040,CHEMICAL PEEL (GLYCOLIC ACID)M.D. FORTE SINGLE ADDITIONAL PEEL,668.3670000000001,service,
PLASTIC SURGERY,FMPSDA0041,SILICONE GEL SHEET MAJOR SIZE,389.34,service,
PLASTIC SURGERY,FMPSDA0042,SILICONE GEL SHEET MEDIUM SIZE,317.96099999999996,service,
PLASTIC SURGERY,FMPSDA0043,SILICONE GEL SHEET SMALL SIZE,214.137,service,
PLASTIC SURGERY,FMPSDA0044,UNILATERAL CLEFT LIP,4542.3,service,
PLASTIC SURGERY,FMPSDB0001,RHINOPLASTY (COMPLETE),4630.5504,service,
PLASTIC SURGERY,FMPSDB0002,NASAL TIP CORRECTION,3955.6944000000003,service,
PLASTIC SURGERY,FMPSDB0003,FORE HEAD FLAP TO NOSE,3971.2680000000005,service,
PLASTIC SURGERY,FMPSDB0004,CLOSED REDUCTION OF NASAL BONE FRACTURE,1661.1840000000002,service,
PLASTIC SURGERY,FMPSDB0005,REPAIRT OF SOFT TISSUE LACIRATION OF NOSE,3166.6319999999996,service,
PLASTIC SURGERY,FMPSDB0006,SILASTIC IMPLANT TO THE NOSE   (AUGMENTATION RHINOPLASTY),3311.9856,service,
PLASTIC SURGERY,FMPSDB0007,AUGMENTATION RHINOPLASTY(BONE- GRAFT),4630.5504,service,
PLASTIC SURGERY,FMPSDB0008,REVISION OF RHINOPLASTY,3971.2680000000005,service,
PLASTIC SURGERY,FMPSDB0009,EXCISION OF TUMOPUR OF EXTERNL NOSE AND NASAL RECONSTRUCTION,3971.2680000000005,service,
PLASTIC SURGERY,FMPSDB0010,PART. RECONST. OF NOSE BY      LOCAL FLAP,3315.879,service,
PLASTIC SURGERY,FMPSDB0011,PART. RECONST. OF NOSE BY      COMPOSITE GRAFT,3315.879,service,
PLASTIC SURGERY,FMPSDB0013,TOTAL NOSE RECONST. (PER STEP),2485.2870000000003,service,
PLASTIC SURGERY,FMPSDB0014,HYPOPLASTIC LSN+AUGMENTATION   BY BONE GRAFT OTHER THAN NOSE,3134.187,service,
PLASTIC SURGERY,FMPSDB0015,SEPTOPLAST Y,3400.236,service,
PLASTIC SURGERY,FMPSDC0001,PROMINENT EARS (BAT EARS),3971.2680000000005,service,
PLASTIC SURGERY,FMPSDC0002,EXCISION OF MINOR KELOID &     REPAIR OF EAR,1330.245,service,
PLASTIC SURGERY,FMPSDC0003,STAGED REPAIR OF AURICLE (EACH STAGE,1661.1840000000002,service,
PLASTIC SURGERY,FMPSDC0004,EXCISION OF PREAURICULAR SINUS,3311.9856,service,
PLASTIC SURGERY,FMPSDC0005,EXCISION OF EAR REMINENTS,3311.9856,service,
PLASTIC SURGERY,FMPSDC0006,PARTIAL EXCISION & REPAIR OF   PINNA,1661.1840000000002,service,
PLASTIC SURGERY,FMPSDC0007,SUTURE OF LACERATION OF        EXTERNAL EAR,2485.2870000000003,service,
PLASTIC SURGERY,FMPSDC0008,RECONSTRUCTION OF PARTIAL EAR  LOSS,3010.8959999999997,service,
PLASTIC SURGERY,FMPSDC0009,PIERCING OF EAR FOR EARING,168.714,service,
PLASTIC SURGERY,FMPSDC0010,CLOSURE OF HOLE OF EAR PINNA,337.428,service,
PLASTIC SURGERY,FMPSDC0011,SINGLE (UNILATERAL) BAT EAR,2258.172,service,
PLASTIC SURGERY,FMPSDD0001,REPAIR OF INGUINAL HERNIA,2485.2870000000003,service,
PLASTIC SURGERY,FMPSDD0002,REPAIR OF UMBILICAL HERNIA,3140.676,service,
PLASTIC SURGERY,FMPSDD0003,REPAIR OF FEMORAL HERNIA,3763.62,service,
PLASTIC SURGERY,FMPSDD0004,REPAIR OF INCISIONAL HERNIA,4210.0632000000005,service,
PLASTIC SURGERY,FMPSDD0005,REPAIR OF VENTRAL HERNIA,3607.884,service,
PLASTIC SURGERY,FMPSDD0006,ABDOMINOPLASTY,4996.53,service,
PLASTIC SURGERY,FMPSDD0007,LIPOSUCTION OF ABDOMEN,2485.2870000000003,service,
PLASTIC SURGERY,FMPSDD0008,LIPOSUCTION OF ONE THIGH,2485.2870000000003,service,
PLASTIC SURGERY,FMPSDD0009,LIPOSUNCTION OF TROCHANTRIC    PAD OF FAT,1661.1840000000002,service,
PLASTIC SURGERY,FMPSDD0010,LIPOSUCTION OF ONE BUTTOCK,1661.1840000000002,service,
PLASTIC SURGERY,FMPSDD0011,LIPOSUCTION OF SUBMENTAL PAD   OF FAT,1661.1840000000002,service,
PLASTIC SURGERY,FMPSDD0012,LIPOSUCTION OF BREAST,1661.1840000000002,service,
PLASTIC SURGERY,FMPSDD0013,LIPOSUCTION OF ONE ARM,2485.2870000000003,service,
PLASTIC SURGERY,FMPSDD0015,HYPOSPADIUS 1ST STAGE,1330.245,service,
PLASTIC SURGERY,FMPSDD0016,HYPOSPADIUS 2ND STAGE,3311.9856,service,
PLASTIC SURGERY,FMPSDD0017,BIL. TROCHANTERIC LIPECTOMY,4630.5504,service,
PLASTIC SURGERY,FMPSDD0018,BIL. GLUTEAL LIPECTOMY,4630.5504,service,
PLASTIC SURGERY,FMPSDD0019,BILATERAL THIGH LIFT,4630.5504,service,
PLASTIC SURGERY,FMPSDD0021,BRACHIOPLASTY,5782.996800000001,service,
PLASTIC SURGERY,FMPSDD0022,MINI ABDOMINO PLASTY,4267.1664,service,
PLASTIC SURGERY,FMPSDD0023,LIPOSUCTION OF GYNECOMASTEA,2069.991,service,
PLASTIC SURGERY,FMPSDE0001,FACE LIFTING (COMPLETE),5414.4216,service,
PLASTIC SURGERY,FMPSDE0002,PTOSIS UNILATERAL,3315.879,service,
PLASTIC SURGERY,FMPSDE0003,PTOSIS BILATERAL,4630.5504,service,
PLASTIC SURGERY,FMPSDE0004,CICATRITIAL ECTROPION REPAIR   (ONE LID),2485.2870000000003,service,
PLASTIC SURGERY,FMPSDE0005,CICATRITIAL ECTROPION REPAI    BY GRAFTING,3315.879,service,
PLASTIC SURGERY,FMPSDE0006,PARTIAL LOSS OF UPPER EYELID   (CONSTRUCTION),3315.879,service,
PLASTIC SURGERY,FMPSDE0007,TOTAL LOSS OF UPPER EYE LID    (RECONSTRUCTION),3971.2680000000005,service,
PLASTIC SURGERY,FMPSDE0008,PARTIAL LOSS OF LOWER EYELID,2485.2870000000003,service,
PLASTIC SURGERY,FMPSDE0010,REPAIR OF LACERATIONS OF,3166.6319999999996,service,
PLASTIC SURGERY,FMPSDE0011,EXCISION OF TUMOUR OF EYELID   REPAIR,3311.9856,service,
PLASTIC SURGERY,FMPSDE0012,CORRECTION OF CONGENITAL       WEBBING,2485.2870000000003,service,
PLASTIC SURGERY,FMPSDE0014,LIFTING FACE EYELIDS BLEPHARO- PLASTY,3311.9856,service,
PLASTIC SURGERY,FMPSDE0015,NECK CONTRACTURE (MULTIPLE Z),3311.9856,service,
PLASTIC SURGERY,FMPSDE0016,NECK CONTRACTURE(EXCISION AND  REPAIR),4630.5504,service,
PLASTIC SURGERY,FMPSDE0017,CERVICAL NODE BIOPSY,1330.245,service,
PLASTIC SURGERY,FMPSDE0018,BRANCHIAL CYST,2258.172,service,
PLASTIC SURGERY,FMPSDE0020,THYROGLOSSAL CYST,2258.172,service,
PLASTIC SURGERY,FMPSDE0021,THYROGLOSSAL FISTULA,3010.8959999999997,service,
PLASTIC SURGERY,FMPSDE0022,CYSTIC HYGROMA,2485.2870000000003,service,
PLASTIC SURGERY,FMPSDE0023,TONGUE TIE RELEASE,1427.5800000000002,service,
PLASTIC SURGERY,FMPSDE0024,PARTIAL EXCISION OF TONGUE,2485.2870000000003,service,
PLASTIC SURGERY,FMPSDE0025,HEMIGLOSSECTOMY,3311.9856,service,
PLASTIC SURGERY,FMPSDE0026,TOTAL GLOSSECTOMY,3971.2680000000005,service,
PLASTIC SURGERY,FMPSDE0027,EXCISION OF CANCER OF ORAL     CAVITY,4630.5504,service,
PLASTIC SURGERY,FMPSDE0028,EXCISION OF TUMOUR OF SOFT     PALATE,3315.879,service,
PLASTIC SURGERY,FMPSDE0029,PARTIAL EXCISION OF MAXILLA,3311.9856,service,
PLASTIC SURGERY,FMPSDE0030,TOTAL EXCISION OF MAXILLA,4630.5504,service,
PLASTIC SURGERY,FMPSDE0031,DELTOPECTORAL FLAP TO ORAL     CAVITY,4630.5504,service,
PLASTIC SURGERY,FMPSDE0032,FORE HEAD FLAP TO ORAL CAVITY,4630.5504,service,
PLASTIC SURGERY,FMPSDE0033,EXCISION OF SUBMANDIBULAR      SALIVARY GLAND,2485.2870000000003,service,
PLASTIC SURGERY,FMPSDE0034,REMOVAL OF STONE FROM SUBMAN-  DIBULAR DUCT,1330.245,service,
PLASTIC SURGERY,FMPSDE0035,SUPERFICIAL PAROTIDECTOMY,3311.9856,service,
PLASTIC SURGERY,FMPSDE0036,TOTAL PAROTIDECTOMY,4630.5504,service,
PLASTIC SURGERY,FMPSDE0037,EXCISION OF MELANOMA OF HEAD   OR NECK,3971.2680000000005,service,
PLASTIC SURGERY,FMPSDE0038,EXCISION OF EPITHELIOMA OF     HEAD OR NECK,3311.9856,service,
PLASTIC SURGERY,FMPSDE0039,EXCISION OF SMALL KELOID OF FACE,869.5260000000001,service,
PLASTIC SURGERY,FMPSDE0040,EXCISION OF MEDIUM KELOID OF FACE,1706.6070000000002,service,
PLASTIC SURGERY,FMPSDE0041,EXCISION OF LARGE KELOID OF    FACE,2485.2870000000003,service,
PLASTIC SURGERY,FMPSDE0042,EYE BROW LOSS (HAIR TRANSPLANT,3315.879,service,
PLASTIC SURGERY,FMPSDE0047,REPAIR OF LACERATIONS OF THE FACE,3114.72,service,
PLASTIC SURGERY,FMPSDE0048,REPAIR OF THE PAROTID DUCT,5217.156,service,
PLASTIC SURGERY,FMPSDE0049,REPAIR OF THE FACIA NERVE,6520.1472,service,
PLASTIC SURGERY,FMPSDE0050,REPAIR OF THE LOWER AND UPPER EYELIDS,3244.5,service,
PLASTIC SURGERY,FMPSDE0051,FULL THICKNESS SKIN GRAFT,3244.5,service,
PLASTIC SURGERY,FMPSDF0001,SYBDACTYLAE(BETWEEN 2 FINGERS),2485.2870000000003,service,
PLASTIC SURGERY,FMPSDF0003,CONTRACTED FINGERS(ONE FINGER),2485.2870000000003,service,
PLASTIC SURGERY,FMPSDF0004,CROSS FINGER FLAP (1ST STAGE),3010.8959999999997,service,
PLASTIC SURGERY,FMPSDF0005,CROSS FINGER FLAP (2ND STAGE),1505.4479999999999,service,
PLASTIC SURGERY,FMPSDF0006,ABDOMINAL OR PECTORAL FLAP TO  THUMB (1ST STAGE),3763.62,service,
PLASTIC SURGERY,FMPSDF0007,ABDOMINAL OR PECTORAL FLAP TO  THUMB (2ND STAGE),1505.4479999999999,service,
PLASTIC SURGERY,FMPSDF0008,ABDOMINAL OR PECTORAL FLAP TO  A FINGER (1ST STAGE),2485.2870000000003,service,
PLASTIC SURGERY,FMPSDF0009,ABDOMINAL OR PECTORAL FLAPS TO A FINGER (2ND STAGE),837.081,service,
PLASTIC SURGERY,FMPSDF0010,ABDOMINAL FLAP TO THE HAND     (1ST STAGE),3971.2680000000005,service,
PLASTIC SURGERY,FMPSDF0011,ABDOMINAL FLAP TO THE HAND     (2ND STAGE),1330.245,service,
PLASTIC SURGERY,FMPSDF0012,REPAIR OF MINOR LACERATION OF  HAND,1700.118,service,
PLASTIC SURGERY,FMPSDF0013,REPAIR OF MODERATE LACERATION  OF HAND,2485.2870000000003,service,
PLASTIC SURGERY,FMPSDF0014,REPAIR OF MAJOR LACERATION OF HAND,3374.28,service,
PLASTIC SURGERY,FMPSDF0015,TENDON SUTURE OF HAND(FLEXORS),1661.1840000000002,service,
PLASTIC SURGERY,FMPSDF0016,TENDON SUTURE OF HAND(EXTENSOR,1330.245,service,
PLASTIC SURGERY,FMPSDF0017,TENDON GRAFT TO ONE FINGER,4630.5504,service,
PLASTIC SURGERY,FMPSDF0018,DUPETRYNE CONTRACTURE,3315.879,service,
PLASTIC SURGERY,FMPSDF0019,EXCISION OF GANGLION & OTHER   CYSTS,1330.245,service,
PLASTIC SURGERY,FMPSDF0020,SKIN GRAFT OF HAND,3315.879,service,
PLASTIC SURGERY,FMPSDF0021,REPAIR OF MACRODFACTYLY,3315.879,service,
PLASTIC SURGERY,FMPSDF0022,FINGER TIP RECONSTRUCTION (L.A),538.587,service,
PLASTIC SURGERY,FMPSDF0024,TENDON SUTURE OF THE FOOT      (EXTENSION),1206.954,service,
PLASTIC SURGERY,FMPSDF0025,TENDON SUTURE OF THE LEG       (EXTENSOR OR FLEXUS),2044.0349999999999,service,
PLASTIC SURGERY,FMPSDF0026,EXPLTN OF THE LACERATED WOUND IN THE ELBOW OF RIGHT UPPER ARM & FOREARM,2452.842,service,
PLASTIC SURGERY,FMPSDF0027,REPAIR WITH LOCAL FLAPS FROM THE SORROUNDING TISSUE,3914.1648,service,
PLASTIC SURGERY,FMPSDF0028,FIXATION OF FRACTURE IN THE DISTAL MIDDLE PHALANGES WITH K-WIRES,1648.206,service,
PLASTIC SURGERY,FMPSDF0029,EXTERNAL FIXATOR FOR FINGERS,4152.96,service,
PLASTIC SURGERY,FMPSDG0001,EXCISION OF BENIGN MASSES OF   BREAST,1661.1840000000002,service,
PLASTIC SURGERY,FMPSDG0003,MASTOPEXY,3607.884,service,
PLASTIC SURGERY,FMPSDG0004,REDUCTION MAMMOPLASTY,4996.53,service,
PLASTIC SURGERY,FMPSDG0005,AUGMENTATION MAMMOPLASTY (ONE0 SIDE),3010.8959999999997,service,
PLASTIC SURGERY,FMPSDG0006,AUGMENTATION MAMMOPLASTY (TWO  SIDES),4630.5504,service,
PLASTIC SURGERY,FMPSDG0007,IMPLANTATN OF TISSUE EXPANDER,1330.245,service,
PLASTIC SURGERY,FMPSDG0008,RADICAL MASTECTOMY,5289.832799999999,service,
PLASTIC SURGERY,FMPSDG0009,EXCISION OF SUPERNUMERY BREAST,3315.879,service,
PLASTIC SURGERY,FMPSDG0010,EXCISION OF AXILLARY TAIL OF   BREAST,3315.879,service,
PLASTIC SURGERY,FMPSDG0011,EXCISION OF BENIGN MASSES OF   BREAST (LARGE),3010.8959999999997,service,
PLASTIC SURGERY,FMPSDG0012,2ND STAGE TISSUE EXPANDER      REMOVAL & RECONSTURCION,2725.38,service,
PLASTIC SURGERY,FMPSDG0013,EXTRACTION OF TISSUE EXPANDER,5398.848,service,
PLASTIC SURGERY,FMPSDG0014,BREAST LIFTING1,3510.549,service,
PLASTIC SURGERY,FMPSDH0001,SHAVING OF LEUCODERMA SKIN     GRAFT,999.306,service,
PLASTIC SURGERY,FMPSDH0002,DERMABRASION 1%,1511.937,service,
PLASTIC SURGERY,FMPSDH0004,BURN DRESSING > 30 %,2121.9030000000002,service,
PLASTIC SURGERY,FMPSDH0005,BURN DRESSING 20 - 30%,1706.6070000000002,service,
PLASTIC SURGERY,FMPSDH0006,BURN DRESSING 10 - 20%,1070.685,service,
PLASTIC SURGERY,FMPSDH0007,BURN DRESSING 5 - 10%,350.406,service,
PLASTIC SURGERY,FMPSDH0008,"BURN DRESSING , 5%",220.62599999999998,service,
PLASTIC SURGERY,FMPSDH0009,WOUND DRESSING MAJOR,220.62599999999998,service,
PLASTIC SURGERY,FMPSDH0010,WOUND DRESSING MODERATE,168.714,service,
PLASTIC SURGERY,FMPSDH0011,WOUND DRESSING SMALL,123.291,service,
PLASTIC SURGERY,FMPSDH0012,SKIN GRAFT FOR BURN UPTO 5%,1661.1840000000002,service,
PLASTIC SURGERY,FMPSDH0013,SKIN GRAFT FOR BURN UPTO 10%,2485.2870000000003,service,
PLASTIC SURGERY,FMPSDH0014,SKIN GRAFT FOR BURN UPTO 15%   USING INTEGRA ARTIFICIAL,3335.346,service,
PLASTIC SURGERY,FMPSDH0015,FINGER IMPLANTATION,6302.1168,service,
PLASTIC SURGERY,FMPSDH0016,REPAIR OF ALL TENDONS OF HAND  (FLEXORS),4417.7112,service,
PLASTIC SURGERY,FMPSDH0017,REPAIR OF PERI. MEDIAN NERVE,3147.165,service,
PLASTIC SURGERY,FMPSDH0018,REPAIR OF PERI. ULNAR NERVE,3147.165,service,
PLASTIC SURGERY,FMPSDH0019,REPAIR OF PERI. RADIAL VESSEL  BY MICROSCOPE,3147.165,service,
PLASTIC SURGERY,FMPSDH0021,SKIN GRAFT WITH INTEGRA 5%     + 1 SHEET,8523.950400000002,service,
PLASTIC SURGERY,FMPSDH0022,SKIN FRAFT WITH INTEGRA 10%    + 2 SHEET,16378.236,service,
PLASTIC SURGERY,FMPSDH0023,SKIN GRAFT WITH INTEGRA 15%    + 3 SHEET,23038.5456,service,
PLASTIC SURGERY,FMPSDH0024,DEBRIBMENT OF LARGE AREA,3173.121,service,
PLASTIC SURGERY,FMPSDH0025,DEBRIBMENT OF SMALL AREA,1648.206,service,
PLASTIC SURGERY,FMPSDH0026,DEBRIDEMENT PROCEDURE MODERATE,2310.0840000000003,service,
PLASTIC SURGERY,FMPSDH0027,EXPLORATION OF NERVE OF FOREARM,3731.175,service,
PLASTIC SURGERY,FMPSDH0028,FACIOTOMY,1498.9590000000003,service,
