SER,SERVICE CODE,CATEGORY,SUB-CATEGORY,SERVICE DESCRIPTION,الـوصـــــــــــــــــــف ,VIP & A,B,Unnamed: 8
2294.0,8112095,OPHTHALMOLOGY,OPHTHA. SERVICES ,RELAXING CORNEAL INCISIONS / UNILATERAL ,قطع بالقرنية لتقليل الاستجماتيزم- عين واحدة ,728,728,
2295.0,8112096,OPHTHALMOLOGY,OPHTHA. SERVICES ,REMOVAL / EXCISION OF CHALZION UNDER LA (MULTIPLE),أزالة / أستخراج الزوائد بالجفن تحت مخدر موضعي (متعدد),776,776,
2296.0,8112097,OPHTHALMOLOGY,OPHTHA. SERVICES ,REMOVAL / EXCISION OF CHALZION UNDER LA (SINGLE),أزالة / أستخراج الزائدة بالجفن تحت مخدر موضعي (مفرد),582,582,
2297.0,8112098,OPHTHALMOLOGY,OPHTHA. SERVICES ,REMOVAL OF CORNEAL SUTURES (SURGERY DONE OUTSIDE),إزالة غرز القرنية لعملية أجريت خارج المستشفى,437,437,
2298.0,8112099,OPHTHALMOLOGY,OPHTHA. SERVICES ,REMOVAL OF FOREIGN BODY (CORNEA OR CONG.),استخراج جسم غريب من العين ( قرنية أو ملتحمة ),170,170,
2299.0,8112100,OPHTHALMOLOGY,OPHTHA. SERVICES ,REMOVAL OF LID SUTURES (SURGERY DONE OUTSIDE),إزالة غرز الجفن لعملية اجريت خارج المستشفى,243,243,
2300.0,8112101,OPHTHALMOLOGY,OPHTHA. SERVICES ,REPAIR OF ARTIFICIAL EYE  ,تصليح عين صناعية,437,437,
2301.0,8112102,OPHTHALMOLOGY,OPHTHA. SERVICES ,REPAIR OF SIMPLE CONJUNCTIVAL WOUND,إصلاح قطع بسيط بالملتحمة,631,631,
2302.0,8112103,OPHTHALMOLOGY,OPHTHA. SERVICES ,REPAIR OF SMALL EYE LID BROW WOUND,خياطة جرح بالجفن أو الحاجب,631,631,
2303.0,8112104,OPHTHALMOLOGY,OPHTHA. SERVICES ,RETROBULAR ALCOHOL INJECTION,حقن كحول وراء المقلة,728,728,
2304.0,8112105,OPHTHALMOLOGY,OPHTHA. SERVICES ,SECOND POST LASIK VISIT (WEEK 1 ),متابعة عملية الليزك - الزيارة الثانية بعد اسبوع,0,0,
2305.0,8112106,OPHTHALMOLOGY,OPHTHA. SERVICES ,SLIT LAMP ANALYSER,تحليل صورة للاجزاء الامامية من العين,291,291,
2306.0,8112107,OPHTHALMOLOGY,OPHTHA. SERVICES ,SLIT LAMP PHOTOGRAPHY,تصوير الاجزاء الامامية للعين ( اول مرة ),146,146,
2307.0,8112108,OPHTHALMOLOGY,OPHTHA. SERVICES ,SLIT LAMP PHOTOGRAPHY / FOLLOW UP ,تصوير الاجزاء الامامية للعين ( ثانى مرة ),73,73,
2308.0,8112109,OPHTHALMOLOGY,OPHTHA. SERVICES ,SPECULAR MICROSCOPY,قياس عدد خلايا القرنية ,243,243,
2309.0,8112110,OPHTHALMOLOGY,OPHTHA. SERVICES ,STERIOD INJECTION FOR HAEMANGIOMA,حقن مادة الستيرويد داخل ورم دموى,631,631,
2310.0,8112111,OPHTHALMOLOGY,OPHTHA. SERVICES ,SUB-CONJ. INJECTION,حقنة تحت الملتحمة ,49,49,
2311.0,8112112,OPHTHALMOLOGY,OPHTHA. SERVICES ,SUBCUTANEOUS FOREIGN BODY REMOVAL,إزالة جسم غريب من تحت الجلد,776,776,
2312.0,8112113,OPHTHALMOLOGY,OPHTHA. SERVICES ,SUPERFACIAL KERATECTOMY / BILATERAL ,ازالة الخلايا السطحية للقرنية - عينين ,1261,1261,
2313.0,8112114,OPHTHALMOLOGY,OPHTHA. SERVICES ,SUPERFACIAL KERATECTOMY / UNILATERAL ,إزالة الخلايا السطحية للقرنية  - عين واحدة,1019,1019,
2314.0,8112115,OPHTHALMOLOGY,OPHTHA. SERVICES ,SUPERFACIAL TEMPORAL ARTERY BIOPSY,أخذ عينة سطحية من الشريان الصدغى,728,728,
2315.0,8112116,OPHTHALMOLOGY,OPHTHA. SERVICES ,SUPERFICIAL LACERATIONE. EYE,   قطوع سطحية بالقرنية ,631,631,
2316.0,8112117,OPHTHALMOLOGY,OPHTHA. SERVICES ,SYNOPTOPHORE ONE SESSION,جلسة سينوفوري,194,194,
2317.0,8112118,OPHTHALMOLOGY,OPHTHA. SERVICES ,TEMPORARY (COLLAGEN PLUGS) PUNCTUM OCCLUSION / BILATERAL ,إغلاق نقطة دمعية مؤقتة بسدادة كولاجين بعينين,388,388,
2318.0,8112119,OPHTHALMOLOGY,OPHTHA. SERVICES ,TEMPORARY (COLLAGEN PLUGS) PUNCTUM OCCLUSION / UNILATERAL ,إغلاق نقطة دمعية مؤقتة بسدادة كولاجين بعين واحدة,194,194,
2319.0,8112120,OPHTHALMOLOGY,OPHTHA. SERVICES ,TENSILON TEST,إختبار التنسولين,49,49,
2320.0,8112121,OPHTHALMOLOGY,OPHTHA. SERVICES ,TESTING FIELD OF VISION,اختبار مجال النظر,291,291,
2321.0,8112122,OPHTHALMOLOGY,OPHTHA. SERVICES ,TESTING FIELD OF VISION (MANUAL & AUTOMATED),اختبار مجال النظر (يدويا و بالكمبيوتر),631,631,
2322.0,8112123,OPHTHALMOLOGY,OPHTHA. SERVICES ,TESTING FIELD OF VISION (MANUAL OR AUTOMATED),اختبار مجال النظر (يدويا أو بالكمبيوتر),534,534,
2323.0,8112124,OPHTHALMOLOGY,OPHTHA. SERVICES ,THERAPEUTIC CONTACT LENS,عدسات لاصقة طبية,97,97,
2324.0,8112125,OPHTHALMOLOGY,OPHTHA. SERVICES ,TONOGRAPHY,بحث جلوكوما لزوايا العين ,97,97,
2325.0,8112126,OPHTHALMOLOGY,OPHTHA. SERVICES ,"TONOMETRY ""INTRA OCCULAR PRESSURE MEASUREMENT""",قياس الضغط الداخلي للعين,146,146,
2326.0,8112127,OPHTHALMOLOGY,OPHTHA. SERVICES ,TOPOGRAPHIC (T.M.C.)C-L,تخطيط القرنية للعدسات عين واحدة,97,97,
2327.0,8112128,OPHTHALMOLOGY,OPHTHA. SERVICES ,TOPOGRAPHIC (TMS),تخطيط سطح القرنية لثياس التحدب ,340,340,
2328.0,8112129,OPHTHALMOLOGY,OPHTHA. SERVICES ,TOPOGRAPHIC (TMS) AFTER OPERATION,تخطيط سطح القرنية بعد العملية,170,170,
2329.0,8112130,OPHTHALMOLOGY,OPHTHA. SERVICES ,TOPPS,تصوير سطح العصب البصري ,340,340,
2330.0,8112131,OPHTHALMOLOGY,OPHTHA. SERVICES ,TRACHOMA P.T.D.S. SCRAPPING,إزالة حبوب تراكوما,243,243,
2331.0,8112132,OPHTHALMOLOGY,OPHTHA. SERVICES ,ULTRASONOGRAPHY,فحص بالأشعة فوق الصوتية,582,582,
2332.0,8112133,OPHTHALMOLOGY,OPHTHA. SERVICES ,ULTRASONOGRAPHY / BILATERAL ,فحص بالموجات فوق الصوتية -عينين,825,825,
2333.0,8112134,OPHTHALMOLOGY,OPHTHA. SERVICES ,ULTRASOUND - BIOMICROSCOPE,فحص الموجات الصوتية ميكروسكوبي,388,388,
2334.0,8112135,OPHTHALMOLOGY,OPHTHA. SERVICES ,"VISUAL FIELD, NFLA, OPTIC DISC. PHOTOGRAPHY",تصوير المجال البصري,437,437,
2335.0,8112136,OPHTHALMOLOGY,OPHTHA. SERVICES ,VITROUS ASPRIATION FOR C&S + INTRAVITREAL ANTIBIOTIC INJECTION,سحب عينة من الجسم الزجاجى مع الحقن بمضاد حيوى,631,631,
2336.0,8112137,OPHTHALMOLOGY,OPHTHA. SERVICES ,YAG LASER POSTERIOR CAPSULOTOMY (DONE INSIDE MAGRABI),قطع كبسولة عدسة خلفية بالياج ليزر زرعت داخل مغربى,1552,1552,
2337.0,8112138,OPHTHALMOLOGY,OPHTHA. SERVICES ,YAG LASER POSTERIOR CAPSULOTOMY (DONE OUTSIDE MAGRABI),قطع كبسولة عدسة خلفية بالياج ليزر زرعت خارج مغربى ,3056,3056,
2338.0,8112139,OPHTHALMOLOGY,OPHTHA. SERVICES ,YAG. LASER POST. CAPSULOTOMY (DONE INSIDE),قطع كبسولة عدسة خلفية بالياج ليزر زرعت داخل المستشفى ,1455,1455,
2339.0,8112140,OPHTHALMOLOGY,OPHTHA. SERVICES ,YAG. LASER POST. CAPSULOTOMY (DONE OUTSIDE),قطع كبسولة عدسة خلفية بالياج ليزر زرعت خارج المستشفى ,2668,2668,
2344.0,8121005,RADIOLOGY,X-RAY,BARIUM ENEMA - 7 VIEWS, تصوير الكولونات بحقنة الباريوم,679,679,
2345.0,8121006,RADIOLOGY,X-RAY,BARIUM ENEMA DOUBLE CONTRAST, تصوير الكولونات بحقنة الباريوم قبل و بعد التفريغ ,728,728,
2346.0,8121007,RADIOLOGY,X-RAY,BARIUM MEAL /FOLLOW THROUGH  - 6 VIEWS, أشعة المعدة و الإثنى عشر بالباريوم ارتداد 6 أوضاع,728,728,
2347.0,8121008,RADIOLOGY,X-RAY,BARIUM MEAL/UPPER G.I.SERIES - 6 VIEWS, اشعة المعدة و الأثنى عشر بالباريوم 6 أوضاع,485,485,
2359.0,8121020,RADIOLOGY,X-RAY,CYSTOGRAM, اشعة المثـانــة الملـونــــه,340,340,
2360.0,8121021,RADIOLOGY,X-RAY,DACRYOCYSTOGRAPHY,أشعة بالصبغة علي مجري الدمع (جهة واحدة),694,694,
2368.0,8121029,RADIOLOGY,X-RAY,FISTULOGRAM, التصوير الشعاعي للناســور,578,578,
2369.0,8121030,RADIOLOGY,X-RAY,FLOUROSCOPY SCREENING , اشعة بالرؤية المباشرة ,64,64,
2370.0,8121031,RADIOLOGY,X-RAY,FLUOROSCOPY IN O.R (C-ARM), اشعة بغرفة العميات,413,413,
2374.0,8121035,RADIOLOGY,X-RAY,FOREARM (ULNA/RADIUS) 2 VIEWS, أشعة الذراع الزند و الكعبره وضعيـن,165,165,
2375.0,8121036,RADIOLOGY,X-RAY,GASTRIC BANDING ADJUSTMENT, تصوير عملية ضبط ( تضيق او توسع ) حزام المعدة,776,776,
2386.0,8121047,RADIOLOGY,X-RAY,HYSTEROSALPHINGOGRAPHY, اشعة الرحم و البوقين بالصبغة الملونة مع أجرة الطبيب ,578,578,
2387.0,8121048,RADIOLOGY,X-RAY,HYSTEROSALPHINGOGRAPHY UNDER ANAESTHESIA, اشعة الرحم و البوقين بالصبغة الملونة تحت المخذر,1402,1402,
2388.0,8121049,RADIOLOGY,X-RAY,I.V.P. (INTRAVENOUS PYELOGRAM) - 7 VIEWS, اشعة الكلى - بالصبغة الملونة عبر الوريد - 7 اوضاع ,578,578,
2389.0,8121050,RADIOLOGY,X-RAY,INTRA-OPERATIVE CHOLOANGIOGRAM (I.O.C), تصوير الطرق الصفراوية الملونة أثناء العمل الجراحي ,485,485,
2398.0,8121059,RADIOLOGY,X-RAY,MAMMARY DUCTOGRAM / GALACTOGRAM , تصوير إشعاعي لغدة ولبن الثدي ,873,873,
2399.0,8121060,RADIOLOGY,X-RAY,MAMMOGRAPHY (1 BREAST), تصويـر الـثـدي - جانب واحـد,485,485,
2400.0,8121061,RADIOLOGY,X-RAY,MAMMOGRAPHY (2 BREASTS), تصويـر الـثـدي جانبيـن,578,578,
2407.0,8121068,RADIOLOGY,X-RAY,MCU (ALONG WITH IVP), تصوير الإحليل أثناء التبويل مع تصوير الكلية ,243,243,
2408.0,8121069,RADIOLOGY,X-RAY,MCU (MICURATUG URETHROGRAM), تصوير الإحليل أثناء التبويل,413,413,
2414.0,8121075,RADIOLOGY,X-RAY,OESOPHAGUS (BARIUM SWALLOW), أشعة المرئ بالباريوم اللقمة الظليله,413,413,
2420.0,8121081,RADIOLOGY,X-RAY,PORTABLE BILATERAL LOWER EXTERIMETIES , اشعة للاطراف السفلية (طرفين) بالجهاز المتنقل ,587,587,
2421.0,8121082,RADIOLOGY,X-RAY,PORTABLE BILATERAL UPPER EXTERIMETIES , اشعة للاطراف العلوية (طرفين) بالجهاز المتنقل ,587,587,
2422.0,8121083,RADIOLOGY,X-RAY,PORTABLE CHEST X-RAY 1 VIEW, اشعة للصدر بالجهاز المتنقل ,214,214,
2423.0,8121084,RADIOLOGY,X-RAY,PORTABLE UNILATERAL LOWER EXTERIMETIES , اشعة للاطراف السفلية (طرف واحد) بالجهاز المتنقل ,335,335,
2424.0,8121085,RADIOLOGY,X-RAY,PORTABLE UNILATERAL UPPER EXTERIMETIES , اشعة للاطراف العلوية (طرف واحد) بالجهاز المتنقل ,335,335,
2425.0,8121086,RADIOLOGY,X-RAY,PORTABLE X-RAY 1 VIEW, اشعة وضعية واحدة بالجهاز المتنقل ,214,214,
2426.0,8121087,RADIOLOGY,X-RAY,PORTABLE X-RAY 2 VIEW, اشعة وضعيتان بالجهاز المتنقل ,248,248,
2427.0,8121088,RADIOLOGY,X-RAY,PORTABLE X-RAY 3 VIEW, اشعة ثلاث وضعيات بالجهاز المتنقل ,277,277,
2428.0,8121089,RADIOLOGY,X-RAY,PORTABLE X-RAY 4 VIEW, اشعة ثلاث وضعيات بالجهاز المتنقل ,335,335,
2430.0,8121091,RADIOLOGY,X-RAY,RETROGRADE (ASCENDING) URETHROGRAM, تلوين مجرى البول بالطريق ( الصاعد ) الراجع,413,413,
2431.0,8121092,RADIOLOGY,X-RAY,RETROGRADE PYELOGRAPHY BILATERAL, تصوير ملون للكليتين بالطريق الراجع,578,578,
2432.0,8121093,RADIOLOGY,X-RAY,RETROGRADE PYELOGRAPHY UNILATERAL, تصوير ملون لكلية واحدة بالطريق الراجع,578,578,
2442.0,8121103,RADIOLOGY,X-RAY,SIALOGRAM ONE SIDE (SALIVARY), تصوير القنوات اللعابية لجانب واحـد,413,413,
2443.0,8121104,RADIOLOGY,X-RAY,SIALOGRAM TWO SIDES (SALIVARY), تصوير القنوات اللعابية لجانبين,578,578,
2444.0,8121105,RADIOLOGY,X-RAY,SINOGRAM, اشعة ملونة على الجيوب الأنفية,413,413,
2445.0,8121106,RADIOLOGY,X-RAY,SKELETAL SURVEY, مسح عظم بالأشعـة,752,752,
2450.0,8121111,RADIOLOGY,X-RAY,STEREOTACTIC BIOPSY OF THE BREAST, أخذ عينة  من الثدي بالتوجيه الشعاعي الرقمي ,5820,5820,
2454.0,8121115,RADIOLOGY,X-RAY,T.TUBE CHOLANGLOGRAM, تصوير مجاري الصفراء عبـر أنبوب T,413,413,
2455.0,8121116,RADIOLOGY,X-RAY,T.TUBE PYELOGRAM (NEPHROSTOGRAM), أشعة ملونه على المجاري البولية عبر الأنبوب T,413,413,
2459.0,8121120,RADIOLOGY,X-RAY,VOIDING URETHROGRAM, اشعة الحالب الملونة أثناء التبول,578,578,
2463.0,8121124,RADIOLOGY,X-RAY,ADDITIONAL CD COPY,نسخة CD اضافية,97,97,
2465.0,8122002,RADIOLOGY,ULTRASOUND,ULTRASOUND ANY ADDITIONAL ORGAN (EACH), أشعة الموجات فوق الصوتية لأي عضو إضافي,64,64,
2467.0,8122004,RADIOLOGY,ULTRASOUND,ULTRASOUND GUIDED BIOPSY, عينه باستخدام الألتراساوند,1455,1455,
2468.0,8122005,RADIOLOGY,ULTRASOUND,ULTRASOUND SCAN FOR BIOPHYSICAL PREGNANCY, تصوير تفصيل للحمل بالموجات فوق الصوتية,825,825,
2469.0,8122006,RADIOLOGY,ULTRASOUND,ULTRASOUND GUIDED CV LINE INSERTION, إدخال خط وريدى مركزىبمساعدة الموجات فوق الصوتية,776,776,
2471.0,8122008,RADIOLOGY,ULTRASOUND,TRANSRECTAL ULTRASOUND OF PROSTATE / SEMINAL VESCICLES + BIOPSY,  أشعة تلفزيزنية عن طريق فتحة الشرج للبروستات مع أخذ عينات من البروستات,5820,5820,
2475.0,8122012,RADIOLOGY,ULTRASOUND,Ultrasound abdomen and pelvic, أشعـة تليفـزيونيـة للبطن والحوض,631,631,
2500.0,8122037,RADIOLOGY,ULTRASOUND,Ultrasound guided FNA,عينة بالابرة الدقيقة باستخدام الالتراساوند,873,873,
2501.0,8122038,RADIOLOGY,ULTRASOUND,SONOHYSTEROGRAPHY,تخطيط الرحم بالموجات فوق الصوتية,679,679,
2502.0,8122039,RADIOLOGY,ULTRASOUND,PORTABLE ULTRASOUND ANTENATAL , أشعة تلفزيونية  قبل الولادة بالجهاز المتنقل,461,461,
2503.0,8122040,RADIOLOGY,ULTRASOUND,PORTABLE ULTRASOUND PELVIC , أشعة تلفزيونية للحوض بالجهاز المتنقل,461,461,
2504.0,8122041,RADIOLOGY,ULTRASOUND,PORTABLE ULTRASOUND ABDOMEN , أشعة تلفزيونية للبطن بالجهاز المتنقل,650,650,
2505.0,8122042,RADIOLOGY,ULTRASOUND,PORTABLE ULTRASOUND ABDOMEN AND PELVIC , أشعة تلفزيونية للبطن والحوض بالجهاز المتنقل,713,713,
2506.0,8122043,RADIOLOGY,ULTRASOUND,PORTABLE ULTRASOUND BRAIN (TRANSCRANIAL) , أشعة تلفزيونية للدماغ بالجهاز المتنقل,665,665,
2507.0,8122044,RADIOLOGY,ULTRASOUND,PORTABLE ULTRASOUND ONE ORGAN (ANY PART), أشعة تلفزيونية (اي عضو) بالجهاز المتنقل,461,461,
2512.0,8123005,RADIOLOGY,MRI,CONTRAST ONLY FOR MRI / CT SCAN (NET PRICE), أشعة بالصبغة,194,194,
2513.0,8123006,RADIOLOGY,MRI,MRI DIFFUSION / PERFUSION STUDIES, فحص التروية والانتشار بالرنين المغناطيسي,2910,2910,
2514.0,8123007,RADIOLOGY,MRI,MRI SPECTROMETRY, فحص الاشعة بالرنين المغناطيسي الطيفي,2910,2910,
2515.0,8123008,RADIOLOGY,MRI,MRI UROGRAPHY, فحص الاشعة المغناطيسية للجهاز البولي,2910,2910,
2516.0,8123009,RADIOLOGY,MRI,MRI CHOLANGIOGRAPHY / GALL BLADDER, فحص الاشعة المغناطيسية على القنوات المرارية,3638,3638,
2517.0,8123010,RADIOLOGY / INTERVENATIONAL,MRI,MRI ANGIOGRAPHY, فحص الاشعة المغناطيسية على الشرايين,2910,2910,
2518.0,8123011,RADIOLOGY / INTERVENATIONAL,MRI,MRI VENOGRAPHY, فحص الاشعة المغناطيسية لتصوير الاوردة,2910,2910,
2519.0,8123012,RADIOLOGY,MRI,MRI ARTHROGRAPHY WITH CONTRAST, فحص الاشعة المغناطيسية لتصوير المفاصل بالصبغة,2910,2910,
2520.0,8123013,RADIOLOGY,MRI,MRI OF THE PITUITARY GLAND WITH CONTRAST, فحص الغدة النخامية بالرنين المغناطيسي بالصبغة,2910,2910,
2553.0,8123046,RADIOLOGY,MRI,MRA HEAD & NECK, فحص الاشعة المغناطيسية  لتصوير شرايين الدماغ والرقبة ,4850,4850,
2554.0,8123047,RADIOLOGY,MRI,MRA CEREBRAL ARTERIES, فحص الاشعة المغناطيسية  لتصوير شرايين الدماغ ,2910,2910,
2555.0,8123048,RADIOLOGY,MRI,MRA NECK, فحص الاشعة المغناطيسية  لتصوير شرايين الرقبة,2910,2910,
2556.0,8123049,RADIOLOGY,MRI,MRA ABDOMINAL AORTA & MESENTRIC ARTERIES, فحص الاشعة المغناطيسية  لتصوير شرايين البطن,2910,2910,
2557.0,8123050,RADIOLOGY,MRI,MRA UPPER LIMB UNILATERAL, فحص الاشعة المغناطيسية  لتصوير شرايين الاطراف العلوية (جهة واحدة),2910,2910,
2558.0,8123051,RADIOLOGY,MRI,MRA LOWER LIMB UNILTERAL, فحص الاشعة المغناطيسية  لتصوير شرايين الاطراف السفلية (جهة واحدة),2910,2910,
2559.0,8123052,RADIOLOGY,MRI,MRV BRAIN, فحص الاشعة المغناطيسية لتصوير اوردة الدماغ,2910,2910,
2560.0,8123053,RADIOLOGY,MRI,MRV NECK , فحص الاشعة المغناطيسية لتصوير اوردة الرقبة,2910,2910,
2561.0,8123054,RADIOLOGY,MRI,MRV UPPER LIMB UNILATERAL, فحص الاشعة المغناطيسية  لتصوير اوردة الاطراف العلوية (جهة واحدة),2910,2910,
2562.0,8123055,RADIOLOGY,MRI,MRV LOWER LIMB UNILATERAL, فحص الاشعة المغناطيسية  لتصوير اوردة الاطراف السفلية (جهة واحدة),2910,2910,
2563.0,8123056,RADIOLOGY,MRI,MRV INFERIOR VENA CAVA, فحص الاشعة المغناطيسية لتصوير الوريد الاجوف السفلي,2910,2910,
2564.0,8123057,RADIOLOGY,MRI,MRA WITH CONTRAST (ANY PART), فحص الاشعة المغناطيسية لتصوير الشرايين بالصبغة,3298,3298,
2565.0,8123058,RADIOLOGY,MRI,MRV WITH CONTRAST (ANY PART), فحص الاشعة المغناطيسية لتصوير الاوردة بالصبغة,3298,3298,
2577.0,8123070,RADIOLOGY,MRI,MRI CARDIAC, فحص الاشعة المغناطيسية لعضلات القلب,7760,7760,
2578.0,8123071,RADIOLOGY,MRI,GENERAL ANESTHESIA FOR RADIOLOGY PROCEDURE,التخدير العام لفحص اشعة ,1455,1455,
2579.0,8123072,RADIOLOGY,MRI,WHOLE BODY MRI,فحص الرنين المغناطيسي لكامل الجسم ,3395,3395,
2580.0,8123073,RADIOLOGY,MRI,WHOLE BODY MRI WITH CONTRAST,فحص الرنين المغناطيسي لكامل الجسم مع الصبغه ,3783,3783,
2584.0,8124004,RADIOLOGY / INTERVENATIONAL,CT SCAN ,CT SCAN GUIDED BIOPSY, أخذ عينه بمساعدة الأشعة المحورية,1940,1940,
2588.0,8124008,RADIOLOGY,CT SCAN ,CT CARDIAC ANGIOGRAPHY, فحص الاشعة المقطعية على الشرايين,3153,3153,
2589.0,8124009,RADIOLOGY,CT SCAN ,CT BRAIN PERFUSION STUDIES WITH CONTRAST, دراسات تروية الدماغ بـالـصبـغـة,1843,1843,
2590.0,8124010,RADIOLOGY,CT SCAN ,CT VIRTUAL COLONOGRAPHY & POLYP DETECTION WITH CONTRAST, فحص تنظير القولون الافتراضى واكتشاف الاورام بـالـصبـغـة,1843,1843,
2591.0,8124011,RADIOLOGY,CT SCAN ,CT VIRTUAL BRONCHOSCOPY WITH CONTRAST, التنظير الرئوى الافتراضي بـالـصبـغـة,1843,1843,
2592.0,8124012,RADIOLOGY / INTERVENATIONAL,CT SCAN ,CT AORTA & MESENTERIC ARTERIES ANGIOGRAPHY WITH CONTRAST, فحص الاشعة المقطعية لشريان الاورطي والشريان المساريقي بـالـصبـغـة,1843,1843,
2593.0,8124013,RADIOLOGY,CT SCAN ,CT PULMONARY ARTERIES ANGIOGRAPHY WITH CONTRAST, فحص الاشعة المقطعية لشرايين الرئوية بـالـصبـغـة,1843,1843,
2594.0,8124014,RADIOLOGY / INTERVENATIONAL,CT SCAN ,CT VENOGRAPHY WITH CONTRAST, فحص الاشعة المقطعية للأوردة بـالـصبـغـة,1843,1843,
2595.0,8124015,RADIOLOGY,CT SCAN ,CT SIALOGRAM WITH CONTRAST , فحص الاشعة المقطعية لتصوير الغدد اللعابية بـالـصبـغـة,1843,1843,
2596.0,8124016,RADIOLOGY / INTERVENATIONAL,CT SCAN ,CT GUIDED PROCEDURES WITH CONTRAST, الاشعة المقطعية التداخلية بـالـصبـغـة,1843,1843,
2601.0,8124021,RADIOLOGY,CT SCAN ,CT CHEST & ABDOMEN & PELVIS , فحص الأشعة المقطعية للصدر والبطن والحوض,3395,3395,
2602.0,8124022,RADIOLOGY,CT SCAN ,CT CHEST & ABDOMEN & PELVIS WITH CONTRAST, فحص الأشعة المقطعية للصدر والبطن والحوض بالصبغة,3783,3783,
2603.0,8124023,RADIOLOGY,CT SCAN ,CT ABDOMEN & PELVIS WITH CONTRAST, فحص الأشعة المقطعية البطن والحوض بالصبغة,2813,2813,
2604.0,8124024,RADIOLOGY,CT SCAN ,CT ABDOMEN & PELVIS, فحص الأشعة المقطعية البطن والحوض ,2425,2425,
2631.0,8124051,RADIOLOGY,CT SCAN ,CTA HEAD WITH CONTRAST, فحص الأشعة المقطعية لشرايين الراس بالصبغة,1940,1940,
2632.0,8124052,RADIOLOGY,CT SCAN ,CTA NECK WITH CONTRAST, فحص الأشعة المقطعية لشرايين الرقبة بالصبغة,1940,1940,
2633.0,8124053,RADIOLOGY,CT SCAN ,CTA HEAD & NECK WITH CONTRAST, فحص الأشعة المقطعية لشرايين الراس والرقبة بالصبغة,2910,2910,
2634.0,8124054,RADIOLOGY,CT SCAN ,CTA UPPER LIMB WITH CONTRAST, فحص الأشعة المقطعية لشرايين الاطراف العلوبة بالصبغة,1940,1940,
2635.0,8124055,RADIOLOGY,CT SCAN ,CTA LOWER LIMB WITH CONTRAST, فحص الأشعة المقطعية لشرايين الاطراف السفلية بالصبغة,1940,1940,
2636.0,8124056,RADIOLOGY,CT SCAN ,CT VENOGRAM BRAIN WITH CONTRAST, فحص الأشعة المقطعية لاوردة الراس بالصبغة,1940,1940,
2637.0,8124057,RADIOLOGY,CT SCAN ,CT VENOGRAM NECK VIENS WITH CONTRAST, فحص الأشعة المقطعية للاوردة الرقبة بالصبغة,1940,1940,
2638.0,8124058,RADIOLOGY,CT SCAN ,CT VENOGRAM UPPER LIMB WITH CONTRAST, فحص الأشعة المقطعية لاوردة الاطراف العلوية بالصبغة,1940,1940,
2639.0,8124059,RADIOLOGY,CT SCAN ,CT VENOGRAM LOWER LIMB WITH CONTRAST, فحص الأشعة المقطعية لاوردة الاطراف السفلية بالصبغة,1940,1940,
2640.0,8124060,RADIOLOGY,CT SCAN ,CT VENOGRAM ABDOMEN WITH CONTRAST, فحص الأشعة المقطعية لاوردة البطن بالصبغة,1940,1940,
2641.0,8124061,RADIOLOGY,CT SCAN ,CT VENOGRAM WITH CONTRAST (ANY PART), فحص الأشعة المقطعية للاوردة بالصبغة,1940,1940,
2642.0,8124062,RADIOLOGY,CT SCAN ,CT ANGIOGRAPHY WITH CONTRAST (ANY PART), فحص الأشعة المقطعية لشرايين الراس بالصبغة,1940,1940,
2643.0,8124063,RADIOLOGY,CT SCAN ,CT CARDIAC FOR CALCIUM SCORE, فحص الأشعة المقطعية لقياس تكلس القلب ,1940,1940,
2646.0,8125001,RADIOLOGY,COLOUR DOPPLER,COLOUR DOPPLER TESTICULAR ARTERY (PENILE DOPPLER) ,اشعة تلفزيونية دوبلار ملون لشريان الخصية ,1164,1164,
2647.0,8125002,RADIOLOGY,COLOUR DOPPLER,COLOUR DOPPLER TRANSVAGINAL,اشعة تلفزيونية دوبلار ملون عن طريق المهبل,1164,1164,
2648.0,8125003,RADIOLOGY,COLOUR DOPPLER,COLOUR DOPPLER PREGNANCY UMBILICAL  ARTERY PLACENTAL FLOW OVARIAN & UTERIAN , دوبلار ملون لشريان المشيمة السـري,1164,1164,
2649.0,8125004,RADIOLOGY,COLOUR DOPPLER,COLOUR DOPPLER RENAL ARTERY, دوبلار ملون للشريان الكلوي,1164,1164,
2650.0,8125005,RADIOLOGY,COLOUR DOPPLER,COLOUR DOPPLER HEPATIC ARTERY, دوبلار ملون للشريان الكبدي,1164,1164,
2651.0,8125006,RADIOLOGY,COLOUR DOPPLER,COLOUR DOPPLER PORTAL SYSTEM, دوبلار ملون للدوران البابي,1164,1164,
2652.0,8125007,RADIOLOGY,COLOUR DOPPLER,COLOUR DOPPLER AORTIC, دوبلار ملون للشريان الأبهر,1164,1164,
2653.0,8125008,RADIOLOGY,COLOUR DOPPLER,COLOUR DOPPLER ILIAC VESSELS, دوبلار ملون لأوعية الساق الدموية ,1164,1164,
2654.0,8125009,RADIOLOGY,COLOUR DOPPLER,COLOUR DOPPLER VEINS (VARICES),  دوبلار ملون للأوردة ( دوالـي ),1164,1164,
2655.0,8125010,RADIOLOGY,COLOUR DOPPLER,COLOUR DOPPLER CAROTID ARTERY (BILATERAL), دوبلار ملون للشريان السباتي ( اثنين ),1746,1746,
2656.0,8125011,RADIOLOGY,COLOUR DOPPLER,COLOUR DOPPLER BRACHIAL ARTERY (UNILATERAL), دوبلار ملون للشريان العضدي (طرف واحد),1164,1164,
