STANDARD SERVICE CODE,PROVIDERSERVICECODE,PROVIDER SERVICE DESCRIPTION,price 2022,EFFECTIVE DATE,DISCOUNT,Category Code,Group Code
,FMXRY-0099,Anyareaororgan2views,275.625,2022-01-01,20,I,200
,FMXRY-0100,Completelimboneside,319.725,2022-01-01,20,I,200
,FMXRY-0101,Completelimbbothsides,606.375,2022-01-01,20,I,200
,FMXRY-0102,Babygram,424.46250000000003,2022-01-01,20,I,200
,FMXRY-0103,Wholebodybonesurvey,711.1125000000001,2022-01-01,20,I,200
,FMXRY-0104,Additionalchargeeachfilm,82.6875,2022-01-01,20,I,200
,FMXRY-0105,Fluroscopyino.R.5minutes,143.32500000000002,2022-01-01,20,I,200
,FMXRY-0106,Fluroscopyino.R.10minutes,286.65000000000003,2022-01-01,20,I,200
,FMXRY-0107,Fluroscopyino.R.15minutes,358.3125,2022-01-01,20,I,200
,FMXRY-0200,Nasopharynxwuthbarrium,220.5,2022-01-01,20,I,200
,FMXRY-0201,Oesophagogram-Doublecont.,319.725,2022-01-01,20,I,200
,FMXRY-0202,Ba.Swallow(Esop)Doublecont,330.75,2022-01-01,20,I,200
,FMXRY-0203,Ba.Meal(Uppergit)Dble.Cont,551.25,2022-01-01,20,I,200
,FMXRY-0204,Ba.Meal(Uppergit)Sinle.Cont,771.75,2022-01-01,20,I,200
,FMXRY-0205,Smallbowellseriesdble.Cont,771.75,2022-01-01,20,I,200
,FMXRY-0206,Smallbowelseriessinglecont,551.25,2022-01-01,20,I,200
,FMXRY-0207,Smallvowelseries+Colon,551.25,2022-01-01,20,I,200
,FMXRY-0208,Bariumenemadoublecontrast,661.5,2022-01-01,20,I,200
,FMXRY-0209,Bariumenemasinglecontrast,606.375,2022-01-01,20,I,200
,FMXRY-0210,Fluroscopyguidedercp,727.65,2022-01-01,20,I,200
,FMXRY-0211,Oralchloleccystogram,474.07500000000005,2022-01-01,20,I,200
,FMXRY-0212,I.V.Cholecystogram,518.1750000000001,2022-01-01,20,I,200
,FMXRY-0213,P.T.C.,1576.575,2022-01-01,20,I,200
,FMXRY-0214,Oper.Orpostopcholangiogram,330.75,2022-01-01,20,I,200
,FMXRY-0215,I.V.P.,551.25,2022-01-01,20,I,200
,FMXRY-0216,I.V.P.Acute/Limitedsudy,551.25,2022-01-01,20,I,200
,FMXRY-0217,I.V.P.+M.C.U.(Completestudy),551.25,2022-01-01,20,I,200
,FMXRY-0218,Cystogram,551.25,2022-01-01,20,I,200
,FMXRY-0219,Urethrogram,619.605,2022-01-01,20,I,200
,FMXRY-0220,Retrogradepyelogram,661.5,2022-01-01,20,I,200
,FMXRY-0221,Nephrostomydyeexam.,424.46250000000003,2022-01-01,20,I,200
,FMXRY-0222,Endoscopicurologicalexam.,573.3000000000001,2022-01-01,20,I,200
,FMXRY-0223,Cervicalmyelogram,2260.125,2022-01-01,20,I,200
,FMXRY-0224,Thoracicmyelogram,1973.4750000000001,2022-01-01,20,I,200
,FMXRY-0225,Lumbarmyelogram,1692.3375,2022-01-01,20,I,200
,FMXRY-0226,Myelogramcombination,2535.75,2022-01-01,20,I,200
,FMXRY-0227,Discography,2111.2875,2022-01-01,20,I,200
,FMXRY-0228,Cisternography,2111.2875,2022-01-01,20,I,200
,FMXRY-0229,Forintracranialarteries1strn,5677.875,2022-01-01,20,I,200
,FMXRY-0230,Carotidateryunilateral1st.R,2260.125,2022-01-01,20,I,200
,FMXRY-0231,Carotidaterybilateral1st.Rn,4106.8125,2022-01-01,20,I,200
,FMXRY-0232,Vertebralartery1strun,3693.375,2022-01-01,20,I,200
,FMXRY-0233,Aorticarch.Angiography,4819.0275,2022-01-01,20,I,200
,FMXRY-0234,Renal/Upperabdominalangio.,6626.025000000001,2022-01-01,20,I,200
,FMXRY-0235,Pelvicangiogram,6626.025000000001,2022-01-01,20,I,200
,FMXRY-0236,Selectiverangiogrameachves.,1102.5,2022-01-01,20,I,200
,FMXRY-0237,Eachadditionalrun,1102.5,2022-01-01,20,I,200
,FMXRY-0238,Pulmonaryangiography,2205.0,2022-01-01,20,I,200
,FMXRY-0239,Superior/Inferiorcavograhpy,1212.75,2022-01-01,20,I,200
,FMXRY-0243,Venographyuypp/Lowextr.1sid,661.5,2022-01-01,20,I,200
,FMXRY-0244,Venographyupp/Lowext.Bothsd,1433.25,2022-01-01,20,I,200
,FMXRY-0245,Cavernosogram,2122.3125,2022-01-01,20,I,200
,FMXRY-0246,Epidedimovasography,2122.3125,2022-01-01,20,I,200
,FMXRY-0247,Lymphangiographybipedal,3153.15,2022-01-01,20,I,200
,FMXRY-0250,Tomography3-6-Slices,551.25,2022-01-01,20,I,200
,FMXRY-0251,Tomogramtmj/Iac,551.25,2022-01-01,20,I,200
,FMXRY-0252,Completecardiacstudyw/Ba.,518.1750000000001,2022-01-01,20,I,200
,FMXRY-0253,Fluorescopyguidedaspiratinorbiopsy,727.65,2022-01-01,20,I,200
,FMXRY-0254,Mammographyunilateral,385.875,2022-01-01,20,I,200
,FMXRY-0255,Mammographybilateral,661.5,2022-01-01,20,I,200
,FMXRY-0256,Mammographyspecialview,275.625,2022-01-01,20,I,200
,FMXRY-0257,Hysterosalpingogram(H.S.G),661.5,2022-01-01,20,I,200
,FMXRY-0258,Sialogram,551.25,2022-01-01,20,I,200
,FMXRY-0259,Arthogram,1102.5,2022-01-01,20,I,200
,FMXRY-0260,Shuntography,1091.4750000000001,2022-01-01,20,I,200
,FMXRY-0261,Dacrycystogram,606.375,2022-01-01,20,I,200
,FMXRY-0262,Galactographyoneside,848.9250000000001,2022-01-01,20,I,200
,FMXRY-0263,Skinfistulogram-Sinogram,551.25,2022-01-01,20,I,200
,FMXRY-0264,Limbalringforintr.F.B.,286.65000000000003,2022-01-01,20,I,200
,FMXRY-0265,Voidingcystoureterogram(Vcug),330.75,2022-01-01,20,I,200
,FMXRY-0266,Panorama+Cephalometric1view+Tomogramof,727.65,2022-01-01,20,I,200
,FMXRY-0267,Poste.S.W.L.Followup,358.3125,2022-01-01,20,I,200
,FMXRY-0269,Rheumatologyprofile-I:Osteoctmammographyand,1212.75,2022-01-01,20,I,200
,FMXRY-0270,Rheu.Prfl-I:F-U-Osteoctmammographyandpelvicultrasound,678.0375,2022-01-01,20,I,200
,FMXRY-0271,Rheu.Prfl-I:F-U-Osteoctandmammography,540.225,2022-01-01,20,I,200
,FMXRY-0300,C.T.Skullw/Ocontrast,1102.5,2022-01-01,20,I,200
,FMXRY-0301,C.T.Brainw/Ocontrast,1102.5,2022-01-01,20,I,200
,FMXRY-0302,C.T.Brainwithcontrast,1323.0,2022-01-01,20,I,200
,FMXRY-0303,C.T.Orbit/Sella/Innerearw/Ocont,1323.0,2022-01-01,20,I,200
,FMXRY-0304,C.T.Orbit/Sella/Innerearwithcont,1323.0,2022-01-01,20,I,200
,FMXRY-0305,C.T.Nasopharynx,1323.0,2022-01-01,20,I,200
,FMXRY-0306,C.T.Chestmediastinumw/Ocont,882.0,2022-01-01,20,I,200
,FMXRY-0307,C.T.Chestmedastinumw/Contrast,1102.5,2022-01-01,20,I,200
,FMXRY-0308,C.T.Chestmediastinumw&W/Ocont.,1543.5,2022-01-01,20,I,200
,FMXRY-0309,C.T.Abdomenorpelvisw/Ocontrast,1102.5,2022-01-01,20,I,200
,FMXRY-0310,C.T.Abdomenorpelviswithcontrast,1323.0,2022-01-01,20,I,200
,FMXRY-0311,C.T.Abdomenorpelvisw/&W/Ocont.,1543.5,2022-01-01,20,I,200
,FMXRY-0312,C.T.Abdomen&Pelvisw/Ocontrast,1102.5,2022-01-01,20,I,200
,FMXRY-0313,C.T.Abdomen&Pelvisw/&W/Outcont,1764.0,2022-01-01,20,I,200
,FMXRY-0314,C.T.Lumbosacralspine,1102.5,2022-01-01,20,I,200
,FMXRY-0315,C.T.Cervicalspine,1102.5,2022-01-01,20,I,200
,FMXRY-0316,C.T.Additionalsegment,661.5,2022-01-01,20,I,200
,FMXRY-0317,C.T.Spinepostmyelogram,1874.25,2022-01-01,20,I,200
,FMXRY-0318,C.T.Modeeast/Dynamicstusy,1819.125,2022-01-01,20,I,200
,FMXRY-0319,C.T.3d.,1323.0,2022-01-01,20,I,200
,FMXRY-0320,C.T.Follow-Up,1102.5,2022-01-01,20,I,200
,FMXRY-0321,C.T.Preliminaryc.T.Anyorgan,992.25,2022-01-01,20,I,200
,FMXRY-0322,C.T.Fullexamforparanasalsinus,1323.0,2022-01-01,20,I,200
,FMXRY-0323,C.T.Forpelvimetry,551.25,2022-01-01,20,I,200
,FMXRY-0324,C.T.Extremitiesw/Ocont.,1102.5,2022-01-01,20,I,200
,FMXRY-0325,C.T.Extremitieswithcontrast,1323.0,2022-01-01,20,I,200
,FMXRY-0326,C.T.Osteo,661.5,2022-01-01,20,I,200
,FMXRY-0327,C.T.Guidedbiopsy,1653.75,2022-01-01,20,I,200
,FMXRY-0328,C.T.Postcolchicine,716.625,2022-01-01,20,I,200
,FMXRY-0329,C.T.Osteofollow-Up,441.0,2022-01-01,20,I,200
,FMXRY-0330,C.T.Temporo-Mandibularjoint,1323.0,2022-01-01,20,I,200
,FMXRY-0331,C.T.Simulationwithoutcontrast,1102.5,2022-01-01,20,I,200
,FMXRY-0332,C.T.Simulationwithcontrast,1323.0,2022-01-01,20,I,200
,FMXRY-0333,C.T.Simulationfollowup,551.25,2022-01-01,20,I,200
,FMXRY-0334,C.T.Routineparanasalsinus,661.5,2022-01-01,20,I,200
,FMXRY-0335,C.T.Ca.Scoring,567.7875,2022-01-01,20,I,200
,FMXRY-0336,C.T.Petrousbone,1367.1000000000001,2022-01-01,20,I,200
,FMXRY-0337,C.T.Cerebralangiography,1367.1000000000001,2022-01-01,20,I,200
,FMXRY-0338,C.T.P.N.Sroutine,683.5500000000001,2022-01-01,20,I,200
,FMXRY-0339,C.T.P.N.Sfullexamination,1367.1000000000001,2022-01-01,20,I,200
,FMXRY-0340,C.T.Mandibule,1135.575,2022-01-01,20,I,200
,FMXRY-0341,C.T.Oropharynx,1367.1000000000001,2022-01-01,20,I,200
,FMXRY-0342,C.T.Parotid,1367.1000000000001,2022-01-01,20,I,200
,FMXRY-0343,C.T.Larynx,1367.1000000000001,2022-01-01,20,I,200
,FMXRY-0344,C.T.Neck,1367.1000000000001,2022-01-01,20,I,200
,FMXRY-0345,C.T.Angiographyforneckvessels,1593.1125,2022-01-01,20,I,200
,FMXRY-0346,C.T.Virtualbronescopy,1135.575,2022-01-01,20,I,200
,FMXRY-0347,C.T.Livertriphasic,1367.1000000000001,2022-01-01,20,I,200
,FMXRY-0348,C.T.Virtualcolonoscopy,1367.1000000000001,2022-01-01,20,I,200
,FMXRY-0349,C.T.Angiobody,1819.125,2022-01-01,20,I,200
,FMXRY-0350,C.T.Aspiration,1703.3625000000002,2022-01-01,20,I,200
,FMXRY-0351,C.T.Nephrostomyoneside,2202.795,2022-01-01,20,I,200
,FMXRY-0352,C.T.Hipjoint,1367.1000000000001,2022-01-01,20,I,200
,FMXRY-0353,C.T.Kneejoint,1367.1000000000001,2022-01-01,20,I,200
,FMXRY-0354,C.T.Shoulder,1367.1000000000001,2022-01-01,20,I,200
,FMXRY-0355,C.T.Foot,1367.1000000000001,2022-01-01,20,I,200
,FMXRY-0356,C.T.Ankle,1367.1000000000001,2022-01-01,20,I,200
,FMXRY-0357,C.T.Elbow,1367.1000000000001,2022-01-01,20,I,200
,FMXRY-0358,C.T.Dorso-Lumberspine,1135.575,2022-01-01,20,I,200
,FMXRY-0359,C.T.Scannogramforextremities,567.7875,2022-01-01,20,I,200
,FMXRY-0360,C.T.Coronary,1135.575,2022-01-01,20,I,200
,FMXRY-0361,C.T.Dental,1367.1000000000001,2022-01-01,20,I,200
,FMXRY-0362,C.T.Urinarysystemnon-Contrast,540.225,2022-01-01,20,I,200
,FMXRY-0363,Ctscanofmuscles,1102.5,2022-01-01,20,I,200
,FMXRY-0401,Thyroidscanw/Technitium,1653.75,2022-01-01,20,I,200
,FMXRY-0403,Thyroidscanw/R/A/Iodine,2205.0,2022-01-01,20,I,200
,FMXRY-0405,Thalliumw/Oexercise,2342.8125,2022-01-01,20,I,200
,FMXRY-0406,Thalliumw/Exercise,3279.9375,2022-01-01,20,I,200
,FMXRY-0407,Thalliumw/Persantine,1664.775,2022-01-01,20,I,200
,FMXRY-0411,Lungperfusion,1653.75,2022-01-01,20,I,200
,FMXRY-0412,Lungvenmtillation,1653.75,2022-01-01,20,I,200
,FMXRY-0413,Lungperfusion&Ventillation,2205.0,2022-01-01,20,I,200
,FMXRY-0414,Liver&Spleenscan,1653.75,2022-01-01,20,I,200
,FMXRY-0415,Biliarytreescan,771.75,2022-01-01,20,I,200
,FMXRY-0416,Renogram&Renalscan,2205.0,2022-01-01,20,I,200
,FMXRY-0420,Bonescan,1653.75,2022-01-01,20,I,200
,FMXRY-0421,Wholebodyscanw/R/A.Iodine,2205.0,2022-01-01,20,I,200
,FMXRY-0422,Wholebodyscanw/67gal,2205.0,2022-01-01,20,I,200
,FMXRY-0423,Lacrimalductscintigraphy,1653.75,2022-01-01,20,I,200
,FMXRY-0425,Preliminaryscananyarea/Org.,518.1750000000001,2022-01-01,20,I,200
,FMXRY-0430,Csfflowstudy,898.5375,2022-01-01,20,I,200
,FMXRY-0431,Mpsw/Tc-99labelledcompdsstress,1874.25,2022-01-01,20,I,200
,FMXRY-0432,Mpsw/Tc-99labelledcompdsw/Outstress,1323.0,2022-01-01,20,I,200
,FMXRY-0433,Mpsw/Thallum-201(Stess+Redistribution+Reinjection),1984.5,2022-01-01,20,I,200
,FMXRY-0434,Mps(Dualisotopetechnique),1874.25,2022-01-01,20,I,200
,FMXRY-0435,Firstpasswithoutstress,898.5375,2022-01-01,20,I,200
,FMXRY-0436,Firstpassunderstress,1433.25,2022-01-01,20,I,200
,FMXRY-0437,Gatedernawithoutstress,1047.375,2022-01-01,20,I,200
,FMXRY-0438,Gatedernaunderstress,1433.25,2022-01-01,20,I,200
,FMXRY-0447,Tc-99mpertechnetatemicturationcystoscintigraphy,441.0,2022-01-01,20,I,200
,FMXRY-0448,Tc-99msulfercolloidmicturationcystoscintigraphy,898.5375,2022-01-01,20,I,200
,FMXRY-0449,Sialoscintigraphy,1047.375,2022-01-01,20,I,200
,FMXRY-0455,Wbswithi-131mibg,3197.25,2022-01-01,20,I,200
,FMXRY-0456,Wbswithtc-99m(V)Dmsa,1047.375,2022-01-01,20,I,200
,FMXRY-0457,Wbswiththallium201(Ort0-99mlabelledcompound),1719.9,2022-01-01,20,I,200
,FMXRY-0458,Wbswithga-67citrate,2149.875,2022-01-01,20,I,200
,FMXRY-0461,Wbswithtc-99mnanocolloid,898.5375,2022-01-01,20,I,200
,FMXRY-0465,Lymphoscintigraphy,1653.75,2022-01-01,20,I,200
,FMXRY-0468,I-1315mci,661.5,2022-01-01,20,I,200
,FMXRY-0469,I-13110mci,1102.5,2022-01-01,20,I,200
,FMXRY-0470,I-I3129.5mci,1323.0,2022-01-01,20,I,200
,FMXRY-0472,I-I3150mci,1653.75,2022-01-01,20,I,200
,FMXRY-0473,I-131100mci,2205.0,2022-01-01,20,I,200
,FMXRY-0474,I-131120mci,2756.25,2022-01-01,20,I,200
,FMXRY-0475,I-131(Mibg),16537.5,2022-01-01,20,I,200
,FMXRY-0476,Sr-86ci,13230.0,2022-01-01,20,I,200
,FMXRY-0477,Radioisotopeinflamationprocedure,7717.5,2022-01-01,20,I,200
,FMXRY-0478,Radioisotopewholebodyinflamationprocedure,6615.0,2022-01-01,20,I,200
,FMXRY-0479,Radioisotopeinjectionlungdisease,6615.0,2022-01-01,20,I,200
,FMXRY-0480,Radioisotopearteriosclerosisprocedure,6615.0,2022-01-01,20,I,200
,FMXRY-0481,Radioisotopemugascancardiac,882.0,2022-01-01,20,I,200
,FMXRY-0482,Radioisotopeultrapetscancarbon11,13230.0,2022-01-01,20,I,200
,FMXRY-0483,Radioisotopetherapeuticradiationcourse,22050.0,2022-01-01,20,I,200
,FMXRY-0484,Radioisotopeearlydetectionbraindisease,11025.0,2022-01-01,20,I,200
,FMXRY-0485,Prostascintigraphyscan,4410.0,2022-01-01,20,I,200
,FMXRY-0486,Radioisotopegastricemptying,1764.0,2022-01-01,20,I,200
,FMXRY-0487,Renalgenericmag3,3307.5,2022-01-01,20,I,200
,FMXRY-0488,Unilateralablationofvaricoseveinsforcom.Pat,8820.0,2022-01-01,20,I,200
,FMXRY-0489,Bilateralablationofvaricoseveinsforcom.Pat,11025.0,2022-01-01,20,I,200
,FMXRY-0500,Ultrasoundthyroid,330.75,2022-01-01,20,I,200
,FMXRY-0501,Ultrasoundupperabdomenorpelvis,330.75,2022-01-01,20,I,200
,FMXRY-0502,Ultrasoundabdomen&Pelviscombined,608.58,2022-01-01,20,I,200
,FMXRY-0503,Ultrasoundbreast,330.75,2022-01-01,20,I,200
,FMXRY-0504,Ultrasoundsofttissue,330.75,2022-01-01,20,I,200
,FMXRY-0505,Ultrasoundfollow-Up,308.7,2022-01-01,20,I,200
,FMXRY-0506,Ultrasoundtestes,330.75,2022-01-01,20,I,200
,FMXRY-0507,Ultrasoundi.V.F.1visit,275.625,2022-01-01,20,I,200
,FMXRY-0508,Ultrasoundi.V.F.Completeprogram1sttime,644.9625,2022-01-01,20,I,200
,FMXRY-0509,Ultrasoundi.V.F.Follow-Up,385.875,2022-01-01,20,I,200
,FMXRY-0510,Ultrasoundguidedbiopsyaspiration,1102.5,2022-01-01,20,I,200
,FMXRY-0511,Ultrasounddiagonosticoneorgan,330.75,2022-01-01,20,I,200
,FMXRY-0513,Ultrasounddiagnosticforneonates,165.375,2022-01-01,20,I,200
,FMXRY-0514,Ultrasoundtransrectal,551.25,2022-01-01,20,I,200
,FMXRY-0515,Ultrasoundcarotiddoppler,661.5,2022-01-01,20,I,200
,FMXRY-0516,Ultrasounddopplerforperipheralarteryoneside,551.25,2022-01-01,20,I,200
,FMXRY-0517,Ultrasounddopplerforperipheralarterytwosides,826.875,2022-01-01,20,I,200
,FMXRY-0518,Ultrasounddopplerforperipheralveinsoneside,551.25,2022-01-01,20,I,200
,FMXRY-0519,Ultrasounddopplerforperipheralveinsbothsides,826.875,2022-01-01,20,I,200
,FMXRY-0520,Ultrasounddoppler-Portal/Hepaticveins,661.5,2022-01-01,20,I,200
,FMXRY-0521,Ultrasoundpeniledoppler,857.745,2022-01-01,20,I,200
,FMXRY-0522,Ultrasoundtestis&Dopplerforvaricocele,661.5,2022-01-01,20,I,200
,FMXRY-0523,Ultrasoundpregnancyassessment&D.U.A.,490.6125,2022-01-01,20,I,200
,FMXRY-0524,Ultrasounddopplerforumblicalartery(D.U.A.),275.625,2022-01-01,20,I,200
,FMXRY-0525,Ultrasoundtranscranialdoppler,771.75,2022-01-01,20,I,200
,FMXRY-0526,Ultrasoundcarotiddopplerandt.C.D.,975.7125000000001,2022-01-01,20,I,200
,FMXRY-0527,Ultrasounddopplerforvertebrobasilarw/Dyna,661.5,2022-01-01,20,I,200
,FMXRY-0528,Ultrasoundcarotid&Tcd&Vert.Basicw/Dyna,1218.2625,2022-01-01,20,I,200
,FMXRY-0529,Ultrasounddopplerformesentricartery,330.75,2022-01-01,20,I,200
,FMXRY-0530,Ultrasounddopplerforkidneys,661.5,2022-01-01,20,I,200
,FMXRY-0531,Ultrasoundpreliminarydopplerstudy,242.55,2022-01-01,20,I,200
,FMXRY-0532,Ultrasounddopplerforonevessel,330.75,2022-01-01,20,I,200
,FMXRY-0533,Ultrasounddopplerstudyfollowup,308.7,2022-01-01,20,I,200
,FMXRY-0534,Ultrasoundportablechargefordoppler,126.78750000000001,2022-01-01,20,I,200
,FMXRY-0535,Ultrasound3dpregnancy,551.25,2022-01-01,20,I,200
,FMXRY-0536,Ultrasound3dbreastexamination,441.0,2022-01-01,20,I,200
,FMXRY-0537,Ultrasound3dguidedbiopsy,771.75,2022-01-01,20,I,200
,FMXRY-0538,Ultrasound3dfollow-Upstudy,385.875,2022-01-01,20,I,200
,FMXRY-0539,Ultrasoundvideo-Tapecharge,27.5625,2022-01-01,20,I,200
,FMXRY-0540,Ultrasoundtransvaginal,551.25,2022-01-01,20,I,200
,FMXRY-0541,Ultrasoundpregnancy,390.285,2022-01-01,20,I,200
,FMXRY-0542,Ultrasoundtesticular,385.875,2022-01-01,20,I,200
,FMXRY-0543,Ultrasoundtransvaginalfori.V.F,683.5500000000001,2022-01-01,20,I,200
,FMXRY-0544,Ultrasoundguidedempyemadrainage,6615.0,2022-01-01,20,I,200
,FMXRY-0600,M.R.I.,1874.25,2022-01-01,20,I,200
,FMXRY-0601,M.R.I.D.S.A.,2111.2875,2022-01-01,20,I,200
,FMXRY-0602,Iqamainvestigation,60.6375,2022-01-01,20,I,200
,FMXRY-0616,M.R.I.Withgadolonium,2535.75,2022-01-01,20,I,200
,FMXRY-0618,M.R.I.Specialsequence,1874.25,2022-01-01,20,I,200
,FMXRY-0620,M.R.I.Preliminary.,1874.25,2022-01-01,20,I,200
,FMXRY-0621,Restrictedstudy,1876.455,2022-01-01,20,I,200
,FMXRY-0624,M.R.I.Brainw/Ocontrast,1874.25,2022-01-01,20,I,200
,FMXRY-0625,M.R.I.Lumbosacralspinew/Ocontrast,1874.25,2022-01-01,20,I,200
,FMXRY-0626,M.R.I.Cervicalspinew/Ocontrast,1874.25,2022-01-01,20,I,200
,FMXRY-0627,M.R.I.Dorsalspinew/Ocontrast,1874.25,2022-01-01,20,I,200
,FMXRY-0628,M.R.I.Abdomenwithcontrast,1874.25,2022-01-01,20,I,200
,FMXRY-0629,M.R.I.Pelviswithcontrast,1653.75,2022-01-01,20,I,200
,FMXRY-0630,M.R.I.Abdomen&Pelvisw/Ocontrast,1874.25,2022-01-01,20,I,200
,FMXRY-0631,M.R.Aintracranial,1102.5,2022-01-01,20,I,200
,FMXRY-0632,M.R.Vbrain,1102.5,2022-01-01,20,I,200
,FMXRY-0633,M.R.C.P.,1874.25,2022-01-01,20,I,200
,FMXRY-0634,M.R.Urography,1874.25,2022-01-01,20,I,200
,FMXRY-0635,M.R.I.Shoulder,1874.25,2022-01-01,20,I,200
,FMXRY-0636,M.R.I.Knee(Oneside),1874.25,2022-01-01,20,I,200
,FMXRY-0637,M.R.I.Ankleorfoot,1874.25,2022-01-01,20,I,200
,FMXRY-0638,M.R.I.Elbows,1874.25,2022-01-01,20,I,200
,FMXRY-0639,M.R.I.Hips,1874.25,2022-01-01,20,I,200
,FMXRY-0640,M.R.I.Brainwithcontrast,2094.75,2022-01-01,20,I,200
,FMXRY-0641,M.R.I.Lumbosacralspinew/Contrast,2094.75,2022-01-01,20,I,200
,FMXRY-0642,M.R.I.Cervicalspinew/Contrast,2094.75,2022-01-01,20,I,200
,FMXRY-0643,M.R.I.Dorsalspinew/Contrast,2094.75,2022-01-01,20,I,200
,FMXRY-0644,M.R.I.Fortumorsw/Contrast,2094.75,2022-01-01,20,I,200
,FMXRY-0645,M.R.I.Orbits,1874.25,2022-01-01,20,I,200
,FMXRY-0646,M.R.I.Petrousbone,1874.25,2022-01-01,20,I,200
,FMXRY-0647,M.R.I.Sellaturcica,1874.25,2022-01-01,20,I,200
,FMXRY-0648,M.R.Inasopharynx,2094.75,2022-01-01,20,I,200
,FMXRY-0649,M.R.I.Neck,2094.75,2022-01-01,20,I,200
,FMXRY-0650,M.R.Inecksofttissue,1934.8875,2022-01-01,20,I,200
,FMXRY-0651,M.R.Acarotid,1135.575,2022-01-01,20,I,200
,FMXRY-0653,M.R.Iparotid,1934.8875,2022-01-01,20,I,200
,FMXRY-0654,M.R.Imandible,1934.8875,2022-01-01,20,I,200
,FMXRY-0655,M.R.I.Chest,1934.8875,2022-01-01,20,I,200
,FMXRY-0656,M.R.A.Angioabdomen,1934.8875,2022-01-01,20,I,200
,FMXRY-0657,M.R.V.Abdomen,1135.575,2022-01-01,20,I,200
,FMXRY-0658,M.R.A.Angiothorax,1934.8875,2022-01-01,20,I,200
,FMXRY-0659,M.R.A.Angioperipheral,2271.15,2022-01-01,20,I,200
,FMXRY-0660,M.R.I.Wrist,1934.8875,2022-01-01,20,I,200
,FMXRY-0661,M.R.Ihand,1934.8875,2022-01-01,20,I,200
,FMXRY-0662,M.R.I.Thigh,1934.8875,2022-01-01,20,I,200
,FMXRY-0663,M.R.Ileg,1934.8875,2022-01-01,20,I,200
,FMXRY-0664,M.R.I.Foot,1934.8875,2022-01-01,20,I,200
,FMXRY-0665,M.R.Ifollowup,1135.575,2022-01-01,20,I,200
,FMXRY-0700,Wholebodydbm,771.75,2022-01-01,20,I,200
,FMXRY-0701,Bdm2-Segments,551.25,2022-01-01,20,I,200
,FMXRY-0702,Bdm1-Segment,385.875,2022-01-01,20,I,200
,FMXRY-0703,Follow-Up[Forscintigraphyprocedures],330.75,2022-01-01,20,I,200
,FMXRY-0704,Exerciseerna,5512.5,2022-01-01,20,I,200
,FMXRY-0900,Homeportableservice,1102.5,2022-01-01,20,I,200
,FMXRY-0901,Homeportableview,551.25,2022-01-01,20,I,200
,FMXRY-0902,Homeportable2view,992.25,2022-01-01,20,I,200
,FMXRY-0903,Additionalposition,330.75,2022-01-01,20,I,200
,FMXRY-0904,Homeultrasound,1102.5,2022-01-01,20,I,200
,FMXRY-0905,Homedopplerultrasound,3307.5,2022-01-01,20,I,200
,FMXRY-0906,Percutenousnephrostomy(Oneside),2756.25,2022-01-01,20,I,200
,FMXRY-0907,M.R.Ifollow-Up,1102.5,2022-01-01,20,I,200
,FMXRY-0908,Pecutenousnephrostomy(Oneside),2756.25,2022-01-01,20,I,200
,FMXRY-0909,M.R.I.Forcontrast,220.5,2022-01-01,20,I,200
,FMXRY-0911,Percutenoustranshepaticdranage(Ptd),4542.3,2022-01-01,20,I,200
,FMXRY-0912,Varicoceleembolizationunilateral,7381.2375,2022-01-01,20,I,200
,FMXRY-0913,Venousembolization,6615.0,2022-01-01,20,I,200
,FMXRY-0914,Archaortogram,4410.0,2022-01-01,20,I,200
,FMXRY-0915,Thoracicaortogram,4410.0,2022-01-01,20,I,200
,FMXRY-0916,Abdominalaortogram,4410.0,2022-01-01,20,I,200
,FMXRY-0917,Unilaterallegarterigram,4961.25,2022-01-01,20,I,200
,FMXRY-0918,Bilaterallegarteriogram,5512.5,2022-01-01,20,I,200
,FMXRY-0919,Unilateralarmarteriogram,5071.5,2022-01-01,20,I,200
,FMXRY-0920,Bilateralarmarteriogram,5181.75,2022-01-01,20,I,200
,FMXRY-0921,Pulmonaryarteriogram,5512.5,2022-01-01,20,I,200
,FMXRY-0922,Bronchialarteriogram,6063.75,2022-01-01,20,I,200
,FMXRY-0923,Mesentricarteriogram,6063.75,2022-01-01,20,I,200
,FMXRY-0924,Renalarteriogram,6063.75,2022-01-01,20,I,200
,FMXRY-0925,Pelvicarteriogram,6063.75,2022-01-01,20,I,200
,FMXRY-0926,Bleedingembolization,13230.0,2022-01-01,20,I,200
,FMXRY-0927,Chemoembolization,16537.5,2022-01-01,20,I,200
,FMXRY-0928,Malformationembolization,12127.5,2022-01-01,20,I,200
,FMXRY-0929,Uterinefibroidembolization,11025.0,2022-01-01,20,I,200
,FMXRY-0930,Aortoiliacangioplasty,11025.0,2022-01-01,20,I,200
,FMXRY-0931,Femo-Poplitealangioplasty,11025.0,2022-01-01,20,I,200
,FMXRY-0932,Infrapoplitealangioplasty,13230.0,2022-01-01,20,I,200
,FMXRY-0933,Subclavianarteryangioplasty,12127.5,2022-01-01,20,I,200
,FMXRY-0934,Mesentricangioplasty,13230.0,2022-01-01,20,I,200
,FMXRY-0935,Renalangioplasty,12127.5,2022-01-01,20,I,200
,FMXRY-0936,Vascularstentplacement,22050.0,2022-01-01,20,I,200
,FMXRY-0937,Carotidstenting,27562.5,2022-01-01,20,I,200
