Departemnt,code,Discription,Price,SBS
CSS,SME1167,SWAB GAUZE 10X10CM2EA/PK 8-12-PLY STERILE,1,48131
CSS,SME1168,SWAB GAUZE 5X5CM 8-PLY PLAIN STERILE,1.18,48131
CSS,SME1195,GOWN SURGEON XXL BARRIER J&J,35,35091
CSS,SME1238,ORTHOPACK LOWER EXTREMITY. KIMBERLY CLARK #88431,673.79,11902
CSS,SME1260,DRAPE SURGICAL COVER SIZE 165CMX110CM STERIPHARMA (BIG) #1016,54,62934
CSS,SME1264,DRESSING IV. CANNULA FIXATION PORTED S&N #4006/3M1623W,9.68,64574
CSS,SME1293,MASK LARYNGEAL 4 AMBU #D326400000/ ARM#MAAD700400/FLEX#038-94-140,1708.88,45035
CSS,SME1297,GOWN ISOLATION,49,35452
CSS,SME1298,DRAPE IOBAN 35X17 IMCISE/30X28 INCIFILM PHARMAPLAST/ 3M # 6650(SME1080),81.84,12535
CSS,SME1314,SENSOR SPO2 DISPOSABLE NEONATAL MASIMO #1002,761.67,46620
CSS,SME1321,MASK LARYNGEAL AIRWAY ADULT SIZE #5 NON STERILE,1708.88,56293
CSS,SME1322,GLOVES ORTHOPEDIC SIZE 7.5 PROFEEL (WRP) #P3375-35,37,99999
CSS,SME1328,MASK NON-REBREATHING (AYRO -TYPE) PEDIA,49,35173
CSS,SME1337,MASK LARYNGEAL SIZE 4 DISPOSABLE PORTEX#100/220/400,168,99999
CSS,SME1361,MASK RESPIRATOR PARTICULATE N95 3M #1860,133,64847
CSS,SME1363,GOWN ISOLATION JMI #JM-G2101,14,99999
CSS,SME1369,GLOVES LATEX SMALL SIZE NON-STERILE DISPOSABLE.,1,47509
CSS,SME1371,SWAB GAUZE 10X10CM 8 PLY PLAIN STERILE #3342-B,1,99999
CSS,SME1372,GLOVES LATEX LARGE SIZE NON-STERILE DISPOSABLE.,2,11905
CSS,SME1373,GLOVES LATEX MEDUM SIZE NON-STERILE DISPOSABLE.,2,47509
CSS,SME1379,ORTHOPAEDOC PACK -STERILE,585.9,11902
CSS,SME1383,MASK LARYNGEAL SIZE 3 .AMBU/FLEXICARE # 038-94-130 /326 300 000,1708.88,45035
CSS,SME1391,BRUSH SCRUB WITH IODEN 20ML .,39.87,37591
CSS,SME1393,SURGICAL GLOVE SIZE 7.5 POWDERED # ANSELL,22.79,33518
CSS,SME1396,"SENSOR ADHESIVE NEONATAL 18"" F/RADICAL-7 MASIMO #2329",143,99999
CSS,SME1403,CPAP MASK ADULT SIZE # TAIWAN,977,37591
CSS,SME1418,GLOVES EXAMINATION LATEX MEDIUM NON STRILE,1,99999
CSS,SME1419,GLOVES EXAMINATION LATEX LARGE NO STRILE,1,99999
CSS,SME1423,GLOVES SURGEON SIZE 7.5 STERILE POWDER FREE,3,99999
CSS,SME1424,GLOVES SURGEON SIZE 8 STERILE POWDER FREE,2,99999
CSS,SME1426,GLOVES SURGEON SIZE 7 STERILE POWDER FREE,4,99999
CSS,SME1427,GLOVES SURGEON SIZE 6.5 STERILE POWDER FREE,1,99999
CSS,SME44,GLOVES SURGEON SIZE 8.5  STERILE,4,99999
CSS,SMF1020,SOLUTION ALPHADINE PREP IODINE POVIDONE 10%(GLN)#811-4441,976.5,83700-00-00
CSS,SMF1028,SODIUM CHLORIDE 0.9%F/IRRIGATION W/SCREW CAP 1000ML,42,35913
CSS,SMF1051,SOLUTION ULTRA STOP 30ML KARL STORZ #15006C,830.03,32043
CSS,SMF1061,SOLUTION DISINFECTANT ALCHOLIC SKINDESS SPRAY,40,65043
CSS,SMF1068,SOLUTION SPITADERM 500ML,182.28,15281
CSS,SMF1069,SOLUTION SCRUB STAT 4% 500ML,148.1,15281
CSS,SMF1089,OIL SILICONE OXANE 10ML OPSIA 1300CST,1562.4,83700-00-00
CSS,SMF3027,SOLUTION SEKUMATIC RINKAGE HENKEL #7101,1757.7,58061
CSS,SMF3033,SOLUTION CIDEX/SEKUCID/ASEPTI STERYL 28 ACTIVE #SCX145,615.2,13730
CSS,SMF3068,GLYCINE 1.5% SOL. IRRIGATION 2000ML #FBG-E-0507-2000,81.38,37207
CSS,SMF3077,SOLUTION ENZYME ASEPTI-ZYME DET.,1122.98,47631
CSS,SMF3081,SOLUTION ACID CONCENTRATE HAEMODIALYSYS FF1 / FF7,98,43584
CSS,SMF3090,SOLUTION ALPHADINE PREP IODINE POVIDONE 10% 500ML,131.01,83700-00-00
CSS,SMF3095,SOLUTION SCRUB ALPHADINE POVIDINE IODINE 7.5% 240ML,79.29,15281
CSS,SMF3112,ACID CITRIC POWDER F/HEAMODIALYSIS MACHINE 1KG/BAG PSI,56.96,35849
CSS,SMF3117,SOLUTION ALPHADINE POVIDONE IODINE 10 % 240ML.,79.29,83700-00-00
CSS,SMF3119,DISINFECTANT PURISTERIL FOR FRESINUS MACHIN,1302,58107
CSS,SMF3121,SOLUTION HEMOSOL BO PRISMA,1536.36,83700-00-00
CSS,SMF3122,SOLUTION SODIUM CHLORIDE 0.9% F/IRRIGATION 2000ML,227.85,58931
CSS,SMF3125,SOLUTION SCRUB STAT 4% 1000ML,284.81,15281
CSS,SMF3130,CIDASTAT SOL (CHLORHEXIDINE 2%) X 500ML .,136.71,46205
CSS,SMF3134,SOLUTION SEKUMATIC FRE INSTRUMENT CLEANER ECOLAB,2289.89,58061
CSS,SMF3137,SODIUM CHOLR. 0.9% F/IRRIGATION 1000ML BAG,25,99999
CSS,SMF3139,SOLUTION DISINFECTANE CIDEX OPA J&J #ASP,1464.75,47631
CSS,SMF3140,SOLUTION SCRUB ALPHADINE POVIDINE IODINE 7.5 5LTR # 021DIS-2003,1074.15,15281
CSS,SMF3141,SOLUTION ULTRASEPT HAND RUB R/P #021-DIS-0018,199.37,15281
CSS,SMF3143,SEPTOGEL HAND DISINFECTANT BTL/1 LTR WITH PUMP,364.56,59102
CSS,SMF3144,SEPTOGEL HAND DISINFECTANT BTL/500ML WITH PUMP,205.07,59102
CSS,SMF3145,DISINFECTANT BIB FORTE 5% 5 LTR,1830.24,60299
CSS,SMF3147,DISINFECTANT ALPROJET-DD 5 LITER,1106.7,60299
CSS,SMF3148,DISINFECTANT ALPROJET-W 5 LITER,1106.7,60299
CSS,SMF3150,DISINFECTANT ALPROCLEANER 5 LITER,1339.2,60299
CSS,SMF3151,MINUTEN SPRAY 5 LITER,1210.86,83700-00-00
CSS,SMF3153,SOLUTION SCRUB ALPHADINE POVIDINE IODINE 7.5%(ILTR),216.46,15281
CSS,SMF3155,SODIUM CHLORIDE F/IRRIGATION 1000ML/BAG # 6000728,33,58475
CSS,SMF3157,SODIUM BICARB SOLUTION 8.4% F/HMD 10LTR/CAN #,341.78,83700-00-00
CSS,SMF3158,SODALIME CONTAINER F/PRIMUS 800+ # MX00004,1025.33,83700-00-00
CSS,SMG0030,STOPCOCK 3 WAY DISCOFIX #4624-3/4614-4/401-0000.,7,35375
CSS,SMG1003,"SURGICAL HAEMOSTAT 4""X 8"" #W1912 /1952",567,64365
CSS,SMG1004,"SURGICAL HAEMOSTAT 2""X 3"" #1953",843.5,58059
CSS,SMH1034,"SCALP VEIN SET G24-25 X3/4"" BUTTERFLY STERILE#404765/6",20.55,58490
CSS,SMH1035,SCALP VEIN SET G23 BUTTERFLY,3,58490
CSS,SMH1222,SUTURE VICRYL 4-0 ETHICON W9067 (D&G 9810-31),135.8,44829
CSS,SMH1223,SUTURE VICRYL PLUS 3/0 ETHICON #VCP311H / W9114 (D&G #9813-41,193.67,13906
CSS,SMH1225,SUTURE COATED VICRYL PLUS 3-0 ETHICON # W9120/VCP316H,196.2,44829
CSS,SMH1226,SUTURE VICRYL PLUS 0 ETHICON W 9138/VCP247H / D+G #9822-61,113.93,44829
CSS,SMH1227,SUTURE VICRYL 1/0 ETHICON W9362 (D&G #9824-71),209.85,44829
CSS,SMH1228,SUTURE VICRYL PLUS 2/0 ETHICON #VCP351H / W9150 (D& G #9833-51/9832-51,87.42,44829
CSS,SMH1230,SUTURE COATED VICRYL 2/0 ETHICON #VCP372H,54.87,44829
CSS,SMH1231,SUTURE COATED VICRYL 2-0 ETHICON #VCP684H/9582T (D&G #9618-51),89,44829
CSS,SMH1234,SUTURE VICRYL 0 ETHICON #W9046/(D+G #9803-61),284.81,44829
CSS,SMH1259,SUTURE PROLENE 5/0 ETHICON W527/D+G #3414-23,219.31,13909
CSS,SMH1260,SUTURE PROLENE BLUE 4/0 45CM W/NDL ETHICON #W525/EH7151 (D&G #4414-3,187.98,13909
CSS,SMH1262,SUTURE PROLENE 1/0 ETHICON #W742/(D&G #3465-71),40,13909
CSS,SMH1269,SUTURE SILK 0 ETHICON #W334H/D&G #1123-61,30,34601
CSS,SMH1270,SUTURE MERSILK 3-0 ETHICON # W666H /(D&G #1093-61),131.01,13910
CSS,SMH1271,SUTURE MERSILK 2-0 ETHICON # W667H / (D+G#1093-51),35,34601
CSS,SMH1275,BONE WAX ETHICON #W810 /W30E D+G 8332-00,125.32,10459
CSS,SMH1276,SUTURE VICRYL 5/0 W9982 1/2 CIRCLE ROUND BODIED/D9/9105-21,65,44829
CSS,SMH1280,SUTURE VICRYL PLUS UNDYED 3/0 ETHICON #VCP497H/W9511T (D&G 9608-41),59,44829
CSS,SMH1283,SUTURE VICRYL PLUS 2/0 ETHICON#VCP317H / W9121 (D&G 9819-51),88,44829
CSS,SMH1290,SUTURE VICRYL 0 ETHICON W9467/D+G #9832-61,234.23,44829
CSS,SMH1292,SUTURE VICRYL PLUS 1 ETHICON #VCP353H / W9231 /D+G #9831-71,50,44829
CSS,SMH1294,SUTURE VICRYL PLUS 1 ETHICON # VCP371H (W9251)/(D&G #9836-71),54,44829
CSS,SMH1298,SUTURE VICRYL 3-0 #W9034/(D&G #9809-42),293.36,44829
CSS,SMH1302,SUTURE VICRYL VIOLET2/0 ETHI. #V905E /W9035/(D&G #9803-51),32.55,44829
CSS,SMH1350,SUTURE PROLENE 4/0 ETHICON #W8683 (D+G #4420-33),33,16584
CSS,SMH1352,SUTURE PROLENE 2-0 ETHICON W8689 W30C40TX/D&G03426-51,89,13909
CSS,SMH1354,SUTURE PROLENE 3/0 ETHICON #W8684/ (#DW9422R) (D&G 3424-41,41,16584
CSS,SMH1359,SUTURE ETHIBOND MERSILINE 2/0ETHICON #6101/(W6937),183.23,17245
CSS,SMH1368,SUTURE SILK 4/0 ETHICON W604 (D&G # 1074-31),183.7,34601
CSS,SMH1371,SUTURE MERSILK 3/0 ETHI.#W502/ (D&G#1074-41) ACUFIRM #42018301,35,13910
CSS,SMH1372,SUTURE MERSILK 3/0 W/NDL #W571 /420B25R/D+G1123-41,35,34601
CSS,SMH1375,SUTURE MERSILK 2/0 ETHICON #W203 (D& G #1022-51),26,34601
CSS,SMH1376,SUTURE MERSILK 0 ETHICON #W204 ( D& G #1022-61),22,34601
CSS,SMH1389,SUTURE VICRYL 2-0 ETHICON #W 9350/(D+G #9819=51),239.24,44829
CSS,SMH1412,"TAPE DURAPORE 1/2""X10YDS",2.53,58986
CSS,SMH1413,"TAPE DURAPORE 1"" X 10 YDS 3M#1538-1 /PHARMAPLAST",47,16866
CSS,SMH1414,"TAPE DURAPORE 2"" X 10YDS/PHARMAPLAST",41,16866
CSS,SMH1415,"TAPE DURAPORE 3"" X 10 YRDS 3M#1538-3 /PHARMAPLAST",17,16866
CSS,SMH1436,SUTURE PROLENE 5/0 90CM #W8556/(D&G3619-21)/(85,82,13909
CSS,SMH1441,STAPLER PROXIMATE SKIN PMW35 (D&G #8037-12),432.92,34606
CSS,SMH1450,SUTURE PROLENE 3-0 ETHICON #W621 (D& G 3490-41),136.71,13909
CSS,SMH1478,SUTURE ETHILON 10/0 MICRO 1/2CIR .N. ETHICON #W1719,879.66,44829
CSS,SMH1487,"STAPLE SKIN EXTRACTOR ""PROXIMATE PSX"" #8039-12",74,47192
CSS,SMH1490,SUTURE ETHILON 10/0 #W1770 W/NDL. MENOFILMENT,1107.52,38000
CSS,SMH1513,ENDOCLIP/ LIGACLIP 10MM TITANIUM # 176657/ ER320,2441.25,65058
CSS,SMH1562,MESH PROLENE 30X30CM ETHICON # PP3030,2717.93,60300
CSS,SMH1570,SUTURE VICRYL 6/0 ETHICON #W9552 W/NDL (D&G #7507-13),227.85,44829
CSS,SMH1604,PURSTRING TM 65 DISP. AUTOSUTURE #020242 / EH40,2441.25,62235
CSS,SMH1605,CUTTER LINEAR 55MM RELOADABLE ETHICON #TLC55,1482.42,16224
CSS,SMH1629,SUTURE VICRYL PLUS O 70CM W/NEEDLE ETHI #/VCP352H/W9154,50,44829
CSS,SMH1630,SUTURE VICRYL PLUS 4/0 ETHICON# VCP310H W9113 /W9106,41,44829
CSS,SMH1649,ENDO GIA 30 MULTIFINE 30 ATUOSUTURE #030807L,1871.63,13904
CSS,SMH1656,ENDOGRASPER 5MM AUTOSUTURE # 174221 / 5DSG.,2441.25,35884
CSS,SMH2432,SUTURE PROLENE 0 ETHICON #W8434,113.93,13909
CSS,SMH2437,SUTURE PDS II MONOFILOMENT 3/0 ETHICON #W9134H/Z316E,3588.83,44829
CSS,SMH2438,SUTURE PDSO ENDOLOOP ETHICON #MIC112G EZ10G,569.63,44829
CSS,SMH2454,SUTURE ETHIBOND EXCEL 2 ETHICON #W4843,625.77,17245
CSS,SMH2455,SUTURE PROLENE BLUE 5/0 45CM W/NDL ETHICON #W8872T,339.41,13909
CSS,SMH2566,SUTURE PROLENE 5/0 ETHICON #EH7977H/W8721,74,13909
CSS,SMH2567,SUTURE PROLENE BLUE 3/0 90CM W/NDL #W8522,86,13909
CSS,SMH2568,SUTURE PROLENE 7/0 ETHICON #EH7222H/W8304,572.91,64255
CSS,SMH2577,SUTURE TICRON 2/0 W/PLEDGET 25MM NEEDLE D&G #3307-56/W10B77,1022,44829
CSS,SMH2578,CLIP LIGA MCA 20 SMALL ETHICON #MCS20,1835.82,30878
CSS,SMH2612,LIGACLIP MEDIUM TITANUM CLIPS # LT200,227.85,56711
CSS,SMH2614,SUTURE ETHIBOND GREEN 2/0 90CM W/NDL W6767/480075,230.71,13906
CSS,SMH2618,SUTURE PROLENE 4/0 ETHICON #EH7411H,286.75,13909
CSS,SMH2619,SUTURE VICRYL 1 W/NEEDLE (BLUNT) ETHICON #W9391,360.69,44829
CSS,SMH2621,CUTTER LINEAR 75 DISP.ETHICON #TLC75,2773.26,44805
CSS,SMH2626,SUTURE VICRYL RAPID 0 ETHICON #W9963 (SMH4595),335.17,44829
CSS,SMH2649,SUTURE ETHIBOND W/O GR/WH 2/0 10X75CM W/N #W10B72,1222.95,13906
CSS,SMH2666,SUTURE VICRYL PLUS VIOLET 3-0 75CM 0.69MM W9717/ VCP663H,199.03,45401
CSS,SMH2716,SUTURE MERSILK BLACK I 10X75CM N/NDL ETHI.#W225,79.75,34601
CSS,SMH2734,SUTURE PROLENE 6-0 ETHICON # W8316,91,13909
CSS,SMH2757,LIGACLIP SMALL TITANUM CLIPS # LT100,227.85,35649
CSS,SMH2776,SUTURE MONOCRYL 3-0 26MM EHTICON #W3326,28,99999
CSS,SMH4462,SUTURE ETHIBOND 5/0 ETHICON #W4846,599.73,13906
CSS,SMH4463,MERSILENE TAPE 2X30CM 1/2CIRCLE NDL . 6/BOX #RS22,1019.86,17245
CSS,SMH4464,SUTURE VICRYL 0 ETHICON # W9230,215.19,44829
CSS,SMH4469,SUTURE PROLENE BLUE 7/0  60CM W/NDL#W8702ETHICON,205.07,13909
CSS,SMH4474,ULTRAPRO MESH 15 X 15 CM # UMM3,2343.6,44756
CSS,SMH4490,SUTURE MERSILK BLACK 3/0 NO/NEEDLE #W192,40,34601
CSS,SMH4504,SUTURE BRADED VIOLET VICRYL 8/0 W9577,381.65,44829
CSS,SMH4513,NYLON TAPE WHITE 6MM X70CM12/BOX #W277,282.89,37997
CSS,SMH4516,SUTURE VICRYL RAPIDE 5/0 45CM W/NDL #W9915,403.49,44829
CSS,SMH4517,SUTURE VICRYL RAPIDE COATED 4/0 45CM W/NDL #W9911,83.7,44829
CSS,SMH4519,SUTURE PROLENE 5/0 # W 8803,195,13909
CSS,SMH4543,SUTURE PROLENE 7/09MM #W8704,205.07,13909
CSS,SMH4544,SUTURE PROLENE 4/016MM #W8007T,91,13909
CSS,SMH4547,SUTURE PDS II 4/0 90CM REF# W9109T/W9109H,238.33,47554
CSS,SMH4567,SUTURE VICRYL 2/0 ETHICON #W9440,167.13,44829
CSS,SMH4568,ELECTRODE TEMPORARY PACEMAKER ETHICON # FEP13.,623.79,64611
CSS,SMH4571,STAPLER FOR HAEMORRHOIDECTOMY REF # PPH03,5054.48,58483
CSS,SMH4575,SUTURE PROLENE BLUE 4/0 X 90CM W/NDL # W 8340,3149.99,64255
CSS,SMH4577,SUTURE PROLENE BLUE 3/0 90CM W/NDL W8354,646.52,13909
CSS,SMH4586,CUTTER LINER RELOAD ETHICON # TCR 10,2656.08,44805
CSS,SMH4587,CUTTER LINER 100MM RELODABLE EITHCON -TLC10,4400.35,44805
CSS,SMH4589,SUTURE PDS II MONOFILAMENT 4/0 ETHICON # W9131H,985.65,44829
CSS,SMH4592,SUTURE MERSINK 0 75MM 3/8C REV. CUTTING ETHI#W782H,30,34601
CSS,SMH4593,WIRE SUTURE S/S SIZE 7 ETHICON #M624,976.5,13904
CSS,SMH4601,RELOAD LINEAR CUTTER ETHICONE #TCR75,1987.18,59870
CSS,SMH4602,SUTURE PROLINE 10/0 ETHICON #W1713,1077.4,13909
CSS,SMH4605,ENDOPOUCH RETRIEYER 10 MM / ETHICON # POUCH,1227.6,83700-00-00
CSS,SMH4607,LIGACLIP MEDIUM / LARGE TITANIUM CLIPS # LT300,313.29,56711
CSS,SMH4608,ENDO CLIP APPLIER LARGE 6/BOX # 176625AUTO SUTURE,3111.78,38143
CSS,SMH4609,ENDO CLIP APPLIER MED/LRG 6/BOX#176615AUTU SUTURE,1844.51,38143
CSS,SMH4610,CIRCULAR STAPLER SIZE 28MMREACH#RCS28C.,3702.56,30105
CSS,SMH4620,RECEPTAL LINER W/INTER VALVE 1500 ML,42,63647
CSS,SMI0078,MASK OXYGEN W/CONNECTOR ADULT #8110/1115,20,61346
CSS,SMI0101,TUBE ENDOTRACH 3.0MM UNCUFFED ORAL #5-1046/113-30,61,47691
CSS,SMI0109,TUBE E.T. 4.0 O/N UNCUFFED PORTEX#100/111/040,55.82,47691
CSS,SMI0123,TUBE E.T. O/N 6.0 CUFFED PORTEX #100/199/060,65.1,47691
CSS,SMI0127,TUBE E.T. 6.5 O/N CUFFED PORTEX #100/199/065,70,47691
CSS,SMI0131,TUBE E.T. O/N 7 . 00 CUFFED PORTEX #100/199/070,65.1,47691
CSS,SMI0135,TUBE E.T. O/N 7.5CUFFED PORTEX #100/199/075 (SMI9243),70,47691
CSS,SMI0140,E T TUBE O/N SIZE 8.0 CUFFED # 100/199/080PORTEX .,64.94,64188
CSS,SMI0145,TUBE E.T. 8.5 CUFFED O/N PORTEX#100/199/085/ MALNK 107-85,64.94,47691
CSS,SMI0151,"FEEDING TUBE 8 FR X 15"" LONG STERILE DISP.",6,14221
CSS,SMI10009,TUBE DRAINAGE SILICONE 19FR W/TROCAR # 2232,1244.9,62611
CSS,SMI1026,SUPRAPUBIC DRAINAGE CAVAFIX G16X70CM B.BRAUN #4152751,640.26,34924
CSS,SMI1028,CATHETER CAVAFIX CENTRAL VENOUS G18/45CM B.BRAUN #4152573,364.56,36257
CSS,SMI1042,TUBE FEEDING NEONATAL 5FRX47CM,6,58486
CSS,SMI1053,ENEMA SET ECONOMY #20258-010/228 0001 2,62,11583
CSS,SMI1059,CATHETER FOLEY BALLOON 2WAY 12CH LATEX,34,64444
CSS,SMI1060,CATHETER FOLEY BALLOON 2WAY 14CH 30ML LATEX STERILE,33,64444
CSS,SMI1072,CATHETER FOLEY BALLON 2 WAY 16CH 30ML LATEX STERILE,33,64444
CSS,SMI1073,CATETHER FOLEY BALLOON 2WAY/18CH/30MLSTER RUSC,34.18,64444
CSS,SMI1074,CATHETER FOLEY BALLOON LATEX 2WAY 20CH 30ML,8.46,64444
CSS,SMI1093,CATHETER NELATON FEMALE 12CH#32-12-100/JM-C2412NF,5.92,45603
CSS,SMI110,TUBE ENDOTRACH SIZE 4.5MM UNCUFF.SHEDIRAN#5-10409/127-45-2,20,99999
CSS,SMI1100,CATHETER NELATON MALE 8CH # 14-08-100,5.92,34096
CSS,SMI1101,CATHETER NELATON MALE 10CH JM # C2410N,5.7,34096
CSS,SMI1102,CATHETER NELATON MALE 12CH #14-12-100,9.7,34096
CSS,SMI1103,CATHETER NELATON MALE 14CH #14-14-100/JM-C2414N,5.92,64444
CSS,SMI1104,CATHETER NELATON MALE 16CH #14-16-100,9.7,34096
CSS,SMI1106,CATHETER NELATON MALE 20CH #14-20-100,5.7,45603
CSS,SMI1126,SET ADMN DOSIFIX PEDIA 150ML/100ML #JM-S2411-B60S /MDM300158,53,47534
CSS,SMI1127,TUBE E.T. O/N 2.5 UNCUFFED PORTEX #100/111/025,30,14085
CSS,SMI1159,CATHETER FOLEY BALOON 2 WAY/10CH/3CC STER. LATEX #53121005,25.65,47100
CSS,SMI1161,CATHETER SUCTION 10CHX56CM W/CONTROL BD #3072,2.79,63649
CSS,SMI1162,"CATHETER SUCTION 12CHX22""W/CONTROL BD #3294(JM-C2412R)",3.02,10749
CSS,SMI1164,"CATHETER SUCTION 16CHX22"" W/ CONTROL BD #02-3069",3,16779
CSS,SMI1166,AIRWAY GUEDEL SIZE 01 CHILD WHITE 60MM STR.DISP.#27166,25.11,42424
CSS,SMI1167,AIRWAY GUEDEL SIZE 02 CHILD GREEN 70MM STER.DISP.#1-1504-70,27,42424
CSS,SMI1168,AIRWAY GUEDEL SIZE 3 ADULT ORANGE 80MM STER. DISP. #1-1504-80,27,33089
CSS,SMI1169,AIRWAY GUEDEL SIZE 04 ADULT RED 90MM STER. DIS. #1-1504-90,27,33089
CSS,SMI1174,INTUBATION STYLET ADULT PORTEX #100/120/300,66,38659
CSS,SMI1176,CATHETER TROCAR 12CHX23CM ARGY #561027,512.66,37482
CSS,SMI1179,CATHETER TROCAR 28CHX40CM ARGYLE#8888-561068,284.81,37482
CSS,SMI1180,CATHETER TROCAR THORACIC 32CHX40CM ARGYL#8888-561076 / 18432011/572-3200,118,37482
CSS,SMI1190,CATHETER FOLEY BALLOON 2WAY 8CH 5MLL LATEX STERILE,32.55,64444
CSS,SMI1194,URETERAL CATHETER OPEN TIP 7FR #BIO-TECH/UR-820570 /,478.49,34926
CSS,SMI1196,CATHETER CONDOM MALE LARGE URIDROP,7,63797
CSS,SMI1198,TUBE E.T. O/N 3.5MM UNCUFFED PORTEX#100/111/035,55.8,47691
CSS,SMI1199,TUBE ENDOTRACH 4.0MM CUFFED O/N #5-10108/107-40,64.94,47691
CSS,SMI1200,E. T. TUBE ORAL /NASAL  SIZE 4 . 50 CUFFED,64.94,47691
CSS,SMI1201,TUBE E.T. O/N 5 . 00 CUFFED PORTEX#100/199/050,65.1,47691
CSS,SMI1202,TUBE E.T. O/N 5.5CUFFED PORTEX #100/199/055,43.29,47691
CSS,SMI1210,TUBE STOMACH 16 CH WITH MANDRIN,17.65,59038
CSS,SMI1211,TUBE STOMACH CH18 W/MANDRIN JM-CC2568,7.65,35419
CSS,SMI1212,TUBE ENDOTRACH REINFORCED 3.5 UNCUFFED SHER. #5-12907/127-35,364.56,47121
CSS,SMI1213,TUBE ENDOTRACH REINFORCED 4.0 UNCUFFED SHERIDAN,318.99,47121
CSS,SMI1214,TUBE ENDOTRACH REINFORCED 4.5 UNCUFFED #5-12909/127-45-2,364.56,47121
CSS,SMI1215,TUBE ENDOTRACH REINFORCED 5.0 CUFFED SHER. #5-12610/118-50,98,47121
CSS,SMI1216,TUBE ENDOTRACH REINFORCED 5.5 CUFFED SHER. #127-11/118-55,364.56,47121
CSS,SMI1217,TUBE E. T. REINFORCE 6.0 CUFF PORT. #100/110/060 / 5-12612,227.85,44686
CSS,SMI1218,TUBE ENDOTRACH REINFORCE 6.5 CUFF PORTEX#100/110/065 / 5-12613,146.01,47121
CSS,SMI1219,TUBE E.T. REINFORCED 7.0 CUFFED POR.100/110/070/SHER. #5-12164,364.56,47121
CSS,SMI1220,TUBE ENDOTRACH REINFORCED 7.5 CUFFED SHER #5-12615/118-75,364.56,46569
CSS,SMI1221,TUBE E. T. REINFORCED 8.0 CUFFED PORTEX#100/110/080 SHER. #5-12616/118-80,364.56,47121
CSS,SMI1222,TUBE ENDOTRACH REINFORCED 8.5 CUFFED SHER. #5-12617/118-85,478.49,47121
CSS,SMI1224,CATHETER EMBOLECTOMY CH5/80CM RUSCH #337000/300580 (D&G),1791.18,60449
CSS,SMI1225,CATHETER EMBOLECTOMY BALLOON IMPRA 6FRX80CM #300680,1791.18,58174
CSS,SMI1228,LOOP RED ARTERIAL SILKOMED BARD #VLS45R,102.53,61916
CSS,SMI1229,LOOP BLUE VENOUS SILKOMED BARD #VLS45B,82.03,61916
CSS,SMI123,TUBE ENDOTRACH 6.0MM CUFFED O/N #5-10312/107-60,14,99999
CSS,SMI1233,CATHETER UMBILICAL ARTERY 5FR SHERWOOD #160226/270-05,27,10759
CSS,SMI1257,MASK OXYGEN PEDIATRIC W/1.8MTR TUBING JAMJ#Y1002M,21,35171
CSS,SMI1263,CATHETER NELATON MALE 18CH #32-18-100,5.7,64444
CSS,SMI1304,CATHETER NELATON MALE 22CH #14-22-100,9.7,45603
CSS,SMI131,TUBE ENDOTRACH 7.0MM CUFFED MALINKRODT#107-70/100/199/070/112480MM7.0,20,99999
CSS,SMI1324,AMNIOHOOK STERILE DISPOSABLE,11.39,64022
CSS,SMI1325,CVP MONITORING SET (MEDIFIX)B.BRAUN #427662/0,123,62807
CSS,SMI1363,TUBE FEEDING FR10,9.7,61715
CSS,SMI1372,SUCTION TUBE BOTH SIDES W/CONE #68.30.30/TUBE #8P62101,47.85,16779
CSS,SMI1392,NASO PHARYNGEAL AIRWAY SIZE 6.0MM#100/210/060/8888-247015,91.14,42422
CSS,SMI1393,AIRWAY NASO PHARYNGEAL DISPOSABLE SIZE 7.0 MM #100/210/070/8888-247031,73.47,42421
CSS,SMI1395,VENT. TRACHEOSTOMY PORTEX # 100/570/015,125.32,14099
CSS,SMI1396,OXY-VENT PORTEX #100/575/010,318.99,12875
CSS,SMI1400,CATHETER TROCAR CHESTDRAIN 20CHX40CM ARGYLE #8888-561043,512.66,37482
CSS,SMI1403,TUBE E.T. 2.0 UNCUFFED POR#100/111/020/SHE. #5-10404,55.82,47691
CSS,SMI151,TUBE FEEDING 8FRX50CM LONG.,10,99999
CSS,SMI1520,CATHETER FOLEY SILICON 2 WAY 16CH 30ML BARD #166816/400720,40,47100
CSS,SMI1523,CANNULA ARTERIAL 20GX45MM VIGGO #071-682245,296.21,34896
CSS,SMI1524,CATHETER VENOUS G16X130MM SECALON T#BD 071-681002,364.56,58865
CSS,SMI1536,CATHETER EMBOLECTOMY BALLOON IMPRA 4FRX80CM #54148,1411,58174
CSS,SMI1576,CATHETER FOLEY SILICON 2WAY 18CH 30ML UROMED#41151830/BARD#166818,79,47100
CSS,SMI1579,CATHY FOLEY BALLOON SILICONE 2WAY 20CH 5ML,182.28,34917
CSS,SMI1580,TUBE STOMACH CH14 W/MANDRIN #SM1400/RP,19.95,59038
CSS,SMI1593,EPIDURAL KIT G1618 PORTEX #100/391/716/100/391/118.,626.59,58293
CSS,SMI1654,AIRWAY GUEDEL INFANT SIZE 00 BLUE STER DISP. #1-1504-50,10.82,42424
CSS,SMI1658,CATHETER EMBOLECTOMY BALLOON IMPRA 3FRX80CM #120803F,1395,58174
CSS,SMI1660,GROMMET SHEPARD 1.14MM ID W/TEFLON XOMED #10-16201/10-28012/140030,273.42,33794
