Category,code,Service Description,Price as of 01/08/2024,Price as of 01/08/2025 and onward,LOS,Service type,LOS.1,Gross/Net,Discount % Yes/No,MCA Category Code,Service Category Description,Nphies Code,Nphies Description
VACCINE,4112004,ANEXATE INJECTION,204.75,214.50000000000003,,Service,,Gross,yes,92.0,Portal Vaccination,96197-19-00,"Intramuscular administration of pharmacological agent, other and unspecified pharmacological agent"
VACCINE,4112005,ANTI SCORPION INJECTION,210,220.00000000000003,,Service,,Gross,yes,92.0,Portal Vaccination,96197-04-00,"Intramuscular administration of pharmacological agent, antidote"
VACCINE,4112006,ANTI SNAKE SERUM AMP.,409.5,429.00000000000006,,Service,,Gross,yes,92.0,Portal Vaccination,96206-04-00,"Unspecified administration of pharmacological agent, antidote"
VACCINE,4112007,ARAMEN INJECTION,388.5,407.00000000000006,,Service,,Gross,yes,92.0,Portal Vaccination,92166-00-00,Vaccination against meningococcus
VACCINE,4112008,ARAPENTA,126,132,,Service,,Gross,yes,92.0,Portal Vaccination,92157-00-40,"Administration of diphtheria, tetanus, pertussis, hepatitis B, poliomyelitis, haemophilus influenzae combined vaccine"
VACCINE,4112009,AVAXIM VACCINE,173.25,181.50000000000003,,Service,,Gross,yes,92.0,Portal Vaccination,92169-00-00,Vaccination against hepatitis A
VACCINE,4112010,B.C.G. VACCINATION,36.75,38.5,,Service,,Gross,yes,92.0,Portal Vaccination,92145-00-00,Vaccination against tuberculosis
VACCINE,4112011,BOOSTRIX,105,110.00000000000001,,Service,,Gross,yes,92.0,Portal Vaccination,92149-00-00,"Administration of diphtheria-tetanus-pertussis, combined"
VACCINE,4112012,CLOPIXOL DEPOT INJECTION,63,66,,Service,,Gross,yes,92.0,Portal Vaccination,96206-19-00,"Unspecified administration of pharmacological agent, other and unspecified pharmacological agent"
VACCINE,4112013,D.P.T. VACCINATION,57.75,60.50000000000001,,Service,,Gross,yes,92.0,Portal Vaccination,92149-00-00,"Administration of diphtheria-tetanus-pertussis, combined"
VACCINE,4112014,DESFERAL INJECTION,57.75,60.50000000000001,,Service,,Gross,yes,92.0,Portal Vaccination,96206-19-00,"Unspecified administration of pharmacological agent, other and unspecified pharmacological agent"
VACCINE,4112015,DOBUTREX INJECTION,94.5,99.00000000000001,,Service,,Gross,yes,92.0,Portal Vaccination,96206-19-00,"Unspecified administration of pharmacological agent, other and unspecified pharmacological agent"
VACCINE,4112016,DT PAEDIA,15.75,16.5,,Service,,Gross,yes,92.0,Portal Vaccination,,
VACCINE,4112017,EPREX 2000 IU,204.75,214.50000000000003,,Service,,Gross,yes,92.0,Portal Vaccination,96199-19-00,"Intravenous administration of pharmacological agent, other and unspecified pharmacological agent"
VACCINE,4112018,HAVRIX ADULT,273,286,,Service,,Gross,yes,92.0,Portal Vaccination,92169-00-00,Vaccination against hepatitis A
VACCINE,4112019,HEPATECT (2ML) VACCINATION,750.75,786.5000000000001,,Service,,Gross,yes,92.0,Portal Vaccination,92168-00-00,Vaccination against hepatitis B
VACCINE,4112020,HEPATITIS VACCINATION,136.5,143,,Service,,Gross,yes,92.0,Portal Vaccination,92169-00-00,Vaccination against hepatitis A
VACCINE,4112021,HIBREX 10 MG VACCINE,178.5,187.00000000000003,,Service,,Gross,yes,92.0,Portal Vaccination,92167-00-00,Vaccination against Haemophilus influenzae type B
VACCINE,4112022,HUMULIN N INJECTION,115.5,121.00000000000001,,Service,,Gross,yes,92.0,Portal Vaccination,96200-06-00,"Subcutaneous administration of pharmacological agent, insulin"
VACCINE,4112023,HUMULIN R INJECTION,115.5,121.00000000000001,,Service,,Gross,yes,92.0,Portal Vaccination,96200-06-00,"Subcutaneous administration of pharmacological agent, insulin"
VACCINE,4112024,INFANRIX 0.5 ML SYRINGE,157.5,165,,Service,,Gross,yes,92.0,Portal Vaccination,92149-00-00,"Administration of diphtheria-tetanus-pertussis, combined"
VACCINE,4112025,INFANRIX HEXA VACCINE,409.5,429.00000000000006,,Service,,Gross,yes,92.0,Portal Vaccination,92149-00-00,"Administration of diphtheria-tetanus-pertussis, combined"
VACCINE,4112026,INFANRIX HIB VACCINE,204.75,214.50000000000003,,Service,,Gross,yes,92.0,Portal Vaccination,92149-00-00,"Administration of diphtheria-tetanus-pertussis, combined"
VACCINE,4112027,INFLUVAC - FLUARIX,52.5,55.00000000000001,,Service,,Gross,yes,92.0,Portal Vaccination,92159-00-00,Prophylactic vaccination against influenza
VACCINE,4112028,M.M.R. VACCINATION,147,154,,Service,,Gross,yes,92.0,Portal Vaccination,92156-00-00,Administration of measles-mumps-rubella vaccine
VACCINE,4112029,MEASLES VACCINATION,89.25,93.50000000000001,,Service,,Gross,yes,92.0,Portal Vaccination,92153-00-00,Vaccination against measles
VACCINE,4112030,MENACTRA INJECTION,388.5,407.00000000000006,,Service,,Gross,yes,92.0,Portal Vaccination,92166-00-00,Vaccination against meningococcus
VACCINE,4112031,MOMMAN,630,660,,Service,,Gross,yes,92.0,Portal Vaccination,,
VACCINE,4112032,OKAVAX VIAL,393.75,412.50000000000006,,Service,,Gross,yes,92.0,Portal Vaccination,92174-00-00,Passive immunisation with varicella-zoster immunoglobulin
VACCINE,4112033,P.P.D.(VACCINE),42,44,,Service,,Gross,yes,92.0,Portal Vaccination,73811-00-10,Tuberculin skin test (Mantoux test)
VACCINE,4112034,PANTOZOL INJECTION,152.25,159.5,,Service,,Gross,yes,92.0,Portal Vaccination,96199-19-00,"Intravenous administration of pharmacological agent, other and unspecified pharmacological agent"
VACCINE,4112035,PARVOLEX INJECTION,136.5,143,,Service,,Gross,yes,92.0,Portal Vaccination,96199-04-00,"Intravenous administration of pharmacological agent, antidote"
VACCINE,4112036,PEDIACEL VACCINE,262.5,275,,Service,,Gross,yes,92.0,Portal Vaccination,92157-00-40,"Administration of diphtheria, tetanus, pertussis, hepatitis B, poliomyelitis, haemophilus influenzae combined vaccine"
VACCINE,4112037,PNEUMO 23 VACCINE,115.5,121.00000000000001,,Service,,Gross,yes,92.0,Portal Vaccination,92165-00-00,Vaccination against pneumococcus
VACCINE,4112038,POLIO VACCINATION,57.75,60.50000000000001,,Service,,Gross,yes,92.0,Portal Vaccination,92150-00-00,Administration of poliomyelitis vaccine
,P16WRIS15+,REVERSIBLE SPLINT WRIST BRACE .,143.85,150.70000000000002,,,,Gross,yes,67.0,Portal Medical Supplies,,
VACCINE,4112040,RABIS VACCINE (ANTI-RABIS),210,220.00000000000003,,Service,,Gross,yes,92.0,Portal Vaccination,92151-00-00,Vaccination against rabies
VACCINE,4112041,RHESUS FACTOR  VACCINATION,630,660,,Service,,Gross,yes,92.0,Portal Vaccination,92173-00-00,Passive immunisation with Rh(D) immunoglobulin
VACCINE,4112042,ROTA VIRUS VACCINE,435.75,456.50000000000006,,Service,,Gross,yes,92.0,Portal Vaccination,92157-00-10,Administration of rotavirus vaccine
VACCINE,4112043,RUDIVAX VACCINE,26.25,27.500000000000004,,Service,,Gross,yes,92.0,Portal Vaccination,92155-00-00,Vaccination against rubella
VACCINE,4112044,SYNFLORIX VACCINE,315,330,,Service,,Gross,yes,92.0,Portal Vaccination,92165-00-00,Vaccination against pneumococcus
VACCINE,4112045,TETANUS TAXOID,26.25,27.500000000000004,,Service,,Gross,yes,92.0,Portal Vaccination,92162-00-00,Administration of tetanus antitoxin
VACCINE,4112046,TETRACT HIB VACCINE,136.5,143,,Service,,Gross,yes,92.0,Portal Vaccination,92159-00-00,Prophylactic vaccination against influenza
VACCINE,4112047,TPN,1023.75,1072.5,,Service,,Gross,yes,92.0,Portal Vaccination,96199-07-00,"Intravenous administration of pharmacological agent, nutritional substance"
VACCINE,4112048,TRITANRIX HB + HIBERIX INJECTION,168,176,,Service,,Gross,yes,92.0,Portal Vaccination,92157-00-40,"Administration of diphtheria, tetanus, pertussis, hepatitis B, poliomyelitis, haemophilus influenzae combined vaccine"
VACCINE,4112049,TRITANRIX HB10 VACCINE VIAL,126,132,,Service,,Gross,yes,92.0,Portal Vaccination,92149-00-00,"Administration of diphtheria-tetanus-pertussis, combined"
VACCINE,4112050,TWINRIX ADULT VACCINE,204.75,214.50000000000003,,Service,,Gross,yes,92.0,Portal Vaccination,92169-00-00,Vaccination against hepatitis A
VACCINE,4112051,TYPHOID VACC.,94.5,99.00000000000001,,Service,,Gross,yes,92.0,Portal Vaccination,92144-00-00,Vaccination against typhoid and paratyphoid fever
VACCINE,4112052,VACCINATION - MENINGITIS MENCEVAX,115.5,121.00000000000001,,Service,,Gross,yes,92.0,Portal Vaccination,92166-00-00,Vaccination against meningococcus
VACCINE,4112053,VARILRIX VACCINE,299.25,313.5,,Service,,Gross,yes,92.0,Portal Vaccination,92174-00-00,Passive immunisation with varicella-zoster immunoglobulin
VACCINE,4112054,VARIVAX VIAL,367.5,385.00000000000006,,Service,,Gross,yes,92.0,Portal Vaccination,92174-00-00,Passive immunisation with varicella-zoster immunoglobulin
VACCINE,4112055,VAXIGRIP,42,44,,Service,,Gross,yes,92.0,Portal Vaccination,92159-00-00,Prophylactic vaccination against influenza
ENT,2122001,ALTERNATE BINAURAL LOUDNESS BALANCING (ABLB),157.5,165,,Service,,Gross,yes,93.0,Portal ENT,96056-00-00,Alternating binaural loudness balance test [ABLB]
ENT,2122002,ANTERIOR NASAL PACK (L.A.),525,550,,Service,,Gross,yes,93.0,Portal ENT,41677-00-00,Arrest of anterior nasal haemorrhage by packing and/or cauterisation
ENT,2122003,AUDIOLOGICAL ASSESSMENT,525,550,,Service,,Gross,yes,93.0,Portal ENT,11306-00-00,Other audiometry
ENT,2122004,AUDIOLOGICAL ASSESSMENT WITH ABR,1575,1650.0000000000002,,Service,,Gross,yes,93.0,Portal ENT,11300-00-00,Brain stem evoked response audiometry
ENT,2122005,AUDITORY BRAINSTEM RESPONSE (ABR) ,1575,1650.0000000000002,,Service,,Gross,yes,93.0,Portal ENT,11300-00-00,Brain stem evoked response audiometry
ENT,2122006,CANALITH REPOSITIONING,840,880.0000000000001,,Service,,Gross,yes,93.0,Portal ENT,96064-00-11,"Canalith repositioning procedure, unilateral"
ENT,2122007,CHEMICAL CAUTRY,78.75,82.5,,Service,,Gross,yes,93.0,Portal ENT,41677-00-00,Arrest of anterior nasal haemorrhage by packing and/or cauterisation
ENT,2122008,CRYOTONSILLECTOMY,630,660,,Service,,Gross,yes,93.0,Portal ENT,41789-00-00,Tonsillectomy without adenoidectomy
ENT,2122009,CRYOTURBINECTOMY,315,330,,Service,,Gross,yes,93.0,Portal ENT,41695-00-00,Turbinectomy by cryotherapy
ENT,2122010,DP-OTO-ECUASTIC EMISSION,367.5,385.00000000000006,,Service,,Gross,yes,93.0,Portal ENT,11332-01-00,Distortion product otoacoustic emissions evaluation
ENT,2122011,EAR WASH / SUCTION OF IMPACTED CERUMEN / UNILATERAL,52.5,55.00000000000001,,Service,,Gross,yes,93.0,Portal ENT,41647-00-00,"Ear toilet, unilateral"
ENT,2122012,EAR WASH / SUCTION OF IMPACTED CERUMEN / BILATERAL,105,110.00000000000001,,Service,,Gross,yes,93.0,Portal ENT,41647-01-00,"Ear toilet, bilateral"
ENT,2122013,ELECTRICAL CAUTRY,183.75,192.50000000000003,,Service,,Gross,yes,93.0,Portal ENT,30195-06-00,"Electrotherapy of lesion of skin, single lesion"
ENT,2122014,EPISTAXIS NASAL PACK,157.5,165,,Service,,Gross,yes,93.0,Portal ENT,41677-00-00,Arrest of anterior nasal haemorrhage by packing and/or cauterisation
ENT,2122015,EUSTACHIAN TUBE FUNCTION,157.5,165,,Service,,Gross,yes,93.0,Portal ENT,96054-00-01,"Eustachian tube dysfunction test, unilateral"
ENT,2122016,FINE NEEDLE ASPIRATION CYTOLOGY / ENT,446.25,467.50000000000006,,Service,,Gross,yes,93.0,Portal ENT,73200-02-50,"Evaluation of fna, cytopathology; immediate cytohistologic study to determine adequacy for dx, first evaluation episode, each site"
ENT,2122017,FLEXIBLE ENDOSCOPY + PRINT,525,550,,Service,,Gross,yes,93.0,Portal ENT,36812-00-00,Cystoscopy
ENT,2122018,FLEXIBLE ENDOSCOPY + STROBOSCOPY ,787.5,825.0000000000001,,Service,,Gross,yes,93.0,Portal ENT,41849-00-00,Laryngoscopy
ENT,2122019,FLEXIBLE OESOPHOAGOSCOPY,1312.5,1375,,Service,,Gross,yes,93.0,Portal ENT,30473-03-00,Oesophagoscopy
ENT,2122020,FOREIGN BODY REMOVAL - NOSE / EAR,105,110.00000000000001,,Service,,Gross,yes,93.0,Portal ENT,41659-00-00,Removal of intranasal foreign body
ENT,2122021,FOREIGN BODY REMOVAL L.A. (THROAT),315,330,,Service,,Gross,yes,93.0,Portal ENT,30061-01-00,Removal of foreign body from pharynx without incision
ENT,2122022,FREXIBLE NASAL ENDOSCOPY,210,220.00000000000003,,Service,,Gross,yes,93.0,Portal ENT,41764-00-00,Nasendoscopy
GENERAL,3112106,INCISION & DRAINAGE OF SMALL ABSCESS,262.5,275,,Service,,Gross,yes,62.0,Portal Hospital Services,30223-01-00,Incision and drainage of abscess of skin and subcutaneous tissue
ENT,2122024,INCISION AND DRAINAGE ,262.5,275,,Service,,Gross,yes,93.0,Portal ENT,30223-02-00,Other incision and drainage of skin and subcutaneous tissue
ENT,2122025,INTRA TYMPANIC STEROID INJECTION (ITSI),2625,2750,,Service,,Gross,yes,93.0,Portal ENT,96205-03-00,"Other administration of pharmacological agent, steroid"
ENT,2122026,LARYNGO-BRONOSCOPY/DIAGNOSTIC,735,770.0000000000001,,Service,,Gross,yes,93.0,Portal ENT,41849-00-00,Laryngoscopy
ENT,2122027,LARYNGO-BRONOSCOPY/DIAGNOSTIC + BIOPSY,1050,1100,,Service,,Gross,yes,93.0,Portal ENT,41849-00-00,Laryngoscopy
ENT,2122028,LARYNGO-BRONOSCOPY/DIAGNOSTIC + FILM,892.5,935.0000000000001,,Service,,Gross,yes,93.0,Portal ENT,41849-00-00,Laryngoscopy
,FMDNTS0025,Incision & Drainage Intra-Oral Abscess (Children),200,210,,,,Gross,yes,51.0,Portal Dental,96215-00-10,
ENT,2122030,MYRINGOTOMY & GROMMET - OPD,630,660,,Service,,Gross,yes,93.0,Portal ENT,41632-00-00,"Myringotomy with insertion of tube, unilateral"
ENT,2122031,MYRINGOTOMY (LOCAL),262.5,275,,Service,,Gross,yes,93.0,Portal ENT,41626-00-00,"Myringotomy, unilateral"
ENT,2122032,NASAL IRRIGATION DEVICE,1575,1650.0000000000002,,Service,,Gross,yes,93.0,Portal ENT,83700-00-00,Unlisted services yet to be defined.
ENT,2122033,NOSE/SINUS WASH,52.5,55.00000000000001,,Service,,Gross,yes,93.0,Portal ENT,41704-00-00,Aspiration and lavage of nasal sinus through natural ostium
ENT,2122034,OTO ACOUSTIC EMISSION OAE,525,550,,Service,,Gross,yes,93.0,Portal ENT,11332-00-00,Click evoked otoacoustic emissions evaluation
ENT,2122035,OTOCOUSTIC EMISSION,315,330,,Service,,Gross,yes,93.0,Portal ENT,11332-00-00,Click evoked otoacoustic emissions evaluation
ENT,2122036,POST OPERATIVE FOLLOW UP ENDOSCOPY,210,220.00000000000003,,Service,,Gross,yes,93.0,Portal ENT,83700-00-00,Unlisted services yet to be defined.
ENT,2122037,POSTERIOR NASAL PACK (L.A.),787.5,825.0000000000001,,Service,,Gross,yes,93.0,Portal ENT,41656-00-00,Arrest of posterior nasal haemorrhage by packing and/or cauterisation
ENT,2122038,PURE TONE AUDIOMETRY,105,110.00000000000001,,Service,,Gross,yes,93.0,Portal ENT,11306-00-00,Other audiometry
ENT,2122039,PURE TONE AUDIOMETRY (AIR & BONE),315,330,,Service,,Gross,yes,93.0,Portal ENT,11312-00-00,"Air and bone conduction audiometry, standard technique"
ENT,2122040,PURE TONE AUDIOMETRY (AIR & BONE) / FOLLOW UP ,157.5,165,,Service,,Gross,yes,93.0,Portal ENT,11312-00-00,"Air and bone conduction audiometry, standard technique"
ENT,2122041,PURE TONE AUDIOMETRY + SPEECH,315,330,,Service,,Gross,yes,93.0,Portal ENT,11315-01-00,Speech discrimination test
ENT,2122042,REPEATED EAR DRESSING FOR OTITIS EXTERNA EACH,78.75,82.5,,Service,,Gross,yes,93.0,Portal ENT,30055-00-00,Dressing of wound
ENT,2122043,RIGID ENDOSCOPY + PRINT,367.5,385.00000000000006,,Service,,Gross,yes,93.0,Portal ENT,36803-00-00,Ureteroscopy
ENT,2122044,RIGID ENDOSCOPY + STROBOSCOPY,630,660,,Service,,Gross,yes,93.0,Portal ENT,41849-00-00,Laryngoscopy
ENT,2122045,RIGID NASAL ENDOSCOPY,210,220.00000000000003,,Service,,Gross,yes,93.0,Portal ENT,41764-00-00,Nasendoscopy
ENT,2122046,SCREENING AUDIOMETRY,105,110.00000000000001,,Service,,Gross,yes,93.0,Portal ENT,11306-00-00,Other audiometry
ENT,2122047,SINSUS PUNCTURE,262.5,275,,Service,,Gross,yes,93.0,Portal ENT,41701-00-00,Aspiration and lavage of nasal sinus by puncture
ENT,2122048,SINUS ENDOSCOPY  (ONE TIME) / FOLLOW UP ,105,110.00000000000001,,Service,,Gross,yes,93.0,Portal ENT,41764-01-00,Sinoscopy
ENT,2122049,SOMNOPLASTY PALATE - CLINIC,3675,3850.0000000000005,,Service,,Gross,yes,93.0,Portal ENT,99999-99-99,Unlisted Procedure
ENT,2122050,SOMNOPLASTY PALATE - SECOND,2625,2750,,Service,,Gross,yes,93.0,Portal ENT,99999-99-99,Unlisted Procedure
ENT,2122051,SOMNOPLASTY TOUNGE - CLINIC (1ST STAGE),6825,7150.000000000001,,Service,,Gross,yes,93.0,Portal ENT,99999-99-99,Unlisted Procedure
ENT,2122052,SOMNOPLASTY TOUNGE - CLINIC (2ND STAGE),3150,3300.0000000000005,,Service,,Gross,yes,93.0,Portal ENT,99999-99-99,Unlisted Procedure
ENT,2122053,STRENGER TEST,157.5,165,,Service,,Gross,yes,93.0,Portal ENT,11306-00-00,Other audiometry
ENT,2122054,SUCTION CLEARANCE,52.5,55.00000000000001,,Service,,Gross,yes,93.0,Portal ENT,99999-99-99,Unlisted Procedure
ENT,2122055,TONE DECAY TEST,157.5,165,,Service,,Gross,yes,93.0,Portal ENT,96053-00-01,"Acoustic reflex decay, unilateral"
ENT,2122056,TYMPANOMETRY,105,110.00000000000001,,Service,,Gross,yes,93.0,Portal ENT,11324-00-01,"Tympanometry using standard probe tone, unilateral"
ENT,2122057,TYMPANOMETRY / FOLLOW UP ,157.5,165,,Service,,Gross,yes,93.0,Portal ENT,11306-00-00,Other audiometry
ENT,2122058,TYMPANOMETRY + ACUASTIC REFLEXES,315,330,,Service,,Gross,yes,93.0,Portal ENT,96052-00-01,"Acoustic reflex threshold, unilateral"
ENT,2122059,VESTIBLUAR TEST BATERY,7350,7700.000000000001,,Service,,Gross,yes,93.0,Portal ENT,96064-00-00,Other vestibular function tests
ORTHOPAEDIC ,6113038,REDIVAC DRAIN,194.25,203.50000000000003,,Service,,Gross,yes,85.0,Portal Medical Procedures,83700-00-00,Unlisted services yet to be defined.
ENT,2122061,VESTIBULAR POSITIONING TEST,630,660,,Service,,Gross,yes,93.0,Portal ENT,96064-00-11,"Canalith repositioning procedure, unilateral"
ENT,2122062,VESTIBULAR REHABILATION,52.5,55.00000000000001,,Service,,Gross,yes,93.0,Portal ENT,96064-00-20,Posturography
ENT,2122063,VIDEO RHINOSCOPY ,630,660,,Service,,Gross,yes,93.0,Portal ENT,96064-00-20,Posturography
ENT,2122064,VIDEO LARYNGOSCOPY,630,660,,Service,,Gross,yes,93.0,Portal ENT,41849-00-00,Laryngoscopy
ENT,2122065,VEDIO NYSTAGMOGRAPHY (VNG),1575,1650.0000000000002,,Service,,Gross,yes,93.0,Portal ENT,11339-00-00,Electronystagmography [ENG]
DERMATOLOGY ,3182001,ELECTRIC CAUTERY UP TO 3 WARTS,262.5,275,,Service,,Gross,yes,94.0,Portal Dermatology,30189-00-00,"Removal of molluscum contagiosum, 1 to 14"
DERMATOLOGY ,3182002,ELECTRIC CAUTERY UP TO 5 WARTS,525,550,,Service,,Gross,yes,94.0,Portal Dermatology,30189-00-00,"Removal of molluscum contagiosum, 1 to 14"
DERMATOLOGY ,3182003,EXCISION OF SKIN FOR BIOPSY,183.75,192.50000000000003,,Service,,Gross,yes,94.0,Portal Dermatology,31205-00-20,"Excision of lesion of skin and subcutaneous tissue of other site, medium"
DERMATOLOGY ,3182004,EXCISION OF MOLE FOR BIOPSY,892.5,935.0000000000001,,Service,,Gross,yes,94.0,Portal Dermatology,31205-00-20,"Excision of lesion of skin and subcutaneous tissue of other site, medium"
DERMATOLOGY ,3182005,PUVA THERAPY FOR 1 SESSION,89.25,93.50000000000001,,Service,,Gross,yes,94.0,Portal Dermatology,14050-00-00,Psoralens and ultraviolet A therapy of other site
DERMATOLOGY ,3182006,INTRA LESIONAL INJECTION,89.25,93.50000000000001,,Service,,Gross,yes,94.0,Portal Dermatology,30207-00-00,Administration of agent into skin lesion
DERMATOLOGY ,3182007,CHEMOSURGERY,89.25,93.50000000000001,,Service,,Gross,yes,94.0,Portal Dermatology,31000-00-00,Microscopically controlled serial excision of lesion of skin
DERMATOLOGY ,3182008,ALLERGY SIGN TEST,273,286,,Service,,Gross,yes,94.0,Portal Dermatology,12000-00-00,Skin sensitivity testing using <= 20 allergens
DERMATOLOGY ,3182009,LOCAL INJECTION ,89.25,93.50000000000001,,Service,,Gross,yes,94.0,Portal Dermatology,90660-00-00,Administration of agent into skin and subcutaneous tissue
DERMATOLOGY ,3182010,NITROGEN LIQUID ,183.75,192.50000000000003,,Service,,Gross,yes,94.0,Portal Dermatology,99999-99-99,Unlisted Procedure
DERMATOLOGY ,3182011,SKIN PRICK TEST,341.25,357.50000000000006,,Service,,Gross,yes,94.0,Portal Dermatology,73100-18-40,Histoplasmosis skin test (intradermal and the prick)
DERMATOLOGY ,3182012,PEELING (PER SESSION),945,990.0000000000001,,Service,,Gross,yes,94.0,Portal Dermatology,45019-00-00,Full face chemical peel
DERMATOLOGY ,3182013,ELECTROLYSIS (PER SESSION),945,990.0000000000001,,Service,,Gross,yes,94.0,Portal Dermatology,99999-99-99,Unlisted Procedure
DERMATOLOGY ,3182014,SKIN PATCH,682.5,715.0000000000001,,Service,,Gross,yes,94.0,Portal Dermatology,73100-18-20,Skin patch test ( epicutanous allergy skin test
DERMATOLOGY ,3182015,BLEECHING (PER SESSION),945,990.0000000000001,,Service,,Gross,yes,94.0,Portal Dermatology,99999-99-99,Unlisted Procedure
DERMATOLOGY ,3182016,INTRA CORPORAL INJECTION,210,220.00000000000003,,Service,,Gross,yes,94.0,Portal Dermatology,37415-00-00,Administration of agent into penis
DERMATOLOGY ,3182017,DERMOGET,210,220.00000000000003,,Service,,Gross,yes,94.0,Portal Dermatology,96200-03-00,"Subcutaneous administration of pharmacological agent, steroid"
DERMATOLOGY ,3182018,MICROPIGMENTATION (PER SESSION),945,990.0000000000001,,Service,,Gross,yes,94.0,Portal Dermatology,90095-00-01,"Reconstruction of eyelid with hair follicle graft, unilateral"
DERMATOLOGY ,3182019,ACNE SURGERY (PER SESSION),682.5,715.0000000000001,,Service,,Gross,yes,94.0,Portal Dermatology,90676-00-00,Other procedures on skin and subcutaneous tissue
DERMATOLOGY ,3182020,DERM ABRESSION,1365,1430.0000000000002,,Service,,Gross,yes,94.0,Portal Dermatology,45021-01-00,Abrasive therapy to other site
DERMATOLOGY ,3182021,URETHRAL IRRIGATION,210,220.00000000000003,,Service,,Gross,yes,94.0,Portal Dermatology,92101-00-00,Irrigation of other indwelling urinary catheter
DERMATOLOGY ,3182022,TESTICULAR BIOPSY ,1365,1430.0000000000002,,Service,,Gross,yes,94.0,Portal Dermatology,30644-04-00,"Testicular biopsy, unilateral"
DERMATOLOGY ,3182023,TESTICULAR PUNCTURE,1365,1430.0000000000002,,Service,,Gross,yes,94.0,Portal Dermatology,37604-06-01,"Incision of testis, unilateral"
DERMATOLOGY ,3182024,NARROW BAND NB-UVB,105,110.00000000000001,,Service,,Gross,yes,94.0,Portal Dermatology,14050-02-00,Narrow band ultraviolet B therapy of other site
DERMATOLOGY ,3182025,REMOVAL OF SKIN TAG 1 TO 3,210,220.00000000000003,,Service,,Gross,yes,94.0,Portal Dermatology,31205-00-10,"Excision of lesion of skin and subcutaneous tissue of other site, small"
DERMATOLOGY ,3182026,REMOVAL OF SKIN TAG 4 TO 10,420,440.00000000000006,,Service,,Gross,yes,94.0,Portal Dermatology,31205-00-10,"Excision of lesion of skin and subcutaneous tissue of other site, small"
DERMATOLOGY ,3182027,REMOVAL OF SKIN TAG MORE THAN 10,682.5,715.0000000000001,,Service,,Gross,yes,94.0,Portal Dermatology,31205-00-10,"Excision of lesion of skin and subcutaneous tissue of other site, small"
DERMATOLOGY ,3182028,REMOVAL OF EPIDERMAL CYST,630,660,,Service,,Gross,yes,94.0,Portal Dermatology,31205-00-20,"Excision of lesion of skin and subcutaneous tissue of other site, medium"
DERMATOLOGY ,3182029,REMOVAL OF PIOGENIC GRANULOMA,1365,1430.0000000000002,,Service,,Gross,yes,94.0,Portal Dermatology,31205-00-20,"Excision of lesion of skin and subcutaneous tissue of other site, medium"
DERMATOLOGY ,3182030,EXCISION OF MUCOCELE,1050,1100,,Service,,Gross,yes,94.0,Portal Dermatology,90138-00-00,Excision of lesion of salivary gland
DERMATOLOGY ,3182031,REMOVAL OF MYXOID CYST,1050,1100,,Service,,Gross,yes,94.0,Portal Dermatology,31350-00-01,"Excision of lesion of soft tissue, not elsewhere classified, unilateral"
DERMATOLOGY ,3182032,SUTURING WITH SKIN BIOPSY,682.5,715.0000000000001,,Service,,Gross,yes,94.0,Portal Dermatology,30026-00-10,"Repair of wound of skin and subcutaneous tissue of other site, superficial, small"
DERMATOLOGY ,3182033,THREAD NON-SURGICAL LIFT,1575,1650.0000000000002,,Service,,Gross,yes,94.0,Portal Dermatology,90676-00-00,Other procedures on skin and subcutaneous tissue
DERMATOLOGY,9141014,PUVA PER SESSION,84,88,,Service,,Gross,yes,94.0,Portal Dermatology,14050-01-00,Ultraviolet B therapy of other site
DERMATOLOGY,9141019,CRYO CAUTERY - FEW LESION,157.5,165,,Service,,Gross,yes,94.0,Portal Dermatology,30192-00-10,"Other destruction of lesion of skin, 1 to 14 lesions"
DERMATOLOGY,9141020,CRYO CAUTERY - MULTIPLE LESION,315,330,,Service,,Gross,yes,94.0,Portal Dermatology,30192-00-10,"Other destruction of lesion of skin, 1 to 14 lesions"
DERMATOLOGY,9141021,ELECTROLYSIS PER SESSION,525,550,,Service,,Gross,yes,94.0,Portal Dermatology,99999-99-99,Unlisted Procedure
DERMATOLOGY,9141022,ELECTRO CAUTERY - FEW LESION,157.5,165,,Service,,Gross,yes,94.0,Portal Dermatology,30192-00-10,"Other destruction of lesion of skin, 1 to 14 lesions"
DERMATOLOGY,9141023,ELECTRO CAUTERY - MULTIPLE LESION,315,330,,Service,,Gross,yes,94.0,Portal Dermatology,30192-00-10,"Other destruction of lesion of skin, 1 to 14 lesions"
DERMATOLOGY,9141031,PATCH TEST,525,550,,Service,,Gross,yes,94.0,Portal Dermatology,73100-18-20,Skin patch test ( epicutanous allergy skin test
DERMATOLOGY,9141050,VAGINAL REJUVENATION,3150,3300.0000000000005,,Service,,Gross,yes,94.0,Portal Dermatology,90438-00-00,Other procedures on vagina
DERMATOLOGY,9144015,I.M. INJECTION,26.25,27.500000000000004,,Service,,Gross,yes,94.0,Portal Dermatology,96197-19-00,"Intramuscular administration of pharmacological agent, other and unspecified pharmacological agent"
DERMATOLOGY,9144017,KENACART INJECTION,157.5,165,,Service,,Gross,yes,94.0,Portal Dermatology,96206-03-00,"Unspecified administration of pharmacological agent, steroid"
