Service Code,Service Description,Service Category Description,Nphies Code,Nphies Description,Service Price Up to 2024,Service Price as of 2025,Service Discount,Service Category Code,additional date
8015040,PRESBYOPIC LASIK ( TWO EYES )  ,Portal Package Deals,90064-01-01,"Refractive keratoplasty, unilateral",7009.0,7359.450000000001,10.0,88.0,
7121503,PRESEPSIN,Portal Laboratory,73050-40-00,Culture & sensitivity blood,350.0,367.5,20.0,31.0,
3171027,PRESSURE RELIEVING MATRESS,Portal Medical Procedures,83700-00-00,Unlisted services yet to be defined.,350.0,367.5,20.0,85.0,
2152029,PRESSURIZED OR NONPRESSURIZED INHALATION TREATMENT FOR ACUTE AIRWAY OBSTRUCTION / SMALL VOLUME NEBULIZER / MDI ,Portal Medical Procedures,92043-00-00,Respiratory medication administered by nebuliser,69.0,72.45,20.0,85.0,
2192028,PRETERM LABOR TEST (PARTO SURE),Portal OBSTETRICS/GYNAECOLOGY,73400-05-10,Unlisted reproductive medicine laboratory procedure,400.0,420.0,20.0,96.0,
4112039,PREVENAR VACCINE,Portal Vaccination,92165-00-00,Vaccination against pneumococcus,585.0,614.25,5.0,92.0,
7121504,PRICKLE CELL DESMOSMES ABS,Portal Laboratory,73200-08-80,Antibody identification using immunofluorescence stain,230.0,241.5,20.0,31.0,
8015041,PRK WITH MKM (DISK FLAP)  ,Portal Package Deals,90063-00-01,"Photorefractive keratoplasty [PRK], unilateral",7929.0,8325.45,10.0,88.0,
7121505,PRO INSULIN INTACT,Portal Laboratory,73050-31-50,Measurement of (Quantitative) proinsulin,320.0,336.0,20.0,31.0,
8112087,PROBING & SYRNING OF NASO LACRIMAL DUCT / BILATERAL ,Portal Medical Procedures,42615-01-00,"Probing of lacrimal passages, bilateral",500.0,525.0,20.0,85.0,
8112088,PROBING OF NASO LACRIMAL DUCT,Portal Medical Procedures,42614-01-00,"Probing of lacrimal passages, unilateral",250.0,262.5,20.0,85.0,
8013012,PROBING WITH SYRINGING U.G.A. (BOTH EYES),Portal Package Deals,42614-01-00,"Probing of lacrimal passages, unilateral",3939.0,4135.95,10.0,88.0,
8013013,PROBING WITH SYRINGING U.G.A. (ONE EYE),Portal Package Deals,42614-01-00,"Probing of lacrimal passages, unilateral",2295.0,2409.75,10.0,88.0,
7125018,PROCALICTONIN,Portal Laboratory,73050-29-80,Measurement of Procalcitonin  (PCT),200.0,210.0,20.0,31.0,
9031153,PROCEDURE REPORT AMD IMAGES PER EXAM ON CD,Portal Package Deals,99999-99-92,Unlisted Imaging Code,50.0,52.5,10.0,88.0,
2015047,PROCTO COLECTOMY WITH ILEAL POUCH ANAL ANASTOMOSIS,Portal Package Deals,32051-00-00,Total proctocolectomy with ileo-anal anastomosis,44500.0,46725.0,10.0,88.0,
2015048,PROCTOCOLECTOMY /  / LAPAROSCOPIC / COMPLICATED,Portal Package Deals,32051-00-00,Total proctocolectomy with ileo-anal anastomosis,32400.0,34020.0,10.0,88.0,
2015033,PROCTOPEXY WITH RESECTION / LAPARASCOPIC ,Portal Package Deals,32117-00-00,Abdominal rectopexy,21250.0,22312.5,10.0,88.0,
2015034,PROCTOPEXY WITHOUT RESECTION LAPARASCOPIC ,Portal Package Deals,32117-00-00,Abdominal rectopexy,17600.0,18480.0,10.0,88.0,
FMGEN0002,PROCTOPLASTY FOR PROLAPSE OF MUCOUS MEMBRANE & LIGATION OF INTERNAL HEMORRHOIDS BY THD STAGE (234),Portal Package Deals,32135-00-00,Rubber band ligation of haemorrhoids,10000.0,10500.0,10.0,88.0,
2172037,PROCTOSCOPY,Portal Medical Procedures,32171-00-00,Anorectal examination,175.0,183.75,20.0,85.0,
7121506,PROGESTERONE,Portal Laboratory,73050-29-70,"Measurement of Progesterone, serum",200.0,210.0,20.0,31.0,
7129089,PROGESTERONE RECEPTOR (PR),Portal Laboratory,73050-32-10,Progesterone (reproductive Hormone) receptor analysis,450.0,472.5,20.0,31.0,
7121508,PROLACTIN,Portal Laboratory,73000-02-10,"Combined rapid anterior pituitary evaluation Panel, includes adrenocorticotropic Hormone  x 4, luteinizing Hormone  x 4, follicle stimulating Hormone  x 4, prolactin x 4, human growth Hormone  x 4, cortisol  x 4 and thyroid stimulating Hormone  x 4",575.0,603.75,20.0,31.0,
1013001,PROMINANT EAR SURGERY,Portal Package Deals,45659-00-01,"Correction of bat ear, unilateral",11615.0,12195.75,10.0,88.0,
9031154,PROSTATE ARTERY EMBOLIZATION (PAE),Portal Package Deals,35321-10-00,Transcatheter embolisation of other blood vessels,36000.0,37800.0,10.0,88.0,
FMLAB-1222,prostate cancer familial (NGS) genes: ATM BRCA1 BRCA2 CHEK2 HOXB13 MLH1 MSH2 MSH6 PMS2 PALB2 TP53,Portal Laboratory,73350-05-50,"Genome  sequence analysis ( eg, unexplained constitutional or heritable disorder or syndrome)",4200.0,4410.0,20.0,31.0,
7129090,PROSTATE SPECIFIC ANTIGEN,Portal Laboratory,73050-30-10,Measurement of Prostate specific antigen,575.0,603.75,20.0,31.0,
5013032,PROSTATIC ABSCESS DRAINAGE,Portal Package Deals,37212-01-00,Drainage of abscess of prostate,11615.0,12195.75,10.0,88.0,
7121510,PROSTATIC ACID PHOSPHATASE,Portal Laboratory,73000-00-40,"Comprehensive metabolic Panel [ albumin, bilirubin, total, calcium total, carbon dioxide (bicarbonate), chloride, creatinine, glucose, phosphatase, alkaline, potassium, Protein total, sodium transferase, alanine amino (ALT) (SGPT), transferase, aspartate amino (AST) (SGOT), Urea nitrogen (BUN) ]",450.0,472.5,20.0,31.0,
9031155,PROSTATIC ARTERY EMBOLIZATION,Portal Package Deals,35321-06-00,"Transcatheter embolisation of blood vessels, pelvis",33480.0,35154.0,10.0,88.0,
4051035,PROSTHETIC VALVE ENDOCARDITIS – VALVE REPLACEMENT EXCLUDING VALVE,Portal Package Deals,38493-00-00,Operative management of acute infective endocarditis during heart valve procedure,75650.0,79432.5,10.0,88.0,
P16PROTE1+,PROTECTOR COLLAR -ALL SIZE (FIRST) .,Portal Medical Supplies,,,36.9231,38.769255,20.0,67.0,
7124005,PROTEIN  24 HOURS URINE,Portal Laboratory,73050-30-50,"Measurement of Protein, total, urine, 24 hours",170.0,178.5,20.0,31.0,
7124004,PROTEIN  URINE,Portal Laboratory,73050-30-40,Measurement of Protein total,35.0,36.75,20.0,31.0,
7121511,PROTEIN A AND LEUCOCYTE,Portal Laboratory,73050-30-40,Measurement of Protein total,490.0,514.5,20.0,31.0,
7121512,PROTEIN C (ANTIGEN & ACTIVITY),Portal Laboratory,73050-30-40,Measurement of Protein total,1285.0,1349.25,20.0,31.0,
7121513,PROTEIN C ACTIVITY,Portal Laboratory,73050-30-40,Measurement of Protein total,650.0,682.5,20.0,31.0,
7126002,PROTEIN ELECTROPHORESIS (SERUM  CSF  URINE),Portal Laboratory,73050-31-00,Fractionation and measurement of Protein in concentrated body fluid using electrophoresis,250.0,262.5,20.0,31.0,
7121514,PROTEIN S (TOTAL FREE & ACTIVITY),Portal Laboratory,73100-04-30,Protein s (clotting inhibitor) level,2000.0,2100.0,20.0,31.0,
7121515,PROTEIN S ACTIVITY,Portal Laboratory,73100-04-30,Protein s (clotting inhibitor) level,650.0,682.5,20.0,31.0,
7121516,PROTEIN TOTAL,Portal Laboratory,73100-04-30,Protein s (clotting inhibitor) level,150.0,157.5,20.0,31.0,
7121517,PROTHROMBIN MUTATION ,Portal Laboratory,73100-08-60,"Prothrombin time; substitution, plasma fractions, each",920.0,966.0,20.0,31.0,
7122028,PROTHROMBINE TIME (PT),Portal Laboratory,73100-08-60,"Prothrombin time; substitution, plasma fractions, each",100.0,105.0,20.0,31.0,
6024021,PROXIMAL FEMORAL ROTATIONAL OSTEOTOMY ,Portal Package Deals,48424-01-00,Osteotomy of proximal femur,36000.0,37800.0,10.0,88.0,
6024022,PROXIMAL FEMORAL VARUS OSTEOTOMY WITH BLADE PLATE ,Portal Package Deals,48427-01-00,Osteotomy of proximal femur with internal fixation,36000.0,37800.0,10.0,88.0,
6023016,PROXIMAL HAMSTRING TENOTOMY ,Portal Package Deals,47963-00-01,"Open tenotomy, not elsewhere classified, unilateral",10560.0,11088.0,10.0,88.0,
6023017,PROXIMAL METATARSAL OSTEOTOMY AND BUNIONECTOMY,Portal Package Deals,49833-00-00,"Correction of hallux valgus by osteotomy of first metatarsal, unilateral",10560.0,11088.0,10.0,88.0,
6024023,PROXIMAL PATELLAR REALIGNMENT ,Portal Package Deals,49503-01-01,"Patellofemoral stabilisation, unilateral",13200.0,13860.0,10.0,88.0,
6024024,PROXIMAL TIBIAL AND FIBULAR EPIPHYSIODESIS WITH PHEMISTER TECHNIQUE ,Portal Package Deals,48503-00-01,"Epiphysiodesis of tibia and fibula, unilateral",25883.0,27177.15,10.0,88.0,
7121518,PSAP (PROSTATIC ACID PHOSPHATASE),Portal Laboratory,73050-27-50,"Measurement of (Quantitative) phosphatase, Acid, prostatic",575.0,603.75,20.0,31.0,
6128079,PSEUDO GOLD CROWN OR IN-LAY IN DENTURE,Portal Dental,97734-00-00,"Overlay, per tooth",525.0,551.25,20.0,51.0,
7121519,PSEUDOCHOLINESTERASE,Portal Laboratory,73050-39-70,Chemistry tests unlisted,120.0,126.0,20.0,31.0,
FMHC-0006,4 Home Visit - Specialist (Transportation + Consultation + Nursing + providing service),Portal Medical Procedures,83620-00-60,Home Assessment  for diagnosis  treatment  and counselling of a new or established patient by Specialist,1760.0,1848.0,0.0,85.0,
1112048,PSYCHIATRIC FOLLOW-UP (WITHIN 7 DAYS),Portal Professional Fees,83600-00-40,Secondary follow up treatment with the same condition within the mandated timelines for specialist,0.0,0.0,0.0,11.0,
1112049,PSYCHO THERAPY (PER SESSION),Portal Professional Fees,83600-01-70,"Assessment by Licensed Psychiatrist for an adult (age, 18 and above)",150.0,190.0,0.0,11.0,
2162001,PSYCHOLOGICAL ASSESSMENT- CATEGORY 1 - I.Q. - ADULT / CHILD,Portal Medical Procedures,96238-00-00,Cognitive and/or behavioural assessment,550.0,577.5,20.0,85.0,
2162005,PSYCHOLOGICAL ASSESSMENT- CATEGORY 2 - ANXIETY,Portal Medical Procedures,96236-00-00,Initial mental health assessment,275.0,288.75,20.0,85.0,
2162004,PSYCHOLOGICAL ASSESSMENT- CATEGORY 2 - DEPRESSION,Portal Medical Procedures,96236-00-00,Initial mental health assessment,275.0,288.75,20.0,85.0,
2162006,PSYCHOLOGICAL ASSESSMENT- CATEGORY 2 - OCD,Portal Medical Procedures,96236-00-00,Initial mental health assessment,275.0,288.75,20.0,85.0,
2162002,PSYCHOLOGICAL ASSESSMENT- CATEGORY 2 - ORGANICITY,Portal Medical Procedures,96238-00-00,Cognitive and/or behavioural assessment,275.0,288.75,20.0,85.0,
2162007,PSYCHOLOGICAL ASSESSMENT- CATEGORY 2 - PANIC & PHOBIA,Portal Medical Procedures,96236-00-00,Initial mental health assessment,275.0,288.75,20.0,85.0,
2162008,PSYCHOLOGICAL ASSESSMENT- CATEGORY 2 - PERSONALITY,Portal Medical Procedures,96236-00-00,Initial mental health assessment,275.0,288.75,20.0,85.0,
2162003,PSYCHOLOGICAL ASSESSMENT- CATEGORY 2 - SCHIZOPHRENIA,Portal Medical Procedures,96236-00-00,Initial mental health assessment,275.0,288.75,20.0,85.0,
2162012,PSYCHOLOGICAL ASSESSMENT- CATEGORY 3 - OTHER SCALES,Portal Medical Procedures,96236-00-00,Initial mental health assessment,200.0,210.0,20.0,85.0,
2162009,PSYCHOLOGICAL ASSESSMENT- CATEGORY 3 - PSYCHOSOCIAL ,Portal Medical Procedures,96236-00-00,Initial mental health assessment,200.0,210.0,20.0,85.0,
2162011,PSYCHOLOGICAL ASSESSMENT- CATEGORY 3 - SELF SATISFACTION,Portal Medical Procedures,96236-00-00,Initial mental health assessment,200.0,210.0,20.0,85.0,
2162010,PSYCHOLOGICAL ASSESSMENT- CATEGORY 3 - SLEEP,Portal Medical Procedures,96236-00-00,Initial mental health assessment,200.0,210.0,20.0,85.0,
2162014,PSYCHOTHERAPY (BEHAVIOUR) PER SESSION,Portal Medical Procedures,96101-00-00,Cognitive and/or behavioural therapy [CBT],175.0,183.75,20.0,85.0,
2162016,PSYCHOTHERAPY (COGNITIVE) PER SESSION,Portal Medical Procedures,96238-00-00,Cognitive and/or behavioural assessment,175.0,183.75,20.0,85.0,
2162017,PSYCHOTHERAPY (COUPLE) PER SESSION,Portal Medical Procedures,96178-00-00,Couples therapy,175.0,183.75,20.0,85.0,
2162015,PSYCHOTHERAPY (SPEECH) PER SESSION,Portal Medical Procedures,96180-00-00,Other psychotherapies or psychosocial therapies,175.0,183.75,20.0,85.0,
2162013,PSYCHOTHERAPY BRIEF PER SESSION,Portal Medical Procedures,96236-00-00,Initial mental health assessment,175.0,183.75,20.0,85.0,
4021006,PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY AGIOPLASTY) – SV WITH STENT  (IMPLANT NOT INCLUDED),Portal Package Deals,38306-00-00,Percutaneous insertion of 1 transluminal stent into single coronary artery,30600.0,32130.0,10.0,88.0,
4021007,PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – DV ,Portal Package Deals,38300-00-00,Percutaneous transluminal balloon angioplasty of 1 coronary artery,26520.0,27846.0,10.0,88.0,
4021008,PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – DV WITH 2 STENT   (PRICE IS  WITHOUT STENT,Portal Package Deals,38306-01-00,Percutaneous insertion of >= 2 transluminal stents into single coronary artery,40800.0,42840.0,10.0,88.0,
4021009,PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – DV WITH 3 STENT  (IMPLANT NOT INCLUDED),Portal Package Deals,38306-02-00,Percutaneous insertion of >= 2 transluminal stents into multiple coronary arteries,40800.0,42840.0,10.0,88.0,
4021010,PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – DV WITH 4 STENTS  ,Portal Package Deals,38306-02-00,Percutaneous insertion of >= 2 transluminal stents into multiple coronary arteries,53400.0,56070.0,10.0,88.0,
4021011,PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – DV WITH 5 STENTS  (IMPLANT NOT INCLUDED),Portal Package Deals,38306-01-00,Percutaneous insertion of >= 2 transluminal stents into single coronary artery,57850.0,60742.5,10.0,88.0,
4021012,PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – DV WITH STENT  (IMPLANT NOT INCLUDED),Portal Package Deals,38306-00-00,Percutaneous insertion of 1 transluminal stent into single coronary artery,40000.0,42000.0,10.0,88.0,
4021013,PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – SV,Portal Package Deals,38300-00-00,Percutaneous transluminal balloon angioplasty of 1 coronary artery,18870.0,19813.5,10.0,88.0,
4021014,PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – SV WITH 2 STENT  (IMPLANT NOT INCLUDED),Portal Package Deals,38306-01-00,Percutaneous insertion of >= 2 transluminal stents into single coronary artery,30600.0,32130.0,10.0,88.0,
4021015,PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – SV WITH 3 STENT  (IMPLANT NOT INCLUDED),Portal Package Deals,38306-01-00,Percutaneous insertion of >= 2 transluminal stents into single coronary artery,30600.0,32130.0,10.0,88.0,
4021016,PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – SV WITH 4 STENTS  (IMPLANT NOT INCLUDED),Portal Package Deals,38306-01-00,Percutaneous insertion of >= 2 transluminal stents into single coronary artery,47170.0,49528.5,10.0,88.0,
4021017,PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV,Portal Package Deals,38303-00-00,Percutaneous transluminal balloon angioplasty of >= 2 coronary arteries,29580.0,31059.0,10.0,88.0,
4021018,PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV WITH 2 STENT  (IMPLANT NOT INCLUDED),Portal Package Deals,38306-02-00,Percutaneous insertion of >= 2 transluminal stents into multiple coronary arteries,50730.0,53266.5,10.0,88.0,
4021019,PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV WITH 3 STENT  (IMPLANT NOT INCLUDED),Portal Package Deals,38306-01-00,Percutaneous insertion of >= 2 transluminal stents into single coronary artery,56070.0,58873.5,10.0,88.0,
4021020,PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV WITH 4 STENTS  (IMPLANT NOT INCLUDED),Portal Package Deals,38306-01-00,Percutaneous insertion of >= 2 transluminal stents into single coronary artery,60520.0,63546.0,10.0,88.0,
4021021,PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV WITH 5 STENTS  (IMPLANT NOT INCLUDED),Portal Package Deals,38306-02-00,Percutaneous insertion of >= 2 transluminal stents into multiple coronary arteries,64970.0,68218.5,10.0,88.0,
4021022,PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV WITH STENT  (IMPLANT NOT INCLUDED) ,Portal Package Deals,38306-02-00,Percutaneous insertion of >= 2 transluminal stents into multiple coronary arteries,46280.0,48594.0,10.0,88.0,
4021023,PTCA SINGLE VESSEL WITH DRUG ELUTING BALLOON   EXCLUDING THE PRICE OF THE DRUG ELUTING BALLOON,Portal Package Deals,38306-00-00,Percutaneous insertion of 1 transluminal stent into single coronary artery,25500.0,26775.0,10.0,88.0,
7121520,PTEN,Portal Laboratory,73350-05-80,"Hereditary breast cancer-related disorders  genomic sequence analysis Panel of at least 10 genes including BRCA1, BRCA2, CDH1, MLH1, MSH2, MSH6, PALB2, PTEN, STK11, and TP53 (eg, hereditary breast cancer, hereditary ovarian cancer, hereditary endometrial cancer)",800.0,840.0,20.0,31.0,
7121521,PTEN (BREAST CANCER),Portal Laboratory,73350-05-80,"Hereditary breast cancer-related disorders  genomic sequence analysis Panel of at least 10 genes including BRCA1, BRCA2, CDH1, MLH1, MSH2, MSH6, PALB2, PTEN, STK11, and TP53 (eg, hereditary breast cancer, hereditary ovarian cancer, hereditary endometrial cancer)",1100.0,1155.0,20.0,31.0,
8014029,PTERYGIUM EXCISION,Portal Package Deals,42686-00-01,"Excision of pterygium, unilateral",3990.0,4189.5,10.0,88.0,
8014031,PTERYGIUM EXCISION WITH LAMELLAR KERATOPLASTY,Portal Package Deals,42686-00-01,"Excision of pterygium, unilateral",9292.0,9756.6,10.0,88.0,
8014030,PTERYGIUM EXCISIONWITHCONJ. GRAFT,Portal Package Deals,42686-00-01,"Excision of pterygium, unilateral",6565.0,6893.25,10.0,88.0,
7121522,PTH INTACT,Portal Laboratory,73050-26-70,Measurement of Parathyroid Hormone (PTH),615.0,645.75,20.0,31.0,
8012026,PTOSIS REPAIR (ONE EYE),Portal Package Deals,45623-00-01,"Correction of ptosis of eyelid by frontalis muscle technique with suture, unilateral",10875.0,11418.75,10.0,88.0,
4031008,PULMONARY ARTERY DILATATION WITH OR WITHOUT STENTING(IMPLANT NOT INCLUDED),Portal Package Deals,38715-02-00,Other repair of main pulmonary artery,25500.0,26775.0,10.0,88.0,
4031009,PULMONARY BALLOON VALVULOPLASTY      ,Portal Package Deals,38270-03-00,Percutaneous balloon pulmonary valvuloplasty,21250.0,22312.5,10.0,88.0,
2152004,PULMONARY FUNCTION TEST,Portal Medical Procedures,11506-00-00,Other measurement of respiratory function,340.0,357.0,20.0,85.0,
4031010,PULMONARY VALVE PERFORATION BY RADIOFREQUENCY,Portal Package Deals,38270-03-00,Percutaneous balloon pulmonary valvuloplasty,127500.0,133875.0,10.0,88.0,
6124027,PULP CAPPING (EXCLUDING FINAL RESTORATIONS),Portal Dental,97411-00-00,Direct pulp capping,178.5,187.425,20.0,51.0,
6121013,PULP VITALITY TEST,Portal Dental,97061-00-00,Pulp testing,68.25,71.66250000000001,20.0,51.0,
6125007,PULPOTOMY (EXCLUDING FINAL RESTORATIONS),Portal Dental,97414-00-00,Pulpotomy,262.5,275.625,20.0,51.0,
3171025,PULSE OXIMETRY,Portal Medical Procedures,73050-14-80,Measurement of (Quantitative) hemoglobin-o2 affinity po2 for 50% saturation oxygen,150.0,157.5,20.0,85.0,
P09PUMPI1+,PUMP INSULIN PARADIGM VEO SYSTEM .,Portal Medical Supplies,,,38400.0,40320.0,20.0,67.0,
9041100,PUNCH GRAFT - EXTRA LARGE AREA,Portal Package Deals,99999-99-99,Unlisted Procedure,12120.0,12726.0,10.0,88.0,
9041008,PUNCH GRAFT - LARGE /A/ AREA ,Portal Package Deals,45515-00-00,Revision of scar of other site <= 7 cm in length,10100.0,10605.0,10.0,88.0,
9041007,PUNCH GRAFT - LARGE AREA ,Portal Package Deals,99999-99-99,Unlisted Procedure,8080.0,8484.0,10.0,88.0,
9041006,PUNCH GRAFT - MEDIUM AREA ,Portal Package Deals,45515-00-00,Revision of scar of other site <= 7 cm in length,6060.0,6363.0,10.0,88.0,
9041005,PUNCH GRAFT - SMALL AREA ,Portal Package Deals,45515-00-00,Revision of scar of other site <= 7 cm in length,4040.0,4242.0,10.0,88.0,
8112090,PUNCTUM DILATION / BILATERAL (SILICON) ,Portal Medical Procedures,42615-01-00,"Probing of lacrimal passages, bilateral",1750.0,1837.5,20.0,85.0,
8112089,PUNCTUM DILATION / UNILATERAL (SILICON) ,Portal Medical Procedures,42614-01-00,"Probing of lacrimal passages, unilateral",1100.0,1155.0,20.0,85.0,
8112092,PUNCTUM OCCLUSION / BILATERAL (SILICON) ,Portal Medical Procedures,42620-00-02,"Occlusion of lacrimal punctum by plug, bilateral",1750.0,1837.5,20.0,85.0,
8112091,PUNCTUM OCCLUSION / UNILATERAL (SILICON) ,Portal Medical Procedures,42620-00-01,"Occlusion of lacrimal punctum by plug, unilateral",1000.0,1050.0,20.0,85.0,
FMOPTL0068,Punctum Plug Implant - One Eye,Portal Package Deals,42620-00-01,"Occlusion of lacrimal punctum by plug, unilateral",1100.0,1155.0,10.0,88.0,
FMOPTL0075,Punctum Plug Implant - Two Eyes,Portal Package Deals,42620-00-02,"Occlusion of lacrimal punctum by plug, bilateral",1870.0,1963.5,10.0,88.0,
FMOPT-4207,PUPILLOPLASTY,Portal Package Deals,42764-03-01,"Iridoplasty, unilateral",9000.0,9450.0,10.0,88.0,
2122038,PURE TONE AUDIOMETRY,Portal ENT,11306-00-00,Other audiometry,100.0,105.0,20.0,93.0,
2122039,PURE TONE AUDIOMETRY (AIR & BONE),Portal ENT,11312-00-00,"Air and bone conduction audiometry, standard technique",300.0,315.0,20.0,93.0,
2122040,PURE TONE AUDIOMETRY (AIR & BONE) / FOLLOW UP ,Portal ENT,11312-00-00,"Air and bone conduction audiometry, standard technique",150.0,157.5,20.0,93.0,
2122041,PURE TONE AUDIOMETRY + SPEECH,Portal ENT,11315-01-00,Speech discrimination test,300.0,315.0,20.0,93.0,
9141014,PUVA PER SESSION,Portal Dermatology,14050-01-00,Ultraviolet B therapy of other site,80.0,84.0,20.0,94.0,
3182005,PUVA THERAPY FOR 1 SESSION,Portal Dermatology,14050-00-00,Psoralens and ultraviolet A therapy of other site,85.0,89.25,20.0,94.0,
5013033,PYELOLITHOTOMY,Portal Package Deals,36540-00-01,"Nephrolithotomy with removal of <= 2 calculi, unilateral",13383.0,14052.150000000001,10.0,88.0,
5013034,PYELOPLASTY,Portal Package Deals,36564-01-00,Pyeloplasty,14645.0,15377.25,10.0,88.0,
2172047,PYLO TEST FOR H.PYLORI,Portal Medical Procedures,11810-00-00,Measurement of gastro-oesophageal reflux involving 24 hour pH monitoring,350.0,367.5,20.0,85.0,
2013010,PYLORIC STENOSIS / CONGENITAL ,Portal Package Deals,90305-00-00,Other procedures on stomach,12120.0,12726.0,10.0,88.0,
7121523,PYRILINKS D,Portal Laboratory,73050-39-70,Chemistry tests unlisted,425.0,446.25,20.0,31.0,
7121524,PYRUVATE KINASE,Portal Laboratory,73050-31-80,Measurement of (Quantitative) pyruvate kinase,130.0,136.5,20.0,31.0,
7121525,Q FEVER (COXIELLA BURNETTI IGG & IGM ABS),Portal Laboratory,73100-09-90,"Measurement of antibody to infectious organism.(eg.brucella,francisellaa q fever,rocky mountain spotted fever  )each antigen",670.0,703.5,20.0,31.0,
7121526,QUALITATIVE MOLECULAR BLR/ABL DIAGNOSTICS,Portal Laboratory,73350-00-00,Fusion gene Profile (BCR/ABL),3480.0,3654.0,20.0,31.0,
7121527,QUANTIFERON (TB GOLD),Portal Laboratory,73100-17-90,Quantiferon (interferon gamma production tb gol,1080.0,1134.0,20.0,31.0,
7121528,QUANTIFERON TBGOLD PLUS,Portal Laboratory,73100-17-90,Quantiferon (interferon gamma production tb gol,1630.0,1711.5,20.0,31.0,
7121529,QUANTITATIVE MOLECULAR BCR/ABL DIAGONOSTICS,Portal Laboratory,73350-00-00,Fusion gene Profile (BCR/ABL),6960.0,7308.0,20.0,31.0,
1012008,QUINSY INCISION WITH DRAINAGE (U.G.A.),Portal Package Deals,41807-00-00,Incision and drainage of peritonsillar abscess,2193.0,2302.65,10.0,88.0,
4112040,RABIS VACCINE (ANTI-RABIS),Portal Vaccination,92151-00-00,Vaccination against rabies,200.0,210.0,5.0,92.0,
7129092,RACEMACE,Portal Laboratory,73350-06-00,Unlisted molelcular pathology procedure,575.0,603.75,20.0,31.0,
8015042,RADIAL KERATOTOMY (R.K.  ARK  RKT) ONE EYE  ,Portal Package Deals,90062-00-01,"Radial keratotomy, unilateral",6898.0,7242.900000000001,10.0,88.0,
5014016,RADICAL CYSTECTOMY,Portal Package Deals,37014-00-00,Total excision of bladder,17675.0,18558.75,10.0,88.0,
1013019,RADICAL MASTOIDECTOMY,Portal Package Deals,41557-01-01,"Radical mastoidectomy, unilateral",14140.0,14847.0,10.0,88.0,
FMONC-0032,RADICAL PLANNING,Portal Medical Procedures,83700-00-00,Unlisted services yet to be defined.,1500.0,1575.0,20.0,85.0,
5014017,RADICAL PROSTATECTOMY,Portal Package Deals,37209-00-00,Radical prostatectomy,20958.0,22005.9,10.0,88.0,
2015049,RADICAL RESECTION AND RE-ANASTOMOSIS OF COLON CANCER,Portal Package Deals,32003-01-00,Right hemicolectomy with anastomosis,41830.0,43921.5,10.0,88.0,
3014031,RADICAL VULVECTOMY,Portal Package Deals,35548-00-00,Radical vulvectomy,14519.0,15244.95,10.0,88.0,
9031156,RADIO FREQUENCY ABLATION – OSTEOID OSTEOMA ,Portal Package Deals,90609-00-00,Destruction of bone,20400.0,21420.0,10.0,88.0,
9031157,RADIO FREQUENCY ABLATION FOR TUMORS,Portal Package Deals,99999-99-99,Unlisted Procedure,20400.0,21420.0,10.0,88.0,
FMPTD-2602,RADIOFREQUANCY SESSION,Portal Physiotherapy,96234-00-00,"Technology-assisted intervention, not elsewhere classified",385.0,404.25,20.0,14.0,
7013095,RADIOFREQUENCY-  LUMBAR OR CERVICAL FACET MEDIAL BRANCH NERVE - EACH ADD. LEVEL,Portal Package Deals,39118-00-00,Percutaneous neurotomy for facet joint denervation by radiofrequency,2000.0,2100.0,10.0,88.0,
7013094,RADIOFREQUENCY-  LUMBAR OR CERVICAL FACETMEDIAL BRANCH NERVE - ONE LEVEL,Portal Package Deals,39118-00-00,Percutaneous neurotomy for facet joint denervation by radiofrequency,10000.0,10500.0,10.0,88.0,
7013096,RADIOFREQUENCY-  SACROILIAC JOINT - SACRAL NERVES RADIOFREQUENCY - ONE SIDE,Portal Package Deals,39323-00-00,Other percutaneous neurotomy by radiofrequency,10000.0,10500.0,10.0,88.0,
7013097,RADIOFREQUENCY-  SACROILIAC JOINT SACRAL NERVES  - TWO SIDES,Portal Package Deals,39323-00-00,Other percutaneous neurotomy by radiofrequency,14000.0,14700.0,10.0,88.0,
