Service Code,Service Description,type,Fee,1/1/2026 FEE,Discount,Effective Date,Termination Date,Schedule Name,NPHIES Code
MS-S-009066,SCREW LOCKING 6.5X75MM SELF TAPPING. MEDGAL BOLAND # 1-01-84-75,OS   ,400,400.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,56642
MS-S-005824,SCREW 4.5X15T CANCELLOUS VARIABLE ANGLE SELF TAPPING IRENE # 60614515,OS   ,720,720.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,56642
MS-S-002618,SCREW LOCKING 3.5X34MM IRINE #T50093534,OS   ,269.01,269.01,15.0,2022-01-01 00:00:00, ,Additional Pricelist,56642
MS-S-008755,SCREW CORTICAL 2.7X20MM SELF TAPPING. IRENE # T50027720,OS   ,30,30.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,56642
MS-S-002615,SCREW LOCKING CANNULATED S/S 7.3X90MM SYNTHES #02.207.090,OS   ,1100,1100.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,56642
FMENTE3028,HEARING AID DIGITAL,P2   ,3870,3870.0,0.0,2024-01-01 00:00:00, ,Additional Pricelist,57886
FMLAB-9326,BCR-ABL FUSION GENE (BY FISH).,OS   ,2200,2200.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73350-00-20
FMERDC0004,AMBULANCE TO MAKKAH EM00025242,OS   ,1083.83,1083.83,15.0,2022-01-01 00:00:00, ,Main Pricelist,83500-00-10
FMERDC0001,AMBULANCE,OS   ,324.64,324.64,15.0,2022-01-01 00:00:00, ,Additional Pricelist,83500-00-80
FMINT-0037,GEN CHECK-UP II FOR MALE IP   1ST CLASS (1 DAY CASE),NC   ,0,0.0,0.0,2022-01-01 00:00:00, ,Additional Pricelist,83600-02-10
FMLAB-2052,"IMMUNOGLOBULIN G, A & M.",OS   ,360.71,360.71,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73100-10-60
FMLAB-5001,ANA (ANTINUCLEAR ANTIBODIES) LA00410222,OS   ,248.84,248.84,15.0,2022-01-01 00:00:00, ,Main Pricelist,73100-10-70
FMLAB-9029,"ANTI-CARDIOLIPIN/ IGG,IGM LA00410532",OS   ,498.78,498.78,15.0,2022-01-01 00:00:00, ,Main Pricelist,73100-11-70
FMLAB-9159,ANTI PHOSPHOLIPIDS,OS   ,1909.62,1909.62,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73100-11-80
FMLAB-9043,COMPLEMENT (C2),OS   ,809.1,809.1,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73100-12-50
FMLAB-9035,COMPLEMENT TOTAL (CH100 /CH50),OS   ,848.72,848.72,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73100-12-60
FMADM-0087,HOSPITAL CARE PER DIEM (1st-3rd DAY),P2   ,2900,3000.0,0.0,2024-01-01 00:00:00, ,Per Diem,83610-01-00
MS-S-002490,SUTURE STRATAFIX KNOTLESS TISSUE CONTROL SIZE 1 TAPER POINT ETHICON #SXPD2B,OS   ,499.29,499.29,15.0,2022-01-01 00:00:00, ,Consumables,45401
FMLAB-5047,MONOSPOT TEST (INFECT. MONONUCLEOSIS),OS   ,84.87,84.87,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73100-14-20
FMLABM0133,SERUM IMMUNOELECTROPHORESIS (IMMUNOFIXATION),OS   ,742.63,742.63,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73100-15-50
FMANA-0029,ICU DAILY RATE - ICU10,OS   ,1873.55,1873.55,15.0,2022-01-01 00:00:00, ,Additional Pricelist,83610-03-70
FMADM-9920,ESCORT ACCOMODATION WS00120001,OS   ,325.14,325.14,15.0,2022-01-01 00:00:00, ,Main Pricelist,83610-04-50
FMLABM0075,QUANTIFERON TB GOLD,OS   ,1379.17,1379.17,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73100-17-90
FMLAB-9277,"ADENO VIRUS ABS. (CSF, S)",OS   ,651,651.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73100-19-00
FMLAB-9184,HELICOBACTER PYLORI IN BLOOD (ANTIBODIES) LA99901272,OS   ,287.53,287.53,15.0,2022-01-01 00:00:00, ,Main Pricelist,73100-22-20
FMDNTR0027,ORTHODONTIC DEPOSIT TWO,OS   ,690,690.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,83700-00-00
FMLAB-5031,HBE AB LA00410463,OS   ,184.33,184.33,15.0,2022-01-01 00:00:00, ,Main Pricelist,73100-23-90
FMLAB-9577,"LYMPH. CHORIO, MENINGITIS IGG (CSF)",OS   ,372,372.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73100-24-70
FMLAB-9638,PARVOVIRUS IMMUNOBLOT IGM,OS   ,920.7,920.7,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73100-25-30
FMLAB-5058,YERSINIA IGA & IGG ABS( SO ) LA99901217,OS   ,411.4,411.4,15.0,2022-01-01 00:00:00, ,Main Pricelist,73100-27-30
FMLAB-9131,THYROGLOBULIN AB LA00410316,OS   ,248.84,248.84,15.0,2022-01-01 00:00:00, ,Main Pricelist,73100-27-50
FMDNTS0182,HARD TISSUE RIDGE AUGMENT/SITE DE00366370,OS   ,2709.56,2709.56,15.0,2022-01-01 00:00:00, ,Main Pricelist,243
FMLAB-5077,4-GLASS TEST (STAMEY TEST),OS   ,218.55,218.55,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73150-00-90
FMDNTS0010,SURGICAL EXTRACTION NOT G.A PER DE00366131,OS   ,541.91,541.91,15.0,2022-01-01 00:00:00, ,Main Pricelist,311
FMDNTS0006,SIMPLE EXT. PRE OR POST MOLAR,OS   ,214.3,214.3,15.0,2022-01-01 00:00:00, ,Additional Pricelist,311
FMDNTS0045,TUBEROSITY REDUCTION DE00366485,OS   ,1625.74,1625.74,15.0,2022-01-01 00:00:00, ,Main Pricelist,337
FMLAB-8003,CYTOLOGY (PAP S) LA00410099,OS   ,248.84,248.84,15.0,2022-01-01 00:00:00, ,Main Pricelist,73200-01-20
FMDNTP0014,ALL CERAMIC CROWN ) 1 UNIT DE00366394,OS   ,2167.65,2167.65,15.0,2022-01-01 00:00:00, ,Main Pricelist,615
FMDNTP0015,ALL CERAMIC CROWN DE00366393,OS   ,2383.92,2383.92,15.0,2022-01-01 00:00:00, ,Main Pricelist,618
FMLAB-9791,AMNIOTIC FLUID LA00410330,OS   ,3224.45,3224.45,15.0,2022-01-01 00:00:00, ,Main Pricelist,73200-05-10
FMLAB-8009,BIOPSY (SMALL) LA00410128,OS   ,631,631.0,15.0,2024-01-01 00:00:00, ,Main Pricelist,73200-06-40
FMPSDG0008,RADICAL MASTECTOMY NS00388262,OS   ,3974.62,3974.62,15.0,2022-01-01 00:00:00, ,Main Pricelist,73200-06-70
FMDNTP0062,SPLINT ACYLIC III,OS   ,4663.95,4663.95,15.0,2022-01-01 00:00:00, ,Additional Pricelist,772
FMLAB-6001,AFB Z.N. STAIN LA00410031,OS   ,130.25,130.25,15.0,2022-01-01 00:00:00, ,Main Pricelist,73200-07-10
FMLAB-8088,HISTOPATH/BIOPSYMULTIPLESPECM.,OS   ,2558,2558.0,15.0,2024-01-01 00:00:00, ,Additional Pricelist,73200-10-60
FMLAB-1033,COOMBS TEST (DIRECT/INDIRECT) LA00410072,OS   ,113.92,113.92,15.0,2022-01-01 00:00:00, ,Main Pricelist,73250-00-30
FMLAB-1114,CROSS MATCHING,OS   ,164,164.0,15.0,2024-01-01 00:00:00, ,Main Pricelist,73250-01-60
FMLAB-1109,FRESH FROZEN PLASMA LA00410242,OS   ,2098,2098.0,15.0,2024-01-01 00:00:00, ,Main Pricelist,73250-02-00
FMLABM0054,VALPROIC ACID LA00410348,OS   ,270.95,270.95,15.0,2022-01-01 00:00:00, ,Main Pricelist,73300-00-90
FMLABM0068,LEVETIRAZETAM,OS   ,742.63,742.63,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73300-01-70
FMLAB-4015,PHENOBARBITAL LA00410254,OS   ,270.95,270.95,15.0,2022-01-01 00:00:00, ,Main Pricelist,73300-02-10
6127026,TREATMENT OF CLASS I MAL-OCCLUSION WITHOUT TEETH EXTRACTION FIXING UPPER AND LOWER ORTHO APPLIANCES,OS   ,10500,10500.0,15.0,2024-01-09 00:00:00, ,Notifications,97879-00-10
6127027,"TREATMENT OF CLASS II DIVN I MALOCCLUSION ""DEEP BITE"" FIXING UPPER AND LOWER ORTHO APPLIANCE",OS   ,15600,15600.0,15.0,2024-01-09 00:00:00, ,Notifications,97879-00-10
6127028,TREATMENT OF CLASS II DIVN I WITH TEETH EXTRACTION FIXING UPPER AND LOWER ORTHO APPLIANCES,OS   ,15600,15600.0,15.0,2024-01-09 00:00:00, ,Notifications,97879-00-10
6127030,TREATMENT OF CLASS III MALOCCLUSION WITH TEETH EXTRACTION FIXING UPPER AND LOWER ORTHO APPLIANCE,OS   ,15600,15600.0,15.0,2024-01-09 00:00:00, ,Notifications,97879-00-10
MS-G-000364,GLOVES SURGICAL HEAVY DUTY FOR INFECTED PATIENT SIZE 7,OS   ,30.76,30.76,15.0,2022-01-01 00:00:00, ,Consumables,56293
FMDNTS0034,APICECTOMY&RETROGRADEFILLING(ANTERIOR),OS   ,1273.08,1273.08,15.0,2022-01-01 00:00:00, ,Additional Pricelist,432
FMDNTM0008,GINGIVECTOMY DE00366012,OS   ,1012.54,1012.54,15.0,2022-01-01 00:00:00, ,Main Pricelist,231
FMDNTS0019,EXPO.& OR LIGATION/IMPAC.TEETH DE00366631,OS   ,2709.56,2709.56,15.0,2022-01-01 00:00:00, ,Main Pricelist,381
FMDNTS0117,OPEN REDUCTION INTRA-ORAL POST,OS   ,2652.25,2838.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,359
FMDNTM0016,OCCLUSAL ADJUSTMENT DE00366045,OS   ,238.39,238.39,15.0,2022-01-01 00:00:00, ,Main Pricelist,961
FMDNTS0092,SUTURING OF DEEP LACERATIONS DE00388273,OS   ,1072.78,1072.78,15.0,2022-01-01 00:00:00, ,Main Pricelist,399
FMDNTM0004,GUM TREATMENT DE00366071,OS   ,238.39,238.39,15.0,2022-01-01 00:00:00, ,Main Pricelist,114
FMDNTM0001,SCALING (PER VISIT) DE00366009,OS   ,119.19,119.19,15.0,2022-01-01 00:00:00, ,Main Pricelist,114
FMDNTM0006,HYGIENE(SEVER CALCULUS DEPOSIT DE00366315,OS   ,549,549.0,15.0,2024-01-01 00:00:00, ,Main Pricelist,114
FMDNTM0002,POLISHING OF TEETH DE00366010,OS   ,119.19,119.19,15.0,2022-01-01 00:00:00, ,Main Pricelist,111
FMDNTP0051,REPAIR OR RELINING OF DENTURE DE00366036,OS   ,238.39,238.39,15.0,2022-01-01 00:00:00, ,Main Pricelist,763
MS-C-002093,CUP COMBI F/HIP SIZE 54 LINK # 182-001/54,OS   ,9500,9500.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,35661
FMLAB-4001,PARACETAMOL (SERUM) LA00410188,OS   ,357.21,357.21,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMLAB-6017,SPUTUM CULTURE & SENSTIVITY C/S LA00410049,OS   ,233.36,233.36,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMNUR-0023,DINAMAP NS00500011,OS   ,72.5,72.5,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMLAB-5017,HCV-IGM. LA00410978,OS   ,411.4,411.4,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMENTL0003,DIRECT LARYNGOSCOPY W/ BIOPSY OT00352215,OS   ,336.2,336.2,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMLAB-9251,AMIODARONE LEVEL + METABOLITES( SO ) LA00410413,OS   ,357.21,357.21,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMORT-0121,DISLOCATION REDUCTION & POP NS00355213,OS   ,795.36,795.36,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMLAB-9469,DISOPYRAMIDE LA00410357,OS   ,270.95,270.95,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMDER-0272,PEDICURE WS00039175,OS   ,31.94,31.94,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMLAB-9126,T3 UPTAKE LA00410476,OS   ,194.16,194.16,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMLAB-5040,HERPES SIMPLEX II (IG G) LA00410224,OS   ,357.21,357.21,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMLAB-5007,IGG FOR GERMAN MEASLE LA00410300,OS   ,270.95,270.95,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMPTD-2123,AVI 1/DAY PT00450118,OS   ,59.72,59.72,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMLAB-5008,IGM FOR GERMAN MEASLES LA00410301,OS   ,270.95,270.95,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMLAB-9612,NETILMICIN LA00410355,OS   ,270.95,270.95,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMPSYA0033,BATTERY OF PERSONALITY TEST PY00378029,OS   ,465.72,465.72,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMLAB-9365,ANTI JO-1 LA00410536,OS   ,362.5,362.5,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMENDE0023,DOUBLE BALOON ENDOSCOPY ED00352108,OS   ,3793.39,3793.39,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMSUR-0003,CUTDOWN GS00515010,OS   ,269.45,269.45,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
OR2G,METAWALLY MOHD.K.SHAHEEN DR,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
PD27,ASHRAF ALSONBATI DR.,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
OR5F,Consultation - OR5F,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
OT79,Consultation OT79,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
OT81,Ghyath Kafa - Consultation,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
OT82,CONSULTATION OT82,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
CT21,KHALID AHMED,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
ET09,KHAIRY MOHAMMED ABULNASR DR.,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
PDF3,MOHAMED MOHAMED  JAN,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
OR5R,AHMED  HADRAWY,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
ER59,SHEREEN MHMOUD HATEM ER59,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
OT83,Hesham Ahmed Khatan - Consultation,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
OT86,CONSULTATION - OT86,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
OG42,SHAIGAN MIR ASGHAR,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
OT87,CONSULTATION - OT87,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
ER71,MUJAHID GASEM ELSEED ELHAJ,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
SG2G,TAREK SHOUKRY,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
PDD5,SHAKER MOHAMED IBRAHIM PPD5,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
DN49,SHAYMA HUSSAIN RAFAT,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
IM98,HAMZA ASHKAR,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
SG20,MARZOUK MOUSTAFA KAMAL DR.,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
PD001,CONSULTATION PD001,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
PD2A,CONSULTATION - PD2A,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
IM86,ESMAT AYMAN AHMED DR.,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
PDC5,ALAA EDIN SAYED,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
PD88,Consultation PD88,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
DR14,BARAKAT AIDA DR.,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
DN60,ASMAA ABDELDAYEM ABDELDAYEM,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
ER64,AHMED  DRAZ,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
VS10,AHMED YOUSSEF ALI MOHAMED SAKR,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
FP03,AHMED MONIEM,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
OGJ1,MOHAMAD HAMED HASSAN,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
PDA7,CONSULTATION - PDA7,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
UR56,WALEED A AL MAEENA,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
NM05,AYMAN EMAM HASSAN DR.,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
PDB1,CONSULTATION - PDB1,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
OR4K,Mohd Mostafa Kotb,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
ET87,QUTAIBULLAH AHMED,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
CD19,IBRAHIM AHMED MAHMOUD ALI DR.,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
SG2Q,EBTESAM NASR ATTIA,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
PDB8,CONSULTATION PDB8,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
PDB9,CONSULTATION PDB9,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
PDC9,Consultation - PDC9,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
PDD7,CONSULTATION - PDD7,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
SG3D,WAEL IBRAHIM ELSHELFA,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
CT29,EHAB MOSTAFA A. ELNAKOURY,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
PDD8,Consultation - PPD8,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
ER56,AMIRA MOHAMMED MOHAMMED,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
PDDE,CONSULTATION-PDDE,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
PL36,CONSULTATION PL36,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
PDE1,RABAB RAAFAT ABDELRAHMAN,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
PL42,CONSULTATION  PL42,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
PL47,CONSULTATION-47,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
IM20,ZAKARIA EBTISAM DR.,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
OR30,TAYSEER OSAMA DR.,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
PL49,CONSULTATION - PL49,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
PDC1,DR YOUSEIF AHMED RASHAD,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
ER25,ABDELMONIEM AHMED DR.,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
ORT-0090,SPINE FUSION WITH IMPLANTS/POSTERIOR FUSION WITHOUT STEPHE PLATE,P1   ,35000,38380.0,0.0,2022-01-01 00:00:00, ,IP Package, 
SUR-0086,LAPOROTOMY EXPLORATION WITH PROCEDURE,P1   ,10780,11650.0,0.0,2022-01-01 00:00:00, ,IP Package, 
ORT-0055,Amputation of Long Bones (Trauma/Congenital),P1   ,18777.93,18966.0,0.0,2022-01-01 00:00:00, ,IP Package, 
SUR-0053,Skin Grafting- Meduim,P1   ,5304.5,5733.0,0.0,2022-01-01 00:00:00, ,IP Package, 
ORT-0069,MAJOR JOINTS DISARTICULATION,P1   ,11601.38,11717.0,0.0,2022-01-01 00:00:00, ,IP Package, 
SUR-0122,LAPAROSCOPIC INCISIONAL HERNIA W/ HERNIOPLASTY Or umbl.hernia (WITHOUT MESH),P1   ,8286.85,8705.0,0.0,2022-01-01 00:00:00, ,IP Package, 
ENT-0017,S.M.D.,P1   ,1657.81,1674.0,0.0,2022-01-01 00:00:00, ,IP Package, 
SUR-0119,SURGICAL OF ANAL FISSURE (FISSURECTOMY),P1   ,4198.62,4537.0,0.0,2022-01-01 00:00:00, ,IP Package, 
SUR-0023,L.A. Haematoma Evacuation,P1   ,1591.35,1672.0,0.0,2022-01-01 00:00:00, ,IP Package, 
ORT-0087,CORRECTION OF CONGENITAL FOOT ANOMALY OR DEFORMITIES DUE TO SPINAL BIFIDA,P1   ,11049.51,11160.0,0.0,2022-01-01 00:00:00, ,IP Package, 
ORT-0029,RECONSTRUCTION OF AMPUTATED FINGER WITHOUT GRAFTING,P1   ,2486.71,2612.0,0.0,2022-01-01 00:00:00, ,IP Package, 
FMADM-0096,INCUBATOR,P2   ,90,90.0,0.0,2022-01-01 00:00:00, ,Per Diem, 
FMADM-0093,NICU/PICU PER DIEM (1st-3rd DAY),P2   ,5300,5512.0,0.0,2024-01-01 00:00:00, ,Per Diem, 
FMADM-0088,HOSPITAL CARE PER DIEM (4th-7th DAY),P2   ,2500,2600.0,0.0,2024-01-01 00:00:00, ,Per Diem, 
FMADM-0090,ICU/CCU PER DIEM (1st-3rd DAY),P2   ,5300,5830.0,0.0,2024-01-01 00:00:00, ,Per Diem, 
FMADM-0095,NICU/PICU PER DIEM (8th-UP DAY),P2   ,4600,4784.0,0.0,2024-01-01 00:00:00, ,Per Diem, 
SML505,"EXTENSION SET 32"" W/2 PORT/ABBOTT #4522-48/4612/MG-V5404",OS   ,8,8.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMO9404,STAPLES THORNY 8.0MM,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMI1053,ENEMA SET ECONOMY,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMA2040,EYEPAD SHIELD INFANT PREMA,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMI6904,ADAPTOR F/WATER RESPIFLO,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMJ1087,ELECTRODE NEONATAL,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMD1084,BANDAGE SMD1084,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMW2001,multistick,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMO2740,PLATE SCOTCH DISP ADULT 3M,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SME1004,GLOVES SURGEON,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMI1126,SET ADMN DOSIFIX PEDIA 150ML SPAIN #403701/4 /DFP-87-F,OS   ,14,14.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMD1026,BANDAGE POP GYPSONA 10CMX270CM #62-7072/91182/3323921,OS   ,16,16.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SME1278,SENSOR OXI MAX ADULT,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMM02,OXYGEN MASK,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SML2041,disposable-2041,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SME1347,DRAPE TOWEL SURGICAL ADHES,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMI1215,TUBE ENDO.REIN 5.0 CUFF,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMO4775,SCREW CONNECTION 20MM HIP,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMQ1173,SYRINGE 3ML W/OUT NEEDLE STERILE BD #9586,OS   ,0.5,0.5,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMV1612,WATER RESPIFLO STERILE,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SME1005,GLOVES SME1005,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMD1269,ARM SLING.,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMA1098,DRESSING SURG.MEPORE STR.6X7CM MOLN.#670800/L#30510/9008700,OS   ,1,1.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMI5315,CATHETER MOUNT-5315,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMI7891,TUBE TRACHEOSTOMY,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMA1143,Disposable item SMA1143,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMV1614,WATER STERILE F/INJECTION,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMI127,TUBE ENDOTRACH 6.5MM CUFFE,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SML335,CATHETER SUCTION..,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMX1051,DISPOSABLE ITEM SMX1051,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMJ1014,disposable-1014,OS   ,5000,5000.0,15.0,2022-01-01 00:00:00, ,Medical Supply, 
SMO10527,SCREW F/BONE LOCKING 3.8X40MM SANATMETAL #SAN-932138040,OS   ,196.84,196.84,15.0,2022-01-01 00:00:00, ,Consumables, 
SMO10296,SCREW F/BONE LOCKING 4.8X30MM SANATMETAL #SAN-932148030,OS   ,175.31,175.31,15.0,2022-01-01 00:00:00, ,Consumables, 
SMA1025,BANDAGE ELASTIC 7.5CMX4.5M TENSOPLAST#62-4058/D.#876151/8,OS   ,61.51,61.51,15.0,2022-01-01 00:00:00, ,Consumables, 
MS-W-000066,WIRE PTCA HYDRO S.FLOPPY,OS   ,1186.31,1186.31,15.0,2022-01-01 00:00:00, ,Consumables, 
MS-S-005143,SHEAR FOCUS 9CM HARMONIC ETHICON# HAR9F,OS   ,3736.89,3736.89,15.0,2022-01-01 00:00:00, ,Consumables, 
SMH2861,"SUTURE PDS PLUS 5-0,70CM ETHICON #PDP9073H",OS   ,68.99,68.99,15.0,2022-01-01 00:00:00, ,Consumables, 
