Service Code,Service Description,Serv ice Type,Disco unt,Gross price Applicabl eEffective 1/5/2024,Gross price ApplicableEffective 1/1/2025    ,"Gross price Applicabl e
Effective 1/1/2026",Effective Date,Naphies,Notes
MS-S-008707,"SCREW CANNULATED, PARTIALY THREADED,3.75MMX36 ARTHREX # AR-7000-36",OS,0.25,3012.61,3163.24,"3,321.4
0",,,
22631,SCREW CARPAL SCAPHOID 40MM LONG AESCULAP LB280S/400032200400,OS,0.25,95.96,100.76,105.8,,,
MS-S-010482,SCREW CERVICAL FIXED ANGLED 4MM SPINECRAFT #FS14016,OS,0.25,601.92,632.02,663.62,,,
MS-S-008857,SCREW COMPERSSION 4.5X28MM CHM # 3.1471.028,OS,0.25,210.67,221.2,232.26,,,
MS-S-009221,SCREW COMPERSSION 5.0x36MM CHM No.3.1443.036,OS,0.25,210.67,221.2,232.26,,,
MS-S-008500,SCREW COMPRESSION 3.5 X 14MM CHM # 3.1306.014,OS,0.25,153.22,160.88,168.93,,,
MS-S-010981,"SCREW COMPRESSION 3.5 X 18 MM, AUXIEN # TI-104.218",OS,0.25,100,105,110.25,,,
MS-S-009220,SCREW COMPRESSION 5.0x40MM CHM No.3.1443.040,OS,0.25,210.67,221.2,232.26,,,
022925,SCREW CORTEX 2.0X14MM PURE TITANIUM # 401.114,OS,0.25,228.83,240.27,252.29,,,
MS-S-003916,"SCREW CORTEX 3.5MM,SELF TAPPING L20 #204.820",OS,0.25,288.96,303.41,318.58,,,
MS-S-003919,"SCREW CORTEX 3.5MM,SELF TAPPING L26 #204.826",OS,0.25,319.2,335.16,351.92,,,
MS-S-004417,"SCREW CORTEX 3.5MM,SELF TAPPING L28 #204.828",OS,0.25,319.2,335.16,351.92,,,
MS-S-004436,"SCREW CORTEX 3.5MM,SELF TAPPING L30 SYNTHES #204.830",OS,0.25,319.2,335.16,351.92,,,
MS-S-004559,"SCREW CORTEX 3.5MM,SELF TAPPING L50 #204.850",OS,0.25,319.2,335.16,351.92,,,
MS-S-008429,SCREW CORTICAL 2.0x14MM FULLY THREADED IMPLANTCAST #803019143,OS,0.25,153.22,160.88,168.93,,,
MS-S-001579,SCREW CORTICAL S/STEEL 4.5X28MM IRINE #S50004528,OS,0.25,55.74,58.53,61.45,,,
22649,SCREW CORTICAL SMALL 3.5x16MM #LB186/30602021016/400032180160/24-0008-016,OS,0.25,27.73,29.12,30.57,,,
MS-S-002738,SCREW CORTICALE 2.7 X 26 IRENE #T50012726,OS,0.25,80,84,88.2,,,
MS-S-002739,SCREW CORTICALE 2.7 X 28 IRENE #T50012728,OS,0.25,100,105,110.25,,,
MS-S-002748,SCREW CORTICALE 3.5 X 18 IRENE #T50013518,OS,0.25,83.6,87.78,92.17,,,
MS-S-010398,SCREW DL POLY SELF-TAPPING SPINE CRAFT # DPF6-4730,OS,0.25,3351.6,3519.18,"3,695.1
4",,,
MS-S-002785,SCREW F/BONE LOCKING 3.5X30MM # 213.030,OS,0.25,608.16,638.57,670.5,,,
MS-S-004042,SCREW FULL THREAD 8 X 28MM BIO-INTERFERENCE #AR- 1380TB,OS,0.25,1612.8,1693.44,"1,778.1
1",,,
MS-S-010595,SCREW HEXA 2.3X10MM MAT GERMANY #01-13-500-10,OS,0.25,1313.28,1378.94,"1,447.8
9",,,
MS-S-010594,SCREW HEXA 2.3X18MM MAT GERMANY #01-13-500-08,OS,0.25,1313.28,1378.94,"1,447.8
9",,,
MS-S-002809,SCREW INTERFERENCE 7 X 25MM BIOABSORBABLE #C8011 / OR EQUIVALENT SMITH & NEPHEW #72201772,OS,0.25,1641.6,1723.68,"1,809.8
6",,,
MS-S-002834,SCREW LOCK 3.5 S/TAP L50 SYNTHES #213.050,OS,0.25,608.16,638.57,670.5,,,
MS-S-002896,SCREW LOCK 3.5 S/TAP L55 SYNTHES #213.055,OS,0.25,608.16,638.57,670.5,,,
MS-S-002849,SCREW LOCK 5.0 S/TAP L30 SYNTHES #213.330,OS,0.25,685.44,719.71,755.7,,,
MS-S-003387,SCREW LOCK 5.0 S/TAP L32 SYNTHES #213.332,OS,0.25,685.44,719.71,755.7,,,
MS-S-002850,SCREW LOCK 5.0 S/TAP L36 SYNTHES #213.336,OS,0.25,685.44,719.71,755.7,,,
MS-S-003392,SCREW LOCK 5.0 S/TAP L50 SYNTHES #213.350,OS,0.25,685.44,719.71,755.7,,,
MS-S-003573,SCREW LOCK 5.0 S/TAP L55 SYNTHES #213.355,OS,0.25,685.44,719.71,755.7,,,
MS-S-003380,SCREW LOCK 5.0 S/TAP L70 SYNTHES #213.370,OS,0.25,685.44,719.71,755.7,,,
MS-S-002838,SCREW LOCK 5.0 S/TAP L75 SYNTHES #213.375,OS,0.25,685.44,719.71,755.7,,,
MS-S-002839,SCREW LOCK 5.0 S/TAP L80 SYNTHES #213.380,OS,0.25,685.44,719.71,755.7,,,
MS-S-009775,SCREW LOCKING 2.0MM X 10MM/BAIDE CHM No. 713014103,OS,0.25,632.02,663.62,696.8,,,
MS-S-009776,SCREW LOCKING 2.0MM X 12MM BAIDE CHM No. 713014123,OS,0.25,632.02,663.62,696.8,,,
MS-S-008546,SCREW LOCKING 3.5 X 14MM CHM # 3.5200.014,OS,0.25,632.02,663.62,696.8,,,
MS-S-003920,"SCREW LOCKING 3.5MM,SELF TAPPING L44 #213.044",OS,0.25,608.16,638.57,670.5,,,
MS-S-003921,"SCREW LOCKING 3.5MM,SELF TAPPING L46 #213.046",OS,0.25,608.16,638.57,670.5,,,
MS-S-000932,SCREW LOCKING 3.5X16MM IRINE# T50093516,OS,0.25,339.42,356.39,374.21,,,
50818,SCREW LOCKING 3.5x16MM SELF TAPPING SYNTHES No.213.016,OS,0.25,500,525,551.25,,,
MS-S-002909,SCREW LOCKING 3.5X18MM #213.018,OS,0.25,608.16,638.57,670.5,,,
MS-S-000933,SCREW LOCKING 3.5X18MM IRINE# T50093518,OS,0.25,334.12,350.83,368.37,,,
MS-S-002910,SCREW LOCKING 3.5X20MM #213.020,OS,0.25,608.16,638.57,670.5,,,
MS-S-000936,SCREW LOCKING 3.5X22MM IRINE# T50093522,OS,0.25,336.76,353.6,371.28,,,
MS-S-000937,SCREW LOCKING 3.5X24MM IRINE# T50093524,OS,0.25,334.89,351.63,369.22,,,
MS-S-008855,SCREW LOCKING 5.0X32MM CHM # 3.5210.032,OS,0.25,722.3,758.42,796.34,,,
MS-S-008474,SCREW LOCKING 5.0x36MM CHM No.3.5210.036,OS,0.25,722.3,758.42,796.34,,,
MS-S-009478,"SCREW LOCKING 5.0X40MM, CHM No. 3.5210.040",OS,0.25,722.3,758.42,796.34,,,
MS-S-010331,SCREW LOCKING HTO TI 4.5 X 50 NEW CLIP IMPLANTCAST No. ST4.5L50-ST,OS,0.25,1224,1285.2,"1,349.4
6",,,
MS-S-003647,SCREW LOCKING LCP 3.5 X 36MM S.TAPPING SYNTHES # 213.036,OS,0.25,608.16,638.57,670.5,,,
MS-S-002865,SCREW LOCKING LCP 3.5 X 38MM S.TAPPING SYNTHES #213.038,OS,0.25,608.16,638.57,670.5,,,
MS-S-002777,SCREW LOCKING SELF TAPING 3.5 X 28MM # 213.028,OS,0.25,608.16,638.57,670.5,,,
MS-S-002778,SCREW LOCKING SELF TAPING 3.5 X 40MM # 213.040,OS,0.25,608.16,638.57,670.5,,,
MS-S-002779,SCREW LOCKING SELF TAPING 3.5 X 42MM # 213.042,OS,0.25,608.16,638.57,670.5,,,
MS-S-010913,SCREW LOKING 3.5X20MM-AUXIEN # TI-117.020,OS,0.25,300,315,330.75,,,
43198,SCREW MULTIAXIAL 6.5x35MM TI #SD-75446535,OS,0.25,2738.4,2875.32,"3,019.0
9",,,
MS-S-003945,SCREW NUT SPINE CRAFT #SS6-MPH95-T30,OS,0.25,1149.12,1206.58,"1,266.9
0",,,
MS-S-004296,SCREW REVERE PEDICLE 5.5X35MM #124.453,OS,0.25,2494.8,2619.54,"2,750.5
2",,,
MS-S-004394,SCREW SELF DRILLING 4.2X16MM FIXED ANGLE #150.016,OS,0.25,1305.6,1370.88,"1,439.4
2",,,
43199,SCREW SET CDH LEGACY 5.5MM TI #SD-7540020,OS,0.25,590.4,619.92,650.92,,,
43708,SCREW SET CDH LEGACY REDUCTION#7540220,OS,0.25,1324.8,1391.04,"1,460.5
9",,,
45168,SCREW SET M6 VERTEX SOFAMOR #6950315,OS,0.25,1203.84,1264.03,"1,327.2
3",,,
MS-S-002382,SCREW SET SOFAMOR #7570955,OS,0.25,1152,1209.6,"1,270.0
8",,,
MS-S-005878,SCREW SHANZ 5.0MMX150MM # SS20501545,OS,0.25,820.8,861.84,904.93,,,
MS-S-009863,SCREW SHANZ 5X32/180 IMPLANTCAST # SS20501850,OS,0.25,600,630,661.5,,,
MS-S-009788,SCREW SHANZ 5x32x180MM IMPLANTCAST No.SS20501850,OS,0.25,902.88,948.02,995.43,,,
MS-S-010330,SCREW STREILE DTS SELF TAPPING 4.5MM-L65MM IMPLANTCAST No. ST4.5L65-ST,OS,0.25,1224,1285.2,"1,349.4
6",,,
MS-S-004045,SCREW VERTEX MULTI AXIAL 4.0 X 16MM SOFAMOR # 6958816,OS,0.25,2352,2469.6,"2,593.0
8",,,
23449,SCREWCANNULATED7x32MMTHREADLENGTH80MM#25-0038- 080/30607021080,OS,0.25,856.92,899.77,944.75,,,
23645,SCREWCANNULATED7x32MMTHREADLENGTH90MM#25-0040- 090/30607021090,OS,0.25,856.92,899.77,944.75,,,
MS-S-008301,SCREWCARNIAL2.0MM1.6x5.0MMMICROMED#01-11-510-05,OS,0.25,1149.12,1206.58,"1,266.9
0",,,
MS-S-004621,"SCREWCERVICAL14""#FS14014",OS,0.25,1203.84,1264.03,"1,327.2
3",,,
MS-S-008863,SCREWCOMPERSSION3.5x30MMCHMNo.3.1306.030,OS,0.25,1149.12,1206.58,"1,266.9
0",,,
MS-S-009158,SCREWCOMPRESSION3.5x20MMCHMNo.3.1306.020,OS,0.25,116.74,122.58,128.71,,,
22650,SCREWCORTEX3.5x14MMLONG#LB184/400032180140,OS,0.25,141.72,148.81,156.25,,,
MS-S-001171,SCREWCORTICAL2.7x14MMSELFTAPPINGTITANIUMIRENE#T5 0002714,OS,0.25,95.3,100.07,105.07,,,
MS-S-001586,SCREWCORTICALS/STEEL4.5X42MMIRINE#S50004542,OS,0.25,63.55,66.73,70.06,,,
MS-S-001589,SCREWCORTICALS/STEEL4.5X48MMIRINE#S50004548,OS,0.25,50.83,53.37,56.04,,,
MS-S-008497,SCREWCROSSDRIVE1.6x7MMMICROMED#01-11-510-07,OS,0.25,1149.12,1206.58,"1,266.9
0",,,
MS-S-005240,SCREWDISTAL5.0x40MMMICROMED#3.5159.040,OS,0.25,1641.6,1723.68,"1,809.8
6",,,
MS-S-002594,SCREWDISTAL5.0x50MMTITANIUMMICROMED#3.5159.050,OS,0.25,1641.6,1723.68,"1,809.8
6",,,
MS-S-008759,SCREWEMERGENCY1.9x5MMIMPLANTCAST#01-11-512-05,OS,0.25,1313.28,1378.94,"1,447.8
9",,,
MS-S-005678,SCREWINTERFERENCE8.0x28MMPEEKW/DISPOSABLESHEAT HARTHREX#AR-5028P-08,OS,0.25,1846.8,1939.14,"2,036.1
0",,,
MS-S-005538,SCREWINTERFERENCEBIO- COMPOSITE7X28MMFULLTHREADARTHREX#AR-5028P-07,OS,0.25,2068.42,2171.84,"2,280.4
3",,,
MS-S-008547,SCREWLOCKING3.5x16MMCHMNo.3.5200.016,OS,0.25,804.38,844.6,886.83,,,
MS-S-009023,SCREWLOCKING3.5x16MMOSTEONICNo.S1B.35160,OS,0.25,722.3,758.42,796.34,,,
MS-S-009487,SCREWLOCKING3.5x18MMCHMNo.3.5200.018,OS,0.25,890.57,935.1,981.85,,,
MS-S-009488,SCREWLOCKING3.5X20MMCHMNo.3.5200.020,OS,0.25,632.02,663.62,696.8,,,
MS-S-009489,SCREWLOCKING3.5X22MMCHMNo.3.5200.022,OS,0.25,632.02,663.62,696.8,,,
MS-S-008860,SCREWLOCKING3.5x26MMCHMNo.3.5200.026,OS,0.25,804.38,844.6,886.83,,,
MS-S-008859,SCREWLOCKING3.5X30MMCHM#3.5200.030,OS,0.25,632.02,663.62,696.8,,,
MS-S-009187,SCREWLOCKING3.5x34MMCHMNo.3.5200.034,OS,0.25,1149.12,1206.58,"1,266.9
0",,,
MS-S-009470,SCREWLOCKING3.5x38MMCHMNo.3.5200.38,OS,0.25,1149.12,1206.58,"1,266.9
0",,,
MS-S-009471,SCREWLOCKING3.5x50MMCHMNo.3.5200.50,OS,0.25,890.57,935.1,981.85,,,
MS-S-008424,SCREWMINICROSSDRIVE2.0x5MMTITIANIUMIMPLANTCAST#01-12-510-05,OS,0.25,1313.28,1378.94,"1,447.8
9",,,
MS-S-008425,SCREWMINICROSSDRIVE2.0x7MMTITANIUMIMPLANTCAST#01-12-510-07,OS,0.25,1149.12,1206.58,"1,266.9
0",,,
MS-S-003942,SCREWPOLYAXIALSPINECRAPFUSA40*5.5#PF6-5540,OS,0.25,2872.8,3016.44,"3,167.2
6",,,
MS-S-004588,SCREWREDUCTION6.25x40MMSPINECRAFTNo.PR6-6240-F,OS,0.25,3064.32,3217.54,"3,378.4
1",,,
MS-S-004450,SCREWROUNDDELTATAPEREDINTERFERENCE10x28MMARTH REX#AR-5028P-10,OS,0.25,2052,2154.6,"2,262.3
3",,,
MS-S-004451,SCREWROUNDDELTATAPEREDINTERFERENCE9x28MMARTH REX#AR-5028P-9,OS,0.25,2035.58,2137.36,"2,244.2
3",,,
MS-S-008885,SEALER OPEN CURVED LARGE JAW MEDTRONIC # LF4418,OS,0.25,7967.23,8365.59,"8,783.8
7",,,
MS-S-009065,SEALER TISSUE BIPOLAR 12MM-12CM DIVIDER BIZACT MEDTRONIC No.BZ4212,OS,0.25,2188.8,2298.24,"2,413.1
5",,,
OPT-0033,Secondary Insertion of I.O.L.,P1,0,3000,3150,"3,307.5
0",,,
DNT-0030,SECONDARY REPAIR OF CLEFT LIP OR PALATE,P1,0,18773,19711.65,"20,697.
23",,,
FMBED-0007,NICU - Accommodation,OS,0.25,1100,1155,"1,212.7
5",,,
FMSUP-0002,SECONDCLASS - Medical Supervision,OS,0.25,100,105,110.25,,,
FMCTS-0005,SEGMENTECTOMY,OS,0.25,6822.9,7164.05,"7,522.2
5",,,
FMLAB-6014,SEMEN ANALYSIS,OS,0.25,150,157.5,165.38,,,
FMLAB-8194,SEMEN ANALYSIS.,OS,0.25,150,157.5,165.38,,,
FMIVF-0023,SEMEN ANALYSIS..,OS,0.25,150,157.5,165.38,,,
011379,SENSOR FLOW INSERT NEONATAL DRAGER #8410179,OS,0.25,259.37,272.34,285.96,,,
014384,SENSOR O2 F/VENTILATOR BABYLOG-8000 DRAGER #6850645,OS,0.25,1220.26,1281.27,"1,345.3
4",,,
19434,SENSOR OXI PEDIATRIC NELLCOR #D-2,OS,0.25,80,84,88.2,,,
MS-S-008478,SENSOR SPO2 PEDIATRIC 10-50KG COVIDIEN #MAX-PI/OXI- PRO-DP(E),OS,0.25,107.25,112.61,118.24,,,
MS-S-005259,SENSOREZFLOWDISPADULTW/SPUTUBINGF/EVENTVENTILAT OR#F910203PKG,OS,0.25,722.3,758.42,796.34,,,
11379,SENSORFLOWINSERTNEONATALDRAGER#8410179,OS,0.25,259.37,272.34,285.96,,,
MS-S-002709,SENSORSPO2NEONATAL3-40KGCOVIDIEN#CV-MAX-N-I/OXI- PRO-DN(E),OS,0.25,107.25,112.61,118.24,,,
ENT-0031,Septoplasty,P1,0,3200,3360,"3,528.0
0",,,
FMENTN2045,SEPTOPLASTY.,OS,0.25,2284.8,2399.04,"2,518.9
9",,,
ORT-0024,Sequestractomy of Small Bones,P1,0,2500,2625,"2,756.2
5",,,
FMORT-0502,SEQUESTROMY OF LONG BONES,OS,0.25,1000,1050,"1,102.5
0",,,
FMLAB-9897,SEROLOGY FOR HEMODIALYSIS SINGLE SESSION,OS,0.25,487.35,511.72,537.3,,,
FMLAB-5294,SEROLOGY SCREENING (FMLAB-5294),OS,0.25,300,315,330.75,,,
MS-S-005250,SET TERUFUSION ADMINISTRATION F/INFUSION PUMP TEURUMO #PU400WY21/PU300WY,OS,0.25,36.48,38.3,40.22,,,
FMLAB-2064,SGOT (AST),OS,0.25,50,52.5,55.13,,,
FMLAB-2065,SGPT (ALT),OS,0.25,50,52.5,55.13,,,
EDNR091381,SHABAB ALOTAIBI,CO,0,100,125,150,,,
NUNS010787,SHADY ABDELAZIZ MOHAMED,CO,0,100,125,150,,,
OGOB030690,SHAHENAZ BEREES,CO,0,100,125,150,,,
MS-S-005521,SHAMPOO BABY 200ML JOHNSON,OS,0.25,30,31.5,33.08,,,
MS-S-004452,"SHAVER BLADE EXCALIBUR,5.0X13MM #AR-8500EX",OS,0.25,1008.96,1059.41,"1,112.3
8",,,
MS-S-008758,SHAVER TIP 4.2MM DISSECTOR . # AR-6420DS / OR EQUIVALENT SMITH & NEPHEW #72203013,OS,0.25,400,420,441,,,
MS-S-000065,SHEAR CURVED LAPARASCOPIC 5~5.5MM ETHICON #LCSC5/ACE36E/HARH36,OS,0.25,3972.89,4171.53,"4,380.1
1",,,
MS-S-005143,SHEAR FOCUS 9CM HARMONIC ETHICONNo. HAR9F,OS,0.25,4979.52,5228.5,"5,489.9
2",,,
20578,SHEARS CURVED LAPARASCOPIC 5MM ETHICON #LCSC5,OS,0.25,4356.24,4574.05,"4,802.7
5",,,
42667,SHEARS SCALPEL 14CM ULTRACISION HARMONIC #ACE14S,OS,0.25,3306.24,3471.55,"3,645.1
3",,,
XR-S-000074,SHEATH AXS INFINITY LS 80CM STRYKER#GEN-10476-80,OS,0.25,9000,9450,"9,922.5
0",,,
XR-S-000075,SHEATH AXS INFINITY LS 90CM STRYKER#GEN-10476-90,OS,0.25,10937.43,11484.3,"12,058.
52",,,
XR-S-000077,SHEATH GUIDE WIRE PRELUDE DILATOR .035”X7F 11CM #PSI- 7F-11-035-18G,OS,0.25,100,105,110.25,,,
XR-S-000073,SHEATH INTRODUCER MICRO SET 6FR COAXIAL GALT STICK # KIT-036-606,OS,0.25,437.76,459.65,482.63,,,
18735,SHEATH THERMOMETER IVAC #P850,OS,0.25,0.28,0.29,0.31,,,
50482,SHEATH THERMOMETER WELCHALLYN #69,OS,0.25,0.45,0.47,0.5,,,
MS-S-004974,SHEATH URETERAL ACCESS SET NAVIGATOR 11/13F X 46CM F/FLEXIBLE SCOPE BOSTON SCIENTIFIC #250-204,OS,0.25,1000,1050,"1,102.5
0",,,
MS-S-001996,SHEET RADIAL 6FR # RM*AF6J10SQW,OS,0.25,400,420,441,,,
MS-S-010852,SHELL POWER SIGNIA # SIGPSHELL,OS,0.25,1000,1050,"1,102.5
0",,,
NENR011269,SHEREEN FATHI,OS,0.25,79.96,83.96,88.16,,,
ERER010934,SHERIF MOHAMED KAMEL,CO,0,100,125,150,,,
018493,SHIELD EYE PLASTIC UNIVERSAL LOOK 100 CLEAR W/HOLES #G701/AR500,OS,0.25,19.15,20.11,21.11,,,
18493,SHIELD EYE PLASTIC UNIVERSAL LOOK 100 CLEAR W/HOLES #G701/AR500.,OS,0.25,19.15,20.11,21.11,,,
OBG-0006,Shirodkar Suture,P1,0,1750,1837.5,"1,929.3
8",,,
FMESWT0162,SHOCK WAVE I SESSION,OS,0.25,400,420,441,,,
FMESWT0161,SHOCK WAVE THERAPY,OS,0.25,560,588,617.4,,,
FMXRY-0035,SHOULDER AP. AXIAL,OS,0.25,120,126,132.3,,,
FMXRY-0037,"SHOULDER AP. INT., EXT. ROTATION",OS,0.25,260,273,286.65,,,
FMXRY-0036,SHOULDER NEUTRAL AP,OS,0.25,135,141.75,148.84,,,
FMXRY-0039,SHOULDER OF INTERTUBECULARIS,OS,0.25,130,136.5,143.33,,,
18542,SHROUD KIT ADULT DISP,OS,0.25,120,126,132.3,,,
018542,SHROUD KIT ADULT DISPOSABLE,OS,0.25,122.57,128.7,135.13,,,
MS-S-000293,SHROUD KIT ADULT W/ZIPPER DISPOSABLE,OS,0.25,183.86,193.05,202.71,,,
NEU-0007,Shunt for Hydrocephalus Including the Devices,P1,0,14222,14933.1,"15,679.
76",,,
FMLAB-1069,SICKLING TEST,OS,0.25,60,63,66.15,,,
ERER080880,SID AHMED HASSAN MOHAMED,CO,0,100,125,150,,,
005351,SILICON INSALE,OS,0.25,109.25,114.71,120.45,,,
FMPSDJ0045,SILICON SHEET APPLICATION 1 X 22,OS,0.25,311.9,327.5,343.87,,,
P09SIMIL2W,SIMILAC GOLD 1 POWDER 400 GM,OS,0.25,31,32.55,34.18,,,
FMDNT50248,SIMPLE EXT. OF DECIDIOUS X5,OS,0.25,731.03,767.58,805.96,,,
FMDNTS0005,SIMPLE EXT. PERMANENT TEETH,OS,0.25,185,194.25,203.96,,,
FMDNTS0006,SIMPLE EXT. PRE OR POST MOLAR,OS,0.25,245,257.25,270.11,,,
FMDNTS0007,SIMPLE EXT. REMAINING ROOT,OS,0.25,365,383.25,402.41,,,
FMDNTS0004,SIMPLE EXT.DECIDIOUS,OS,0.25,125,131.25,137.81,,,
FMDNTS0322,SIMPLE EXTRACTION OF PERMANENT TEETH,OS,0.25,177.6,186.48,195.8,,,
ENT-0028,Simple Mastoidectomy,P1,0,2500,2625,"2,756.2
5",,,
URO-0027,Simple Orchidectomy,P1,0,3413,3583.65,"3,762.8
3",,,
FMURO-0005,SIMPLE URETHRAL DILATATION,OS,0.25,779.76,818.75,859.69,,,
FMURO-0173,SIMPLE URETHRAL DILATION UNDER LA,OS,0.25,584.82,614.06,644.76,,,
OBG-0037,Simple Vulvectomy,P1,0,5000,5250,"5,512.5
0",,,
NEU-0008,Single Intracerebral Hameatoma Drinage Burrhole,P1,0,10000,10500,"11,025.
00",,,
49617,SISLER LACRIMAL TREPHINE 21G DIA#585031,OS,0.25,600,630,661.5,,,
FMONC-1014,SIX WEEKS ADVANCED 3-D RADIOTHERAPY,P1,0,54000,56700,"59,535.
00",,,
FMLAB-9719,SKELETAL MUSCLE ABS,OS,0.25,195,204.75,214.99,,,
FMDER-0006,"SKIN ALLERGY TEST ""PATCH""",OS,0.25,341.15,358.21,376.12,,,
ORT-0004,Skin and / or Skeletal Traction on Thoma Splint or Bobler Spine,P1,0,1000,1050,"1,102.5
0",,,
FMDER-0004,SKIN BIOPSY,OS,0.25,241.11,253.17,265.82,,,
SUR-0054,Skin Grafting - Large,P1,0,5689,5973.45,"6,272.1
2",,,
SUR-0053,Skin Grafting- Meduim,P1,0,4267,4480.35,"4,704.3
7",,,
SUR-0052,Skin Grafting- Small,P1,0,2844,2986.2,"3,135.5
1",,,
FMLAB-8137,SKIN PRICK TEST(INHALANT ALLERGENS),OS,0.25,389.88,409.37,429.84,,,
FMNUR-0034,SKIN TEST,OS,0.25,4.56,4.79,5.03,,,
FMOPP-0001,SKIN TEST (OPD PRO. ROOM),OS,0.25,10.26,10.77,11.31,,,
FMERDA0070,SKIN TEST.,OS,0.25,4.56,4.79,5.03,,,
FMORT-0445,SKIN TRACTION,OS,0.25,150,157.5,165.38,,,
18604,SKINTRACTIONKITADULTADHESIVETENSOPLAST#5611/66000 456,OS,0.25,153.22,160.88,168.93,,,
FMXRY-0001,SKULL AP. LATERAL,OS,0.25,150,157.5,165.38,,,
FMXRY-0069,SKYLINE VIEW FOR PATELLA,OS,0.25,100,105,110.25,,,
FMNUM-0030,SLEEP EEG RECORD OVERNIGHT,OS,0.25,1128,1184.4,"1,243.6
2",,,
SUR-9193,Sleeve gastrectomy,P1,0,20000,21000,"22,050.
00",,,
MS-S-012553,SLEEVE KNEE LARGE KENDALL #73023,OS,0.25,,380,380,2025-08-17 00:00:00,62865,
FMLAB-8011,SLIDE SCREENING REFERRAL,OS,0.25,290,304.5,319.73,,,
47668,SLIMLINE 365 MICRON REUSABLE FIBER LUMENIS #0624-148- 36,OS,0.25,2911.95,3057.55,"3,210.4
2",,,
40089,SLIMLINE 550 MICRON BLUE REUSABLE LUMENIS # 0624-149- 55,OS,0.25,3136,3292.8,"3,457.4
4",,,
048573,SLOW K 600 MG X 100 TAB,OS,0.25,142.5,149.63,157.11,,,
48573,SLOW K 600 MG X 100 TAB.,OS,0.25,142.5,149.63,157.11,,,
FMXRY-0206,SMALL BOWEL SERIES SINGLE CONT,OS,0.25,500,525,551.25,,,
FMERDA0075,SMALL DRESSING,OS,0.25,20,21,22.05,,,
SUR-0045,Small Incisional Hernia w/o Mesh,P1,0,3911,4106.55,"4,311.8
8",,,
SUR-0031,Small Mass Local excision,P1,0,2987,3136.35,"3,293.1
7",,,
ENT-0017,SMD,P1,0,1408,1478.4,"1,552.3
2",,,
ENT-0026,SMR Submucus Resection,P1,0,4000,4200,"4,410.0
0",,,
P09SODIU3J,SODIUM BICARBONATE 8.4Percent 50ML (B. BRAUN),OS,0.25,5.47,5.74,6.03,,,
48198,SODIUM CHLORIDE 0.9% F/INFUSION 1000ML BAG,OS,0.25,30.64,32.17,33.78,,,
018561,SODIUM CHLORIDE 0.9% F/IRRIGATION 1000ML W/SCREW CAP,OS,0.25,14.7,15.44,16.21,,,
18561,SODIUM CHLORIDE 0.9% F/IRRIGATION 1000ML W/SCREW CAP.,OS,0.25,14.7,15.44,16.21,,,
018548,SODIUM CHLORIDE 0.9% F/IRRIGATION 2000ML,OS,0.25,68.95,72.4,76.02,,,
18548,SODIUM CHLORIDE 0.9% F/IRRIGATION 2000ML.,OS,0.25,68.95,72.4,76.02,,,
018562,SODIUM CHLORIDE 0.9% F/IRRIGATION 3000ML BAG,OS,0.25,114.91,120.66,126.69,,,
18562,SODIUMCHLORIDE0.9%F/IRRIGATION3000MLBAG,OS,0.25,114.91,120.66,126.69,,,
FMDNTC91,SOFT TISSUE GRAFTING ( PER SITE ),OS,0.25,3050,3202.5,"3,362.6
3",,,
DRDE011278,SOHAIR SALAH FATHALLA ELKASHEF,CO,0,100,125,150,,,
OGOB030724,SOHIR ALI MOHAMED,CO,0,100,125,150,,,
20254,SOLUTION ALCOHOL HANDRUB 500ML HY,OS,0.25,16,16.8,17.64,,,
020254,SOLUTION ALCOHOL ISOPROPYL DISINFECTANT 500ML/BTL MEDISOL #PPB024,OS,0.25,42.13,44.24,46.45,,,
050583,SOLUTION BETADINE/POVIDINE 10% 200~250ML,OS,0.25,38.3,40.22,42.23,,,
50583,SOLUTION BETADINE/POVIDINE 10% 200~250ML.,OS,0.25,38.3,40.22,42.23,,,
MS-S-003469,SOLUTION GLUCOSE 2.27% (5LITER) #13K07K1,OS,0.25,120,126,132.3,,,
MS-S-001335,SOLUTION HIBISCRUB CIDASTAT W/2% CHLORHEXIDINE & 4% ALCHOL (500ML/BTL),OS,0.25,24,25.2,26.46,,,
020252,SOLUTION MULTIBIC 2KMMOL 5000ML #9670201,OS,0.25,378.48,397.4,417.27,,,
20252,SOLUTION MULTIBIC 2KMMOL 5000ML #9670201.,OS,0.25,378.48,397.4,417.27,,,
MS-S-001365,SOLUTION SCRUB ALPHADINE POVIDINE IODINE 7.5% BTL/5LTR,OS,0.25,0.04,0.04,0.04,,,
MS-S-001937,SOLUTION SCRUB STAT 4% CHLOROHEXIDINE & 4% ALCOHOL BTL/1LTR NAPH SEPT,OS,0.25,0.03,0.03,0.03,,,
18557,SOLUTIONPOVIDONEIODINE7.5%SCRUB1000ML#4475,OS,0.25,76.61,80.44,84.46,,,
FMLAB-9725,SPECIFIC GRAVITY,OS,0.25,233.33,245,257.25,,,
FMENTL0014,SPEECH THERAPHY SESSION,OS,0.25,150,157.5,165.38,,,
FMANA-0010,SPINAL ANAESTHESIA,OS,0.25,300,315,330.75,,,
FMORT-0690,SPINAL FUSION WITH MICOMED SYS TEM,OS,0.25,5321.86,5587.95,"5,867.3
5",,,
