Code,Discription,Price,Class VIP A,SBS Mappping
FMERDD0006,THOMAS SPLINT RENTAL PER WEEK  PLUS DEPOSIT,154,170,99999-99-99
FMERDV0007,VARILRIX (CHICKEN POX) VACCINE,154,170,92157-00-20
FMLAB-6076,ACINETOBACTER SCREENING,154,170,73150-00-70
FMLAB-9023,"BLOOD EXTRACTION ""HOME VISIT""",154,170,73100-09-80
FMLAB-9172,BILIRUBIN (AMNIOTIC FLUID),154,170,73050-04-30
FMLAB-9363,ANTI DNASE,154,170,73100-13-00
FMLAB-9367,ANTI R1,154,170,73050-39-70
FMLAB-9368,ANTI YO,154,170,73100-09-80
FMLAB-9950,P.K.U. TEST,154,170,73050-27-20
FMOPTA0010,FUNDUS PHOTOGRAPHY,154,170,96188-00-00
FMOPTC0004,INCISN OF STYE OF EYELID,154,170,90084-00-01
FMOPTC0017,EYE LASHES ELECTROLYSIS,154,170,42587-04-01
FMOPTE0001,SUPERFICIAL CORNEAL F.B.,154,170,30061-02-01
FMPTD-0061,UCI PATIENT 1 SESSION,154,170,99999-99-99
FMPTD-2170,Physiotherapy Session for Saudia,154,170,95550-03-00
FMSUR-1057,SUTURE OF MEDIUM WOUNDS (5 - 7 STITCHES),154,170,30026-00-20
FMOPTB0020,MONTHLY DISPOSABLE CONTACT LENS (BOX),153,169,83700-00-00
FMNUR-0012,POST CATH. OBSERVATION,152,168,83610-00-10
FMNUR-0018,DEEP CUT WOUND - LARGE (10 - 20 STITCHES),152,168,30026-00-30
FMNUR-0037,INSERTION OF SUBCLAVIAN CATH.,152,168,13815-01-00
FMERDA0044,GASTRIC LAVAGE WITH N.G.T.,149,164,14200-00-00
FMERDA0048,INTUBATION FEE,149,164,22007-00-00
FMERDA0049,MARITAL COUNSELLING,149,164,96081-00-00
FMERDA0057,UNDER WATER DRAINAGE,149,164,99999-99-99
FMERDA0083,FINE FAC.SUTRES.USING 8-12 SUT USING 5 OR 6  SUTURE,149,164,30032-00-30
FMIVF-0023,SEMEN ANALYSIS,149,164,73400-03-30
FMIVF-0026,POST COITAL TEST (PCT),149,164,99999-99-99
FMLAB-9337,ACETYCHOLINESTERASE (B),149,164,73050-00-20
FMLAB-9626,PAH/PARA-AMINO HIPPURIC ACID,149,164,73050-07-10
FMLAB-9787,ANTIGEN DETECT. FOR CRYPTOCOCC US SP,149,164,73100-20-60
FMPDT-0033,INTRACARDIAL INJECTION,149,164,18360-01-01
FMPDT-0044,ULTRASOUND OF ONE ORGAN-BABIES & INFANT UPTO 4 YRS,149,164,90908-00-00
FMPDT-0064,RESPIRATION MONITOR FOR 24HRS,149,164,11503-16-00
FMPDT-0087,"ALLERGY INHALATION PROVOCATION TST,EACH LLGN,INCL.CRTL PTNT",149,164,11503-17-00
FMPTD-2171,Physiotherapy One Session,149,164,95550-03-00
FMSUR-9016,LASER SESSION (SUFER.LOW ENER),149,164,99999-99-99
FMXRY-0036,SHOULDER NEUTRAL AP,149,164,57700-00-11
FMANA-0019,TRACHIAL INTUBATION,143,158,22007-00-00
FMANA-0021,NASOGASTRIC TUBE INSERTION,143,158,92036-00-00
FMANAC0001,ACUPUNCHURE/SESSION,143,158,93173-00-00
FMDER-0033,NARROW BAND THERAPY,143,158,14050-02-00
FMDER-0047,ULTRAVIOLET EXPOSE,143,158,14050-00-00
FMDER-0051,HERBAL MASK APPLICATION,143,158,99999-99-99
FMDER-0058,INFRARED EXPOSURE,143,158,99999-99-99
FMDER-0153,INCISS.&DRAIN.ABSCESS-SMALL,143,158,30223-01-00
FMDER-0170,REGIONAL PUVA MOBILE/SESSION,143,158,14050-00-00
FMDER-0174,BLEACHING - ARMS,143,158,99999-99-99
FMDNTLF0003,PORCELAIN CROWN WITH NON-PRECIOUS METAL,143,158,588
FMENTE0029,COMPTUER ASSISTED VESTIBULAR   REHABILIATION EXERCISE,143,158,96130-00-00
FMENTE3019,EAR PLUG,143,158,41647-01-00
FMENTE5004,HEARING AID FITTING,143,158,96092-00-41
FMENTL0017,SPEACH THERAPY SINGLE,143,158,95550-05-00
FMLAB-1140,CK ELECTROPHORESIS,143,158,73050-09-50
FMLAB-9697,Q FEVER (COXIELLA BURNETTI ABS ),143,158,73100-09-90
FMNBD-0007,BILI CHECK,143,158,73050-04-30
FMPSDC0009,PIERCING OF EAR FOR EARING,143,158,90111-00-10
FMPTD-0009,MANUAL MASSAGE - TOTAL,143,158,96162-00-00
FMPTD-0051,OSTEOTRON FOR 4 HOURS,143,158,96154-00-00
FMPTD-0108,LASER THERAPY,143,158,96155-00-00
FMPTD-0114,P.T. 2 PROCEDURES,143,158,99999-99-99
FMRHE-0003,LOCAL INJECTION,143,158,99999-99-99
FMXRY-0013,A.C. JOINT W/ WEIGHT BEARING,143,158,57700-00-11
FMXRY-0038,SPECIAL VIEW FOR GLENOID,143,158,57700-00-11
FMXRY-0039,SHOULDER OF INTERTUBECULARIS,143,158,57700-00-11
FMXRY-0054,STRESS VIEW FINGERS,143,158,57506-04-11
FMXRY-0059,HIP FOR HEAD OF FEMUR(30CA/AG),143,158,55816-00-01
FMXRY-0081,CHEST PA LAT. VIEWS,143,158,58500-00-20
FMXRY-0091,CEPHALOMETRIC 1 VIEW,143,158,57902-00-00
FMXRY-0105,FLUROSCOPY IN O.R. 5 MINUTES,143,158,60503-00-00
FMLAB-3024,T3,141,156,73050-36-50
FMLAB-5039,HERPES I IGG,141,156,73100-23-00
FMLAB-5040,HERPES II IGG,141,156,73100-23-10
FMLAB-9010,ALPHA-1-ANTI-TRYPSIN,141,156,73050-01-50
FMLAB-9117,RAST (EACH PANEL),141,156,73050-20-60
FMLAB-9126,T3 UPTAKE TEST (B),141,156,12518-00-00
FMACUA0006,HYPNOSIS,138,152,96103-00-00
FMACUA0022,TRIGGER POINT STIMULATION,138,152,93173-00-00
FMDER-0228,MULTI-ZONES(1X)BODY TREATMENT  SMALL AREA,138,152,99999-99-99
FMDNTF0010,CHILDREN TOOTH FILLING  ONE SURFACE,138,152,83700-00-00
FMDNTM0013,LOC.TREAT.OF ORAL LESION SMALL,138,152,90141-01-00
FMDNTM0017,SMOOTHING OF SHARP EDGE,138,152,97113-00-00
FMDNTP0001,TEMPORARY ACRYLIC CROWN,138,152,97631-00-00
FMDNTR0013,READY MADE POST,138,152,121
FMDNTS0004,SIMPLE EXT.DECIDIOUS,138,152,83700-00-00
FMERDA0033,SUTURE OF LACERATN EXTERNL EAR,138,152,30052-00-01
FMLAB-1175,POST COITAL URINE,138,152,73050-37-80
FMLAB-9507,GLUCOSE PHOSPHATE ISOMERASE,138,152,73050-28-10
FMLAB-9647,PH1 (PHOSPHOHYXOSE ISOMERASE),138,152,73050-28-10
FMNUR-0046,PULSE OXIMETER 24 HOURS,138,152,96165-00-00
FMNUR-0047,NURSING CARE HOME VISIT PER 1  HOUR,138,152,99999-99-99
FMORT-0395,SLING FOR UPPER LIMB,138,152,96092-00-00
FMORW-0008,ORTHOSIS VII,138,152,96092-00-00
FMORW-0079,CORRECTION OF SHOE - SMALL,138,152,96092-00-00
FMORW-0132,SILICON HEEL,138,152,97823-00-00
FMORW-0134,KNEE SUPPORT,138,152,96092-00-00
FMPDT-0052,ULTRASOUND OF 1 ORGAN CHILDREN 5 YEARS AND OVER,138,152,96155-00-00
FMPSYB0016,CONJOINT FAMILY THERAPY SESS.,138,152,96102-00-00
FMPTD-0151,Occupational Therapy Session B,138,152,95550-02-00
FMLAB-9374,ANTI STREPTOKINASE,137,151,73100-18-60
FMOPT-0500,SECOND OPINION CONSULTATION,137,151,83600-00-60
FMOPTA0013,LOCAL ANAESTHESIA,137,151,92513-99-00
FMOPTA0019,HESS SCREEN EXAMINATION,137,151,42503-00-01
FMOPTA0020,SYNPTOPHORE EXAMINATION,137,151,96044-00-01
FMOPTA0021,MULTIVISION CONTRAST TESTING,137,151,96039-00-00
FMOPTB0013,ACUVUE DISPOSABLE LENSES BOX,137,151,83700-00-00
FMOPTI0007,THREE SMIB OPERATION,137,151,42593-00-01
FMANA-0055,NITROUS OXIDE - 1/4 TANK,132,146,83700-00-00
FMENTN2062,NASAL SINUSCOPY,132,146,41764-01-00
FMERDA0093,E.C.G. ANALYZER,132,146,11700-00-00
FMICU-0007,ECG PORTABLE,132,146,11700-00-00
FMLAB-1089,NITRO BLUE TETRAZON,132,146,73100-17-40
FMLAB-1139,"HEART ENZYMES PROFILE(CPK,SGOT,LDH)",132,146,73050-35-90
FMLAB-1157,PROSTATIC SMEAR AFTER MASSAGE(FRESH & GRAM STAIN),132,146,73050-44-30
FMLAB-2047,H.B.D.H.,132,146,73000-01-30
FMLAB-2072,TRIGLYCERIDES,132,146,73050-36-20
FMLAB-2096,C.K. ISOENZYMES,132,146,73050-09-50
FMLAB-2159,FRESH FROZEN PLASMA UNIT (F.F.P) CBB MOH,132,146,73250-02-00
FMLAB-2162,PLATELET RANDOM UNIT ( WITH DONOR) CBB MOH,132,146,73250-02-90
FMLAB-3036,PLASMA 3 PROATIVATOR,132,146,73050-35-70
FMLAB-4026,PHENCYCLIDINE,132,146,73050-27-00
FMLAB-5051,ROTA VIRUS AG IN STOOL,132,146,73050-49-90
FMLAB-9131,THYROGLOBULIN ABS.,132,146,73100-27-50
FMLAB-9346,ALPHA A ANTI -TRYPSIN (S.U.),132,146,73050-01-50
FMLAB-9494,FLUORIDE INHIB. PSEUDOCHOLINES TER,132,146,73050-13-30
FMLAB-9562,LAMBLIA ABS,132,146,73100-22-10
FMLAB-9642,"PHENACETIN, QUALI.",132,146,73300-05-10
FMLAB-9817,TRYPANOSOMA ABS (IHA),132,146,73100-25-50
FMLAB-9953,ANTI-STREPTOCOCCAL D NASE,132,146,73100-12-90
FMPSD-0007,DRAINAGE OF ABSCESS,132,146,30223-03-01
FMPSDH0008,"BURN DRESSING , 5%",132,146,30010-00-10
FMPSDH0009,WOUND DRESSING MAJOR,132,146,30055-00-30
FMPTD-0005,ELECTRIC STIMULATION - MUSCLE/ NERVE,132,146,96155-00-00
FMPTD-2166,WEIGHT REDUCTION SGH STAFF 3 VISITS,132,146,96129-00-00
FMXRY-0011,CLAVICLE  5% AO OR PA,132,146,57706-00-01
FMXRY-0018,STERNO CLAVICULAR JOINTS,132,146,58521-00-00
FMXRY-0021,CERVICAL SPINE AP. & LAT.,132,146,58100-00-00
FMXRY-0030,SACRUM COCCYX AP. & LAT.,132,146,58109-00-00
FMXRY-0035,SHOULDER AP. AXIAL,132,146,57700-00-11
FMXRY-0040,HUMERUS AP. LATERAL,132,146,57506-00-01
FMXRY-0041,ELBOW AP. LAT.,132,146,57506-01-21
FMXRY-0045,"FOREARM  AP., LATERAL",132,146,57506-02-01
FMXRY-0046,"WRIST PA, LAT.",132,146,57506-03-11
FMXRY-0049,HAND AP. OBL.,132,146,57506-04-11
FMXRY-0062,FEMUR AP. LAT.,132,146,57518-00-11
FMXRY-0063,KNEE AP. LAT.,132,146,57518-01-11
FMXRY-0067,KNEE TUNNEL FRIK POSITION,132,146,57518-01-11
FMXRY-0071,ANKLE AP LATERAL,132,146,57518-03-11
FMXRY-0074,OS-CALSIS (HEEL)TANGENTIAL LAT,132,146,57518-04-11
FMXRY-0075,FOOT AP LAT.,132,146,57518-04-11
FMXRY-0095,PORTABLE CHARGE,132,146,99999-99-99
FMXRY-0706,EXTRA COPY CD,132,146,99999-99-99
FMCAR-1000,DAY CARE SUPERVISION,127,140,83700-00-00
FMCTS-1000,DAY CARE SUPERVISION,127,140,83700-00-00
FMDER-0026,URETHERAL SCRAPPING,127,140,90365-00-00
FMDER-0030,VAPOSONE SESSION,127,140,83700-00-00
FMDER-0031,DERMO TEST,127,140,12000-00-00
FMDER-0063,DIATHERMY CURRETAGE,127,140,30195-00-00
FMDER-0086,EXTRACTION OF MOLLUSCA BODIES  AREA,127,140,30189-00-00
FMDER-0095,ERECTILE DISORDERS DETECTION   USING DUPPLER APPARATUS,127,140,37815-00-00
FMDER-0136,LASER TEST DOSE,127,140,99999-99-99
FMDER-0139,LIQUID NITROGEN APPL. MEDIUM,127,140,30192-00-10
FMDER-0143,PODOPHYLLIN APPL. LARGE AREA,127,140,99999-99-99
FMDER-0146,INTRALESIONAL(IL)INJ.LRGE.AREA,127,140,30207-00-00
FMDER-0152,ANTI-ALLERGIC INJ.COCKTAIL II,127,140,99999-99-99
FMDER-0159,ELECTROCAUTERY-SMALL AREA,127,140,30195-06-00
FMDER-0195,VASCULAR LASER TREATMENT TEST  DOSE,127,140,14100-00-00
FMDER-0221,LASER COOLING DEV. APPLICATION,127,140,99999-99-99
FMDER-0500,SECOND OPINION CONSULTATION,127,140,83600-00-60
FMDER-4003,AHA PEELING APPLICATION SMALL  AREA,127,140,45019-00-00
FMDER-4005,COMEDO EXTRACTION,127,140,99999-99-99
FMENT-9000,C.P. PROGRAM - 1 SESSION (P.D),127,140,83620-00-30
FMENTE0021,TRASIENT EVOKED OAE (PED.),127,140,11332-00-00
FMENTE2004,SUTURE OF LACERATION OF EXTRNL EAR (PER SUTURE),127,140,30052-00-01
FMENTE3001,EAR WASH - UNILATERAL,127,140,41647-00-00
FMENTE3017,MICROSCOPIC EXAMINATION UNILAT,127,140,90119-00-01
FMENTE4007,REMOVAL OF GROMMET-UNILATERAL,127,140,41644-00-01
FMENTE6001,POLITZERIZATION,127,140,90113-00-02
FMENTL0015,INDIRECT LARYNGOSCOPY USING ENDOSCOPE,127,140,41849-00-00
FMENTN0004,PROETZ MANOEUVRE (NASAL SINUS,127,140,41704-00-00
FMENTN2010,CONTROL OF EPISTAXIS BY CHEM.  CAUTERIZATION - BILATERAL,127,140,41677-00-00
FMENTN2013,CORTICOSTEROID INJ.-TURBINATE,127,140,96205-03-00
FMENTN2034,DEBRIDEMENT-ATROFIC RHINITIS - UNILATERAL,127,140,90665-00-10
FMENTO0001,SUTURE OF LACERATION OF LIP (EACH),127,140,30052-02-00
FMENTO0002,SUTURE OF LACERATION OF TONGUE,127,140,90136-00-00
FMLAB-4014,OPIATES,127,140,73300-08-20
FMLAB-9828,TRANSFER BAG,127,140,83700-00-00
FMNEU-0048,INFILTRATION OF SOFT TISSUE 5X,127,140,99999-99-99
FMNEU-0075,STYKER BED WARD USE PER DAY,127,140,83700-00-00
FMNEU-0500,SECOND OPINION CONSULTATION,127,140,83600-00-60
FMNUM-0500,SECOND OPINION CONSULTATION,127,140,83600-00-60
FMOPT-0022,REMOVAL OF SUPERFICIAL CONJUNC TIVA FOREIGN BODY,127,140,30061-04-01
FMOPTA0012,SUTURE REMOVAL (EYE),127,140,42668-00-01
FMOPTD0001,REMVL OF SUPERFICIAL CONJ.F.B.,127,140,30061-04-01
FMOPTI0006,LACRIMAL DUCT PROBING,127,140,42614-01-00
FMORW-0116,HALUX VALGUS BRACE,127,140,96092-00-00
FMPTD-0012,SAUNA BATH,127,140,92178-00-90
FMPTD-0050,INTERFERNTIAL COMPCT.W/SUCTION,127,140,96155-00-00
FMPTD-0075,POLIO TREATMENT,127,140,99999-99-99
FMPTD-0076,MEDICAL BATH,127,140,96163-00-00
FMPTD-0082,LOCAL INJECTION,127,140,99999-99-99
FMPTD-0124,USE OF A.V.I. MACHINE FOR 3HRS,127,140,83700-00-00
FMSUR-1003,SECOND OPINION CONSULTATION,127,140,83600-00-60
FMSUR-1008,ABSCESS INCISION (SUPERFICIAL),127,140,30223-01-10
FMSUR-1013,DRAINAGE SM.ABCESS-LOCAL ANAES,127,140,30223-01-00
FMSUR-1033,EXCISION OF PLANTAR WART,127,140,30186-00-01
FMSUR-3023,SCLEROHERAPHY FOR HEMORRHOIDS  (SESSION),127,140,32132-00-00
FMSUR-3032,DOPPLER,127,140,90908-00-00
FMURO-0056,DRESSING OF WOUND,127,140,30055-00-00
FMURO-0113,RE-ESWL FROM ADDMISSION 1ST    MONTH,127,140,92199-00-00
FMURO-0151,INTRACORPOSAL INJ. V.R. TEST,127,140,37415-00-00
FMURO-0500,SECOND OPINION CONSULTATION,127,140,83600-00-60
FMXRY-0043,ELBOW FOR CORONOID PROC OBL.,127,140,57506-01-11
FMXRY-0044,ELBOW FOR SULCRUS ULNARIS,127,140,57506-01-11
FMXRY-0077,FOOT TANG/LAT IN STANDING,127,140,57518-04-11
FMXRY-0534,ULTRASOUND PORTABLE CHARGE FOR DOPPLER,127,140,99999-99-99
FMCAR-0009,E.C.G. FOR INPATIENT,121,134,11700-00-00
FMCAR-1001,DOCTORS DAYCARE SUPERVISION,121,134,83610-02-30
FMDNTS0025,I&D INTRA ORAL ABCESS CHILDREN,121,134,96215-00-00
FMDNTS0286,AMALGAM SIMPLE,121,134,511
FMENDA0002,BRONCHOALVEOLAR LAVAGE,121,134,41898-02-01
FMENDE0007,PROCTOSCOPY,121,134,32171-00-00
FMENDE0009,ENDOSCOPIC BIOPSY,121,134,30473-01-00
FMENDE0017,PRE MEDICATION,121,134,99999-99-99
FMENTN2055,REMOVAL OF NASAL PACK,121,134,92031-00-00
FMERDA0001,ABSCESS INCISSION SUFERFICIAL,121,134,30223-01-00
FMERDA0015,DEEP CUT WOUND SMALL ( 3 - 5   STITCHES),121,134,99999-99-99
FMERDA0025,HOME VISIT (ESCORT NURSE),121,134,83620-00-00
FMERDA0028,SUB.CUT WOUND MEDIUM (5 - 10   STITHES),121,134,30026-00-20
FMERDA0035,SUTURE OF LACERATN IN THE NOSE,121,134,30052-03-00
FMERDA0036,SUTURE OF LACERATION TONGUE,121,134,90136-00-00
FMERDA0047,INCISION & DRAINAGE (PEDIA),121,134,99999-99-99
FMERDA0085,FINE FAC.SUT.USNG. 5-6 SUT.4-7 SUTURES,121,134,30032-00-10
FMERDD0001,P.O.P. TO SIMPLE FRACTURE,121,134,96092-00-00
FMLAB-1023,CBC WITH AUTOMATED DIFF.,121,134,73100-00-80
FMLAB-1081,BONE MARROW TREPHINE NEEDLE,121,134,30081-00-00
FMLAB-1146,VDRL & TPHA QUALITATIVE,121,134,73100-18-70
FMLAB-2013,C.K. (CPK),121,134,73050-09-40
FMLAB-2014,C.K.MB,121,134,73050-09-60
FMLAB-2055,LIPASE,121,134,73050-23-00
FMLAB-2090,URINE PHOSPHORUS,121,134,73050-28-30
FMLAB-6001,A.F.B. SMEAR (I SAMPLE),121,134,73200-07-10
FMLAB-6064,ANAERABIC CULTURE,121,134,73050-40-50
FMLAB-9153,RETINOL BINDING PROTEIN,121,134,83700-00-00
FMLAB-9432,CLOSTRIDIUM DIFFICILE CULTURE,121,134,73050-44-90
FMLAB-9504,GALACTOSAEMIA SCREEN,121,134,73050-13-80
FMNUR-0041,CODE BLUE ON THE WARD,121,134,83700-00-00
FMOBG-0002,ULTRASOUND SCAN WITH PHOTO,121,134,55700-02-00
FMOBG-0005,COLPOSCOPIC EXAMINATION,121,134,35614-00-00
FMOBG-0016,ANTENATAL (CTG)MONITORING/HR,121,134,16514-01-00
FMOBG-0070,HIGH VAGINAL SWAB,121,134,99999-99-99
FMORD-0004,CATHETERIZATION,121,134,36800-00-00
FMORDZ0008,VIDEO TAPE RCDG. - LONG PROCE.,121,134,99999-99-99
FMORT-0175,BELOW ELBOW CAST CHILD (SCOTCH CAST),121,134,30023-01-01
FMORT-0377,ELASTIC BANDAGE BELOW KNEE W/O MEDICINE,121,134,96092-00-00
FMORT-0398,WALKING HEEL,121,134,96092-00-00
FMPDT-0002,FOLLOW-UP & EXAM. & CONSULTATN NURSERY,121,134,92001-00-00
FMPDT-0005,EXAMINATN OF BABY & CHILD UPTO 4 YEARS OLD,121,134,96037-00-00
FMPDT-0006,EXAMINATION OF NEW BORN INCLUDING SIMPLE NEURO TEST,121,134,96037-00-00
FMPDT-0008,INTRAVENOUS INFUSION MORE THAN 30 MINS. - CHILDREN 5 +,121,134,96199-19-00
FMPDT-0014,PHOTOTHERAPY PER 24HRS+EYEPADS,121,134,90677-00-00
FMPDT-0037,1 X DPT VACCINATION INCLUDING  CONSULTATION & VACCINE,121,134,92149-00-00
FMPDT-0038,MEASLES VACCININE,121,134,92153-00-00
FMPDT-0039,MMR VACCININE,121,134,92156-00-10
FMPDT-0040,M/M VACCINATION INCLUDING CONSULTATION AND VACCINE,121,134,92153-00-00
FMPDT-0043,GT-TEST (INTRADERMAL TB TEST),121,134,12012-00-00
FMPDT-0049,DPT OR DT VACCINE,121,134,92157-00-40
FMPDT-0050,ORAL POLIO VACCINE,121,134,92150-00-00
FMPDT-0051,R-VACCINATION (GERMAN MEASLES) INCL VACCINATION & VACCINE,121,134,92155-00-00
FMPDT-0054,EXAMINATION OF CHILDREN 5 YRS  AND OLDER,121,134,96037-00-00
FMPDT-0055,1 X DI-VACCINE FOR CHILDREN INCL CONSULTATION & VACCINE,121,134,92146-00-00
FMPDT-0056,1XDI-VACCINE FOR ADULT INCL CONSULTATION & VACCINE,121,134,92146-00-00
FMPDT-0066,TREATMENT WITH MICROWAVES MORE THAN 1 ORGAN - SESSION,121,134,92178-00-90
FMPDT-0081,CHANGE OF I.V.FLUID (BLOOD OR  BLOOD PRODUCT) NEXT BOTTLE,121,134,13706-01-00
FMPDT-0084,T-VACCINE(TETANUS)INCLUDING CONSULTATION & VACCINE,121,134,92148-00-00
FMPDT-0085,T-VACCINE(TETANUS)& T-ANTITOX  COMB.INCL.CONS.VACCINE SERUM,121,134,92149-00-00
FMPDT-0086,"ALLERGY NASAL-PROVOCATION TEST EACH ALLERGN,INCL.CONTROL PTNT",121,134,12000-00-00
FMPDT-0091,INSRT.ORO-GASTRIC NUTRIT TUBE  UPTO 24HRS CHDRN OVER 3 YRS,121,134,92036-00-00
FMPDT-0094,INTERPARTMENT CONSULT & EXAM   OF PATIENT,121,134,96037-00-00
FMPDT-0101,PROPYLACTIC GEN. CHECKUP PGC-1,121,134,96037-00-00
FMPDT-0116,APPLICATN OF LARGE COMPLICATED BANDAGE WITH SPLINT,121,134,96092-00-00
FMPDT-0137,OXYGEN FROM 1 TO 4 HOURS,121,134,92044-00-00
FMPDT-0144,CONT. CONTRL. PLSE. ECG 1-4 HR,121,134,11712-00-00
FMPDT-0156,PRELIMENARY INVESTIGATIONS,121,134,92204-00-00
FMPDT-0157,PULSE OXIMTER  1 - 4 HOURS,121,134,12203-01-00
FMPDT-0161,PDT SPECIAL NURSE MIN. 12 HRS.,121,134,83600-02-00
FMPDT-0185,BCG VACCINE,121,134,92145-00-00
FMPSYA0004,TAYLOR'S ANXIETY SCALE,121,134,95550-01-00
FMPSYA0005,EYSENCK PERSONALITY INV. AD,121,134,96101-00-00
FMPSYA0008,MANUAL DEXTERITY,121,134,83700-00-00
FMPSYA0011,BENDER GESTALT,121,134,96180-00-00
FMPSYA0012,BENTON VISUAL RETENTION TEST,121,134,96037-00-00
FMPSYA0022,CORTICAL FUNCTION ASSESSMENT,121,134,61386-01-00
FMPSYA0025,GRIFFITH'S MENTAL DEVELOPMENT,121,134,96037-00-00
FMPSYA0026,GUNXBURG OF SOCIAL DEVELOPMENT,121,134,96032-00-00
FMPSYA0027,TREATMENT BY SHADOWING,121,134,83700-00-00
FMPSYA0034,GUILFORD BATTERY (D.C.G.R.),121,134,96037-00-00
FMPSYA0035,BACK DEPRSS'N INVENTORY TEST,121,134,96236-00-00
FMPTD-0106,THERAPEUTIC & GYM EXERCISE,121,134,96129-00-00
FMPTD-2161,Prenatal P.T Programme,121,134,95550-03-00
FMPTD-2162,Pre. Or Postnatal P.T Programme,121,134,95550-03-00
FMSUR-1056,SUTURE OF SMALL WOUNDS (1 - 4 STICHES),121,134,30026-00-10
FMLAB-9225,GALACTOSAEMIA SCREEN (PAPER SPOT),119,131,73050-13-80
FMLAB-9533,HOMOGENTISIC ACID,119,131,73150-01-20
FMLAB-9696,PYRUVATE (B.CSF),119,131,73050-31-70
FMCTS-0040,WOUND SUTURING,116,128,90176-00-00
FMENTE0031,TINNITUS MASKING,116,128,96065-00-00
FMINT-0062,MAX RESPIRATORY PRESSURE,116,128,11503-14-00
FMINT-0500,SECOND OPINION CONSULTATION,116,128,83600-00-60
FMONC-0500,SECOND OPINION CONSULTATION,116,128,83600-00-60
FMPDS-0003,"INJ.OF SCLEROTHERAPY FOR HAE-  MANGIOMA, TONGUE/SITE",116,128,45027-02-00
FMPDT-0500,SECOND OPINION CONSULTATION,116,128,83600-00-60
FMPDT-9998,MEDICAL SUPERVISION,116,128,83600-02-10
FMPSD-0005,TEST DOSE FOR VASCULAR LAZER,116,128,45027-02-00
FMPSDJ0026,RESURFACING ERBIAN LAZER TEST  DOSE,116,128,30195-02-00
FMPSY-0034,PROGRESSIVE MATRICES FOR CHILD REN,116,128,96238-00-00
FMPSY-0500,SECOND OPINION CONSULTATION,116,128,83600-00-60
FMPSYB0033,PROGRESSIVE MATRICES FOR CHILD,116,128,96238-00-00
FMPTD-0078,FANGO TREATMENT,116,128,99999-99-99
FMPTD-0131,ULTRASOUND FOR 2 AREAS,116,128,90908-00-00
FMPTD-0132,INTERFERNIAL FOR 2 AREAS,116,128,96153-00-00
FMPTD-0133,SHORT WAVE FOR 2 AREAS,116,128,92178-00-90
FMPTD-0146,CEREBRAL PALSY THERAPY,116,128,96130-00-00
FMSUR-2043,ADJ. NEEDLE FOR GASTRIC BANDING,116,128,30511-14-00
FMNUR-0017,DEEP CUT WOUND - MEDIUM (5 - 10 STITCHES),115,127,30029-00-20
FMNUR-5555,MEDICAL SUPERVISION,115,127,83600-02-10
FMNUR99999,MEDICAL SUPERVISION,115,127,83600-02-10
FMACU-0500,SECOND OPINION CONSULTATION,110,121,83600-00-60
FMACU-1001,DOCTOR'S DAYCARE SUPERVISION,110,121,83600-00-10
FMACUA0000,ACUPUNCTURE CONSULTATION-IN-PT,110,121,83600-01-90
FMCTS-0000,CARDIO THORACIC SUR.IN-PT. CONSULTATION,110,121,83600-01-20
FMDER-0000,DERMATOLOGY CONSULTATION-IN-PT,110,121,83600-00-20
FMDER-0147,DERMOJET INJECTION-SMALL AREA,110,121,99999-99-99
FMDER-0224,HYDRADERMIE MACHINE(1X) FACIAL,110,121,83700-00-00
FMDNTP0141,LOCAL ANESTHESIA,110,121,941
FMDNTP0144,"ANT A,B,C * EXTRACTION",110,121,311
FMDNTP0147,* RR EXTRACTION,110,121,311
FMDNTP0149,ABSCESS DRAINAGE (BABY TOOTH),110,121,392
FMDNTP0152,F.S *,110,121,161
FMDNTR0012,PULPOTOMY (CHILDREN),110,121,97417-00-00
FMDNTS0125,STITCHES REMOVAL (SMALL),110,121,92138-00-00
FMENT-0000,ENT CONSULTATION(IN-PATIENT),110,121,96037-00-00
FMENT-0500,SECOND OPINION CONSULTATION,110,121,83600-00-60
FMENTE9914,DIX-HALLPIKE TEST FOR BPPV,110,121,99999-99-99
FMERDA0087,AMBULANCE FOR ARAMCO PATIENT - W/ AND W/O NURSE IN JEDDAH,110,121,83500-00-20
FMERDA0091,VITAL SIGN MONITORING MULTI PARAMETER HOURLY RATE,110,121,83600-00-90
FMICU-0019,NGT INSERTION,110,121,92036-00-00
FMICU-0021,FOLY CATHETER INSERTION,110,121,36800-00-00
FMLAB-1022,COMPLETE BLOOD COUNT,110,121,73100-00-90
FMLAB-1032,COLD AGGLUTININS TITRE,110,121,73100-12-30
FMLAB-1035,CROSS MATCHING,110,121,73250-01-60
FMLAB-1120,HOME SPECIMEN COLLECTION,110,121,73200-00-20
FMLAB-1158,CONJUNCTIVAL SMEAR,110,121,73050-44-30
FMLAB-1160,DIRECT SMEAR FOR VINCENTS ANGINA,110,121,73050-44-30
FMLAB-2016,CARBON DIOXIDE,110,121,73050-06-40
FMLAB-2069,T.I.B.C(IRON BINDING CAPACITY),110,121,73050-21-20
FMLAB-2076,URIC ACID CLEARANCE,110,121,73050-37-70
FMLAB-2089,URINE URIC ACID,110,121,73050-37-80
FMLAB-2097,LACTIC ACID (LA),110,121,73050-21-70
