Service Code,Description,Price 2022 ,Type,LOS
FMXRY-0215,I.V.P.,638.1407812499999,service,
FMXRY-0216,I.V.P. ACUTE/LIMITED SUDY,638.1407812499999,service,
FMXRY-0217,I.V.P.+M.C.U. (COMPLETE STUDY),638.1407812499999,service,
FMXRY-0218,CYSTOGRAM,638.1407812499999,service,
FMXRY-0219,URETHROGRAM,717.27029325,service,
FMXRY-0220,RETROGRADE PYELOGRAM,765.7689375,service,
FMXRY-0221,NEPHOSTOMY DYE EXAM.,491.3683740000001,service,
FMXRY-0222,ENDOSCOPIC UROLOGICAL EXAM.,663.6664125000001,service,
FMXRY-0223,CERVICAL MYELOGRAM,2616.37725825,service,
FMXRY-0224,THORACIC MYELOGRAM,2284.5440519999997,service,
FMXRY-0225,LUMBAR MYELOGRAM,1959.092226,service,
FMXRY-0226,MYELOGRAM COMBINATION,2935.4475937499997,service,
FMXRY-0227,DISCOGRAPHY,2444.07921975,service,
FMXRY-0228,CISTERNOGRAPHY,2444.07921975,service,
FMXRY-0229,4 INTRACRANIAL ARTERIES 1ST RN,6572.850101999999,service,
FMXRY-0230,CAROTID ATERY UNILATERAL 1ST.R,2616.37725825,service,
FMXRY-0231,CAROTID ATERY BILATERAL 1ST.RN,4754.14879275,service,
FMXRY-0232,VERTEBRAL ARTERY 1ST RUN,4275.5432895,service,
FMXRY-0233,AORTIC ARCH. ANGIOGRAPHY,5578.626737250001,service,
FMXRY-0234,RENAL/UPPER ABDOMINAL ANGIO.,7670.45224575,service,
FMXRY-0235,PELVIC ANGIOGRAM,7670.45224575,service,
FMXRY-0236,SELECTIVER ANGIOGRAM EACH VES.,1276.2815624999998,service,
FMXRY-0237,EACH ADDITIONAL RUN,1276.2815624999998,service,
FMXRY-0238,PULMONARY ANGIOGRAPHY,2552.5631249999997,service,
FMXRY-0239,SUPERIOR/INFERIOR CAVOGRAHPY,1403.90971875,service,
FMXRY-0243,VENOGRAPHY UYPP/LOW EXTR.1 SID,765.7689375,service,
FMXRY-0244,VENOGRAPHY UPP/LOW EXT.BOTH SD,1659.1660312499998,service,
FMXRY-0245,CAVERNOSOGRAM,2456.8419802500002,service,
FMXRY-0246,EPIDEDIMO VASOGRAPHY,2456.8419802500002,service,
FMXRY-0247,LYMPHANGIOGRAPHY BIPEDAL,3650.16526875,service,
FMXRY-0250,TOMOGRAPHY 3-6-SLICES,638.1407812499999,service,
FMXRY-0251,TOMOGRAM TMJ/IAC,638.1407812499999,service,
FMXRY-0252,COMPLETE CARDIAC STUDY W/ BA.,599.8523895000001,service,
FMXRY-0253,FLUORESCOPY GUIDED ASPIRATIN,842.3458312500001,service,
FMXRY-0254,MAMMOGRAPHY UNILATERAL,446.698602,service,
FMXRY-0255,MAMMOGRAPHY BILATERAL,765.7689375,service,
FMXRY-0256,MAMMOGRAPHY SPECIAL VIEW,319.07044575000003,service,
FMXRY-0257,HYSTERO SALPINGOGRAM (H.S.G),765.7689375,service,
FMXRY-0258,SIALOGRAM,638.1407812499999,service,
FMXRY-0259,ARTHOGRAM,1276.2815624999998,service,
FMXRY-0260,SHUNTOGRAPHY,1263.518802,service,
FMXRY-0261,DACRYCYSTOGRAM,701.9549145000001,service,
FMXRY-0262,GALACTOGRAPHY ONE SIDE,982.7368582500001,service,
FMXRY-0264,LIMBAL RING FOR INTR. F.B.,331.83320625000005,service,
FMXRY-0265,VOIDING CYSTOURETEROGRAM(VCUG),382.88446875,service,
FMXRY-0266,PANORAMA + CEPHALOMETRIC 1,842.3458312500001,service,
FMXRY-0267,POST E.S.W.L. FOLLOW UP,414.79148024999995,service,
FMXRY-0269,RHEU. PRFLE-I: OSTEO CT. MAMMO,1403.90971875,service,
FMXRY-0270,RHEU.PRFL-I: F-U-OSTEO CT MAMM,784.9131885,service,
FMXRY-0271,RHEU.PRFL-I:F-U-OSTEO CT AND,625.37802075,service,
FMXRY-0300,BRAIN OR SKULL W/O CONTRAST,1276.2815624999998,service,
FMXRY-0301,BRAIN W/ CONTAST,1276.2815624999998,service,
FMXRY-0302,BRAIN W/ &W/O CONTRAST,1531.537875,service,
FMXRY-0303,ORBIT/SELLA/INNER EAR W/O CONT,1531.537875,service,
FMXRY-0304,ORBIT/SELLA/INNER EAR W/ CONT,1531.537875,service,
FMXRY-0305,ORGANS OF THE THROAT,1531.537875,service,
FMXRY-0306,CHEST MEDIASTINUM  W/O CONT,1021.0252499999999,service,
FMXRY-0307,CHEST MEDASTINUM W/CONTRAST,1276.2815624999998,service,
FMXRY-0308,CHEST MEDIASTINUM W&W/O CONT.,1786.7941875000001,service,
FMXRY-0309,ABDOMEN OR PELVIS W/O CONTRAST,1276.2815624999998,service,
FMXRY-0310,ABDOMEN OR PELVIS W/ CONTRAST,1531.537875,service,
FMXRY-0311,ABDOMEN OR PELVIS W/ W/O CONT.,1786.7941875000001,service,
FMXRY-0312,ABDOMEN &PELVIS W/O CONTRAST,1276.2815624999998,service,
FMXRY-0313,ABDOMEN & PELVIS W/ W/OUT CONT,2042.0504999999998,service,
FMXRY-0314,SPINE W/O CONTRAST(2 SEGMENTS),1276.2815624999998,service,
FMXRY-0315,SPINE W/CONTRAST 2 SEGMENTS,1276.2815624999998,service,
FMXRY-0316,ADDITIONAL SEGMENT,765.7689375,service,
FMXRY-0317,SPINE POST MYELOGRAM,2169.67865625,service,
FMXRY-0318,MODE EAST/DYNAMIC STUSY,2105.86463325,service,
FMXRY-0319,"MPR,MPD ANY ORGAN AREA",1531.537875,service,
FMXRY-0320,CONTROL FOLLOW C.T.,1276.2815624999998,service,
FMXRY-0321,PRELIMINARY C.T. ANY ORGAN,1148.65340625,service,
FMXRY-0322,C.T. FOR P.N.S.,1531.537875,service,
FMXRY-0323,C.T. FOR PELVIMETRY,638.1407812499999,service,
FMXRY-0324,EXTREMITIES W/O CONT.,1276.2815624999998,service,
FMXRY-0325,EXTREMITIES W/ CONTRAST,1531.537875,service,
FMXRY-0326,OSTEO - CT.,765.7689375,service,
FMXRY-0327,CT GUIDED BIOPSY,1914.42234375,service,
FMXRY-0328,C.T. POST COLCHICINE,829.58307075,service,
FMXRY-0329,OSTEO C.T. FOLLOW UP,510.51262499999996,service,
FMXRY-0330,PANORAMA + CEPHALOMETRIC 1,1531.537875,service,
FMXRY-0331,C.T. SIMULATION WITHOUT CONTRA,1276.2815624999998,service,
FMXRY-0332,C.T. SIMULATION WITH CONTRAST,1531.537875,service,
FMXRY-0333,C.T. SIMULATION FOLLOW UP,638.1407812499999,service,
FMXRY-0401,THYROID SCAN W/TECHNITIUM,1914.42234375,service,
FMXRY-0403,THYROID SCAN W/R/A/IODINE,2552.5631249999997,service,
FMXRY-0405,THALLIUM W/O EXERCISE,2712.0982927500004,service,
FMXRY-0406,THALLIUM W/EXERCISE,3796.937676,service,
FMXRY-0407,THALLIUM W/ PERSANTINE,1927.1852144999998,service,
FMXRY-0411,LUNG PERFUSION,1914.42234375,service,
FMXRY-0412,LUNG VENMTILLATION,1914.42234375,service,
FMXRY-0413,LUNG PERFUSION &VENTILLATION,2552.5631249999997,service,
FMXRY-0414,LIVER & SPLEEN SCAN,1914.42234375,service,
FMXRY-0415,BILIARY TREE SCAN,893.3970937500001,service,
FMXRY-0416,RENOGRAM &N RENAL SCAN,2552.5631249999997,service,
FMXRY-0420,BONE SCAN,1914.42234375,service,
FMXRY-0421,WHOLE BODY SCAN W/R/A.IODINE,2552.5631249999997,service,
FMXRY-0422,WHOLE BODY SCAN W/ 67GAL,2552.5631249999997,service,
FMXRY-0423,LACRIMAL DUCT SCINTIGRAPHY,1914.42234375,service,
FMXRY-0425,PRELIMINARY SCAN ANY AREA/ORG.,599.8523895000001,service,
FMXRY-0430,CSF FLOW STUDY,1040.1695009999999,service,
FMXRY-0431,MPS W/TC-99 LABELLED COMPDS ST,2169.67865625,service,
FMXRY-0432,MPS W/TC-99 LABELLED COMPDS W/,1531.537875,service,
FMXRY-0433,MPS W/THALLUM-201(STESS+REDIST,2297.3068125,service,
FMXRY-0434,MPS (DUAL ISOTOPE TECHNIQUE),2169.67865625,service,
FMXRY-0435,FIRST PASS WITHOUT STRESS,1040.1695009999999,service,
FMXRY-0436,FIRST PASS UNDER STRESS,1659.1660312499998,service,
FMXRY-0437,GATED ERNA WITHOUT STRESS,1212.4675395,service,
FMXRY-0438,GATED ERNA UNDER STRESS,1659.1660312499998,service,
FMXRY-0447,TC-99 M PERTECHNETATE MICTURA,510.51262499999996,service,
FMXRY-0448,TC-99 M SULFER COLLOID MICTURA,1040.1695009999999,service,
FMXRY-0449,SIALOSCINTIGRAPHY,1212.4675395,service,
FMXRY-0455,WBS WITH I-131 MIBG,3701.21653125,service,
FMXRY-0456,WBS WITH TC-99M (V) DMSA,1212.4675395,service,
FMXRY-0457,WBS W/ THALIUM 201(OR TO 99M LABELLED COMPAOUND),1990.9992375,service,
FMXRY-0458,WBS WITH GA-67 CITRATE,2488.749102,service,
FMXRY-0461,WBS WITH TC-99 M NANOCOLLOID,1040.1695009999999,service,
FMXRY-0465,LYMPHOSCINTIGRAPHY,1914.42234375,service,
FMXRY-0468,I-131 5 MCI,765.7689375,service,
FMXRY-0469,I-131 10 MCI,1276.2815624999998,service,
FMXRY-0470,I-I31 29.5MCI,1531.537875,service,
FMXRY-0472,I-I31 50 MCI,1914.42234375,service,
FMXRY-0473,I-131 100 MCI,2552.5631249999997,service,
FMXRY-0474,I-131 120 MCI,3190.70390625,service,
FMXRY-0475,I-131 (MIBG),19144.2234375,service,
FMXRY-0476,SR-86 CI,15315.37875,service,
FMXRY-0500,THYROID,382.88446875,service,
FMXRY-0501,UPPER ABDOMEN OR PELVIS,382.88446875,service,
FMXRY-0502,ABDOMEN & PELVIS COMBINED,704.5074225000001,service,
FMXRY-0503,BREAST,382.88446875,service,
FMXRY-0504,SOFT TISSUE,382.88446875,service,
FMXRY-0505,FOLLOW-UP ULTRASONOGRAM,357.3588375,service,
FMXRY-0506,TESTES,382.88446875,service,
FMXRY-0507,I.V.F. 1 VISIT,319.07044575000003,service,
FMXRY-0508,I.V.F.COMPLETE PROGRAM 1ST TIM,746.6246865,service,
FMXRY-0509,I.V.F. FOLLOW -UP,446.698602,service,
FMXRY-0510,U/S GUIDED BIOPSY ASP,1276.2815624999998,service,
FMXRY-0511,DIAGONOSTIC U/S ONE ORGAN,382.88446875,service,
FMXRY-0513,DIAGNOSTIC U/S FOR NEONATES,191.4422895,service,
FMXRY-0514,TRANSECTAL U/S,638.1407812499999,service,
FMXRY-0515,CAROTID DOPPLER,765.7689375,service,
FMXRY-0516,DOPPLER FOR PERIPHERAL ART.ONE,638.1407812499999,service,
FMXRY-0517,DOPPLER FOR PERIP.ARTER.BOTH,957.211227,service,
FMXRY-0518,DOPPLER FOR PERIP.VEINS ONE,638.1407812499999,service,
FMXRY-0519,DOPPLER FOR PERIP.VEINS BOTH,957.211227,service,
FMXRY-0520,DOPPLER - PORTAL/HEPATIC VEINS,765.7689375,service,
FMXRY-0521,PENILE DOPPLER,992.94711075,service,
FMXRY-0522,TEST. U/S & DOPPLER -VARICOELE,765.7689375,service,
FMXRY-0523,PREGNANCY ASSESSMENT & D.U.A.,567.94526775,service,
FMXRY-0524,DOPPLER FOR UMBLICAL ARTERY,319.07044575000003,service,
FMXRY-0525,TRANSCRANIAL DOPPLER,893.3970937500001,service,
FMXRY-0526,CAROTID DOPPLER AND T.C.D.,1129.50915525,service,
FMXRY-0527,DOPP. VERTEBRO BASILAR W/ DYNA,765.7689375,service,
FMXRY-0528,CAROTID&TCD&VERT.BASIC W/ DYNA,1410.291099,service,
FMXRY-0529,DOPPLER FOR MESENTRIC ARTERY,382.88446875,service,
FMXRY-0530,DOPPLER FOR KIDNEYS,765.7689375,service,
FMXRY-0531,PRELIMINARY DOPPLER STUDY,280.78194375000004,service,
FMXRY-0532,DOPPLER FOR ONE VESSEL,382.88446875,service,
FMXRY-0533,DOPPLER STUDY FOLLOW UP,357.3588375,service,
FMXRY-0534,PORTABLE CHARGE FOR DOPPLER,146.77240725,service,
FMXRY-0535,3D PREGNANCY,638.1407812499999,service,
FMXRY-0536,3D BREAST EXAMINATION,510.51262499999996,service,
FMXRY-0537,3D GUIDED BIOPSY,893.3970937500001,service,
FMXRY-0538,3D FOLLOW-UP STUDY,446.698602,service,
FMXRY-0540,ULTRA SOUND PROCEDURE IN O.R.,638.1407812499999,service,
FMXRY-0541,ULTRASOUND GUIDED INTERVENTIONAL PR,451.80372825,service,
FMXRY-0600,M.R.I.,2169.67865625,service,
FMXRY-0601,D.S.A.,2444.07921975,service,
FMXRY-0602,IQAMA INVESTIGATION,70.1955135,service,
FMXRY-0603,TEL-RAD. CONS. - MRI SCAN,2066.3606250000003,service,
FMXRY-0604,TEL-RAD CONS. - CT SCAN,1337.056875,service,
FMXRY-0605,TEL-RAD CONS. - ULTRASOUND,741.4588125,service,
FMXRY-0606,TEL-RAD CONS. -X-RAY CHEST/ABD,255.25631249999998,service,
FMXRY-0607,TELERAD CONS X-RAY MISC BONES,328.18668750000006,service,
FMXRY-0608,TELERAD. CONS. X-RAY IVP,510.51262499999996,service,
FMXRY-0609,TELERAD CONS - UPPER GI SERIES,674.6059687500001,service,
FMXRY-0610,TELERAD CONS - LOWER GI SERIES,960.2499375000001,service,
FMXRY-0611,TELERAD CONS - NUCL. MED. SCAN,1179.0410625,service,
FMXRY-0612,TELERAD CONS - MAMMOGRAPHY,358.57434374999997,service,
FMXRY-0613,TELERAD CONS - CINE ANGIOGRAMS,1877.9571562499998,service,
FMXRY-0614,TEL.MED. PT. MGNT. CONSULTATIO,1695.63121875,service,
FMXRY-0615,TELERADIOLOGY CONSULTATION,540.90028125,service,
FMXRY-0616,MRI WITH GADOLONIUM,2935.4475937499997,service,
FMXRY-0618,MRI ANY AREA,2169.67865625,service,
FMXRY-0620,PRELIMINARY MRI,2169.67865625,service,
FMXRY-0621,RESTRICTED STUDY,2172.2312745,service,
FMXRY-0700,WHOLE BODY DBM,893.3970937500001,service,
FMXRY-0701,BDM 2-SEGMENTS,638.1407812499999,service,
FMXRY-0702,BDM 1-SEGMENT,446.698602,service,
FMXRY-0703,FOLLOW-UP,382.88446875,service,
FMXRY-0813,CHEMOEMBOLIZATION,19144.2234375,service,
FMXRY-0900,HOME PORTABLE SERVICE,1276.2815624999998,service,
FMXRY-0901,HOME PORTABLE VIEW,638.1407812499999,service,
FMXRY-0902,HOME PORTABLE 2 VIEW,1148.65340625,service,
FMXRY-0903,ADDITIONAL POSITION,382.88446875,service,
FMXRY-0904,HOME ULTRASOUND,1276.2815624999998,service,
FMXRY-0905,HOME DOPPLER ULTRASOUND,3828.8446875,service,
FMXRY-0929,UTERINE FIBROID EMBOLIZATION,12762.815625,service,
NEU-0001,E.M.G,319.07044575000003,PKG,OPD
NEU-0002,Nerve Conduction Study,319.07044575000003,PKG,OPD
NEU-0003,Brain Mapping,1021.0252499999999,PKG,OPD
NEU-0004,Competerized EEG Brain Mapping,727.48054575,PKG,OPD
NEU-0005,Microdiscectomy for Lumbar Disc Prolapse,22973.068124999998,PKG,5 Days
NEU-0006,Laminectomy for Stenosis,25525.63125,PKG,7 Days
NEU-0007,Shunt for Hydrocephalus Including the Devices,25525.63125,PKG,4 Days
NEU-0008,Lumbar - Two Disc,19431.3867615,PKG,3 Days
NEU-0009,Cervical Include Recurrent,19144.2234375,PKG,5 Days
NEU-0010,Laser Discectomy,20101.4346645,PKG,3 Days
NEU-0011,Single Intracerebral Haematoma Drainage Burrhole,12762.815625,PKG,4 Days
NEU-0012,Both Intracerebral Haematoma Drainage Burrhole,14039.0971875,PKG,4 Days
NEU-0013,Steriot Actic Biopsy Brain,19144.2234375,PKG,2 days
NEU-0014,Carpal Tunnel Syndrome Decompression,3828.8446875,PKG,1 day
NEU-0015,Brain Tumour Supratentorial,31907.0390625,PKG,7 Days
NEU-0016,Brain Tumour Post Fossa,46903.347477,PKG,7 Days
NEU-0017,Pituitary Tumour,44669.8546875,PKG,7 Days
NEU-0018,Cord Tumour,38288.446875,PKG,7 Days
NEU-0019,Lumbar Meningocele,15315.37875,PKG,6 Days
NEU-0020,Fracture Vertebrae,24121.721531249997,PKG,6 Days
NEU-0021,Depressed Fracture of Skull & Decompression,19144.2234375,PKG,3 Days
NEU-0022,Ventricular- Artrial Shunt,15315.37875,PKG,3 Days
NEU-0023,Ventricular- Peritoneal Shunt,20101.4346645,PKG,3 Days
NEU-0024,Aneurysm -Clipping,44669.8546875,PKG,10 Days
NEU-0025,Aneurysm- Repair (Other),44669.8546875,PKG,10 Days
NEU-0026,Biopsy- Pineal Gland,25525.63125,PKG,5 Days
NEU-0027,"Biopsy-Pituitary Gland, Transphenoidal Approach",31907.0390625,PKG,5 Days
NEU-0028,"Biopsy-Pituitary Gland, Unspecified Approach",31907.0390625,PKG,5 Days
NEU-0029,Both Intracerebral Hameatoma Drinage Burrhole,22973.068124999998,PKG,4 Days
NEU-0030,"Bypass, Vascular-Aorto-Subclavian-Carotid",38288.446875,PKG,7 Days
NEU-0031,"Bypass, Vascular-Peripheral Artery",31907.0390625,PKG,7 Days
NEU-0032,Celebral Menings Repair,31907.0390625,PKG,9 Days
NEU-0033,Cerebral Aneurysm,44669.8546875,PKG,10 Days
NEU-0034,Cranioplasty,31907.0390625,PKG,7 Days
NEU-0035,Craniotomy & Craniectomy & Procedure for different lesions ( non Tranmatic),19144.2234375,PKG,5 Days
NEU-0036,"Craniotomy for Hemorrhage, Other & Unspecified Intrcranial, following Injury",19144.2234375,PKG,5 Days
NEU-0037,"Craniotomy for Hemorrhage, Subarachnoid, Subdural & Extradural, following Injury",19144.2234375,PKG,5 Days
NEU-0038,Decompression- Trigeminal Nerve Root,31907.0390625,PKG,7 Days
NEU-0039,"Division, Trigeminal Nerve",31907.0390625,PKG,7 Days
NEU-0040,Endarterectomy Intracranial Vessels,44669.8546875,PKG,10 Days
NEU-0041,"Endarterectomy- Other, Vessels, Head & Neck",44925.111,PKG,7 Days
NEU-0042,Endoscopic Evaculation of Chronic Sub Dural Haematoma/ Brain Abcess,17357.42925,PKG,5 Days
NEU-0043,Excision of Basal Encephalocele,26036.143874999998,PKG,5 Days
NEU-0044,"Excision or Destruction, Lesion- Spinal Cord or Spinal Meninges",26036.143874999998,PKG,5 Days
NEU-0045,"Excision or Destruction, Other, Brain & Menings",43904.08575,PKG,10 Days
NEU-0046,"Excision, Lesion, other, Intracranial Vessels",50796.0061875,PKG,10 Days
NEU-0047,"Excision, Lesion, other, Vessels, Head, Neck",44925.111,PKG,7 Days
NEU-0048,"Exploration & Decompression, spinal canal structures w/ Internal Fixation",45307.99546875,PKG,5 Days
NEU-0049,"Fistula, Arterioveneou - Repair",39054.2158125,PKG,7 Days
NEU-0050,"Ganglionectomy, Gasserian",45307.99546875,PKG,7 Days
NEU-0051,Hypophysectomy,46903.347477,PKG,10 Days
NEU-0052,Hypophysis- Operation (other),48753.955687500005,PKG,10 Days
NEU-0053,"Implantation, Intracranial Neurostimulator",43904.08575,PKG,5 Days
NEU-0054,Insertion of Intra Cranial Pressure Monitor,8678.714625,PKG,3 Days
NEU-0055,"Insertion or Replacement, Spinal Neurostimulator",19527.10790625,PKG,4 Days
NEU-0056,"Lysis, Adhesions- Spinal Cord & Nerve Roots",21696.7865625,PKG,5 Days
NEU-0057,"Lysis, Adhesions, Cortical",32162.295375,PKG,9 Days
NEU-0058,"Neurotomy, Acoustic",41989.66340625,PKG,7 Days
NEU-0059,"Operation, Pineal Gland",42883.06049999999,PKG,10 Days
NEU-0060,"Phlebectomy, with Anastomosis, Intracranial Vessels",46839.53334375,PKG,10 Days
NEU-0061,"Phlebectomy, with Anastomosis, Other Vessels, Head Neck",47094.78965625,PKG,7 Days
NEU-0062,"Phlebectomy, with Graft Replacement, Intracranial Vessels",54241.96640625,PKG,10 Days
NEU-0063,Removal- Spinal Thecal Shunt,6509.0359687499995,PKG,3 Days
NEU-0064,"Removal, Ventricular Shunt",7657.689375,PKG,3 Days
NEU-0065,Repair of Compound Skull Fracture,15187.75059375,PKG,7 Days
NEU-0066,"Repair of Lumbosacral Plexus, Injury",26036.143874999998,PKG,5 Days
NEU-0067,"Repair of Nerve, Abducens, Injury",15187.75059375,PKG,5 Days
NEU-0068,Repair of Scalp Injury Under GA,1914.42234375,PKG,1 day
NEU-0069,Repair of Simple Skull Fracture,10848.39328125,PKG,4 Days
NEU-0070,"Replacement, Ventricular Shunt",15187.75059375,PKG,3 Days
NEU-0071,Revision- Spinal Thecal Shunt,10848.39328125,PKG,5 Days
NEU-0072,Shunt - Spinal Theca,15187.75059375,PKG,3 Days
NEU-0073,"Shunt, Ventricular, Extracranial",15187.75059375,PKG,7 Days
NEU-0074,Single Intracerebral Hameatoma Drinage Burrhole,20803.38946875,PKG,4 Days
NEU-0075,Skull Base Revision of CSF Fistula,19527.10790625,PKG,5 Days
NEU-0076,Skull Base Tumour,48753.955687500005,PKG,7 Days
NEU-0077,Thalamus & Globus Pallidus Operation,45946.136249999996,PKG,10 Days
NEU-0078,Ventricular-Atrial Shunt,24249.349687500002,PKG,5 Days
NEU-0079,Ventriculostomy,17357.42925,PKG,7 Days
NEU-0080,Verebral A/V Malformation Surgeries,69429.717,PKG,5 Days
OBG-0001,Shirodkar Suture,3828.8446875,PKG,1 day
OBG-0002,Laparoscopy (Not Infertility Investigations-exploration,6381.4078125,PKG,1 day
OBG-0003,D & C / ERPC + Histopath,3828.8446875,PKG,1 day
OBG-0004,Polypectomy Curettage + Histopath,4288.306049999999,PKG,day case
OBG-0005,Dilatation & Curettage,2552.5631249999997,PKG,day case
OBG-0006,Douglas Pouch Abcess Drainage,4020.286977,PKG,1 day
OBG-0007,Excision of Bartholin Cyst,4594.613625,PKG,1 day
OBG-0008,Polypectomy Fract. Curretage,2680.1912812499995,PKG,1 day
OBG-0009,Posterior Coploperrineorraphy,7402.4330625,PKG,2 days
OBG-0010,Amputation of Cervix,7019.54859375,PKG,2 days
OBG-0011,Anterior Coploperrineorrahphy,10210.252499999999,PKG,2 days
OBG-0012,Ovarian Cystectomy,10210.252499999999,PKG,3 Days
OBG-0013,Vaginal / Perianal Repair,7657.689375,PKG,2 days
OBG-0014,Cervical Circulage,3828.8446875,PKG,2 days
OBG-0015,Cervical Cautery,638.1407812499999,PKG,OPD
OBG-0016,CS with Abdominal Hysterectomy Neonatal+1000 Baby care,15315.37875,PKG,5 Days
OBG-0017,Normal Delivery + Baby Care- 1 Day (+ SR 500 Baby care),5105.126249999999,PKG,1 day
OBG-0018,Removal of IUD ( Intra Uterine),8040.57384375,PKG,OPD
OBG-0019,Normal Delivery + Baby Care- 2 Days (+ SR 500 Baby care),5743.2670312499995,PKG,2 days
OBG-0020,Manchester Repair,6126.1515,PKG,2 days
OBG-0021,Removal of IUD ( Extra Uterine) Laparoscopic,8040.57384375,PKG,1 day
OBG-0022,Ventro Suspension,6126.1515,PKG,2 days
OBG-0023,Salpingectomy / Salpingostomy,7657.689375,PKG,3 Days
OBG-0024,Strasimmams,15315.37875,PKG,4 Days
OBG-0025,Ceasarian Section- CS,11486.534062499999,PKG,4 Days
OBG-0026,Excision  of Tubal (Ectopic Pregnancy ) Lap,19144.2234375,PKG,4 Days
OBG-0027,Hysterectomy ( Vaginal or Abdominal),13400.95640625,PKG,4 Days
OBG-0028,Ovarian Cystectomy ( Laparotomy ),8933.9709375,PKG,3 Days
OBG-0029,Myomectomy Abdominal,15315.37875,PKG,4 Days
OBG-0030,Ovarian Cystectomy ( Laparoscopy ),9572.11171875,PKG,1 day
OBG-0031,Tuboplasty,19144.2234375,PKG,4 Days
OBG-0032,Radical Vulvectomy,16751.19548025,PKG,5 Days
OBG-0033,Abdominal Panhysterectomy,19144.2234375,PKG,5 Days
OBG-0034,Recurrent Myomectomy,20101.4346645,PKG,4 Days
OBG-0035,Recurrent Ovarian Tumour,20101.4346645,PKG,5 Days
OBG-0036,Caesarian Section Twins & Normal Baby Care,19144.2234375,PKG,4 Days
OBG-0037,Repair of Vesico - Vaginal Fistula,17867.941875,PKG,5 Days
OBG-0038,Repair of Recto- Vaginal Fistula,17867.941875,PKG,5 Days
OBG-0039,Hysteroscopy,3828.8446875,PKG,1 day
OBG-0040,Oophorectomy (Laparoscopic),10210.252499999999,PKG,1 day
OBG-0041,Normal Delivery + Baby Care SR 1000 with Episiotomy,4466.98546875,PKG,2 days
OBG-0042,Hysteroscopy Diagnotic,2552.5631249999997,PKG,1 day
OBG-0043,Weekly Package for Admission in Last Trimester of Pregnancy,6844.69804725,PKG,Per/Week
OBG-0044,Vaginal TUFD Delivery + Baby Care SR 1000,8295.83015625,PKG,4 Days
OBG-0045,C.S. TUFD Delivery,12762.815625,PKG,4 Days
OBG-0046,Ceasarean Section with Abdominal Hysterectomy+ Baby Care 1000,15315.37875,PKG,5 Days
OBG-0047,Vaginal Hysterectomy,12762.815625,PKG,5 Days
OBG-0048,Radical Hysterectomy,24121.721531249997,PKG,4 -5 Days
OBG-0049,Abdominal Sling for Prolapse,15315.37875,PKG,6 Days
OBG-0050,Aspiration of Ovarian Cyst,4466.98546875,PKG,day case
OBG-0051,Ceasarian Section-Recurrent + Normal Baby Care,17867.941875,PKG,5 Days
OBG-0052,Classical Repair,12762.815625,PKG,6 Days
OBG-0053,Fothergill Operation,12762.815625,PKG,5 Days
OBG-0054,Anterior Coploperrineorrahphy,8040.57384375,PKG,2 days
OBG-0055,Lap. Hysterectomy/Myomectomy,12762.815625,PKG,5 Days
OBG-0056,Lap. Ovarian Cystectomy,11390.81291775,PKG,3 Days
OBG-0057,Mcdonal Suture,4466.98546875,PKG,1 day
OBG-0058,Removal of Suture,1474.10523225,PKG,day case
OBG-0059,Simple Vulvectomy,8933.9709375,PKG,4 Days
OPT-0001,Chalazion Removal,2807.8194375,PKG,day case
OPT-0002,Ptergium Removal L.A.,2807.8194375,PKG,day case
OPT-0003,Ptergium + Recurrent Ptergium G.A.,3190.70390625,PKG,day case
OPT-0004,Ptergium + Recurrent Ptergium L.A.,2807.8194375,PKG,day case
OPT-0005,Ectropion,3350.239074,PKG,day case
OPT-0007,Tarsorraphy,2807.8194375,PKG,day case
OPT-0008,Dacryo Cystectomy,5105.126249999999,PKG,1 day
OPT-0009,Lacrimal Gland Biopsy,3828.8446875,PKG,2 days
OPT-0010,Pterygium,2552.5631249999997,PKG,day case
OPT-0011,Enucleation,6381.4078125,PKG,1 day
OPT-0012,Pterygium G.A.,3828.8446875,PKG,2 days
OPT-0013,Enucleation G.A.,3828.8446875,PKG,2 days
OPT-0014,Recurrent Pterygium,4690.33476975,PKG,1 day
OPT-0015,Enucleation with  Implant G.A.,7657.689375,PKG,2 days
OPT-0016,Irridectomy,5743.2670312499995,PKG,1 - 2 Days
OPT-0017,Laser Photocoagulation / Eye,1914.42234375,PKG,day case
OPT-0018,Recurrent Pterygium / Grafting,8295.83015625,PKG,3 Days
OPT-0019,Cyclodialysis,9380.6695395,PKG,3 Days
OPT-0020,Irridectomy Laser,8423.458312499999,PKG,2 days
OPT-0021,Capsulotomy Laser,7657.689375,PKG,2 days
OPT-0022,Biopsy of Orbital Tumours,7657.689375,PKG,2 days
OPT-0023,Exploration of the Orbital Tumour,8933.9709375,PKG,2 - 3 Days
OPT-0024,Mucous Mem. Grafting/ Trichiasis,8423.458312499999,PKG,2 days
OPT-0025,Corneal Dermoid Excision,8423.458312499999,PKG,2 days
OPT-0026,Repair of Corneal Excision,9189.22725,PKG,3 Days
OPT-0027,Ptopsis Repair,8423.458312499999,PKG,3 Days
OPT-0028,Cataract Extraction with IOL,10848.39328125,PKG,3 Days
OPT-0029,Cataract Extraction w/o IOL,8423.458312499999,PKG,3 Days
OPT-0030,Explo/Excision Orbital Tumour + Histopathology,9954.996187499999,PKG,3 Days
