SERVICE CODE,CATEGORY,SERVICE DESCRIPTION,SGH DMM Price,type,Department,Unified code ,Service Description2,LOS,Type3,NPHIES Code (Hyphenated )2
3012008,OBS & GYN,SALPINGECTOMY / SALPINGOSTOMY,4698.0,pk,OB & GYNE,FMOBG-3016,Salpingectomy / Salpingostomy,1,PKG,35694-07-00
3013001,OBS & GYN,AMPUTATION OF CERVIX,6675.0,pk,OB & GYNE,FMOBG-3020,Amputation Of Cervix,1,PKG,35618-03-00
3013002,OBS & GYN,ANTERIOR COLPOPERINEORRHAPHY,8010.0,pk,OB & GYNE,FMOBG-3019,Anterior Colpoperineorrhaphy,1,PKG,35570-00-00
3013003,OBS & GYN,CLASSICAL REPAIR,10560.0,pk,OB & GYNE,FMOBG-3022,Classical Repair,1,PKG,35573-00-00
3013004,OBS & GYN,OOPHRECTOMY,11880.0,pk,OB & GYNE,FMOBG-3023,Oophrectomy,1,PKG,35713-07-00
3013005,OBS & GYN,OVARIAN CYSTECTOMY,7820.0,pk,OB & GYNE,FMOBG-3018,Ovarian Cystectomy,1,PKG,35638-04-00
3013006,OBS & GYN,SIMPLE VULVECTOMY,7796.4,pk,OB & GYNE,FMOBG-3021,Simple Vulvectomy,1,PKG,35536-01-00
3014001,OBS & GYN, LAPARASCOPIC ECTOPIC PREGNANCY,15138.0,pk,SURGERY,FMSUR-3232,Laparascopic Ectopic Pregnancy,1,PKG,35677-00-00
3014002,OBS & GYN,ABDOMINAL COLPOPEXY,15660.0,pk,OB & GYNE,FMOBG-3038,Abdominal Colpopexy,1,PKG,35597-01-00
3014003,OBS & GYN,ABDOMINAL PANHYSTERECTOMY,15007.5,pk,OB & GYNE,FMOBG-3033,Abdominal Panhysterectomy,2,PKG,35653-01-00
3014004,OBS & GYN,ABDOMINAL SLING FOR CONGENITAL PROLAPSE,15007.5,pk,OB & GYNE,FMOBG-3036,Abdominal Sling For Congenital Prolapse,1,PKG,35571-00-00
3014005,OBS & GYN,DIAGNOSTIC LAPARASCOPY + CANALIZATION OF TUBE,9680.0,pk,SURGERY,FMSUR-3285,Diagnostic Laparascopy + Canalization Of Tube,1,PKG,30390-00-00
3014006,OBS & GYN,DIAGNOSTIC LAPARASCOPY + NEW OSTIA OF FALLOPIAN TUBE (BILATERAL),15138.0,pk,SURGERY,FMSUR-3284,Diagnostic Laparascopy + New Ostia Of Fallopian Tube (Bilateral),1,PKG,90433-00-02
3014007,OBS & GYN,DIAGNOSTIC LAPARASCOPY + NEW OSTIA OF FALLOPIAN TUBE (UNILATERAL),14877.0,pk,SURGERY,FMSUR-3283,Diagnostic Laparascopy + New Ostia Of Fallopian Tube (Unilateral),1,PKG,90434-00-01
3014008,OBS & GYN,EXCISION OF TUBAL (ECTOPIC PREGNANCY),10348.8,pk,OB & GYNE,FMOBG-3026,Excision Of Tubal (Ectopic Pregnancy),1,PKG,35678-00-00
3014009,OBS & GYN,EXPL. & RECONSTRUCTION OF TUBES,12540.0,pk,OB & GYNE,FMOBG-3037,Expl. & Reconstruction Of Tubes,1,PKG,90433-01-01
3014010,OBS & GYN,FOTHERGILLS OPERATION,11220.0,pk,OB & GYNE,FMOBG-3025,Fothergills Operation,1,PKG,35595-01-00
3014011,OBS & GYN,HYSTERECTOMY,12540.0,pk,OB & GYNE,FMOBG-3024,Hysterectomy,2,PKG,35653-01-00
3014014,OBS & GYN,LAPARASCOPIC ADHESIOLYSIS + OVARIAN CYSTECTOMY + NEO-OSTIA OF FALLOPIAN TUBE,15138.0,pk,SURGERY,FMSUR-3279,Laparascopic Adhesiolysis + Ovarian Cystectomy + Neo-Ostia Of Fallopian Tube,1,PKG,35638-04-00
3014015,OBS & GYN,LAPARASCOPIC CHECKING OF TUBAL PATENCY,8010.0,pk,SURGERY,FMSUR-3280,Laparascopic Checking Of Tubal Patency,1,PKG,35703-00-00
3014016,OBS & GYN,LAPARASCOPIC COAGULATION OF ENDOMETRIOSIS,15138.0,pk,SURGERY,FMSUR-3244,Laparascopic Coagulation Of Endometriosis,1,PKG,35637-02-00
3014017,OBS & GYN,LAPARASCOPIC HYSTERECTOMY,16443.0,pk,SURGERY,FMSUR-3242,Laparascopic Hysterectomy,2,PKG,35753-02-00
3014018,OBS & GYN,LAPARASCOPIC LASER MYOLISIS,15921.0,pk,SURGERY,FMSUR-3243,Laparascopic Laser Myolisis,1,PKG,35649-01-00
3014019,OBS & GYN,LAPARASCOPIC OVARIAN CYSTECTOMY + ADHESIOLYSIS,15503.4,pk,SURGERY,FMSUR-3277,Laparascopic Ovarian Cystectomy + Adhesiolysis,1,PKG,35638-04-00
3014020,OBS & GYN,LAPARASCOPIC OVARIAN DRILLING (BILATERAL),12144.0,pk,SURGERY,FMSUR-3274,Laparascopic Ovarian Drilling (Bilateral),1,PKG,35637-08-02
3014021,OBS & GYN,LAPARASCOPIC OVARIAN DRILLING (UNILATERAL),9768.0,pk,SURGERY,FMSUR-3273,Laparascopic Ovarian Drilling (Unilateral),1,PKG,35637-08-01
3014022,OBS & GYN,LAPARASCOPIC OVARIAN DRILLING + ADHESIOLYSIS,15503.4,pk,SURGERY,FMSUR-3278,Laparascopic Ovarian Drilling + Adhesiolysis,1,PKG,35637-08-02
3014023,OBS & GYN,LAPARASCOPIC REMOVAL OF MISSED IUCD,9768.0,pk,SURGERY,FMSUR-3275,Laparascopic Removal Of Missed Iucd,1,PKG,35506-02-00
3014024,OBS & GYN,LAPARASCOPIC SALPINGECTOMY + REMOVAL OF ECTOPIC PREGNANCY,15503.4,pk,SURGERY,FMSUR-3276,Laparascopic Salpingectomy + Removal Of Ectopic Pregnancy,1,PKG,35678-01-00
3014025,OBS & GYN,LAPARASCOPIC SALPINGO-OOPHORECTOMY (BILATERAL),12408.0,pk,SURGERY,FMSUR-3282,Laparascopic Salpingo-Oophorectomy (Bilateral),1,PKG,35638-03-00
3014026,OBS & GYN,LAPARASCOPIC SALPINGO-OOPHORECTOMY (UNILATERAL),9768.0,pk,SURGERY,FMSUR-3281,Laparascopic Salpingo-Oophorectomy (Unilateral),1,PKG,35638-02-00
3014027,OBS & GYN,LAPARASCOPIC TUBAL LIGATION ON CAUTERIZATION,7743.0,pk,SURGERY,FMSUR-3233,Laparascopic Tubal Ligation On Cauterization,1,PKG,35688-00-00
3014028,OBS & GYN,LAPARASCOPIC TUBAL LIGATION ON CAUTERIZATION BILATERAL,8712.0,pk,SURGERY,FMSUR-3253,Laparascopic Tubal Ligation On Cauterization Bilateral,1,PKG,35688-00-00
3014030,OBS & GYN,MYOMECTOMY,10560.0,pk,OB & GYNE,FMOBG-3027,Myomectomy,1,PKG,35649-01-00
3014031,OBS & GYN,RADICAL VULVECTOMY,15007.5,pk,OB & GYNE,FMOBG-3032,Radical Vulvectomy,1,PKG,35548-00-00
3014032,OBS & GYN,RECURRENT MYOMECTOMY,15007.5,pk,OB & GYNE,FMOBG-3034,Recurrent Myomectomy,1,PKG,35649-03-00
3014033,OBS & GYN,RECURRENT OVARIAN TUMOUR,15007.5,pk,OB & GYNE,FMOBG-3035,Recurrent Ovarian Tumour,1,PKG,35638-04-00
3014034,OBS & GYN,REPAIR OF RECTO-VAGINAL FISTULA,15660.0,pk,OB & GYNE,FMOBG-3031,Repair Of Recto-Vaginal Fistula,1,PKG,35596-00-00
3014035,OBS & GYN,REPAIR OF VESICO-VAGINAL FISTULA,15660.0,pk,OB & GYNE,FMOBG-3030,Repair Of Vesico-Vaginal Fistula,1,PKG,35596-01-00
3014036,OBS & GYN,VAGINAL COLPOSCOPY,15660.0,pk,OB & GYNE,FMOBG-3040,Vaginal Colposcopy,1,PKG,35614-00-00
3014037,OBS & GYN,VAGINAL HYSTERECTOMY,13200.0,pk,OB & GYNE,FMOBG-3029,Vaginal Hysterectomy,2,PKG,35657-00-00
3014038,OBS & GYN,VAGINAL SACRO SPINOUS FIXATION / HYSTEROSCOPY,14790.0,pk,OB & GYNE,FMOBG-3041,Vaginal Sacro Spinous Fixation / Hysteroscopy,1,PKG,35597-00-00
3014039,OBS & GYN,VAGINAL SACROSPINOUS FIXATION / HYSTEROPEXY,14790.0,pk,OB & GYNE,FMOBG-3039,Vaginal Sacrospinous Fixation / Hysteropexy,1,PKG,35568-00-00
3015001,OBS & GYN,BREECH DELIVERY (WITH NORMAL BABY),6230.0,pk,OB & GYNE,FMOBG-3044,Breech Delivery (With Normal Baby),1,PKG,90470-00-00
3015002,OBS & GYN,CAESARIAN DELIVERY (WITH NORMAL BABY),13800.0,pk,OB & GYNE,FMOBG-3045,Caesarian Delivery (With Normal Baby),2,PKG,16520-00-00
3015003,OBS & GYN,CAESARIAN DELIVERY FOR TRIPLETS (UNCOMPLICATED),17160.0,pk,OB & GYNE,FMOBG-3048,Caesarian Delivery For Triplets (Uncomplicated),1,PKG,16520-04-00
3015004,OBS & GYN,CAESARIAN DELIVERY FOR TWINS (UNCOMPLICATED),14790.0,pk,OB & GYNE,FMOBG-3047,Caesarian Delivery For Twins (Uncomplicated),1,PKG,16520-02-00
3015008,OBS & GYN,NORMAL DELIVERY (WITH NORMAL BABY),5606.25,pk,OB & GYNE,FMOBG-3042,Normal Delivery (With Normal Baby),1,PKG,90467-00-00
3015009,OBS & GYN,NORMAL DELIVERY FOR TWINS (UNCOMPLICATED),7388.75,pk,OB & GYNE,FMOBG-3046,Normal Delivery For Twins (Uncomplicated),1,PKG,90467-00-00
3015010,OBS & GYN,VACUUM DELIVERY (WITH NORMAL BABY),6230.0,pk,OB & GYNE,FMOBG-3043,Vacuum Delivery (With Normal Baby),1,PKG,90469-00-00
3021001,OBS & GYN,ASSISTED HATCHING,2594.4,pk,SURGERY,FMSUR-3328,Assisted Hatching,DAY CASE,PKG,73400-01-80
3021002,OBS & GYN,DIGANOSTIC HYSTEROSCOPY,4500.0,pk,SURGERY,FMSUR-3332,Diganostic Hysteroscopy,DAY CASE,PKG,35630-00-00
3021003,OBS & GYN,EMBRYO CRYO STORAGE FEE (3 YEARS),6408.0,pk,SURGERY,FMSUR-3326,Embryo Cryo Storage Fee (3 Years),DAY CASE,PKG,73400-05-10
3021004,OBS & GYN,EMBRYO CRYO STORAGE FEE (ONE YEAR),2256.0,pk,SURGERY,FMSUR-3324,Embryo Cryo Storage Fee (One Year),DAY CASE,PKG,73400-04-30
3021005,OBS & GYN,EMBRYO CRYO STORAGE FEE (TWO YEARS),4320.0,pk,SURGERY,FMSUR-3325,Embryo Cryo Storage Fee (Two Years),DAY CASE,PKG,73400-05-10
3021006,OBS & GYN,EMRYO TRANSFER,2256.0,pk,SURGERY,FMSUR-3339,Emryo Transfer,DAY CASE,PKG,13215-01-00
3021007,OBS & GYN,ENDOMETRIUM OBLATION,12672.0,pk,SURGERY,FMSUR-3338,Endometrium Oblation,1,PKG,35622-00-00
3021008,OBS & GYN,FROZEN EMBRYO REPLACEMENT CYCLE,3888.0,pk,SURGERY,FMSUR-3330,Frozen Embryo Replacement Cycle,DAY CASE,PKG,73400-02-20
3021009,OBS & GYN,HYSTEROSALPINGOGRAPHY IN OR UNDER GA,3036.0,pk,SURGERY,FMSUR-3331,Hysterosalpingography In Or Under Ga,DAY CASE,PKG,59712-00-00
3021010,OBS & GYN,HYSTEROSCOPIC ENDOMETRIAL BIOPSY,6408.0,pk,SURGERY,FMSUR-3333,Hysteroscopic Endometrial Biopsy,DAY CASE,PKG,35630-00-00
3021011,OBS & GYN,HYSTEROSCOPIC METROPLASTY,12672.0,pk,SURGERY,FMSUR-3337,Hysteroscopic Metroplasty,1,PKG,35634-00-00
3021012,OBS & GYN,HYSTEROSCOPIC POLYPECTOMY,7476.0,pk,SURGERY,FMSUR-3334,Hysteroscopic Polypectomy,1,PKG,35633-01-00
3021013,OBS & GYN,HYSTEROSCOPIC REMOVAL OF SYNECHIA,12672.0,pk,SURGERY,FMSUR-3335,Hysteroscopic Removal Of Synechia,1,PKG,35633-00-00
3021014,OBS & GYN,HYSTEROSCOPY MYOMECTOMY,12672.0,pk,SURGERY,FMSUR-3336,Hysteroscopy Myomectomy,1,PKG,35649-01-00
3021015,OBS & GYN,ICSI CYCLE FIRST ATTEMPT,20700.0,pk,SURGERY,FMSUR-3322,Icsi Cycle First Attempt,1,PKG,13251-00-00
3021016,OBS & GYN,ICSI CYCLE SECOND ATTEMPT,16896.0,pk,SURGERY,FMSUR-3323,Icsi Cycle Second Attempt,1,PKG,13251-00-00
3021017,OBS & GYN,IUI INCLUDING 3 ULTRASOUND & URINE TEST,2256.0,pk,SURGERY,FMSUR-3327,Iui Including 3 Ultrasound & Urine Test,DAY CASE,PKG,35503-00-00
3021018,OBS & GYN,IVF CYCLE FIRST ATTEMPT,17250.0,pk,SURGERY,FMSUR-3320,Ivf Cycle First Attempt,1,PKG,13215-01-00
3021019,OBS & GYN,IVF CYCLE SECOND ATTEMPT,16100.0,pk,SURGERY,FMSUR-3321,Ivf Cycle Second Attempt,1,PKG,13215-03-00
3021020,OBS & GYN,PRE IMPLANTATION GENETIC SCREEING (PGS) 4 EMBRYOS,5940.0,pk,SURGERY,FMSUR-3340,Pre Implantation Genetic Screeing (Pgs) 4 Embryos,DAY CASE,PKG,73400-03-20
3021021,OBS & GYN,TESTICULAR ASPIRATION,4860.0,pk,SURGERY,FMSUR-3329,Testicular Aspiration,DAY CASE,PKG,37605-01-01
4011003,C.V.T.,ATRIAL FIBRILLATION USING A CRYOTHERAPY ,85000.0,pk,Cardiology,FMCAR-3071,Atrial Fibrillation Using A Cryotherapy,1,PKG,38287-02-00
4011008,C.V.T.,BLALOCK - TAUSSING SHUNT                                          ,16399.5,pk,Cardiology,FMCAR-3022,Blalock - Taussing Shunt,2,PKG,38733-00-00
4011009,C.V.T.,"BYPASS, IN-SITU, FEMORO-TIBIAL ARTERY",62166.5,pk,Cardiology,FMCAR-3025,"Bypass, In-Situ, Femoro-Tibial Artery",3,PKG,38500-04-00
4011010,C.V.T.,CABG & DOUBLE MECHANICAL VALVE                         ,88850.0,pk,Cardiology,FMCAR-3006,Cabg & Double Mechanical Valve,7,PKG,38497-04-00
4011011,C.V.T.,CABG & DOUBLE TISSUE VALVE                                                                ,74626.5,pk,Cardiology,FMCAR-3005,Cabg & Double Tissue Valve,7,PKG,38497-04-00
4011012,C.V.T.,CABG & MECHANICAL AORTIC VALVE                                                   ,60386.5,pk,Cardiology,FMCAR-2901,Cabg & Mechanical Aortic Valve,7,PKG,38497-04-00
4011013,C.V.T.,CABG & MECHANICAL MITRAL VALVE                                                                                     ,61276.5,pk,Cardiology,FMCAR-2903,Cabg & Mechanical Mitral Valve,7,PKG,38497-04-00
4011015,C.V.T.,CABG & MITRAL VALVE REPAIR  (WITH RING)                  ,55046.5,pk,Cardiology,FMCAR-3008,Cabg & Mitral Valve Repair (With Ring),7,PKG,38497-04-00
4011016,C.V.T.,CABG & TISSUE AORTIC VALVE REPLACEMENT                                             ,55046.5,pk,Cardiology,FMCAR-2900,Cabg & Tissue Aortic Valve Replacement,7,PKG,38497-04-00
4011017,C.V.T.,CABG & TISSUE MITRAL VALVE                                                                                                                                                            ,57716.5,pk,Cardiology,FMCAR-2902,Cabg & Tissue Mitral Valve,7,PKG,38497-04-00
4011020,C.V.T.,CORONARY BYPASS (CABG)        ,54850.0,pk,Cardiology,FMCAR-3000,Coronary Bypass (Cabg),7,PKG,38497-04-00
4011021,C.V.T.,DIAGNOSTIC EP STUDY ,31500.0,pk,Cardiology,FMCAR-3072,Diagnostic Ep Study,DAY CASE,PKG,38209-00-00
4011022,C.V.T.,DOUBLE MECHANICAL VALVE                                                                                       ,76406.5,pk,Cardiology,FMCAR-3013,Double Mechanical Valve,7 for the CABG  operation,PKG,38653-06-00
4011023,C.V.T.,DOUBLE TISSUE VALVE     ,66616.5,pk,Cardiology,FMCAR-3014,Double Tissue Valve,7 for the CABG  operation,PKG,38653-06-00
4011024,C.V.T.,DUAL CHAMBER PERMANENT PACEMAKER,53400.0,pk,Cardiology,FMCAR-3066,Permanent Pacemaker Dual Chamber,3,PKG,38353-00-00
4011025,C.V.T.,EP STUDY AND ABLATION FOR ATRIAL FLUTTER AND/OR SVT (AVNRT AND AVRT),57850.0,pk,Cardiology,FMCAR-3070,Ep Study And Ablation For Atrial Flutter And/Or Svt (Avnrt And Avrt),2,PKG,38209-00-00
4011026,C.V.T.,EP STUDY AND ABLATION FOR ATRIAL TACHYCARDIA OR WPW,57850.0,pk,Cardiology,FMCAR-3073,Ep Study And Ablation For Atrial Tachycardia Or Wpw,3,PKG,38213-00-00
4011028,C.V.T.,IMPLANTATION OF ICD DOUBLE ,66750.0,pk,Cardiology,FMCAR-3069,Implantation Of Icd Double,2,PKG,38368-00-00
4011029,C.V.T.,IMPLANTATION OF ICD SINGLE,62300.0,pk,Cardiology,FMCAR-3068,Implantation Of Icd Single,2,PKG,90203-08-00
4011031,C.V.T.,IMPLANTATION OR EXPLANTATION OF LOOP RECORDER (NOT INCLUDING THE PRICE OF THE DEVICE),10560.0,pk,Cardiology,FMCAR-3074,Implantation Or Explantation Of Loop Recorder (Not Including The Price Of The Device),1,PKG,90223-01-00
4011033,C.V.T.,INTRA AORTIC BALOON INSERTION,11000.0,pk,Cardiology,FMCAR-3056,Intra Aortic Baloon Insertion,2,PKG,38362-00-00
4011034,C.V.T.,LIGATION PATENT DUCTUS   (PEDIATRIC)               ,18227.5,pk,Cardiology,FMCAR-3020,Ligation Patent Ductus (Pediatric),2,PKG,38700-01-00
4011035,C.V.T.,LIGATION PATENT DUCTUS  (ADULT)                ,26222.5,pk,Cardiology,FMCAR-3021,Ligation Patent Ductus (Adult),2,PKG,38700-00-00
4011037,C.V.T.,MITRAL & TRICUSPID VALVE REPAIR (NO RING)                                                  ,44366.5,pk,Cardiology,FMCAR-3017,Mitral & Tricuspid Valve Repair (No Ring),7 for the CABG  operation,PKG,34818-00-01
4011038,C.V.T.,MITRAL & TRICUSPID VALVE REPAIR (WITH RING)                                                  ,48816.5,pk,Cardiology,FMCAR-3018,Mitral & Tricuspid Valve Repair (With Ring),7 for the CABG  operation,PKG,34818-00-01
4011039,C.V.T.,MITRAL BALLOON VALVULOPLASTY,48816.5,pk,Cardiology,FMCAR-3024,Mitral Balloon Valvuloplasty,2,PKG,38485-01-00
4011042,C.V.T.,MITRAL VALVE REPAIR (NO RING)                                                         ,44366.5,pk,Cardiology,FMCAR-3015,Mitral Valve Repair (No Ring),7 for the CABG  operation,PKG,38475-00-00
4011043,C.V.T.,MITRAL VALVE REPAIR (WITH RING)                                                                 ,44366.5,pk,Cardiology,FMCAR-3016,Mitral Valve Repair (With Ring),7 for the CABG  operation,PKG,38477-00-00
4011048,C.V.T.,PERMANENT PACEMAKER BIVENTRICULAR PLUS ICD (CRTD),80000.0,pk,Cardiology,FMCAR-3067,Permanent Pacemaker Biventricular Plus Icd (Crtd),3,PKG,38368-00-00
4011049,C.V.T.,PERMANENT PACEMAKER DUAL CHAMBER,53400.0,pk,Cardiology,FMCAR-3066,Permanent Pacemaker Dual Chamber,3,PKG,38353-00-00
4011050,C.V.T.,PERMANENT PACEMAKET BIVENTRICULAR ,62300.0,pk,Cardiology,FMCAR-3065,Permanent Pacemaket Biventricular,3,PKG,90223-01-00
4011051,C.V.T.,RENAL ANGIOGRAM BOTH RENAL ARTERIES,5400.0,pk,Cardiology,FMCAR-3064,Renal Angiogram Both Renal Arteries,DAY CASE,PKG,59970-03-00
4011052,C.V.T.,RING EACH                                                                                                                          ,3735.0,pk,Cardiology,FMCAR-3019,Ring Each,0,PKG,90223-01-00
4011056,C.V.T.,USE OF SUCTION DEVICE (EXPORT CATHETER I PRIMARY PCI),10560.0,pk,Cardiology,FMCAR-3063,Use Of Suction Device (Export Catheter I Primary Pci),1,PKG,90223-01-00
4021001,C.V.T.,CATHETERIZATION LEFT HEART ( DAY CASE ),10177.5,pk,Cardiology,FMCAR-3038,Catheterization Left Heart ( Day Case ),DAY CASE,PKG,38203-00-00
4021002,C.V.T.,CATHETERIZATION LEFT HEART + GRAFT ( DAY CASE ),13225.0,pk,Cardiology,FMCAR-3039,Catheterization Left Heart + Graft ( Day Case ),DAY CASE,PKG,38203-00-00
4021003,C.V.T.,CATHETERIZATION RIGHT + LEFT HEART ( DAY CASE ),14950.0,pk,Cardiology,FMCAR-3040,Catheterization Right + Left Heart ( Day Case ),DAY CASE,PKG,38200-00-00
4021004,C.V.T.,CATHETERIZATION RIGHT HEART ( DAY CASE ),8510.0,pk,Cardiology,FMCAR-3041,Catheterization Right Heart ( Day Case ),DAY CASE,PKG,38200-00-00
4021005,C.V.T.,CATHETERIZATION RIGHT HEART WITH SHUNT ( DAY CASE ),9890.0,pk,Cardiology,FMCAR-3042,Catheterization Right Heart With Shunt ( Day Case ),DAY CASE,PKG,38200-00-00
4021006,C.V.T.,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY AGIOPLASTY) – SV + STENT , (PRICE IS  WITHOUT STENT) (ONE DAY CCU + ONE DAY WARD)",43700.0,pk,Cardiology,FMCAR-3046,"Ptca (Percutaneous Transluminal Coronary Agioplasty) – Sv + Stent , (Price Is Without Stent) (One Day Ccu + One Day Ward)",2,PKG,38306-00-00
4021007,C.V.T.,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – DV , (ONE DAY CCU + ONE DAY WARD)",29900.0,pk,Cardiology,FMCAR-3045,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Dv , (One Day Ccu + One Day Ward)",2,PKG,38303-00-00
4021008,C.V.T.,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – DV + 2 STENT , (PRICE IS  WITHOUT STENT) (ONE DAY CCU + THREE DAYS WARD)",44500.0,pk,Cardiology,FMCAR-3050,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Dv + 2 Stent , (Price Is Without Stent) (One Day Ccu + Three Days Ward)",4,PKG,38318-01-00
4021009,C.V.T.,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – DV + 3 STENT , (PRICE IS  WITHOUT STENT) (ONE DAY CCU + THREE DAYS WARD)",48950.0,pk,Cardiology,FMCAR-3051,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Dv + 3 Stent , (Price Is Without Stent) (One Day Ccu + Three Days Ward)",4,PKG,35307-01-00
4021010,C.V.T.,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – DV + 4 STENTS , (PRICE IS  WITHOUT STENT) (ONE DAY CCU + FOUR DAYS WARD)",53400.0,pk,Cardiology,FMCAR-3059,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Dv + 4 Stents , (Price Is Without Stent) (One Day Ccu + Four Days Ward)",5,PKG,38300-00-00
4021011,C.V.T.,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – DV + 5 STENTS , (ONE DAY CCU + FOUR DAYS WARD) EXCLUDING THE PRICE OF THE STENTS",57850.0,pk,Cardiology,FMCAR-3061,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Dv + 5 Stents , (One Day Ccu + Four Days Ward) Excluding The Price Of The Stents",5,PKG,38300-00-00
4021012,C.V.T.,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – DV + STENT , (PRICE IS  WITHOUT STENT) (ONE DAY CCU + THREE DAYS WARD)",40050.0,pk,Cardiology,FMCAR-3049,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Dv + Stent , (Price Is Without Stent) (One Day Ccu + Three Days Ward)",4,PKG,38318-00-00
4021013,C.V.T.,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – SV ,(ONE DAY CCU + ONE DAY WARD)",21275.0,pk,Cardiology,FMCAR-3044,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Sv ,(One Day Ccu + One Day Ward)",2,PKG,38300-00-00
4021014,C.V.T.,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – SV + 2 STENT , (PRICE IS  WITHOUT STENT) (ONE DAY CCU + THREE DAYS WARD)",38270.0,pk,Cardiology,FMCAR-3047,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Sv + 2 Stent , (Price Is Without Stent) (One Day Ccu + Three Days Ward)",4,PKG,38312-01-00
4021015,C.V.T.,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – SV + 3 STENT , (PRICE IS  WITHOUT STENT) (ONE DAY CCU + FOUR DAYS WARD)",42720.0,pk,Cardiology,FMCAR-3048,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Sv + 3 Stent , (Price Is Without Stent) (One Day Ccu + Four Days Ward)",5,PKG,35307-01-00
4021016,C.V.T.,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – SV + 4 STENTS , (PRICE IS  WITHOUT STENT) (ONE DAY CCU + FOUR DAYS WARD)",47170.0,pk,Cardiology,FMCAR-3057,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Sv + 4 Stents , (Price Is Without Stent) (One Day Ccu + Four Days Ward)",5,PKG,38300-00-00
4021018,C.V.T.,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV + 2 STENT , (PRICE IS  WITHOUT STENT) (ONE DAY CCU + THREE DAYS WARD)",50730.0,pk,Cardiology,FMCAR-3053,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Tv + 2 Stent , (Price Is Without Stent) (One Day Ccu + Three Days Ward)",4,PKG,35309-07-00
4021019,C.V.T.,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV + 3 STENT , (PRICE IS  WITHOUT STENT) (ONE DAY CCU + THREE DAYS WARD)",56070.0,pk,Cardiology,FMCAR-3054,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Tv + 3 Stent , (Price Is Without Stent) (One Day Ccu + Three Days Ward)",4,PKG,35309-07-00
4021020,C.V.T.,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV + 4 STENTS , (PRICE IS  WITHOUT STENT) (ONE DAY CCU + FOUR DAYS WARD)",60520.0,pk,Cardiology,FMCAR-3058,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Tv + 4 Stents , (Price Is Without Stent) (One Day Ccu + Four Days Ward)",5,PKG,38300-00-00
4021021,C.V.T.,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV + 5 STENTS , (PRICE IS  WITHOUT STENT) (ONE DAY CCU + FOUR DAYS WARD)",64970.0,pk,Cardiology,FMCAR-3060,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Tv + 5 Stents , (Price Is Without Stent) (One Day Ccu + Four Days Ward)",5,PKG,38300-00-00
4021022,C.V.T.,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV + STENT , (PRICE IS  WITHOUT STENT) (ONE DAY CCU + THREE DAYS WARD)",46280.0,pk,Cardiology,FMCAR-3052,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Tv + Stent , (Price Is Without Stent) (One Day Ccu + Three Days Ward)",4,PKG,35309-06-00
4021023,C.V.T.,PTCA SINGLE VESSEL & DRUG ELUTING BALLOON (ONE DAY CCU + ONE DAY WARD)  EXCLUDING THE PRICE OF THE DRUG ELUTING BALLOON,25500.0,pk,Cardiology,FMCAR-3062,Ptca Single Vessel & Drug Eluting Balloon (One Day Ccu + One Day Ward) Excluding The Price Of The Drug Eluting Balloon,2,PKG,38300-00-00
4021024,C.V.T.,TEMPORARY PACEMAKER ( DAY CASE ),8010.0,pk,Cardiology,FMCAR-3043,Temporary Pacemaker ( Day Case ),DAY CASE,PKG,38456-25-00
