PACKAGE CODE ,CATEGORY,SUB-CATEGORY,SERVICE DESCRIPTION,TCS /TOTAL CARE SAUDI
5013007,UROLOGY,MAJOR SURG,CYSTOSCOPY AND DILATATION OF URETERIC STRICTURE AND DJ STENT INSERTION,7148.275
5013008,UROLOGY,MAJOR SURG,CYSTOSCOPY AND LITHOTREPSY,8107.775
5013009,UROLOGY,MAJOR SURG,CYSTOURETHROSCOPY WITH TURP ,11514.0
5013010,UROLOGY,MAJOR SURG,CYSTOURETHROSCOPY WITH URETERIC MEATOTOMY,7148.275
5013011,UROLOGY,MAJOR SURG,DIVERTICULECTOMY,11514.0
5013012,UROLOGY,MAJOR SURG,DRAINAGE OF PERINEPHRIC ABSCESS,10314.625
5013013,UROLOGY,MAJOR SURG,ENDOSCOPIC REMOVAL OF URETHRAL STONE,6236.75
5013014,UROLOGY,MAJOR SURG,EXCISION OF BLADDER ULCER,5996.875
5013015,UROLOGY,MAJOR SURG,EXCISION OF URETERIC STRICTURE AND PRIMARY ANASTOMOSIS,11034.25
5013016,UROLOGY,MAJOR SURG,EXCISION OF URETHRAL DIVERTICULUM,11034.25
5013017,UROLOGY,MAJOR SURG,EXCISION OF URETHRAL FISTULA,11034.25
5013018,UROLOGY,MAJOR SURG,FLEXIBLE URETERORENOSCOPY WITH DJ STENT INSERTION,19380.0
5013019,UROLOGY,MAJOR SURG,FULGRATION OF POSTERIOR URETHRAL VALVE,11034.25
5013020,UROLOGY,MAJOR SURG,LAPARASCOPIC ORCHIDECTOMY (UNILATERAL),15112.125
5013021,UROLOGY,MAJOR SURG,LAPAROSCOPIC OPERATING FOWLER – STEPHENS FOR TESTIS  (1ST STAGE),10450.0
5013022,UROLOGY,MAJOR SURG,LAPAROSCOPIC OPERATING FOWLER – STEPHENS FOR TESTIS (2ND STAGE),10032.0
5013023,UROLOGY,MAJOR SURG,LAPAROSCOPIC ORCHIDECTOMY OF INTRA-ABDOMENAL OR INTRA CANALICULAR TESTIS,29925.0
5013024,UROLOGY,MAJOR SURG,LAPAROSCOPIC ORCHIOPEXY OR ORDIOPEXY,10032.0
5013025,UROLOGY,MAJOR SURG,MARSUPIALIZATION OF RENAL CYST,13912.75
5013026,UROLOGY,MAJOR SURG,NEPHROLITHOTOMY,13912.75
5013027,UROLOGY,MAJOR SURG,NEPHROPEXY,11034.25
5013028,UROLOGY,MAJOR SURG,NESBIT OPERATION FOR PENIS,11034.25
5013029,UROLOGY,MAJOR SURG,PARTIAL CYSTECTOMY,13912.75
5013030,UROLOGY,MAJOR SURG,PARTIAL EXCISION OF TUMOURS OF KIDNEY AND BLADDER,13912.75
5013031,UROLOGY,MAJOR SURG,PERCUTANEOUS NEPHROLITHONOMY (PCNL),14050.5
5013032,UROLOGY,MAJOR SURG,PROSTATIC ABSCESS DRAINAGE,11034.25
5013033,UROLOGY,MAJOR SURG,PYELOLITHOTOMY,12713.375
5013034,UROLOGY,MAJOR SURG,PYELOPLASTY,13912.75
5013035,UROLOGY,MAJOR SURG,RECURRENT URETERAL STRICTURE,13912.75
5013036,UROLOGY,MAJOR SURG,RELEASE OF CHORDEE,10032.0
5013037,UROLOGY,MAJOR SURG,REMOVAL OF PENILE PROSTHESIS,12713.375
5013038,UROLOGY,MAJOR SURG,REPAIR OF FRACTURE PENIS,5996.875
5013039,UROLOGY,MAJOR SURG,REPAIR OF HYPOSPADIAS ,13912.75
5013040,UROLOGY,MAJOR SURG,REPAIR OF RENAL INJURIES,13912.75
5013041,UROLOGY,MAJOR SURG,REPAIR OF RUPTURED URETHRA OR BLADDER,13912.75
5013042,UROLOGY,MAJOR SURG,REPAIR OF URETERAL INJURIES,13912.75
5013043,UROLOGY,MAJOR SURG,RESECTION AND ANASTOMOSIS OR REIMPLANTATION OF URETER        ,13912.75
5013044,UROLOGY,MAJOR SURG,RETROPUBIC PROSTATECTOMY,13912.75
5013045,UROLOGY,MAJOR SURG,SIMPLE NEPHRECTOMY,13912.75
5013046,UROLOGY,MAJOR SURG,SUPRAPUBIC PROSTATECTOMY,13912.75
5013047,UROLOGY,MAJOR SURG,TRANS OBTURATOR TAPE INSERTION (TOT),12713.375
5013048,UROLOGY,MAJOR SURG,TRANS VAGINAL TAPE INSERTION (TVT),11034.25
5013049,UROLOGY,MAJOR SURG,TRANSVESICAL PROSTATECTOMY,13912.75
5013050,UROLOGY,MAJOR SURG,TUNA - TRANSURETHRAL NEEDLE ABLATION FOR PROSTATE ,11536.8
5013051,UROLOGY,MAJOR SURG,TURB / TURBT - TRANS-URETHRAL RESECTION OF BLADDER TUMOR ,8963.25
5013052,UROLOGY,MAJOR SURG,TURP - TRANS-URETHRAL RESECTION OF PROSTATE,14050.5
5013055,UROLOGY,MAJOR SURG,URETERORENOSCOPY WITH STONE EXTRACTION (BILATERAL),12038.4
5013056,UROLOGY,MAJOR SURG,URETEROSCOPE,7196.25
5013057,UROLOGY,MAJOR SURG,URETHRAL FISTULA TWO STAGES,13912.75
5013058,UROLOGY,MAJOR SURG,VESICOURETERAL REFLUX REPAIR UNDER GA,16720.0
5013059,UROLOGY,MAJOR SURG,PARE-URETHRAL BULKING AGENT INJECTION,16150.0
5014001,UROLOGY,FINE MAJOR SURG,BOARI BLADDER FLAP FOR URETERIC REIMPLANTATION ,16791.25
5014002,UROLOGY,FINE MAJOR SURG,CYSTOSCOPY WITH INTRAVESICAL BOTOX INJECTION,12540.0
5014003,UROLOGY,FINE MAJOR SURG,EXCISION OF  URETEROCELE AND REIMPLANTATION OF URETER,13912.75
5014004,UROLOGY,FINE MAJOR SURG,ILEAL URETER CREATION,19909.625
5014005,UROLOGY,FINE MAJOR SURG,ILIOCYSTOPLASTY,16791.25
5014006,UROLOGY,FINE MAJOR SURG,INSERTION OF PENILE PROSTHESIS,16791.25
5014007,UROLOGY,FINE MAJOR SURG,MEMOKATH PROSTATE WITHOUT STENT ,12967.5
5014008,UROLOGY,FINE MAJOR SURG,MEMOKATH URETER WITHOUT STENT,17290.0
5014009,UROLOGY,FINE MAJOR SURG,MEMOKATH URETHRA WITHOUT STENT  ,12967.5
5014010,UROLOGY,FINE MAJOR SURG,NEPHRECTOMY (TOTAL OR PARTIAL) LAPAROSCOPIC,46502.5
5014011,UROLOGY,FINE MAJOR SURG,NEPHRECTOMY RADICAL / LAPAROSCOPIC,38047.5
5014012,UROLOGY,FINE MAJOR SURG,NEPHRECTOMY RADICAL / OPEN,21802.5
5014013,UROLOGY,FINE MAJOR SURG,NEPHRECTOMY TOTAL OR PARTIAL / OPEN,14050.5
5014014,UROLOGY,FINE MAJOR SURG,PENILE PROSTHESIS WITH IMPLANT (INFLATABLE),38140.125
5014015,UROLOGY,FINE MAJOR SURG,PENILE PROSTHESIS WITH IMPLANT (MALLEABLE),23507.75
5014016,UROLOGY,FINE MAJOR SURG,RADICAL CYSTECTOMY,16791.25
5014017,UROLOGY,FINE MAJOR SURG,RADICAL PROSTATECTOMY,19909.625
5014018,UROLOGY,FINE MAJOR SURG,REPAIR OF  HYPOSPADIAS TWO STAGES,19909.625
5014019,UROLOGY,FINE MAJOR SURG,REPAIR OF URETHRAL INJURIES,8875.375
5014020,UROLOGY,FINE MAJOR SURG,RETROGRADE INTRA RENAL SURGERY (RIRS),17556.0
5014021,UROLOGY,FINE MAJOR SURG,SUPRAPUBIC CYSTOSTOMY (FOR STONE OR ULCERS OF BLADDER),11034.25
5014022,UROLOGY,FINE MAJOR SURG,SURGERY FOR MALIGNANT KIDNEY,22308.375
5014023,UROLOGY,FINE MAJOR SURG,TOTAL  CYSTECTOMY,16791.25
5014025,UROLOGY,FINE MAJOR SURG,URETHROPLASTY ONE STAGE,13912.75
5014026,UROLOGY,FINE MAJOR SURG,URETHROPLASTY TWO STAGES,19909.625
5014027,UROLOGY,FINE MAJOR SURG,VASAL REVERSAL,19909.625
5014028,UROLOGY,FINE MAJOR SURG,VASOEPIDIDYMOSTOMY,19909.625
5014029,UROLOGY,FINE MAJOR SURG,VASOVASOSTOMY / VASOVASOCTOMY,19909.625
5021002,UROLOGY,LITHOTREPSY,E S W L SECOND SESSION,2180.25
5021003,UROLOGY,LITHOTREPSY,E S W L THIRD SESSION,2180.25
5021004,UROLOGY,LITHOTREPSY,E S W L BOTH SIDES FIRST SESSION,12038.4
5021005,UROLOGY,LITHOTREPSY,E S W L BOTH SIDES SECOND SESSION,3180.6
5021006,UROLOGY,LITHOTREPSY,LASER DISINTEGRATION,10450.0
6011001,ORTHOPEDIC,MINOR SURG,AMPUTATION OF FINGER OR TOE,4966.125
6011002,ORTHOPEDIC,MINOR SURG,"APPLICATION OF SPLINTS, SLABS, POP WITHOUT REDUCTION",2915.5499999999997
6011003,ORTHOPEDIC,MINOR SURG,ARTHRODESIS OF THE BIG TOE,3526.875
6011004,ORTHOPEDIC,MINOR SURG,C.R. OF FRACTURES OR DISLOCATIONS WITHOUT ANAESTHESIA WITH APPLICATION OF  POP,2915.5499999999997
6011005,ORTHOPEDIC,MINOR SURG,CAUDAL EPIDURAL INJECTION,1938.0
6011006,ORTHOPEDIC,MINOR SURG,CLOSED FRACTURE SMALL BONES OF HAND OR FOOT,2915.5499999999997
6011007,ORTHOPEDIC,MINOR SURG,CLOSED REDUCTION OF DISLOCATED PHALANGES,2915.5499999999997
6011008,ORTHOPEDIC,MINOR SURG,CLOSED REDUCTION OF DISLOCATION AND P.O.P,4766.625
6011009,ORTHOPEDIC,MINOR SURG,COCCYX MUA AND INJECTION,4275.0
6011010,ORTHOPEDIC,MINOR SURG,CORRECTION OF HALLUX VALGUS,4766.625
6011011,ORTHOPEDIC,MINOR SURG,EXCISION OF GANGLION,3526.875
6011012,ORTHOPEDIC,MINOR SURG,EXCISION OF OLECRANON BURSA,3313.125
6011013,ORTHOPEDIC,MINOR SURG,"FRACTURE OF ""COLE'S""",3313.125
6011014,ORTHOPEDIC,MINOR SURG,PERCUTANEOUS NEUROTOMY OF FACET JOINT,5130.0
6011015,ORTHOPEDIC,MINOR SURG,POP FOR CORRECTION OF FOOT DEFORMITY,2731.25
6011016,ORTHOPEDIC,MINOR SURG,POP TO SIMPLE FRACTURE WITHOUT DISPLACEMENT,1744.9125
6011017,ORTHOPEDIC,MINOR SURG,RECONSTRUCTION OF AMPUTATED FINGER W/O GRAFTING,4766.625
6011018,ORTHOPEDIC,MINOR SURG,REMOVAL K-WIRES WITHOUT INCISION UNDER G.A.,3092.25
6011019,ORTHOPEDIC,MINOR SURG,REPAIR OF AMPUTATED FINGER WITH GRAFTING,2915.5499999999997
6011020,ORTHOPEDIC,MINOR SURG,SACRO ILIAC JOINT INJECTION,3092.25
6011021,ORTHOPEDIC,MINOR SURG,SMALL JOINT INJECTION,1786.0
6012001,ORTHOPEDIC,MEDIUM SURG,ACHILLES TENDON LENGTHENING,7503.8125
6012002,ORTHOPEDIC,MEDIUM SURG,ACHILLES TENDON RELEASE (PONSETI) ,5343.75
6012003,ORTHOPEDIC,MEDIUM SURG,APPLICATION OF HIP SPICA MUGA WITH UII,7503.8125
6012004,ORTHOPEDIC,MEDIUM SURG,BOTOX INJECTION ON MUSCLES (HIP – KNEE – FOOT AND ANKLE – UPPER LIMB ),3933.0
6012005,ORTHOPEDIC,MEDIUM SURG,BUTTLER PROCEDURE FOR OVERLAPPING 5TH TOE ,4488.75
6012006,ORTHOPEDIC,MEDIUM SURG,C.R. OF FRACTURES OR DISLOCATION UGA WITH POP,7503.8125
6012007,ORTHOPEDIC,MEDIUM SURG,CLOSED REDUCTION OF FRACTURE DISLOCATION,4766.625
6012008,ORTHOPEDIC,MEDIUM SURG,CORRECTION OF METATARSUS PRIMUS VARUS ,9078.96
6012009,ORTHOPEDIC,MEDIUM SURG,EXTENSOR TENDON REPAIR,6341.25
6012010,ORTHOPEDIC,MEDIUM SURG,FLEXORS RELEASE FOR OVERRIDING TOE OR CURLY TOE,4488.75
6012011,ORTHOPEDIC,MEDIUM SURG,"REMOVAL PLATE , SCREWS OR NAIL",6564.974999999999
6012012,ORTHOPEDIC,MEDIUM SURG,REMOVAL OF F.B. SUPERFICIAL,6904.125
6012013,ORTHOPEDIC,MEDIUM SURG,REMOVAL OF IMPLANTS/BIG BONES,8502.975
6012014,ORTHOPEDIC,MEDIUM SURG,REMOVAL OF K-WIRE WITH INCISION,5557.5
6012015,ORTHOPEDIC,MEDIUM SURG,REPAIR OF RUPTURED SUPERFICIAL LIGAMENT OF THE KNEE AND ANGLE,6764.0
6012016,ORTHOPEDIC,MEDIUM SURG,SEQUESTRACTOMY OF SMALL BONES,7186.75
6012017,ORTHOPEDIC,MEDIUM SURG,"SOFT TISSUE OPERATION (GANGLION, DE QUERANAINE, TRIGGER FINGERS OR TOES; SUPERFICIAL SOFT TISSUE SWELLING",6869.6875
6012018,ORTHOPEDIC,MEDIUM SURG,TENDON RELEASE OF FINGERS,3847.5
6012019,ORTHOPEDIC,MEDIUM SURG,TENDON RELEASE OF WRIST,3847.5
6012020,ORTHOPEDIC,MEDIUM SURG,TERMINALISATION,6911.9625
6012021,ORTHOPEDIC,MEDIUM SURG,TRIGGER FINGER RELEASE,4069.7999999999997
6013001,ORTHOPEDIC,MAJOR SURG,"“Z” PLASTY, SCAR EXCISION, GRAFT ",12540.0
6013002,ORTHOPEDIC,MAJOR SURG,ACHILLES TENDON LENGTHENING (BILATERAL),11139.699999999999
6013003,ORTHOPEDIC,MAJOR SURG,ACROMIOPLASTY,12540.0
6013004,ORTHOPEDIC,MAJOR SURG,ARTHROTOMY,13017.375
6013005,ORTHOPEDIC,MAJOR SURG,ARTHRODESIS/ SMALL JOINT,11628.0
6013006,ORTHOPEDIC,MAJOR SURG,ARTHROSCOPIC SHOULDER BANKART REPAIR,12540.0
6013007,ORTHOPEDIC,MAJOR SURG,ARTHROSCOPIC SUBACROMIAL DECOMPRESSION SHOULDER,14877.0
6013008,ORTHOPEDIC,MAJOR SURG,BONE GRAFTING,8464.5
6013009,ORTHOPEDIC,MAJOR SURG,CLOSED REDUCTION OF FRACTURES OR DISLOCATION U.G.A. WITH POP WITH EXTERIOR FIXATION,11077.0
6013010,ORTHOPEDIC,MAJOR SURG,CARPEL TUNNEL WITH RELEASE WITH NEUROLYSIS,8464.5
6013011,ORTHOPEDIC,MAJOR SURG,CLOSED REDUCTION OF FRACTURES OR DISLOCATION UGA WITH POP WITH PERCUTANEOUS K-WIRING,10032.0
6013012,ORTHOPEDIC,MAJOR SURG,CLOSED/OPEN REDUCTION AND INTERNAL FIXATION WITH PLATE,7778.599999999999
6013013,ORTHOPEDIC,MAJOR SURG,CONGENITAL DISLOCATION OF HIP (CHD) (OPEN REDUCTION OSTEOTOMY WITH INTERNAL FIXATION),11515.9
6013014,ORTHOPEDIC,MAJOR SURG,"CORRECTION BY SOFT TISSUE RELEASE E.G. C.P., TALIPES EQUINUS, POLIO IF AROUND ONE AREA (HIP, KNEE, FOOT)",11515.9
6013015,ORTHOPEDIC,MAJOR SURG,CORRECTION OF CONGENITAL FOOT ANOMALIES OR FOOT DEFORMATIES DUE TO SPINA BIFIDA,11515.9
6013016,ORTHOPEDIC,MAJOR SURG,CORRECTION OF DEFORMITIES AND TENDON DISPLACEMENT FROM RHEMATOID ARTHRITIS,10554.5
6013017,ORTHOPEDIC,MAJOR SURG,DRAINAGE PERIOSTEAL ABSCESS,10554.5
6013018,ORTHOPEDIC,MAJOR SURG,EXCISION OF CERVICAL RIB,10554.5
6013019,ORTHOPEDIC,MAJOR SURG,EXCISION OF DEEP SWELLING RELATED TO NERVES OR VESSELS,13017.375
6013020,ORTHOPEDIC,MAJOR SURG,FINGER JOINTS FUSION ,13224.0
6013021,ORTHOPEDIC,MAJOR SURG,FUSION OF SPINE AFTER FRACTURE OR FRACTURE DISLOCATION,15600.1875
6013022,ORTHOPEDIC,MAJOR SURG,LIPOGEMS HARVESTING AND INJECTION INTO JOINTS,12540.0
6013023,ORTHOPEDIC,MAJOR SURG,MICRO-FRAGMENTED FAT INJECTION INTO JOINTS FROM ABDOMEN LIPOSUCTION,12540.0
6013027,ORTHOPEDIC,MAJOR SURG,OPEN SYNOVECTOMY,11411.4
6013028,ORTHOPEDIC,MAJOR SURG,ORIF FOR RECENT AND OLD NEGLECTED FRACTURES SHOULDER DISLOCATION AND HIP JOINTS,11599.5
6013029,ORTHOPEDIC,MAJOR SURG,ORIF METACARPAL BONE,10032.0
6013030,ORTHOPEDIC,MAJOR SURG,"ORIF OF SINGLE BONE EXCEPT FRACTURE NECK, FEMUR, TORCH, FRACTURE AND FRACTURE SPINE (EXCLUDING IMPLANTS)",17347.0
6013031,ORTHOPEDIC,MAJOR SURG,ORIF OF ULNA,9690.0
6013032,ORTHOPEDIC,MAJOR SURG,OSTEOTOMIES OF METACARPAL AND PHALANGES ,13224.0
6013033,ORTHOPEDIC,MAJOR SURG,REMOVAL INTRA-MEDULLARY NAIL OR INTERLOCKING NAIL,7820.875
6013034,ORTHOPEDIC,MAJOR SURG,"REMOVAL SCREWS, PLATES OR SCREWS WITH PLATES",7820.875
6013035,ORTHOPEDIC,MAJOR SURG,REPAIR OF ONE TENDON,6552.625
6013036,ORTHOPEDIC,MAJOR SURG,SKIN GRAFTING OF SMALL AREA (FINGER),6552.625
6013037,ORTHOPEDIC,MAJOR SURG,SURGICAL DIAGNOSTIC ARTHROSCOPY,8599.875
6014001,ORTHOPEDIC,FINE MAJOR SURG,AMPUTATIONS / LOWER LIMBS,18810.0
6014002,ORTHOPEDIC,FINE MAJOR SURG,AMPUTATIONS/ UPPER LIMBS,18810.0
6014003,ORTHOPEDIC,FINE MAJOR SURG,ARTHROCLESIS/SHOULDER,18810.0
6014004,ORTHOPEDIC,FINE MAJOR SURG,"ARTHRODESIS 1 BIG JOINT – HIP, KNEE (SUBTALAR/ANKLE), FOOT / TRIPLE",18810.0
6014005,ORTHOPEDIC,FINE MAJOR SURG,ARTHROSCOPIC ACL RECONSTRUCTION,12226.5
6014006,ORTHOPEDIC,FINE MAJOR SURG,ARTHROSCOPIC MENISECTOMY,11390.5
6014007,ORTHOPEDIC,FINE MAJOR SURG,ARTHROSCOPY DIAGNOSTIC WITH PROCEDURE,10554.5
6014008,ORTHOPEDIC,FINE MAJOR SURG,ARTICULAR CARTILAGE REPAIR FOR MAJOR JOINT (WITHOUT IMPLANT AND BLOOD),14463.75
6014009,ORTHOPEDIC,FINE MAJOR SURG,BASILAR JOINT REPLACEMENT – ARTHROPLASTY ,22610.0
6014010,ORTHOPEDIC,FINE MAJOR SURG,BENIGN BONE TUMOURS / CURRETAGE BONE GRAFTING,10554.5
6014011,ORTHOPEDIC,FINE MAJOR SURG,BONE FIXATION,14463.75
6014012,ORTHOPEDIC,FINE MAJOR SURG,CERVICAL DISC PROLAPSE- GRAFTING WITH FIXATION,20591.25
6014013,ORTHOPEDIC,FINE MAJOR SURG,CERVICAL DISC PROLAPSE- NEUROLYSIS WITH FORAMINOTOMY,20591.25
6014014,ORTHOPEDIC,FINE MAJOR SURG,CONGENITAL DISLOCATION OF HIP (CHD),16302.0
6014015,ORTHOPEDIC,FINE MAJOR SURG,"CORRECTION BY SOFT TISSUE RELEASE E.G. C.P.; TALIPES EQUINUS, POLIO IF AROUND ONE AREA (HIP, KNEE, FOOT) INVOLVING MORE THAN ONE AREA",20591.25
6014016,ORTHOPEDIC,FINE MAJOR SURG,"CORRECTION BY SOFT TISSUE RELEASE E.G. C.P.; TALIPES EQUINUS, POLIO IF AROUND ONE AREA (HIP, KNEE, FOOT) WITH BONY OPERATION",20591.25
6014017,ORTHOPEDIC,FINE MAJOR SURG,"CORRECTION BY SOFT TISSUE RELEASE E.G. C.P.; TALIPES EQUINUS, POLIO IF AROUND ONE AREA (HIP, KNEE, FOOT) WITH TENDON TRANSFERE",20591.25
6014018,ORTHOPEDIC,FINE MAJOR SURG,CORRECTION OF SPINAL DEFORMITY,159885.0
6014019,ORTHOPEDIC,FINE MAJOR SURG,"CORRECTIVE OSTEOTOMY, AROUND HIP, KNEE, SHOULDER AND AROUND LONG BONE",15579.525
6014020,ORTHOPEDIC,FINE MAJOR SURG,CRUCIATE LIGAMENT RECONSTRUCTION WITH LIGAMENT PATELLA BAND,10032.0
6014021,ORTHOPEDIC,FINE MAJOR SURG,DUPUYTREN EXCISION- ‘Z’ PLASTIES ,18392.0
6014022,ORTHOPEDIC,FINE MAJOR SURG,FINGER SILICONE ARTHROPLASTY ,20995.0
6014023,ORTHOPEDIC,FINE MAJOR SURG,FRACTURE ACETABULUM WITH PELVIS,15579.525
6014024,ORTHOPEDIC,FINE MAJOR SURG,FRACTURE OF SPINE,17347.0
6014025,ORTHOPEDIC,FINE MAJOR SURG,FRACTURE VETEBRAE,32062.5
6014026,ORTHOPEDIC,FINE MAJOR SURG,GARAMYCIN BEEDS OR GRAFTING OR CONTINUOUS IRRIGATION,13017.375
6014027,ORTHOPEDIC,FINE MAJOR SURG,HEMI ARTHROPLASTY (WITHOUT IMPLANTS),20106.75
6014028,ORTHOPEDIC,FINE MAJOR SURG,HIGH TIBIAL OSTEOTOMY,15083.625
6014029,ORTHOPEDIC,FINE MAJOR SURG,"INTERLOCKING NAIL OF LONG BONE FOR HUMERUS, TIBIA WITH FEMUR",17347.0
6014030,ORTHOPEDIC,FINE MAJOR SURG,JOINT INSTABILITIES WITH LIGAMENT INJURY,17347.0
6014031,ORTHOPEDIC,FINE MAJOR SURG,LIGAMENTS REPAIR ,13224.0
6014032,ORTHOPEDIC,FINE MAJOR SURG,"LIGAMENTS REPAIR, LATE RECONSTRUCTION, GRAFTING ",20995.0
6014033,ORTHOPEDIC,FINE MAJOR SURG,LOCAL FLAPS ,14877.0
6014034,ORTHOPEDIC,FINE MAJOR SURG,LUMBAR DISC PROLAPSE- DESECTOMY WITH DECOMPRESSION,17347.0
6014035,ORTHOPEDIC,FINE MAJOR SURG,LUMBAR DISC PROLAPSE- GRAFTING WITH FIXATION (EXCLUDING IMPLANTS),20591.25
6014036,ORTHOPEDIC,FINE MAJOR SURG,MALIGNANT TUMOURS - AUGMENTATION BONE CEMENT,20591.25
6014037,ORTHOPEDIC,FINE MAJOR SURG,MALIGNANT TUMOURS - EXCISION WITH BIOPSY,20591.25
6014038,ORTHOPEDIC,FINE MAJOR SURG,MALIGNANT TUMOURS – ORIF (EXCLUDING IMPLANTS),24628.75
6014039,ORTHOPEDIC,FINE MAJOR SURG,MENISECTOMY OR EXCISIN OF CYST OF THE KNEE JOINT,8464.5
6014041,ORTHOPEDIC,FINE MAJOR SURG,ORIF OF  FRACTURE NECK OF FEMUR (WITHOUT IMPLANTS),17563.125
6014042,ORTHOPEDIC,FINE MAJOR SURG,OSTEOTOMIES OF RADIUS ULNA ,14877.0
6014043,ORTHOPEDIC,FINE MAJOR SURG,PARTIAL HIP REPLACEMENT (IMPLANTS NOT INCLUDED),22206.25
6014044,ORTHOPEDIC,FINE MAJOR SURG,PARTIAL KNEE REPLACEMENT (HEMIARTHROPLASTY)(IMPLANTS NOT INCLUDED),21398.75
6014045,ORTHOPEDIC,FINE MAJOR SURG,RECURRENT SHOULDER DISLOCATION,19258.875
6014046,ORTHOPEDIC,FINE MAJOR SURG,"REDUCTION, FRACTURE, FEMUR, OPEN W/INTERNAL FIXATION",20187.5
6014047,ORTHOPEDIC,FINE MAJOR SURG,"REMOVAL F.B DEEP OR IN CRITICAL AREA (AROUND VESSEL OR JOINT, NERVES) ",12644.5
6014048,ORTHOPEDIC,FINE MAJOR SURG,"REPAIR OTHER LIGAMENTS, CRUCIATE",19190.0
6014049,ORTHOPEDIC,FINE MAJOR SURG,"REPLACEMENT-KNEE, PARTIAL AND TOTAL",42275.0
6014050,ORTHOPEDIC,FINE MAJOR SURG,SAUCERISATION,19258.875
6014051,ORTHOPEDIC,FINE MAJOR SURG,SCAPHOID FRACTURES ORIF – GRAFTING ,18392.0
6014052,ORTHOPEDIC,FINE MAJOR SURG,SEQUESTRECTOMY,19258.875
6014053,ORTHOPEDIC,FINE MAJOR SURG,SKIN FLAP (ADVANCEMENT N.V. SKIN FLAP; ROTATIONAL FLAP),17347.0
6014054,ORTHOPEDIC,FINE MAJOR SURG,SKIN GRAFTING OF BIG AREA,19909.625
6014055,ORTHOPEDIC,FINE MAJOR SURG,TENDON GRAFTING,22206.25
6014056,ORTHOPEDIC,FINE MAJOR SURG,TENDON GRAFTING WITH OPEN REPAIR,22206.25
6014057,ORTHOPEDIC,FINE MAJOR SURG,TENDON INTERPOSITION ARTHROPLASTY,25032.5
6014058,ORTHOPEDIC,FINE MAJOR SURG,"TENDON RECONSTRUCTION, LATE REPAIR ",22610.0
6014059,ORTHOPEDIC,FINE MAJOR SURG,TENDON SYNOVECTOMY ,14877.0
6014060,ORTHOPEDIC,FINE MAJOR SURG,TENDON TRANSFERS –  MAIN HAND NERVES ,34665.5
6014061,ORTHOPEDIC,FINE MAJOR SURG,TENDONS REPAIR – FLEXORS / EXTENSORS ,20591.25
6014062,ORTHOPEDIC,FINE MAJOR SURG,TENOLYSIS REDO TENDONS REPAIR / RECONSTRUCTION  ,25840.0
6014063,ORTHOPEDIC,FINE MAJOR SURG,TOTAL HIP REPLACEMENT (IMPLANTS NOT INCLUDED),26647.5
6014064,ORTHOPEDIC,FINE MAJOR SURG,TOTAL KNEE REPLACEMENT (IMPLANTS NOT INCLUDED),26647.5
6014065,ORTHOPEDIC,FINE MAJOR SURG,TROCHANTERIC FRACTURE,18810.0
6014066,ORTHOPEDIC,FINE MAJOR SURG,TUMOR EXCISION RELATED TO NERVES OR VESSELS ,17556.0
6014067,ORTHOPEDIC,FINE MAJOR SURG,WOUND TOILET WITH DEBRIDMENT,8464.5
6014068,ORTHOPEDIC,FINE MAJOR SURG,WRIST DENERVATION – ABLATION  ,18392.0
6014069,ORTHOPEDIC,FINE MAJOR SURG,WRIST FUSION TOTAL OR PARTIAL ,19380.0
6022001,ORTHOPEDIC,PEDIA MEDIUM SURG,ADDUCTOR AND ILIOPSOAS RELEASE,4488.75
6022002,ORTHOPEDIC,PEDIA MEDIUM SURG,CORRECTION OF THUMB IN PALM DEFORMITY IN CEREBRAL PALSY ,5950.799999999999
6022003,ORTHOPEDIC,PEDIA MEDIUM SURG,EXCISION OF DUPLICATE THUMB ,5343.75
6022004,ORTHOPEDIC,PEDIA MEDIUM SURG,RELEASE OF SIMPLE SYNDACTYLY ,5343.75
6022005,ORTHOPEDIC,PEDIA MEDIUM SURG,REPAIR OF SPRINGEL DEFORMITY,5343.75
6023001,ORTHOPEDIC,PEDIA MAJOR SURG,ADDUCTOR TRANSFER ,12540.0
6023002,ORTHOPEDIC,PEDIA MAJOR SURG,"ARTHROGRAM, WITH RELEASE OF ADDUCTORS WITH CLOSED REDUCTION AND SPICE CAST APPLICATION U.G.A.",9078.96
6023003,ORTHOPEDIC,PEDIA MAJOR SURG,CALCANEAL LENGTHENING OSTEOTOMY FOR CORRECTION OF HINDFOOT VALGUS DEFORMITY ,10450.0
6023004,ORTHOPEDIC,PEDIA MAJOR SURG,CHUINARD –BASKIN PROCEDURE FOR FOREFOOT CAVUS ,10032.0
6023005,ORTHOPEDIC,PEDIA MAJOR SURG,"CORRECTION, SYNDACTYLY",5918.5
6023006,ORTHOPEDIC,PEDIA MAJOR SURG,DISTAL HAMSTRING LENGTHENING AND/OR POSTERIOR CAPSULOTOMY ,9078.96
6023007,ORTHOPEDIC,PEDIA MAJOR SURG,EXCISION OF TALOCALCANEAL COALITION,9078.96
6023008,ORTHOPEDIC,PEDIA MAJOR SURG,HEMIEPHYSIODESIS OF THE PROXIMAL TIBIA BY DRILLING FOR KNEE VARUM / VALGUS,17204.88
