CODE,NAME,CODE.1,current price ,price of 1/2/2021
FMPSDJ0011,EXCISION OF LIPOMA (BIG),FMPSDJ0011,843.9999999999999,928.4
FMPSDJ0012,EXCISION  OF LIPOMA (MODERATE),FMPSDJ0012,1093.0,1202.3
FMPSDJ0013,EXCISION OF LIPOMA (SMALL,FMPSDJ0013,425.0,467.5
FMPSDJ0014,EXCISION OF SEBACEUS CYST(BIG),FMPSDJ0014,843.9999999999999,928.4
FMPSDJ0015,EXCISION OF SEBA.CYST(MODERATE,FMPSDJ0015,573.0,630.3
FMPSDJ0016,EXCISION OF SEBA. CYST(SMALL),FMPSDJ0016,287.0,315.7
FMPSDJ0017,LATISMUS DORSI MUSCLE FLAP,FMPSDJ0017,4875.0,5362.5
FMPSDJ0020,SCAR REVISION,FMPSDJ0020,1093.0,1202.3
FMPSDJ0021,MOLE EXCISION (LARGE),FMPSDJ0021,876.0000000000001,963.6
FMPSDJ0022,MOLE EXCISION (SMALL),FMPSDJ0022,546.0,600.6
FMPSDJ0023,RELEASE AND SKIN GRAFT OF      CONTRACTED SCAR,FMPSDJ0023,3825.0,4207.5
FMPSDJ0024,BED SORE OF ONE 5X5 EXCISION   & DEPRIDEMENT,FMPSDJ0024,923.0,1015.3
FMPSDJ0025,MULTIPLE BED SORE OR LARGE ONE 10X10 EXCISION & DEPRIDEMENT,FMPSDJ0025,1725.0,1897.5
FMPSDJ0026,RESURFACING ERBIAN LAZER TEST  DOSE,FMPSDJ0026,117.0,128.7
FMPSDJ0027,RESUFACING ERBIAN LAZER SMALL  LESSION,FMPSDJ0027,578.0,635.8
FMPSDJ0028,RESURFACING ERBIAN LAZER MEDIU M LESSION,FMPSDJ0028,1210.0,1331.0
FMPSDJ0029,RESURFACING ERBIAN LAZER LARGE LESSION,FMPSDJ0029,1814.0,1995.4
FMPSDJ0030,AGE JUENESSE EYE ZONE,FMPSDJ0030,213.0,234.3
FMPSDJ0031,AGE JUENESSE SKIN OF THE FACE,FMPSDJ0031,578.0,635.8
FMPSDJ0032,SMALL ONE LESSION OF HAEMANGIO MA AND PORT WINE STAIN,FMPSDJ0032,1210.0,1331.0
FMPSDJ0033,MODERATE LESSION OF PORT WINE  STAIN & HAEMANGIOMA,FMPSDJ0033,1814.0,1995.4
FMPSDJ0034,LARGE LESSION OF PORT WINE     STAIN & HAEMANGIOMA,FMPSDJ0034,2297.0,2526.7
FMPSDJ0035,ROUDENT ULCER EXCISION 2X3 CM,FMPSDJ0035,4594.0,5053.4
FMPSDJ0036,ROUDENT ULCER EXCISION 4X6 CM,FMPSDJ0036,9183.0,10101.3
FMPSDJ0037,ROUDENT ULTIPLE ULCER,FMPSDJ0037,9183.0,10101.3
FMPSDJ0038,FAT INJECTION IN THE FACE,FMPSDJ0038,1639.0,1802.9
FMPSDJ0039,FAT INJECTION IN THE BREAST,FMPSDJ0039,2732.0,3005.2
FMPSDJ0040,FAT INJECTION IN THE OTHER ARE AS,FMPSDJ0040,822.0,904.2
FMPSDJ0041,MICRO SURGERY PROCEDURE,FMPSDJ0041,6556.0,7211.6
FMPSDK0001,CIRCUMCISION (LESS THAN 6 MOS),FMPSDK0001,425.0,467.5
FMPSJ0040,FAT INJECTION IN THE OTHER AREAS,FMPSJ0040,773.0,850.3
FMPSYA0001,REFERRAL BY OTHER DOCTOR-OP,FMPSYA0001,75.0,82.5
FMPSYA0004,TAYLOR'S ANXIETY SCALE,FMPSYA0004,122.0,134.2
FMPSYA0005,EYSENCK PERSONALITY INV. AD,FMPSYA0005,122.0,134.2
FMPSYA0009,SPEED MRKMKNG H-MARKING,FMPSYA0009,64.0,70.4
FMPSYA0010,TRIAL MAKING,FMPSYA0010,64.0,70.4
FMPSYA0011,BENDER GESTALT,FMPSYA0011,122.0,134.2
FMPSYA0012,BENTON VISUAL RETENTION TEST,FMPSYA0012,122.0,134.2
FMPSYA0018,SIMILARITIES AND DIGIT SPAN,FMPSYA0018,64.0,70.4
FMPSYA0021,MEMORY TEST,FMPSYA0021,245.0,269.5
FMPSYA0028,WEISLER - BELLEVUE TEST,FMPSYA0028,308.0,338.8
FMPSYA0029,STANDFORD BINNET TEST,FMPSYA0029,308.0,338.8
FMPSYA0032,SPECIAL MATURITY TEST,FMPSYA0032,180.99999999999997,199.1
FMPSYA0033,M.M.P.I.,FMPSYA0033,308.0,338.8
FMPSYA0034,GUILFORD BATTERY (D.C.G.R.),FMPSYA0034,122.0,134.2
FMPSYA0035,BACK DEPRSS'N INVENTORY TEST,FMPSYA0035,122.0,134.2
FMPSYA0037,MIDDLE SEX,FMPSYA0037,223.0,245.3
FMPSYA0038,HAMILTON DEPRESSION,FMPSYA0038,165.0,181.5
FMPSYA0041,HYPOCHONDRIASIS,FMPSYA0041,223.0,245.3
FMPSYA0042,PARANOIA,FMPSYA0042,223.0,245.3
FMPSYA0043,HYSTERIA,FMPSYA0043,223.0,245.3
FMPSYA0044,PSYCHOPATHIC DEVIATION,FMPSYA0044,223.0,245.3
FMPSYA0045,HYPOMANIA,FMPSYA0045,223.0,245.3
FMPSYA0046,FAMININITY & MASCULINITY,FMPSYA0046,223.0,245.3
FMPSYA0047,YBOCS,FMPSYA0047,223.0,245.3
FMPSYA0049,CHILDREN DEPRESSION SCALE,FMPSYA0049,208.0,228.8
FMPSYA0050,CHILDREN ANXIETY SCALE,FMPSYA0050,165.0,181.5
FMPSYA0051,CHILDREN SELF ESTEEM,FMPSYA0051,165.0,181.5
FMPSYA0052,AUTISTIC TEST,FMPSYA0052,165.0,181.5
FMPSYA0053,EATING DISORDER TEST (E.D.T.),FMPSYA0053,112.00000000000001,123.2
FMPSYA0054,BULIMIA NERVOSA SCALE (B.N.S.),FMPSYA0054,112.00000000000001,123.2
FMPSYA0055,ANOREXIA NERVOSA SCALE (A.N.S.),FMPSYA0055,112.00000000000001,123.2
FMPSYA0056,BEHAVIOURAL DISORDER SCALE(B.D.S.),FMPSYA0056,165.0,181.5
FMPSYA0057,PHOBIA SCALE,FMPSYA0057,165.0,181.5
FMPSYA0060,BENDER GESTALT TEST,FMPSYA0060,112.00000000000001,123.2
FMPSYB0001,BEHAVIORAL THERAPY X 8 SESSION,FMPSYB0001,1597.0000000000002,1756.7
FMPSYB0002,BEHAVIORAL THERAPY X 4 SESSION,FMPSYB0002,807.0,887.7
FMPSYB0003,PSYCHOTHERAPY SESSION,FMPSYB0003,472.0,519.2
FMPSYB0004,GROUP THERAPY SESSION,FMPSYB0004,208.0,228.8
FMPSYB0005,DRUG-ASSISTED INTERVIEW(ABRE-  ACTION),FMPSYB0005,668.9999999999999,735.9
FMPSYB0006,GROUP THERAPY UNDER ANAESTH'A,FMPSYB0006,271.0,298.1
FMPSYB0007,BEHAVIORAL THERAPY SESSION,FMPSYB0007,472.0,519.2
FMPSYB0008,BEHAVIORAL THERAPY UNDER ANAES,FMPSYB0008,668.9999999999999,735.9
FMPSYB0009,MARITAL THERAPY,FMPSYB0009,472.0,519.2
FMPSYB0010,RELAXATION THERAPY,FMPSYB0010,403.00000000000006,443.3
FMPSYB0011,DAY HOSPITAL PSYCHIATRIC SESS.,FMPSYB0011,472.0,519.2
FMPSYB0012,SEX THERAPY,FMPSYB0012,308.0,338.8
FMPSYB0015,CEREBRAL STIMULATION SESSION,FMPSYB0015,403.00000000000006,443.3
FMPSYB0016,CONJOINT FAMILY THERAPY SESS.,FMPSYB0016,139.0,152.9
FMPSYB0018,ECT PCKG IP W/ ANAES. X 6 SES.,FMPSYB0018,2525.0,2777.5
FMPSYB0019,ECT PCKG OP W/ ANAES. DAY CARE,FMPSYB0019,1014.0,1115.4
FMPSYB0023,PSYCHIATRY PACKAGE IV (5 DAYS),FMPSYB0023,7957.0,8752.7
FMPSYB0024,PSYCHOTHERAPY X 4,FMPSYB0024,1597.0000000000002,1756.7
FMPSYB0025,PSYCHOTHERAPY X 8,FMPSYB0025,2924.0000000000005,3216.4
FMPSYB0027,COGNITIVE THERAPY(PER SESSION) DEVELOPMENT.THER.FOR MENT.RET.,FMPSYB0027,308.0,338.8
FMPSYB0029,COGNITIVE THERAPY(4 SESSION),FMPSYB0029,971.0,1068.1
FMPSYB0034,(1) SESSION OF BIOFEEDBACK,FMPSYB0034,175.99999999999997,193.6
FMPSYB0035,(15) SESSION OF BIOFEEDBACK,FMPSYB0035,2297.0,2526.7
FMPSYB0036,(20) SESSION OF BIOFEEDBACK,FMPSYB0036,2870.0,3157.0
FMPSYB0037,GROUP THERYAPHY FOR ADDICT     (PER SESSION),FMPSYB0037,578.0,635.8
FMPSYB0038,WISCONSIN CARD SORTING TEST,FMPSYB0038,277.0,304.7
FMPSYB0039,LIEBOWITZ SOCIAL PHOBIA SCALE,FMPSYB0039,223.0,245.3
FMPSYB0040,SOCIAL SKILL TEST,FMPSYB0040,112.00000000000001,123.2
FMPSYB0041,ROTH TECHNIQUE,FMPSYB0041,277.0,304.7
FMPSYC0007,ADHD,FMPSYC0007,436.3636363636363,480.0
FMPSYC0013,CARS,FMPSYC0013,581.8181818181818,640.0
FMPSYC0029,IQ,FMPSYC0029,722.7272727272726,795.0
FMPTD-0000,REFERRAL TO OTHER DOCTOR(OP),FMPTD-0000,67.0,73.7
FMPTD-0001,ULTRAVIOLET - OP,FMPTD-0001,75.0,82.5
FMPTD-0002,ULTRAVIOLET - IP,FMPTD-0002,75.0,82.5
FMPTD-0003,INFRARED - OP,FMPTD-0003,75.0,82.5
FMPTD-0004,INFRARED - IP,FMPTD-0004,75.0,82.5
FMPTD-0005,MICROWAVE OP,FMPTD-0005,85.0,93.5
FMPTD-0006,MICROWAVE - IP,FMPTD-0006,85.0,93.5
FMPTD-0007,ULTRASOUND - OP,FMPTD-0007,85.0,93.5
FMPTD-0008,ULTRASOUND - IP,FMPTD-0008,101.0,111.1
FMPTD-0009,ELECTRIC STIM. MUSC/NRV - OP,FMPTD-0009,133.0,146.3
FMPTD-0010,ELECTRIC STIM. MUSC/NRVE - IP,FMPTD-0010,101.0,111.1
FMPTD-0011,ELECTRIC MASSAGE - PART. - OP,FMPTD-0011,85.0,93.5
FMPTD-0012,"ELECTRIC MASSAGE, PART - IP",FMPTD-0012,85.0,93.5
FMPTD-0013,ELECTRIC. MASSAGE - TOTAL - OP,FMPTD-0013,128.0,140.8
FMPTD-0014,ELECTRIC. MASSAGE - TOTAL - IP,FMPTD-0014,128.0,140.8
FMPTD-0015,MANUAL MASSAGE - PARTL. - OP,FMPTD-0015,75.0,82.5
FMPTD-0016,MANUAL MASSAGE - TOTAL - OP,FMPTD-0016,128.0,140.8
FMPTD-0017,MANUAL MASSAGE - PART - IP,FMPTD-0017,144.0,158.4
FMPTD-0018,MANUAL MASSAGE - TOTAL - IP,FMPTD-0018,128.0,140.8
FMPTD-0019,THERAPEUTIC EXERCISES - OP,FMPTD-0019,85.0,93.5
FMPTD-0020,THERAPEUTIC EXERCISES - IP,FMPTD-0020,144.0,158.4
FMPTD-0021,PARAFFIN WAX BATH - OP,FMPTD-0021,75.0,82.5
FMPTD-0022,PARAFFIN WAX BATH - IP,FMPTD-0022,75.0,82.5
FMPTD-0023,HYDROTHERAPY,FMPTD-0023,202.0,222.2
FMPTD-0024,HYDROTHERAPY W/EXERCISES - OP,FMPTD-0024,202.0,222.2
FMPTD-0025,HYDROTHERAPY - IP,FMPTD-0025,202.0,222.2
FMPTD-0026,HYDROTHERAPY WITH EXERCISES,FMPTD-0026,223.0,245.3
FMPTD-0027,OCCUPATIONAL THERAPY - OP,FMPTD-0027,75.0,82.5
FMPTD-0028,OCCUPATIONAL THERAPY - IP,FMPTD-0028,101.0,111.1
FMPTD-0029,TRACTION - OP,FMPTD-0029,75.0,82.5
FMPTD-0030,TRACTION - IP,FMPTD-0030,101.0,111.1
FMPTD-0031,TOTAL PT - 3 MODAL. - OP,FMPTD-0031,223.0,245.3
FMPTD-0032,TOTAL PT >3 MODALITIES - OP,FMPTD-0032,165.0,181.5
FMPTD-0033,TOTAL PT - 3 MODALITIES - IP,FMPTD-0033,223.0,245.3
FMPTD-0034,TOTAL PT >3 MODALITIES - IP,FMPTD-0034,223.0,245.3
FMPTD-0035,SHORTWAVE - OP,FMPTD-0035,101.0,111.1
FMPTD-0036,SHORTWAVE - IP,FMPTD-0036,75.0,82.5
FMPTD-0037,INTRA-ARTICULAR INJECTION - OP,FMPTD-0037,128.0,140.8
FMPTD-0038,INTRA-ARTIC. INJEC./U.S. - OP,FMPTD-0038,175.99999999999997,193.6
FMPTD-0039,INTRA-ARTICULAR INJECTION - IP,FMPTD-0039,128.0,140.8
FMPTD-0040,INTRA-ARTIC. INJECT./ U.S.-IP,FMPTD-0040,202.0,222.2
FMPTD-0041,CHEST PHYSIOTHERAPY - OP,FMPTD-0041,75.0,82.5
FMPTD-0042,CHEST PHYSIOTHERAPY - IP,FMPTD-0042,96.0,105.6
FMPTD-0043,TILT TABLE - OP,FMPTD-0043,75.0,82.5
FMPTD-0044,TILT TABLE - IP,FMPTD-0044,112.00000000000001,123.2
FMPTD-0045,PHYSIOTHERAPY HOME VISIT,FMPTD-0045,388.00000000000006,426.8
FMPTD-0046,EMG LUMBAR AREA & 1 LEG,FMPTD-0046,324.0,356.4
FMPTD-0047,EMG LUMBAR AREA & 2 LEGS,FMPTD-0047,388.00000000000006,426.8
FMPTD-0048,EMG NECK AREA & 1 ARM,FMPTD-0048,324.0,356.4
FMPTD-0049,EMG NECK AREA & 2 ARMS,FMPTD-0049,388.00000000000006,426.8
FMPTD-0050,EMG - ALL EXTREMITIES,FMPTD-0050,642.0,706.2
FMPTD-0051,NERVE CONDUCTION - 1 NERVE,FMPTD-0051,101.0,111.1
FMPTD-0052,NERVE CONDUCTION - 2 NERVES,FMPTD-0052,202.0,222.2
FMPTD-0053,NERVE CONDUCTION - 3 NERVES,FMPTD-0053,292.0,321.2
FMPTD-0054,NERVE CONDUCTION - 4 NERVES,FMPTD-0054,388.00000000000006,426.8
FMPTD-0055,EMG FACE - 1 SIDE,FMPTD-0055,324.0,356.4
FMPTD-0056,EMG FACE - 2 SIDES,FMPTD-0056,425.0,467.5
FMPTD-0057,FACIAL NERVE COND. - 1 SIDE,FMPTD-0057,144.0,158.4
FMPTD-0058,FACIAL NERVE CONDUCT. 2 SIDES,FMPTD-0058,202.0,222.2
FMPTD-0059,EMG FACE/FACIAL NRVE. - 1 SIDE,FMPTD-0059,451.99999999999994,497.2
FMPTD-0060,EMG FACE/FACIAL NRV. - 2 SIDES,FMPTD-0060,578.0,635.8
FMPTD-0061,WELKERS - FOLDING ALUMINUM,FMPTD-0061,743.0,817.3
FMPTD-0062,CRUTCHES - ALUM. - LGE. - ADLT,FMPTD-0062,277.0,304.7
FMPTD-0063,AXILLARY CRUTCHES - WOOD,FMPTD-0063,213.0,234.3
FMPTD-0064,FOREARM CRUTCHES - EACH,FMPTD-0064,578.0,635.8
FMPTD-0065,STRAIGHT CANE,FMPTD-0065,202.0,222.2
FMPTD-0067,WALKER RENTAL,FMPTD-0067,128.0,140.8
FMPTD-0068,SWIMMING POOL LESSON 1 SESSION,FMPTD-0068,75.0,82.5
FMPTD-0069,SWIMMING LESSONS 12 TIMES,FMPTD-0069,678.9999999999999,746.9
FMPTD-0070,SWIM.LESS.12 TIMES/MO.FOR 6 MO,FMPTD-0070,3767.0,4143.7
FMPTD-0071,SWIMM.LESS.12 TIMES/MO.12 MOS.,FMPTD-0071,7523.0,8275.3
FMPTD-0072,LYMPHATIC MASSAGE,FMPTD-0072,190.99999999999997,210.1
FMPTD-0073,INTERFERNTIAL COMPCT.W/SUCTION,FMPTD-0073,128.0,140.8
FMPTD-0074,OSTEOTRON FOR 4 HOURS,FMPTD-0074,208.0,228.8
FMPTD-0075,OSTEOTRON FOR 8 HOURS,FMPTD-0075,388.00000000000006,426.8
FMPTD-0076,PACKAGE DEAL EX'S 8 SESSIONS,FMPTD-0076,546.0,600.6
FMPTD-0077,INTRA-ARTICULAR INJ. - ANKLE J,FMPTD-0077,144.0,158.4
FMPTD-0078,LOCOMOTION THERAPHY(1 SESSION),FMPTD-0078,213.0,234.3
FMPTD-0079,LOCOMOTION THERAPY(12 SESSION),FMPTD-0079,5310.0,5841.0
FMPTD-0080,EXERCISE FOR SGH STAFF PER MTH,FMPTD-0080,144.0,158.4
FMPTD-0081,EXERCISE FOR SGH STAFF PER YR.,FMPTD-0081,678.9999999999999,746.9
FMPTD-0082,LOCAL INJECTION,FMPTD-0082,144.0,158.4
FMPTD-0083,INTRA ARTICULAR,FMPTD-0083,144.0,158.4
FMPTD-0084,ASPIRATION JOINT,FMPTD-0084,80.0,88.0
FMPTD-0086,WEIGHT REDUC.EXER.SGH STAFF,FMPTD-0086,271.0,298.1
FMPTD-0087,LOCOMOTION THERAPY - 6S/1W/1M,FMPTD-0087,5979.0,6576.9
FMPTD-0088,LOCOMOTION THERAPY - 6S/1W/2M,FMPTD-0088,9284.0,10212.4
FMPTD-0089,LOCOMOTION THERAPY - 6S/1W/3M,FMPTD-0089,11936.000000000002,13129.6
FMPTD-0090,SINGLE PT SESSION FOR ARIG,FMPTD-0090,160.0,176.0
FMPTD-0091,NEBULIZATION FOR ARAMCO PATIENT PER,FMPTD-0091,59.0,64.9
FMPTD-0092,PREOPERATIVE & POSTOPERATIVE EX'S.,FMPTD-0092,70.0,77.0
FMPTD-0093,ANTENATAL & POSTNATAL EX'S.,FMPTD-0093,85.0,93.5
FMPTD-0094,PACKAGE DEAL(4)DAYS (8)SESSIONS,FMPTD-0094,440.0,484.0
FMPTD-0095,PACKAGE DEAL (4)DAYS (4)SESSIONS,FMPTD-0095,223.0,245.3
FMPTD-0096,AROMA THERAPY ONE SESSION,FMPTD-0096,223.0,245.3
FMPTD-0097,AROMA THERAPY WITH MASSAGE ONE SESS,FMPTD-0097,277.0,304.7
FMPTD-0098,AROMA THERAPY WITH MASSAGE PACKAGE,FMPTD-0098,2732.0,3005.2
FMPTD-0099,CELEBRAL PALSY EXS WITH SWIMMING,FMPTD-0099,165.0,181.5
FMPTD-0100,ELECTROMANETIC FIELD (TEMPORARY COD,FMPTD-0100,75.0,82.5
FMPTD-0101,ELECTROMANETIC THERAPY,FMPTD-0101,165.0,181.5
FMPTD-0102,SWIMMING LESSIONS PACKAGE DEAL (2),FMPTD-0102,1093.0,1202.3
FMPTD-0103,SWIMMING LESSIONS PACKAGE DEAL (3),FMPTD-0103,1532.9999999999998,1686.3
FMPTD-0104,NEBULIZATION,FMPTD-0104,75.0,82.5
FMPTD-0105,DRY CUPPING,FMPTD-0105,144.0,158.4
FMPTD-0106,MOVING CUPPING,FMPTD-0106,165.0,181.5
FMPTD-0107,NEEDLE CUPPING,FMPTD-0107,223.0,245.3
FMPTD-0108,MAGNETIC CUPPING,FMPTD-0108,197.0,216.7
FMPTD-0109,ACUPUNTURE FOR OBESITY,FMPTD-0109,165.0,181.5
FMPTD-0110,ONE SESSION THALGO TOTAL BODY,FMPTD-0110,371.99999999999994,409.2
FMPTD-0111,PACKAGE DEAL (6)SESSIONS THALGO TOT,FMPTD-0111,1592.0000000000002,1751.2
FMPTD-0112,ONE SESSION  THALGO PART,FMPTD-0112,213.0,234.3
FMPTD-0113,PACKAGE DEAL (6) SESSION THALGO PAR,FMPTD-0113,1061.0,1167.1
FMPTD-0590,EXCLUSIVE FOR GROWTH HORMONE,FMPTD-0590,43.0,47.3
FMPTD-1000,DAY CARE SUPERVISION,FMPTD-1000,202.0,222.2
FMPTD-1001,DOCTOR'S DAYCARE SUPERVISION,FMPTD-1001,75.0,82.5
FMPTD-2056,HEMIPLEGIA PT TRTMENT(3 PROCS),FMPTD-2056,223.0,245.3
FMPTD-2057,PARAPLEGIA PT TRTMENT(3 PROCS),FMPTD-2057,223.0,245.3
FMPTD-2058,TETRAPLEGIA TRTMENT (3 PROCS),FMPTD-2058,260.0,286.0
FMPTD-2059,CEREBRAL PALSY EXERCISES,FMPTD-2059,128.0,140.8
FMPTD-2060,POLIO TREATMENT,FMPTD-2060,128.0,140.8
FMPTD-2061,MEDICAL BATH,FMPTD-2061,128.0,140.8
FMPTD-2062,MEDICAL BATH + MASSAGE,FMPTD-2062,223.0,245.3
FMPTD-2063,FANGO TREATMENT,FMPTD-2063,117.0,128.7
FMPTD-2064,FANGO TREATMENT + MASSAGE,FMPTD-2064,245.0,269.5
FMPTD-2065,MEDICAL BATH + MASSAGE (1X),FMPTD-2065,287.0,315.7
FMPTD-2066,PT SINGLE AREA (3 PROCS),FMPTD-2066,144.0,158.4
FMPTD-2067,PT TWO AREAS (3 PROCS),FMPTD-2067,223.0,245.3
FMPTD-2068,PT MULTIPLE AREAS (3 PROCS),FMPTD-2068,287.0,315.7
FMPTD-2069,ELECTROTHERAPY,FMPTD-2069,165.0,181.5
FMPTD-2070,"DRY MASSAGE, ARM OR LEG",FMPTD-2070,96.0,105.6
FMPTD-2071,"DRY MASSAGE, BACK",FMPTD-2071,107.00000000000001,117.7
FMPTD-2072,"DRY MASSAGE, WHOLE BODY",FMPTD-2072,223.0,245.3
FMPTD-2073,TOTAL BODY PT (4 PROCS),FMPTD-2073,425.0,467.5
FMPTD-2074,CEREBRAL PALSY PACKAGE (OP),FMPTD-2074,1401.0,1541.1
FMPTD-2075,PARAPLEGIA PACKAGE (OP),FMPTD-2075,2653.0,2918.3
FMPTD-2076,HEMIPLEGIA PACKAGE (OP),FMPTD-2076,2653.0,2918.3
FMPTD-2077,HYDROTHERAPY POOL(1 TREATMENT),FMPTD-2077,218.0,239.8
FMPTD-2078,HYDROTHERAPY POOL PACKAGE (OP),FMPTD-2078,1401.0,1541.1
FMPTD-2079,PACKAGE DEAL WEIGHT REDUCTION,FMPTD-2079,1093.0,1202.3
FMPTD-2080,PACKAGE DEAL WEIGHT REDUCT.,FMPTD-2080,2001.0,2201.1
FMPTD-2081,ONE SESSION WEIGHT REDUCTION,FMPTD-2081,223.0,245.3
FMPTD-2083,C.P.M. MACHINE,FMPTD-2083,101.0,111.1
FMPTD-2084,STEAM OP-IP,FMPTD-2084,128.0,140.8
FMPTD-2085,HYDROTHERAPY FOR HAND OR FOOT,FMPTD-2085,101.0,111.1
FMPTD-2086,FANGO HALF - OP,FMPTD-2086,75.0,82.5
FMPTD-2087,FANGO HALF - IP,FMPTD-2087,75.0,82.5
FMPTD-2088,ICE PACK LARGE,FMPTD-2088,75.0,82.5
FMPTD-2089,ICE PACK SMALL,FMPTD-2089,48.0,52.8
FMPTD-2090,STRENGTH/DURATION CURVE [DIAG-NOSTI,FMPTD-2090,128.0,140.8
FMPTD-2091,STRENGTH/DURATION CURVE [DIAG-,FMPTD-2091,128.0,140.8
FMPTD-2092,DIADYNAMIC - OP,FMPTD-2092,75.0,82.5
FMPTD-2093,DIADYNAMIC - IP,FMPTD-2093,75.0,82.5
FMPTD-2094,INTERFERNIAL - OP,FMPTD-2094,190.99999999999997,210.1
FMPTD-2095,INTERFERNIAL - IP,FMPTD-2095,75.0,82.5
FMPTD-2096,COMBINE THERAPY [ULTRA SOUND +,FMPTD-2096,75.0,82.5
FMPTD-2098,LASER THERAPY,FMPTD-2098,144.0,158.4
FMPTD-2099,MEDICAL BATH W/EXERCISE UNDER,FMPTD-2099,149.0,163.9
FMPTD-2101,MEDICAL BATH W/GALVANIC,FMPTD-2101,149.0,163.9
FMPTD-2103,STEAMBATH W/ CO2 - OP,FMPTD-2103,160.0,176.0
FMPTD-2104,STEAMBATH W/ CO2 - IP,FMPTD-2104,160.0,176.0
FMPTD-2105,CPM FOR SHOULDER - OP,FMPTD-2105,75.0,82.5
FMPTD-2106,CPM FOR SHOULDER - IP,FMPTD-2106,75.0,82.5
FMPTD-2107,CPM FOR ELBOW - OP,FMPTD-2107,75.0,82.5
FMPTD-2108,CPM FOR ELBOW - IP,FMPTD-2108,75.0,82.5
FMPTD-2109,P.T. 2 PROCEDURES - OP,FMPTD-2109,128.0,140.8
FMPTD-2110,P.T. 2 PROCEDURES - IP,FMPTD-2110,128.0,140.8
FMPTD-2112,EXERCISE 12 SESSION,FMPTD-2112,706.0000000000001,776.6
FMPTD-2113,HEMIPLEGIA P.T. 2 PROCEDURES,FMPTD-2113,1401.0,1541.1
FMPTD-2114,HEMIPLEGIA P.T. 3 PROCEDURES,FMPTD-2114,2096.0,2305.6
FMPTD-2115,PARAPLEGIA P.T. 3 PROCEDURES,FMPTD-2115,2096.0,2305.6
FMPTD-2117,THERAPEUTIC EXERCISE 12 TIMES,FMPTD-2117,642.0,706.2
FMPTD-2118,TREADMEIL FOR LAB. TESTING,FMPTD-2118,43.0,47.3
FMPTD-2119,USE OF SWIMMING POOL,FMPTD-2119,75.0,82.5
FMPTD-2120,USE OF A.V.I. MACHINE FOR 3HRS,FMPTD-2120,128.0,140.8
FMPTD-2121,USE OF A.V.I.MACHINE FOR 6 HRS,FMPTD-2121,223.0,245.3
FMPTD-2122,USE OF A.V.I.MACHINE FOR OVER-,FMPTD-2122,260.0,286.0
FMPTD-2123,USE OF A.V.I.MACHINE FOR 24 HS,FMPTD-2123,515.0,566.5
FMPTD-2124,ULTRASOUND THERAPY,FMPTD-2124,75.0,82.5
FMPTD-2125,INTERFERNIAL THERAPY,FMPTD-2125,96.0,105.6
FMPTD-2126,SHORT WAVE THERAPY,FMPTD-2126,96.0,105.6
FMPTD-2127,ULTRASOUND FOR 2 AREAS,FMPTD-2127,117.0,128.7
FMPTD-2128,INTERFERNIAL FOR 2 AREAS,FMPTD-2128,117.0,128.7
FMPTD-2129,SHORT WAVE FOR 2 AREAS,FMPTD-2129,117.0,128.7
FMPTD-2130,CHEST PHYSIOTHERAPY WITH,FMPTD-2130,107.00000000000001,117.7
FMPTD-2131,GALVANIC BATH,FMPTD-2131,128.0,140.8
FMPTD-2132,SHORTWAVE DIALTHERMY,FMPTD-2132,75.0,82.5
FMPTD-2133,EXERCISE PACKAGE DEAL 12 SES.,FMPTD-2133,223.0,245.3
FMPTD-2134,REHAB. PT. W/ VERTIGO(12 SESS),FMPTD-2134,376.99999999999994,414.7
FMPTD-2135,MCKENZIE EVALUATION & TREATME,FMPTD-2135,165.0,181.5
FMPTD-2136,MCKENCZIE FOLLOW-UP TREATMENT,FMPTD-2136,75.0,82.5
FMPTD-2137,TAE-KWAN-DO TRAINING 1 MONTH/,FMPTD-2137,770.0,847.0
FMPTD-2138,PACKAGE DEAL (TAE-KWAN-D0 TRAI,FMPTD-2138,1969.0,2165.9
FMPTD-2141,STROKES THERAPY,FMPTD-2141,112.00000000000001,123.2
FMPTD-2142,CEREBRAL PALSY THERAPY,FMPTD-2142,117.0,128.7
FMPTD-2143,PARAPLEGIC OT PROGRAMME,FMPTD-2143,112.00000000000001,123.2
FMPTD-2144,GENERAL OF SESSION,FMPTD-2144,85.0,93.5
FMPTD-2145,PACKAGE OT FOR HAND THERAPY,FMPTD-2145,822.0,904.2
FMPTD-2146,Occupational Therapy Session A,FMPTD-2146,112.00000000000001,123.2
FMPTD-2147,Occupational Therapy Session B,FMPTD-2147,139.0,152.9
FMPTD-2148,Occupational Therapy Session C,FMPTD-2148,165.0,181.5
FMPTD-2149,Occupational Therapy Session D,FMPTD-2149,223.0,245.3
FMPTD-2150,LASER THERAPHY SCANNER,FMPTD-2150,223.0,245.3
FMPTD-2151,PACKAGE DEAL (6) SESSIONS FOR MANUA,FMPTD-2151,388.00000000000006,426.8
FMPTD-2152,PACKAGE DEAL (12) SESSIONS FOR MANU,FMPTD-2152,770.0,847.0
FMPTD-2155,CUPPING THERAPY (1 SESSION),FMPTD-2155,277.0,304.7
FMPTD-2156,TWO SESSION PT / RT PER DAY IP,FMPTD-2156,309.0,339.9
FMPTD-2157,MORE THAN R.T PER DAY FOR IP,FMPTD-2157,309.0,339.9
