SERVICE CODE,CATEGORY,SUB-CATEGORY,SERVICE DESCRIPTION,REVISED PRICES,5
7129075,LABORATORY,IMMUNO-CHEMISTRY,MUC-5 TEST,450.0,2385
7129076,LABORATORY,IMMUNO-CHEMISTRY,MUMI,575.0,2386
7129077,LABORATORY,IMMUNO-CHEMISTRY,MYOGENIN TEST,575.0,2387
7129078,LABORATORY,IMMUNO-CHEMISTRY,MYOGLOBIN TEST,575.0,2388
7129079,LABORATORY,IMMUNO-CHEMISTRY,NEUROFILAMENT PROTEIN,575.0,2389
7129080,LABORATORY,IMMUNO-CHEMISTRY,NEURON SPECIFIC ENOLASE (NSE),450.0,2390
7129081,LABORATORY,IMMUNO-CHEMISTRY,OCT2,575.0,2391
7129082,LABORATORY,IMMUNO-CHEMISTRY,OCT3,575.0,2392
7129083,LABORATORY,IMMUNO-CHEMISTRY,P-16,450.0,2393
7129084,LABORATORY,IMMUNO-CHEMISTRY,P53 PROTEIN,575.0,2394
7129085,LABORATORY,IMMUNO-CHEMISTRY,P-57,450.0,2395
7129086,LABORATORY,IMMUNO-CHEMISTRY,P-63 PROTEIN,450.0,2396
7129087,LABORATORY,IMMUNO-CHEMISTRY,PAN CYTOKERATIN,450.0,2397
7129088,LABORATORY,IMMUNO-CHEMISTRY,PLACENTAL ALKALINE PHOSPHATASE (PLAP),575.0,2398
7129089,LABORATORY,IMMUNO-CHEMISTRY,PROGESTERONE RECEPTOR (PR),450.0,2399
7129090,LABORATORY,IMMUNO-CHEMISTRY,PROSTATE SPECIFIC ANTIGEN,575.0,2400
7129092,LABORATORY,IMMUNO-CHEMISTRY,RACEMACE,575.0,2401
7129093,LABORATORY,IMMUNO-CHEMISTRY,S-100,450.0,2402
7129094,LABORATORY,IMMUNO-CHEMISTRY,SALL4,575.0,2403
7129095,LABORATORY,IMMUNO-CHEMISTRY,SOX-10,575.0,2404
7129096,LABORATORY,IMMUNO-CHEMISTRY,SOX-4,575.0,2405
7129097,LABORATORY,IMMUNO-CHEMISTRY,SYNAPTOPHYSIN,575.0,2406
7129098,LABORATORY,IMMUNO-CHEMISTRY,TCR,575.0,2407
7129099,LABORATORY,IMMUNO-CHEMISTRY,TCR-GAMMA,575.0,2408
7129100,LABORATORY,IMMUNO-CHEMISTRY,THYROGLOBULIN (IMMUNOHISTOCHEMISTRY),450.0,2409
7129101,LABORATORY,IMMUNO-CHEMISTRY,THYROID TRANSCRIPTION FACTOR (TTF-1),575.0,2410
7129102,LABORATORY,IMMUNO-CHEMISTRY,TYROCINASE,575.0,2411
7129104,LABORATORY,IMMUNO-CHEMISTRY,WT-1,575.0,2412
7131001,BLOOD BANK,BLOOD COMPONENTS,BLOOD GROUP (ABO & RH),85.0,2413
7131002,BLOOD BANK,BLOOD COMPONENTS,DIRECT COOMB'S,120.0,2414
7131003,BLOOD BANK,BLOOD COMPONENTS,INDIRECT COOMB'S (ANTIBODY SCREEN),155.0,2415
7131004,BLOOD BANK,BLOOD COMPONENTS,ANTIBODY IDENTIFICATION,250.0,2416
7131005,BLOOD BANK,BLOOD COMPONENTS,ANTI-D TITER,135.0,2417
7131006,BLOOD BANK,BLOOD COMPONENTS,COLD AGGLUTININS,65.0,2418
7131007,BLOOD BANK,BLOOD COMPONENTS,CROSS MATCHING (ONE UNIT),300.0,2419
7131008,BLOOD BANK,BLOOD COMPONENTS,FRESH FROZEN PLASMA  ,650.0,2420
7131009,BLOOD BANK,BLOOD COMPONENTS,PLATELET CONCETNRATE  ,325.0,2421
7131010,BLOOD BANK,BLOOD COMPONENTS,VENESECTION,150.0,2422
7131011,BLOOD BANK,BLOOD COMPONENTS,"BLOOD COST W/O CROSS MATCHING, WITH LEUKOCYTE FILTER ",1495.0,2423
7131012,GENERAL ,BLOOD COMPONENTS,"EXCHANGE TRANSFUSION WITH CONSULTANT DOCTOR, COMPLETE, WITH BLOOD",2600.0,2424
7131013,GENERAL ,BLOOD COMPONENTS,"EXCHANGE TRANSFUSION WITH CONSULTANT DOCTOR, PARTIAL, WITH BLOOD",2100.0,2425
7131014,GENERAL ,BLOOD COMPONENTS,"EXCHANGE TRANSFUSION WITH CONSULTANT DOCTOR, PARTIAL, WITHOUT BLOOD",850.0,2426
7131015,BLOOD BANK,BLOOD COMPONENTS,LEUKOCYTE FILTER,130.0,2427
7131016,BLOOD BANK,BLOOD COMPONENTS,CRYOPRECIPITATE,1000.0,2428
7131017,BLOOD BANK,BLOOD COMPONENTS,AB-TITER (ANTI-D TITER),425.0,2429
7131018,BLOOD BANK,BLOOD COMPONENTS,BLOOD COST WITH CROSSMATCHED (TRANSFUSION OF ONE UNIT OF WHOLE BLOOD),1795.0,2430
7131019,BLOOD BANK,BLOOD COMPONENTS,PLATELET RICH PLASMA,1600.0,2431
7131020,BLOOD BANK,BLOOD COMPONENTS,APHERESIS PLATELET LEUKOCYTE (ONE DOSE),2500.0,2432
7131021,BLOOD BANK,BLOOD COMPONENTS,PACKED RBC (PRBC) EACH UNIT,2875.0,2433
7131022,BLOOD BANK,BLOOD COMPONENTS,IRRADIATED PLATELET LEUCOCYTE REDUCED,3000.0,2434
3171001,CARDIO VASCULAR,C.V.T.,ECHO PORTABLE ,1800.0,2435
3171002,CARDIO VASCULAR,C.V.T.,HOLTER MONITORING,950.0,2436
3171003,CARDIO VASCULAR,C.V.T.,PACEMAKER - EXTERNAL USE /DAY,550.0,2437
3171004,CARDIO VASCULAR,C.V.T.,ARTERIAL PUNCT./LINE SAMPLING,350.0,2438
3171005,CARDIO VASCULAR,C.V.T.,APPLICATION OF EXTERIOR PACEMAKER,200.0,2439
3171006,CARDIO VASCULAR,C.V.T.,CPR (TEAM),800.0,2440
3171007,CARDIO VASCULAR,C.V.T.,CARDIAC OUTPATIENT MEASUREMENT,550.0,2441
3171008,CARDIO VASCULAR,C.V.T.,CARDIOVERSION/DEFIBRILLATION,3750.0,2442
3171009,CARDIO VASCULAR / INTERVENTIONAL RADIOLOGY,C.V.T.,ANGIOSEAL,2750.0,2443
3171010,CARDIO VASCULAR,C.V.T.,CARE OF TEMPORARY PACEMAKER,550.0,2444
3171011,CARDIO VASCULAR,C.V.T.,CARE OF CHEST DRAIN,450.0,2445
3171012,CARDIO VASCULAR / INTERVENTIONAL RADIOLOGY,C.V.T.,CHEST DRAIN INSERTION,450.0,2446
3171013,CARDIO VASCULAR,C.V.T.,CVP LINE INSERTION,150.0,2447
3171014,CARDIO VASCULAR,C.V.T.,ENDO-TRACHEAL SUCTION,150.0,2448
3171015,CARDIO VASCULAR,C.V.T.,INFUSION SYRINGE PUMP,250.0,2449
3171016,CARDIO VASCULAR,C.V.T.,INTUBATION,550.0,2450
3171017,CARDIO VASCULAR,C.V.T.,INTUBATION - ELECTIVE,550.0,2451
3171018,CARDIO VASCULAR,C.V.T.,INSERTION OF SUTURES,200.0,2452
3171019,CARDIO VASCULAR,C.V.T.,INVASIVE PRESSURE MONITORING,550.0,2453
3171020,CARDIO VASCULAR,C.V.T.,MOUTH CARE,85.0,2454
3171021,CARDIO VASCULAR,C.V.T.,NG FEEDING 24 HOURS,150.0,2455
3171022,CARDIO VASCULAR,C.V.T.,NEBULIZATION / HOUR,85.0,2456
3171023,CARDIO VASCULAR,C.V.T.,NG TUBE INSERTION,150.0,2457
3171024,CARDIO VASCULAR,C.V.T.,PERIPHERAL CANNULA INSERTION,50.0,2458
3171025,CARDIO VASCULAR,C.V.T.,PULSE OXIMETRY,150.0,2459
3171026,CARDIO VASCULAR,C.V.T.,PR EXAMINATION,250.0,2460
3171027,CARDIO VASCULAR,C.V.T.,PRESSURE RELIEVING MATRESS,350.0,2461
3171028,CARDIO VASCULAR,C.V.T.,REMOVAL OF CHEST DRAIN,85.0,2462
3171029,CARDIO VASCULAR,C.V.T.,REMOVAL OF CENTRAL LINE,85.0,2463
3171030,CARDIO VASCULAR,C.V.T.,REMOVAL OF ARTERIAL LINE,50.0,2464
3171031,CARDIO VASCULAR,C.V.T.,REMOVAL OF SUTURES,50.0,2465
3171032,CARDIO VASCULAR,C.V.T.,REMOVAL OF SHETH (FEMORAL),150.0,2466
3171033,CARDIO VASCULAR,C.V.T.,REMOVAL OF PACING WIRES,100.0,2467
3171034,CARDIO VASCULAR,C.V.T.,SKIN PREPARATION,100.0,2468
3171035,CARDIO VASCULAR,C.V.T.,"SPECIMEN INHALATION (SPUT, URI, ET)",55.0,2469
3171036,CARDIO VASCULAR,C.V.T.,STEAM INHALATION,100.0,2470
3171037,CARDIO VASCULAR,C.V.T.,SWAN GANZ INSERTION,350.0,2471
3171038,CARDIO VASCULAR,C.V.T.,SWAN GANZ CARE,550.0,2472
3171039,CARDIO VASCULAR,C.V.T.,TEMPERATURE MONITORING (HYPO),300.0,2473
3171040,CARDIO VASCULAR,C.V.T.,TRACHEOSTOMY TUBE INSERTION,550.0,2474
3171041,CARDIO VASCULAR,C.V.T.,TRACHEOSTOMY TUBE CARE,300.0,2475
3171042,CARDIO VASCULAR,C.V.T.,TPN ADMINISTRATION,150.0,2476
3171043,CARDIO VASCULAR,C.V.T.,VENTILATOR 24 HOURS WITH SUCTION,1800.0,2477
3171044,CARDIO VASCULAR,C.V.T.,VENEPUNCTURE,50.0,2478
3171045,CARDIO VASCULAR,C.V.T.,IABP - INTRA IORTIC BALLOON PUMP,1500.0,2479
3171046,CARDIO VASCULAR,C.V.T.,MYOCARDIAL BIOPSY,5500.0,2480
3171047,CARDIO VASCULAR,C.V.T.,PACEMAKER FLOUROSCOPIC EVALUATION,750.0,2481
3171048,CARDIO VASCULAR,C.V.T.,PACEMAKER ANALYSIS PROGRAMMING,1250.0,2482
3171050,CARDIO VASCULAR / INTERVENTIONAL RADIOLOGY,C.V.T.,BRONCHIAL ARTERY ANGIOGRAPHY,9000.0,2483
3171051,CARDIO VASCULAR,C.V.T.,IVUS (INTRAVASCULAR CORONARY ULTRASOUND IMAGING SYSTEM) IF USED WITH PTCA,8500.0,2484
3171052,CARDIO VASCULAR,C.V.T.,FFR (INTRAVASCULAR PRESSURE WIRE SYSTEM) IF USED WITH PTCA,11000.0,2485
6121001,DENTAL,DIAGNOSTIC EXAM,INITIAL ORAL CONSULTATION,150.0,2486
6121002,DENTAL,DIAGNOSTIC EXAM,FREE FOLLOW UP (DENTAL),0.0,2487
6121003,DENTAL,DIAGNOSTIC EXAM,PERIODIC EXAMINATION,55.0,2488
6121004,DENTAL,DIAGNOSTIC EXAM,"INTRAORAL PERIAPICAL - SINGLE, FIRST FILM",65.0,2489
6121005,DENTAL,DIAGNOSTIC EXAM,X-RAY PANORAMIC,340.0,2490
6121006,DENTAL,DIAGNOSTIC EXAM,INTRAORAL COMPLETE SERIES (INCLUDING BITEWINGS),325.0,2491
6121007,DENTAL,DIAGNOSTIC EXAM,INTRAORAL - OCCLUSAL FILM,110.0,2492
6121008,DENTAL,DIAGNOSTIC EXAM,BIOPSY PUNCH/ASPIRATION,85.0,2493
6121009,DENTAL,DIAGNOSTIC EXAM,JUMPERS,155.0,2494
6121010,DENTAL,DIAGNOSTIC EXAM,EMERGENCY ORAL CONSULTATION,260.0,2495
6121011,DENTAL,DIAGNOSTIC EXAM,BITEWINGS - TWO  FILMS,135.0,2496
6121012,DENTAL,DIAGNOSTIC EXAM,BITEWINGS - FOUR FILMS,250.0,2497
6121013,DENTAL,DIAGNOSTIC EXAM,PULP VITALITY TEST,65.0,2498
6121014,DENTAL,DIAGNOSTIC EXAM,DIAGNOSTIC CASTS ,445.0,2499
6121015,DENTAL,DIAGNOSTIC EXAM,SPACE MAINTAINERS - FIXED OR REMOVABLE,1100.0,2500
6121016,DENTAL,DIAGNOSTIC EXAM,SPACE MAINTAINERS - REMOVABLE BILATERAL ,675.0,2501
6121017,DENTAL,DIAGNOSTIC EXAM,RECEMEMNTATION OF SPACE MAINTAINERS,170.0,2502
6121018,DENTAL,DIAGNOSTIC EXAM,3D HEAD CBCT IMAGING,1600.0,2503
6121019,DENTAL,DIAGNOSTIC EXAM,3D CBCT IMPLANT STUDY FOR   (1) IMPLANT ,1800.0,2504
6121020,DENTAL,DIAGNOSTIC EXAM,3D CBCT IMPLANT STUDY FOR  (2-3) IMPLANTS ,2000.0,2505
6121021,DENTAL,DIAGNOSTIC EXAM,3D CBCT IMPLANT STUDY FOR   (4-8) IMPLANTS ,2350.0,2506
6121022,DENTAL,DIAGNOSTIC EXAM,3D CBCT IMPLANT STUDY FOR   (8-12) IMPLANTS ,3000.0,2507
6121023,DENTAL,DIAGNOSTIC EXAM,3D AIR WAY CBCT IMAGING ,1200.0,2508
6121024,DENTAL,DIAGNOSTIC EXAM,3D PARA NASAL SINUSES CBCT ,1200.0,2509
6121025,DENTAL,DIAGNOSTIC EXAM,3D TMJ CBCT IMAGING ,1200.0,2510
6121026,DENTAL,DIAGNOSTIC EXAM,3D TEMPORAL BONE CBCT IMAGING ,1200.0,2511
6121027,DENTAL,DIAGNOSTIC EXAM,IMPLANT SURGICAL GUIDE FOR   (1) IMPLANT ,200.0,2512
6121028,DENTAL,DIAGNOSTIC EXAM,IMPLANT SURGICAL GUIDE FOR   (2-3) IMPLANTS ,400.0,2513
6121029,DENTAL,DIAGNOSTIC EXAM,IMPLANT SURGICAL GUIDE FOR   (4-8) IMPLANTS ,750.0,2514
6121030,DENTAL,DIAGNOSTIC EXAM,IMPLANT SURGICAL GUIDE FOR   (9-12) IMPLANTS ,1200.0,2515
6121031,DENTAL,DIAGNOSTIC EXAM,3D CEPHALOMETRIC CBCT IMAGING ,750.0,2516
6121032,DENTAL,DIAGNOSTIC EXAM,3D PANORAMIC CBCT IMAGING ,500.0,2517
6122001,DENTAL,SURGICAL PROCEDURES,ALVEOLECTOMY (PER QUADRANT),850.0,2518
6122002,DENTAL,SURGICAL PROCEDURES,BIOPSY OF EXTRA ORAL TISSUES,850.0,2519
6122003,DENTAL,SURGICAL PROCEDURES,BIOPSY OF ORAL TISSUE (HARD),850.0,2520
6122004,DENTAL,SURGICAL PROCEDURES,BIOPSY OF ORAL TISSUE (SOFT),500.0,2521
6122005,DENTAL,SURGICAL PROCEDURES,CLOSURE OROANTRAL FISTULA UNDER LOCAL ANAESTHESIA (MINOR),3500.0,2522
6122006,DENTAL,SURGICAL PROCEDURES,CYST OPERATION,1100.0,2523
6122007,DENTAL,SURGICAL PROCEDURES,EPULIS EXCISION,950.0,2524
6122008,DENTAL,SURGICAL PROCEDURES,EXCISION OF BENGIN TUMOUR - LESION DIAMETER OVER 1 CM,1300.0,2525
6122009,DENTAL,SURGICAL PROCEDURES,EXCISION OF BENGIN TUMOUR - LESION DIAMETER UPTO 1CM,500.0,2526
6122010,DENTAL,SURGICAL PROCEDURES,EXCISION OF HYPERPLASTIC TISSUE (PER ARCH),2500.0,2527
6122011,DENTAL,SURGICAL PROCEDURES,EXCISION OF MINOR SALIVRY GLAND SWELLING,500.0,2528
6122012,DENTAL,SURGICAL PROCEDURES,EXCISION OF SUBMANDIBULAR SALIVARY GLAND - OR,7000.0,2529
6122013,DENTAL,SURGICAL PROCEDURES,EXTRACTION OF A TOOTH FRAGMENT/SMALL RETAINED TOOTH,170.0,2530
6122014,DENTAL,SURGICAL PROCEDURES,FOREIGN BODY REMOVAL OF MANDIBLE L.A.,2300.0,2531
6122015,DENTAL,SURGICAL PROCEDURES,FRAENECTOMY,1700.0,2532
6122016,DENTAL,SURGICAL PROCEDURES,GINGIVECTOMY AND TREATMENT (FEWER THAN 5 TEETH),500.0,2533
6122017,DENTAL,SURGICAL PROCEDURES,GINGIVECTOMY OR GINGIOPLASTY - PER QUADRANT,600.0,2534
6122018,DENTAL,SURGICAL PROCEDURES,INCISION AND DRAINAGE UNDER LA (COMPLICATED),2500.0,2535
6122019,DENTAL,SURGICAL PROCEDURES,INCISION AND DRAINAGE UNDER LA (MINOR),1200.0,2536
6122020,DENTAL,SURGICAL PROCEDURES,LOCAL ANAESTHESIA INJECTION,50.0,2537
6122021,DENTAL,SURGICAL PROCEDURES,LOCAL ANAESTHESIA SPRAY,25.0,2538
6122022,DENTAL,SURGICAL PROCEDURES,MANIPULATION OF FRACTURED NASAL BONES - OR,5000.0,2539
6122023,DENTAL,SURGICAL PROCEDURES,MEMBRANE / BONE GRAFTS - PER TOOTH,2100.0,2540
6122024,DENTAL,SURGICAL PROCEDURES,OTHER UNDEFINED SURGICAL PROCEDURES PER 15 MINUTES,170.0,2541
6122025,DENTAL,SURGICAL PROCEDURES,PERICORONAL FLAP REMOVAL - COMPLEX,345.0,2542
6122026,DENTAL,SURGICAL PROCEDURES,PERICORONAL FLAP REMOVAL - SIMPLE,170.0,2543
6122027,DENTAL,SURGICAL PROCEDURES,PERIODONTAL ROOT PLANNING (ENTIRE MOUTH),3400.0,2544
6122028,DENTAL,SURGICAL PROCEDURES,PERIODONTAL ROOT PLANNING (LESS THAN 6 TEETH),850.0,2545
6122029,DENTAL,SURGICAL PROCEDURES,POST EXTRACTION COMPLICATION:DRESSING (OPD),85.0,2546
6122030,DENTAL,SURGICAL PROCEDURES,POST SURGICAL EXTRACTION:DRSYSPICULES REMOVAL,50.0,2547
6122031,DENTAL,SURGICAL PROCEDURES,REDUCTION OF SIMPLE ALVEOLAR FRACTURE - OR,2600.0,2548
6122032,DENTAL,SURGICAL PROCEDURES,REIMPLANTATION OF MULTI-ROOTED TOOTH,1700.0,2549
6122033,DENTAL,SURGICAL PROCEDURES,REIMPLANTATION OF SINGLE ROOTED TOOTH,1100.0,2550
6122034,DENTAL,SURGICAL PROCEDURES,RELEASE OF TOUNGE TIE,1700.0,2551
6122035,DENTAL,SURGICAL PROCEDURES,REMOVAL OF LORUS PALATINUS OR MANDIBULARIS,1700.0,2552
6122036,DENTAL,SURGICAL PROCEDURES,REMOVAL OF SALIVARY GLAND STONE (INTRA-ORAL),1700.0,2553
6122037,DENTAL,SURGICAL PROCEDURES,REMOVAL OF TEETH (COMPLETELY BONY) + L.A.,1100.0,2554
6122038,DENTAL,SURGICAL PROCEDURES,REMOVAL OF TEETH (PARTIALLY BONY) + L.A.,550.0,2555
6122039,DENTAL,SURGICAL PROCEDURES,REMOVAL OF TEETH (SOFT TISSUE) + LA,425.0,2556
6122040,DENTAL,SURGICAL PROCEDURES,RIDGE EXTENSION (AUGMENTATION PER ARCH),3400.0,2557
6122041,DENTAL,SURGICAL PROCEDURES,SIMPLE EXTRACTION INCLUDING L.A.,170.0,2558
6122042,DENTAL,SURGICAL PROCEDURES,STEROID INJECTION IN T.M.J. (EXCLUDING L.A.),85.0,2559
6122043,DENTAL,SURGICAL PROCEDURES,SURGICAL EXPOSURE OF IMPACTED OR UNERRUPTED TOOTH,1700.0,2560
6122044,DENTAL,SURGICAL PROCEDURES,SURGICAL EXTRACTION - COMPLEX  (BONE REMOVAL),675.0,2561
6122045,DENTAL,SURGICAL PROCEDURES,SURGICAL EXTRACTION - SIMPLE,500.0,2562
6122046,DENTAL,SURGICAL PROCEDURES,SURGICAL REMOVAL OF SUPRENUMERARY TOOTH,2500.0,2563
6122047,DENTAL,SURGICAL PROCEDURES,SUTURING - LARGE AREA,170.0,2564
6122048,DENTAL,SURGICAL PROCEDURES,SUTURING - SMALL AREA (2-3 SUTURES),85.0,2565
6122049,DENTAL,SURGICAL PROCEDURES,SUTURING OF FACIAL / EXTRA ORAL LACERATIONS (UPTO 10 SUTURES),750.0,2566
6122050,DENTAL,SURGICAL PROCEDURES,SUTURING OF FACIAL EXTRA / ORAL LACERATIONS (MORE THAN 10 SUTURES),1400.0,2567
6122051,DENTAL,SURGICAL PROCEDURES,SUTURING OF INTRA-ORAL LACERATIONS (MORE THAN 5 SUTURES),850.0,2568
6122052,DENTAL,SURGICAL PROCEDURES,SUTURING OF INTRA-ORAL LACERATIONS (UPTO 5 SUTURES),425.0,2569
6122053,DENTAL,SURGICAL PROCEDURES,TOOTH EXTRACTION ADDITIONAL EACH + L.A..,150.0,2570
6122054,DENTAL,SURGICAL PROCEDURES,VESTIBULOPLASTY/SULCUS DEEPENING (PER JAW),5000.0,2571
6122055,DENTAL,SURGICAL PROCEDURES,WIRING FRACTURED JAW - COMPLEX,6000.0,2572
6122056,DENTAL,SURGICAL PROCEDURES,WIRING FRACTURED JAW - SIMPLE,1300.0,2573
6124001,DENTAL,AMALGAM RESTORATION,TEMPORARY FILLING,85.0,2574
6124002,DENTAL,AMALGAM RESTORATION,"AMALGAM FILLING - ONE SURFACE, PERMANENT",250.0,2575
6124003,DENTAL,AMALGAM RESTORATION,"AMALGAM FILLING - ONE SURFACE, DECIDUOUS",170.0,2576
6124004,DENTAL,AMALGAM RESTORATION,"AMALGAM FILLING - TWO SURFACES, PERMANENT",340.0,2577
6124005,DENTAL,AMALGAM RESTORATION,"AMALGAM FILLING - TWO SURFACES, DECIDUOUS",250.0,2578
6124006,DENTAL,AMALGAM RESTORATION,"AMALGAM FILLING - THREE SURFACES, PERMANENT",425.0,2579
6124007,DENTAL,AMALGAM RESTORATION,"AMALGAM FILLING - THREE SURFACES, DECIDUOUS",340.0,2580
6124008,DENTAL,AMALGAM RESTORATION,"AMALGAM FILLING - FOUR SURFACES, PERMANENT",500.0,2581
6124009,DENTAL,AMALGAM RESTORATION,"AMALGAM FILLING - FOUR SURFACES, DECIDUOUS",425.0,2582
6124010,DENTAL,AMALGAM RESTORATION,"GOLD INLAY-GOLD(ONE SURFACE, EXCLUDING PRICE OF GOLD)",1700.0,2583
6124011,DENTAL,AMALGAM RESTORATION,"GOLD INLAY-GOLD(TWO SURFACES,EXCLUDING PRICE OF GOLD)",1850.0,2584
6124012,DENTAL,AMALGAM RESTORATION,"GOLD INLAY-GOLD(THREE SURFACES,EXCLUDING PRICE OF GOLD) ",2000.0,2585
6124013,DENTAL,AMALGAM RESTORATION,"GOLD INLAY-GOLD(FOUR SURFACES,EXCLUDING PRICE OF GOLD)",2600.0,2586
6124014,DENTAL,AMALGAM RESTORATION,REINFORCED COMPOSITE FILLING/BUILD-UP,340.0,2587
6124015,DENTAL,AMALGAM RESTORATION,LIGHT CURED LABIAL COATING (PRISMA LITE),340.0,2588
6124016,DENTAL,AMALGAM RESTORATION,CORE BUILDUP (INCLUDING PINS),450.0,2589
6124017,DENTAL,AMALGAM RESTORATION,COMPOSITE RESIN (ONE SURFACE),340.0,2590
6124018,DENTAL,AMALGAM RESTORATION,CEMENT FILLING,85.0,2591
6124019,DENTAL,AMALGAM RESTORATION,DENTIN DESENSITISER APPLICATION - PER QUADRANT/VISIT,50.0,2592
6124020,DENTAL,AMALGAM RESTORATION,DEVITALIZING DRESSING,135.0,2593
6124021,DENTAL,AMALGAM RESTORATION,PIN RETAINED AMALGAM - EXCLUSIVE OF AMALGAM (PER PIN),170.0,2594
6124022,DENTAL,AMALGAM RESTORATION,GLASS INOMER RESTORATIONS,340.0,2595
6124023,DENTAL,AMALGAM RESTORATION,COMPOSITE RESIN (TWO SURFACES),425.0,2596
6124024,DENTAL,AMALGAM RESTORATION,COMPOSITE RESIN (THREE SURFACES),500.0,2597
6124025,DENTAL,AMALGAM RESTORATION,PIN RETENTION - EXLCUSIVE OF COMPOSITE RESIN (PER PIN),170.0,2598
6124026,DENTAL,AMALGAM RESTORATION,COMPOSITE RESIN (INVOLVING INCISAL EDGE),675.0,2599
6124027,DENTAL,AMALGAM RESTORATION,PULP CAPPING (EXCLUDING FINAL RESTORATIONS),170.0,2600
6124028,DENTAL,AMALGAM RESTORATION,RECEMENTATION OF INLAYS (PER INLAY),170.0,2601
6124029,DENTAL,AMALGAM RESTORATION,RECEMENTATION OF BRIDGE,250.0,2602
6125001,DENTAL,ENDODONTICS,EMERGENCY DRAINING THROUGH TOOTH/DEVITALIZING,135.0,2603
6125002,DENTAL,ENDODONTICS,ROOT THERAPY FOLLOW-UP,85.0,2604
6125003,DENTAL,ENDODONTICS,ROOT CANAL - ANTERIOR TOOTH (INCISOR/CANINE),500.0,2605
6125004,DENTAL,ENDODONTICS,ROOT CANAL - BICUSPID TOOTH (PREMOLAR),675.0,2606
6125005,DENTAL,ENDODONTICS,ROOT CANAL - POSTERIOR TOOTH (MOLAR),850.0,2607
6125006,DENTAL,ENDODONTICS,ROOT THERAPY SARGENT/ONE SITTING PROCEDURE,375.0,2608
6125007,DENTAL,ENDODONTICS,PULPOTOMY (EXCLUDING FINAL RESTORATIONS),250.0,2609
6125008,DENTAL,ENDODONTICS,OTHER UNDEFINED ENDO PROCEDURES (PER 15 MINUTES),85.0,2610
6125009,DENTAL,ENDODONTICS,BLEACHING ENDO TREATED TOOTH,225.0,2611
6125010,DENTAL,ENDODONTICS,ROOT CANAL - ONE (W/O L.A. & X-RAY),225.0,2612
6125011,DENTAL,ENDODONTICS,APEXIFICATION,500.0,2613
6126001,DENTAL,PREVENTIVE PERIDONTICS,BLEACHING TEETH,1500.0,2614
6126002,DENTAL,PREVENTIVE PERIDONTICS,CHEMICAL BLEACHING TEETH,500.0,2615
6126003,DENTAL,PREVENTIVE PERIDONTICS,FLAP OPERATION,650.0,2616
6126004,DENTAL,PREVENTIVE PERIDONTICS,FOLLOW-UP (PERIOD),50.0,2617
6126005,DENTAL,PREVENTIVE PERIDONTICS,GINGIVAL CURRETTAGE - PER QUADRANT,170.0,2618
6126006,DENTAL,PREVENTIVE PERIDONTICS,GINGIVITIS TREATMENT (MAXIMUM 2 VISITS),340.0,2619
6126007,DENTAL,PREVENTIVE PERIDONTICS,OTHER PREVENTIVE PROCEDURES: PER 15 MINUTES,85.0,2620
6126008,DENTAL,PREVENTIVE PERIDONTICS,PEDICAL SOFT TISSUE GRAFTS,3400.0,2621
6126009,DENTAL,PREVENTIVE PERIDONTICS,PERIODONTAL BONE GRAFTING IMPLANT/BONY DETECT,675.0,2622
6126010,DENTAL,PREVENTIVE PERIDONTICS,PIT & FISSURE SEALANT - PER TOOTH,250.0,2623
6126011,DENTAL,PREVENTIVE PERIDONTICS,POLISHING OF TEETH (PROPHYLAXIS),170.0,2624
6126012,DENTAL,PREVENTIVE PERIDONTICS,SPLINTING PERIODONTALLY LUXATED TEETH,450.0,2625
6126013,DENTAL,PREVENTIVE PERIDONTICS,TOPICAL APPLICATION OF FLOURIDE -2 VIS (EX PROPHYLAXIS),250.0,2626
6127001,DENTAL,ORTHODONTICS,"ACTIVATOR, ORAL SCREEN APPLIANCE",1300.0,2627
6127002,DENTAL,ORTHODONTICS,CEPHALOMETRIC X-RAY,455.0,2628
6127003,DENTAL,ORTHODONTICS,"EXPANSION OF LOWER MANDIBLE, CROZAT APPLIANCE",4000.0,2629
6127004,DENTAL,ORTHODONTICS,EXPANSION OF MAXIALLA BY FIXED APPLIANCE,6500.0,2630
6127005,DENTAL,ORTHODONTICS,EXPANSION OF MAXILLA WITH REMOVABLE APPLIANCE,5200.0,2631
6127006,DENTAL,ORTHODONTICS,FIXED APPLIANCE FOLLOW UP,950.0,2632
6127007,DENTAL,ORTHODONTICS,FIXED APPLIANCE FOR EACH JAW,1885.0,2633
6127008,DENTAL,ORTHODONTICS,FIXED LINGUAL RETAINER,975.0,2634
6127009,DENTAL,ORTHODONTICS,"FIXED RESTRAINT TONGE, HABIT",1300.0,2635
6127010,DENTAL,ORTHODONTICS,LOKAR DISTILIZING APPLIANCE,4550.0,2636
6127011,DENTAL,ORTHODONTICS,ORTHODONTIC STUDY MODELS,485.0,2637
6127012,DENTAL,ORTHODONTICS,"ORTHODONTIC TREATMENT BY CLEAR ALIGNERS ""A""",13000.0,2638
6127013,DENTAL,ORTHODONTICS,"ORTHODONTIC TREATMENT BY CLEAR ALIGNERS ""B""",15000.0,2639
6127014,DENTAL,ORTHODONTICS,"ORTHODONTIC TREATMENT BY CLEAR ALIGNERS ""C""",18000.0,2640
