Unified Code,Unified Description,Type,SBS V2,LOS,2025 Price,2026 Price,2027 Price,Discount 3 years contract
FMORT-0358,BOBATH COURSE PER SESSION,Service,95550-03-00,-,277.54,298.3555,316.25683,0.15
FMORT-0015,Bone Bank Graft,Service,48239-00-00,-,1209.0,1299.675,1377.6555,0.15
MTONC-0003,Bone Marrow Biopsy Under G.A,Service,30087-00-00,-,500.0,537.5,569.75,0.15
FMLAB-6841,BONE MARROW TREPHINE NEEDLE,Service,30081-00-00,-,110.0,118.25,125.345,0.15
FMORW-0027,Boston Scoliosis Brace,Service,96092-00-00,-,16791.74,18051.1205,19134.18773,0.15
FMPN-0081,Botox Injection For Migraine,Service,90660-00-00,-,800.0,860.0,911.6,0.15
FMENDE0029,Bougie dilatation of GI stricture,Service,30473-03-00,-,1323.0,1422.225,1507.5585,0.15
FMORW-0092,Brace Large,Service,96092-00-00,-,1691.73,1818.60975,1927.726335,0.15
FMORW-0091,Brace Medium,Service,96092-00-00,-,1338.88,1439.296,1525.65376,0.15
FMORW-0090,Brace Small,Service,96092-00-00,-,1161.75,1248.88125,1323.814125,0.15
FMNEU-3618,Brachial Plexus Exploration And Repair,Service,39300-00-00,-,11567.0,12434.525,13180.5965,0.15
FMNUM-0004,BRAIN MAPPER,Service,90007-02-00,-,1783.77,1917.55275,2032.605915,0.15
FMENTE0009,BRAIN STEM EVOKED RESPONSE AUDIOMETRY,Service,11300-00-00,-,1253.8,1347.835,1428.7051,0.15
MTNUR-0020,BREAST PUMP,Service,92203-00-00,-,40.45,43.48375,46.092775,0.15
FMINT-0101,BRONCHIAL LAVAGE FOR BACTERIOLOGY,Service,41898-02-01,-,1347.24,1448.283,1535.17998,0.15
FMENDA0002,Bronchoalveolar Lavage,Service,41898-02-01,-,189.67,203.89525,216.128965,0.15
FMENDA0001,Bronchoscopy,Service,41889-05-01,-,4845.06,5208.4395,5520.94587,0.15
FMPSYA0054,BULIMIA NERVOSA SCALE (B.N.S.),Service,96237-00-00,-,172.94,185.9105,197.06513,0.15
FMPDT-0113,Burn Debridement (small),Service,90665-00-10,-,187.43,201.48725,213.576485,0.15
FMPSDH0008,"BURN DRESSING , 5%",Service,30010-00-10,-,200.83,215.89225,228.845785,0.15
FMPSDH0004,BURN DRESSING > 30 %,Service,30014-00-00,-,1969.26,2116.9545,2243.97177,0.15
FMPSDH0006,BURN DRESSING 10 - 20%,Service,30014-00-00,-,854.93,919.0497499999999,974.192735,0.15
FMPSDH0005,BURN DRESSING 20 - 30%,Service,30014-00-00,-,1362.59,1464.78425,1552.671305,0.15
FMPSDH0007,BURN DRESSING 5 - 10%,Service,30010-00-20,-,308.22,331.3365,351.21669,0.15
FMERDA0008,Burn Dressing 5 % - Bsa,Service,30010-00-10,-,119.0,127.925,135.6005,0.15
FMENT-9000,C.P Program - 1 Session (P.D),Service,83620-00-30,-,116.0,124.7,132.182,0.15
FMORT-9000,C.P. Program - 2 Session (P.D),Service,95550-11-00,-,209.0,224.675,238.1555,0.15
FMPSY-9001,C.P. PROGRAM - 7 SESSION (P.D),Service,96129-00-00,-,1131.07,1215.90025,1288.854265,0.15
FMANA-0235,C.P.R. 1ST FOR THE DAY,Service,92052-00-00,-,1214.0,1305.05,1383.353,0.15
FMANA-0234,C.P.R. 2ND FOR THE DAY,Service,92052-00-00,-,734.0,789.05,836.393,0.15
FMOBG-0078,CAESAREAN SEC.W/TUBAL LIGATION,Service,16520-04-00,-,3305.0,3552.875,3766.0475,0.15
FMENTE0020,CALORIC TEST FOR VERTIGO,Service,11333-00-00,-,754.51,811.09825,859.7641450000001,0.15
FMENTE0035,CANALITH REPOSITIONING MANEUVER FOR BENIGN PAROXYSMAL POSTION,Service,96064-00-11,-,647.12,695.654,737.39324,0.15
FMONC-0011,CANCER THYROID(THERAP.DOSE),Service,16009-00-00,-,3730.72,4010.523999999999,4251.15544,0.15
FMLAB-7006,CARDIAC ENZYMES PANEL,Service,92204-00-00,-,661.5,711.1125,753.7792499999999,0.15
FMERDA0026,Cardiac Monitoring (Per 30 Min),Service,92056-00-00,-,85.07,91.45024999999998,96.93726499999998,0.15
FMCAR-9910,Cardiac Monitoring / Day,Service,92056-00-00,-,170.0,182.75,193.715,0.15
FMCARS0001,CardioVersion(DC Shock),Service,13400-00-00,-,1538.31,1653.68325,1752.904245,0.15
FMSUR-3036,CAROTID THROMBOEND ARTREC TOMY,Service,90223-01-00,-,10695.67,11497.84525,12187.715965,0.15
FMORT-0403,CARPAL TUNNEL DECOMPRESSION1,Service,48400-02-01,-,2676.36,2877.087,3049.71222,0.15
FMPN-0064,Carpal tunnel injection,Service,18360-01-01,-,990.0,1064.25,1128.105,0.15
FMPSYC0013,CARS,Service,96238-00-00,-,196.25,210.96875,223.626875,0.15
FMORW-0071,Cash Brace - Large Orthosis,Service,96092-00-00,-,5606.54,6027.0305,6388.65233,0.15
FMORW-0072,Cash Brace - Medium Orthosis,Service,96092-00-00,-,3730.72,4010.523999999999,4251.15544,0.15
FMORW-0073,Cash Brace - Small Orthosis,Service,96092-00-00,-,2799.09,3009.02175,3189.563055,0.15
FMERDA0125,CAST REMOVAL,Service,96094-00-00,-,101.81,109.44575,116.012495,0.15
FMNUR-0060,Catheterization (Condom),Service,36800-00-00,-,75.0,80.625,85.4625,0.15
FMENTO0012,CAUTERIZATION OF MOUTH ULCER - CRYOCAUTERY,Service,52034-00-00,-,1185.46,1274.3695,1350.83167,0.15
FMSUP-00019,CCU - Medical Supervision,Service,83600-02-30,-,121.28,130.376,138.19856,0.15
OBG-0042,Ceasarian Section with Abdominal Hysterectomy,Service,35653-01-00,-,5506.0,5918.95,6274.087,0.15
FMSUR-0139,CECOSTOMY,Service,30515-00-00,-,2896.0,3113.2,3299.992,0.15
FMSUR-0158,CELESTINE TUBE IMPLANTATION,Service,30490-00-00,-,3567.55,3835.11625,4065.223225,0.15
FMPN-0035,Celiac Plexus Block,Service,18288-00-00,-,1200.0,1290.0,1367.4,0.15
FMPDT-0190,Central Line Insertion (Above 3Yrs),Service,13815-01-00,-,1047.375,1125.928125,1193.4838125,0.15
FMPDT-0123,Central Line Insertion (Up To 3Yrs),Service,13815-01-00,-,255.22,274.3615,290.82319,0.15
FMPDT-0192,Central Line Removal,Service,34530-04-00,-,85.0,91.375,96.8575,0.15
FMNEP-0021,Central Vein Catheter For Iv,Service,13815-01-00,-,1047.375,1125.928125,1193.4838125,0.15
FMPDT-0122,Central venous pressure over 2 yrs max-24hrs,Service,11600-02-00,-,338.9,364.3174999999999,386.17655,0.15
FMPDT-0121,Central venous pressure up to 2 yrs max-24hrs,Service,11600-02-00,-,255.22,274.3615,290.82319,0.15
FMNEU-3674,CEREBRAL ANGIOGRAPHY,Service,59970-02-00,-,8404.24,9034.557999999999,9576.63148,0.15
FMNUM-0044,CEREBRAL ENDOVASCULAR Coiling Procedure ,Service,90007-00-00,-,16804.29,18064.61175,19148.488455,0.15
FMPSYB0015,CEREBRAL STIMULATION SESSION,Service,96155-00-00,-,563.44,605.698,642.03988,0.15
MTOBG-0007,CERVICAL BIOPSY,Service,35608-02-00,-,882.0,948.15,1005.039,0.15
FMOBG-1062,Cervical Cauterization Obd,Service,35608-00-00,-,661.5,711.1125,753.7792499999999,0.15
FMHC-0059,Cervical Collar,Service,83620-00-00,-,190.0,204.25,216.505,0.15
FMSUR-0199,CERVICAL DISC W/PLATE FUSION,Service,40332-00-00,-,7121.15,7655.236249999999,8114.550424999999,0.15
FMNUR-0126,Cervical Epidural Injection,Service,90018-00-00,-,324.96,349.3319999999999,370.2919199999999,0.15
FMORT-0594,Cervical Rhizotomy Level I,Service,40330-00-00,-,1783.77,1917.55275,2032.605915,0.15
FMORT-0595,Cervical Rhizotomy Level II,Service,40330-00-00,-,2676.36,2877.087,3049.71222,0.15
FMORT-0568,Cervical Traction,Service,47684-00-00,-,101.81,109.44575,116.012495,0.15
FMPDT-0081,CHANGE OF I.V.FLUID (BLOOD OR BLOOD PRODUCT) NEXT BOTTLE,Service,13706-01-00,-,110.0,118.25,125.345,0.15
FMENTN2054,Change Of Nasal Splint,Service,90595-00-00,-,65.0,69.875,74.06750000000001,0.15
FMENTK0002,CHANGE OF TRACHEOSTOMY TUBE,Service,92046-00-00,-,892.58,959.5235,1017.09491,0.15
FMORT-0443,CHANGED OF P.O.P. ( IN O.R.),Service,96092-00-00,-,277.54,298.3555,316.25683,0.15
FMDER-0008,Chemical Cautery,Service,41677-00-00,-,75.0,80.625,85.4625,0.15
FMCTSS0005,CHEMICAL PLEUROCTESIS,Service,38424-02-01,-,3230.04,3472.293,3680.63058,0.15
FMONC-0002,Chemotheraphy 1 Day Treatment In Clinic Or Ward ( Without medication ),Service,96199-00-00,-,670.3199999999999,720.5939999999999,763.8296399999999,0.15
FMONC-0003,CHEMOTHERAPHY 2 DAYS TREATMENT ( Without medication ),Service,96199-00-00,-,509.05,547.22875,580.0624750000001,0.15
FMONC-0004,CHEMOTHERAPHY 3 DAYS TREATMENTIN E.R. OR IN WARD ( Without medication ),Service,96199-00-00,-,854.93,919.0497499999999,974.192735,0.15
fmph-00014,Chemotherapy - Preparation,Service,40336-00-00,-,315.0,338.625,358.9425,0.15
FMERDA0079,CHEMOTHERAPY (1) DAY TREAT.ER,Service,96199-00-00,-,338.9,364.3174999999999,386.17655,0.15
FMORW-0028,Cheneau Scoliosis Brace,Service,96092-00-00,-,26109.48,28067.691,29751.75246,0.15
FMCTSS0001,CHEST TUBE INSERTION,Service,38806-00-00,-,937.13,1007.41475,1067.859635,0.15
FMPSYC0015,CHILD ANXIETY,Service,96032-00-00,-,255.22,274.3615,290.82319,0.15
FMORT49850,CHILD OSTEOTOMY DCP,Service,96092-00-00,-,960.0,1032.0,1093.92,0.15
FMPSYC0008,Child Self Conception,Service,96180-00-00,-,255.22,274.3615,290.82319,0.15
FMPSYB0044,Childhood Autism Rating Scale (Cars),Service,96180-00-20,-,220.5,237.0375,251.25975,0.15
FMPSYA0050,Children Anxiety Scale,Service,96037-00-00,-,255.22,274.3615,290.82319,0.15
FMPSYA0039,CHILDREN ATTENTION & ADJUSTMEN,Service,96184-00-10,-,344.48,370.316,392.5349600000001,0.15
FMPSYA0049,CHILDREN DEPRESSION SCALE,Service,96236-00-00,-,320.77,344.82775,365.517415,0.15
MTSUR-0005,Circumcision (Adult) under LA,Service,30653-00-00,-,1378.13,1481.48975,1570.379135,0.15
FMORT-0399,CLAVICLE STRIP,Service,96092-00-00,-,277.54,298.3555,316.25683,0.15
FMSUR-0265,CLOSURE OF BRONCHO PLEURAL    FISTULA,Service,90176-00-00,-,6235.54,6703.2055,7105.397830000001,0.15
FMORT-0545,CLOSURE OF CAST,Service,90595-00-91,-,101.81,109.44575,116.012495,0.15
FMENTE6034,COCHLEAR FUNCTION MONITORING,Service,96009-00-00,-,344.48,370.316,392.5349600000001,0.15
FMENTE6026,Cochlear Implant Surgery,Service,41617-00-01,-,12726.0,13680.45,14501.277,0.15
FMERDA0071,CODE BLUE ACTIVATION,Service,92052-00-00,-,255.22,274.3615,290.82319,0.15
FMICU-0017,CODEMAN ICP,Service,39015-02-00,-,793.56,853.0769999999999,904.2616199999999,0.15
FMPSYB0029,COGNITIVE THERAPY(4 SESSION),Service,96101-00-00,-,1362.59,1464.78425,1552.671305,0.15
FMPSYB0027,COGNITIVE THERAPY(PER SESSION) DEVELOPMENT.THER.FOR MENT.RET.,Service,96101-00-00,-,430.95,463.27125,491.067525,0.15
FMHC-0054,Cold Compress,Service,22065-00-90,-,54.0,58.05,61.533,0.15
FMPDTO0003,Cold Compress (Plain),Service,22065-00-90,-,85.07,91.45024999999998,96.93726499999998,0.15
FMPDTO0006,Cold Compress W/Tylenol 200Mg.,Service,22065-00-90,-,85.07,91.45024999999998,96.93726499999998,0.15
FMSUR3217,"COLONOSCOPY, DIAGNOSTIC W/O BIOPSY ",Service,32090-00-00,-,1212.75,1303.70625,1381.928625,0.15
FMENDE0004,"Colonoscopy, full colon",Service,32090-00-00,-,1433.25,1540.74375,1633.188375,0.15
FMENDE0005,"Colonoscopy, Mid colon",Service,32090-00-00,-,1984.5,2133.3375,2261.33775,0.15
FMSUR3220,Colonoscopy; W/ Mucosal Resection (Emr),Service,90297-01-00,-,3251.0,3494.825,3704.5145,0.15
FMSUR3221,Colonoscopy; W/ Stricture Dilatation ,Service,32094-00-00,-,3251.0,3494.825,3704.5145,0.15
FMSUR3218,Colonscopy With Biopsy ,Service,32084-01-00,-,3453.0,3711.975,3934.6935,0.15
FMOPT-0041,Color Blind Test,Service,92018-00-00,-,80.0,86.0,91.16000000000001,0.15
FMOBG-0006,COLPOSCOPIC EXAM. & PHOTO,Service,35614-00-00,-,255.22,274.3615,290.82319,0.15
END-0004,Colposcopy With Biopsy,Service,35614-00-00,-,418.95,450.37125,477.393525,0.15
FMPDT-0019,COMPLETE NEURO PROFILE AND     TESTING INFANT DEVELOPMENT,Service,96008-00-00,-,601.1,646.1825,684.9534500000001,0.15
FMNUM-0019,COMPLETE STUDY,Service,99999-99-99,-,815.88,877.0709999999999,929.69526,0.15
MTURO-0019,Complete Urodynamic Eval. For Neuropathic Bladder,Service,11900-00-00,-,2422.53,2604.21975,2760.472935,0.15
FMERDA0126,Complex Wound Sub-Speciality Suturing,Service,90676-00-00,-,554.0,595.55,631.283,0.15
FMENTE0029,Comptuer Assisted Vestibular Rehabiliation Exercise,Service,96130-00-00,-,200.83,215.89225,228.845785,0.15
FMPDS-0025,Congenital Hydrocele Ligation,Service,90406-00-00,-,5491.5,5903.3625,6257.56425,0.15
FMPN-0065,Conscious Sedation,Service,92515-10-00,-,116.0,124.7,132.182,0.15
FMPDT-0145,CONT. CNTRL.PLSE. ECG 5-12 HRS,Service,11708-00-00,-,430.95,463.27125,491.067525,0.15
FMPDT-0144,CONT. CONTRL. PLSE. ECG 1-4 HR,Service,11712-00-00,-,170.15,182.91125,193.885925,0.15
FMPDT-0079,CONT. CONTROL PULSE ECG RESP.  TEMP.ETC.BY MONITOR UPTO 24HRS,Service,11708-00-00,-,1192.44,1281.873,1358.78538,0.15
FMPDT-0075,CONT. MAN. CONTROL OF TEMP BY  MONITOR UP TO 12 HRS,Service,92178-00-90,-,601.1,646.1825,684.9534500000001,0.15
FMPDT-0074,CONT. MAN. CONTROL OF TEMP. -  UP TO 24 HRS,Service,96153-00-00,-,338.9,364.3174999999999,386.17655,0.15
FMPDT-0077,CONT. MAN.CONTROL OF PULSE UP  TO 12 HRS,Service,11722-00-00,-,338.9,364.3174999999999,386.17655,0.15
FMPDT-0146,CONT.CNTRL.PLSE. ECG 13-24 HRS,Service,11708-00-00,-,769.85,827.58875,877.2440750000001,0.15
FMPDT-0078,CONT.CONTROL OF PULSE BY       MONITOR UP TO 24 HRS,Service,11722-00-00,-,430.95,463.27125,491.067525,0.15
FMNEP-0010,Contineous Artero-Veine Hemo- Dialysis,Service,13100-00-00,-,3230.04,3472.293,3680.63058,0.15
FMINT-0128,CONTINOUS GLUCOSE MONITORING,Service,73050-15-60,-,551.25,592.59375,628.1493750000001,0.15
FMICU-0089,Continous Haemofiltration 12 To 24 Hours Per Session,Service,13100-02-00,-,6313.0,6786.474999999999,7193.6635,0.15
FMPDT-0073,CONTINUAL MANUAL CONTROL OF    TEMP UP TO 12 HRS,Service,92178-00-90,-,85.07,91.45024999999998,96.93726499999998,0.15
FMINT-6550,CONTINUOUS INHALATION TREATMENT WITH AEROSOL MEDICATION FOR ACUTE AIRWAY OBSTRUCTION / DAY ,Service,92043-00-00,-,427.0,459.025,486.5665,0.15
FMPSDF0003,CONTRACTED FINGERS(ONE FINGER),Service,46492-00-01,-,1911.0,2054.325,2177.5845,0.15
FMENTN2009,CONTROL OF EPISTAXIS BY CHEMEICAL CAUTERIZATION - UNILATERAL,Service,41677-00-00,-,165.38,177.7835,188.45051,0.15
FMENTN2010,CONTROL OF EPISTAXIS BY CHEMICAL CAUTERIZATION - BILATERAL,Service,41677-00-00,-,220.5,237.0375,251.25975,0.15
FMENTN2012,Control Of Epistaxis By Elect. Cauterization - Bilateral,Service,41674-00-00,-,350.0,376.25,398.825,0.15
EXENT-0024,CONTROL OF EPISTAXSIS BY ANT. & POST PACK (G.A),Service,41677-00-00,-,461.63,496.2522499999999,526.027385,0.15
MTENT-0061,CONTROL OF EPISTAXSIS BY ANT. PACKING (L.A.),Service,41677-00-00,-,1023.68,1100.456,1166.48336,0.15
MTENT-0065,CONTROL OF EPISTAXSIS ELECTRO-CAUTERY UNILATERAL (L.A.),Service,41677-00-00,-,846.56,910.0519999999999,964.6551199999999,0.15
FMENTP2012,Control of Haemorrhage after tonsillectomy.,Service,30058-01-00,-,584.0,627.8,665.468,0.15
FMSUR-0019,CONTROL OF POST-OF HAEMORHAGE ANUS(STOP BLEEDING),Service,90345-00-00,-,826.88,888.896,942.22976,0.15
FMOPTH0032,CORNEAL DENDERITICULCER SCRAPING,Service,90064-00-01,-,330.75,355.55625,376.889625,0.15
FMOPTA0018,Corneal Topography (Pentacam) - One Eye,Service,90067-00-31,-,385.88,414.821,439.71026,0.15
FMOPTA0056,Corneal Topography (Pentacam) - Two Eyes,Service,90067-00-31,-,431.0,463.325,491.1245,0.15
FMCAT-0046,CORONARY ASSESSMENT BY PRESSURE WIRE,Service,38241-00-00,-,1010.0,1085.75,1150.895,0.15
FMCARS0018,CORONARY STENTING,Service,38306-00-00,-,1267.88,1362.971,1444.74926,0.15
FMNEU-3411,Corpus Callosotomy For Epilepsy Surgery,Service,40700-00-00,-,4718.0,5071.849999999999,5376.161,0.15
FMORT-0489,Correction Of Bone Deformities After Pathological Fracture.,Service,90604-00-00,-,3010.0,3235.75,3429.895,0.15
FNORT-0661,Correction Of Fracture -Spine,Service,47696-00-00,-,3994.0,4293.55,4551.163,0.15
FMORW-0088,Correction Of Heal 1 Cm,Service,95550-08-00,-,93.44,100.448,106.47488,0.15
FMORT-0636,Correction Of Scolliosis,Service,90011-02-00,-,9026.0,9702.949999999999,10285.127,0.15
FMORW-0089,Correction Of Shoe,Service,96092-00-00,-,93.44,100.448,106.47488,0.15
FMORW-0077,Correction Of Shoe - Large,Service,96092-00-00,-,377.95,406.29625,430.674025,0.15
FMORW-0078,Correction Of Shoe - Midium,Service,96092-00-31,-,285.91,307.35325,325.794445,0.15
FMORW-0079,Correction Of Shoe - Small,Service,96092-00-00,-,193.86,208.3995,220.90347,0.15
FMSUR-0111,CORRECTN OF CONGENITAL WEBBED FINGERS,Service,99999-99-99,-,2676.36,2877.087,3049.71222,0.15
FMPSYA0022,CORTICAL FUNCTION ASSESSMENT,Service,61386-01-00,-,170.15,182.91125,193.885925,0.15
FMNEU-3412,Cortical Resection For Epilespy,Service,40703-00-00,-,6290.0,6761.75,7167.455,0.15
FMENT-3550,CORTICOSTEROID INJ.-TURBINATE,Service,96205-03-00,-,116.0,124.7,132.182,0.15
FMICU-0091,Cpr,Service,92052-00-00,-,800.0,860.0,911.6,0.15
FMNEU-3667,Craniectomy - Posterior Fossa Decompression,Service,40106-01-00,-,3470.0,3730.25,3954.065,0.15
FMENTE6027,CREAT. MAP - COCHLEAR IMPLANT,Service,96092-00-00,-,769.85,827.58875,877.2440750000001,0.15
FMSUR-3147,Creation Of A.V. Fistula,Service,34512-00-00,-,6723.67,7227.94525,7661.621965,0.15
FMNEP-0045,Crrt(Cvvhd) (12 Hours),Service,13100-04-00,-,9922.5,10666.6875,11306.68875,0.15
FMOBG-0003,CRYOCAUTERY,Service,35608-00-00,-,496.13,533.33975,565.340135,0.15
FMPDS-0017,CRYO-CAUTERY OF HAEMANGIOMA ,Service,45027-00-00,-,1362.59,1464.78425,1552.671305,0.15
FMORT-0709,Cryotherapy,Service,22065-00-90,-,231.51,248.87325,263.805645,0.15
FMONC-0201,CT STIMULATION,Service,15500-00-00,-,461.63,496.2522499999999,526.027385,0.15
FMOPT-4142,Cyclocryopexy,Service,42770-00-01,-,1323.0,1422.225,1507.5585,0.15
FMORW-0082,Cylinder (With Cover) Orthosis,Service,96092-00-31,-,1423.95,1530.74625,1622.591025,0.15
FMORT-0369,CYLINDER CAST,Service,96092-00-00,-,539.73,580.20975,615.022335,0.15
FMOBG-0099,CYSTOCELE REPIR,Service,35570-00-00,-,1652.0,1775.9,1882.454,0.15
FMURO-0007,Cystofix Suprapubic Catheter Puncture,Service,37011-00-00,-,1168.73,1256.38475,1331.767835,0.15
FMURO-0004,CYSTOSCOPY & CAUTERY - BLADDER,Service,36840-02-00,-,1738.0,1868.35,1980.451,0.15
PKURO-0002,Cystoscopy +Bulking Agent Injection For Incontinence,Service,37339-01-00,-,1718.0,1846.85,1957.661,0.15
FMCAR-1000,Day Care Supervision,Service,83700-00-00,-,308.22,331.3365,351.21669,0.15
FMPDT03,Day case /4HR,Service,83610-00-50,-,234.0,251.55,266.643,0.15
FMPSYB0011,DAY HOSPITAL PSYCHIATRIC SESS.,Service,96177-00-00,-,662.46,712.1445,754.8731700000001,0.15
FMSUR-1028,DEBRDMT & SUTURE OF SKIN-DEEP,Service,90665-00-10,-,826.88,888.896,942.22976,0.15
FMENTE3005,DEBRIDEMENT & INSERTION OF OTOWICK,Service,90665-00-10,-,66.15,71.11125,75.377925,0.15
PKORT-0014,DEBRIDEMENT LARGE,Service,90665-00-30,-,2094.75,2251.85625,2386.967625,0.15
FMPSD-1055,DEBRIDEMENT OF DEVITALISED TISSUES (SMALL),Service,90665-00-10,-,733.0,787.975,835.2535,0.15
FMSUR-3037,Debridement Of Diabetic Foot  Infection,Service,90665-00-20,-,3795.0,4079.625,4324.4025,0.15
MTENT-0029,DEBRIDEMENT OF EAR INFECTION BILATERAAL (L.A.),Service,90665-00-10,-,771.75,829.6312499999999,879.4091249999999,0.15
MTENT-0027,DEBRIDEMENT OF EAR INFECTION UNILATERAL (L.A.),Service,90665-00-10,-,661.5,711.1125,753.7792499999999,0.15
FMORT-0813,DEBRIDMENT SMALL,Service,90665-00-10,-,3351.6,3602.97,3819.1482,0.15
FMCTS-0010,Decortication,Service,38421-01-00,-,5344.35,5745.17625,6089.886825,0.15
FMNEU-1016,Deep Brain Stimulator Programming,Service,40712-02-00,-,850.0,913.75,968.575,0.15
FMERDA0640,DEEP CUT WOUND SMALL ( 3 - 5 STITCHES),Service,83700-00-00,-,110.0,118.25,125.345,0.15
FMORT-0418,Deep Cut Wound-Large (10-20 Stiches),Service,30029-00-30,-,220.0,236.5,250.69,0.15
FMOHU-0007,DEFEBRILATOR SHOCK,Service,13400-00-00,-,324.96,349.3319999999999,370.2919199999999,0.15
FMENTL0023,DELAYED SPEECH & LANGUAGE DEVELOPMENT,Service,95550-05-00,-,385.88,414.821,439.71026,0.15
FMORT49849,DELAYED SUTURE OF FLEXOR TENDN OF HAND,Service,46435-00-01,-,3010.0,3235.75,3429.895,0.15
FMRMB-9915,Delivery Room,Service,83630-00-10,-,330.0,354.75,376.035,0.15
FMDER-0031,Dermo Test,Service,12000-00-00,-,178.52,191.909,203.42354,0.15
FMORT-0372,DESAULETTE BANDAGE,Service,96092-00-00,-,362.61,389.80575,413.194095,0.15
FMORT-0373,DESAULETTE CAST,Service,96092-00-00,-,1253.8,1347.835,1428.7051,0.15
MTPSD-0019,DESSIN OF BURNS (UNDER G.A. UPTO 5%),Service,30010-00-10,-,808.9,869.5675,921.7415500000001,0.15
FMINT-0065,DIABETIC FOOT CARE,Service,95550-04-00,-,85.07,91.45024999999998,96.93726499999998,0.15
FMCTSS0011,DIAG. RIGID OESOPHAGOSCOPY,Service,41816-00-00,-,3230.04,3472.293,3680.63058,0.15
FMCTS-0027,DIAGNOSTIC ASPIRATION,Service,38800-00-00,-,485.34,521.7405,553.04493,0.15
FMDER-0063,Diathermy Curretage,Service,30195-00-00,-,116.0,124.7,132.182,0.15
FMSUR-3332,Diganostic Hysteroscopy,Service,35630-00-00,-,4950.0,5321.25,5640.525000000001,0.15
FMENDE0048,DIGITAL ANAL DILATATION,Service,32153-00-00,-,255.22,274.3615,290.82319,0.15
FMNUM-0056,Digital Eeg (Portable),Service,11003-00-00,-,1102.5,1185.1875,1256.29875,0.15
FMNUM-0015,DIGITAL EEG W/BRAIN MAPPING,Service,11000-00-00,-,1783.77,1917.55275,2032.605915,0.15
FMNUR-0023,DINAMAP,Service,11600-03-00,-,40.45,43.48375,46.092775,0.15
PKENT-0011,Direct Laryngobronchoscopy,Service,41889-05-01,-,616.0,662.1999999999999,701.932,0.15
FMSUR-9222,DIRECT LARYNGOSCOPY W/ REMOVAL OF FORIEGN BODY,Service,41849-00-00,-,2316.0,2489.7,2639.082,0.15
FMORT-3008,Distal Clavicle Excision (Excluding Implants),Service,90595-00-00,-,1571.0,1688.825,1790.1545,0.15
FMSUR-3087,Division of Tongue tie under L.A.,Service,30278-02-00,-,2094.75,2251.85625,2386.967625,0.15
FMENTE9914,Dix-Hallpike Test For Bppv,Service,96064-00-20,-,132.0,141.9,150.414,0.15
FMPTD-1001,DOCTOR'S DAYCARE SUPERVISION,Service,83600-00-10,-,101.81,109.44575,116.012495,0.15
MTURO-0027,DORSAL VEIN LIGATION,Service,34106-19-00,-,1874.25,2014.81875,2135.707875,0.15
FMORT-0570,Dorso-lumbar Spica,Service,96092-00-00,-,1253.8,1347.835,1428.7051,0.15
FMNEP-0040,Double Lumen Insertion,Service,13815-01-00,-,1653.75,1777.78125,1884.448125,0.15
FMPDS-0006,DRAINAGE OF ABSCESS UNDER ANEA,Service,30223-01-00,-,771.75,829.6312499999999,879.4091249999999,0.15
FMENTE2006,Drainage Of Auricular Abscess And Debridement,Service,90111-00-01,-,1047.38,1125.9335,1193.48951,0.15
MTSUR-0071,DRAINAGE OF PARI-ANAL HEMATOMA(L.A.),Service,32174-01-00,-,606.38,651.8584999999999,690.97001,0.15
FMSUR-0021,DRAINAGE SM.ABCESS-LOCAL ANAES,Service,30223-01-00,-,220.5,237.0375,251.25975,0.15
FMERDA0127,DRESSING CHANGE - LARGE (> 25 CM),Service,30055-00-30,-,139.47,149.93025,158.926065,0.15
FMERDA0128,DRESSING CHANGE - MEDIUM (10 - 25 CM),Service,30055-00-20,-,85.07,91.45024999999998,96.93726499999998,0.15
FMERDA0129,DRESSING CHANGE - SMALL (< 10 CM),Service,30055-00-10,-,47.42,50.9765,54.03509,0.15
MTPSD-0035,DRESSING OF BURNS,Service,30010-00-10,-,993.35,1067.85125,1131.922325,0.15
MTPSD-0021,DRESSING OF BURNS (G.A. 10 %),Service,30014-00-00,-,1616.41,1737.64075,1841.899195,0.15
FMPDS-0077,DRESSING OF OMPHALOCELE,Service,43873-00-00,-,808.9,869.5675,921.7415500000001,0.15
MTNUR-0008,DRESSING WITH BANDAGE,Service,30055-00-00,-,132.49,142.42675,150.972355,0.15
FMERDA0106,DRESSING WITH BANDAGE EMERGENCY,Service,96092-00-00,-,88.2,94.815,100.5039,0.15
FMORW-0121,Drop Boot Splint Orthoplast,Service,96092-00-00,-,1338.88,1439.296,1525.65376,0.15
FMORW-0125,Drop Foot Splint Polymopylene,Service,96092-00-00,-,541.13,581.71475,616.6176350000001,0.15
FMPSYB0005,DRUG-ASSISTED INTERVIEW(ABRE- ACTION),Service,96177-00-00,-,940.0,1010.5,1071.13,0.15
FMSUR-3361,"Dural Arteriovenous Fistula Closure Including The Basic Microcatheter, Microguide Wire And The First Coil",Service,34115-00-00,-,832.0,894.4,948.0640000000001,0.15
FMNEU-0024,DURAL REPAIR/GRAFT OT00387200,Service,39615-00-00,-,4622.0,4968.65,5266.769,0.15
FMORT-0564,DYNACAST SHOULDER SPICA UNILATERAL,Service,47540-01-01,-,900.95,968.52125,1026.632525,0.15
FMURO-0135,Dynamic Cavernosography,Service,37415-00-00,-,1393.0,1497.475,1587.3235,0.15
