HCP Name,S. Type,Code,Provider Service Description,Prie,Discount,LOS
SGH Madina,PD,5014029,VASOVASOSTOMY / VASOVASOCTOMY,20958,0.15,2
SGH Madina,PD,5021001,E S W L FIRST SESSION,9435,0.15,1
SGH Madina,PD,5021002,E S W L SECOND SESSION,2295,0.15,1
SGH Madina,PD,5021003,E S W L THIRD SESSION,2295,0.15,1
SGH Madina,PD,5021004,E S W L BOTH SIDES FIRST SESSION,12672,0.15,1
SGH Madina,PD,5021005,E S W L BOTH SIDES SECOND SESSION,3348,0.15,1
SGH Madina,PD,5021006,LASER DISINTEGRATION,11000,0.15,1
SGH Madina,PD,6011001,AMPUTATION OF FINGER OR TOE,5228,0.15,1
SGH Madina,PD,6011002,"APPLICATION OF SPLINTS, SLABS, POP WITHOUT REDUCTION",3069,0.15,1
SGH Madina,PD,6011003,ARTHRODESIS OF THE BIG TOE,3713,0.15,1
SGH Madina,PD,6011004,C.R. OF FRACTURES OR DISLOCATIONS WITHOUT ANAESTHESIA WITH APPLICATION OF  POP,3069,0.15,1
SGH Madina,PD,6011005,CAUDAL EPIDURAL INJECTION,2040,0.15,0
SGH Madina,PD,6011006,CLOSED FRACTURE SMALL BONES OF HAND OR FOOT,3069,0.15,1
SGH Madina,PD,6011007,CLOSED REDUCTION OF DISLOCATED PHALANGES,3069,0.15,1
SGH Madina,PD,6011008,CLOSED REDUCTION OF DISLOCATION AND P.O.P,5018,0.15,1
SGH Madina,PD,6011009,COCCYX MUA AND INJECTION,4500,0.15,1
SGH Madina,PD,6011010,CORRECTION OF HALLUX VALGUS,5018,0.15,1
SGH Madina,PD,6011011,EXCISION OF GANGLION,3713,0.15,D/C
SGH Madina,PD,6011012,EXCISION OF OLECRANON BURSA,3488,0.15,1
SGH Madina,PD,6011013,"FRACTURE OF ""COLE'S""",3488,0.15,1
SGH Madina,PD,6011014,PERCUTANEOUS NEUROTOMY OF FACET JOINT,5400,0.15,1
SGH Madina,PD,6011015,POP FOR CORRECTION OF FOOT DEFORMITY,2875,0.15,D/C
SGH Madina,PD,6011016,POP TO SIMPLE FRACTURE WITHOUT DISPLACEMENT,1837,0.15,0
SGH Madina,PD,6011017,RECONSTRUCTION OF AMPUTATED FINGER W/O GRAFTING,5018,0.15,1
SGH Madina,PD,6011018,REMOVAL K-WIRES WITHOUT INCISION UNDER G.A.,3255,0.15,1
SGH Madina,PD,6011019,REPAIR OF AMPUTATED FINGER WITH GRAFTING,3069,0.15,1
SGH Madina,PD,6011020,SACRO ILIAC JOINT INJECTION,3255,0.15,1
SGH Madina,PD,6011021,SMALL JOINT INJECTION,1880,0.15,0
SGH Madina,PD,6012001,ACHILLES TENDON LENGTHENING,7899,0.15,1
SGH Madina,PD,6012002,ACHILLES TENDON RELEASE (PONSETI) ,5625,0.15,1
SGH Madina,PD,6012003,APPLICATION OF HIP SPICA MUGA WITH UII,7899,0.15,1
SGH Madina,PD,6012004,BOTOX INJECTION ON MUSCLES (HIP – KNEE – FOOT AND ANKLE – UPPER LIMB ),4140,0.15,1
SGH Madina,PD,6012005,BUTTLER PROCEDURE FOR OVERLAPPING 5TH TOE ,4725,0.15,1
SGH Madina,PD,6012006,C.R. OF FRACTURES OR DISLOCATION UGA WITH POP,7899,0.15,1
SGH Madina,PD,6012007,CLOSED REDUCTION OF FRACTURE DISLOCATION,5018,0.15,1
SGH Madina,PD,6012008,CORRECTION OF METATARSUS PRIMUS VARUS ,9557,0.15,1
SGH Madina,PD,6012009,EXTENSOR TENDON REPAIR,6675,0.15,1
SGH Madina,PD,6012010,FLEXORS RELEASE FOR OVERRIDING TOE OR CURLY TOE,4725,0.15,1
SGH Madina,PD,6012011,"REMOVAL PLATE , SCREWS OR NAIL",6911,0.15,D/C
SGH Madina,PD,6012012,REMOVAL OF F.B. SUPERFICIAL,7268,0.15,D/C
SGH Madina,PD,6012013,REMOVAL OF IMPLANTS/BIG BONES,8951,0.15,D/C
SGH Madina,PD,6012014,REMOVAL OF K-WIRE WITH INCISION,5850,0.15,D/C
SGH Madina,PD,6012015,REPAIR OF RUPTURED SUPERFICIAL LIGAMENT OF THE KNEE AND ANGLE,7120,0.15,1
SGH Madina,PD,6012016,SEQUESTRACTOMY OF SMALL BONES,7565,0.15,1
SGH Madina,PD,6012017,"SOFT TISSUE OPERATION (GANGLION, DE QUERANAINE, TRIGGER FINGERS OR TOES; SUPERFICIAL SOFT TISSUE SWELLING",7232,0.15,1
SGH Madina,PD,6012018,TENDON RELEASE OF FINGERS,4050,0.15,1
SGH Madina,PD,6012019,TENDON RELEASE OF WRIST,4050,0.15,1
SGH Madina,PD,6012020,TERMINALISATION,7276,0.15,1
SGH Madina,PD,6012021,TRIGGER FINGER RELEASE,4284,0.15,D/C
SGH Madina,PD,6013001,"“Z” PLASTY, SCAR EXCISION, GRAFT ",13200,0.15,1
SGH Madina,PD,6013002,ACHILLES TENDON LENGTHENING (BILATERAL),11726,0.15,1
SGH Madina,PD,6013003,ACROMIOPLASTY,13200,0.15,1
SGH Madina,PD,6013004,ARTHROTOMY,13703,0.15,1
SGH Madina,PD,6013005,ARTHRODESIS/ SMALL JOINT,12240,0.15,1
SGH Madina,PD,6013006,ARTHROSCOPIC SHOULDER BANKART REPAIR,13200,0.15,1
SGH Madina,PD,6013007,ARTHROSCOPIC SUBACROMIAL DECOMPRESSION SHOULDER,15660,0.15,1
SGH Madina,PD,6013008,BONE GRAFTING,8910,0.15,1
SGH Madina,PD,6013009,CLOSED REDUCTION OF FRACTURES OR DISLOCATION U.G.A. WITH POP WITH EXTERIOR FIXATION,11660,0.15,1
SGH Madina,PD,6013010,CARPEL TUNNEL WITH RELEASE WITH NEUROLYSIS,8910,0.15,D/C
SGH Madina,PD,6013011,CLOSED REDUCTION OF FRACTURES OR DISLOCATION UGA WITH POP WITH PERCUTANEOUS K-WIRING,10560,0.15,1
SGH Madina,PD,6013012,CLOSED/OPEN REDUCTION AND INTERNAL FIXATION WITH PLATE,8188,0.15,1
SGH Madina,PD,6013013,CONGENITAL DISLOCATION OF HIP (CHD) (OPEN REDUCTION OSTEOTOMY WITH INTERNAL FIXATION),12122,0.15,2
SGH Madina,PD,6013014,"CORRECTION BY SOFT TISSUE RELEASE E.G. C.P., TALIPES EQUINUS, POLIO IF AROUND ONE AREA (HIP, KNEE, FOOT)",12122,0.15,2
SGH Madina,PD,6013015,CORRECTION OF CONGENITAL FOOT ANOMALIES OR FOOT DEFORMATIES DUE TO SPINA BIFIDA,12122,0.15,2
SGH Madina,PD,6013016,CORRECTION OF DEFORMITIES AND TENDON DISPLACEMENT FROM RHEMATOID ARTHRITIS,11110,0.15,2
SGH Madina,PD,6013017,DRAINAGE PERIOSTEAL ABSCESS,11110,0.15,2
SGH Madina,PD,6013018,EXCISION OF CERVICAL RIB,11110,0.15,2
SGH Madina,PD,6013019,EXCISION OF DEEP SWELLING RELATED TO NERVES OR VESSELS,13703,0.15,2
SGH Madina,PD,6013020,FINGER JOINTS FUSION ,13920,0.15,2
SGH Madina,PD,6013021,FUSION OF SPINE AFTER FRACTURE OR FRACTURE DISLOCATION,16422,0.15,2
SGH Madina,PD,6013022,LIPOGEMS HARVESTING AND INJECTION INTO JOINTS,13200,0.15,2
SGH Madina,PD,6013023,MICRO-FRAGMENTED FAT INJECTION INTO JOINTS FROM ABDOMEN LIPOSUCTION,13200,0.15,2
SGH Madina,PD,6013024,OPEN REDUCTION AND INTERNAL FIXATION FOR COMMINUTED /MALUNITED FRACTURES OF TEMUR TIBIA AND HUMERUS,12210,0.15,2
SGH Madina,PD,6013025,OPEN REDUCTION AND INTERNAL FIXATION OR PARTIAL/TOTAL EXCISION OF PATTALA,10010,0.15,2
SGH Madina,PD,6013026,"OPEN REDUCTION FOR FRACTURE DISLOCATION OF ANKLE, WRIST AND ELBOW.",12012,0.15,2
SGH Madina,PD,6013027,OPEN SYNOVECTOMY,12012,0.15,2
SGH Madina,PD,6013028,ORIF FOR RECENT AND OLD NEGLECTED FRACTURES SHOULDER DISLOCATION AND HIP JOINTS,12210,0.15,2
SGH Madina,PD,6013029,ORIF METACARPAL BONE,10560,0.15,2
SGH Madina,PD,6013030,"ORIF OF SINGLE BONE EXCEPT FRACTURE NECK, FEMUR, TORCH, FRACTURE AND FRACTURE SPINE (EXCLUDING IMPLANTS)",18260,0.15,2
SGH Madina,PD,6013031,ORIF OF ULNA,10200,0.15,2
SGH Madina,PD,6013032,OSTEOTOMIES OF METACARPAL AND PHALANGES ,13920,0.15,2
SGH Madina,PD,6013033,REMOVAL INTRA-MEDULLARY NAIL OR INTERLOCKING NAIL,8233,0.15,1
SGH Madina,PD,6013034,"REMOVAL SCREWS, PLATES OR SCREWS WITH PLATES",8233,0.15,1
SGH Madina,PD,6013035,REPAIR OF ONE TENDON,6898,0.15,1
SGH Madina,PD,6013036,SKIN GRAFTING OF SMALL AREA (FINGER),6898,0.15,1
SGH Madina,PD,6013037,SURGICAL DIAGNOSTIC ARTHROSCOPY,9053,0.15,1
SGH Madina,PD,6014001,AMPUTATIONS / LOWER LIMBS,19800,0.15,2
SGH Madina,PD,6014002,AMPUTATIONS/ UPPER LIMBS,19800,0.15,2
SGH Madina,PD,6014003,ARTHROCLESIS/SHOULDER,19800,0.15,2
SGH Madina,PD,6014004,"ARTHRODESIS 1 BIG JOINT – HIP, KNEE (SUBTALAR/ANKLE), FOOT / TRIPLE",19800,0.15,2
SGH Madina,PD,6014005,ARTHROSCOPIC ACL RECONSTRUCTION,12870,0.15,1
SGH Madina,PD,6014006,ARTHROSCOPIC MENISECTOMY,11990,0.15,1
SGH Madina,PD,6014007,ARTHROSCOPY DIAGNOSTIC WITH PROCEDURE,11110,0.15,1
SGH Madina,PD,6014008,ARTICULAR CARTILAGE REPAIR FOR MAJOR JOINT (WITHOUT IMPLANT AND BLOOD),15225,0.15,2
SGH Madina,PD,6014009,BASILAR JOINT REPLACEMENT – ARTHROPLASTY ,23800,0.15,3
SGH Madina,PD,6014010,BENIGN BONE TUMOURS / CURRETAGE BONE GRAFTING,11110,0.15,2
SGH Madina,PD,6014011,BONE FIXATION,15225,0.15,2
SGH Madina,PD,6014012,CERVICAL DISC PROLAPSE- GRAFTING WITH FIXATION,21675,0.15,3
SGH Madina,PD,6014013,CERVICAL DISC PROLAPSE- NEUROLYSIS WITH FORAMINOTOMY,21675,0.15,3
SGH Madina,PD,6014014,CONGENITAL DISLOCATION OF HIP (CHD),17160,0.15,2
SGH Madina,PD,6014015,"CORRECTION BY SOFT TISSUE RELEASE E.G. C.P.; TALIPES EQUINUS, POLIO IF AROUND ONE AREA (HIP, KNEE, FOOT) INVOLVING MORE THAN ONE AREA",21675,0.15,2
SGH Madina,PD,6014016,"CORRECTION BY SOFT TISSUE RELEASE E.G. C.P.; TALIPES EQUINUS, POLIO IF AROUND ONE AREA (HIP, KNEE, FOOT) WITH BONY OPERATION",21675,0.15,2
SGH Madina,PD,6014017,"CORRECTION BY SOFT TISSUE RELEASE E.G. C.P.; TALIPES EQUINUS, POLIO IF AROUND ONE AREA (HIP, KNEE, FOOT) WITH TENDON TRANSFERE",21675,0.15,2
SGH Madina,PD,6014018,CORRECTION OF SPINAL DEFORMITY,168300,0.15,10
SGH Madina,PD,6014019,"CORRECTIVE OSTEOTOMY, AROUND HIP, KNEE, SHOULDER AND AROUND LONG BONE",16400,0.15,2
SGH Madina,PD,6014020,CRUCIATE LIGAMENT RECONSTRUCTION WITH LIGAMENT PATELLA BAND,10560,0.15,2
SGH Madina,PD,6014021,DUPUYTREN EXCISION- ‘Z’ PLASTIES ,19360,0.15,2
SGH Madina,PD,6014022,FINGER SILICONE ARTHROPLASTY ,22100,0.15,2
SGH Madina,PD,6014023,FRACTURE ACETABULUM WITH PELVIS,16400,0.15,2
SGH Madina,PD,6014024,FRACTURE OF SPINE,18260,0.15,2
SGH Madina,PD,6014025,FRACTURE VETEBRAE,33750,0.15,2
SGH Madina,PD,6014026,GARAMYCIN BEEDS OR GRAFTING OR CONTINUOUS IRRIGATION,13703,0.15,2
SGH Madina,PD,6014027,HEMI ARTHROPLASTY (WITHOUT IMPLANTS),21165,0.15,3
SGH Madina,PD,6014028,HIGH TIBIAL OSTEOTOMY,15878,0.15,2
SGH Madina,PD,6014029,"INTERLOCKING NAIL OF LONG BONE FOR HUMERUS, TIBIA WITH FEMUR",18260,0.15,2
SGH Madina,PD,6014030,JOINT INSTABILITIES WITH LIGAMENT INJURY,18260,0.15,2
SGH Madina,PD,6014031,LIGAMENTS REPAIR ,13920,0.15,2
SGH Madina,PD,6014032,"LIGAMENTS REPAIR, LATE RECONSTRUCTION, GRAFTING ",22100,0.15,2
SGH Madina,PD,6014033,LOCAL FLAPS ,15660,0.15,2
SGH Madina,PD,6014034,LUMBAR DISC PROLAPSE- DESECTOMY WITH DECOMPRESSION,18260,0.15,2
SGH Madina,PD,6014035,LUMBAR DISC PROLAPSE- GRAFTING WITH FIXATION (EXCLUDING IMPLANTS),21675,0.15,2
SGH Madina,PD,6014036,MALIGNANT TUMOURS - AUGMENTATION BONE CEMENT,21675,0.15,2
SGH Madina,PD,6014037,MALIGNANT TUMOURS - EXCISION WITH BIOPSY,21675,0.15,2
SGH Madina,PD,6014038,MALIGNANT TUMOURS – ORIF (EXCLUDING IMPLANTS),25925,0.15,2
SGH Madina,PD,6014039,MENISECTOMY OR EXCISIN OF CYST OF THE KNEE JOINT,8910,0.15,1
SGH Madina,PD,6014040,OPEN REDUCTION AND INTERNAL FIXATION FOR FRACTURES OF THE RADIUS WITH SCREWS PLATES,7810,0.15,1
SGH Madina,PD,6014041,ORIF OF  FRACTURE NECK OF FEMUR (WITHOUT IMPLANTS),18488,0.15,2
SGH Madina,PD,6014042,OSTEOTOMIES OF RADIUS ULNA ,15660,0.15,2
SGH Madina,PD,6014043,PARTIAL HIP REPLACEMENT (IMPLANTS NOT INCLUDED),23375,0.15,2
SGH Madina,PD,6014044,PARTIAL KNEE REPLACEMENT (HEMIARTHROPLASTY)(IMPLANTS NOT INCLUDED),22525,0.15,2
SGH Madina,PD,6014045,RECURRENT SHOULDER DISLOCATION,20273,0.15,2
SGH Madina,PD,6014046,"REDUCTION, FRACTURE, FEMUR, OPEN W/INTERNAL FIXATION",21250,0.15,2
SGH Madina,PD,6014047,"REMOVAL F.B DEEP OR IN CRITICAL AREA (AROUND VESSEL OR JOINT, NERVES) ",13310,0.15,2
SGH Madina,PD,6014048,"REPAIR OTHER LIGAMENTS, CRUCIATE",20200,0.15,2
SGH Madina,PD,6014049,"REPLACEMENT-KNEE, PARTIAL AND TOTAL",44500,0.15,4
SGH Madina,PD,6014050,SAUCERISATION,20273,0.15,2
SGH Madina,PD,6014051,SCAPHOID FRACTURES ORIF – GRAFTING ,19360,0.15,2
SGH Madina,PD,6014052,SEQUESTRECTOMY,20273,0.15,2
SGH Madina,PD,6014053,SKIN FLAP (ADVANCEMENT N.V. SKIN FLAP; ROTATIONAL FLAP),18260,0.15,2
SGH Madina,PD,6014054,SKIN GRAFTING OF BIG AREA,20958,0.15,2
SGH Madina,PD,6014055,TENDON GRAFTING,23375,0.15,2
SGH Madina,PD,6014056,TENDON GRAFTING WITH OPEN REPAIR,23375,0.15,2
SGH Madina,PD,6014057,TENDON INTERPOSITION ARTHROPLASTY,26350,0.15,2
SGH Madina,PD,6014058,"TENDON RECONSTRUCTION, LATE REPAIR ",23800,0.15,2
SGH Madina,PD,6014059,TENDON SYNOVECTOMY ,15660,0.15,2
SGH Madina,PD,6014060,TENDON TRANSFERS –  MAIN HAND NERVES ,36490,0.15,2
SGH Madina,PD,6014061,TENDONS REPAIR – FLEXORS / EXTENSORS ,21675,0.15,2
SGH Madina,PD,6014062,TENOLYSIS REDO TENDONS REPAIR / RECONSTRUCTION  ,27200,0.15,2
SGH Madina,PD,6014063,TOTAL HIP REPLACEMENT (IMPLANTS NOT INCLUDED),28050,0.15,2
SGH Madina,PD,6014064,TOTAL KNEE REPLACEMENT (IMPLANTS NOT INCLUDED),28050,0.15,2
SGH Madina,PD,6014065,TROCHANTERIC FRACTURE,19800,0.15,2
SGH Madina,PD,6014066,TUMOR EXCISION RELATED TO NERVES OR VESSELS ,18480,0.15,2
SGH Madina,PD,6014067,WOUND TOILET WITH DEBRIDMENT,8910,0.15,D/C
SGH Madina,PD,6014068,WRIST DENERVATION – ABLATION  ,19360,0.15,2
SGH Madina,PD,6014069,WRIST FUSION TOTAL OR PARTIAL ,20400,0.15,2
SGH Madina,PD,6022001,ADDUCTOR AND ILIOPSOAS RELEASE,4725,0.15,1
SGH Madina,PD,6022002,CORRECTION OF THUMB IN PALM DEFORMITY IN CEREBRAL PALSY ,6264,0.15,1
SGH Madina,PD,6022003,EXCISION OF DUPLICATE THUMB ,5625,0.15,1
SGH Madina,PD,6022004,RELEASE OF SIMPLE SYNDACTYLY ,5625,0.15,1
SGH Madina,PD,6022005,REPAIR OF SPRINGEL DEFORMITY,5625,0.15,1
SGH Madina,PD,6023001,ADDUCTOR TRANSFER ,13200,0.15,1
SGH Madina,PD,6023002,"ARTHROGRAM, WITH RELEASE OF ADDUCTORS WITH CLOSED REDUCTION AND SPICE CAST APPLICATION U.G.A.",9557,0.15,1
SGH Madina,PD,6023003,CALCANEAL LENGTHENING OSTEOTOMY FOR CORRECTION OF HINDFOOT VALGUS DEFORMITY ,11000,0.15,2
SGH Madina,PD,6023004,CHUINARD –BASKIN PROCEDURE FOR FOREFOOT CAVUS ,10560,0.15,2
SGH Madina,PD,6023005,"CORRECTION, SYNDACTYLY",6230,0.15,1
SGH Madina,PD,6023006,DISTAL HAMSTRING LENGTHENING AND/OR POSTERIOR CAPSULOTOMY ,9557,0.15,2
SGH Madina,PD,6023007,EXCISION OF TALOCALCANEAL COALITION,9557,0.15,2
SGH Madina,PD,6023008,HEMIEPHYSIODESIS OF THE PROXIMAL TIBIA BY DRILLING FOR KNEE VARUM / VALGUS,18111,0.15,2
SGH Madina,PD,6023009,HEMIEPIPHYSIODESIS OF THE PROXIMAL TIBIA BY STAPPLING FOR KNEE VARUM/VALGUS ,18111,0.15,2
SGH Madina,PD,6023010,JONES PROCEDURE FOR COCK-UP FOOT DEFORMITY ,10560,0.15,2
SGH Madina,PD,6023011,MEDIAL AND/OR LATERAL HAMSTRINGS LENGTHENING ,9557,0.15,2
SGH Madina,PD,6023012,MITCHELL BUNIONECTOMY ,10560,0.15,2
SGH Madina,PD,6023013,PERCUTANEOUS CANNULATED SCREW FIXATION FOR SLIPPED CAPITAL FEMORAL EPIPHYSIS,10560,0.15,2
SGH Madina,PD,6023014,PERCUTANEOUS EPIPHYSIODESIS OF THE PROXIMAL TIBIA,18111,0.15,2
SGH Madina,PD,6023015,PLANTAR RELEASE AND 1ST METATARSAL OSTEOTOMY FOR CAVUS FOOT ,9557,0.15,2
SGH Madina,PD,6023016,PROXIMAL HAMSTRING TENOTOMY ,10560,0.15,2
SGH Madina,PD,6023017,PROXIMAL METATARSAL OSTEOTOMY AND BUNIONECTOMY,10560,0.15,2
SGH Madina,PD,6023018,RECTUS FEMORIS TRANSFER,9557,0.15,2
SGH Madina,PD,6023019,RELEASE OF CONGENITAL CONSTRUCTION BAND,9557,0.15,2
SGH Madina,PD,6023020,REPAIR OF CONGENITAL PSEUDARTHROSIS OF THE CLAVICLE,9557,0.15,2
SGH Madina,PD,6023021,RESECTION OF CALCANEONAVICULAR COALITION ,9557,0.15,2
SGH Madina,PD,6023022,"RESECTION OF PARTIAL GROWTH ARREST (FEMUR, KNEE AND ANKLE)",9557,0.15,2
SGH Madina,PD,6023023,SCREW EPIPHYSIODESIS FOR ANKLE VALGUS,18111,0.15,2
SGH Madina,PD,6023024,SEMI TENDINOSUS TENODESIS OF PATELLA FOR RECURRENT DISLOCATION ,13200,0.15,2
SGH Madina,PD,6023025,SPLIT ANTERIOR TIBIAL TENDON TRANSFER ,10560,0.15,2
SGH Madina,PD,6023026,SPLIT POSTENOR TIBIALIS TENDON TRANSFER,10560,0.15,2
SGH Madina,PD,6023027,SUPRAMALLEOLAR ROTATION OSTEOTOMY OF THE DISTAL TIBIA AND FIBULA ,25883,0.15,2
SGH Madina,PD,6023028,TARSAL OSTEOTOMY TO CORRECT FOREFOOT ABDUCTION ,9557,0.15,2
SGH Madina,PD,6023029,TIBIALIS ANTERIOR TENDON TRANSFER ,10560,0.15,2
SGH Madina,PD,6023030,TRANSFER OF FLEXOR CARPI ULNARIS FOR WRIST FLEXION DEFORMITY ,9557,0.15,2
SGH Madina,PD,6023031,TRANSFER OF GREATER TROCHANTER,18111,0.15,2
SGH Madina,PD,6024001,ANTERIOR DRAINAGE OF THE SEPTIC HIP,36000,0.15,2
SGH Madina,PD,6024002,ANTEROMEDIAL APPROACH TO DDH ,36000,0.15,2
SGH Madina,PD,6024003,CALCANEAL OSTEOTOMY FOR VALGUS ,11000,0.15,2
SGH Madina,PD,6024004,CLOSED INTRAMEDULLARY SHORTENING OF THE FEMUR ,25883,0.15,2
SGH Madina,PD,6024005,CONGENITAL PSEUDARTHROSIS REPAIR,25883,0.15,2
SGH Madina,PD,6024006,DISTAL TIBIA OSTEOTOMY ,25883,0.15,2
SGH Madina,PD,6024007,DOME TIBIA OSTEOTOMY ,25883,0.15,2
SGH Madina,PD,6024008,DORSAL WEDGE OSTEOTOMY FOR CAVUS FOOT ,11000,0.15,2
SGH Madina,PD,6024009,EXTRA-ARTICULAR ARTHRODESIS WITH CALCANEUS GRAFT ,13200,0.15,2
SGH Madina,PD,6024010,FRAGMENTATION REALIGNMENT AND INTRAMEDULLARY FIXATION FOR TIBIAL OSTEOTOMY,36000,0.15,3
SGH Madina,PD,6024011,"FRAGMENTATION, REALIGNMENT AND INTRAMEDULLARY FIXATION FOR FEMORAL DEFORMITY IN OSTEOGRENESIS IMPERFECT ",25883,0.15,3
SGH Madina,PD,6024012,GRICE EXTRAARTICULAR SUBTALAR ARTHRODESIS ,13200,0.15,2
SGH Madina,PD,6024013,GRICE-BATCHELOR COMBINED ARTHRODESIS ,13200,0.15,2
SGH Madina,PD,6024014,LENGTHENING OF THE TIBIA WITH UNILATERAL FIXATOR ,18111,0.15,2
SGH Madina,PD,6024015,OBLIQUE WEDGE OSTEOTOMY OF PROXIMAL TIBIA ,25883,0.15,2
SGH Madina,PD,6024016,PELVIC OSTEOTOMIES CHIARI MEDIAL DISPLACEMENT PELVIC OSTEOTOMY ,36000,0.15,3
SGH Madina,PD,6024017,PELVIC OSTEOTOMIES INNOMINATE SALTER OSTEOTOMY ,36000,0.15,3
SGH Madina,PD,6024018,PELVIC OSTEOTOMIES PERICAPSULAR DEGA OSTEOTOMY ,36000,0.15,3
SGH Madina,PD,6024019,PELVIC OSTEOTOMIES STAHELI SHELF PROCEDURE ,36000,0.15,3
SGH Madina,PD,6024020,PERICAPSSULAR PEMBERTON OSTEOTOMY ,36000,0.15,3
SGH Madina,PD,6024021,PROXIMAL FEMORAL ROTATIONAL OSTEOTOMY ,36000,0.15,3
SGH Madina,PD,6024022,PROXIMAL FEMORAL VARUS OSTEOTOMY WITH BLADE PLATE ,36000,0.15,3
SGH Madina,PD,6024023,PROXIMAL PATELLAR REALIGNMENT ,13200,0.15,2
SGH Madina,PD,6024024,PROXIMAL TIBIAL AND FIBULAR EPIPHYSIODESIS WITH PHEMISTER TECHNIQUE ,25883,0.15,3
SGH Madina,PD,6024025,REPAIR OF IRREDUCIBLE CONGENITAL DISLOCATION OF THE KNEE ,25883,0.15,3
SGH Madina,PD,6024026,RESECTION OF THE PROXIMAL FEMUR FOR PAINFUL DISLOCATION OF THE HIP IN CEREBRAL PALSY ,36000,0.15,3
SGH Madina,PD,6024027,SURGICAL CORRECTION OF CLUB FOOT ,11000,0.15,2
SGH Madina,PD,6024028,TRANSFER OF THE POSTERIOR TIBIALIS TO THE DORSUM OF THE FOOT ,13200,0.15,2
SGH Madina,PD,6024029,TRANSVERSE WEDGE OSTEOTOMY OF PROXIMAL TIBIA ,25883,0.15,3
SGH Madina,PD,6024030,VALGUS OSTEOTOMY FOR DEVELOPMENTAL COXA VARA ,36000,0.15,3
SGH Madina,PD,6024031,VALGUS OSTEOTOMY FOR HINGED WITH ABDUCTION IN PERTHE’S DISEASE ,36000,0.15,3
SGH Madina,PD,6031001,CLOSURE OROANTRAL FISTULA UNDER GA (MAJOR),10560,0.15,1
SGH Madina,PD,6031002,CLOSURE OROANTRAL FISTULA UNDER LA (MINOR),3255,0.15,D/C
SGH Madina,PD,6031003,ENUCLEATION OF CYSTIC LESION WITH HISTOPATHOLOGY,10560,0.15,D/C
SGH Madina,PD,6031004,ENUCLEATION OF CYSTIC LESION WITH HISTOPATHOLOGY WITH BONE GRAFT,19360,0.15,D/C
SGH Madina,PD,6031005,INCISION WITH DRAINAGE UNDER GA,5400,0.15,D/C
SGH Madina,PD,6031006,INCISION WITH DRAINAGE UNDER LA (COMPLICATED),2350,0.15,D/C
SGH Madina,PD,6031007,ORTHOGNATHIC SURGERY,21250,0.15,D/C
SGH Madina,PD,6031008,REDUCTION OF BILATERAL FRACTURED MANDIBLE (IMF) - OR,6818,0.15,1
SGH Madina,PD,6031009,REDUCTION OF BILATERAL FRACTURED MANDIBLE (PLATING / IMF ) - OR,16160,0.15,1
SGH Madina,PD,6031010,REDUCTION OF COMPLICATED MIDDLE/UPPER FACE FRACTURE,26260,0.15,3
SGH Madina,PD,6031011,REDUCTION OF FRACTURED ZYGOMATIC ARCH,6818,0.15,1
SGH Madina,PD,6031012,REDUCTION OF SIMPLE / MIDDLE FACE FRACTURES WITH PLATING,14645,0.15,1
SGH Madina,PD,6031013,REDUCTION OF UNILATERAL FRACTURED MANDIBLE (IMF) - OR,5151,0.15,1
SGH Madina,PD,6031014,REDUCTION OF UNILTERAL FRACTURED MANDIBLE (PLATING / IMF) - OR,13130,0.15,2
SGH Madina,PD,6031015,GENERAL ANESTHESIA FOR PEDIATRIC DENTAL TREATMENT  (MEDIUM),1880,0.15,D/C
SGH Madina,PD,6031016,GENERAL ANESTHESIA FOR PEDIATRIC DENTAL TREATMENT  (MAJOR),2760,0.15,D/C
SGH Madina,PD,6031017,GENERAL ANESTHESIA FOR PEDIATRIC DENTAL TREATMENT  (FINE MAJOR),3720,0.15,D/C
SGH Madina,PD,7011001,ARNOLD CHIARI DECOMPRESSION CRANIECTOMY,28050,0.15,3
SGH Madina,PD,7011002,BILATERAL EXTERNAL VENTRICULAR DRAINAGE,19975,0.15,3
SGH Madina,PD,7011003,BRACHIAL PLEXUS REPAIR,23800,0.15,3
SGH Madina,PD,7011004,BRAIN ABSCESS / ASPIRATION,16095,0.15,3
SGH Madina,PD,7011005,BRAIN ABSCESS/ CRANIOTOMY AND EVACUATION,23800,0.15,3
SGH Madina,PD,7011006,BURR HOLE ASPIRATION OF  BRAIN ABSCESS,30090,0.15,3
SGH Madina,PD,7011007,BURR HOLE EVACUATION OF CHRONIC / ACUTE SUBDURAL COLLECTION – BILATERAL,28458,0.15,3
SGH Madina,PD,7011008,BURR HOLE EVACUATION OF CHRONIC / ACUTE SUBDURAL COLLECTION – UNILATERAL,21573,0.15,3
SGH Madina,PD,7011009,CLIPPING OF CEREBRAL ANEURYSM,100980,0.15,5
SGH Madina,PD,7011010,CRAINIOTOMY FOR SURGICAL EXCESSION OF CRANIAL ARTERIO-VENOUS MALFORMATION,95200,0.15,3
SGH Madina,PD,7011011,CRANIOPLASTY,31500,0.15,3
SGH Madina,PD,7011012,CRANIOTOMY AND BIOPSY OF BRAIN TUMOUR,27200,0.15,3
SGH Madina,PD,7011013,CRANIOTOMY AND ELEVATION OF DEPRESSED SKULL FRACTURE,24650,0.15,3
SGH Madina,PD,7011014,CRANIOTOMY AND EVACUATION OF ACUTE SUBDURAL HEMATOMA,31500,0.15,3
