WIPRO CODE,NAME,Price,SBS
MS-S-004507,SCREW LOCKING STARDRIVER 5.0x58MM MEDULLAR #04.005.548,1806,56642
MS-S-004538,SCREW LOCKING STARDRIVER 5.0X60MM MEDULLAR #04.005.550,1354.5,56642
MS-S-004447,SCREW LOCKING STARDRIVER 5.0x64MM MEDULLAR #04.005.554,1354.5,56642
MS-S-003733,SCREW LOCKING STARDRIVER 5.0x66MM MEDULLAR #04.005.556,1626,56642
MS-S-003746,SCREW LOCKING STARDRIVER 5.0x76MM MEDULLAR #04.005.566,1806,56642
MS-S-003755,SCREW LOCKING STARDRIVER 5.0x80MM MEDULLAR #04.005.570,1806,56642
MS-S-010467,"SCREW LOCKING TITANUM 4.0 X 46 MM , SYNTHES #04.005.436",1806,56642
MS-S-010683,"SCREW LOCKING VA 1.3 X 10 MM, SYNTHES #02.130.110",2072,56642
MS-S-010684,"SCREW LOCKING VA 1.3 X 12 MM, SYNTHES #02.130.112",2072,56642
MS-S-010685,"SCREW LOCKING VA 1.3 X 13 MM, SYNTHES #02.130.113",2072,56642
MS-S-010686,"SCREW LOCKING VA 1.3 X 14 MM, SYNTHES #02.130.114",2072,56642
MS-S-008877,SCREW LOCKING VA 1.3 X 6.0 MM SYNTHES # 04.130.106,1380,56642
MS-S-010687,"SCREW LOCKING VA 1.5 X 11 MM, SYNTHES #02.130.211",2072,56642
MS-S-010501,"SCREW LOCKING VA 1.5 X 13MM, SYNTHES #02.130.213",2072,56642
MS-S-010505,"SCREW LOCKING VA 1.5 X 16 MM, SYNTHES #02.130.216",2072,56642
MS-S-010502,"SCREW LOCKING VA 1.5 X 6 MM, SYNTHES #02.130.206",2072,56642
MS-S-010504,"SCREW LOCKING VA 1.5 X 7 MM, SYNTHES #02.130.207",2072,56642
MS-S-010503,"SCREW LOCKING VA 1.5 X 8 MM, SYNTHES #02.130.208",1254.76,56642
MS-S-008887,"SCREW LOCKING VA 2.0 X 14MM , SYNTHES # 02.130.314",1811.25,56642
MS-S-008888,"SCREW LOCKING VA 2.0 X 16MM , SYNTHES # 02.130.316",2504.25,56642
MS-S-008889,SCREW LOCKING VA 2.0 X 18MM SYNTHES # 02.130.318,2415,56642
MS-S-004502,SCREW LOCKING VA 2.4 MM ALL LENGTH SYNTHES # 02.210.000,1320,56642
MS-S-004297,SCREW LOCKING VA 2.7 MM SELF TAP S/S ALL LENGTH # SYNTHES,2362.5,56642
MS-S-004298,SCREW LOCKING VA 3.5 MM SELF TAP S/S ALL LENGTH # SYNTHES,1330,56642
MS-S-004245,SCREW LOCKING VA 3.5 SELF TAPP ALL LENGTHES # SYNTHES,1270.5,56642
MS-S-008682,SCREW LOCKING VA 3.5X32 L SELF TAPPING. SYNTHES # 02.127.132,2367.75,56642
MS-S-008683,SCREW LOCKING VA 3.5X36 L SELF TAPPING. SYNTHES # 02.127.136,2367.75,56642
MS-S-010355,"SCREW LOCKING VA 3.5X56MM SELF TAPPING, SYNTHES # 02.127.156",2367.75,56642
MS-S-010354,"SCREW LOCKING VA 3.5X75MM SELF TAPPING, SYNTHES # 02.127.175",2367.75,56642
MS-S-010353,"SCREW LOCKING VA 3.5X80MM SELF TAPPING, SYNTHES # 02.127.180",2367.75,56642
MS-S-010454,SCREW LOCKING VA 5.0 X 75MM SYNTHES #02.231.675,2940,56642
MS-S-004244,SCREW LOCKING VA HEAD 2.7MM SELF TAPP ALL LENGTH # SYNTHES,1813,56642
MS-S-010495,"SCREW LOCKING VA SELF-TAPPING 2X10MM, SYNTHES #02.130.310",2504.25,56642
MS-S-010496,"SCREW LOCKING VA SELF-TAPPING 2X11MM, SYNTHES #02.130.311",2504.25,56642
MS-S-004540,"SCREW LOCKING VA STARDRIVE 2.4MM,L24MMSELF TAPPING #02.210.124",1378.1,56642
MS-S-004561,SCREW LOCKING VA STARDRIVE 2.4x14MM SELF TAPPING SYNTHES #02.210.114,1378.1,56642
MS-S-004539,SCREW LOCKING VA STARDRIVE 2.4x16MM SELF TAPPING SYNTHES #02.210.116,1633.5,56642
MS-S-004562,SCREW LOCKING VA STARDRIVE 2.4x18MM SELF TAPPING SYNTHES #02.210.118,1905.75,56642
MS-S-003932,SCREW LOCKING VA STARDRIVE 2.4x20MM SELF TAPPING SYNTHES #02.210.120,1379,56642
MS-S-004553,SCREW LOCKING VA STARDRIVE 2.4x22MM SELF TAPPING SYNTHES #02.210.122,1633.5,56642
MS-S-004554,SCREW LOCKING VA STARDRIVE 2.4x26MM SELF TAPPING SYNTHES #02.210.126,1633.5,56642
MS-S-004563,SCREW LOCKING VA STARDRIVE 2.4x28MM SELF TAPPING SYNTHES #02.210.128,1500,56642
MS-S-004564,SCREW LOCKING VA STARDRIVE 2.4x30MM SELF TAPPING SYNTHES #02.210.130,1575,56642
MS-S-009260,SCREW LOCKING2.4MMX12MM VERIABLE ANGLED . OSTEONIC  # B1G.24120,1905.75,56642
MS-S-009252,"SCREW LOOKING 2.7X18MM, CHM # 3.5255.018",1575,56642
MS-S-004675,SCREW LP METAPHYS 2.7 MM X ALL LENGTH SYNTHES # 02.118.000,1753.5,56642
MS-S-000041,SCREW MALLELOUS 65MM AESCULAP #LA265S,2971.5,56642
SMO3146,SCREW MALLEOLAR 4.5X55MM AESCULAP / 30608011055,343,56642
SMO1657,SCREW MALLEOLAR 4.5X60MM AESCULAP LA260S/400032240600,294,61837
SMO1658,SCREW MALLEOLAR 4.5X65 MM # 400032240650,294,56642
MS-S-001454,SCREW MAN S/TAP L6MM SYNTHES #04.503.406.01C,1365,61837
MS-S-001371,SCREW MAND 1.5S/TAPING L6 SYN#04.503.205.01C,1396.5,61837
MS-S-002359,SCREW MAND S/TAPING L12MM SYN#04.503.438.01C,1260,61837
MS-S-002357,SCREW MANDABLE D2.4 MM L6MM TIT #04.503.436.01C,1470,61837
MS-S-002510,SCREW MANDBLE 2.0 L 14 TIT SYNTHES #04.503.414.01C,1260,61837
MS-S-004237,SCREW MANDBLE LOCK 2.0MM S/TAPING L5MM SYNTHES #04.503.605.01C,1365,61837
MS-S-002511,SCREW MANDBLE LOCK 2.0MM S/TAPING L6MM SYNTHES #04.503.606.01C,2504.25,61837
MS-S-000747,SCREW MANDBLE LOCK D2.0MM S/TAPING L8MM SYN#04.503.608.01C,1874.25,61837
MS-S-002514,SCREW MANDBLE SELF DRILLING 2.0 X 6MM SYNTHES #04.503.506.01C,1400,61837
MS-S-001455,SCREW MANDIBLE 2.0MM S/TAP L 8MM SYNTHES #04.503.408.01C,1323,61837
MS-S-009193,SCREW MANDIBLE 2.4X10MM OSTEONIC  # M24010,1470,61837
MS-S-003572,SCREW MANDIBLE 2.4x10MM TITANIUM SYNTHES #04.503.440.01C,1260,61837
MS-S-002053,SCREW MANDIBLE DIA 2.0 L12MM TIT SYN#04.503.412.01C,1260,61837
MS-S-009588,SCREW MANDIBLE PRE-DRILLING 2.0 #O19014 OSTEONIC  # O19014,1050,61837
MS-S-004976,SCREW MAS REDUCTION 5.5 X 30MM SOFAMOR # 75495530,5175.625,46651
MS-S-004118,SCREW MATNEU 1.5MM SELF DRILL ALL LENGTH # SYNTHES,1380,61837
MS-S-001978,SCREW MATNEU 1.5x4MM SELF DRILLING SYNTHES #04.503.104.01C,1242,63980
MS-S-003909,SCREW MATNEU 1.5x5MM SELF DRILLING SYNTHES #04.503.105.01C,1242,63980
MS-S-003995,"SCREW MATRIX 1.85MM SELF TAPPING , SYNTHES # 04.511.206.01C",1330,61837
MS-S-003994,"SCREW MATRIX 1.85MM SELF TAPPING , SYNTHES # 04.511.208.01C",1330,61837
MS-S-003993,"SCREW MATRIX 1.85MM SELF TAPPING , SYNTHES # 04.511.224.01C",1400,61837
MS-S-002005,SCREW MATRIX 1.8x6MM SELF TAPPING TITANIUM SYNTHES #04.503.236.01C,1379,61837
MS-S-003992,"SCREW MATRIX 2.1MM SELF TAPPING , SYNTHES # 04.511.236.01C",1400,61837
MS-S-003991,"SCREW MATRIX 2.1MM SELF TAPPING , SYNTHES # 04.511.238.01C",1400,61837
MS-S-003990,"SCREW MATRIX 2.1MM SELF TAPPING , SYNTHES # 04.511.240.01C",3500,61837
MS-S-004324,SCREW MATRIX MANDIBLE 2.0 MM ALL LENGTH # SYNTHES,1260,61837
MS-S-002291,SCREW MATRIX MANDIBLE 2.0 X 6MM SYNTHES #04.503.406,1330,61837
MS-S-002292,SCREW MATRIX MANDIBLE 2.0 X 8MM SYNTHES #04.503.408,1323,61837
MS-S-004139,SCREW MATRIX MIDFACE 1.5MM SELF TAPPING ALL LENGTH SYNTHES,1380,61837
MS-S-001373,SCREW MATRIX S/TAPING L 8MM TIT SYN#04.503.208.01C,1396.5,61837
MS-S-004117,SCREW MATRIXMIDFACE ER 1.5/1.8 ALL LENGTH # SYNTHES,1650,61837
MS-S-002245,SCREW MICRO 2.3x8MM TRIMED/OSTEONIC #O23008,1330,61837
MS-S-002846,SCREW MICRO SELF DRILLING ALL SIZE,1365,56642
SMO10361,SCREW MINI CORTICAL 3.5X14 MM HIPO # 400032180140,98,56642
SMO10088,SCREW MINI REVO PRELOADED LINVATEC #C6109-A,2114,56642
MS-S-002401,SCREW MONOAXIAL 6.5X35MM,3338.125,46651
MS-S-004751,"SCREW MULTI AXIAL 4.0 X 42 MM , SOFAMOR # 6958842",4501.875,46651
MS-S-004407,SCREW MULTI AXIAL 8.5 X 90MM SOFAMOR #70468590,7435.75,46651
MS-S-009591,"SCREW MULTI AXIAL CANCELLOUS BONE, VERTEX SOFAMOR DANEK 3.5X16MM MEDTRONIC # 6958716",4844.875,46651
MS-S-002783,SCREW MULTI AXIAL FEN 6.5X40 SOFAMOR #75476540,7077.4375,46651
MS-S-002782,SCREW MULTI AXIAL FEN 6.5X45 SOFAMOR# 75476545,7077.4375,46651
MS-S-008827,"SCREW MULTI DIRECTIONAL 4.5 X 20 MM , WRIGHT # DWD120",3395,56642
MS-S-008828,"SCREW MULTI DIRECTIONAL 4.5 X 26 MM , WRIGHT # DWD126",3395,56642
MS-S-002411,SCREW MULTIAXIAL (DIFFERENT SIZE),4287.5,46651
MS-S-001690,SCREW MULTIAXIAL 6.5x35MM TI #SD-75446535,7077.4375,46651
MS-S-008701,SCREW MULTIAXIAL 6.5X40 TI MEDTRONIC # 75446540,4287.5,46651
MS-S-003818,SCREW MULTIAXIAL FENESRATED ALL SIZE #SOFAMOR,6829.375,46651
MS-S-003361,SCREW MULTIAXIAL LEGACY 4.0X35MM # SOFAMOR,4287.5,46651
MS-S-003360,SCREW MULTIAXIAL LEGACY ALL SIZE # SOFAMOR,4287.5,46651
MS-S-009285,"SCREW NAIL 4.5 X 18MM POLAND, CHM # 3.5170.018",2231.25,56642
MS-S-009284,"SCREW NAIL 4.5 X 20MM POLAND, CHM # 3.5170.020",2231.25,56642
MS-S-009286,"SCREW NAIL 4.5 X 60MM POLAND, CHM # 3.5170.060",2231.25,56642
MS-S-009664,"SCREW NAIL 5X30MM, CHM # 3.5159.030",2362.5,56642
MS-S-010734,"SCREW NAIL MULTILOC 405X36MM,SYNTHES#04.019.034",1897.875,56642
MS-S-010733,"SCREW NAIL MULTILOC 405X36MM,SYNTHES#04.019.036",1897.875,56642
MS-S-010650,SCREW NAIL PERFORATED TFNA 85 MM SYNTHES #04.038.185S,5359.375,56642
MS-S-010445,SCREW NAIL TFNA PERFOSATED 95MM SYNTHES #04.038.195S,4019.54,56642
MS-S-008795,SCREW NEURO 4.5X5MM SELF DRILLING OSTEONIC  # N15A05,1400,46879
MS-S-008919,SCREW NEURO SELF DRILLING 1.5 X 3 MM OSTEONIC#N15A03,1400,46879
MS-S-008918,SCREW NEURO SELF DRILLING 1.5 X 5 MM OSTEONIC#N15A05,1400,46879
MS-S-009030,"SCREW NEURO SELF DRILLING 1.5X 4MM,OSTEONIC#N15A04",1400,46879
MS-S-008625,"SCREW NON LOCKING METAGLENE 4.5X18MM,J&J#1307-70-018 JOH. & JOH. # 1307-70-018",4472.475,56642
MS-S-003945,SCREW NUT SPINE CRAFT #SS6-MPH95-T30,1837.5,46651
MS-S-005481,SCREW OPEN PEDICULAR POLYAXIAL 5.5.0X45MM # 75445545,4287.5,46651
MS-S-002560,SCREW OPEN PEDICULAR POLYAXIAL 6.5x40MM MEDTRONIC SOFAMOR #75446540,4287.5,46651
MS-S-009320,"SCREW OPEN PEDICULAR POLYAXIAL 67.5X40MM, MEDTRONIC # 75447540",4287.5,46651
MS-S-009301,"SCREW ORTHOGNATHIC SELF TAPPING 56X2.00MM, OSTEONIC  # O19006",1260,61837
MS-S-009300,"SCREW ORTHOGNATHIC SELF TAPPING 5X2.00MM, OSTEONIC  # O19005",1260,61837
MS-S-009302,"SCREW ORTHOGNATHIC SELF TAPPING 8X2.00MM, OSTEONIC  # O19008",1260,61837
SMO11588,SCREW PEDICLE 6.25X36MM F/SPINE SPH982.625.036 GPC,1253.7,46651
SMO10428,SCREW PEDICLE 6.25X50MM F/SPINE SPH982.625.050 G,1253.7,46651
SMO11587,SCREW PEDICLE 7.0X44MM F/SPINE SPH982.70.044 GPC,1253.7,46651
MS-S-005558,SCREW PEDICLE POLYAXIAL 5.5 X 40MM IRINE # T04765540,4287.5,46651
MS-S-001540,SCREW PEDICLE POLYAXIAL 6.5x45MM SINGLE INNIE IRENE #T04566545,1760.22,46651
MS-S-004788,SCREW PEDICLE POLYAXIAL 7.0×45MM IRENE #T04767045,2104.62,46651
MS-S-004321,"SCREW PELVIC 3.5 X 50 MM , SYNTHES # 204.650",1368,56642
MS-S-004323,"SCREW PELVIC 3.5 X 55 MM , SYNTHES # 204.655",1491,56642
MS-S-004322,"SCREW PELVIC 3.5 X 60 MM , SYNTHES # 204.660",1491,56642
MS-S-010507,"SCREW PERFORATED TFNA L90MM, SYNTHES #04.038.190S",5359.375,56642
MS-S-001212,SCREW POLY AXIAL 6.0 MM X 45 MM # 092681 / # 75446045,4287.5,46651
MS-S-003942,SCREW POLY AXIAL SPINE CRAPF USA 40*5.5 #PF6-5540,4547.8125,46651
MS-S-004589,SCREW POLY TI 6.25*40 SPINE CRAFT #PF6-6240,4593.75,46651
MS-S-009631,"SCREW POLY TI 7X35, SPINE CRAFT # PF6-7035",4593.75,46651
MS-S-002444,SCREW POLYAXIAL 4.0X30MM,5267.5,46651
MS-S-002443,SCREW POLYAXIAL 4.5X30MM,3644.375,46651
MS-S-002442,SCREW POLYAXIAL 4.5X35MM,4287.5,46651
MS-S-002445,SCREW POLYAXIAL 4.5X40MM,4287.5,46651
MS-S-009747,"SCREW POLYAXIAL 45X7.0MM, SPINE CRAFT # PF6-7045",4547.8125,46651
MS-S-004319,"SCREW POLYAXIAL MINI MESA 3.5MM , SYNTHES # 1101-03512F",5971.875,46651
MS-S-009224,"SCREW POLYAXIAL REDUCTION 6.25 X 30MM, SPINE CRAFT # PR6-6230-F",4900,46651
MS-S-009223,"SCREW POLYAXIAL REDUCTION 6.25 X 35MM, SPINE CRAFT # PR6-6235-F",4900,46651
MS-S-009222,"SCREW POLYAXIAL REDUCTION 6.25 X 40MM, SPINE CRAFT # PR6-6240-F",6737.5,46651
MS-S-001974,SCREW POLYAXIAL REDUCTION 6.5X50MM #18-22-6550,4783.625,46651
MS-S-001975,SCREW POLYAXIAL SIZE 6.5X50MM #18-12-6550,4287.5,46651
MS-S-002064,SCREW POLYAXIAL SOLID 5.5 X 35MM INTEGRA #18-12-5535,3558.625,46651
MS-S-001330,SCREW POLYAXIAL SOLID 6.5X40MM INTEGRA #18-12-6540,5267.5,46650
MS-S-003944,SCREW POLYAXIAL SPINE 45x6.0MM CRAPF USA #PF6-6245,4593.75,46650
MS-S-010466,SCREW POSTERIOR CERVICAL 3.5 X 18MM SPINE CRAFT # A3P-3518,7043.75,46650
MS-S-009243,"SCREW PRE-DRILLING 1.5X4MM, OSTEONIC  # F15004",1400,46536
MS-S-009242,"SCREW PRE-DRILLING 1.5X5MM,OSTEONIC#F15005",1400,46536
MS-S-009745,"SCREW PRE-DRILLING 1.5X8MM, OSTEONIC  # F15008",1400,46536
MS-S-005297,SCREW PRE-DRILLING 1.95x6MM OSTEONIC #O19006,1260,46536
MS-S-005316,SCREW PRE-DRILLING 2x10MM OSTEONIC #O19010,1260,46536
MS-S-005318,SCREW PRE-DRILLING 2X12MM OSTEONIC # O19012,1260,46536
MS-S-005315,SCREW PRE-DRILLING 2x8MM OSTEONIC #O19008,1260,46536
MS-S-004520,SCREW RACK SMALL 3.5¿4.0MM JINDAL #123¿6,5359.375,32859
MS-S-002564,SCREW RECON 5.5MM X 80MM ZIMMER #252-80-55,1800,32859
MS-S-004546,SCREW RECON HIP STARDRIVE 6.5 X 85MM SYNTHES # 04.003.027,3381,61837
MS-S-004588,SCREW REDUCTION 6.25x40MM SPINECRAFT #PR6-6240-F,6063.75,56642
MS-S-009746,"SCREW REDUCTION 6.25X45MM, SPINE CRAFT # PR6-6245-F",6737.5,56642
MS-S-004450,SCREW ROUND DELTA TAPERED INTERFERENCE 10x28MM ARTHREX # AR-5028P-10,1811.25,56642
MS-S-004451,SCREW ROUND DELTA TAPERED INTERFERENCE 9x28MM ARTHREX #AR-5028P-9,3521.875,56642
MS-S-005478,"SCREW ROUND TAPERED INTERFERENCE 11x 28MM , ARTHREX #AR-5028P-11",2100,56642
MS-S-002845,SCREW S/DRILLING 1.5MM L 6MM TITANIUM SYNTHES #04.503.234.01C,1400,46536
MS-S-001372,SCREW S/TAPPING 6MM TIT SYN#04.503.206.01C,1332,56642
MS-S-005039,SCREW SCHANZ 2.0MM X ALL LENGTH # 2.0M,1197,56642
MS-S-005040,SCREW SCHANZ 3.0MM X ALL LENGTH # 3.0M,1260,56642
MS-S-005889,SCREW SCHANZ 3.3 X 70 MM OSTEONIC 1003370,1176,56642
MS-S-005045,SCREW SCHANZ 4.0MM X ALL LENGTH # 4.0M,1277.5035,56642
MS-S-001224,SCREW SCHANZ 5.0 X 180MM TIPMED #054658,960.96,56642
MS-S-005046,SCREW SCHANZ 5.0MM X ALL LENGTH # 5.0M,1050,56642
MS-S-001226,SCREW SCHANZ 6.0 X 180MM TIPMED #054306,1354.5,56642
MS-S-002649,SCREW SCHANZ 6.0 X 250 MM ORTHOMED,1344,56642
MS-S-005047,SCREW SCHANZ 6.0MM X ALL LENGTH # 6.0M,1154.055,56642
MS-S-002361,SCREW SCHANZ PIN CORTICAL THREAD 200MM X 6X45MM #54313,1354.5,56642
MS-S-004807,SCREW SCHANZE PIN 4 X 70MM JMS #14-70,1470,56642
MS-S-009412,"SCREW SELF DRILL 4.0X14MM, MEDTRONIC # 3120414",1169,46536
MS-S-001979,SCREW SELF DRILLING 1.5x5MM SYNTHES #04.503.225.01C,1380,46536
MS-S-002004,SCREW SELF DRILLING 1.5x8MM SYNTHES #04.503.228.01C,1242,56642
MS-S-010775,SCREW SELF DRILLING 20X8MM OSTEONIC #O19A08,1365,46536
MS-S-010418,SCREW SELF DRILLING 3.5 X 14 MM PRECISION #37-SD-3514,1925,46536
MS-S-010793,"SCREW SELF DRILLING 3.5X15MM,PRECISION SPIN#37-SD-3515",2598.75,46536
MS-S-010794,"SCREW SELF DRILLING 4.0X15MM,PRECISION SPIN#37-SD-4015",2598.75,46536
MS-S-009592,SCREW SELF DRILLING 8MM OSTEONIC  # F15A08,1380,46536
MS-S-010275,"SCREW SELF DRILLING BONE 5X120, CHM # SS20501240",1350,46536
MS-S-009611,"SCREW SELF DRILLING BONE 5X120MM, CHM # SS20501340",1350,46536
MS-S-000892,SCREW SELF TAPPING 4.0MM/14MM#876-714,3315.00015,46536
MS-S-000891,SCREW SELF TAPPING 4.0MM/15MM#876-715,1785,46536
MS-S-003381,"SCREW SELF TAPPING 4X16MM ,MEDTRONIC#876-716",1785,46536
MS-S-003342,SCREW SELF-DRILL 1.5MM SYNTHES #04.5.3.105.01C,1400,45041
MS-S-005468,SCREW SELF-TAPPING 1.5MM X 6MM IRENE # T51001506,1400,46536
MS-S-008568,SCREW SET BREAK OFF TITANIUM MEDTRONIC # 7540020,1260,32859
MS-S-003743,SCREW SET CERVICAL VERTEX M6 SOFAMOR DENAK #6950315,2462.25,46651
MS-S-001408,SCREW SET LGCY CDH 5.5MM #7540020,1260,56642
MS-S-008817,SCREW SET M6 MEDTRONIC # 6950315,2462.25,32859
MS-S-002614,SCREW SET REDUCTION SOFAMOR #7540220,1920,61689
MS-S-002382,SCREW SET SOFAMOR #7570955,2362.5,32859
MS-S-007922,SCREW SHANZ 4.0MMX120MM # SS20401240,1925,32859
MS-S-005878,SCREW SHANZ 5.0MMX150MM # SS20501545,1350,32859
MS-S-009416,"SCREW SHANZ 5X150, CHM # SS2501345",1312.5,32859
MS-S-009424,"SCREW SHORT HEADLESS 3.0X28MM, OSTEONIC  # D2D.30280",3500,32859
MS-S-000641,SCREW SOFAMOR CDH LEGACY 6.5X40MM,4287.5,46650
MS-S-002217,SCREW SOFAMOR DANEK 5.5X40 MEDITON# 7545035,4287.5,45039
MS-S-002589,SCREW SPINAL MAS 7.5X35MM SOFAMOR # 75447535,4287.5,46650
MS-S-008978,SCREW SPINAL MULTI AXIAL SYSTEM 5.0X25 MEDTRONIC #75445025,5190.9375,46650
MS-S-008977,SCREW SPINAL MULTI AXIAL SYSTEM 5.5X30 MEDTRONIC #75445530,4287.5,46650
MS-S-002030,SCREW SPINAL SIZE 5.0X35MM LEGACY SOFAMOR,5267.5,46650
MS-S-002029,SCREW SPINAL SIZE 5.5X35MM LEGACY SOFAMOR,4287.5,46650
MS-S-002317,SCREW SPINAL SIZE 5.5X45MM LEGACY #SOFAMOR,4287.5,46650
MS-S-002315,SCREW SPINAL SIZE 6.5X45MM LEGACY #SOFAMOR,4287.5,46650
MS-S-002316,SCREW SPINAL SIZE 7.5X40MM LEGACY #SOFAMOR,4287.5,46650
MS-S-003738,SCREW SPONGIOSA 6.5X25MM FLAT HEAD #02801025,1995,32859
MS-S-010288,"SCREW STANDARD BLUNT TIP 3.5X17MM, PRECISION # 37-SB-3517",1925,32859
MS-S-009515,SCREW STAR DRIVE 03.130.010 SYNTHES # 03.130.010,5086.8125,33968
MS-S-005831,SCREW TAPERED PEEK 9MMX28MM WITH DISPOSABLE SHEATH ARTHREX # AR-5028P-09,1811.25,56642
MS-S-010649,SCREW TFNA PERFORATED 110 MM SYNTHES #04.038.210S,5359.375,63998
MS-S-010738,SCREW TFNA SCREW PERF L100 TAN SYNTHES #04.038.200S,4018,63998
MS-S-010629,SCREW TFNA SCREW PERF L105 TAN SYNTHES #04.038.205S,3445.295,63998
MS-S-009584,SCREW TI LOCKING 4.0 X 35MM CHM # 3.5169.035,2625,56642
SMO3001,SCREW TITANIUM 1.5X6MM #400.706,1380,56642
MS-S-000704,SCREW TITANIUM CORTEX 2.0x8MM #401.108,1120,56642
MS-S-001968,SCREW TROCHANTERIC SIZE 9X100MM SANATMETAL #SAN-254313100,1802.5,56642
MS-S-005567,SCREW UCSS SET 4.0x40MM SOFAMOR #873.140,2110.5,56642
MS-S-009514,SCREW VA LOCKING 1.5MM 02.130.224 SYNTHES # 02.130.224,1995,47875
MS-S-009513,SCREW VA LOCKING 2.MM 02.130.324 SYNTHES # 02.130.324,2415,47875
MS-S-004566,SCREW VA LOCKING 5.0MM ALL LENGTH SYNTHES # 02.231.000,1350,47875
MS-S-003576,"SCREW VARIABLE 4.5X15MM,SOFAMOR # 876.855",2240,47875
MS-S-004320,"SCREW VARIABLE 4X14MM ,SYNTHES # 3901-04014C",1680,47875
MS-S-003587,SCREW VARIABLE 876.813 SELF TAPPING CANCELLOUS BONE 4.0X13MM,1785,47875
MS-S-009522,SCREW VARIABLE ANGLE LOCKING 5.0 MM 02.231.228 SYNTHES # 02.231.228,1771,47875
MS-S-009523,SCREW VARIABLE ANGLE LOCKING 5.0 MM 02.231.230 SYNTHES # 02.231.230,1771,47875
MS-S-009524,SCREW VARIABLE ANGLE LOCKING 5.0 MM 02.231.275 SYNTHES # 02.231.275,1771,47875
MS-S-009525,SCREW VARIABLE ANGLE LOCKING 5.0 MM 02.231.280 SYNTHES # 02.231.280,1771,47875
MS-S-009526,SCREW VARIABLE ANGLE LOCKING 5.0 MM 02.231.285 SYNTHES # 02.231.285,1771,47875
MS-S-000671,SCREW VARIABLE ANGLE SELF-TAPPING 4.0X14MM CANCELLOUS DANEK,1302,47875
MS-S-009576,SCREW VARIABLE LOCKING 2.4MM X10 IRENE # BIG.24100,1500,47875
MS-S-009577,SCREW VARIABLE LOCKING 2.4MM X12 IRENE # BIG.24120,1500,47875
MS-S-009578,SCREW VARIABLE LOCKING 2.4MM X16 IRENE # BIG.24160,1500,47875
MS-S-009575,SCREW VARIABLE LOCKING 2.4MM X8 IRENE # BIG.24080,1500,47875
MS-S-003502,"SCREW VARIABLE SELF-TAPPING 4.5X13MM,SOFAMOR#876.853",2240,47875
MS-S-002864,SCREW VARIABLE SELF-TAPPING 4.5X17MM SOFAMOR,2240,47875
MS-S-004045,SCREW VERTEX MULTI AXIAL 4.0 X 16MM SOFAMOR # 6958816,4844.875,47875
MS-S-005743,SCREWDRIVER SHAFT-QUICK-COUPLING SIZE 2.5 IRENE # C19040,1281,64122
MS-S-009062,SCREWLOCKING 2.8MM X 12 OSTEONIC#SIB.28120,1470,47875
MS-S-009063,SCREWLOCKING 2.8MM X 14 OSTEONIC#SIB.28140,1470,47875
MS-S-010612,"SCRUB SUIT SIZE LARGE, KSA #M2G73",196,58382
MS-S-010678,"Scrup Suit Set ,Short sleeves, Blue, Size L MOLNLYCKE #32026C",220.5,13527
MS-S-002863,SCRWE FIXED SELF-TAPPING 4X18MM SOFAMOR,1785,45039
SMO3115,SEAL BLUE STERI. CONTAINER LOCK AESCULAP #49.91.30/ JG739,14.7,36674
MS-S-002232,SEALANT ADHERUS F/ DURAL HYPER BRUNCH #NUS001,5145,47784
MS-S-002233,SEALANT ADHERUS F/ SPINAL HYPER BRANCH #NUS002,4410,47784
MS-S-009065,SEALER TISSUE BIPOLAR 12MM~12CM DIVIDER BIZACT MEDTRONIC #BZ4212,3500,63858
SMA3488,SELF-ADHESIVE ELASTIC BANDAGE 10CMX4.5M #KL S166,75.95,58777
SMA3487,SELF-ADHESIVE ELASTIC BANDAGE 5X4.5 M #KL S165 .,51.45,58777
SMA3489,SELF-ADHESIVE ELASTIC BANDAGE 7.5CMX4.5M #KL S167,61.25,58777
MS-S-000705,"SENSOR ADHESIVE NEONATAL LNCS 18"" FOR RADICAL-7 MASIMO #2329",490,62743
MS-S-000525,SENSOR OXIMAX NEONATAL/ADULT,735,62431
MS-S-002708,SENSOR OXYGEN INFANT 3-20KG COVIDIEN #CV-MAX-I-I,500.185,62431
MS-S-002709,SENSOR OXYGEN NEONATAL 3-40KG COVIDIEN #CV-MAX-N-I,500.185,62431
MS-S-002062,SENSOR SPO2 DISP F/ADULT & NEONATE UNIMED #U543-125,735,46620
SME1314,SENSOR SPO2 DISPOSABLE NEONATAL MASIMO #1002,819,46620
MS-S-001142,SEPECIAL DRY DOC CANN WDISP OBTURATOR 6 B\LINVTEC #C7387,2625,64293
SMF3143,SEPTOGEL HAND DISINFECTANT BTL/1 LTR WITH PUMP,392,59102
SMF3144,SEPTOGEL HAND DISINFECTANT BTL/500ML WITH PUMP,220.5,59102
SMI9931,SEQUENT PLEASE PTCA CATHETER 2.0X20#5022220,13725,34109
MS-S-005564,SESSION CRRT TREATMENT. (MULTIFILTRET KIT4 EACH 1 + FILTRATE BAG 10 LTRS EACH 1 + MULTIBIC SOLUTIO,4440.625,47084
SMI1126,SET ADMN DOSIFIX PEDIA 150ML/100ML #JM-S2411-B60S /MDM300158,42.875,47534
SML1651,SET BLOOD ADMINISTRATION #TB -A200,20.23,38569
