code,discription ,old Price,2021 price
FMPSDH0017,REPAIR OF PERI. MEDIAN NERVE,2668,3202
FMPSDH0018,REPAIR OF PERI. ULNAR NERVE,2668,3202
FMPSDH0019,REPAIR OF PERI. RADIAL VESSEL  BY MICROSCOPE,2668,3202
FMPSDH0020,REPAIR OF PERI. ULNAR VESSEL   BY MICROSCOPE,2668,3202
FMPSDH0021,SKIN GRAFT WITH INTEGRA 5%     + 1 SHEET,7225,8670
FMPSDH0022,SKIN FRAFT WITH INTEGRA 10%    + 2 SHEET,13882,16659
FMPSDH0023,SKIN GRAFT WITH INTEGRA 15%    + 3 SHEET,19527,23433
FMSUR-1057,SUTURE OF MEDIUM WOUNDS (5 - 7 STITCHES),140,168
FMPSDI0001,FRACTURE ZYGOMA,2107,2529
FMPSDI0002,FRACTURE ONE MAXILLA           LA FORTE ONE,1408,1690
FMPSDI0003,FRACTURE MAXILLA (LAFORTE TWO),2811,3374
FMPSDI0004,FRACTURE MAXILLA(LAFORTE THREE,2807,3369
FMPSDI0005,ORBITAL FRACTURE REDUCTION     (NO GRAFT),2811,3374
FMPSDI0006,ORBITAL FRACTURE REDUCTION     (GRAFTING),2807,3369
FMPSDI0007,EXCISSION OF TUMOUR OF MANDI-  BLE (PARTIAL),2811,3374
FMPSDI0008,EXCISSION OF TUMOUR MANDIBLE   (HEMI),2807,3369
FMPSDI0009,EXCISION OF TUMOUR MANDIBLE    (TOTAL),3925,4710
FMPSDI0010,EXCISION OF TUMOUR OF THE FOOT,3533,4240
FMPSDJ0001,ROTATION FLAP (MAJOR),5029,6035
FMPSDJ0002,ROTATION FLAP (MODERATE),2811,3374
FMPSDJ0003,ROTATION FLAP (MINOR),1408,1690
FMPSDJ0004,TRANSPOSITION FLAP (MAJOR),2811,3374
FMPSDJ0005,TRANSPOSITON FLAP (MODERATE),2107,2529
FMPSDJ0006,TRANSPOSITION FLAP (MINOR),1408,1690
FMPSDJ0007,CROSS LEG FLAP 1ST STAGE,3366,4040
FMPSDJ0008,CROSS LEG FLAP 2ND STAGE,1128,1354
FMPSDJ0009,GRAIN FLAP (1ST STAGE),3366,4040
FMPSDJ0010,GRAIN FLAP (2ND STAGE),1128,1354
FMPSDJ0011,EXCISION OF LIPOMA (BIG),847,1017
FMPSDJ0012,EXCISION  OF LIPOMA (MODERATE),572,687
FMPSDJ0013,EXCISION OF LIPOMA (SMALL),391,470
FMPSDJ0014,EXCISION OF SEBACEUS CYST(BIG),1089,1307
FMPSDJ0015,EXCISION OF SEBA.CYST(MODERATE,572,687
FMPSDJ0016,EXCISION OF SEBA. CYST(SMALL),369,443
FMPSDJ0017,LATISMUS DORSI MUSCLE FLAP,3925,4710
FMPSDJ0018,ADD'L FEE FOR COM.OR OVER 3HRS,580,696
FMPSDJ0019,SCAR REVISION,1100,1320
FMPSDJ0021,MOLE EXCISION (LARGE),880,1056
FMPSDJ0022,MOLE EXCISION (SMALL),550,660
FMPSDJ0023,RELEASE AND SKIN GRAFT OF      CONTRACTED SCAR,2750,3300
FMPSDJ0024,BED SORE OF ONE 5X5 EXCISION   & DEPRIDEMENT,924,1109
FMPSDJ0025,MULTIPLE BED SORE OR LARGE ONE 10X10 EXCISION & DEPRIDEMENT,1733,2080
FMPSDJ0026,RESURFACING ERBIAN LAZER TEST  DOSE,154,185
FMPSDJ0027,RESUFACING ERBIAN LAZER SMALL  LESSION,743,892
FMPSDJ0028,RESURFACING ERBIAN LAZER MEDIU M LESSION,1551,1862
FMPSDJ0029,RESURFACING ERBIAN LAZER LARGE LESSION,2321,2786
FMPSDJ0030,AGE JUENESSE EYE ZONE,286,344
FMPSDJ0031,AGE JUENESSE SKIN OF THE FACE,743,892
FMPSDJ0032,SMALL ONE LESSION OF HAEMANGIO MA AND PORT WINE STAIN,1216,1460
FMPSDJ0033,MODERATE LESSION OF PORT WINE  STAIN & HAEMANGIOMA,2321,2786
FMPSDJ0034,LARGE LESSION OF PORT WINE     STAIN & HAEMANGIOMA,2310,2772
FMPSDJ0035,ROUDENT ULCER EXCISION 2X3 CM,3696,4436
FMPSDJ0037,ROUDENT ULTIPLE ULCER,7392,8871
FMPSDJ0038,FAT INJECTION IN THE FACE,2217,2661
FMPSDJ0039,FAT INJECTION IN THE BREAST,2880,3456
FMPSDJ0040,FAT INJECTION IN THE OTHER ARE AS,1111,1334
FMPSDJ0041,MICRO SURGERY PROCEDURE,7036,8444
FMPSDK0001,CIRCUMCISION (LESS THAN 6 MOS),424,509
FMPSDK0002,REDUCTION OF JAW,290,348
FMPSDK0003,EXC AND RECON OF BEGINING MASS FROM THE SCALP MODERATE,2300,2760
FMPSDK0004,EXC AND RECON OF BEGINING MASS FROM THE SCALP SMALL,1380,1656
FMPSDK0005,INTRALESION INJECTION OF STEROID UNDER GA,460,552
FMPSDK0006,BLEPHARO PLASTY,4600,5520
FMPSDK0007,GENIOPLASTY,3450,4140
FMPSDK0008,SOLEUS MUSCLE FLAT,3450,4140
FMPSDK0009,SPLIT THICKNESS SKIN GRAFT,1730,2076
FMPSDK0010,FULL THICKNESS SKIN GRAFT,2300,2760
FMPSDK0011,EXCISION OF HAND TUMER,2300,2760
FMPSDK0012,EXCISION OF HALMANGIOMA (BIG),2100,2520
FMPSDK0013,EXCISION OF HALMANGIOMA(MODERATE),1460,1752
FMPSDK0014,EXCISION OF HALMANGIOMA (SMALL),500,600
FMPSDK0015,EXCISION OF RANNULA CYST,1150,1380
FMPSDK0016,REVISION OF CIRCUMCISSION,690,828
FMPSDK0017,SCAR REVISION LARGE(GA),1380,1656
FMPSDK0018,SCAR REVISION LARGE(LA),1150,1380
FMPSDK0019,SCAR REVISION MEDIUM(GA),920,1104
FMPSDK0020,SCAR REVISION MEDIUM(LA),690,828
FMPSDK0021,SCAR REVISION SMALL(LA),580,696
FMPSDK0022,REPAIR AND RECONSTRUCTION OF PARTIAL LOSS OF EYEBROW,1150,1380
FMORT-0423,DRESSING OF WOUND - MEDIUM,132,159
FMCTS-0040,WOUND SUTURING,116,140
FMPSDK0025,BLEPH (MINI),1750,2100
FMPSDK0043,ROTATIONAL FLAP AFTER TISSUE EXPANDER,4560,5472
FMPSDK0044,LIPOSUCTION OF FLANKS,1960,2352
FMPSDK0045,EXCISION OF MUCUS CYST OF LOWER LIP,700,840
FMPSDK0046,REPAIR OF MUSCLE OF THE SOLE OF THE FOOT,1150,1380
FMPSDK0047,REPAIR OF NERVE OF THE MEDIAL PLANTER NERVE,1150,1380
FMPSDK0048,FRACTURE ALVEOLUS,350,420
FMPSDK0049,GYNECOMASTIA LIPOSUCTION,1310,1572
FMPSDK0050,INJECTION BIO ALKAMIDE,500,600
FMPSDK0052,TENDON GRAFT FOR LITTLE FINGER,2250,2700
FMPSDK0053,EXPLORATION & FB REMOVAL OF HAND,1310,1572
FMPSDK0054,LIPOSUCTION OF ONE OCHANTERIC SIDE,1980,2376
FMPSDK0055,REPAIR HYPOSADIUS ONE STAGE,3300,3960
FMPSDK0056,EXTRACTION OF THE NEEDLE,680,816
FMPSDK0057,FB REMOVAL OF FOOT 2ND DEGREE,870,1044
FMPSDK0070,SCAR REVISION SMALL,430,516
FMPSDK0072,AMPUTATION FINGER,1440,1728
FMPSDK0073,REDUCTION OF JAW,410,492
FMPSDK0074,SURGICAL CORRECTION OF AVULSION FRACTURE OF MALLET FINGER,3750,4500
FMPSDK0075,SURGICAL SET BACK OF PREMAXILLA IN COMPLTE CLEFT LIP & PALAT,10000,12000
FMPSDK0076,FREE MICROVASCULAR INTEROLATERAL THIGH FLAP,63000,75600
FMPSDK0077,MICROVASCULAR FOOT REPLANTATION,56650,67980
FMPSDK0081,ORBITAL DISSECTION AND FIXATION OF ORBITAL FRACTURE,5500,6600
FMPSDK0129,ORIF OF ANGULAR FRACTURE,12500,15000
FMPSDK0143,ORIF OF COMMINUTED ZYGOMA,15000,18000
FMPSDK0150,ORIF TO THE ZYGOMATIC ARCH,8750,10500
FMPSDK0160,ORIF BODY FRACTURE OF THE MANDIBLE,10000,12000
FMPSDK0204,ORIF OF COMMUNITED ANTERO LAT. WALL OF MAXILLA,3850,4620
FMPSDP0001,CLEANING BY STEAM,250,300
FMPSDP0002,CLEANING EXTRA (COURSE 4 TIMES 800),300,360
FMPSDP0003,COLLAGEN MASK (COURSE 6 TIMES 1500),350,420
FMPSDP0004,HYDRA MASK (COURSE 6 TIMES 1500),350,420
FMPSDP0005,DEHYDRATING PATCHES (COURSE 6 TIMES 1600),400,480
FMPSDP0006,COLLAGEN EYE PATCHES (COURSE 6 TIMES 600),150,180
FMPSDP0007,COLD MARINE MASK (COURSE 6 TIMES 1300),400,480
FMPSDP0008,MICRONIZED MARINE ALGAE MASK (COURSE 6 TIMES 1600),400,480
FMPSDP0009,PROCOLLAGEN MARINE (COURSE 6 TIMES 1600),350,420
FMPSDP0010,MARINE REPLENSHING MASK,400,480
FMPSDP0011,PEEL TREATMENT (COURSE 4 TIMES 600),250,300
FMPSDP0012,HAND & FOOT TREATMENT (COURSE 4 TIMES 600),250,300
FMPSDP0013,DETOX BODY TREATMENT (COURSE 4 TIMES 1000),350,420
FMPSDP0014,BODY PEEL (COURSE 4 TIMES 1200),400,480
FMPSDP0015,BODY MASSAGE G5 (30 MINUTES),250,300
FMPSDP0016,BODY PEEL & MASSAGE TREATMENT,450,540
FMPSDP0017,FARMING MASK (COURSE 10 TIMES 2500),350,420
FMPSDP0018,SLIMMING MASK (COURSE 10 TIMES 2500),350,420
FMPSDP0019,CRYSTAL PEEL (COURSE 2 TIMES 500),350,420
FMPSDP0020,PATH STEAM,300,360
FMPSDP0021,PRETREATMENT (COURSE 5 TIMES 400),100,120
FMPSDP0022,ENERGIZING TREATMENT (COURSE 10 TIMES 1000),150,180
FMPSDP0023,NOURISHING TREATMENT (COURSE 10 TIMES 1000),150,180
FMPSDP0024,PURIFYING TREATMENT (COURSE 10 TIMES 800),100,120
FMPSDP0025,REBALANCING TREATMENT (COURSE 12 TIMES 1000),100,120
FMPSDP0026,WELL BEING TREATMENT (COURSE 6 TIMES 600),150,180
FMPSDP0027,DETOXIFYING MASK (COURSE 2 TIMES 300),250,300
FMPSDP0028,KERATIN TREATMENT (1),1750,2100
FMPSDP0029,KERATIN TREATMENT (2),1150,1380
FMPSDP0030,AROMA THERAPY TREATMENT,150,180
FMPSDP0031,STAFF SERVICES,250,300
FMPSDP0032,LASER HAIR REMOVAL A FULL BODY,6960,8352
FMPSDP0033,OXYGEN MASK,400,480
FMPSDP0034,OXYGEN MASK (6 TIMES),1850,2220
FMPSDP0035,MESOTHERAPY SMALL SESSION,250,300
FMPSDP0036,MESOTHERAPY LARGE SESSION,350,420
FMPSY-0001,PSYCHIATRY SESSION,50,60
FMPSY-0030,PSY PLAYTHERAPHY,1254,1505
FMPSY-0034,PROGRESSIVE MATRICES FOR CHILD REN,154,185
FMPSY-0500,SECOND OPINION CONSULTATION,120,144
FMPSY-1000,DAY CARE SUPERVISION,99,119
FMPSY-1001,DOCTOR'S DAYCARE SUPERVISION,149,179
FMPSY-9000,C.P. PROGRAM - 2 SESSION (P.D),308,370
FMPSY-9001,C.P. PROGRAM - 7 SESSION (P.D),1045,1254
FMPSYA0000,PSYCHIATRIC CONSULTATION-IN-PT,60,72
FMPSYA0003,EXTREME RESPONSES TEST,94,113
FMPSYA0004,TAYLOR'S ANXIETY SCALE,220,264
FMPSYA0005,EYSENCK PERSONALITY INV. AD,160,192
FMPSYA0006,EYSENCK PERSONALITY INV. PD,220,264
FMPSYA0007,HILLDERTH FEELING SCALE,94,113
FMPSYA0008,MANUAL DEXTERITY,160,192
FMPSYA0009,SPEED MRKMKNG H-MARKING,94,113
FMPSYA0010,TRIAL MAKING,94,113
FMPSYA0011,BENDER GESTALT,160,192
FMPSYA0012,BENTON VISUAL RETENTION TEST,160,192
FMPSYA0013,MAINTAINING DIRECTION,248,298
FMPSYA0014,NEW WORDS LEARNING TEST,94,113
FMPSYA0015,WORD RECOGNITION,94,113
FMPSYA0016,PAIRED ASSOCIATE LEARNING,94,113
FMPSYA0017,TRIST HARDGRAVE TEST,248,298
FMPSYA0018,SIMILARITIES AND DIGIT SPAN,94,113
FMPSYA0019,BLOCK COUNTING,94,113
FMPSYA0020,BRAIN DAMAGE,319,383
FMPSYA0021,MEMORY TEST,275,330
FMPSYA0022,CORTICAL FUNCTION ASSESSMENT,160,192
FMPSYA0023,FOUR-GRUOPS TEST,94,113
FMPSYA0024,TRAINING PROGRAM,303,364
FMPSYA0025,GRIFFITH'S MENTAL DEVELOPMENT,160,192
FMPSYA0026,GUNXBURG OF SOCIAL DEVELOPMENT,160,192
FMPSYA0027,TREATMENT BY SHADOWING,160,192
FMPSYA0028,WEISLER - BELLEVUE TEST,440,528
FMPSYA0029,STANDFORD BINNET TEST,330,396
FMPSYA0030,PROTEUS MAZES TEST,319,383
FMPSYA0031,GOOD ENOUGH DRAW A MAN TEST,248,298
FMPSYA0032,SPECIAL MATURITY TEST,220,264
FMPSYA0033,M.M.P.I.,440,528
FMPSYA0034,GUILFORD BATTERY (D.C.G.R.),160,192
FMPSYA0035,BACK DEPRSS'N INVENTORY TEST,160,192
FMPSYA0036,ANXIETY FOR CHILDREN & ADULT,220,264
FMPSYA0037,MIDDLE SEX,297,357
FMPSYA0038,HAMILTON DEPRESSION,231,278
FMPSYA0039,CHILDREN ATTENTION & ADJUSTMEN,220,264
FMPSYA0040,ADHD,275,330
FMPSYA0041,HYPOCHONDRIASIS,230,276
FMPSYA0042,PARANOIA,297,357
FMPSYA0043,HYSTERIA,297,357
FMPSYA0044,PSYCHOPATHIC DEVIATION,297,357
FMPSYA0045,HYPOMANIA,297,357
FMPSYA0046,FAMININITY & MASCULINITY,297,357
FMPSYA0047,YBOCS,297,357
FMPSYA0048,GHQ,149,179
FMPSYA0049,CHILDREN DEPRESSION SCALE,281,338
FMPSYA0050,CHILDREN ANXIETY SCALE,231,278
FMPSYA0051,CHILDREN SELF ESTEEM,231,278
FMPSYB0001,BEHAVIORAL THERAPY X 8 SESSION,2046,2456
FMPSYB0002,BEHAVIORAL THERAPY X 4 SESSION,1045,1254
FMPSYB0003,PSYCHOTHERAPY SESSION,330,396
FMPSYB0004,GROUP THERAPY SESSION,281,338
FMPSYB0005,DRUG-ASSISTED INTERVIEW(ABRE-  ACTION),864,1037
FMPSYB0006,GROUP THERAPY UNDER ANAESTH'A,352,423
FMPSYB0007,BEHAVIORAL THERAPY SESSION,622,747
FMPSYB0008,BEHAVIORAL THERAPY UNDER ANAES,864,1037
FMPSYB0009,MARITAL THERAPY,440,528
FMPSYB0010,RELAXATION THERAPY,523,628
FMPSYB0011,DAY HOSPITAL PSYCHIATRIC SESS.,622,747
FMPSYB0012,SEX THERAPY,440,528
FMPSYB0013,MODIFIED INSULIN THERAPY,352,423
FMPSYB0014,E.C.T. WITH ANAESTHESIA,737,885
FMPSYB0015,CEREBRAL STIMULATION SESSION,523,628
FMPSYB0016,CONJOINT FAMILY THERAPY SESS.,182,219
FMPSYB0017,NARCAN CHALLENGE TEST,281,338
FMPSYB0018,ECT PCKG IP W/ ANAES. X 6 SES.,3960,4752
FMPSYB0019,ECT PCKG OP W/ ANAES. DAY CARE,660,792
FMPSYB0020,PSYCHIATRY PACKAGE I (8 SESSN,2618,3142
FMPSYB0021,PSYCHIATRY PACKAGE II (8 SESN),693,832
FMPSYB0022,PSYCHIATRY PACKGE III (5 DAYS),8476,10172
FMPSYB0023,PSYCHIATRY PACKAGE IV (5 DAYS),10159,12191
FMPSYB0024,PSYCHOTHERAPY X 4,2046,2456
FMPSYB0025,PSYCHOTHERAPY X 8,3740,4488
FMPSYB0026,ADD'L FEE FOR COM.OR OVER 3HRS,704,845
FMPSYB0027,COGNITIVE THERAPY(PER SESSION) DEVELOPMENT.THER.FOR MENT.RET.,330,396
FMPSYB0028,PLAY THERAPY(PER SESSION)      DEV.THERAP.FOR MENTAL RETARD.,165,198
FMPSYB0029,COGNITIVE THERAPY(4 SESSION),1254,1505
FMPSYB0030,PLAY THERAPHY(5 SESSION),1254,1505
FMPSYB0031,SOMLEC RELAXATION THERAPY,473,568
FMPSYB0032,SOMLEC REL.THERAPY (4 SESSION),1551,1862
FMPSYB0033,PROGRESSIVE MATRICES FOR CHILD,154,185
FMPSYB0034,(1) SESSION OF BIOFEEDBACK,220,264
FMPSYB0035,(15) SESSION OF BIOFEEDBACK,2943,3532
FMPSYB0036,(20) SESSION OF BIOFEEDBACK,3669,4403
FMPSYB0037,GROUP THERYAPHY FOR ADDICT     (PER SESSION),743,892
FMPTD-0000,REFERRAL TO OTHER DOCTOR,104,125
FMPTD-0001,ULTRAVIOLET,69,83
FMPTD-0002,INFRARED,69,83
FMPTD-0003,MICROWAVE,69,83
FMPTD-0004,ULTRASOUND,115,138
FMPTD-0005,ELECTRIC STIMULATION - MUSCLE/ NERVE,161,194
FMPTD-0006,ELECTRIC MASSAGE - PART,104,125
FMPTD-0007,ELECTRIC. MASSAGE - TOTAL,150,180
FMPTD-0008,MANUAL MASSAGE - PARTL,138,166
FMPTD-0009,MANUAL MASSAGE - TOTAL,173,208
FMPTD-0010,THERAPEUTIC EXERCISES,115,138
FMPTD-0012,SAUNA BATH,150,180
FMPTD-0013,HYDROTHERAPY WITH EXERCISES,265,318
FMPTD-0014,OCCUPATIONAL THERAPY,81,98
FMPTD-0015,TRACTION,115,138
FMPTD-0016,TOTAL PT - 3 MODALITIES,265,318
FMPTD-0017,TOTAL PT >3 MODALITIES,345,414
FMPTD-0019,THERAPEUTIC EXERCISES-OP,121,146
FMPTD-0021,CHEST PHYSIOTHERAPY,104,125
FMPTD-0022,TILT TABLE,115,138
FMPTD-0023,PHYSIOTHERAPY HOME VISIT,460,552
FMPTD-0031,TOTAL PT - 3 MODAL -OP,297,357
FMPTD-0044,WALKER RENTAL(DEPOSIT SR500),104,125
FMPTD-0045,SWIMMING POOL LESSON 1 SESSION,81,98
FMPTD-0046,SWIMMING LESSONS 12 TIMES,817,981
FMPTD-0047,SWIM.LESS.12 TIMES/MO.FOR 6 MO,4554,5465
FMPTD-0048,SWIMM.LESS.12 TIMES/MO.12 MOS.,9097,10917
FMPTD-0049,LYMPHATIC MASSAGE,230,276
FMPTD-0050,INTERFERNTIAL COMPCT.W/SUCTION,150,180
FMPTD-0051,OSTEOTRON FOR 4 HOURS,173,208
FMPTD-0053,PACKAGE DEAL EX'S 8 SESSIONS,667,801
FMPTD-0055,LOCOMOTION THERAPHY(1 SESSION),253,304
FMPTD-0056,LOCOMOTION THERAPY(12 SESSION),2645,3174
FMPTD-0057,EXERCISE FOR SGH STAFF PER MTH FOR 12 SESSIONS,173,208
FMPTD-0058,EXERCISE FOR SGH STAFF PER YR. 12 SESSIONS PER MONTH,817,981
FMPTD-0060,SAUDIA PATIENT 1 SESSION,138,166
FMPTD-0061,UCI PATIENT 1 SESSION,184,221
FMPTD-0062,TENS,104,125
FMPTD-0063,WEIGHT REDUC.EXER.SGH STAFF + 6 SESSION SAUNA STEEM,322,387
FMPTD-0064,LOCOMOTION THERAPY - 6S/1W/1M  6 SESSION/ 1 WEEK FOR 1 MONTH,7234,8681
FMPTD-0065,LOCOMOTION THERAPY - 6S/1W/2M  6 SESSION/PER WEEK/2 MONTHS,11236,13484
FMPTD-0066,LOCOMOTION THERAPY - 6S/1W/3M  6 SESSION/PER WEEK/3 MONTHS,14444,17333
FMPTD-0067,GYMNASTIC EXERCISE,115,138
FMPTD-0071,HEMIPLEGIA PT TRTMENT(3 PROCS),265,318
FMPTD-0072,PARAPLEGIA PT TRTMENT(3 PROCS),265,318
FMPTD-0073,TETRAPLEGIA TRTMENT (3 PROCS),311,374
FMPTD-0074,CEREBRAL PALSY EXERCISES,265,318
FMPTD-0075,POLIO TREATMENT,150,180
FMPTD-0076,MEDICAL BATH,150,180
FMPTD-0077,MEDICAL BATH + MASSAGE,265,318
FMPTD-0078,FANGO TREATMENT,138,166
FMPTD-0079,FANGO TREATMENT + MASSAGE,288,346
FMPTD-0080,HOT PACK LARGE,81,98
FMPTD-0081,PT SINGLE AREA (3 PROCS),196,236
FMPTD-0082,PT TWO AREAS (3 PROCS),288,346
FMPTD-0083,PT MULTIPLE AREAS (3 PROCS),345,414
FMPTD-0085,"DRY MASSAGE, ARM OR LEG",115,138
FMPTD-0086,"DRY MASSAGE, BACK",127,153
FMPTD-0087,"DRY MASSAGE, WHOLE BODY",265,318
FMPTD-0088,TOTAL BODY PT (4 PROCS),506,608
FMPTD-0089,"CEREBRAL PALSY PACKAGE   1 MON,12 SES,3 X WEEK",1691,2030
FMPTD-0090,"PARAPLEGIA PACKAGE - 12 SES,3X WEEK,MASSG,EXER,ELEC",2910,3492
FMPTD-0091,"HEMIPLEGIA PACKAGE - 12 SES,3X WK,MASSG,EXERC,ELECT",2910,3492
FMPTD-0092,HYDROTHERAPY POOL(1 TREATMENT),253,304
FMPTD-0093,"HYDROTHERAPY POOL PACKAGE (OP) 12 SES, 3X WK",2519,3023
FMPTD-0094,PACKAGE DEAL WEIGHT REDUCTION  (2 PROCEDURE)12 SES. 3X WEEKLY,1323,1588
FMPTD-0095,PACKAGE DEAL WEIGHT REDUCT.    (3 PROCEDURES) 12 SES. 3TIMES,2415,2898
FMPTD-0096,ONE SESSION WEIGHT REDUCTION   (STEAM OR HYDRO+HYDRO+MASSAGE),265,318
FMPTD-0097,ONE SESSION WEIGHT REDUCTION   (STEAM+HYDRO+EXS+MASSAGE),345,414
FMPTD-0098,C.P.M. MACHINE,115,138
FMPTD-0100,HYDROTHERAPY FOR HAND OR FOOT,81,98
FMPTD-0101,FANGO HALF,81,98
FMPTD-0102,ICE PACK LARGE,81,98
FMPTD-0103,ICE PACK SMALL,58,70
FMPTD-0105,DIADYNAMIC,81,98
FMPTD-0106,THERAPEUTIC & GYM EXERCISE,150,180
FMPTD-0107,COMBINE THERAPY [ULTRA SOUND + DIADYNAMIC ],115,138
FMPTD-0108,LASER THERAPY,173,208
FMPTD-0109,MEDICAL BATH W/EXERCISE UNDER  WATER,196,236
FMPTD-0112,CPM FOR SHOULDER,81,98
FMPTD-0113,CPM FOR ELBOW,81,98
FMPTD-0114,P.T. 2 PROCEDURES,173,208
FMPTD-0115,MEDICAL BATH + MASSAGE(MANUAL OR ELECTRICAL ),230,276
FMPTD-0116,EXERCISE 12 SESSION,851,1022
FMPTD-0117,HEMIPLEGIA P.T. 2 PROCEDURES   12 TIMES,1691,2030
FMPTD-0118,HEMIPLEGIA P.T. 3 PROCEDURES   12 TIMES,2530,3036
FMPTD-0119,PARAPLEGIA P.T. 3 PROCEDURES   FOR 12 TIMES,2530,3036
FMPTD-0121,THERAPEUTIC EXERCISE 12 TIMES,771,926
FMPTD-0123,PT ASSESSMENT AND EXAMINATION,138,166
FMPTD-0124,USE OF A.V.I. MACHINE FOR 3HRS,150,180
FMPTD-0125,USE OF A.V.I.MACHINE FOR 6 HRS,265,318
FMPTD-0126,USE OF A.V.I.MACHINE FOR OVER- NIGHT FROM 10:00PM - 8:00 AM,311,374
FMPTD-0127,USE OF A.V.I.MACHINE FOR 24 HS,621,746
FMPTD-0128,ULTRASOUND THERAPY,81,98
FMPTD-0129,INTERFERNIAL THERAPY,115,138
FMPTD-0130,SHORT WAVE THERAPY,115,138
FMPTD-0131,ULTRASOUND FOR 2 AREAS,138,166
FMPTD-0132,INTERFERNIAL FOR 2 AREAS,138,166
FMPTD-0133,SHORT WAVE FOR 2 AREAS,138,166
FMPTD-0134,CHEST PHYSIOTHERAPY WITH       SUCTION,127,153
FMPTD-0136,SHORTWAVE DIATHERMY,81,98
FMPTD-0137,HOT PACK SMALL,69,83
FMPTD-0138,REHAB. PT. W/ VERTIGO(12 SESS) ONE MONTH,320,384
FMPTD-0139,MCKENZIE EVALUATION & TREATME  NT,196,236
FMPTD-0140,MCKENCZIE FOLLOW-UP TREATMENT,81,98
FMPTD-0141,TAE-KWAN-DO TRAINING 1 MONTH/  12 SESSION,660,792
FMPTD-0143,OT EVALUATION,196,236
FMPTD-0144,HAND THERAPY,104,125
FMPTD-0145,STROKES THERAPY,196,236
FMPTD-0146,CEREBRAL PALSY THERAPY,138,166
FMPTD-0147,PARAPLEGIC OT PROGRAMME,138,166
FMPTD-0148,GENERAL OF SESSION,104,125
FMPTD-0149,PACKAGE OT FOR HAND THERAPY,989,1187
FMPTD-0150,Occupational Therapy Session A,138,166
FMPTD-0151,Occupational Therapy Session B,161,194
FMPTD-0152,Occupational Therapy Session C,196,236
FMPTD-0153,Occupational Therapy Session D,265,318
FMPTD-0154,C.P. PROGRAM - 4 SESSION (P.D),587,705
FMPTD-0155,CYRIAX EVALUATION AND TREATMENT,196,236
FMPTD-0156,CYRIAX FOLLOW UP TREATMENT,81,98
FMPTD-0160,I PHYSIOTHERAPY SESSION,92,111
FMPTD-0161,SHOCK WAVE THERAPY,288,346
FMPTD-0162,PACKAGE DEAL (SHOCK WAVE THERPAY SIX SESSIONS),1438,1726
FMPTD-2063,FANGO TREATMENT,154,185
FMPTD-2086,FANGO HALF-OP,105,126
FMPTD-2094,INTERFERNIAL-OP,259,311
FMPTD-2112,EXERCISE 12 SESSION,908,1090
FMPTD-2114,HEMIPLEGIA P.T. 3 PROCEDURES,2147,2577
FMPTD-2155,Cupping Therapy,380,456
FMPTD-2156,Package Deal (Weight Red. Ex+Swim Pool Ex.)12 Sess,1047,1257
FMPTD-2157,Package Deal(Weight Red+Swim Pool Ex+Mass) 12 Sess,1346,1616
FMPTD-2158,Package Deal (Weight Red. + Sauna + Mass) 12 Sess.,1691,2030
FMPTD-2159,Package Deal (Weight Red. + Funga + Mass) 12 Sess.,1691,2030
FMPTD-2160,Acupuncture Session,288,346
FMPTD-2161,Prenatal P.T Programme,150,180
FMPTD-2162,Pre. Or Postnatal P.T Programme,150,180
FMPTD-2163,Pre. Or Postnatal P.T Programme 3 Session,380,456
FMPTD-2164,Pre. Or Postnatal P.T Programme 12 Session,943,1132
FMPTD-2165,Exercise Whole Body,230,276
FMPTD-2166,Weight Reduction SGH Staff 3 Visits,138,166
FMPTD-2168,Weight Reduction SGH Staff 12 Visits,299,359
FMPTD-2169,Weight Reduction SGH Staff 6 Visits,242,291
FMPTD-2170,Physiotherapy Session for Saudia,184,221
FMPTD-2171,Physiotherapy One Session,184,221
FMPTD-2172,Physiotherapy Six Sessions,759,911
FMPTD-2173,HEAD UP TILLTING TEST,414,497
FMPTD-2205,CUPPING THERPAY 6 SESSION,1300,1560
FMPTDO0001,I.M. INJECTION,10,12
FMRHE-0001,RHEUMATOLOGY DAY CARE,385,462
FMRHE-0002,RHEUMATOLOGY DARE CARE (2),743,892
FMRHE-0003,LOCAL INJECTION,187,225
FMSNTS-0014,IMPECTED 3RD MOLAR MIDDLE CASE,690,828
FMSUR-0052,EXCISIONOF HAEMANGIOMA OF THE SOLE OF THE FOOT,1350,1620
FMSUR-0075,MUSCLE BIOPSY,1110,1332
FMSUR-1001,ADD'L FEE FOR COM.OR OVER 3HRS,580,696
FMSUR-1002,ADDITIONAL FEE FOR COMPLICATED OPERATIONS OVER 6 HRS,1330,1596
FMSUR-1003,SECOND OPINION CONSULTATION,130,156
FMSUR-1004,DAY CARE SUPERVISION,230,276
FMSUR-1005,DOCTOR'S DAYCARE SUPERVISION,70,84
FMSUR-1006,EXCISION AND BIOPSY OF SKIN,270,324
FMSUR-1007,CUT DOWN,540,648
FMSUR-1008,ABSCESS INCISION (SUPERFICIAL),130,156
FMSUR-1009,ABSCESS INCISION DEEP,270,324
FMSUR-1010,PARAVERTEBRAL BLOCK,670,804
FMSUR-1011,RECONSTRUCTN OF KELOID-SIMPLE  LOCAL ANAESTHESIA,670,804
FMSUR-1012,REMOVAL OF NAIL,210,252
