ServiceCode,Service Description,LOS,Type,NPHIES Code (Hyphenated )2,  PRICE ,additional date
MS-T-000319,TUBINGSETIRRIGATIONWITH2PUNCTURENEEDLES1X1MEDICALTECHNICALPROMOTION#031328-10,0,consumable,64108,1155.06,
MS-T-000393,TUBE FENESTRATED TRACHEOSTOMY 8 100/812/080,0,consumable,35404,46.1886,
MS-T-000641,TUBE FEEDING COMBISET 1.01 COMPAT STANDARD,0,consumable,14221,931.5,
MS-T-000665,TUBE ENDTR.REINF.4.5MM CUFFED MALLINKRD.,0,consumable,99999,135.378,
MS-T-000667,"TUBE E.T W/GW 15FR BOUGIE,PORTEX#100/123/515",0,consumable,31328,126.7668,
MS-T-000707,TROCAR BLADELESS 10~15MM W/FIXATION CANNULA COVIDIEN/ETHICON #NB15STF/BI5LT,0,consumable,MS-T-000707,951.4686,
MS-T-000778,TUBING WATER SUPPLY F/CALEO INCUBATOR DRAGER #MX17018,0,consumable,36025,440.496,
MS-T-000789,TROCAR ENDO VERSAPORT OPTICAL/VISUAL STD 5MM COVIDIEN#ONB5STF,0,consumable,47124,1030.763,
MS-T-000899,THERAPY SYSTEM STARTER KIT F/VAC WOUND NEGATIVE PRESSURE MACHINE KCI #VIAKITO77DO1/GB,0,consumable,99999,4140,
MS-T-000947,"TISSUE ADHESIVE TOPICAL 0.75 G , CONNEXICON MED # CM001 LOCAL # CM001",0,consumable,33492,46.2714,
MS-T-001357,TROCAR OPTICAL VERSA-ONE 12MM STANDARD COVIDIEN #ONB12STF,0,consumable,47124,1195.908,
MS-T-001358,TUBING CUSTOM PACK ADULT MEDTRONIC #M960216D,0,consumable,36674,3964.464,
MS-T-001359,TRANSTIBIALDELIVERYSYSTEMACLARTHREX#AR-1897S,0,consumable,44759,2748.698,
MS-T-001383,TERUFUSION ADMINISTRATION SET F/INFUSION PUMP TERUMO #PM370WY,0,consumable,13215,200.8728,
MS-T-001384,TUBE RESERVOIR 250ML AMBU #288000510,0,consumable,62229,264.2976,
MS-T-001411,TUBE SET INFLOW HYSTER MEDTRONIC # 7209822,0,consumable,46102,1776.529,
MS-T-001524,"TROCAR VERSA OPTICAL 11MM W/FIXATION CANNULA, COVIDIEN # ONB11STF",0,consumable,44792,45.0432,
MS-T-001750,TONSIL-BLATOR PT PLASMA SURGICAL PROBE BONSS #AC402,0,consumable,99999,1380,
MS-T-001968,t:slim X2™ insulin pump with Control-IQ™ technology mg/dL - Tandem Diabetes Care INC. #1005615 (EACH),0,Medical Device,35983,45000,
MS-T-001972,Touch care insulin pump A7 (EACH),0,Medical Device,45769,20000,
MS-U-000040,URETROSCOPE FLEXIBLE PLASTIC 650MM DISPOSABLE PUSEN MEDICAL No.PU3022A,0,consumable,36654,7928.928,
MS-V-000050,VENTSTAR HEATED NEONATAL DRAGER #MP00308,0,consumable,14361,977.8956,
MS-V-000103,VALVE MITRAL MOSAIC 29MM # 310C29,0,consumable,60241,30560.35,
MS-V-000113,VALVE MITRAL ATS STANDARD 29MM MEDTRONIC #500DM29,0,consumable,60244,12116.54,
MS-V-000154,VENTSTAR OXYLOG 2000 180 DRAGER # 2M86841,0,consumable,37706,902.8926,
MS-W-000146,WOUND DRAINAGE HI-VAC CH-18 #392-1800,0,consumable,35824,2.4426,
MS-W-000177,WIRE KIRSCHNER 1.2X200/230/250MM IRINE #E06023,0,consumable,35685,22.0248,
MS-W-000180,WIRE KIRSCHNER 1.5X280/300MM IRINE #E06026,0,consumable,35685,44.85,
MS-W-000248,WIPES SANI-CLOTH CHG 2% F/ MEDICAL DEVICES DISINFECTANT DISPO. PDI#X900220 VJT103,0,consumable,99999,1.184558,
MS-W-000258,WIRE GUIDE ZEBRA .038 X 150CM BOSTON #670-114,0,consumable,47486,1291.68,
MS-W-000306,WIRE GUIDE SENSOR 0.035X STRAIGHT BOSTON #670-305,0,consumable,47486,993.6,
MS-W-000376,WIRE GUIDE PTCA FIELDER FC,0,consumable,35094,1987.2,
MS-W-000397,WIRE GUIDE SEXTANT SOFAMAR BLUNT #8670001,0,consumable,47815,1404.288,
MS-W-000509,WIRE GUIDE ZEBRA 0.025x150CM BOSTON #670-108,0,consumable,35094,1116.517,
MS-W-000632,WIPES WET F/BABY ALCOHOL FREE PKT/50 SAUDIA,0,consumable,61694,80.247,
MS-W-000676,WEDGE FUSION PEEK IMPLANTCAST No. FCP14,0,consumable,MS-W-000676,4140,
MTDER-0001,Electrocautery - Small Area Under Ga,0,Service,30189-01-00,275,
MTDER-0002,Electrocautery - Medium Area Under Ga,0,Service,90676-00-00,635,
MTDER-0003,Electrocautery - Large Area Under Ga,0,Service,30195-07-10,1205,
MTDER-0004,Electrocautery - Extra Large Area Under Ga,0,Service,30189-01-00,1628.55,
MTDER-0005,Skin Graft - Small Area,0,Service,45400-00-00,3380,
MTDER-0013,Vascular Laser - Small Area,0,Service,99999-99-99,2315,
MTDER-0016,Blister Suction Device, ,Service,30223-01-00,675,
MTDER-0028,Hydradermie Machine(1X) Facial Small Area,0,Service,83700-00-00,210,
MTDER-0029,Hydradermie Machine(4X) Facial Small Area,0,Service,83700-00-00,540,
MTDER-0030,Hydradermie Machine(1X) Facial Medium Area,0,Service,99999-99-99,255,
MTDER-0031,Hydradermie Machine(4X) Facial Medium Area,0,Service,99999-99-99,715,
MTDER-0032,Hydradermie Machine(1X) Facial Large Area,0,Service,83700-00-00,590,
MTDER-0033,Hydradermie Machine(4X) Facial Large Area,0,Service,45024-00-00,1665,
MTDER-0035,Multi-Zones(12X) Body Treatment - Small Area - Package,0,Service,99999-99-99,2745,
MTDER-0037,Multi-Zones(12X) Body Treatment -Medium Area - Package,0,Service,99999-99-99,5295,
MTDER-0039,Multi-Zones(12X) Body Treatment - Large Area - Package,0,Service,99999-99-99,7410,
MTONC-0001,Intrathecal Chemotheraphy,0,Service,96198-00-00,420,
MTONC-0003,Bone Marrow Under G.A,0,Service,99999-99-99,3175,
MTOPT-0002,Excision Of Chalazion - Small,0,Service,42575-00-01,565,
MTOPT-0003,Excision Of Chalazion - Medium,0,Service,42575-00-01,1225,
MTOPT-0005,Photo Dynamic Therapy - One Eye,0,Service,42810-00-01,565,
MTOPT-0007,Eye Lashes Electrolysis (Both Eye),0,Service,42587-05-01,455,
MTOPT-0029,Fundus Examination Under Ga,0,Service,42503-00-01,875,
MTOPT-0032,Eye Suture,0,Service,42668-00-01,260,
MTOPT-0034,Eye Lid Electrolysis One Eye,0,Service,42587-04-01,290,
MTOPT-0037,Lid Abscess,0,Service,30223-03-01,480,
MTOPT-0038,Optical Coherent Tomography (Oct) - One Eye, ,Service,11219-00-11,450,
MTOPT-0039,Optical Coherent Tomography (Oct) - Two Eyes,0,Service,11219-00-12,950,
MTOPT-0050,Cross Linking - Unilateral ,0,Service,42652-00-11,5000,
MTORT-0158,Joint Washout,0,Service,50103-00-01,695,
MTPSD-0001,Excision Of Lipoma (Moderate),0,Service,31350-00-01,3375,
MTPSD-0002,Excision Of Lipoma (Small),0,Service,31205-00-10,3375,
MTPSD-0003,Excision Of Lipoma Big,0,Service,31350-00-01,10885,
MTPSD-0004,Excision Of Sebaceous Cyst (Small), ,Service,31205-01-00,2315,
MTPSD-0005,Excision Of Sebaceous Cyst (Moderate),0,Service,31205-00-20,2315,
MTPSD-0006,Excision Of Sebaceous (Big), ,Service,31205-00-30,2315,
MTPSD-0007,Exccision Of Small Keloid Of Face,0,Service,45506-00-00,2315,
MTPSD-0009,Repair Of Moderate Laceration Of Hand,0,Service,30026-00-20,3375,
MTPSD-0010,Repair Of Soft Tissue Laceration Of Nose, ,Service,30029-00-10,3375,
MTPSD-0011,Suture Of Laceration Of External Ear,0,Service,30052-00-01,3375,
MTPSD-0012,Scar Revision Small (L.A.),0,Service,45515-00-00,750,
MTPSD-0013,Scar Revosion Medium (L.A.),0,Service,45515-00-00,1185,
MTPSD-0014,Scar Revision Large (L.A),0,Service,45518-00-00,1855,
MTPSD-0015,Scar Revision Small (G.A.),0,Service,45515-00-00,1185,
MTPSD-0016,Scar Revision Medium (G.A.),0,Service,45515-00-00,1640,
MTPSD-0017,Scar Revision Large (G.A.),0,Service,45518-00-00,2315,
MTPSD-0018,Small Dressing Under G.A.,0,Service,30055-00-10,1185,
MTPSD-0019,Dessin Of Burns (Under G.A. Upto 5%),0,Service,30010-00-10,1185,
MTPSD-0020,Dressing Of Burns (G.A. 10%),0,Service,30014-00-00,1855,
MTPSD-0021,Dressing Of Burns (G.A. 10 %),0,Service,30014-00-00,2315,
MTPSD-0022,Removal Of Stitches (G.A.), ,Service,92200-00-00,1185,
MTPSD-0023,Removal Of Warty Lesion, ,Service,30189-01-00,1640,
MTPSD-0024,Removal Of Multiple Warty Or Novi,0,Service,30189-01-10,2995,
MTPSD-0025,Excsn Biopsy 0F Mass From Breast/Under Axilla Sml,0,Service,31500-00-01,3375,
MTPSD-0026,Excnl Bpsy Of Mass From Breast Or Under Axilla (Sm,0,Service,31500-00-01,7790,
MTPSD-0027,Hair Transplantation Of Area For 500 Grams,0,Service,45560-00-00,10885,
MTPSD-0028,Hair Transplantation Of Area For 700 Grams,0,Service,45560-00-00,15240,
MTPSD-0029,Hair Transplation Of Area For 50-150 Grams,0,Service,45560-00-00,4470,
MTPSD-0031,Removal Of One Navi Under L.A.,0,Service,48406-16-01,505,
MTPSD-0032,Removal Of Multiple Navi Upto 6 (L.A.),0,Service,31205-00-10,1185,
MTPSD-0033,Removal Of Multiple Navi More Than 6 (L.A.),0,Service,31205-01-00,1855,
MTPSD-0034,Slim Fraft Of Burn Upto 5% (G.A.), ,Service,45439-00-00,4470,
MTPSD-0035,Dressing Of Burns,0,Service,30010-00-10,835,
MTPSD-0036,Artificial Hair Transplantation (300 Hair),0,Service,45560-00-00,6660,
MTPSD-0037,Artificial Hair Transplantation (1 Hair),0,Service,45560-00-00,80,
MTPSD-0038,Finger Tip Reconstruction For One Finger (G.A.),0,Service,30026-00-10,2190,
MTPSD-0039,Finger Tip Reconstruction For One Finger (L.A.),0,Service,92513-99-00,1120,
MTPSD-0040,Artificial Hair Transplatation (100 Hair),0,Service,45560-00-00,3190,
MTPSD-0041,Liposuction Of Abdomin Small Area,0,Service,45584-00-00,10180,
MTPSD-0042,Liposuction Of Abdomin Large Area,0,Service,45584-00-00,13675,
MTPSD-0043,Liposuction Of Thigh Small Area,0,Service,45584-00-00,10180,
MTPSD-0044,Liposuction Of Thigh Large Area,0,Service,45584-00-00,13675,
MTPSD-0045,Liposuction Of Buttocks One Buttock,0,Service,45584-00-00,6980,
MTPSD-0046,Needle For Hair Transplantation,0,Service,45560-00-00,490,
MTPSD-0047,I.M.Injection,0,Service,96197-19-00,15.75,
MTPSD-0049,Intracesional Injection, ,Service,30207-00-00,225,
MTPSD-0051,Implating Of Artificial Hair,0,Service,45560-00-00,1665,
MTPSD-0052,Test Dose For Hair Removal,0,Service,99999-99-99,290,
MTPSD-0053,Small Area For Hair Removal,0,Service,96021-00-00,1320,
MTPSD-0054,Medium Area For Hair Removal,0,Service,90676-00-00,2560,
MTPSD-0055,Large Area For Hair Removal,0,Service,90676-00-00,3890,
MTPSD-0056,X-Large Area For Hair Removal,0,Service,83700-00-00,4470,
MTPSD-0057,Cooling Device For Hair Removl,0,Service,22065-00-10,290,
MTPSD-0058,Mircro Surgery Procedure,0,Service,99999-99-99,12445,
MTPSD-0059,Zerona(Laser Body Contouring)Comp. Crse Of 6 Sess,0,Service,90676-00-00,20360,
MTPSD-0060,Zerona(Laser Bdy Contouring) Half Crse 3 Sess.,0,Service,99999-99-99,10240,
MTPSD-0061,Zerona(Laser Bdy Contouring 1 Session,0,Service,45584-00-00,3555,
MTPSY-0003,E.C.T Six Sets,0,Service,14224-02-00,4900,
MTURO-0019,Complete Urodynamic Eval. For Neuropathic Bladder,0,Service,11900-00-00,3699,
MTVAS-0018,Foam Sclerotheraphy,0,Service,32500-01-01,1492,
MTVAS-0020,STOCKING COTTON COMPRESSION SIGVARIS BELOW KNEE,0,Service,92205-00-00,231,
MTVAS-0021,STOCKING COTTON COMPRESSION SIGVARIS ABOVE KNEE,0,Service,92205-00-00,357,
MTVAS-0022,STOCKING COTTON COMPRESSION SIGVARIS PANTY,0,Service,92205-00-00,413,
MTVAS-0023,ELASTIC STOCKING SIGVARIS DIABETIC,0,Service,92205-00-00,292,
NBD-ROOM,Use Of Facilities,0,Service,83610-00-70,960,
NEU-0005,Ventriculo Venous Or Peritoneal Shunt,3,PKG,40003-02-00,20769.21,
NEU-0029,"Endarterectomy, Carotid Vessel",3,PKG,33500-00-00,47098.8,
NEU-0038,Cervical Discectomy Recurrent (4 Days).,4,PKG,40333-00-00,20052,
NEU-0042,With Pedical Screw Fixation ( One Level ) 1 Day Icu,3,PKG,47732-00-01,100000,
NEU-0043,With Pedical Screw Fixation ( Two Level ) 1 Day Icu,3,PKG,47732-00-01,140000,
NEU-0044,With Pedical Screw Fixation ( Three Level ) 1 Day Icu,0,Service,47921-00-01,29169,
NEU-0045,"Additional Interbody Cages, 1 Day Icu",0,PKG,48648-00-00,37123,
NEU-0047,Exploration & Decompression Spinal Canal Structures W/ Internal Fixation5 Days,0,PKG,40330-00-00,46860,
NEU-0048,"Exploration & Decompression, Spinal Canal Structures W/ Internal Fixation",0,PKG,40330-00-00,54369,
NEU-0051,Brain Tumour ( 2 Days Icu+ 7 Days Ward) (9 Days).,5,PKG,39718-00-00,43861.2,
NEU-0085,TEMPORAL ARTERIAL BIOPSY ,,Package,34109-00-00,15500,2025-08-12
OBG-0008,D&C Without Histopath,1,PKG,35640-00-00,3404.0291392721256,
OBG-0014,Cervical Circulage,0,Service,16511-00-00,4594,
OBG-0036,Caesarian Delivery -  Iufd Delivery,1,PKG,16520-05-00,19500,
OBG-0044,Caesarian Delivery -  Recurrent ,1,PKG,16520-00-00,15534.487500000001,
ORT-0001,Fracture Small Bones Of Hand/ Foot +Pop + Xray,DAY CASE,PKG,99999-99-99,1905,
ORT-0002,Pop Simple Fracture W/O Displacement,DAY CASE,PKG,96092-00-00,1905,
ORT-0005,Arthodeasis Of The Big Toe,1,PKG,46363-00-01,8880,
ORT-0007,Pop Foot Deformity Correction,DAY CASE,PKG,99999-99-99,3045,
ORT-0008,Skin And / Or Skeletal Traction On Thoma Splint Or Bobler Spine,DAY CASE,PKG,90531-00-00,2000,
ORT-0009,Tendon Release Of Finger/Wrist,1,PKG,46363-00-01,6340,
ORT-0010,Excision Of Olecranon Bursa,1,PKG,47300-00-01,6340,
ORT-0011,Reduction Of Fracture And Dislocation And P.O.P.,DAY CASE,PKG,96092-00-00,3170,
ORT-0014,Reduction Of Fracture & Dislocation Of Finger & Splintage In Er,DAY CASE,PKG,99999-99-99,1905,
ORT-0015,Change Pop Under Anesthesia,DAY CASE,PKG,92513-99-00,3045,
ORT-0016,G.A. Mobilization Of Frozen Shoulder,1,PKG,50115-00-00,5075,
ORT-0017,L.A. 2 K Wire Removal,DAY CASE,PKG,47927-00-01,1270,
ORT-0018,Removal Of Ganglion,1,PKG,30107-00-01,3045,
ORT-0019,G.A. 2 K Wire Removal,DAY CASE,PKG,47708-00-00,3580.5,
ORT-0020,Tendon Shealth Splitting,1,PKG,47363-00-01,3805,
ORT-0021,G.A. Bone Swelling Biopsy,1,PKG,47564-00-01,3805,
ORT-0022,Terminalization Of Finger,DAY CASE,PKG,46465-00-01,2540,
ORT-0024,Repair Of Lacerated Wound Not Involving Tendon Or Nerve,DAY CASE,PKG,99999-99-99,3045,
ORT-0025,"O.R.I.F. With Screw/ Plates Of Tibia, Fibula Or Ulna",1,PKG,47566-01-01,8880,
ORT-0026,Plaster Spica Or Jacket,1,PKG,47708-00-00,3805,
ORT-0027,Removal Of Plates Or Nails + Sr 300 Any Extra Nail Or Plate,1,PKG,47930-00-01,6340,
ORT-0028,Repair Of Ligament,1,PKG,46432-00-01,15312,
ORT-0029,Fracture Of Coles,1,PKG,47363-00-01,7610,
ORT-0030,Close Reduction-Fracture Tibia,1,PKG,50115-00-00,5075,
ORT-0031,Repair Of Raptured Superficial Ligament Knee Or Ankle,1,PKG,49539-01-01,7420,
ORT-0032,Close Reduction-Fracture Radius/Ulna,DAY CASE,PKG,49560-00-01,5075,
ORT-0034,Internal Fixation -Fracture Tibia/Fibula/Radius/Ulna,1,PKG,50200-00-01,13315,
ORT-0035,Open Reduction/Internal Fixation-Fracture Screw Plates,1,PKG,48406-03-01,12680,
ORT-0036,Close Reduction-Fracture Dislocation,DAY CASE,PKG,99999-99-99,5330,
ORT-0038,Carpal Tunnel Syndrome Operation,1,PKG,39331-01-01,5075,
ORT-0039,O.R.I.F. For Recent / Old Neglected Fracture Dislocation Of Shoulder & Hip Joint,1,PKG,90595-00-00,14645,
ORT-0040,Achilles Tendon Length,1,PKG,49821-00-00,7485,
ORT-0041,Closed / Open Reduction & Internal Fixation W/ Plate,1,PKG,90559-00-00,6975,
ORT-0042,Sequestractomy Of Small Bones,1,PKG,90573-00-01,7943.25,
ORT-0044,Repair-Rsl Of Knee/ Ankle Ligament,1,PKG,39300-00-00,12680,
ORT-0045,Repair- Amputed Finger G.A. + X-Ray,1,PKG,90604-00-00,3045,
ORT-0046,Close Reduction-Simple Fracture G.A.,DAY CASE,PKG,99999-99-99,2540,
ORT-0047,"O.R.I.F For Dislocation Of Ankle, Wrist And Below",1,PKG,49560-03-01,13315,
ORT-0048,Close Reduction-Disclocate Phalanges Ga,DAY CASE,PKG,47036-00-01,1905,
ORT-0049,Menisectomy/Exc Cyst Of Knee Joint,1,PKG,49503-00-00,13189,
ORT-0050,"Close Reduction Of Simple (Tibia, Fibula, Radius, Ulna)",DAY CASE,PKG,47546-00-01,6340,
ORT-0051,Open Reduction-Fracture Dislocation Of Ankle/Wrist/Bone Graft,1,PKG,50104-00-01,12680,
ORT-0052,Arthrodesis (Knee/Hip/Tb),1,PKG,49509-01-00,25360,
ORT-0054,Open Of Recurrent Dislocation Shoulder,1,PKG,47012-00-01,24570,
ORT-0055,Excision Cyst/Bone & Graft,1,PKG,30241-00-01,15215,
ORT-0056,Congenital Dislocation,1,PKG,50130-00-01,13950,
ORT-0057,Major Joints Disarticulation,2,PKG,99999-99-99,23585,
ORT-0058,"Excision Of Malignant Tumors, Bone Graft",2,PKG,31205-00-10,31700,
ORT-0059,Excision Cyst/Bone Swelling & Graft,1,PKG,48239-00-00,13950,
ORT-0060,Laser Arthroscopy,1,PKG,50100-00-01,7610,
ORT-0061,Surgery Treat Benigh Tumor Of Bone + Bone Grafting,1,PKG,30241-00-01,11415,
ORT-0062,Svnovectomy (Open),1,PKG,50104-00-01,10145,
ORT-0063,Capsulotomy Of Finger Joints,1,PKG,90570-00-01,5075,
ORT-0064,Ext. Fixation Application Large Bones Implant Returnable,1,PKG,50130-00-01,15980,
ORT-0065,Close Reduction Of Dislocated Phalenges,DAY CASE,PKG,48406-12-00,2540,
ORT-0066,Bone Grafting Big Area,1,PKG,48239-00-00,10655,
ORT-0068,O.R.I.F. Of Fracture Pelvis,2,PKG,47060-00-01,19020,
ORT-0069,Tendon Repair/Tendon Transfer,1,PKG,47954-00-01,9890,
ORT-0070,Arthroplasties,1,PKG,50127-00-01,30430,
ORT-0071,Nerve Suture,1,PKG,39300-00-00,19020,
ORT-0072,Reduction/Fixation-Spinal Injury + Prosthesis + Pt,3,PKG,47702-00-00,38040,
ORT-0073,Decomposition Of Spine W/ Arthrodesis,3,PKG,50109-00-01,44380,
ORT-0074,Tra Vera Band,1,PKG,83700-00-00,13950,
ORT-0075,Goterex Band,1,PKG,83700-00-00,19020,
ORT-0076,Osteotomy,1,PKG,90569-00-01,10269.361558889845,
ORT-0077,Clr W/ Ligament Patella Band + P.T./I.P.,1,PKG,49539-00-01,19020,
ORT-0078,Digital Nerve Suture,1,PKG,39300-00-00,15215,
ORT-0079,Travera Band For Crucial Ligament Reconstruction-Pt/Ip,1,PKG,49509-01-00,16485,
ORT-0080,Core Tax Band For Crucial Ligament Reconstruction-Pt/Ip,1,PKG,50127-00-01,16485,
ORT-0081,Acl Reconstruction Grade Ii ( Complete Tear ),3,PKG,49542-01-01,35000,
ORT-0086,Hind Quarter Amputation,2,PKG,44373-00-00,22825,
ORT-0087,Laminectormy-Level 1,2,PKG,90024-00-00,22825,
ORT-0088,Laminectormy-Level 2,2,PKG,90604-00-00,25360,
ORT-0090,Laminectormy-L-Disectomy Recurrent,1,PKG,40300-00-00,19020,
ORT-0091,Bone Grafting,1,PKG,48239-00-00,9355.5,
ORT-0093,Arthroscopy Minisectomy,1,PKG,49560-03-01,12589.5,
ORT-0094,"Arthroscopy Washout, Trimming, Removal Of Loose Body",1,PKG,49560-00-01,6340,
ORT-0096,Congenital Dislocation Of Hip (Chd),1,PKG,47048-00-01,18018,
ORT-0100,Cruciate Ligament Reconstruction Without Prothesis,1,PKG,49539-01-01,15865.36875,
ORT-0101,Diagnostic Arthroscopy,1,PKG,49557-00-01,5259.030000000001,
ORT-0102,External Fixation Large Bones Implant Returnable + F/Ups,1,PKG,50130-00-01,17755,
ORT-0103,Excision Of Cervical Rib,1,PKG,48406-12-00,19020,
ORT-0106,G.A. Bone Swelling Biopsy Without Histopath,1,PKG,50200-00-01,5075,
ORT-0107,Laminectomy- Laser Conclusive,1,PKG,48654-00-00,22825,
ORT-0108,Laminectormy- Cervival Conclusive-Recurrent,2,PKG,45200-00-00,25360,
ORT-0109,Lumbar / Cervival Disectomy,1,PKG,40333-00-00,15765.75,
ORT-0110,Lumbar Disc Prolapse- Recurrent,2,PKG,40300-00-00,25360,
ORT-0111,Microscopical Nerve Suture,1,PKG,39300-00-00,19020,
ORT-0112,More Repair Of Flexor Tendon Of Finger (Direct),1,PKG,46432-00-01,9531.281589961953,
ORT-0113,O.R.I.F. & Partial Or Total Excision Of Patella,1,PKG,47060-00-01,12680,
ORT-0114,"O.R.I.F. For Commuted Or Mal-United Fracture Of The Femur, Tibia, Humerus",1,PKG,47528-00-01,19020,
ORT-0115,One Repair Of Flexor Tendon Of Finger (Direct),1,PKG,46432-00-01,7610,
ORT-0116,One Revision Of Tkr Operation Also Applicable To Knee Replacement + Pro,5,PKG,49527-00-01,50715,
ORT-0117,Orif For Recent & Old Neglected Fracture Dislocation Of Shoulder & Hip Joint,1,PKG,47012-01-01,16485,
ORT-0118,Orif Of Pelvis,1,PKG,47486-00-01,19020,
ORT-0119,Repair Of Ruptured Superficial Ligament Knee Or Ankle,1,PKG,49539-01-01,10145,
ORT-0120,Spine Fusion With Implants/Posterior Fusion Without Stephe Plate,3,PKG,48642-00-00,57055,
ORT-0121,Ulnar Nerve Transfer,1,PKG,39321-00-00,11415,
ORT-0122,With Graft Repair Of Flexor Tendon Of Finger (Direct),1,PKG,46411-00-01,12650,
ORT-0123,Surgical Meniscal Sturing - Arthroscopic,1,PKG,49563-00-01,13285,
ORT-0131,Acromioclavicular Joint Recnstruction,3,PKG,48921-00-01,20000,
ORT-0143,Failed Metal Removal,1,PKG,99999-99-99,7245,
ORT-0260,Endoscopic Discectomy,2,PKG,40300-00-00,48300,
ORT-2027,Total Hip Replacement - Unilateral ( Robotic System ) W/ Prosthesis,2,PKG,49318-00-00,69300,
ORT-2028,Total Knee Replacement - Unilateral ( Robotic System ) W/ Prosthesis,2,PKG,49518-00-00,69300,
ORT-2029,Arthroscopy Ankle Surgical Excision Osteochondral Defect Talus/Tibia W/ Drilling,1,PKG,49700-00-01,10000,
ORT-2033,GUIDED GROWTH EPIPHYSIODESIS (Bilateral),3,PKG,48512-00-02,45000,
P09INFUS1+,INFUSION QUICK SET 6MM X 60CM F/INSULIN PUMP MEDTRONIC #MMT-397 .,0,Medical Device,35838,720,
P09SENSO1+,SENSOR GUARDIAN 3 F/INSULIN PUMP MEDTRONIC #MMT-7020C1 .,0,Medical Device,44611,1575,
P11VAREL1J,Varelex Chickenpox Vaccination 0.5Ml,0,Service,92157-00-20,275,
P13SWABA1+,SWAB ALCOHOL PHARMACY X 200 .,0,SFDA,12-1433-2019,0.0805,
P13VASEL3O,VASELINE OINT 50GM .,0,SFDA,99999999999999,17.25,
P13WOUND1M  ,WOUNDIL CICACREAM 50GM .,0,SFDA,83700-00-00,74.4625,
P15ACCU13+,ACCU-CHECK SAFE-T-PRO LANCET X 200 .,0,SFDA,99999999999999,0.8625,
P15ACCUC1+,ACCU-CHEK SOFTCLIX LANCETS X 200 .,0,SFDA,99999999999999,0.345,
P15ACCUC15+,ACCU-CHEK INSTANT SUGAR TEST STRIP X 50 .,0,SFDA,99999999999999,2.76,
P15ACCUC2+,ACCU-CHEK ACTIVE SUGAR TEST STRIPS X 50 .,0,SFDA,99999999999999,1.955,
P15ACCUC6+,ACCU-CHEK PERFORMA SUGAR TEST STRIPS X 50 .,0,SFDA,99999999999999,2.76,
P15AEROC2+C,AEROCHAMBER DEVICE W/MASK FOR CHILDREN,0,SFDA,62680,86.25,
P15AEROC3+C,AEROCHAMBER INFANTS W/MASK,0,SFDA,62680,86.25,
P15BIONI2+,BIONIME GLUCOMETER DEVICE .,0,SFDA,99999999999999,126.5,
P15BIONI3+,BIONIME SUGAR TEST STRIPS X 50 .,0,SFDA,99999999999999,1.955,
P15BLOOD2+C,BLOOD PRESSURE MONITOR ( BEURER ) BM40,0,SFDA,99999999999999,310.5,
P15CONTO4+,CONTOUR NEXT SUGAR TEST STRIPS X 50 .,0,SFDA,99999999999999,2.875,
P15CONTU1+,CONTOUR-TS SUGAR TEST STRIPS X 50 .,0,SFDA,99999999999999,2.07,
P15HEALT1M,HEALTHY SKIN CREAM 50GM .,0,SFDA,6-1254-2010,79.35,
P15HYGRO1+,BLOOD PRESSURE PIC CLEAR RAPID DEVICE .,0,SFDA,99999999999999,460,
P15INSUP1+,INSUPEN 33 G X 4MM X 100 PCS,0,SFDA,34973,115,
P15LANCE2+,LANCETS BOX 200 .,0,SFDA,99999999999999,0.345,
P15MISSB1+,MISS BIBI NEBULZER (PIC SOLUTION) MACHINE X 1,0,SFDA,12719,494.5,
P15NEBUL3+,NEBULISER IH18 (BEURER),0,SFDA,12719,345,
P15ONE-T1+,ONE TOUCH GLUCOMETER DEVICE .,0,SFDA,99999999999999,356.5,
P15ONE-T5+,ONE TOUCH DELICA LANCETS X 100,0,SFDA,99999999999999,92,
P15ONETO1+,ONE TOUCH SELECT PLUS SUGAR TEST STRIP X 50,0,SFDA,41818,103.5,
P15ONETO2+,ONE TOUCH ULTRA SUGAR TEST STRIP,0,SFDA,99999999999999,3.105,
P15ONETV1+,ONE TOUCH VERIO SUGAR TEST STRIP,0,SFDA,99999999999999,2.99,
P15OXYGE1+,OXYGEN CONCENTRATOR-HOME DEVIC .,0,SFDA,83700-00-00,5635,
P15REGEN1+,REGEN A-CP KIT FOR PLASMA PREP.,0,SFDA,63938,1150,
P15ROSSM2+,BLOOD PRESSURE DEVICE ROSSMAX-BASIC .,0,SFDA,99999999999999,345,
P15WATCH1+,BLOOD PRESSURE MONITOR-BASIC .,0,SFDA,99999999999999,460,
P16ACCUC1+,ACCU-CHEK GLUCOMETER DEVICE .,0,SFDA,99999999999999,402.5,
P16ACCUF1+,ACCU-FINE PEN NEEDLE 31GX4MM X,0,SFDA,99999999999999,0.9775,
P16AXILL1+,AXILLARY CRUTCH BASIC X 2 .,0,SFDA,99999999999999,115,
P16CERVI7+,FUTURO SOFT CERVICAL COLLAR 2726 .,0,SFDA,99999999999999,119.6,
P16CONTO1+,CONTOUR-TS GLUCOMETER DEVICE .,0,SFDA,99999999999999,345,
P16COTON2+,COTTON COMPRESSION SIGVARIS-ABOVE KNEE .,0,SFDA,18-1256-2010,327.75,
P16ENERG1+,FUTURO ENERGIZING SUPP.GLOVE -ALL SIZE .,0,SFDA,83600-00-10,86.25,
