CODE,NAME,Price,LOS,Service Type,Insurance,SBS CODE 1,Code Hyphanated,Description,SBS CODE 2,Code Hyphanated.1,Description.1,SBS CODE 3,Code Hyphanated.2,Description.2,SBS CODE 4,Code Hyphanated.3,Description.3,SBS CODE 5,Code Hyphanated.4,Description.4,SBS CODE 6,Code Hyphanated.5,Description.5
FMURO-0127,BILATERAL LIGATION OF THE INT- ERNAL ILIAC VEIN,5567.1,,service,Total Care PL,341031702,34103-17-02,"Interruption of iliac vein,bilateral",,,,,,,,,,,,,,,
FMURO-0128,POST TRAUMATIC OPEN URETHROPLA STY,11138.6,,service,Total Care PL,373420000,37342-00-00,Urethroplasty - single stage procedure,,,,,,,,,,,,,,,
FMURO-0129,UROFLOWMETERY,286.0,,service,Total Care PL,119000000,11900-00-00,Urine flow study,,,,,,,,,,,,,,,
FMURO-0130,CYSTOSCOPY AND BIOPSY,1680.8,,service,Total Care PL,368120000,36812-00-00,Cystoscopy,,,,,,,,,,,,,,,
FMURO-0131,CYSTOURETHROSCOPY & UROSPIRAL,2095.5,,service,Total Care PL,368120000,36812-00-00,Cystoscopy,,,,,,,,,,,,,,,
FMURO-0132,ENDOSCOPIC DRAINAGE OF PROSTA- TIC ABSCESS,2095.5,,service,Total Care PL,372210000,37221-00-00,Endoscopic drainage abscess of prostate,,,,,,,,,,,,,,,
FMURO-0133,PAPAVERIN TEST,286.0,,service,Total Care PL,374150000,37415-00-00,Administration of agent into penis,,,,,,,,,,,,,,,
FMURO-0134,DOPPLER STUDY OF PENILE ARTER-IES,426.8,,service,Total Care PL,116020000,11602-00-00,Exam & rcrd wve frm perph vein Doppler,,,,,,,,,,,,,,,
FMURO-0135,DYNAMIC CAVERNPSOGRAPHY,1680.8,,service,Total Care PL,374150000,37415-00-00,Administration of agent into penis,,,,,,,,,,,,,,,
FMURO-0136,PUDENDAL ARTERIOGRAPHY,2095.5,,service,Total Care PL,599700300,59970-03-00,Peripheral arteriography,,,,,,,,,,,,,,,
FMURO-0137,ARTIFICIAL SPERMATOCELE,4177.8,,service,Total Care PL,376040000,37604-00-00,"Exploration scrotal contents, unilateral",,,,,,,,,,,,,,,
FMURO-0138,ARTIFICIAL SEMINAL ASPIRATION,1394.8,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMURO-0139,SURGICAL MANAGEMENT OF PRIAPRISM,4177.8,,service,Total Care PL,373930100,37393-01-00,Decomp priapism by penile aspiration,,,,,,,,,,,,,,,
FMURO-0140,LOCAL INSTILLATION OF B.C.G.   VACCINE,847.0,,service,Total Care PL,921450000,92145-00-00,Vaccination against tuberculosis,,,,,,,,,,,,,,,
FMURO-0141,TRANSURETHRAL MICROWAVE HYPER-THERMIC TREAT.PROSTRATE(FULL P,5567.1,,service,Total Care PL,372240000,37224-00-00,Endosc destruction proc on prostate,,,,,,,,,,,,,,,
FMURO-0142,TRAN.MIC.HYPERTHER.TREAT-60MS.,4177.8,,service,Total Care PL,921780090,92178-00-90,"Heat therapy, other",,,,,,,,,,,,,,,
FMURO-0143,TRAN.MIC.HYPER.TREAT.- 45 MINSFOR PROSTRATE,3490.3,,service,Total Care PL,921780090,92178-00-90,"Heat therapy, other",,,,,,,,,,,,,,,
FMURO-0144,TRAN.MIC.HYPER.TREAT.-30 MIN.,2789.6,,service,Total Care PL,921780090,92178-00-90,"Heat therapy, other",,,,,,,,,,,,,,,
FMURO-0145,TRAN.MIC.HYPER.TREAT. 15 MINS.,2095.5,,service,Total Care PL,921780090,92178-00-90,"Heat therapy, other",,,,,,,,,,,,,,,
FMURO-0146,TRAN.MIC.HYPER.TREAT.6 MOS.PST,1394.8,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMURO-0147,TRAN.MIC.HYPER.TREAT.3 MOS.PST,1120.9,,service,Total Care PL,921780090,92178-00-90,"Heat therapy, other",,,,,,,,,,,,,,,
FMURO-0148,TRAN.MIC.HYPER.TREAT.1MOS.POST,706.2,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMURO-0150,USER OF LAZER,1202.3,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMURO-0151,INTRACORPOSAL INJ. V.R. TEST,140.8,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMURO-0152,HALF I.C. PROGRAM - 12 DOSE,939.4,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMURO-0153,FULL I. C. PROGRAM - 25 DOSE,1862.3,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMURO-0154,I.C. PROGRAM + TRAINING,2387.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMURO-0155,BLADDER NECK SUSPENSION,5304.2,,service,Total Care PL,356840100,35684-01-00,Uterine suspension,,,,,,,,,,,,,,,
FMURO-0156,VASCULAR DOPPLER - OFFICE PROC,117.7,,service,Total Care PL,909110000,90911-00-00,Duplex ultrasound of vessels of other,,,,,,,,,,,,,,,
FMURO-0157,MEATOL ADVANCEMENT GLANULAR    PLASTY (MAGPI),1816.1,,service,Total Care PL,378180000,37818-00-00,Glanuloplasty for hypospadias,,,,,,,,,,,,,,,
FMURO-0158,EXPLORATION OF THE EPIDIDYMIS,1645.6,,service,Total Care PL,306440001,30644-00-01,"Epididymotomy,unilateral",,,,,,,,,,,,,,,
FMURO-0159,REPAIR OF FRACTURED PENIS,2090.0,,service,Total Care PL,374080100,37408-01-00,Repair fracture inv cavernous tis penis,,,,,,,,,,,,,,,
FMURO-0161,BLADDER NECK SUSPENTION,1675.3,,service,Total Care PL,370440100,37044-01-00,Retropubic proc for female stress incont,,,,,,,,,,,,,,,
FMURO-0162,VESICO VAGINAL FISTULA,4809.2,,service,Total Care PL,370290000,37029-00-00,Lap closure vesicovaginal fistula,,,,,,,,,,,,,,,
FMURO-0163,RECURRENT VESICO VAGINAL       FISTULA,6011.5,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMURO-0164,SECOND LOOK AFTER PECUTANEOUS,724.9,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMURO-0165,SECOND LOOK AFTER TUR,724.9,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMURO-0166,REPAIR OF BLADDER INJURY AFTER PELVIS,3606.9,,service,Total Care PL,370040200,37004-02-00,Other repair of bladder,,,,,,,,,,,,,,,
FMURO-0167,TESTICULAR PROSTESIS IMPLANTAT ION,1202.3,,service,Total Care PL,962270000,96227-00-00,"Insertion of testicular prosthesis, uni",,,,,,,,,,,,,,,
FMURO-0169,ECTOPIA VESICA REPAIR,5409.8,,service,Total Care PL,370500000,37050-00-00,Closure of bladder exstrophy,,,,,,,,,,,,,,,
FMURO-0170,CYSTOSCOPY AND D.J. INSERATION,847.0,,service,Total Care PL,368120000,36812-00-00,Cystoscopy,,,,,,,,,,,,,,,
FMURO-0171,REMOVAL OF D.J. STENT,847.0,,service,Total Care PL,368330100,36833-01-00,Endoscopic removal of ureteric stent,,,,,,,,,,,,,,,
FMURO-0172,PENOPLASTY,3501.3,,service,Total Care PL,904040000,90404-00-00,Other repair of penis,,,,,,,,,,,,,,,
FMURO-0173,VARICOSELECTOMY AND LAPAROSCOPIC,2095.5,,service,Total Care PL,306350000,,,303900000,30390-00-00,Laparoscopy,,,,,,,,,,,,
FMURO-0174,CYSTOSCOPY AND BLADDER HYDRO DISTENTION,1401.4,,service,Total Care PL,368270000,36827-00-00,Endosc controlled hydrodilation bladder,,,,,,,,,,,,,,,
FMURO-0175,RADICAL PROSTATICTOMY,11330.0,,service,Total Care PL,372090100,37209-01-00,Laparoscopic radical prostatectomy,,,,,,,,,,,,,,,
FMURO-0176,RENAL EXPLORATION,4400.0,,service,Total Care PL,365370101,36537-01-01,"Exploration of kidney, unilateral",,,,,,,,,,,,,,,
FMURO-0177,CORRECTION OF PENILE CURVATURE,1650.0,,service,Total Care PL,904040000,90404-00-00,Other repair of penis,,,,,,,,,,,,,,,
FMURO-0178,CYSTOSCOPY AND BOTOX INJECTION,1980.0,,service,Total Care PL,368510000,36851-00-00,Endosc admin of agt into bladder wall,,,,,,,,,,,,,,,
FMURO-0179,LASER ENDOPYELOTOMY,3080.0,,service,Total Care PL,366390101,36639-01-01,"Perc fragmentation of calculus of kidney, unilateral",,,,,,,,,,,,,,,
FMURO-0193,USE OF LASER I,1548.9100341796875,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMURO-2001,CYSTOLYSIS,1802.9,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMURO-2002,ABLATION OF POSTERIOR            URETHRAL VALVE,2649.9,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMURO-2004,BLADDER SCAN,500.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMVAS-0021,INSERTION PERMICATH,1860.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMVAS-0043,SUPERFICIALIZATION OF VEIN,2880.0,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMXRY-0001,SKULL AP. LATERAL,250.8,,service,Total Care PL,579010010,57901-00-10,"Radiography of skull, 1-3 vws",,,,,,,,,,,,,,,
FMXRY-0002,PARANASAL SINUSES 1 VIEW WATER,250.8,,service,Total Care PL,579030000,57903-00-00,Radiography of paranasal sinus,,,,,,,,,,,,,,,
FMXRY-0003,P.N.S./ SKULL PA. LAT. WATERS,315.7,,service,Total Care PL,579010000,,,,,,,,,,,,,,,,,
FMXRY-0004,NASAL BONES LATERAL,176.0,,service,Total Care PL,579210000,57921-00-00,Radiography of nose,,,,,,,,,,,,,,,
FMXRY-0005,MASTOID SCHULLERS AND STENVERS,315.7,,service,Total Care PL,579060001,57906-00-01,"Radiography of mastoid bone, unilateral",,,,,,,,,,,,,,,
FMXRY-0006,T.M.J.,467.5,,service,Total Care PL,579270000,,,,,,,,,,,,,,,,,
FMXRY-0007,MANDIBLE PA OBL.,310.2,,service,Total Care PL,579150000,57915-00-00,Radiography of mandible,,,,,,,,,,,,,,,
FMXRY-0008,ORBITS PA WATERS OBL.,310.2,,service,Total Care PL,579120000,57912-00-00,Radiography of other facial bone,,,,,,,,,,,,,,,
FMXRY-0009,NASOPHARRYNX LAT. VIEW,187.0,,service,Total Care PL,579210000,57921-00-00,Radiography of nose,,,,,,,,,,,,,,,
FMXRY-0010,ZYGOMATIC ARCH -TOWNES JUG LER,210.1,,service,Total Care PL,909080000,90908-00-00,Ultrasound of other site,,,,,,,,,,,,,,,
FMXRY-0011,CLAVICLE  5% AO OR PA,193.6,,service,Total Care PL,577060001,57706-00-01,"Radiography of clavicle, unilateral",,,,,,,,,,,,,,,
FMXRY-0012,ACROMIO CLAVICULAR JOINT,245.3,,service,Total Care PL,558080001,55808-00-01,"Ultrasound of shoulder or upper arm, unilateral",558080002,55808-00-02,"Ultrasound of shoulder or upper arm, bilateral",,,,,,,,,,,,
FMXRY-0013,A.C. JOINT W/ WEIGHT BEARING,158.4,,service,Total Care PL,577000011,57700-00-11,"Radiography of shoulder or scapula, 1 vw, unilateral",,,,,,,,,,,,,,,
FMXRY-0014,A.C. JOINT W/& W/O WHGHT.BEAR-,245.3,,service,Total Care PL,577000021,57700-00-21,"Radiography of shld/scapla, >=2 views, unilateral",,,,,,,,,,,,,,,
FMXRY-0015,SCAPULA AP LAT.,245.3,,service,Total Care PL,577000011/577000022,,,,,,,,,,,,,,,,,
FMXRY-0016,STERNUM ONE VIEW,176.0,,service,Total Care PL,585210000,58521-00-00,Radiography of sternum,,,,,,,,,,,,,,,
FMXRY-0017,STERNUM MULTIPLE VIEWS,257.4,,service,Total Care PL,585210000,58521-00-00,Radiography of sternum,,,,,,,,,,,,,,,
FMXRY-0018,STERNO CLAVICULAR JOINTS,193.6,,service,Total Care PL,585210000,58521-00-00,Radiography of sternum,,,,,,,,,,,,,,,
FMXRY-0019,RIBS UNILATERAL,216.7,,service,Total Care PL,585210100,58521-01-00,"Radiography of ribs, unilateral",,,,,,,,,,,,,,,
FMXRY-0020,RIBS BILATERAL,326.7,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMXRY-0021,CERVICAL SPINE AP LATERAL,236.5,,service,Total Care PL,581000000,58100-00-00,Radiography of cervical spine,,,,,,,,,,,,,,,
FMXRY-0022,CERVICAL SPINE AP LAT. OBLIQUE,297.0,,service,Total Care PL,581000000,58100-00-00,Radiography of cervical spine,,,,,,,,,,,,,,,
FMXRY-0023,C/SPINE AP LAT.OBL. FLEX.& EX,432.3,,service,Total Care PL,581000000,58100-00-00,Radiography of cervical spine,,,,,,,,,,,,,,,
FMXRY-0024,THORACIC SPINE AP LATERAL,315.7,,service,Total Care PL,581030000,58103-00-00,Radiography of thoracic spine,,,,,,,,,,,,,,,
FMXRY-0025,THORACIC OR LUMBAR AP STANDING,315.7,,service,Total Care PL,581120000,58112-00-00,"Radiography of spine, 2 regions",,,,,,,,,,,,,,,
FMXRY-0026,THORACIC SPINE AP LAT. SWIMM.,397.1,,service,Total Care PL,581030000,58103-00-00,Radiography of thoracic spine,,,,,,,,,,,,,,,
FMXRY-0027,LUMBAR SPINE AP LATERAL,275.0,,service,Total Care PL,581060000,58106-00-00,Radiography of lumbosacral spine,,,,,,,,,,,,,,,
FMXRY-0028,LUMBAR SPINE AP LAT OBL.,380.6,,service,Total Care PL,581060000,58106-00-00,Radiography of lumbosacral spine,,,,,,,,,,,,,,,
FMXRY-0029,SPINE (1 SEGMENT ) FLEX/EXT.,216.7,,service,Total Care PL,558520000,55852-00-00,Ultrasound of spine and spinal cord,,,,,,,,,,,,,,,
FMXRY-0030,SACRUM COCCYX AP LAT.,203.5,,service,Total Care PL,581090000,58109-00-00,Radiography of sacrococcygeal spine,,,,,,,,,,,,,,,
FMXRY-0031,SACROILAC JOINT AP OBL.,280.5,,service,Total Care PL,581090000,58109-00-00,Radiography of sacrococcygeal spine,,,,,,,,,,,,,,,
FMXRY-0032,SPINE FLEXION  EXT. AP & LAT.,315.7,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMXRY-0033,SCOLIOSIS STUDY AP VIEW,432.3,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMXRY-0034,COMPLETE SPINE AP & LAT VIEWS,793.1,,service,Total Care PL,581080000,58108-00-00,"Radiography of spine, 4 regions",,,,,,,,,,,,,,,
FMXRY-0035,SHOULDER AP AXIAL,245.3,,service,Total Care PL,577000021,57700-00-21,"Radiography of shld/scapla, >=2 views, unilateral",,,,,,,,,,,,,,,
FMXRY-0036,SHOULDER NEUTRAL AP,163.9,,service,Total Care PL,577000011/577000022,,,,,,,,,,,,,,,,,
FMXRY-0037,"SHOULDER AP INT.,EXT. ROTATION",315.7,,service,Total Care PL,577000011,57700-00-11,"Radiography of shoulder or scapula, 1 vw, unilateral",,,,,,,,,,,,,,,
FMXRY-0038,SPECIAL VIEW FOR GLENOID,158.4,,service,Total Care PL,577000011,57700-00-11,"Radiography of shoulder or scapula, 1 vw, unilateral",,,,,,,,,,,,,,,
FMXRY-0039,SHOULDER OF INTERTUBECULARIS,158.4,,service,Total Care PL,577000011,57700-00-11,"Radiography of shoulder or scapula, 1 vw, unilateral",,,,,,,,,,,,,,,
FMXRY-0040,HUMERUS AP LATERAL,236.5,,service,Total Care PL,575060001,57506-00-01,"Radiography of humerus, unilateral",,,,,,,,,,,,,,,
FMXRY-0041,ELBOW AP. LAT.,187.0,,service,Total Care PL,575060121,57506-01-21,"Radiography of elbow, >=3 views, unilateral",,,,,,,,,,,,,,,
FMXRY-0042,"ELBOW AP LAT. SP.,VIEW",333.3,,service,Total Care PL,575060121,57506-01-21,"Radiography of elbow, >=3 views, unilateral",,,,,,,,,,,,,,,
FMXRY-0043,ELBOW FOR CORONOID PROC' OBL.,140.8,,service,Total Care PL,575060121/575060112,,,,,,,,,,,,,,,,,
FMXRY-0044,ELBOW FOR SULCRUS ULNARIS,140.8,,service,Total Care PL,575060111,57506-01-11,"Radiography of elbow, 1-2 vws, unilateral",,,,,,,,,,,,,,,
FMXRY-0045,"FOREARM  AP., LATERAL",236.5,,service,Total Care PL,575060201,57506-02-01,"Radiography of forearm, unilateral",,,,,,,,,,,,,,,
FMXRY-0046,"WRIST PA, LAT.",187.0,,service,Total Care PL,575060311,57506-03-11,"Radiography of wrist, 1-2 vws, unilateral",,,,,,,,,,,,,,,
FMXRY-0047,WRIST PA. LAT. OBLIQUE,257.4,,service,Total Care PL,575060321,57506-03-21,"Radiography of wrist, >=3 views, unilateral",,,,,,,,,,,,,,,
FMXRY-0048,CARPAL TUNNEL (GAYNOR HART),181.5,,service,Total Care PL,575060311,57506-03-11,"Radiography of wrist, 1-2 vws, unilateral",,,,,,,,,,,,,,,
FMXRY-0049,HAND AP. OBL.,245.3,,service,Total Care PL,575060411,57506-04-11,"Radiography of hand, 1-2 vws, unilateral",575060412,57506-04-12,"Radiography of hand, 1-2 vws, bilateral",,,,,,,,,,,,
FMXRY-0050,HAND AP. LAT. OBL.,257.4,,service,Total Care PL,575060421,57506-04-21,"Radiography of hand, >=3 views, unilateral",,,,,,,,,,,,,,,
FMXRY-0051,HAND FOR PISIFORM/NAVICULAR,262.9,,service,Total Care PL,575060411,57506-04-11,"Radiography of hand, 1-2 vws, unilateral",,,,,,,,,,,,,,,
FMXRY-0052,BOTH HANDS AP,245.3,,service,Total Care PL,575060412,57506-04-12,"Radiography of hand, 1-2 vws, bilateral",,,,,,,,,,,,,,,
FMXRY-0053,FINGERS AP LAT. OBL.,199.1,,service,Total Care PL,575060421,57506-04-21,"Radiography of hand, >=3 views, unilateral",,,,,,,,,,,,,,,
FMXRY-0054,STRESS VIEW FINGERS,158.4,,service,Total Care PL,575060421,57506-04-21,"Radiography of hand, >=3 views, unilateral",,,,,,,,,,,,,,,
FMXRY-0055,PELVIS AP,165.0,,service,Total Care PL,577150000,57715-00-00,Radiography of pelvis,,,,,,,,,,,,,,,
FMXRY-0056,HIP-UNILATERAL AP/LAUENSTEIN,210.1,,service,Total Care PL,577120011,57712-00-11,"Radiography of hip joint, 1 vw, unilateral",,,,,,,,,,,,,,,
FMXRY-0057,HIP-BILATERAL AP/LAUENSTEIN,315.7,,service,Total Care PL,577120022,57712-00-22,"Radiography of hip joint, 2-3 vws, bilateral",,,,,,,,,,,,,,,
FMXRY-0058,HIP AP & FROG POSITION (BILAT),228.8,,service,Total Care PL,577120022,57712-00-22,"Radiography of hip joint, 2-3 vws, bilateral",,,,,,,,,,,,,,,
FMXRY-0059,HIP FOR HEAD OF FEMUR(30CA/AG),158.4,,service,Total Care PL,558160001,55816-00-01,"Ultrasound of hip, unilateral",,,,,,,,,,,,,,,
FMXRY-0060,OBTURATE FORAMEN & ALA.(1 SID),210.1,,service,Total Care PL,577150000,57715-00-00,Radiography of pelvis,,,,,,,,,,,,,,,
FMXRY-0061,HIPF SCHNEIDER POS. ONE SIDE,228.8,,service,Total Care PL,577120011,57712-00-11,"Radiography of hip joint, 1 vw, unilateral",,,,,,,,,,,,,,,
FMXRY-0062,FEMUR AP. LAT.,231.0,,service,Total Care PL,575180011,57518-00-11,"Radiography of femur, 1-2 vws, unilateral",,,,,,,,,,,,,,,
FMXRY-0063,KNEE AP. LAT.,231.0,,service,Total Care PL,575180111,57518-01-11,"Radiography of knee, 1-2 vws, unilateral",575180112,57518-01-12,"Radiography of knee, 1-2 vws, bilateral",,,,,,,,,,,,
FMXRY-0064,BOTH KNEES AP STANDING,193.6,,service,Total Care PL,575180112,57518-01-12,"Radiography of knee, 1-2 vws, bilateral",575180122,57518-01-22,"Radiography of knee, 3 views, bilateral",575180132,57518-01-32,"Radiography of knee, >=4 views, bilateral",,,,,,,,,
FMXRY-0065,"BOTH KNEES AP.,LAT.",350.9,,service,Total Care PL,575180112,57518-01-12,"Radiography of knee, 1-2 vws, bilateral",,,,,,,,,,,,,,,
FMXRY-0066,KNEE AP. LAT.SP.VIEW,304.7,,service,Total Care PL,558280001,55828-00-01,"Ultrasound of knee, unilateral",,,,,,,,,,,,,,,
FMXRY-0067,KNEE TUNNEL FRIK POSITION,140.8,,service,Total Care PL,575180111,57518-01-11,"Radiography of knee, 1-2 vws, unilateral",,,,,,,,,,,,,,,
FMXRY-0068,KNEE STRESS (ONE SIDE),193.6,,service,Total Care PL,575180111,57518-01-11,"Radiography of knee, 1-2 vws, unilateral",,,,,,,,,,,,,,,
FMXRY-0069,SKYLINE VIEW FOR PATELLA,158.4,,service,Total Care PL,575180111,57518-01-11,"Radiography of knee, 1-2 vws, unilateral",,,,,,,,,,,,,,,
FMXRY-0070,TIBIA/FIBULA AP LATERAL,236.5,,service,Total Care PL,575180201,57518-02-01,"Radiography of leg, unilateral",575180202,57518-02-02,"Radiography of leg, bilateral",,,,,,,,,,,,
FMXRY-0071,ANKLE AP LATERAL,193.6,,service,Total Care PL,575180311/575180322,,,,,,,,,,,,,,,,,
FMXRY-0072,ANKLE AP LATERAL OBL.,262.9,,service,Total Care PL,575180311,57518-03-11,"Radiography of ankle, 1-2 vws, unilateral",,,,,,,,,,,,,,,
FMXRY-0073,ANKLE STRESS BOTH SIDES,315.7,,service,Total Care PL,575180311,57518-03-11,"Radiography of ankle, 1-2 vws, unilateral",,,,,,,,,,,,,,,
FMXRY-0074,OS-CALSIS (HEEL)TANGENTIAL LAT,193.6,,service,Total Care PL,575180411,57518-04-11,"Radiography of foot, 1-2 vws, unilateral",,,,,,,,,,,,,,,
FMXRY-0075,FOOT AP LAT.,193.6,,service,Total Care PL,575180412,57518-04-12,"Radiography of foot, 1-2 vws, bilateral",,,,,,,,,,,,,,,
FMXRY-0076,"FOOT AP,LAT,OBL.",257.4,,service,Total Care PL,575180421,57518-04-21,"Radiography of foot, >=3 views, unilateral",,,,,,,,,,,,,,,
FMXRY-0077,FOOT TANG/LAT IN STANDING,140.8,,service,Total Care PL,575180411,57518-04-11,"Radiography of foot, 1-2 vws, unilateral",,,,,,,,,,,,,,,
FMXRY-0078,BOTH FEET AP LAT. IND STANDING,269.5,,service,Total Care PL,575180412,57518-04-12,"Radiography of foot, 1-2 vws, bilateral",,,,,,,,,,,,,,,
FMXRY-0079,TOES AP LATERAL OBL.,199.1,,service,Total Care PL,575180411,57518-04-11,"Radiography of foot, 1-2 vws, unilateral",,,,,,,,,,,,,,,
FMXRY-0080,CHEST PA VIEW OR LAT.,176.0,,service,Total Care PL,558120000,55812-00-00,Ultrasound of chest or abdominal wall,,,,,,,,,,,,,,,
FMXRY-0081,CHEST PA LAT. VIEWS,253.0,,service,Total Care PL,585000020,58500-00-20,"Radiography of chest, 2 views",,,,,,,,,,,,,,,
FMXRY-0082,CHEST PA LAT. & DECUBITUS,326.7,,service,Total Care PL,585000010,58500-00-10,"Radiography of chest, 1 view",,,,,,,,,,,,,,,
FMXRY-0083,CHEST PA LAT. OBL.,326.7,,service,Total Care PL,585000030,58500-00-30,"Radiography of chest, 3 views",,,,,,,,,,,,,,,
FMXRY-0084,CHEST-LAT W/BARRIUM,315.7,,service,Total Care PL,585000010,58500-00-10,"Radiography of chest, 1 view",,,,,,,,,,,,,,,
FMXRY-0085,CHEST APICAL VIEW,176.0,,service,Total Care PL,585000010/585000040,,,,,,,,,,,,,,,,,
FMXRY-0086,ABDOMEN FLAT (KUB),170.5,,service,Total Care PL,587000000,58700-00-00,Radiography of urinary tract,,,,,,,,,,,,,,,
FMXRY-0087,ABDOMEN ERECT.,187.0,,service,Total Care PL,589000090,58900-00-90,Radiography of abdomen,,,,,,,,,,,,,,,
FMXRY-0088,ABDOMEN FLAT.ERECT/DECUBITUS,253.0,,service,Total Care PL,589000030,58900-00-30,Radiography of abd compl decubitus/erect views,,,,,,,,,,,,,,,
FMXRY-0089,PELVIMETRY,391.6,,service,Total Care PL,595030000,59503-00-00,Radiographic pelvimetry,,,,,,,,,,,,,,,
FMXRY-0090,PANORAMA,315.7,,service,Total Care PL,579300000,57930-00-00,Radiography of teeth,,,,,,,,,,,,,,,
FMXRY-0091,CEPHALOMETRIC 1 VIEW,158.4,,service,Total Care PL,579020000,57902-00-00,Cephalometry,,,,,,,,,,,,,,,
FMXRY-0092,CEPHALOMETRIC 2 VIEWS,245.3,,service,Total Care PL,579020000,57902-00-00,Cephalometry,,,,,,,,,,,,,,,
FMXRY-0093,PANORAMA & CEPHALO 1 VIEW,350.9,,service,Total Care PL,579300000,57930-00-00,Radiography of teeth,579020000,57902-00-00,Cephalometry,,,,,,,,,,,,
FMXRY-0094,PANORAMA & CEPHALO 2 VIEWS,409.2,,service,Total Care PL,579120000,57912-00-00,Radiography of other facial bone,579020000,57902-00-00,Cephalometry,,,,,,,,,,,,
FMXRY-0095,PORTABLE CHARGE,158.4,,service,Total Care PL,960930000,96093-00-00,Repair asst/adaptive device/aid/equip,,,,,,,,,,,,,,,
FMXRY-0096,OPERATING ROOM CHARGE  30 MTS,315.7,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMXRY-0097,FLUROSCOPY CHARGE CHARGE 5 MTS,315.7,,service,Total Care PL,605030000,60503-00-00,Fluoroscopy,,,,,,,,,,,,,,,
FMXRY-0098,ANY AREA OR ORGAN 1 VIEW,176.0,,service,Total Care PL,909090000,90909-00-00,Radiography of other region,,,,,,,,,,,,,,,
FMXRY-0099,ANY AREA OR ORGAN 2 VIEWS,304.7,,service,Total Care PL,909090000,90909-00-00,Radiography of other region,,,,,,,,,,,,,,,
FMXRY-0100,COMPLETE LIMB ONE SIDE,350.9,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMXRY-0101,COMPLETE LIMB BOTH SIDES,665.5,,service,Total Care PL,,,,,,,,,,,,,,,,,,
FMXRY-0102,BABYGRAM,467.5,,service,Total Care PL,557000100,55700-01-00,Ultrasound for fetal growth measurement,,,,,,,,,,,,,,,
FMXRY-0103,WHOLE BODY BONE SURVEY,776.6,,service,Total Care PL,583060000,58306-00-00,Radiography of whole skeleton,,,,,,,,,,,,,,,
FMXRY-0105,FLUROSCOPY IN O.R. 5 MINUTES,158.4,,service,Total Care PL,605030000,60503-00-00,Fluoroscopy,,,,,,,,,,,,,,,
FMXRY-0106,FLUROSCOPY IN O.R. 10 MINUTES,315.7,,service,Total Care PL,605030000,60503-00-00,Fluoroscopy,,,,,,,,,,,,,,,
FMXRY-0107,FLUROSCOPY IN O.R. 15 MINUTES,391.6,,service,Total Care PL,605030000,60503-00-00,Fluoroscopy,,,,,,,,,,,,,,,
FMXRY-0200,NASOPHARYNX WUTH BARRIUM,239.8,,service,Total Care PL,579210000,57921-00-00,Radiography of nose,,,,,,,,,,,,,,,
FMXRY-0201,OESOPHAGOGRAM-DOUBLE CONT.,350.9,,service,Total Care PL,589090000,58909-00-00,Opaque meal phrynx/oesoph/stomch/duodnm,,,,,,,,,,,,,,,
FMXRY-0202,BA. SWALLOW (ESOP) DOUBLE CONT,315.7,,service,Total Care PL,589090000,58909-00-00,Opaque meal phrynx/oesoph/stomch/duodnm,,,,,,,,,,,,,,,
FMXRY-0203,BA. MEAL (UPPER GIT) DBLE.CONT,665.5,,service,Total Care PL,589090000,58909-00-00,Opaque meal phrynx/oesoph/stomch/duodnm,,,,,,,,,,,,,,,
FMXRY-0204,BA. MEAL(UPPER GIT) SINLE.CONT,600.6,,service,Total Care PL,589090000,58909-00-00,Opaque meal phrynx/oesoph/stomch/duodnm,,,,,,,,,,,,,,,
FMXRY-0205,SMALL BOWELL SERIES DBLE. CONT,1039.5,,service,Total Care PL,589150000,58915-00-00,Opaque meal of small intestine,,,,,,,,,,,,,,,
FMXRY-0206,SMALL BOWEL SERIES SINGLE CONT,600.6,,service,Total Care PL,589150000,58915-00-00,Opaque meal of small intestine,,,,,,,,,,,,,,,
FMXRY-0207,SMALL VOWEL SERIES + COLON,724.9,,service,Total Care PL,589120100,58912-01-00,Opaq meal & thru to colon w radiogr chst,,,,,,,,,,,,,,,
