SERVICE CODE,CATEGORY,SUB-CATEGORY,SERVICE DESCRIPTION,الـوصـــــــــــــــــــف ,CASH  PRICE
7128164,LABORATORY,HYSTOPATH. & CYTOLOGY,PERITONEAL FLUID NON-GYNECOLOGY CYTOLOGY LIQUID BASE,التحليل الخلوي للسائل البيرنثواني ,625.0
7128165,LABORATORY,HYSTOPATH. & CYTOLOGY,SYNOVIAL FLUID NON-GYNECOLOGY CYROLOGY LIQUID BASE,تحليل الخلوي للسائل الغضروفي ,625.0
7128166,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.FNA.BREAST MASS (ONE SIDE),فحص خلوي بالإبرة الدقيقة لورم الثدي (جهة واحدة),637.5
7128167,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.FNA.THYROID (ONE SIDE),فحص خلوي بالإبرة الدقيقة لورم الغدة الدرقية ,637.5
7128168,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.FNA LYMPH NODE (ONE),فحص خلوي بالإبرة الدقيقة لغدة ليمفاوية واحدة,637.5
7128169,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.FNA.SALIVARY GLAND,فحص خلوي بالإبرة الدقيقة لغدة لعابية,637.5
7128170,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.FNA. SOFT TISSUE MASS/CYST,فحص خلوي بالإبرة الدقيقة لورم أوكيس في الأنسجة الرخوة,637.5
7128171,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.GYN. CERVICAL SMEAR,فحص خلوي لمسحة من عنق الرحم,250.0
7128172,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.NGYN. NASAL SMEAR (EOSINOPHELIA) ,فحص خلوي لمسحة من الأنف (فحص الحساسية),250.0
7128173,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.NGYN. NIPPLE DISCHARGE (ONE SIDE)  ,فحص خلوي لإفرازات حلمة الثدي (جهة واحدة),250.0
7128174,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.NGYN. SPUTUM + 1 SP STAIN (AFB),فحص خلوي للبصاق + 1 صبغة خاصة (للدرن),375.0
7128175,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.NGYN. URINE CYTOLOGY,فحص خلوي للبول,250.0
7128176,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.BF. ASCETIC FLUID,فحص خلوي لسائل الإستسقاء,468.75
7128177,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.BF. PERITONEAL FLUID,فحص خلوي لسائل البريتوني,468.75
7128178,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.BF. PELVIC FLUID,فحص خلوي لسائل بتجويف الحوض,468.75
7128179,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.BF. PLEURAL FLUID,فحص خلوي للغشاء البلوري,468.75
7128180,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.BF.PERICARDIAL FLUID,فحص خلوي لإرتشاح شغاف القلب,468.75
7128181,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.BF. BAL (BRONCHALVEOLAR LAVAGE),فحص خلوي لسائل غسيل القصيبات والحويصلات الهوائية ,468.75
7128182,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.BF. BRUSH CYTOLOGY,فحص خلوي لسائل بالفرشاة الدقيقة,468.75
7128183,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.BF. OVARIAN CYST FLUID ASPIRATION (ONE SIDE),فحص خلوي لبزل كيس علي الميض (جهة واحدة),468.75
7128184,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.BF. BREAST CYST FLUID ASPIRATION,فحص خلوي لبزل كيس بالثدي (جهة واحدة),468.75
7128185,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.BF. SYNOVIAL FLUID (ONE JOINT),فحص خلوي لبزل مفصل واحد,468.75
7128186,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.BF. BARTHOLIN CYST FLUID ASPIRATION ,فحص خلوي لبزل كيس بارثولين,468.75
7128187,LABORATORY,HYSTOPATH. & CYTOLOGY,CYTO.BF. CSF,فحص خلوي لبزل سائل النخاع الشوكي,468.75
7128188,LABORATORY,HYSTOPATH. & CYTOLOGY,LIQUID BASED CYTOLOGY (LBC) PAP SMEAR,فحص بالخلايا من خلال مسح عنق الرحم,375.0
7128189,LABORATORY,HYSTOPATH. & CYTOLOGY,HPV PCR,فحص فيروس أتش بي في بالمسحة المهبيلة ,750.0
7128190,LABORATORY,HYSTOPATH. & CYTOLOGY,HPV + LBC PROFILE,فحص فيروس أتش بي في بالمسحة المهبيلة والخلايا المهبلية ,812.5
7128191,LABORATORY,HYSTOPATH. & CYTOLOGY,PERICARDIAL FLUID NON-GYNECOLOGY CYROLOGY LIQUID BASE,التحليل الخلوي لسائل غشاء التامور,625.0
7128192,LABORATORY,HYSTOPATH. & CYTOLOGY,OTHER BODY FLUID NON-GYNECOLOGY CYTOLOGY LIQUID BASE,التحليل الخلوي لمختلف سوائل الجسم ,625.0
7128193,LABORATORY,HYSTOPATH. & CYTOLOGY,EBER STAIN,صبغة إيبير,1250.0
7128194,LABORATORY,HYSTOPATH. & CYTOLOGY,WARTHIN - STARY SILVER STAIN,ورتن ستاري سيلفر,750.0
7129001,LABORATORY,IMMUNO-CHEMISTRY,ACTIN (SMOOTH MUSCLE), اكتيين (العضلات الناعمة),718.75
7129002,LABORATORY,IMMUNO-CHEMISTRY,ALK,ألك,718.75
7129003,LABORATORY,IMMUNO-CHEMISTRY,ALPHA-1-FETOPROTEIN, الفا فيتو بروتين,562.5
7129004,LABORATORY,IMMUNO-CHEMISTRY,ANDROGEN RECEPTOR (AR),مستقبلات الاندروجين (اي ار),718.75
7129005,LABORATORY,IMMUNO-CHEMISTRY,BCL2 ONCOPROTEIN, بي سي إل - 2,718.75
7129006,LABORATORY,IMMUNO-CHEMISTRY,BCL6 PROTEIN, بي سي إل - 6,718.75
7129007,LABORATORY,IMMUNO-CHEMISTRY,BER-EP4,بي اي ار - اي بي 4,718.75
7129008,LABORATORY,IMMUNO-CHEMISTRY,BETA CATININ,بيتا كاتينين,718.75
7129009,LABORATORY,IMMUNO-CHEMISTRY,BRCA-1, بركا - 1,562.5
7129010,LABORATORY,IMMUNO-CHEMISTRY,IGA/FITC, اي جي ايه / فلورنيس,500.0
7129011,LABORATORY,IMMUNO-CHEMISTRY,IGG/FITC, اي جي جي / فلورنيس,500.0
7129012,LABORATORY,IMMUNO-CHEMISTRY,IGM/FITC, اي جي ام / فلورنيس,500.0
7129013,LABORATORY,IMMUNO-CHEMISTRY,C3C COMPLEMENT / FITC, سي 3 اس كمبليمنت / فلورنيس,500.0
7129014,LABORATORY,IMMUNO-CHEMISTRY,C4 / FITC,سي4 / فلورنيس,562.5
7129015,LABORATORY,IMMUNO-CHEMISTRY,CA-125, سي إيه - 125,718.75
7129017,LABORATORY,IMMUNO-CHEMISTRY,CALDESMON,كالدسمون,562.5
7129018,LABORATORY,IMMUNO-CHEMISTRY,CALRETININ, كالريتيين,718.75
7129019,LABORATORY,IMMUNO-CHEMISTRY,CARCINOEMBRYONIC ANTIGEN (CEA), كارسينو ابمبريونك انتجن,562.5
7129020,LABORATORY,IMMUNO-CHEMISTRY,CD10, سي دي  10,562.5
7129021,LABORATORY,IMMUNO-CHEMISTRY,CD117 (C-KIT), سي دي  117 (سي -كيت),718.75
7129022,LABORATORY,IMMUNO-CHEMISTRY,CD138, سي دي  138,718.75
7129023,LABORATORY,IMMUNO-CHEMISTRY,CD15, سي دي 15,562.5
7129024,LABORATORY,IMMUNO-CHEMISTRY,CD19,سي دي 19,718.75
7129025,LABORATORY,IMMUNO-CHEMISTRY,CD1A ,سي دي 1 ايه,562.5
7129026,LABORATORY,IMMUNO-CHEMISTRY,CD1A TEST,أختبار سي دي 1 اي ,562.5
7129027,LABORATORY,IMMUNO-CHEMISTRY,CD20, سي دي 20,562.5
7129028,LABORATORY,IMMUNO-CHEMISTRY,CD23, سي دي 23,718.75
7129029,LABORATORY,IMMUNO-CHEMISTRY,CD3, سي دي  3,562.5
7129030,LABORATORY,IMMUNO-CHEMISTRY,CD30, سي دي  30,562.5
7129031,LABORATORY,IMMUNO-CHEMISTRY,CD31,سي دي 31,562.5
7129032,LABORATORY,IMMUNO-CHEMISTRY,CD34, سي دي  34,562.5
7129033,LABORATORY,IMMUNO-CHEMISTRY,CD4, سي دي  4,718.75
7129034,LABORATORY,IMMUNO-CHEMISTRY,CD43, سي دي 43,718.75
7129035,LABORATORY,IMMUNO-CHEMISTRY,"CD45, LEUCOCYTE COMMON ANTIGEN", سي دي 45,562.5
7129036,LABORATORY,IMMUNO-CHEMISTRY,CD5, سي دي 5,718.75
7129037,LABORATORY,IMMUNO-CHEMISTRY,CD56, سي دي 56,718.75
7129038,LABORATORY,IMMUNO-CHEMISTRY,CD68, سي دي 68,562.5
7129039,LABORATORY,IMMUNO-CHEMISTRY,CD7,سي دي 7,562.5
7129040,LABORATORY,IMMUNO-CHEMISTRY,CD79A,سي دي 79 أيه,718.75
7129041,LABORATORY,IMMUNO-CHEMISTRY,CD8, سي دي 8,562.5
7129042,LABORATORY,IMMUNO-CHEMISTRY,CD99, سي دي 99,718.75
7129043,LABORATORY,IMMUNO-CHEMISTRY,CDX2, سي دي إكس 2,718.75
7129044,LABORATORY,IMMUNO-CHEMISTRY,CHROMOGRANIN A, كروموجرانين,718.75
7129045,LABORATORY,IMMUNO-CHEMISTRY,CYCLIN D1, سايكين دي 1,718.75
7129046,LABORATORY,IMMUNO-CHEMISTRY,CYTOKERATIN 19,كايتوكرياتين 19,718.75
7129047,LABORATORY,IMMUNO-CHEMISTRY,CYTOKERATIN 20, سيتو كيراتين 20,562.5
7129048,LABORATORY,IMMUNO-CHEMISTRY,CYTOKERATIN 7, سيتو كيراتين 7,562.5
7129049,LABORATORY,IMMUNO-CHEMISTRY,"CYTOKERATIN, HIGH MOLECULAR WEIGHT", سيتو كيراتين (الوزن الجزئي عالي),562.5
7129050,LABORATORY,IMMUNO-CHEMISTRY,DESMIN, ديزمين,718.75
7129051,LABORATORY,IMMUNO-CHEMISTRY,DOG-1,دي او جي -1,718.75
7129052,LABORATORY,IMMUNO-CHEMISTRY,E-CADHERIN, إيي كادهيرن,718.75
7129053,LABORATORY,IMMUNO-CHEMISTRY,EPIDERMAL GROWTH FACTOR RECEPTOR (EFGR), مستقبلات ابيدير مال جروث فاكتور,718.75
7129054,LABORATORY,IMMUNO-CHEMISTRY,EPITHELIAL MEMBRANE ANTIGEN (EMA), إبيثيليال مميران انتجين,562.5
7129055,LABORATORY,IMMUNO-CHEMISTRY,ESTROGEN RECEPTOR (ER), مستقبلات الإستروجين,562.5
7129056,LABORATORY,IMMUNO-CHEMISTRY,FASCIN,أف أيه أس سي آي إن,718.75
7129057,LABORATORY,IMMUNO-CHEMISTRY,GCDFP-15,جي سي دي اف بي -15,718.75
7129058,LABORATORY,IMMUNO-CHEMISTRY,GLIAL FIBRILLARY ACIDIC PROTEIN (GFAP), جليال فيبربللرى انتجين,718.75
7129059,LABORATORY,IMMUNO-CHEMISTRY,HER2-NEU (E-ERBB-2) ONCOPROTEIN, هير -2 نيو,718.75
7129060,LABORATORY,IMMUNO-CHEMISTRY,HMB-45,اتش ام بي -45,562.5
7129061,LABORATORY,IMMUNO-CHEMISTRY,HUMAN CHORIONIC GONADOTROPIN, هيومان كوريونك جونادو تروبين,562.5
7129062,LABORATORY,IMMUNO-CHEMISTRY,HUMAN PAPILLOMA VIRUS (HPV) COCKTAIL, مجموعة هيمومان بابيلوما فيروس,562.5
7129063,LABORATORY,IMMUNO-CHEMISTRY,INHIBIN, انهبين,562.5
7129064,LABORATORY,IMMUNO-CHEMISTRY,INI-1,آي إن آي-1,718.75
7129065,LABORATORY,IMMUNO-CHEMISTRY,KAPPA LIGHT CHAINS, كابا ( السلسلة الخفيفة),562.5
7129066,LABORATORY,IMMUNO-CHEMISTRY,KI-67 (MIB-1), ك اي -67,562.5
7129067,LABORATORY,IMMUNO-CHEMISTRY,K-RAS, ك - راس,718.75
7129068,LABORATORY,IMMUNO-CHEMISTRY,LACTIC DEHYDROGENASE (LDH), لاكتك ديهيدروجيناز,718.75
7129069,LABORATORY,IMMUNO-CHEMISTRY,LAMBDA LIGHT CHAINS, لامبدا ( السلسلة الخفيفة),562.5
7129070,LABORATORY,IMMUNO-CHEMISTRY,LYPHATIC ENDOTHELIUM MARKER, دلالات ليمفاتك اندوثيلياليم,562.5
7129071,LABORATORY,IMMUNO-CHEMISTRY,MDM-2,أم دي أم 2,718.75
7129072,LABORATORY,IMMUNO-CHEMISTRY,MELAN-A, ميلانا - ايه,718.75
7129073,LABORATORY,IMMUNO-CHEMISTRY,MESOTHELIN, ميزوثيلين,562.5
7129074,LABORATORY,IMMUNO-CHEMISTRY,MOC-31,إم أو سي-31,718.75
7129075,LABORATORY,IMMUNO-CHEMISTRY,MUC-5 TEST,أختبار ام يو سي - 5,562.5
7129076,LABORATORY,IMMUNO-CHEMISTRY,MUMI,إم يو إم آي,718.75
7129077,LABORATORY,IMMUNO-CHEMISTRY,MYOGENIN TEST,اختبار المايوجينين,718.75
7129078,LABORATORY,IMMUNO-CHEMISTRY,MYOGLOBIN TEST,اختبار الميوجلوبين ,718.75
7129079,LABORATORY,IMMUNO-CHEMISTRY,NEUROFILAMENT PROTEIN, نيوروفيلامنت بروتين,718.75
7129080,LABORATORY,IMMUNO-CHEMISTRY,NEURON SPECIFIC ENOLASE (NSE), نيورون سبسيفك انولياز,562.5
7129081,LABORATORY,IMMUNO-CHEMISTRY,OCT2,أو سي تي 2,718.75
7129082,LABORATORY,IMMUNO-CHEMISTRY,OCT3,أو سي تي 3 ,718.75
7129083,LABORATORY,IMMUNO-CHEMISTRY,P-16,بي - 16,562.5
7129084,LABORATORY,IMMUNO-CHEMISTRY,P53 PROTEIN, بي 53 بروتين,718.75
7129085,LABORATORY,IMMUNO-CHEMISTRY,P-57, بي 57 بروتين,562.5
7129086,LABORATORY,IMMUNO-CHEMISTRY,P-63 PROTEIN, بي 63 بروتين,562.5
7129087,LABORATORY,IMMUNO-CHEMISTRY,PAN CYTOKERATIN, سيتو كيراتين بام,562.5
7129088,LABORATORY,IMMUNO-CHEMISTRY,PLACENTAL ALKALINE PHOSPHATASE (PLAP), بلاسنتال الكالين فوسفاتياز,718.75
7129089,LABORATORY,IMMUNO-CHEMISTRY,PROGESTERONE RECEPTOR (PR), مستقبلات البروجستيرون,562.5
7129090,LABORATORY,IMMUNO-CHEMISTRY,PROSTATE SPECIFIC ANTIGEN, بروستات سبيفك انتجين,718.75
7129092,LABORATORY,IMMUNO-CHEMISTRY,RACEMACE, راسماس,718.75
7129093,LABORATORY,IMMUNO-CHEMISTRY,S-100, إس - 100,562.5
7129094,LABORATORY,IMMUNO-CHEMISTRY,SALL4,إس أيه إل إل 4,718.75
7129095,LABORATORY,IMMUNO-CHEMISTRY,SOX-10,إس أو أكس 10,718.75
7129096,LABORATORY,IMMUNO-CHEMISTRY,SOX-4,إس أو أكس 4,718.75
7129097,LABORATORY,IMMUNO-CHEMISTRY,SYNAPTOPHYSIN, سينابوفيزين,718.75
7129098,LABORATORY,IMMUNO-CHEMISTRY,TCR,تي سي أر,718.75
7129099,LABORATORY,IMMUNO-CHEMISTRY,TCR-GAMMA,تي سي أر- جاما,718.75
7129100,LABORATORY,IMMUNO-CHEMISTRY,THYROGLOBULIN (IMMUNOHISTOCHEMISTRY),بروتين الغدة الدرقية,562.5
7129101,LABORATORY,IMMUNO-CHEMISTRY,THYROID TRANSCRIPTION FACTOR (TTF-1), ثيرويود ترانسكربشن فاكتور,718.75
7129102,LABORATORY,IMMUNO-CHEMISTRY,TYROCINASE,تيروسيناس,718.75
7129104,LABORATORY,IMMUNO-CHEMISTRY,WT-1,دبليو تي - 1,718.75
7131001,BLOOD BANK,BLOOD COMPONENTS,BLOOD GROUP (ABO & RH),فصيلــة الــدم + ار اتش ( معامل ريزوس ),125.0
7131002,BLOOD BANK,BLOOD COMPONENTS,DIRECT COOMB'S,كـومـبـس المبـاشــر,181.25
7131003,BLOOD BANK,BLOOD COMPONENTS,INDIRECT COOMB'S (ANTIBODY SCREEN),كـومـبـس غيـر المبـاشــر,231.25
7131004,BLOOD BANK,BLOOD COMPONENTS,ANTIBODY IDENTIFICATION,فحص الأجسـام المضـادة ,375.0
7131005,BLOOD BANK,BLOOD COMPONENTS,ANTI-D TITER,قياس مضاد دي لتنافـر الزمـر الدمويـة,200.0
7131006,BLOOD BANK,BLOOD COMPONENTS,COLD AGGLUTININS,الراصـات الـبـاردة,93.75
7131007,BLOOD BANK,BLOOD COMPONENTS,CROSS MATCHING (ONE UNIT),فحص توافق الدم ( وحدة دم واحدة ),450.0
7131008,BLOOD BANK,BLOOD COMPONENTS,FRESH FROZEN PLASMA  ,وحدة بلازما طازجة مجمدة / وحدة واحدة,975.0
7131009,BLOOD BANK,BLOOD COMPONENTS,PLATELET CONCETNRATE  ,وحدة صفائح دموية مركزة / بالوحدة,487.5
7131010,BLOOD BANK,BLOOD COMPONENTS,VENESECTION,سحـب وحــدة الــدم,225.0
7131011,BLOOD BANK,BLOOD COMPONENTS,"BLOOD COST W/O CROSS MATCHING, WITH LEUKOCYTE FILTER ",نقل دم بدون فحص توافق الدم,2243.75
7131012,GENERAL ,BLOOD COMPONENTS,"EXCHANGE TRANSFUSION WITH CONSULTANT DOCTOR, COMPLETE, WITH BLOOD", تغير دم المولود - كامل - مع اعطاء دم,3900.0
7131013,GENERAL ,BLOOD COMPONENTS,"EXCHANGE TRANSFUSION WITH CONSULTANT DOCTOR, PARTIAL, WITH BLOOD", تغير دم المولود - جزئى - مع اعطاء دم,3150.0
7131014,GENERAL ,BLOOD COMPONENTS,"EXCHANGE TRANSFUSION WITH CONSULTANT DOCTOR, PARTIAL, WITHOUT BLOOD", تغيير دم المولود جزئى بدون اعطاء دم,1275.0
7131015,BLOOD BANK,BLOOD COMPONENTS,LEUKOCYTE FILTER,فلتر كريات الدم البيضاء,193.75
7131016,BLOOD BANK,BLOOD COMPONENTS,CRYOPRECIPITATE,الترسيب بالتبريد,1500.0
7131017,BLOOD BANK,BLOOD COMPONENTS,AB-TITER (ANTI-D TITER),ايه بي - تيتير ( انتي - دي تيتير ),531.25
7131018,BLOOD BANK,BLOOD COMPONENTS,BLOOD COST WITH CROSSMATCHED (TRANSFUSION OF ONE UNIT OF WHOLE BLOOD),وحدة الدم مع فحص توافق الدم مع أختبارات المسح,2243.75
7131019,BLOOD BANK,BLOOD COMPONENTS,PLATELET RICH PLASMA,البلازما الغنية بالصفائح الدموية ,2000.0
7131020,BLOOD BANK,BLOOD COMPONENTS,APHERESIS PLATELET LEUKOCYTE (ONE DOSE),فصل صفائح الدم البيضاء ,3125.0
7131021,BLOOD BANK,BLOOD COMPONENTS,PACKED RBC (PRBC) EACH UNIT,بي ار بي سي ,2875.0
7131022,BLOOD BANK,BLOOD COMPONENTS,IRRADIATED PLATELET LEUCOCYTE REDUCED, اراديت بلايتل ليكوسايت رديسود,3750.0
3171001,CARDIO VASCULAR,C.V.T.,ECHO PORTABLE ,تصوير القلب بالموجات فوق الصوتية ( المتحرك ),2700.0
3171002,CARDIO VASCULAR,C.V.T.,HOLTER MONITORING,أختبار هولتر لمراقبة القلب لمدة 24 ساعة,1425.0
3171003,CARDIO VASCULAR,C.V.T.,PACEMAKER - EXTERNAL USE /DAY,منظم للقلب - خارجي / باليوم,825.0
3171004,CARDIO VASCULAR,C.V.T.,ARTERIAL PUNCT./LINE SAMPLING,بـذل شرياني / عـيــنـه,525.0
3171005,CARDIO VASCULAR,C.V.T.,APPLICATION OF EXTERIOR PACEMAKER,وضع منظم للقلب خـارجـي,300.0
3171006,CARDIO VASCULAR,C.V.T.,CPR (TEAM),استدعاء فريـق إنعـاش القـلـب,1200.0
3171007,CARDIO VASCULAR,C.V.T.,CARDIAC OUTPATIENT MEASUREMENT,قياس القلب بالعيادة الخارجية,825.0
3171008,CARDIO VASCULAR,C.V.T.,CARDIOVERSION/DEFIBRILLATION,صدمات كهربائية  لعلاج إضطرابات النظم,5625.0
3171009,CARDIO VASCULAR / INTERVENTIONAL RADIOLOGY,C.V.T.,ANGIOSEAL,انـجيـوسيـــل,4125.0
3171010,CARDIO VASCULAR,C.V.T.,CARE OF TEMPORARY PACEMAKER,العناية بمنظم القلب المـؤقــت,11250.0
3171011,CARDIO VASCULAR,C.V.T.,CARE OF CHEST DRAIN,العناية بجـهاز بـذل سوائـل الصـدر الـدائـم,675.0
3171012,CARDIO VASCULAR / INTERVENTIONAL RADIOLOGY,C.V.T.,CHEST DRAIN INSERTION,وضع أنبـوب لبـذل الصـدر,675.0
3171013,CARDIO VASCULAR,C.V.T.,CVP LINE INSERTION,قسطرة الوريد المركـزي و قياس ضغـطــه,225.0
3171014,CARDIO VASCULAR,C.V.T.,ENDO-TRACHEAL SUCTION,شفط السوائل عبر الأنبـوب الرغـامـي,225.0
3171015,CARDIO VASCULAR,C.V.T.,INFUSION SYRINGE PUMP,مضخــه محـالـيـل,375.0
3171016,CARDIO VASCULAR,C.V.T.,INTUBATION,تنبـيب الحنجـــرة,825.0
3171017,CARDIO VASCULAR,C.V.T.,INTUBATION - ELECTIVE,تنبـيب / أنتـقـائــي,600.0
3171018,CARDIO VASCULAR,C.V.T.,INSERTION OF SUTURES,تثبيت غـرز جراحيــة,300.0
3171019,CARDIO VASCULAR,C.V.T.,INVASIVE PRESSURE MONITORING,مراقبة الضغط الدموي عبـر الجهــاز ,825.0
3171020,CARDIO VASCULAR,C.V.T.,MOUTH CARE,العـنـايـة بـالـفـم,125.0
3171021,CARDIO VASCULAR,C.V.T.,NG FEEDING 24 HOURS,الأطعمة بطريقة تثبيت الأنف - المعدة,225.0
3171022,CARDIO VASCULAR,C.V.T.,NEBULIZATION / HOUR,أعطاء الدواء بالارذاذ / ساعـة ,125.0
3171023,CARDIO VASCULAR,C.V.T.,NG TUBE INSERTION,تثبيت الأنـف - المعـدة,225.0
3171024,CARDIO VASCULAR,C.V.T.,PERIPHERAL CANNULA INSERTION,وضع قسطرة وردية محيطية,75.0
3171025,CARDIO VASCULAR,C.V.T.,PULSE OXIMETRY,قياس الأوكسجين - النبض,225.0
3171026,CARDIO VASCULAR,C.V.T.,PR EXAMINATION,الفحص الأصبعي للشرج و المستقيم,375.0
3171027,CARDIO VASCULAR,C.V.T.,PRESSURE RELIEVING MATRESS,الفرش المخفف للضغط,525.0
3171028,CARDIO VASCULAR,C.V.T.,REMOVAL OF CHEST DRAIN,إزالة تثبيت بـذل الـصـدر,125.0
3171029,CARDIO VASCULAR,C.V.T.,REMOVAL OF CENTRAL LINE,إزالة تثبيت الضغط المركزي,125.0
3171030,CARDIO VASCULAR,C.V.T.,REMOVAL OF ARTERIAL LINE,إزالة تثبيت الشرايين,75.0
3171031,CARDIO VASCULAR,C.V.T.,REMOVAL OF SUTURES,إزالة الخيوط الجراحية,75.0
3171032,CARDIO VASCULAR,C.V.T.,REMOVAL OF SHETH (FEMORAL),إزالة الغمـد الفخـذي,225.0
3171033,CARDIO VASCULAR,C.V.T.,REMOVAL OF PACING WIRES,إزالـة أسـلاك منظـم القلب,150.0
3171034,CARDIO VASCULAR,C.V.T.,SKIN PREPARATION,تحضيـر الجلــد,150.0
3171035,CARDIO VASCULAR,C.V.T.,"SPECIMEN INHALATION (SPUT, URI, ET)",أخـذ العينـات ( بصـاق ، بذل........الخ ),82.5
3171036,CARDIO VASCULAR,C.V.T.,STEAM INHALATION,استنشاق بخـاري / بـدون أدويـة,150.0
3171037,CARDIO VASCULAR,C.V.T.,SWAN GANZ INSERTION,وضع قسطرة سـوان - جـائـز,525.0
3171038,CARDIO VASCULAR,C.V.T.,SWAN GANZ CARE,العناية بقسطرة سـوان - جـائـز,825.0
3171039,CARDIO VASCULAR,C.V.T.,TEMPERATURE MONITORING (HYPO),مراقبـة الحـرارة ( هبوط الحـرارة ),450.0
3171040,CARDIO VASCULAR,C.V.T.,TRACHEOSTOMY TUBE INSERTION,وضع أنبـوب في  التفمم الرغامي في العنق,825.0
3171041,CARDIO VASCULAR,C.V.T.,TRACHEOSTOMY TUBE CARE,العناية بالتفمم الرغامي في العنـق,450.0
3171042,CARDIO VASCULAR,C.V.T.,TPN ADMINISTRATION,التغذيـة الوريـدية الكاملـة ,225.0
3171043,CARDIO VASCULAR,C.V.T.,VENTILATOR 24 HOURS WITH SUCTION,استخدام التنفس الصناعي لمدة 24  ساعه مع الشفط,2700.0
3171044,CARDIO VASCULAR,C.V.T.,VENEPUNCTURE,اخذ عينـه وريديـة - نخـز وريـدي,75.0
3171045,CARDIO VASCULAR,C.V.T.,IABP - INTRA IORTIC BALLOON PUMP,مضخـة البالون الداخـلي الأبهـري,2250.0
3171046,CARDIO VASCULAR,C.V.T.,MYOCARDIAL BIOPSY,جزعـة من عضلة القلب,8250.0
3171047,CARDIO VASCULAR,C.V.T.,PACEMAKER FLOUROSCOPIC EVALUATION,تقييم عمل منظم ضربات القلب بالومضات,1125.0
3171048,CARDIO VASCULAR,C.V.T.,PACEMAKER ANALYSIS PROGRAMMING,تحليل عمل منظم ضربات القلب و تنظيميه ,1875.0
3171050,CARDIO VASCULAR / INTERVENTIONAL RADIOLOGY,C.V.T.,BRONCHIAL ARTERY ANGIOGRAPHY,تصوير الشريان الشعبي بالألـوان,13500.0
3171051,CARDIO VASCULAR,C.V.T.,IVUS (INTRAVASCULAR CORONARY ULTRASOUND IMAGING SYSTEM) IF USED WITH PTCA,تصوير بالموجات الصوتية لداخل الشريان التاجي,10625.0
3171052,CARDIO VASCULAR,C.V.T.,FFR (INTRAVASCULAR PRESSURE WIRE SYSTEM) IF USED WITH PTCA,قياس ضغط الدم الداخلي للشريان التاجي,13750.0
6121001,DENTAL,DIAGNOSTIC EXAM,INITIAL ORAL CONSULTATION,فحص الفـم المـبـدئــي,225.0
6121002,DENTAL,DIAGNOSTIC EXAM,FREE FOLLOW UP (DENTAL),زيـارة مجـانـيــة,0.0
6121003,DENTAL,DIAGNOSTIC EXAM,PERIODIC EXAMINATION,فحـص دوري,81.25
6121004,DENTAL,DIAGNOSTIC EXAM,"INTRAORAL PERIAPICAL - SINGLE, FIRST FILM",صـورة شعاعيـة صغيــرة,100.0
6121005,DENTAL,DIAGNOSTIC EXAM,X-RAY PANORAMIC,أشـعـة بـانـورامـيــة,500.0
6121006,DENTAL,DIAGNOSTIC EXAM,INTRAORAL COMPLETE SERIES (INCLUDING BITEWINGS),فحص شعاعي لجميع الأسنان,487.5
6121007,DENTAL,DIAGNOSTIC EXAM,INTRAORAL - OCCLUSAL FILM,صورة شعاعية إطباقيــة,162.5
6121008,DENTAL,DIAGNOSTIC EXAM,BIOPSY PUNCH/ASPIRATION,استئصال عينـه بالـشـفـط,125.0
6121009,DENTAL,DIAGNOSTIC EXAM,JUMPERS,جـمـبـــــرز,231.25
6121010,DENTAL,DIAGNOSTIC EXAM,EMERGENCY ORAL CONSULTATION,فحـص الفم / طــارئ,387.5
6121011,DENTAL,DIAGNOSTIC EXAM,BITEWINGS - TWO  FILMS,اشعـة مجـنـحـة فيلميــن,206.25
6121012,DENTAL,DIAGNOSTIC EXAM,BITEWINGS - FOUR FILMS,أشعة مجــنحــة أربـع أفــلام,375.0
6121013,DENTAL,DIAGNOSTIC EXAM,PULP VITALITY TEST,فحـص حيـويـة عصـب السـن,100.0
6121014,DENTAL,DIAGNOSTIC EXAM,DIAGNOSTIC CASTS ,قياسات تشخيصية للفكين,668.75
