Service Code;Service Description;Service Type;SBS;"Gross Price Applicable Effective
01. Jan.2026 to 31. Dec.2026 (SR )";"Gross Price Applicable Effective 01.
Jan.2027 to 31. Dec.2027 (SR )";"Gross Price Applicable Effective 01. Jan.2028 (SR )
Onward";Service Discount
FMORT-0113;DEBRIDEMENT OF COMPOUND FRACT. AT TIBIA & FIBULA;OS;90580-00-01;2533.75;2533.75;2533.75;0.2
FMORT-0114;DEBRIDEMENT OF COMPUND FRACT. AT TARSALS & METATARSALS;OS;90580-00-01;2033.75;2033.75;2033.75;0.2
FMORT-0115;DEBRIDEMENT OF COMPOUND FRACT. AT PHALANGES -FOOT;OS;90580-00-01;1693.75;1693.75;1693.75;0.2
FMORT-0117;CLOSED REDUCT OF DISLOCATN AT SHOULDER;OS;47009-00-01;852.5;852.5;852.5;0.2
FMORT-0118;CLOSED REDUCT OF DISLOCATN AT ELBOW;OS;47018-00-01;852.5;852.5;852.5;0.2
FMORT-0119;CLOSED REDUCT OF DISLOCATN AT WRIST;OS;47030-00-01;685;685;685;0.2
FMORT-0120;CLOSED REDUCT OF DISLOCATN AT HAND & FINGER;OS;47042-00-01;953.75;953.75;953.75;0.2
FMORT-0121;CLOSED REDUCT OF DISLOCATN AT HIP;OS;47048-00-01;1693.75;1693.75;1693.75;0.2
FMORT-0122;CLOSED REDUCT OF DISLOCATN AT KNEE;OS;47054-00-01;1357.5;1357.5;1357.5;0.2
FMORT-0123;CLOSED REDUCT OF DISLOCATN AT ANKLE;OS;47063-00-01;1233.75;1233.75;1233.75;0.2
FMORT-0124;CLOSED REDUCT OF DISLOCATN AT FOOT & TOE;OS;47069-00-01;510;510;510;0.2
FMORT-0125;OPEN REDUCT OF DISLOCATN AT UNSPEC. SITE;OS;83700-00-00;3380;3380;3380;0.2
FMORT-0126;OPEN REDUCT OF DISLOCATN AT SHOULDER;OS;47012-00-01;5066.25;5066.25;5066.25;0.2
FMORT-0127;OPEN REDUCT OF DISLOCATN AT ELBOW;OS;47021-00-01;4226.25;4226.25;4226.25;0.2
FMORT-0129;OPEN REDUCT OF DISLOCATION AT HAND & FINGER;OS;47033-00-01;3922.5;3922.5;3922.5;0.2
FMORT-0130;OPEN REDUCT OF DISLOCATION AT HIP;OS;47051-00-01;5066.25;5066.25;5066.25;0.2
FMORT-0131;OPEN REDUCT OF DISLOCATION AT KNEE;OS;47060-00-01;4226.25;4226.25;4226.25;0.2
FMORT-0132;OPEN REDUCT OF DISLOCATION AT ANKLE;OS;47066-00-01;3922.5;3922.5;3922.5;0.2
FMORT-0133;OPEN REDUCT OF DISLOCATION AT FOOT & TOE;OS;47072-00-01;3922.5;3922.5;3922.5;0.2
FMORT-0134;DIAGNOSTIC ARTROSC.OF SHOULDER;OS;48945-00-01;1850;1850;1850;0.2
FMORT-0135;DIAGNOSTIC ARTROSC. OF KNEE;OS;49557-00-01;1850;1850;1850;0.2
FMORT-0136;EXCISN OF MINISCUS PER ARTROSC;OS;49560-03-01;3380;3380;3380;0.2
FMORT-0137;CRUCIATE LIGAMENT REPAIR PER ARTHROSCOPE;OS;49539-00-01;3698.75;3698.75;3698.75;0.2
FMORT-0138;ARTHROTOMY FOR REMOVAL OF PROSTHESIS AT KNEE;OS;49515-00-01;2533.75;2533.75;2533.75;0.2
FMORT-0139;ARTHROTOMY FOR REMOVAL OF PROSTHESIS AT HIP;OS;83700-00-00;3922.5;3922.5;3922.5;0.2
FMORT-0141;BIOPSY-JOINT STRUCTURE OF - SHOULDER;OS;48945-01-01;1693.75;1693.75;1693.75;0.2
FMORT-0142;BIOPSY-JOINT STRUCTURE OF UNSPEC. SITE;OS;50100-01-01;1357.5;1357.5;1357.5;0.2
FMORT-0143;BIOPSY-JOINT STRUCTURE OF ELBOW;OS;49118-01-01;1357.5;1357.5;1357.5;0.2
FMORT-0144;BIOPSY-JOINT STRUCTURE OF WRIST;OS;49218-01-01;1357.5;1357.5;1357.5;0.2
FMORT-0145;BIOPSY-JOINT STRUCTURE OF HAND & FINGER;OS;50100-01-01;852.5;852.5;852.5;0.2
FMORT-0146;BIOPSY-JOINT STRUCTURE OF HIP;OS;49363-00-00;2033.75;2033.75;2033.75;0.2
FMORT-0147;BIOPSY-JOINT STRUCTURE OF KNEE;OS;49557-01-01;1693.75;1693.75;1693.75;0.2
FMORT-0148;BIOPSY-JOINT STRUCTURE OF ANKLE;OS;49700-01-01;1357.5;1357.5;1357.5;0.2
FMORT-0149;BIOPSY-JOINT STRUCTURE OF FOOT & TOE;OS;50100-01-01;852.5;852.5;852.5;0.2
FMORT-0150;BIOPSY-JOINT STRUCTURE OF SPINE;OS;50100-01-01;2533.75;2533.75;2533.75;0.2
FMORT-0151;CLUB FOOT RELEASE;OS;50321-00-00;6725;6725;6725;0.2
FMORT-0152;CORRECTIN OF METATARSUS VARUS;OS;90604-00-00;2533.75;2533.75;2533.75;0.2
FMORT-0153;RELEASE OF ADHERENT JNT CAPSUL CARTILAGE-UNSPEC. SITE.;OS;90570-00-02;2533.75;2533.75;2533.75;0.2
FMORT-0154;RELEASE OF ADHERENT JNT CAPSUL LIGAMENT CARTILAGE- SHOULDER;OS;90600-01-01;3038.75;3038.75;3038.75;0.2
FMORT-0155;RELEASE OF ADHERENT JNT CAPSUL LIGAMENT CARTILAGE- ELBOW;OS;49100-02-01;2533.75;2533.75;2533.75;0.2
FMORT-0156;RELEASE OF ADHERENT JNT CAPSUL LIGAMENT CARTILAGE- WRIST;OS;49221-02-01;1693.75;1693.75;1693.75;0.2
FMORT-0157;RELEASE OF ADHERENT JNT CAPSUL LIGAMENT CARTILAGE- HANDFINGER;OS;90544-00-01;1233.75;1233.75;1233.75;0.2
FMORT-0158;RELEASE OF ADHERENT JNT CAPSUL LIGAMENT CARTILAGE-HIP;OS;90570-00-01;3380;3380;3380;0.2
FMORT-0159;RELEASE OF ADHERENT JNT CAPSUL LIGAMENT CARTILAGE- KNEE;OS;49500-04-01;2533.75;2533.75;2533.75;0.2
FMORT-0160;RELEASE OF ADHERENT JNT CAPSUL LIGAMENT CARTILAGE- ANKLE;OS;90570-00-01;1962.5;1962.5;1962.5;0.2
FMORT-0161;Release of Adherent JNT Capsul Ligament Cartilage-Foot & Toe;OS;90570-00-01;1233.75;1233.75;1233.75;0.2
FMORT-0162;Release of Adherent JNT Capsul Ligament Cartilage-Spine;OS;90570-00-01;3380;3380;3380;0.2
FMORT-0163;EXCISION OF DESTRUCTION INTER- VERTEBRAL DISC;OS;40300-00-00;5066.25;5066.25;5066.25;0.2
FMORT-0164;EXCISN OF SEMILUNAR CARTILAGE OF KNEE;OS;90574-01-01;3922.5;3922.5;3922.5;0.2
FMORT-0165;COMPLETE OR PARTL.RESEC OF SYNOVIAL MEMB.UNSPEC.SITE;OS;50104-00-01;2533.75;2533.75;2533.75;0.2
FMORT-0166;COMPLETE OR PARTL.RESECTION OF SYNOVIAL MEMBR.- SHOULDER;OS;48936-00-01;3038.75;3038.75;3038.75;0.2
FMORT-0167;COMPLETE OR PARTL.RESECTION OF SYNOVIAL MEMB.-ELBOW;OS;48936-00-01;2533.75;2533.75;2533.75;0.2
FMORT-0168;COMPLETE OR PARTL.RESECTION OF SYNOVIAL MEMB.-WRIST;OS;46342-00-01;1693.75;1693.75;1693.75;0.2
FMORT-0169;COMPLETE OR PARTL.RESECTION OF SYNOVIAL MEMB.-HAND & FINGER;OS;46336-00-01;1357.5;1357.5;1357.5;0.2
FMORT-0170;COMPLETE OR PARTL. RESECTION OF HIP;OS;49312-00-00;2533.75;2533.75;2533.75;0.2
FMORT-0171;COMPLETE OF PARTL RESECTION OF KNEE;OS;90574-01-01;2033.75;2033.75;2033.75;0.2
FMORT-0172;INTRA-ART INJ. TO SHOULDER & MEDICATION;OS;50124-01-31;342.8;342.8;342.8;0.2
FMORT-0173;COMPLETE OR PARTL. RESECTION OF ANKLE;OS;90574-01-01;1357.5;1357.5;1357.5;0.2
FMORT-0184;BELOW KNEE CAST ADULT (ORDINARY);OS;96092-00-00;315;315;315;0.2
FMORT-0191;ATLAS AXIS SPINAL FUSION;OS;48660-00-00;6746.25;6746.25;6746.25;0.2
FMORT-0193;DORSAL SPINAL FUSION;OS;48642-00-00;6746.25;6746.25;6746.25;0.2
FMORT-0194;DORSO-LUMBAR SPINAL FUSION W/ HARRINGTON ROD;OS;48642-00-00;10131.25;10131.25;10131.25;0.2
FMORT-0195;OTHER DORSO-LUMBAR SPINAL - FUSION;OS;48642-00-00;8433.75;8433.75;8433.75;0.2
FMORT-0196;Lumbar Spinal Fusion;OS;48642-00-00;7598.75;7598.75;7598.75;0.2
FMORT-0197;LUMBO-SACRAL SPINAL FUSION;OS;48642-00-00;8433.75;8433.75;8433.75;0.2
FMORT-0199;ARTHRODESIS OF FOOT & ANKLE W/ BONE GRAFT;OS;50124-00-01;5907.5;5907.5;5907.5;0.2
FMORT-0200;ANKLE FUSION(TIBUTALAR FUSION);OS;49712-00-00;5066.25;5066.25;5066.25;0.2
FMORT-0201;TRIPLE ARTHRODESIS (TALUS TO CALCANEUS TO CABOID &NAVICULAR;OS;49815-00-00;5407.5;5407.5;5407.5;0.2
FMORT-0203;MIDTARSAL FUSION;OS;44364-00-01;5066.25;5066.25;5066.25;0.2
FMORT-0204;TARSOMETATARSAL FUSION;OS;49815-00-00;4226.25;4226.25;4226.25;0.2
FMORT-0205;METATARSO PHALANGEAL FUSION;OS;49845-00-00;3922.5;3922.5;3922.5;0.2
FMORT-0208;ARTHRODESIS OF UNSPECIFIED JNT;OS;50109-00-01;3922.5;3922.5;3922.5;0.2
FMORT-0209;Arthrodesis of Hip;OS;49306-00-00;5066.25;5066.25;5066.25;0.2
FMORT-0210;ARTHRODESIS OF KNEE;OS;49509-01-00;5066.25;5066.25;5066.25;0.2
FMORT-0211;ARTHRODESIS OF SHOULDER;OS;48939-00-01;5066.25;5066.25;5066.25;0.2
FMORT-0212;ARTHRODESIS OF ELBOW;OS;49106-00-01;5066.25;5066.25;5066.25;0.2
FMORT-0213;ARTHRODESIS OF CARPORADIAL JNT;OS;49200-00-01;3380;3380;3380;0.2
FMORT-0214;METACARPO-CARPAL FUSION;OS;46303-00-01;3380;3380;3380;0.2
FMORT-0215;METACARPO PHALANGEAL FUSION;OS;46300-01-02;3380;3380;3380;0.2
FMORT-0216;INTRPHALANGEAL FUSION;OS;46300-00-01;2533.75;2533.75;2533.75;0.2
FMORT-0219;Medial Collateral Ligament Repair;OS;49539-01-01;5066.25;5066.25;5066.25;0.2
FMORT-0220;VASTUS MEDIALIS ADVANCEMENT;OS;47954-00-01;2533.75;2533.75;2533.75;0.2
FMORT-0221;SEMITENDINOSUS ADVANCEMENT;OS;47954-00-01;2533.75;2533.75;2533.75;0.2
FMORT-0223;TOTAL HIP REPLACEMENT W/USE OF METHYL METHACRYLATE;OS;49318-00-00;8433.75;8433.75;8433.75;0.2
FMORT-0224;REVISN OF TOTAL HIP REPLACEMNT;OS;49324-00-00;10131.25;10131.25;10131.25;0.2
FMORT-0225;ADDITIONAL CHARGES OF ANY TWO OPERATIONS;OS;96092-00-00;1693.75;1693.75;1693.75;0.2
FMORT-0239;ARTHROPLASTY OF CARPALS W/O SYNTHETIC PROSTHESIS;OS;46324-00-01;5066.25;5066.25;5066.25;0.2
FMORT-0240;ARTHOCENTESIS (JNT ASPIRATION);OS;50124-00-01;343.75;343.75;343.75;0.2
FMORT-0241;INJ.OF THERAPEUTIC SUBSTANCE INTO JOINT OR LIGAMENT;OS;39013-01-00;263.9;263.9;263.9;0.2
FMORT-0243;crepe bandage;OS;83700-00-00;31.05;31.05;31.05;0.2
FMORT-0245;EXPLORATION OF TENDON SHEAT OF HAND;OS;47972-00-01;1693.75;1693.75;1693.75;0.2
FMORT-0246;MYOTOMY OF HAND;OS;90545-00-01;1693.75;1693.75;1693.75;0.2
FMORT-0247;Bursotomy of Hand;OS;90568-01-01;1693.75;1693.75;1693.75;0.2
FMORT-0248;INCISION & DAINAGE OF PALMAR OR THENAR SPACE;OS;46519-00-01;1693.75;1693.75;1693.75;0.2
FMORT-0250;TENOTOMY OF HAND;OS;46456-00-01;2533.75;2533.75;2533.75;0.2
FMORT-0251;FACIOTOMY OF HAND;OS;47981-02-01;2033.75;2033.75;2033.75;0.2
FMORT-0252;GANGLIOCTOMY AT TENDON SHEATH (WRIST);OS;46498-00-01;1693.75;1693.75;1693.75;0.2
FMORT-0253;EXCISION OF LESION OF MUSCLE OF HAND;OS;31350-00-01;1693.75;1693.75;1693.75;0.2
FMORT-0254;EXCISION OF LESION OF OTHER LESION OF SOFT TISSUE-HAND;OS;31350-00-01;1693.75;1693.75;1693.75;0.2
FMORT-0255;SKIN GRAFT OF HAND;OS;45448-05-01;2203.75;2203.75;2203.75;0.2
FMORT-0256;BURSECTOMY OF HAND;OS;30107-01-01;2203.75;2203.75;2203.75;0.2
FMORT-0257;Excision of Tendon of Hand for Graft;OS;90578-00-01;2033.75;2033.75;2033.75;0.2
FMORT-0258;OTHER TENOTOMY OF HAND;OS;47972-00-01;2203.75;2203.75;2203.75;0.2
FMORT-0259;TENOSYNOVECTOMY OF HAND;OS;47969-00-01;2033.68;2033.68;2033.68;0.2
FMORT-0260;Excision of Muscle or Facia of Hand for Graft;OS;90577-00-01;2533.75;2533.75;2533.75;0.2
FMORT-0262;RELEASE OF DUPUYTREN S CONTRA- CTURE;OS;46381-00-01;2533.75;2533.75;2533.75;0.2
FMORT-0266;DELAYED SUTURE OF FLEXOR TENDN OF HAND;OS;46435-00-01;3380;3380;3380;0.2
FMORT-0267;DELAYED SUTURE OF OTHER TENDON OF HAND;OS;47963-02-01;5066.25;5066.25;5066.25;0.2
FMORT-0272;RECESSION OF TENDON OF HAND;OS;47963-02-01;2203.75;2203.75;2203.75;0.2
FMORT-0273;REATTACHEMNT OF TENDON OF HAND;OS;90584-01-01;2203.75;2203.75;2203.75;0.2
FMORT-0274;REATTACHEMNT OF MUSCLE OF HAND;OS;90585-00-00;2203.75;2203.75;2203.75;0.2
FMORT-0279;Graft Reconstruction of Thumb;OS;45451-06-01;2203.75;2203.75;2203.75;0.2
FMORT-0280;BONE RECONSTRUCTION OF THUMB;OS;83700-00-00;2540;2540;2540;0.2
FMORT-0281;RECONSTRUCTION OF OPPONEUSPLA- STY;OS;46507-00-01;3380;3380;3380;0.2
FMORT-0283;PLASTIC OPERATION ON HAND W/ OTHER GRAFT OR IMPLANT;OS;90547-00-01;8433.75;8433.75;8433.75;0.2
FMORT-0287;REPAIR OF MALLET FINGER;OS;46438-00-01;2533.75;2533.75;2533.75;0.2
FMORT-0288;OTHER TENDESIS OF HAND;OS;47963-01-01;3380;3380;3380;0.2
FMORT-0291;LYSIS OF ADHESIONS OF HAND;OS;90544-00-01;2533.75;2533.75;2533.75;0.2
FMORT-0293;INJ.OF THERAPEUTIC SUBS.INTO BURSA OF HAND;OS;50124-01-10;265;265;265;0.2
FMORT-0295;ACHILLOOTENOTOMY;OS;49718-01-00;2533.75;2533.75;2533.75;0.2
FMORT-0296;ADDUCTIONTENOTOMY OF HIP;OS;50375-01-00;2203.75;2203.75;2203.75;0.2
FMORT-0297;Aponarotomy;OS;39324-01-00;2033.75;2033.75;2033.75;0.2
FMORT-0298;DIVISION OF TENDON;OS;47954-00-01;2033.75;2033.75;2033.75;0.2
FMORT-0299;TENDON RELEASE;OS;47972-00-01;2033.75;2033.75;2033.75;0.2
FMORT-0300;DIVISION OF ILIO-TIBIAL BOND;OS;90579-00-01;2533.75;2533.75;2533.75;0.2
FMORT-0301;RELEASE OF VOLKMANN S CONTRAC- TURE BY FASCIOTOMY;OS;90579-00-01;2533.75;2533.75;2533.75;0.2
FMORT-0302;BIOPSY OF SOFT TISSUE OF HAND;OS;30075-01-01;1693.75;1693.75;1693.75;0.2
FMORT-0304;EXCISION OF LESION (GANGLION) OF TENDON EXCEPT HAND;OS;30107-00-01;1951.25;1951.25;1951.25;0.2
FMORT-0305;Excision of Heteroptic Bone;OS;90572-00-01;2533.75;2533.75;2533.75;0.2
FMORT-0306;EXCISION OF MUSCLE SCAR OF VOLMANN S CONTRACTURE;OS;50112-00-01;2033.75;2033.75;2033.75;0.2
FMORT-0307;EXCISN OF MYOSITIS OSSIFICANS;OS;83700-00-00;2033.75;2033.75;2033.75;0.2
FMORT-0308;EXCISION OF BAKER S CYST;OS;30114-00-00;2533.75;2533.75;2533.75;0.2
FMORT-0310;RELEASE OF CLUBFOOT W/ DORSAL CAPSULATORY;OS;50321-00-00;2601.25;2601.25;2601.25;0.2
FMORT-0311;HAM STRING LENGHTENING;OS;47957-00-01;3380;3380;3380;0.2
FMORT-0312;HEEL CORD SHORTENING;OS;49718-01-00;2533.75;2533.75;2533.75;0.2
FMORT-0314;QUADRICEPS PLASTY;OS;49569-00-01;2533.75;2533.75;2533.75;0.2
FMORT-0315;INSERTION OR REPLACE OF SKELE- TAL MUSCLE STIMULATOR;OS;90561-00-01;3893.75;3893.75;3893.75;0.2
FMORT-0317;AMPUTATION OF UPPER LIMB;OS;44328-01-00;5066.25;5066.25;5066.25;0.2
FMORT-0319;AMPUTATION & DISARTICULATION OF THUMB;OS;46465-00-01;5066.25;5066.25;5066.25;0.2
FMORT-0320;AMPUTATION THROUGH CARPALS;OS;44325-00-01;2601.25;2601.25;2601.25;0.2
FMORT-0321;DISARTICULATION OF WRIST;OS;44328-02-01;3380;3380;3380;0.2
FMORT-0322;AMPUTATION THROUGH FOREARM;OS;44328-00-01;3380;3380;3380;0.2
FMORT-0323;AMPUTATION THROUGH HUMERUS;OS;44328-01-00;3380;3380;3380;0.2
FMORT-0324;DISARTICULATION OF SHOULDER;OS;44331-00-01;5066.25;5066.25;5066.25;0.2
FMORT-0325;INTERTHORACOSCAPULAR AMPUTATN;OS;44334-00-01;6746.25;6746.25;6746.25;0.2
FMORT-0326;LOWER LIMB AMPUTATION;OS;83700-00-00;5066.25;5066.25;5066.25;0.2
FMORT-0327;AMPUTATION OF TOE;OS;44338-00-01;1693.75;1693.75;1693.75;0.2
FMORT-0328;Amputation of Forefoot;OS;44364-00-01;2533.75;2533.75;2533.75;0.2
FMORT-0329;AMPUTATION THRU MIDDLE OF FOOT;OS;44364-00-01;2533.75;2533.75;2533.75;0.2
FMORT-0330;CHOPART ARTHRODESIS;OS;50118-00-00;2533.75;2533.75;2533.75;0.2
FMORT-0331;MIDTARSALS AMPUTATION;OS;44364-00-01;2533.75;2533.75;2533.75;0.2
FMORT-0332;TRANSMETATARSAL AMPUTATION;OS;44364-01-01;2533.75;2533.75;2533.75;0.2
FMORT-0333;DISARTICULATION OF ANKLE;OS;44361-00-01;3380;3380;3380;0.2
FMORT-0334;DISARTICULATION OF KNEE;OS;44367-01-00;5066.25;5066.25;5066.25;0.2
FMORT-0335;AMPUTATION OF LEG THRU FEMUR;OS;44367-00-00;5066.25;5066.25;5066.25;0.2
FMORT-0336;AMPUTATION OF THIGH;OS;99999-99-99;6746.25;6746.25;6746.25;0.2
FMORT-0337;COVERSN OF BELOW KNEE AMPUTATN TO ABOVE KNEE AMPUTATION;OS;44367-00-00;5907.5;5907.5;5907.5;0.2
FMORT-0338;DISARTICULATION OF HIP;OS;44370-00-00;6746.25;6746.25;6746.25;0.2
FMORT-0339;HEMIPELVECTOMY;OS;44373-00-00;7598.75;7598.75;7598.75;0.2
FMORT-0340;THUMB REATTACHEMENT;OS;46483-00-01;8433.75;8433.75;8433.75;0.2
FMORT-0341;FINGER REATTACHEMENT;OS;46483-00-01;8433.75;8433.75;8433.75;0.2
FMORT-0342;FOREARM WRIST&HAND REATTACHMNT;OS;90584-01-01;11817.5;11817.5;11817.5;0.2
FMORT-0343;TOE REATTACHEMENT;OS;83700-00-00;8433.75;8433.75;8433.75;0.2
FMORT-0347;REVISION OF AMPUTATION STUMP - (TRIMMING);OS;44376-00-01;3380;3380;3380;0.2
FMORT-0348;LUMBAR PUNCTURE FMORT-0348;OS;39000-00-00;343.75;343.75;343.75;0.2
FMORT-0349;CPR 1 FOR DAY;OS;83700-00-00;1693.75;1693.75;1693.75;0.2
FMORT-0350;CPR 2 FOR THE DAY;OS;83700-00-00;1021.25;1021.25;1021.25;0.2
FMORT-0351;CPR 3 FOR THE DAY;OS;92052-00-00;685;685;685;0.2
FMORT-0354;FLEXOR BRACHIRADIALIS RELEASE;OS;47963-00-01;2533.75;2533.75;2533.75;0.2
FMORT-0355;COLCHICINE COURSE (6 WEEKS);OS;50124-01-10;5576.25;5576.25;5576.25;0.2
FMORT-0356;FOOT SLAP MADE IN GERMANY;OS;96092-00-00;1313.75;1313.75;1313.75;0.2
FMORT-0358;BOBATH COURSE PER SESSION;OS;95550-03-00;265;265;265;0.2
FMORT-0359;ZINKLEIHM BANDAGE OF KNEE;OS;96092-00-00;343.75;343.75;343.75;0.2
FMORT-0360;ZINKLEIHM BANDAGE OF ANKLE;OS;96092-00-00;343.75;343.75;343.75;0.2
FMORT-0361;FOREARM SLAB;OS;96092-00-00;263.9;263.9;263.9;0.2
FMORT-0362;ABOVE ELBOW SLAB;OS;96092-00-00;342.8;342.8;342.8;0.2
FMORT-0363;BELOW KNEE SLAB;OS;96092-00-00;342.8;342.8;342.8;0.2
FMORT-0364;Above knee slab;OS;96092-00-00;432.06;432.06;432.06;0.2
FMORT-0365;FOREARM CIRCULAR CAST;OS;96092-00-00;342.8;342.8;342.8;0.2
FMORT-0366;ABOVE ELBOW CIRCULAR CAST;OS;96092-00-00;618.35;618.35;618.35;0.2
FMORT-0367;BELOW KNEE;OS;96092-00-00;432.06;432.06;432.06;0.2
FMORT-0368;ABOVE KNEE CAST;OS;96092-00-00;509.68;509.68;509.68;0.2
FMORT-0369;CYLINDER CAST;OS;96092-00-00;510;510;510;0.2
FMORT-0370;SPICA PELVIC;OS;96092-00-00;852.5;852.5;852.5;0.2
FMORT-0371;GIPS CARSETTE;OS;96092-00-00;1190;1190;1190;0.2
FMORT-0372;DESAULETTE BANDAGE;OS;96092-00-00;343.75;343.75;343.75;0.2
FMORT-0373;DESAULETTE CAST;OS;96092-00-00;1190;1190;1190;0.2
FMORT-0374;ELASTIC BANDAGE FOREARM WITH MEDICINE;OS;96092-00-00;170;170;170;0.2
FMORT-0375;ELASTIC BANDAGE FOREARM W/OUT MEDICINE;OS;96092-00-00;96.25;96.25;96.25;0.2
FMORT-0376;ELASTIC BANDAGE BELOW KNEE W/ MEDICINE;OS;96092-00-00;265;265;265;0.2
FMORT-0377;ELASTIC BANDAGE BELOW KNEE W/O MEDICINE;OS;96092-00-00;124.18;124.18;124.18;0.2
FMORT-0378;HIGH TIBIAL OSTEOTOMY W\O GRFT;OS;48418-00-01;4226.25;4226.25;4226.25;0.2
FMORT-0379;HIGH TIBIAL OSTEOTOMY W/ GRAFT;OS;48418-00-01;5066.25;5066.25;5066.25;0.2
FMORT-0380;THREE DIMENSIONAL OSTEOTOMY OF HIP (SCHNEIDER);OS;48424-01-00;5907.5;5907.5;5907.5;0.2
FMORT-0381;VALGUS OSTEOTOMY OF HIP;OS;48424-00-00;5066.25;5066.25;5066.25;0.2
FMORT-0382;VARUS OSTEOTOMY OF HIP;OS;48424-01-00;5066.25;5066.25;5066.25;0.2
FMORT-0383;Osteotomy of Shoulder;OS;48412-00-02;5066.25;5066.25;5066.25;0.2
FMORT-0384;OSTEOTOMY OF WRIST;OS;48406-13-01;4147.5;4147.5;4147.5;0.2
FMORT-0385;OSTEOTOMY OF HUMERUS;OS;48412-00-01;4147.5;4147.5;4147.5;0.2
FMORT-0386;OSTEOTOMY OF ELBOW;OS;48412-00-01;4226.25;4226.25;4226.25;0.2
FMORT-0387;OSTEOTOMY OF HAND & FINGER;OS;46396-00-01;2533.75;2533.75;2533.75;0.2
FMORT-0388;OSTEOTOMY OF KNEE;OS;48424-06-01;5066.25;5066.25;5066.25;0.2
FMORT-0389;OSTEOTOMY OF ANKLE;OS;48400-02-01;4226.25;4226.25;4226.25;0.2
FMORT-0390;Osteotomy of Tibia Children;OS;48418-00-02;2533.75;2533.75;2533.75;0.2
FMORT-0391;PARAVETEBRAL INJ. W/ MEDICINE;OS;39013-00-00;343.75;343.75;343.75;0.2
FMORT-0392;INTRA-ART INJ OF OTHER JOINT;OS;50124-01-10;263.9;263.9;263.9;0.2
FMORT-0393;INFILTRATION IN SOFT TISSUE OR PERIARTICULAR;OS;50124-01-10;169.46;169.46;169.46;0.2
FMORT-0394;Rib Belt;OS;96092-00-00;265;265;265;0.2
FMORT-0395;Sling for Upper Limb;OS;96092-00-00;342.8;342.8;342.8;0.2
FMORT-0396;Gilchrist Bandage;OS;96092-00-31;265;265;265;0.2
FMORT-0397;LEUCOTAP BANDAGE;OS;96092-00-00;343.75;343.75;343.75;0.2
FMORT-0398;WALKING HEEL;OS;96092-00-00;125;125;125;0.2
FMORT-0399;CLAVICLE STRIP;OS;96092-00-00;265;265;265;0.2
FMORT-0400;REDUCTION OF CDH UNDER ANAES & CAST;OS;47048-00-01;2533.75;2533.75;2533.75;0.2
FMORT-0401;OPEN REDUCTION OF CDH & CAST;OS;47051-00-01;5907.5;5907.5;5907.5;0.2
FMORT-0402;SALTER DV OSTEOTOMY & CAST;OS;48424-00-00;6746.25;6746.25;6746.25;0.2
FMORT-0403;CARPAL TUNNEL DECOMPRESSION;OS;48400-02-01;3380;3380;3380;0.2
FMORT-0404;SECOND REVISN OF CARPAL TUNNEL SYNDROME;OS;39331-01-01;5066.25;5066.25;5066.25;0.2
FMORT-0407;PEMBERTON ACETABULAR OSTEOTOMY;OS;48424-00-00;4226.25;4226.25;4226.25;0.2
FMORT-0408;CHIARI ACETABULAR OSTEOTOMY;OS;50394-00-00;6746.25;6746.25;6746.25;0.2
FMORT-0409;REMOVAL OF SIMPLE BENIGN BONE OR SOFT TISSUE;OS;30241-00-01;2533.44;2533.44;2533.44;0.2
FMORT-0410;REMOVAL OF MEDIUM BONE OR SOFT TISSUE;OS;83700-00-00;3380;3380;3380;0.2
FMORT-0411;REMOVAL OF LARGE BENIGN BONE OR SOFT TISSUE;OS;30241-00-01;4226.25;4226.25;4226.25;0.2
FMORT-0412;REMOVAL OF MALIGNANT BONE OR SOFT TISSUE;OS;30241-00-01;5912.5;5912.5;5912.5;0.2
FMORT-0419;EXCISION OF SINGLE LIPOMA;OS;31205-00-10;852.5;852.5;852.5;0.2
FMORT-0420;EXCISION OF MULTIPLE LIPOMA;OS;83700-00-00;2533.75;2533.75;2533.75;0.2
FMORT-0422;Dressing Of Wound - Small;OS;30055-00-10;141.25;141.25;141.25;0.2
FMORT-0423;Dressing Of Wound - Medium;OS;30055-00-30;95.73;95.73;95.73;0.2
FMORT-0424;Dressing Of Wound - Large;OS;30055-00-30;410.07;410.07;410.07;0.2
FMORT-0426;REMOVAL OF CAST;OS;96094-00-00;95.73;95.73;95.73;0.2
FMORT-0428;REPAIR OF RECURR DISLOC OF SHOULDER;OS;47009-00-01;5907.5;5907.5;5907.5;0.2
FMORT-0429;ARTHROSCOPY OF KNEE-DIAGNOSTIC;OS;49557-00-01;1608.75;1608.75;1608.75;0.2
FMORT-0430;ARTHROSCOPY OF KNEE - SURGICAL;OS;49557-00-01;2422.5;2422.5;2422.5;0.2
FMORT-0431;FACETTE BLOCK;OS;90022-00-00;852.5;852.5;852.5;0.2
FMORT-0432;SINGLE COLCHICINE INJ. W/OTHER MEDICINE;OS;39013-00-00;562.5;562.5;562.5;0.2
FMORT-0433;PARTIAL KNEE REPLACEMENT;OS;49517-00-01;5066.25;5066.25;5066.25;0.2
FMORT-0434;TOTAL KNEE REPLACEMENT (UNILATERALL);OS;49518-00-00;6746.25;6746.25;6746.25;0.2
FMORT-0435;MANIPULATION UNDER G.A. SHLDER;OS;50115-00-00;852.5;852.5;852.5;0.2
