DEPARTMENT,CODE,SERVICE DESCRIPTION,Price 2022,price 2023,TYPE,LOS
ORTHOPAEDIC,FMORT-0402,SALTER DV OSTEOTOMY & CAST,4501.826784,4816.95465888,SERVICE,
LABORATORY,FMLABM0043,SAMPLE EXTRACTION FOR NEUROLOGY,41.323464,44.21610648,SERVICE,
LABORATORY,FMLABM0172,SAMPLE EXTRACTION FOR PSYCHIATRY,55.12,58.9784,service,
DERMATOLOGY,FMDER-0061,SAMPLE FR. TESTISE BY NEEDLE,297.77202000000005,318.6160614000001,SERVICE,
LABORATORY,FMLAB-9713,SANDFLY FEVER VIRUS ABS IGG/IGM,1691.8312319999998,1810.2594182399998,SERVICE,
PLASTIC SURGERY,FMPSDJ0042,SARTORIUS MUSCLE FLAP,8641.46556,9246.368149200001,SERVICE,
CARDIO THORACIC SURGERY,FMCTS-0016,SCALENE L.N. BIOPSY,2126.9429999999998,2275.82901,SERVICE,
DENTAL,FMDNTM0001,SCALING,309.92598,331.6207986,SERVICE,
DENTAL,FMDNTM0003,SCALING AND POLISHING,577.3131,617.725017,SERVICE,
NEUROSURGERY,FMNEU-0084,SCALP SWELLING,1409.85936,1508.5495152,SERVICE,
X-RAY,FMXRY-0015,SCAPULA AP LAT.,303.849,325.11843,SERVICE,
ORTHOPAEDIC,FMORT-0505,SCAPULAR OSTEOTOMY/EXCISN FOR CORRECTION OF DEFORMITY,3597.57216,3849.4022112000002,SERVICE,
DENTAL,FMDNTS0261,SCAR CORRECTION (MEDIUM),2880.48852,3082.1227164,SERVICE,
DENTAL,FMDNTS0260,SCAR CORRECTION (MILD),1440.24426,1541.0613582,SERVICE,
DENTAL,FMDNTS0262,SCAR CORRECTION (SEVERE),8641.46556,9246.368149200001,SERVICE,
PLASTIC SURGERY,MTPSD-0017,SCAR REVISION LARGE  (G.A.),1634.70762,1749.1371534,SERVICE,
SURGERY CLINIC,MTSUR-0068,SCAR REVISION LARGE (G.A.),1549.6299,1658.103993,SERVICE,
PLASTIC SURGERY,MTPSD-0014,SCAR REVISION LARGE (L.A),1312.62768,1404.5116176000001,SERVICE,
SURGERY CLINIC,MTSUR-0065,SCAR REVISION LARGE (L.A.),1239.70392,1326.4831944,SERVICE,
PLASTIC SURGERY,MTPSD-0016,SCAR REVISION MEDIUM  (G.A.),1154.6262,1235.450034,SERVICE,
SURGERY CLINIC,MTSUR-0067,SCAR REVISION MEDIUM (G.A.),1099.93338,1176.9287166,SERVICE,
SURGERY CLINIC,MTSUR-0064,SCAR REVISION MEDIUM (L.A.),777.8534400000001,832.3031808000002,SERVICE,
PLASTIC SURGERY,MTPSD-0015,SCAR REVISION SMALL  (G.A.),820.3923000000001,877.8197610000002,SERVICE,
SURGERY CLINIC,MTSUR-0066,SCAR REVISION SMALL (G.A.),777.8534400000001,832.3031808000002,SERVICE,
SURGERY CLINIC,MTSUR-0063,SCAR REVISION SMALL (L.A),480.08142000000004,513.6871194,SERVICE,
PLASTIC SURGERY,MTPSD-0012,SCAR REVISION SMALL (L.A.),504.38934,539.6965938000001,SERVICE,
PLASTIC SURGERY,MTPSD-0013,SCAR REVOSION MEDIUM (L.A.),820.3923000000001,877.8197610000002,SERVICE,
OBSTETRICS & GYNE,FMOBG-0113,SCAR-CORRECTIVE OPERATION,1508.6102850000002,1614.2130049500004,SERVICE,
LABORATORY,FMLAB-9714,SCC (SQUAMOUS CELL CARCINOMA),549.3589920000001,587.8141214400001,SERVICE,
PAEDIATRICS/SUG,FMPDT-0070,SCHELLONG-TEST (B.P. TEST),151.9245,162.559215,SERVICE,
LABORATORY,FMLAB-5052,SCHISTOSOMA ABS.,267.38712,286.1042184,SERVICE,
PAEDIATRICS/SUG,FMPDT-0155,"SCHL.STUD,PAED,CLIN.DNT,OPT,   CBC, STOOL & URINE ANALYSIS",449.69652,481.17527640000003,SERVICE,
ORTHOPAEDIC,FMORT-0610,SCIENTIFIC SLIDES (OUTSIDE DR),54.69281999999999,58.521317399999994,SERVICE,
ORTHOPAEDIC,FMORT-0615,SCIENTIFIC SLIDES (SGH),30.3849,32.511843,SERVICE,
X-RAY,FMXRY-0426,SCINTIGRAPHY OF ANY ORGAN,1093.8564000000001,1170.4263480000002,SERVICE,
LABORATORY,FMLABM0041,SCL 70 ABS. (SCLERODERMA 70 ABS),777.8534400000001,832.3031808000002,SERVICE,
OPTHALMOLOGY,FMOPTH0006,SCLERAL BUCKLE RE-OPERATION,3524.6484,3771.3737880000003,SERVICE,
OPTHALMOLOGY,FMOPTH0007,SCLERAL BUCKLE W/ VITRECTOMY,4928.43078,5273.4209346,SERVICE,
OPTHALMOLOGY,FMOPTG0003,SCLERAL FISTULIZATION,2819.71872,3017.0990304,SERVICE,
SURGERY CLINIC,FMSUR-0226,SCLEROHERAPHY FOR HEMORRHOIDS (SESSION),188.38637999999997,201.57342659999998,SERVICE,
SURGERY CLINIC,MTSUR-0057,SCLEROTHERAPHY FOR HAEMORRHOIDS (SESSION),188.38637999999997,201.57342659999998,SERVICE,
SURGERY CLINIC,MTSUR-0058,SCLEROTHERAPHY FOR VARICOSE VEOMS(SESSION),297.77202000000005,318.6160614000001,SERVICE,
ENDOSCOPY,FMENDE0021,SCLEROTHERAPHY O.V.,2054.01924,2197.8005868,SERVICE,
VASCULAR SURGERY,MTVAS-0010,SCLEROTHERAPY (LARGE),625.92894,669.7439658000001,SERVICE,
SURGERY CLINIC,FMSUR-0225,SCLEROTHERAPY FOR VARICOSE    VEINS (SESSION),291.69504,312.1136928,SERVICE,
VASCULAR SURGERY,FMVAS-0004,SCLEROTHERAPY FOR VARICOSE VEINS (ONE SESSION),565.15914,604.7202798,SERVICE,
VASCULAR SURGERY,MTVAS-0002,SCLEROTHERAPY FOR VARICOUSE VEINS,340.31088,364.1326416,SERVICE,
ENDOSCOPY,FMENDE0045,SCLEROTHERAPY HAEMORRHOIDS,346.38785999999993,370.63501019999995,SERVICE,
ORTHOPAEDIC,FMORT-0658,SCOLIOSIS CORRECTION,3889.2672,4161.515904,SERVICE,
X-RAY,FMXRY-0033,SCOLIOSIS STUDY AP VIEW,486.1584,520.189488,SERVICE,
DENTAL,FMDNTP0090,SEALANT,293.518134,314.06440338,SERVICE,
DERMATOLOGY,MTDER-0022,SEBACEOUS CYST EXCISION LARGE,1276.1658,1365.497406,SERVICE,
DERMATOLOGY,MTDER-0021,SEBACEOUS CYST EXCISION MEDIUM,644.15988,689.2510716,SERVICE,
DERMATOLOGY,MTDER-0020,SEBACEOUS CYST EXCISION SMALL,255.23316,273.0994812,SERVICE,
DERMATOLOGY,FMDER-0070,SEBACEOUS CYST EXCISSION LARGE,1604.32272,1716.6253104,SERVICE,
DERMATOLOGY,FMDER-0157,SEBACEOUS CYST EXCISSION MED.,881.1621,942.8434470000001,SERVICE,
DERMATOLOGY,FMDER-0069,SEBACEOUS CYST EXCISSION SMALL,352.46484,377.1373788,SERVICE,
DERMATOLOGY,FMDER-0158,SEBACEOUS CYST EXCISSION-LARGE1,1780.55514,1905.1939998,SERVICE,
DERMATOLOGY,FMDER-0156,SEBACEOUS CYST EXISSION SMALL,352.46484,377.1373788,SERVICE,
UROLOGY CLINIC,FMURO-0164,SECOND LOOK AFTER PECUTANEOUS,729.2376,780.2842320000001,SERVICE,
UROLOGY CLINIC,FMURO-0165,SECOND LOOK AFTER TUR,729.2376,780.2842320000001,SERVICE,
ORTHOPAEDIC,FMORT-0404,SECOND REVISN OF CARPAL TUNNEL SYNDROME,3378.80088,3615.3169416,SERVICE,
OBSTETRICS & GYNE,FMOBG-0108,SECONDARY CLOSURE OF ABDOMEN,1007.2594349999999,1077.76759545,SERVICE,
OPTHALMOLOGY,FMOPTF0009,SECONDARY IMPLANT,3587.8489919999997,3838.99842144,SERVICE,
Ophthalmology,OPT-0033,Secondary Insertion of I.O.L.,6812.0052,7288.845564,PKG,3 Days
OPTHALMOLOGY,FMOPTK0013,SECONDARY MOTILITY IMPLANT,3378.80088,3615.3169416,SERVICE,
PLASTIC SURGERY,FMPSDA0004,SECONDARY REPAIR OF CLEFT LIP,3101.690592,3318.80893344,SERVICE,
Dental - maxillo facial,DNT-0030,SECONDARY REPAIR OF CLEFT LIP OR PALATE,32697.62496,34986.4587072,PKG,3 Days
VASCULAR SURGERY,FMVAS-0040,SECONDARY SUTURES,990.5477400000001,1059.8860818,SERVICE,
ORTHOPAEDIC,FMORT-0578,SECONDARY SUTURING OF WOUND 1ST GRADE,717.0836400000001,767.2794948000001,SERVICE,
LABORATORY,FMLAB-9235,SECRETIN CHANELLEGE TEST,4317.086592,4619.28265344,SERVICE,
LABORATORY,FMLABM0077,SECRETORY IGA IN STOOL,587.036268,628.12880676,SERVICE,
CARDIO THORACIC SURGERY,FMCTS-0005,SEGMENTECTOMY,5955.4404,6372.321228000001,SERVICE,
NEUROSURGERY,FMNEU-0052,SELECTIVE DORSAL RHIZOTOMY,4501.826784,4816.95465888,SERVICE,
E. N. T.,FMENTK0010,SELECTIVE NECK DISSECTION,5260.233888,5628.45026016,SERVICE,
NEUROSURGERY,FMNEU-0051,SELECTIVE TIBIAL BILATERAL,3378.80088,3615.3169416,SERVICE,
NEUROSURGERY,FMNEU-0050,SELECTIVE TIBIAL NEUROTOMY,2114.7890399999997,2262.8242727999996,SERVICE,
X-RAY,FMXRY-0236,SELECTIVER ANGIOGRAM EACH VES.,1306.5507,1398.0092490000002,SERVICE,
LABORATORY,FMLAB-9716,SELENIUM (S.U),510.46632,546.1989624,SERVICE,
PSYCHIATRY,FMPSYC0020,SELF PERCEPTION FOR LEARNING DISABILITY,364.6188,390.14211600000004,SERVICE,
PSYCHIATRY,FMPSYC0004,SELF PUNISHMENT,364.6188,390.14211600000004,SERVICE,
I.V.F.,FMIVF-0056,SEMEM SAMPLE FREEZING,2907.83493,3111.3833751,SERVICE,
I.V.F.,FMIVF-0024,SEMEN ASSESMENT,391.96520999999996,419.40277469999995,SERVICE,
LABORATORY,FMLAB-6015,SEMEN C/S,334.2339,357.63027300000005,SERVICE,
LABORATORY,FMLAB-2066,SEMEN FRUCTOSE,340.31088,364.1326416,SERVICE,
I.V.F.,FMIVF-0038,SEMEN SAMPLE FREEZING,1130.31828,1209.4405596,SERVICE,
OBSTETRICS & GYNE,FMOBG-0066,SEMEN WASH & SWIM UP,264.34862999999996,282.85303409999995,SERVICE,
ORTHOPAEDIC,FMORT-0221,SEMITENDINOSUS ADVANCEMENT,2114.7890399999997,2262.8242727999996,SERVICE,
DERMATOLOGY,FMDER-0068,SENSITIVITY TEST,474.00444000000005,507.1847508000001,SERVICE,
NEUROSURGERY,FMNEU-0054,SENSORY EVOKE POTENTIAL,1245.7809000000002,1332.9855630000002,SERVICE,
PLASTIC SURGERY,FMPSDB0015,SEPTOPLAST Y,3184.33752,3407.2411464,SERVICE,
OPERATING THEATRE,FMORDZ0010,SEQUENTIAL COMPRESION DEVICE,741.3915599999999,793.2889692,SERVICE,
INTENSIVE CARE UNIT,FMICU-0018,SEQUENTIAL COMPRESSION DEVICE,359.757216,384.94022112000005,SERVICE,
orthopedic,ORT-0024,Sequestractomy of Small Bones,5325.74952,5698.551986400001,PKG,Day Case
ORTHOPAEDIC,FMORT-0807,SEQUESTRECTOMY LONG BONE,1185.0111,1267.961877,SERVICE,
ORTHOPAEDIC,FMORT-0806,SEQUESTRECTOMY SMALL BONE,790.0074,845.307918,SERVICE,
ORTHOPAEDIC,MTORT-0019,SEQUESTROMY OF SMALL SHORT    BONES,1823.094,1950.7105800000002,SERVICE,
ORTHOPAEDIC,FMORT-0482,SEQUESTROMY OF SMALL SHORT -   BONES,1409.85936,1508.5495152,SERVICE,
LABORATORY,FMLAB-9215,SEROTONIN (5 HYDROXY TRYPTAMINE),466.712064,499.38190848000005,SERVICE,
LABORATORY,FMLAB-2033,SERUM PROTEIN ELECTROPHORESIS,328.15692,351.12790440000003,SERVICE,
LABORATORY,FMLAB-9121,SEX HORMONE BINDING GLOBULIN (SHBG),826.4692800000001,884.3221296000002,SERVICE,
PSYCHIATRY,FMPSYB0012,SEX THERAPY,486.1584,520.189488,SERVICE,
NURSING ADMINISTRN,FMNUR-0033,SGH COCKTAIL,364.6188,390.14211600000004,SERVICE,
NURSING ADMINISTRN,FMNUR-0064,SGH COCKTAIL 1,1093.8564000000001,1170.4263480000002,SERVICE,
NURSING ADMINISTRN,FMNUR-0065,SGH COCKTAIL 2,1093.8564000000001,1170.4263480000002,SERVICE,
NURSING ADMINISTRN,FMNUR-0066,SGH COCKTAIL 3,1093.8564000000001,1170.4263480000002,SERVICE,
NURSING ADMINISTRN,FMNUR-0067,SGH COCKTAIL 4,1093.8564000000001,1170.4263480000002,SERVICE,
ORTHOPAEDIC,FMORT-0640,SGH COCKTAIL PEDIA,540.85122,578.7108054,SERVICE,
EMERGENCY,FMERDA0055,SGH COCKTAIL(IV/PROFE/LAS/BEC) DW/PROFENID/SYNACTEN/LASIX 2HR,388.92672000000005,416.1515904000001,SERVICE,
LABORATORY,FMLAB-2064,SGOT (AST),139.77053999999998,149.5544778,SERVICE,
LABORATORY,FMLAB-2065,SGPT (ALT),139.77053999999998,149.5544778,SERVICE,
PLASTIC SURGERY,FMPSDH0001,SHAVING OF LEUCODERMA SKIN     GRAFT,935.85492,1001.3647644,SERVICE,
LABORATORY,FMLAB-9990,SHIFA HOSPITAL (HP),121.5396,130.047372,SERVICE,
LABORATORY,FMLAB-9717,SHIGELLA ABS,395.0037,422.653959,SERVICE,
OBG-YN,OBG-0006,Shirodkar Suture,3715.6392,3975.7339440000005,PKG,1 Day
ORTHOPAEDIC,FMORT-0716,SHOCK WAVE FOR PSEUDOARTHROSIS OF DELAYED UNION UNDER G.A. (DAY CARE) P.D.,3704.527008,3963.84389856,SERVICE,
ORTHOPAEDIC,FMORT-0715,SHOCK WAVE PER SOFT TISSUE,1099.93338,1176.9287166,SERVICE,
ORTHOPAEDIC,FMORT-0832,SHOCK WAVE PER SOFT TISSUE 10 SESSIONS,16536.0,17693.52,service,
ORTHOPAEDIC,FMORT-0828,SHOCK WAVE PER SOFT TISSUE 3 SESSIONS,4960.8,5308.0560000000005,service,
ORTHOPAEDIC,FMORT-0829,SHOCK WAVE PER SOFT TISSUE 5 SESSIONS,8268.0,8846.76,service,
ORTHOPAEDIC,FMORT-0830,SHOCK WAVE PER SOFT TISSUE 6 SESSIONS,9921.6,10616.112000000001,service,
ORTHOPAEDIC,FMORT-0831,SHOCK WAVE PER SOFT TISSUE 8 SESSIONS,13228.8,14154.816,service,
PHYSIOTHERAPY,FMPTD-2159,SHOCKWAVE THERAPY PER SESSION,489.80458799999997,524.09090916,SERVICE,
ORTHOPAEDIC WORKSHOP,FMORW-0142,SHOES SPECIAL ORTHO DENNIS     BROWN,510.46632,546.1989624,SERVICE,
PHYSIOTHERAPY,FMPTD-2129,SHORT WAVE FOR 2 AREAS,170.15544,182.0663208,SERVICE,
PHYSIOTHERAPY,FMPTD-2126,SHORT WAVE THERAPY,145.84752,156.0568464,SERVICE,
PHYSIOTHERAPY,FMPTD-0036,SHORTWAVE - IP,115.46261999999999,123.5450034,SERVICE,
PHYSIOTHERAPY,FMPTD-0035,SHORTWAVE - OP,151.9245,162.559215,SERVICE,
PHYSIOTHERAPY,FMPTD-2132,SHORTWAVE DIALTHERMY,115.46261999999999,123.5450034,SERVICE,
X-RAY,FMXRY-0035,SHOULDER AP AXIAL,357.022575,382.01415525000004,SERVICE,
X-RAY,FMXRY-0037,"SHOULDER AP INT.,EXT. ROTATION",352.46484,377.1373788,SERVICE,
ORTHOPAEDIC WORKSHOP,FMORW-0117,SHOULDER ARM ABDUCTION SPLINT  (ORTHOPLAST),4205.27016,4499.6390712,SERVICE,
ORTHOPAEDIC,FMORT-0548,SHOULDER ARM SPINE,2345.7142799999997,2509.9142795999996,SERVICE,
X-RAY,FMXRY-0036,SHOULDER NEUTRAL AP,194.46336000000002,208.07579520000004,SERVICE,
X-RAY,FMXRY-0039,SHOULDER OF INTERTUBECULARIS,182.3094,195.07105800000002,SERVICE,
ORTHOPAEDIC,FMORT-0564,SHOULDER SPICA,1185.0111,1267.961877,SERVICE,
neurology,NEU-0007,Shunt for Hydrocephalus Including the Devices,24770.928,26504.89296,PKG,4 Days
NEUROSURGERY,FMNEU-0008,SHUNT FOR YDROCEPHALUS & REV.,2255.7749759999997,2413.67922432,SERVICE,
UROLOGY CLINIC,FMURO-0183,SHUNT OF PRIAPRISM (ALGHORUBY SHUNT),2710.3330799999994,2900.0563955999996,SERVICE,
CARDIO THORACIC SURGERY,FMCTSS0017,SHUNTING PROCEDURE,6253.212420000001,6690.937289400001,SERVICE,
X-RAY,FMXRY-0260,SHUNTOGRAPHY,1306.5507,1398.0092490000002,SERVICE,
LABORATORY,FMLAB-9718,SIALIC ACID,377.07660899999996,403.47197163,SERVICE,
X-RAY,FMXRY-0258,SIALOGRAM,802.16136,858.3126552,SERVICE,
X-RAY,FMXRY-0449,SIALOSCINTIGRAPHY,1276.1658,1365.497406,SERVICE,
LABORATORY,FMLAB-1069,SICKLING TEST,131.262768,140.45116176,SERVICE,
LABORATORY,FMLAB-6260,SIEMENS-HIV,267.38712,286.1042184,SERVICE,
PLASTIC SURGERY,FMPSDB0006,SILASTIC IMPLANT TO THE NOSE   (AUGMENTATION RHINOPLASTY),3101.690592,3318.80893344,SERVICE,
E. N. T.,FMENTN2036,SILASTIC IMPLANTATION ATROFIC,3378.80088,3615.3169416,SERVICE,
ORTHOPAEDIC WORKSHOP,FMORW-0132,SILICON HEEL,200.54034,214.5781638,SERVICE,
OPTHALMOLOGY,FMOPTE0026,SILICON OIL REMOVAL,5479.005168,5862.53552976,SERVICE,
OPTHALMOLOGY,FMOPTE0027,SILICON OIL REMOVAL.,5479.005168,5862.53552976,SERVICE,
PLASTIC SURGERY,FMPSDA0041,SILICONE GEL SHEET MAJOR SIZE,364.6188,390.14211600000004,SERVICE,
PLASTIC SURGERY,FMPSDA0042,SILICONE GEL SHEET MEDIUM SIZE,297.77202000000005,318.6160614000001,SERVICE,
PLASTIC SURGERY,FMPSDA0043,SILICONE GEL SHEET SMALL SIZE,200.54034,214.5781638,SERVICE,
LABORATORY,FMLAB-9122,"SILVER (S, U)",1050.102144,1123.60929408,SERVICE,
PSYCHIATRY,FMPSYA0018,SIMILARITIES AND DIGIT SPAN,103.30866000000002,110.54026620000002,SERVICE,
CARDIO THORACIC SURGERY,FMCTSS0033,SIMPLE CONGENITAL SURGERY,6076.98,6502.3686,SERVICE,
DENTAL,FMDNTS0005,SIMPLE EXT. PERMANENT TEETH,309.92598,331.6207986,SERVICE,
DENTAL,FMDNTS0006,SIMPLE EXT. PRE OR POST MOLAR,388.92672000000005,416.1515904000001,SERVICE,
DENTAL,FMDNTS0004,SIMPLE EXT.DECIDIOUS,200.54034,214.5781638,SERVICE,
DENTAL,FMDNTS0007,SIMPLE EXTRACTION OF REMAINING ROOT,498.31236,533.1942252,SERVICE,
OBSTETRICS & GYNE,FMOBG-0110,SIMPLE MASTECTOMY,2758.9489200000003,2952.0753444000006,SERVICE,
OBSTETRICS & GYNE,FMOBG-0111,SIMPLE MASTECTOMY W/ AUX.LYMPH NODE RESECTION,4019.92227,4301.3168289000005,SERVICE,
E.N.T,ENT-0028,Simple Mastoidectomy,6812.0052,7288.845564,PKG,2 Days
E. N. T.,FMENTE0023,SIMPLE MYRINGO PLASTY,1914.2486999999999,2048.246109,SERVICE,
urology,URO-0027,Simple Orchidectomy,5945.022720000001,6361.174310400002,PKG,2 Days
ACCUPT/DERM,FMACUA0011,SIMPLE PER.NERVE INJECTION,2634.736,2819.16752,service,
UROLOGY CLINIC,FMURO-0005,SIMPLE URETHRAL DILATATION,1185.0111,1267.961877,SERVICE,
OBG-YN,OBG-0037,Simple Vulvectomy,9784.51656,10469.4327192,PKG,4 Days
PLASTIC SURGERY,FMPSDC0011,SINGLE (UNILATERAL) BAT EAR,2114.7890399999997,2262.8242727999996,SERVICE,
INTERNAL MEDICINE,FMINT-0061,SINGLE BREATH O2,267.38712,286.1042184,SERVICE,
ORTHOPAEDIC,FMORT-0432,SINGLE COLCHICINE INJ. W/OTHER MEDICINE,777.8534400000001,832.3031808000002,SERVICE,
neurology,NEU-0008,Single Intracerebral Hameatoma Drinage Burrhole,17296.300476,18507.041509320003,PKG,4 Days
DENTAL,FMDNTP0074,SINGLE PORCELAIN TOOTH,580.0477410000001,620.6510828700001,SERVICE,
PHYSIOTHERAPY,FMPTD-0090,SINGLE PT SESSION FOR ARIG,243.0792,260.094744,SERVICE,
NEPHROLOGY,FMNEP-0022,SINGLE USE OF VANFLOW CANULA,103.30866000000002,110.54026620000002,SERVICE,
CARDIO THORACIC SURGERY,FMCTSS0030,SINGLE VALVE SURGERY,6076.98,6502.3686,SERVICE,
CATH LAB,FMCAT-0028,SINGLE VESSEL PCI,4861.584,5201.89488,SERVICE,
E. N. T.,MTENT-0125,SINUSCOPY,1640.7846000000002,1755.6395220000004,SERVICE,
LABORATORY,FMLAB-9723,SIROLIMUS (RAPAMUNE),967.455216,1035.17708112,SERVICE,
ORTHOPAEDIC WORKSHOP,FMORW-0083,SITTING BRACE W/HEAD SUPPORT,1798.78608,1924.7011056000001,SERVICE,
LABORATORY,FMLAB-9719,SKELETAL MUSCLE ABS,267.38712,286.1042184,SERVICE,
ORTHOPAEDIC,FMORT-0527,SKELETAL TRACT.FR.FRAC.ADL/CLD,1130.31828,1209.4405596,SERVICE,
PSYCHIATRY,FMPSYC0018,SKILLS OF CREATION,364.6188,390.14211600000004,SERVICE,
DERMATOLOGY,FMDER-0006,"SKIN ALLERGY TEST ""PATCH""",559.0821599999999,598.2179112,SERVICE,
orthopedic,ORT-0004,Skin and / or Skeletal Traction on Thoma Splint or Bobler Spine,2105.52888,2252.9159016,PKG,Day Case
SURGERY CLINIC,MTSUR-0021,SKIN BIOPSY (W/G.A.),2449.02294,2620.4545458,SERVICE,
DERMATOLOGY,FMDER-0011,SKIN BIOPSY FOR EM,1409.85936,1508.5495152,SERVICE,
ORTHOPAEDIC,FMORT-0790,SKIN FLAP FREE,8203.923,8778.197610000001,SERVICE,
ORTHOPAEDIC,FMORT-0789,SKIN FLAP REDICLE,3889.2672,4161.515904,SERVICE,
PLASTIC SURGERY,FMPSDH0022,SKIN FRAFT WITH INTEGRA 10%    + 2 SHEET,15338.297519999998,16411.9783464,SERVICE,
PLASTIC SURGERY,FMPSDH0013,SKIN GRAFT FOR BURN UPTO 10%,2327.48334,2490.4071738000002,SERVICE,
PLASTIC SURGERY,FMPSDH0014,SKIN GRAFT FOR BURN UPTO 15%   USING INTEGRA ARTIFICIAL,3123.56772,3342.2174604,SERVICE,
PLASTIC SURGERY,FMPSDH0012,SKIN GRAFT FOR BURN UPTO 5%,1555.7068800000002,1664.6063616000004,SERVICE,
SURGERY CLINIC,FMSUR-0112,SKIN GRAFT FULL THICKNESS FREE,3591.49518,3842.8998426000003,SERVICE,
SURGERY CLINIC,FMSUR-0113,SKIN GRAFT PARTIAL THICKNESS,3591.49518,3842.8998426000003,SERVICE,
PLASTIC SURGERY,FMPSDH0023,SKIN GRAFT WITH INTEGRA 15%    + 3 SHEET,21575.709791999998,23086.00947744,SERVICE,
PLASTIC SURGERY,FMPSDH0021,SKIN GRAFT WITH INTEGRA 5%     + 1 SHEET,7982.720927999999,8541.51139296,SERVICE,
ORTHOPAEDIC,FMORT-0666,"SKIN GRAFT, FREE ANY AREA",680.62176,728.2652832,SERVICE,
Surgical,SUR-0054,Skin Grafting - Large,9908.3712,10601.957184,PKG,2 Days
Surgical,SUR-0053,Skin Grafting- Meduim,7431.2784,7951.467888000001,PKG,2 Days
Surgical,SUR-0052,Skin Grafting- Small,4954.1856,5300.978592,PKG,2 Days
DERMATOLOGY,FMDER-0023,SKIN PATCH TEST,759.6225,812.796075,SERVICE,
NURSING ADMINISTRN,FMNUR-0056,SKIN SHAVING,54.69281999999999,58.521317399999994,SERVICE,
SURGERY CLINIC,FMSUR-0287,SKIN STAPPLING,164.07846,175.56395220000002,SERVICE,
DERMATOLOGY,FMDER-0036,SKIN TAG EXCISION PER UNIT,923.7009599999999,988.3600272,SERVICE,
INTERNAL MEDICINE,FMINT-0073,SKIN TEST FOR DRUG,30.3849,32.511843,SERVICE,
E. N. T.,FMENTN2067,SKIN TEST FOR NASAL ALLERGY,704.92968,754.2747576,SERVICE,
ORTHOPAEDIC,FMORT-0445,SKIN TRACTION,432.984825,463.29376275000004,SERVICE,
HOME CARE,HCHCS-0045,SKIN TRACTION ON THOMS,556.712,595.6818400000001,service,
EMERGENCY,FMERDD0003,SKIN TRACTION W/ THOMAS SPLINT,704.92968,754.2747576,SERVICE,
X-RAY,FMXRY-0001,SKULL AP. LATERAL,364.6188,390.14211600000004,SERVICE,
ORTHOPAEDIC,FMORT-0457,SKULL CALIPER TRACTN FOR DISL-SPINE,2345.7142799999997,2509.9142795999996,SERVICE,
NEUROSURGERY,MTNEU-0011,SKULL OSTEOMA,2600.94744,2783.0137608,SERVICE,
NEUROSURGERY,FMNEU-0086,SKULL TRACTION,680.62176,728.2652832,SERVICE,
X-RAY,FMXRY-0069,SKYLINE VIEW FOR PATELLA,182.3094,195.07105800000002,SERVICE,
LABORATORY,FMLABM0129,SLC19A3 GENE,9508.2,10173.774000000001,service,
LABORATORY,FMLAB-7032,"SLE PROFILE : [DNA, ANA, IgM, C3, C4]",1944.6336,2080.757952,SERVICE,
NEUROLOGY,FMNUM-0045,SLEEP ANALYSIS,4241.73204,4538.6532828,SERVICE,
NEUROLOGY,FMNUM-0030,SLEEP EEG RECORD OVERNIGHT,3038.49,3251.1843,SERVICE,
E. N. T.,FMENTS0024,SLEEP ENDOSCOPY,2880.48852,3082.1227164,SERVICE,
ACCUPT/DERM,FMACUA0024,SLEEP INDUCING ACUPUNCTURE     FOR INSOMNIA,501.592,536.70344,service,
NEUROLOGY,FMNUM-0023,SLEEP LAB,3858.8822999999998,4129.004061,SERVICE,
E. N. T.,FMENTE6057,SLEEP LAB TEST PORTABLE OVERNIGHT,5512.0,5897.84,service,
LABORATORY,FMLAB-8070,SLIDE REVIEW,291.69504,312.1136928,SERVICE,
DENTAL,FMDNTM0011,SLIDING FLAP OPERATION 1/2 JAW,1476.70614,1580.0755698,SERVICE,
DENTAL,FMDNTM0010,SLIDING FLAP OPERATION 1/4 JAW,765.6994800000001,819.2984436000002,SERVICE,
PLASTIC SURGERY,MTPSD-0034,SLIM FRAFT OF BURN UPTO 5% (G.A.),3251.1843000000003,3478.7672010000006,SERVICE,
ORTHOPAEDIC,FMORT-0395,SLING FOR UPPER LIMB,486.1584,520.189488,SERVICE,
OBSTETRICS & GYNE,FMOBG-0191,SLING OPERATION FOR CONGENITAL PROLAPSE,3828.4973999999997,4096.492218,SERVICE,
OPTHALMOLOGY,FMOPTA0003,SLIT LAMP,115.46261999999999,123.5450034,SERVICE,
EMERGENCY,FMERDA0056,SM.DRESSING W/OINT & BAN DIF.A,151.9245,162.559215,SERVICE,
PLASTIC SURGERY,MTPSD-0053,SMALL AREA FOR HAIR REMOVAL,917.62398,981.8576586,SERVICE,
X-RAY,FMXRY-0206,SMALL BOWEL SERIES SINGLE CONT,729.2376,780.2842320000001,SERVICE,
X-RAY,FMXRY-0205,SMALL BOWELL SERIES DBLE. CONT,1154.6262,1235.450034,SERVICE,
PLASTIC SURGERY,MTPSD-0018,SMALL DRESSING UNDER G.A.,820.3923000000001,877.8197610000002,SERVICE,
Surgical,SUR-0045,Small Incisional Hernia w/o Mesh,6812.0052,7288.845564,PKG,2 Days
ENDOSCOPY,FMENDE0010,SMALL INTESTINAL BIOPSY,911.547,975.3552900000001,SERVICE,
Surgical,SUR-0031,Small Mass Local excision,5201.89488,5566.0275216,PKG,1 Day
