Departemnt,code,Discription,Price,Revised,SBS
LABORATORY,FMLAB-1118,Cryo Reduced Plasma,551.0,551.0,73050-41-10
DENTAL,FMDNTF0002,AMALGAM FILLING TWO S,550.0,550.0,97512-01-00
LABORATORY,FMLAB-1112,FILTERED PACKED RBCs,550.0,550.0,73100-01-10
LABORATORY,FMLAB-9137,TRYPTASE,550.0,550.0,83700-00-00
ORTHOPAEDIC,FMORT-0362,ABOVE ELBOW SLAB,550.0,550.0,90595-00-51
ORTHOPAEDIC,FMORT-0363,BELOW KNEE SLAB,550.0,550.0,90595-00-71
X-RAY,FMXRAY1295,US. Pediatric. TRANSFONTANEL,550.0,550.0,83700-00-00
X-RAY,FMXRAY1299,US. MSK (SHOULDER),550.0,550.0,83700-00-00
X-RAY,FMXRAY1300,US. MSK (WRIST),550.0,550.0,83700-00-00
X-RAY,FMXRAY1301,US. MSK (HIP),550.0,550.0,83700-00-00
X-RAY,FMXRAY1302,US. MSK (KNEE),550.0,550.0,83700-00-00
X-RAY,FMXRAY1303,US. MSK (ANKLE),550.0,550.0,83700-00-00
X-RAY,FMXRAY1304,US. MSK (MUSCLES),550.0,550.0,83700-00-00
X-RAY,FMXRAY1341,W.H. Breast US (2 Sides),550.0,550.0,83700-00-00
X-RAY,FMXRAY1344,W.H. Mammography 2D,550.0,550.0,83700-00-00
X-RAY,FMXRAY1350,W.H. Mammogram Breast (Wire/Marker) Localization,550.0,550.0,83700-00-00
X-RAY,FMXRAY1354,W.H. Fetal scan at 1st Trimester,550.0,550.0,83700-00-00
X-RAY,FMXRAY1355,W.H. Fetal scan at 2nd Trimester,550.0,550.0,83700-00-00
X-RAY,FMXRAY1521,DEXA (BMD) (1) Segment,550.0,550.0,83700-00-00
X-RAY,FMXRY-0535,3D PREGNANCY,550.0,550.0,55700-02-00
LABORATORY,FMLAB-9007,ALDOLASE,549.0,549.0,73050-01-30
EMERGENCY,FMERDA0013,DEEP CUT WOUND LARGE (10 - 20  STITCHES),548.0,548.0,83700-00-00
HOME CARE,HCNUR-0001,HHC INITIAL VISIT NURSING UP TO90 MIN,548.0,548.0,83700-00-00
LABORATORY,FMLAB-9045,COPPER (U),548.0,548.0,73050-08-80
LABORATORY,FMLAB-9145,ZINC ( URINE),548.0,548.0,73050-39-10
NEUROLOGY,FMNUM-0054,TEST FOR MUSCLE DISEASE I,548.0,548.0,83700-00-00
ENT,EXENT-0024,CONTROL OF EPISTAXSIS BY ANT. & POST PACK (G.A.),547.0,547.0,41677-00-00
ORTHOPAEDIC,FMORT-0813,DEBRIDMENT SMALL,547.0,547.0,90665-00-10
LABORATORY,FMLAB-9294,OLIGOSACCHARIDES,546.0,546.0,73050-33-90
ORTHOPAEDIC,FMORT-0365,FOREARM CIRCULAR CAST,546.0,546.0,90595-00-51
PAEDIATRICS,FMPDT-0088,I.V.SHOCK TRT(PLASMA EX.)INC.  B.P. FOR 1HR W/O MEDICATION,546.0,546.0,96199-19-00
OPTHALMOLOGY,MTOPT-0002,EXCISION OF CHALAZION (SMALL),545.0,545.0,42575-00-01
ORTHOPAEDIC,FMORT-0397,LEUCOTAP BANDAGE,545.0,545.0,90595-00-91
LABORATORY,FMLAB-9754,TOLUENE (U),544.0,544.0,73050-39-70
neurosurgery,FMNEU-0164,FF-UP DBS ADJUSTMENT,544.0,544.0,39131-02-00
LABORATORY,FMLAB-2049,IMMUNOGLOBULIN G. (IGG),542.0,542.0,73100-10-60
LABORATORY,FMLAB-2050,IMMUNOGLOBULIN M. ( IGM),542.0,542.0,73100-10-60
ORTHOPAEDIC,MTORT-0012,REMOVAL OF K WIRE,542.0,542.0,83700-00-00
CSS,MS-D-000531,DRESSING TEGADERM CHG 2% SIZE 7.0 X 8.5 CM  3M # 1660R,541.1437500000001,541.1437500000001,62004
CSS,MS-S-002050,SQUARE SOCKET 2 HOLES ORT-TIPMED# 41948,541.1437500000001,541.1437500000001,43583
CSS,MS-S-005510,SOLUTION CARBACHOL 0.01% W/V INTRA OCULAR 01ML SINGLE DOSE USP #OMC160901,541.1437500000001,541.1437500000001,43583
CSS,SMO11513,WIRE OLIVE KIRCHNER 1.8X400 HIPO #307 05181400,541.1437500000001,541.1437500000001,35685
PHYSIOTHERAPY,FMPTD-0046,EMG LUMBAR AREA & 1 LEG,541.0,541.0,11012-00-00
PHYSIOTHERAPY,FMPTD-0048,EMG NECK AREA & 1 ARM,541.0,541.0,11012-00-00
PHYSIOTHERAPY,FMPTD-0055,EMG FACE - 1 SIDE,541.0,541.0,11012-00-00
DENTAL,FMDNTM0014,LOCAL TREAT. ORAL LESION MED.,540.0,540.0,90141-01-00
LABORATORY,FMLAB-8135,HOMA-IR,540.0,540.0,73100-15-80
PSYCHIATRY,FMPSYB0006,GROUP THERAPY UNDER ANAESTH`A,540.0,540.0,14224-00-00
EMERGENCY,FMERDA0030,CONTROL OF EPISTAXIS BY        ANTERIOR NASAL PACKING,539.0,539.0,41677-00-00
ENDOSCOPY,FMENDE0049,INCISION OF PERIANAL THROMB0-  SIS,539.0,539.0,32147-00-00
LABORATORY,FMLAB-2115,IRRADIATION OF CELLULAR BLOOD COMPONENT,539.0,539.0,73250-02-60
LABORATORY,FMLAB-9173,DENGUE FEVER VIRAL CULTURE,539.0,539.0,73100-27-20
obstatric and Gynecology,FMOBG-0068,PRE-NATAL PROGRAM 6 SESSION,539.0,539.0,95550-11-00
PAEDIATRICS,FMPDT-0011,INSERTION OF UMBILICAL CANNULA AND STERILE BANDAGING,539.0,539.0,13303-00-00
PAEDIATRICS,FMPDT-0159,PULSE OXIMETER 12 - 24 HOURS,539.0,539.0,11600-03-00
LABORATORY,FMLAB-9757,ASPERGILLUS ANTIGEN(GALACTOMANNAN),538.0,538.0,73100-26-50
CSS,MS-S-003538,SUTURE PDS 5-0 ETHICON # PDP935H,537.9766350000001,537.9766350000001,44829
DENTAL,FMDNTN0008,Removal of plaque and/or stain,537.0,537.0,83700-00-00
DENTAL,FMDNTN0036,Mandible - relocation following dislocation,537.0,537.0,83700-00-00
DENTAL,FMDNTN0060,Metallic restoration   three surfaces   direct,537.0,537.0,83700-00-00
DENTAL,FMDNTN0068,Adhesive restoration   two surfaces   posterior tooth direct,537.0,537.0,83700-00-00
DENTAL,FMDNTN0138,Repairing broken base of a partial denture,537.0,537.0,83700-00-00
LABORATORY,FMLAB-9371,ANTI PM1 ABS,537.0,537.0,73250-00-20
LABORATORY,FMLAB-9379,ASULPHIDINE,537.0,537.0,73300-09-70
LABORATORY,FMLAB-9587,MEPHENYTOIN (MESANTOIN),537.0,537.0,73300-06-00
LABORATORY,FMLAB-9596,MICROPOLYSPORA ABS,537.0,537.0,73250-00-20
LABORATORY,FMLAB-9629,PANCREATIC DUCT EPITHELIAL ABS,537.0,537.0,73050-39-70
LABORATORY,FMLAB-9653,PLATELET FACTOR IV,537.0,537.0,73050-39-70
LABORATORY,FMLAB-9729,STRATUM SPINOSUM (SPINY CELL) ABS,537.0,537.0,73050-39-70
LABORATORY,FMLAB-9753,TOCAINIDE,537.0,537.0,73300-03-70
LABORATORY,FMLAB-9772,VASCULAR ABS,537.0,537.0,73250-00-20
ONCOLOGY/NUCLEAR MED,FMONC-0040,PALLIATIVE TREATMENT CT-SIMULA,537.0,537.0,15500-00-00
CATH LAB,FMCAT-0043,VASCULAR ACCESS CLOSURE,536.0,536.0,38306-00-00
DERMATOLOGY,MTDER-0020,SEBACEOUS CYST EXCISION SMALL,536.0,536.0,83700-00-00
EMERGENCY,FMERDA0003,ENDOTRACHEAL INTUBATION,536.0,536.0,22007-00-00
LABORATORY,FMLAB-1026,IRON STAIN (BONE MARROW SLIDES),536.0,536.0,73100-02-50
LABORATORY,FMLAB-9174,"DENGUE FEVER IGH, IGM",536.0,536.0,73100-27-20
PHYSIOTHERAPY,FMPTD-2160,CHIROPRACTIC SESSION,536.0,536.0,83700-00-00
CSS,MS-A-000155,APPLICATOR STERILE SOLU PREP 2% CHG 35ML  3M # 100.24,535.4475,535.4475,60502
CSS,MS-S-002400,SPRAY CAVILON NSB 25ML 3M #3346,535.4475,535.4475,16529
CSS,MS-S-004325,SUTURE PROLEN 8/0 11 MM  ETHICON # EP8732H,535.4475,535.4475,13909
CSS,SMO10237,PLATES THIN NARROW DCP 4 HOLES HIPOKRAT # 400021710004,535.4475,535.4475,61573
E. N. T.,FMENTN2064,NASAL SINUSCOPY WITH BIOPSY,535.0,535.0,41764-01-00
LABORATORY,FMLAB-3005,CA  125,535.0,535.0,73100-14-00
LABORATORY,FMLABM0090,BIOTINIDASE ASSAY,535.0,535.0,73050-04-60
ORTHOPAEDIC,FMORT-0618,THUMB & FINGER ORTHOSIS,535.0,535.0,96092-00-31
ENDOSCOPY,FMENDE0044,ENDOSCOPIC BRUSH CYTOLOGY,534.0,534.0,30484-00-00
LABORATORY,FMLAB-9514,HAEMOLYSINE ANTI A/ANTI B,534.0,534.0,73250-02-40
LABORATORY,FMLAB-9770,UROPORPHYRINS (F),534.0,534.0,73050-28-80
LABORATORY,FMLAB-9126,NEONATAL PHENYL KETONURIA(PKU) SCREEN,532.0,532.0,73050-36-40
LABORATORY,FMLABM0101,SPHINGOMYELINASE,532.0,532.0,73050-39-70
LABORATORY,FMOPTH0029,BILATERAL TEMPORARY PUNCTAL OCCLUSION,532.0,532.0,90064-01-01
OPTHALMOLOGY,MTOPT-0016,REPAIR OF CONJUCTIVAL LACERATION,532.0,532.0,83700-00-00
DERMATOLOGY,FMDER-0155,INCISS.&DRAIN. ABSCESS-LARGE,529.0,529.0,30223-01-20
NEUROLOGY,FMNUM-0017,ONE VESSEL STUDY,529.0,529.0,90223-01-00
ORTHOPAEDIC,FMORT-0359,ZINKLEIHM BANDAGE OF KNEE,529.0,529.0,96092-00-00
ORTHOPAEDIC,FMORT-0360,ZINKLEIHM BANDAGE OF ANKLE,529.0,529.0,96092-00-00
ORTHOPAEDIC,FMORT-0391,PARAVETEBRAL INJ. W/ MEDICINE,529.0,529.0,39013-00-00
ORTHOPAEDIC,FMORT-0534,ULTRASOUND OF INFANT HIP[,529.0,529.0,55816-00-01
ORTHOPAEDIC,FMORT-0535,ULTRASOUND OF SOFT TISSUE,529.0,529.0,90908-00-00
ORTHOPAEDIC,FMORT-0540,MALLET SPLINT,529.0,529.0,96092-00-00
OPTHALMOLOGY,FMOPTE0010,TREATMENT WITH BETA RAYS,528.0,528.0,15000-00-00
LABORATORY,FMLAB-5030,Hbe - Ag,527.0,527.0,73050-49-10
LABORATORY,FMLAB-5031,Hbe - Ab (ANTI-Hbe),527.0,527.0,73100-23-90
LABORATORY,FMLAB-5032,HBs - Ab (ANTI-HBs),527.0,527.0,73100-23-80
LABORATORY,FMLAB-9334,ACTIN ABS,526.0,526.0,73100-13-30
LABORATORY,FMLAB-9386,BETA-HYDROXY-BUTYRATE,526.0,526.0,73050-39-70
LABORATORY,FMLAB-9387,BETA MANNOSIDASE,526.0,526.0,83700-00-00
LABORATORY,FMLAB-9400,COMPLEMENT COMPONENT (C1Q),526.0,526.0,73100-04-10
LABORATORY,FMLAB-9401,C2 COMPLEMENT COMPONENT,526.0,526.0,73100-12-40
LABORATORY,FMLAB-9437,RETICULIN ABS IGA & IGG,526.0,526.0,73100-01-70
LABORATORY,FMLAB-9438,COLLOID AG. 2 - ABS,526.0,526.0,73050-39-70
LABORATORY,FMLAB-9496,FORMIC ACID,526.0,526.0,73050-39-70
LABORATORY,FMLAB-9501,GALACTOKINASE,526.0,526.0,73050-13-70
LABORATORY,FMLAB-9524,HEXOKINASE,526.0,526.0,83700-00-00
LABORATORY,FMLAB-9546,INDOXY SULFATE,526.0,526.0,73050-34-30
LABORATORY,FMLAB-9560,LACRIMAL GLAND ABS,526.0,526.0,73050-39-70
LABORATORY,FMLAB-9616,NOCARDIA/ ACTINOMYCES DIRECT EXAM,526.0,526.0,73100-18-90
LABORATORY,FMLAB-9617,NORTRIPTYLINE,526.0,526.0,73300-05-90
LABORATORY,FMLAB-9645,PHENYLBUTAZONE,526.0,526.0,73300-03-70
LABORATORY,FMLAB-9682,PROPYLPHENAZONE,526.0,526.0,73050-39-70
LABORATORY,FMLAB-9705,RIBONUCLEASE,526.0,526.0,73100-01-40
LABORATORY,FMLAB-9706,RICKETTSIA ABS,526.0,526.0,73100-25-70
LABORATORY,FMLAB-9746,"THYMUS ABS (IGA, IGM, IGG)",526.0,526.0,73100-10-60
LABORATORY,FMLAB-9777,VISCOSITY,526.0,526.0,73100-09-70
DENTAL,FMDNTI0028,SUBPERIOSTEAL IMPLANT PARTIAL  1ST STAGEB 1/2 JAW,525.0,525.0,83700-00-00
DENTAL,FMDNTI0033,REMOVAL OF SUBPERIOSTEAL  -    IMPLANT - PARTIAL,525.0,525.0,83700-00-00
DENTAL,FMDNTR0021,ROMOVE OLD RCT TWO CANAL,525.0,525.0,83700-00-00
E. N. T.,MTENT-0145,Video Hit Impulse Test ( VHIT ),525.0,525.0,83700-00-00
LABORATORY,FMLABM0150,MUMPS VIRUS (IgG),525.0,525.0,73100-24-90
PAEDIATRICS,FMPDT-1011,Follow up - Fetal Echo,525.0,525.0,83700-00-00
PSYCHIATRY,FMPSYA0020,BRAIN DAMAGE,525.0,525.0,96101-00-00
PSYCHIATRY,FMPSYA0041,HYPOCHONDRIASIS,525.0,525.0,96180-00-00
CSS,MS-C-000815,CONNECTION PLATE 2 HOLES TIPMED# ORT-TIP-041580,524.0550000000001,524.0550000000001,46453
CSS,MS-P-001519,PIN WRENCH 4.5MM X 120MM SYNTHES,524.0550000000001,524.0550000000001,32854
CSS,MS-W-000360,WIRE KRISCHNER S/S 2.0MMX280MMSYNTHES,524.0550000000001,524.0550000000001,35685
CSS,MS-W-000663,WRENCH TIGHTENING 4.5 IRENE # C09003,524.0550000000001,524.0550000000001,13180
CSS,MS-W-000686,WIRE K 2.0 X 280 MM SST SYNTHES #292.210.10,524.0550000000001,524.0550000000001,35685
CSS,SMO10124,K-WIRE (LONG) W/TROCAR POINT 1.5MM*290MM#80109/40003070-1529,524.0550000000001,524.0550000000001,35685
CSS,SMO10245,WASHER FOR 2.7MM SCREW # 400023470003,524.0550000000001,524.0550000000001,61670
NEUROLOGY,FMNUM-0031,E M G,524.0,524.0,11012-00-00
ACCUPT/DERM,FMACUA0023,TRANSNERVE STIMULATION,523.0,523.0,96155-00-00
ACCUPT/DERM,FMACUA0024,SLEEP INDUCING ACUPUNCTURE     FOR INSOMNIA,523.0,523.0,93173-00-00
LABORATORY,FMLAB-9154,CALCIUM IONISED,523.0,523.0,99999-99-99
PAEDIATRICS,FMPDT-0045,ULTRASOUND OF MORE THAN 1 ORGN CHILDREN 5 YEARS & OLDER,523.0,523.0,96155-00-00
PSYCHIATRY,FMPSYB0027,COGNITIVE THERAPY(PER SESSION) DEVELOPMENT.THER.FOR MENT.RET.,522.0,522.0,96101-00-00
INTERNAL MEDICINE,FMINT-0057,COMPLIANCE,521.0,521.0,83700-00-00
LABORATORY,FMLAB-6036,FOOD EXAM (BACTERIOLOGICAL),521.0,521.0,83700-00-00
obstatric and Gynecology,FMOBG-0144,SUCTION CURRETAGE,521.0,521.0,35640-03-00
DENTAL,FMDNTF0018,PIT AND FISSURE SEALING,520.0,520.0,531
DENTAL,FMDNTP0087,FIBER OPTIC POST,520.0,520.0,83700-00-00
DENTAL,FMDNTP0089,STAINLESS STEEL CROWN,520.0,520.0,83700-00-00
PHYSIOTHERAPY,FMPTD-2064,FANGO TREATMENT + MASSAGE,520.0,520.0,83700-00-00
LABORATORY,FMLAB-9421,CHLORDIAZEPOXIDE,519.0,519.0,73300-06-70
LABORATORY,FMLAB-9624,OXAZEPAM,519.0,519.0,73300-06-70
OPTHALMOLOGY,MTOPT-0024,REMOVAL OF EMBEDED FOREIGN BODY,519.0,519.0,42644-02-01
PSYCHIATRY,FMPSYB0038,WISCONSIN CARD SORTING TEST,519.0,519.0,96238-00-00
PSYCHIATRY,FMPSYB0041,ROTH TECHNIQUE,519.0,519.0,11015-00-00
DENTAL,FMDNTS0127,STITCHES REMOVAL (LARGE),518.0,518.0,92200-00-00
LABORATORY,FMLAB-9325,C1-ESTRASE INHIBITOR (ACTIVITY),516.0,516.0,73050-12-60
LABORATORY,FMLAB-5015,ANTI-Hbc IgG (Hbc Abs.),514.0,514.0,73100-23-70
LABORATORY,FMLAB-2100,PLACENTA  ALKALINE PHOSPHATASE,513.0,513.0,73050-05-50
LABORATORY,FMLAB-7008,"HEPATIC PROFILE (2)  (TOTAL PROTEIN, PROTEIN ELECTROPHORESIS, LDH, CHOLE.)",513.0,513.0,73000-00-80
LABORATORY,FMLAB-9104,OVARIAN ABS.,513.0,513.0,73100-14-00
LABORATORY,FMLAB-9149,ANTI RETICULIN ABS (IGG & IGA),513.0,513.0,73050-14-10
LABORATORY,FMLAB-9178,CYTOMEGALOVIRUS CULTURE (F),513.0,513.0,73050-52-10
LABORATORY,FMLAB-9181,PREGNANETRIOL (U),513.0,513.0,73050-29-40
CSS,MS-C-000291,CATHETER TROCAR CHESTDRAIN 16CHX25CM.,512.6625,512.6625,37482
CSS,MS-C-000515,CATHETER TROCAR CHESTDRAIN FR14 PROCLINIOCS #11014,512.6625,512.6625,37482
CSS,MS-C-001229,CATHETER TROCAR CHESTDRAIN FR18 PROCLINIOCS #11018,512.6625,512.6625,37482
CSS,MS-G-000105,GEL DISINFECTANT EZ CLEAN 1000ML,512.6625,512.6625,41550
CSS,MS-S-000528,SYRINGE DOSE CONTROL 12CC 0.5ML RESERV.,512.6625,512.6625,59040
CSS,MS-S-002898,SUCTION CLOSED SYSTEM W/TRACHEOSTMY PORT SIZE 14 #JM-C2409-14-72T,512.6625,512.6625,40249
CSS,MS-T-000655,TUBE TRACHEOSTOMY 4.0MM UNCUFFED NON-FENESTRATED TRACOE/PORTEX #350-4.0/60P040,512.6625,512.6625,35404
CSS,MS-T-000776,TUBE TRACHEOSTOMY SIZE 5.0 UNCUFFED,512.6625,512.6625,35404
CSS,MS-T-000940,TUBE TRACHESTOMY 3.5 MM CUFFED POLYMEN # POL-35,512.6625,512.6625,35404
CSS,MS-T-000950,TUBE TRACHEOSTOMY 3.5MM UNCUFFED BIVONA PORTEX/TRACOE #60P035/355-3.5,512.6625,512.6625,35404
CSS,MS-T-001465,TUBE TRACHEOSTOMY 5.5MM UNCUFFED TRACOE GERMANY # 355-5.5,512.6625,512.6625,35404
CSS,MS-T-001485,TROCAR K-WIRE TIP 1X250MM CHM # 311025,512.6625,512.6625,35685
CSS,SMI1176,CATHETER TROCAR 12CHX23CM ARGY #561027,512.6625,512.6625,37482
CSS,SMI1400,CATHETER TROCAR CHESTDRAIN 20CHX40CM ARGYLE #8888-561043,512.6625,512.6625,37482
CSS,SMI5320,BREATHING CIRCUIT F/VENTILATOR INTERS. #2034/ SM#581-2000/F&P#RT134,512.6625,512.6625,37706
CSS,SMI6355,TUBE TRACHEOSTOMY SIZE SHILEY PEDIATRIC #5.5-PED,512.6625,512.6625,35404
CSS,SMI6357,TUBE TRACHEOSTOMY SIZE SHILEY PEDIATRIC #4.5-PED,512.6625,512.6625,35404
CSS,SMI9044,TUBE TRACHESTOMY CUFFED 7MM PORTEX #100/800/070,512.6625,512.6625,35404
CSS,SMI9045,TUBE TRACHEOSTOMY CUFFED 8MM PORTEX #100/800/080,512.6625,512.6625,35404
CSS,SMI9173,TUBE TRACHEOSTOMY CUFFED 4.0 RUSCH#121610MM4,512.6625,512.6625,35404
CSS,SMI9228,TUBE T MODIFIED ULTRASIL ID 1.32MM S/N #7024-1072,512.6625,512.6625,11307
CSS,SMI9268,TRACHEOSTOMY KIT CANNULA CUFFED 8.5MM #100/810/085,512.6625,512.6625,14099
CSS,SMO1990,PLATE TUBULAR ONE THIRD 4 HOLES # 400021810004,512.6625,512.6625,61573
CSS,SMO2868,WIRE SS CERCLAGE 0.5MM # 300030110525 / KY005S,512.6625,512.6625,35685
CSS,SMY6852,PAPER ECG THERMAL RECORDING MARQUETTE 21754,512.6625,512.6625,16754
LABORATORY,FMLAB-8086,IMMUNOHISTOCHEMISTRY (SINGLE MARKER),512.0,512.0,73050-30-10
LABORATORY,FMLAB-9971,S.G.P.T.,510.0,510.0,73050-36-00
E. N. T.,FMENTE4008,REMOVAL OF GROMMET-BILATERAL,508.0,508.0,41644-00-02
E. N. T.,FMENTN2035,DEBRIDEMENT-ATROFIC RHINITIS - BILATERAL,508.0,508.0,30023-00-01
E. N. T.,FMENTO0010,FOREIGN BODY EXTRACTION-MOUTH,508.0,508.0,92087-00-00
E. N. T.,FMENTP2001,REMOVAL OF TONSILLO-LITHS -,508.0,508.0,90146-00-00
obstatric and Gynecology,FMOBG-0222,IMPLANON INSERTION,508.0,508.0,83700-00-00
OPTHALMOLOGY,FMOPTD0002,REMVL OF MULTIPLE CONJ. F.B.,508.0,508.0,30061-04-01
OPTHALMOLOGY,FMOPTE0006,CAUTERY & SCRAPING OF CORNEAL  ULCER,508.0,508.0,42797-03-01
Surgery,FMSUR-0188,SUPERFICIAL CUT WOUND-LARGE   (10-20 STITCHES),508.0,508.0,83700-00-00
Surgery,FMSUR-0190,DEEP CUT WOUND LARGE ( 5 - 10 STITCHES),508.0,508.0,83700-00-00
Surgery,FMSUR-0225,SCLEROTHERAPY FOR VARICOSE    VEINS (SESSION),508.0,508.0,83700-00-00
ACCUPT/DERM,FMACUA0002,ACUPUNCTURE THERAPY,507.0,507.0,93173-00-00
DENTAL,FMDNTN0167,Sedation - intravenous - per 30 minutes or part thereof,507.0,507.0,83700-00-00
E. N. T.,MTENT-0131,REMOVAL OF FORIEGN BODY,507.0,507.0,83700-00-00
INTENSIVE CARE UNIT,FMICU-0012,MULTI PARAMETER,507.0,507.0,83700-00-00
LABORATORY,FMLAB-3026,THYROID BINDING GLOBULIN,506.0,506.0,73050-35-40
LABORATORY,FMLAB-4008,FRACTIONAL EXCRETION OF UREA,506.0,506.0,73300-06-00
LABORATORY,FMLAB-9410,CARBAMAZEPINE EPOXIDE,506.0,506.0,73300-00-30
LABORATORY,FMLAB-9071,HAPTOGLOBIN,505.0,505.0,73050-17-40
CSS,MS-S-002034,"SPLINT NEMOA 4"" X 15"" T&L #NFO-4015",504.118125,504.118125,16210
ONCOLOGY/NUCLEAR MED,FMONC-1007,PORT-A-CATH,504.0,504.0,83700-00-00
ORTHOPAEDIC,FMORT-0424,DRESSING OF WOUND LARGE,504.0,504.0,30055-00-30
PSYCHIATRY,FMPSYC0004,SELF PUNISHMENT,504.0,504.0,83700-00-00
PSYCHIATRY,FMPSYC0006,CONNERS SCALE,504.0,504.0,83700-00-00
PSYCHIATRY,FMPSYC0009,CHILD FOBIA,504.0,504.0,83700-00-00
PSYCHIATRY,FMPSYC0011,NON VERBAL IQ,504.0,504.0,83700-00-00
PSYCHIATRY,FMPSYC0015,CHILD ANXIETY,504.0,504.0,83700-00-00
PSYCHIATRY,FMPSYC0016,QNST,504.0,504.0,83700-00-00
PSYCHIATRY,FMPSYC0017,GIVS,504.0,504.0,83700-00-00
PSYCHIATRY,FMPSYC0018,SKILLS OF CREATION,504.0,504.0,83700-00-00
PSYCHIATRY,FMPSYC0019,VISUAL PERCEPTION,504.0,504.0,83700-00-00
PSYCHIATRY,FMPSYC0020,SELF PERCEPTION FOR LEARNING DISABILITY,504.0,504.0,83700-00-00
PSYCHIATRY,FMPSYC0022,CDI,504.0,504.0,83700-00-00
PSYCHIATRY,FMPSYC0023,MANY CDI,504.0,504.0,83700-00-00
PSYCHIATRY,FMPSYC0024,CDT,504.0,504.0,83700-00-00
PSYCHIATRY,FMPSYC0027,M. SCALE,504.0,504.0,83700-00-00
urologu,FMURO-0054,BLADDER WASHOUT,502.0,502.0,11921-00-00
CSS,MS-S-004291,SCREW CORTEX 2.7MM SELF TAP ALL LENGTH # SYNTHES,501.27000000000004,501.27000000000004,56642
CSS,MS-S-005714,SCREW CORTICAL 2.4 X 16 MM TIT S/TAPPING IRENE # T50022416,501.27000000000004,501.27000000000004,56642
CSS,MS-S-005715,SCREW CORTICAL 2.4 X 18 MM TIT S/TAPPING IRENE # T50022418,501.27000000000004,501.27000000000004,56642
CSS,MS-S-009790,SCREW CANCELLOUS PARTIALLY THREADED 4.0X60MM IRENE # T521540060,501.27000000000004,501.27000000000004,56642
CSS,SMI2015,"WIRE GUIDE COAT. 150CMX38 ""J"" TIP 3CM FLEX. MICROVASIV # 620-102",501.27000000000004,501.27000000000004,46690
LABORATORY,FMLAB-9331,LEFLUNOMIDE,501.0,501.0,73100-23-90
ANAESTHESIA,FMANA-0010,Spianl Anasthesia,500.0,500.0,18216-31-00
CSS,MDMA19110244,CANNULA IV VENFLON G22,500.0,500.0,99999
CSS,P16WHEEL2+,WHEEL CHAIR CHINA .,500.0,500.0,41630
DENTAL,FMDNTF0007,COMPOSITE FILLING COMPOUND,500.0,500.0,97511-01-00
DENTAL,FMDNTM0018,WHITENING ONE SESSION,500.0,500.0,83700-00-00
DENTAL,FMDNTN0007,Cone Beam Volumetric Tomography analysis and/or interpretation - temporomandibular joints only,500.0,500.0,83700-00-00
DENTAL,FMDNTN0009,Removal of calculus - first appointment,500.0,500.0,83700-00-00
DENTAL,FMDNTN0015,Provision of a mouthguard   indirect,500.0,500.0,83700-00-00
DENTAL,FMDNTN0034,Removal of hyperplastic tissue,500.0,500.0,83700-00-00
DENTAL,FMDNTN0037,"Removal of tumour, cyst or scar - cutaneous, subcutaneous or in mucous membrane",500.0,500.0,83700-00-00
DENTAL,FMDNTN0046,Surgery involving the maxillary antrum,500.0,500.0,83700-00-00
DENTAL,FMDNTN0050,Complete chemo-mechanical preparation of root canal   one canal,500.0,500.0,83700-00-00
DENTAL,FMDNTN0091,Retainer for bonded fixture   indirect   per tooth,500.0,500.0,83700-00-00
DENTAL,FMDNTN0101,Surgical implant guide,500.0,500.0,83700-00-00
DENTAL,FMDNTN0150,Functional orthopaedic appliance - custom fabrication,500.0,500.0,83700-00-00
DENTAL,FMDNTN0153,Passive appliance   fixed,500.0,500.0,83700-00-00
DERMATOLOGY,FMDER-0160,ELECTROCAUTERY MEDIUM AREA,500.0,500.0,30189-01-00
LABORATORY,FMLAB-9858,Anti Cardiolipin  IgG,500.0,500.0,73100-11-70
LABORATORY,FMLAB-9859,Anti Cardiolipin IgM,500.0,500.0,73100-11-70
LABORATORY,FMLABM0026,OSMOLALITY (URINE ),500.0,500.0,83700-00-00
obstatric and Gynecology,FMOBG-0004,INSERTION OF I.U.D.,500.0,500.0,35503-00-00
obstatric and Gynecology,FMOBG-0173,VAGINAL ULTRASOUND,500.0,500.0,90908-00-00
PHYSIOTHERAPY,FMPTD-2144,GENERAL OF SESSION,500.0,500.0,83700-00-00
PHYSIOTHERAPY,FMPTD-2207,1 SESSION FOR PEDIA 2 HR,500.0,500.0,83700-00-00
PHYSIOTHERAPY,FMPTD-3013,FOCUSED SHOCKWAVE THERAPY,500.0,500.0,83700-00-00
PHYSIOTHERAPY,FMPTD-3015,MOTION AND FUNCTIONAL ASSESSMENT LAB,500.0,500.0,83700-00-00
ROOM AND BOARD,FMRMB-9916,INTERMEDIATE CLASS,500.0,500.0,83700-00-00
ROOM AND BOARD,FMRMB-9917,DAY CASE,500.0,500.0,83700-00-00
LABORATORY,FMLAB-9147,ACETONE (Blood),498.0,498.0,73050-31-00
E. N. T.,FMENTE0048,MYRINGOTOMY UNDER SURFACE ANESTHESIA,497.0,497.0,41626-01-00
LABORATORY,FMLABM0061,GENETIC (HB-V),497.0,497.0,73050-53-50
LABORATORY,FMLAB-4006,CANNABINOID,496.0,496.0,73300-07-00
E. N. T.,FMENTE6028,REVIS.A MAP - COCHLEAR IMPLANT,495.0,495.0,41617-01-01
