Internal Code,Item Name,Service Type,NPHIES Code (Hyphenated )2,Price,LOS
FMXRAY1166,X-RAY PARANASAL SINUSES 1 VIEW WATER,Service,57903-00-00,220.0,
FMXRAY1174,X-RAY NASOPHARRYNX LATERAL,Service,57942-00-00,220.0,
FMXRAY1176,X-RAY CLAVICLE 5% AP OR PA,Service,57706-00-01,220.0,
FMXRAY1177,X-RAY ACROMIO-CLAVICULAR JOINT,Service,55808-00-01,220.0,
FMXRAY1178,X-RAY A.C. JOINT WITH WEIGHT BEARING,Service,57706-00-01,220.0,
FMXRAY1181,X-RAY SCAPULA ( Y ) SHAP VIEW,Service,57700-00-11,220.0,
FMXRAY1182,X-RAY STERNUM LAT.,Service,58521-00-00,220.0,
FMXRAY1193,X-RAY THORACIC SPINE AP STANDING,Service,58103-00-00,220.0,
FMXRAY1202,X-RAY SHOULDER AP.,Service,57700-00-11,220.0,
FMXRAY1244,X-RAY OS-CALSIS (HEEL)TANGENTIAL LAT.,Service,90909-00-00,220.0,
FMXRAY1257,X-RAY ABDOMEN ERECT,Service,58900-00-90,220.0,
MTDER-0001,Electrocautery - Small Area Under GA,Service,30189-01-00,220.0,
P-3-N-020215-13052,GALACTOMINE 19,SFDA,99999999999994,220.0,
FMERDA0076,11 LEADS E.C.G.,Service,11700-00-00,216.0,
FMPDT-0022,Ear Piercing,Service,90111-00-10,216.0,
SMR0011,MASK LARYNGEAL DISPOSABLE SIZE 2,Consumables,45036,39.0,
FMPSDH0008,"BURN DRESSING , 5%",Service,30010-00-10,215.20000000000002,
FMXRAY1169,X-RAY NASAL BONES LATERAL,Service,57921-00-00,215.20000000000002,
FMSUR-0021,DRAINAGE SM.ABCESS-LOCAL ANAES,PKG,30223-01-00,215.0,DAY CASE
MS-D-001119,"TISSUE ADHESIVE TOPICAL 0.75 G , CONNEXICON MED # CM001 LOCAL # CM001",Consumables,33492,40.0,
FMLAB-9065,Free T3,Service,73050-36-50,213.60000000000002,
FMXRAY1203,X-RAY SHOULDER AP & AXIAL,Service,57700-00-21,213.60000000000002,
FMLAB-9816,EBV IGG,Service,73100-21-50,212.8,
FMXRAY1226,X-RAY HIP-BILATERAL AP/LAUENSTEIN,Service,57712-00-22,212.8,
FMXRAY1258,X-RAY ABDOMEN ERECT & FLAT DECUBITIS,Service,58900-00-30,212.8,
FMDER-1005,Skin Cleaning - One Session,Service,90676-00-00,212.0,
FMDER-4002,Aha Peeling Application - Med Area,Service,90676-00-00,212.0,
FMERDA0112,HOME VISIT - COVID - 19 SWAB,Service,73100-26-20,212.0,
FMPTD-0020,THERAPEUTIC EXERCISES - IP,Service,96129-00-00,212.0,
FMURO-0055,Insertion Of Uretheral Catheter,Service,36824-00-00,212.0,
FMXRAY1232,X-RAY KNEE AP & LAT.,Service,57518-01-11,212.0,
fmdnt-3012,Complete Chemo-Mechanical Preparation Of Root Canal   Each Additional Canal,Service,97416-00-00,211.0,
fmlab-1303,BLOOD CULTURE,Service,73050-40-00,210.4,
FMLAB-6024,Urine Culture & Sensitivity (C/S),Service,73050-41-10,210.4,
FMDNT-1035,Pulp capping,Service,97411-00-00,210.0,
FMDNT-1036,Pulp Extraction,Service,97414-00-00,210.0,
FMPDT-0206,Vaccine For 2 Years,Service,92161-00-00,210.0,
FMPDT-1014,Infanrex Hexa,Service,92157-00-40,210.0,
FMXRAY1255,X-RAY CHEST APICAL VIEW,Service,58500-00-10,209.60000000000002,
FMDNTR0013,Ready-Made Post,Service,97625-20-00,208.8,
FMORW-0134,Knee Support,Service,96092-00-00,208.8,
MS-S-005534,SPONGE SURGICAL SCRUB POVIDONE IODINE 7.5% 20 ML NEX MEDICAL # EN12791,Consumables,15281,40.0,
FMDNL-0018,"Jacket Crown, Porcelain",Service,97613-01-00,208.0,
FMDNL-0019,Inlay/Onlay Cast Core + Post,Service,97625-10-00,208.0,
FMDNL-0023,Splint - Acrylic,Service,97772-00-00,208.0,
FMDNL-0027,Study Models,Service,97071-00-00,208.0,
FMDNL-0029,Veneer Crown Cast W/ Acrylic Face,Service,97582-01-00,208.0,
FMDNL-0030,Veneer Crown Cast W/ Isosit Face,Service,97631-00-00,208.0,
FMDNL-0031,Acrylic Partial Denture 2 Teeths,Service,97765-00-00,208.0,
FMDNL-0047,Reline (Upper & Lower),Service,97743-00-20,208.0,
FMDNL-0053,Reline (Upper Or Lower),Service,97743-00-20,208.0,
FMDNL-0059,Ear Plug,Service,41647-01-00,208.0,
FMDNTM0013,Local Treatment Of Oral Lesion Small,Service,97989-00-10,208.0,
FMENTE0031,TINNITUS MASKING,Service,96065-00-00,208.0,
FMHC-0005,Home Visit- Nurse (Transportation + providing service),Service,83620-00-00,208.0,
FMHC-0014,Urinary Bladder Catheterization (Service + Disposables + Kits),Service,83620-00-00,208.0,
FMHC-0016,Nasogastric Tube Insertion (Service + Disposables + Kits),Service,83620-00-00,208.0,
FMHC-0018,E.C.G. (Service + Disposables + Kits),Service,83620-00-00,208.0,
FMHC-0025,Cleansing Enema (Service + Disposables + Kits),Service,83620-00-00,208.0,
FMHC-0027,Ear Wash / side (Service + Disposables + Kits),Service,83620-00-00,208.0,
FMHC-0038,Wound Culture Specimen,Service,83620-00-00,208.0,
FMHC-0045,WOUND DEBRIDEMENT (MEDIUM.),Service,83620-00-00,208.0,
FMLAB-1023,CBC With automated Differential,Service,73100-00-80,208.0,
FMPSD-0005,TEST DOSE FOR VASCULAR LAZER,Service,45027-02-00,208.0,
FMPSDJ0026,RESURFACING ERBIAN LAZER TEST DOSE,Service,30195-02-00,208.0,
FMPTD-2063,FANGO TREATMENT,Service,92178-00-90,208.0,
FMPTD-2127,ULTRASOUND FOR 2 AREAS,Service,90908-00-00,208.0,
FMPTD-2128,INTERFERNIAL FOR 2 AREAS,Service,96153-00-00,208.0,
FMPTD-2129,SHORT WAVE FOR 2 AREAS,Service,92178-00-90,208.0,
FMPTD-2142,CEREBRAL PALSY THERAPY,Service,96130-00-00,208.0,
MS-S-010595,SYRINGE PRO-VENT PLUS ABG 1CC 23G W/DRY LITHIUM HEPARIN PORTEX #4628PE,Consumables,57894,40.0,
MTOPT-0032,Eye Suture,Service,42668-00-01,208.0,
18542,BAG COLOSTOMY W/GUM 38-63MM DRAINABLE UNIDRESS #62446/8900/22771/3630.,Consumables,37716,40.0,
18822,CARTRIDGE ACT MEDTRONIC/HEMOCHRON #402-03/JACT+.,Consumables,45792,40.0,
FMXRAY1742,X-Ray A.C. Joint With Weight Bearing - Left,Service,57706-00-01,206.0,
FMXRAY1745,X-Ray Scapula ( Y ) Shap View - Left,Service,57700-00-11,206.0,
FMXRAY1749,X-Ray Shoulder Ap. - Left,Service,57700-00-11,206.0,
19859,SODIUM CHLORIDE 0.9% 1000ML WITH SCREW CAP FOR IRRIGATION.,Consumables,99999,40.0,
FMDER-0147,Dermojet Injection - Small Area,Service,90660-00-00,204.0,
FMDNTS0125,Stitches Removal (Small),Service,92138-00-00,204.0,
FMEGD-0003,STROKE THERAPY,Service,95550-11-00,204.0,
FMEGD-0008,OT SESSION (A),Service,95550-02-00,204.0,
FMERDC0001,AMBULANCE W/ OR W/OUT NURSE  (RETURN JEDDAH),Service,83500-00-10,204.0,
FMLAB-9201,Brucella Abs,Service,73100-19-90,204.0,
FMPSYA0060,BENDER GESTALT TEST,Service,95550-10-00,204.0,
FMPSYB0040,SOCIAL SKILL TEST,Service,96032-00-00,204.0,
FMPTD-2141,STROKES THERAPY,Service,95550-11-00,204.0,
FMPTD-2143,PARAPLEGIC OT PROGRAMME,Service,95550-02-00,204.0,
FMPTD-2146,Occupational Therapy Session A,Service,95550-02-00,204.0,
MTDER-0030,Hydradermie Machine(1X) Facial Medium Area,Service,90675-00-00,204.0,
FMLAB-2012,Blood Gases & PH,Service,73050-14-50,202.4,
19976,CATHETER FOLEY BALLOON 2WAY 14FR 5ML SILICONE.,Consumables,32031,40.0,
FMPTD-0026,HYDROTHERAPY WITH EXERCISES,Service,96153-00-00,200.8,
FMDER00001,Laser For Quarter Of Body (Face-Axillae),Service,90676-00-00,200.0,
FMDER00002,Laser For Half Body (Arms Or Legs),Service,90676-00-00,200.0,
FMDER00008,Eyebrow Bleaching - Q Switch Machine Medlite,Service,90676-00-00,200.0,
FMDER-0012,Wood'S Light Exam,Service,42503-00-01,200.0,
FMDER-0173,Bleaching - Face,Service,90675-00-00,200.0,
FMDERT-0013,Laser Hair Removal -Bikini,Service,90676-00-00,200.0,
FMDNTN0077,Recementing of indirect restoration,Service,97596-00-10,200.0,
FMDNTP0080,Topical Application Of Fluoride,Service,97121-01-00,200.0,
FMENTL0017,SPEECH THERAPY SINGLE,Service,95550-05-00,200.0,
FMERDA0073,NEBULIZER (VENTOLINE/ ATROVENT),Service,92043-00-00,200.0,
FMERDA0120,BACK SLAB LONG - ABOVE ELBOW,Service,96092-00-00,200.0,
FMERDA0121,BACK SLAB LONG - ABOVE KNEE,Service,96092-00-00,200.0,
FMLAB-1318,"CELL COUNT, BODY FLUID, CSF",Service,73400-00-70,200.0,
fmlab-1327,CORTISOL IN SALIVA,Service,73050-11-10,200.0,
FMLAB-1651,AUTOMATED GROIN C/S,Service,73200-03-80,200.0,
FMLAB-2001,A/G Ratio,Service,73050-00-80,200.0,
FMLAB-2211,C.K.MB,Service,73050-09-60,200.0,
FMLAB-8008,H. Pylori Abs,Service,73100-22-20,200.0,
FMLAB-8234,Creatinine ( URINE ),Service,73050-09-90,200.0,
FMOPTA0027,Schirmer'S Test,Service,83700-00-00,200.0,
FMPTD-2071,"DRY MASSAGE, BACK",Service,96162-00-00,200.0,
FMPTD-2159,SHOCKWAVE THERAPY PER SESSION,Service,96155-00-00,200.0,
FMPTD-2601,HIGH INTENSITY SCANNING LASER,Service,95550-03-00,200.0,
FMPTD-2602,RADIOFREQUANCY SESSION,Service,95550-03-00,200.0,
FMXRAY1220,X-RAY BOTH HANDS AP,Service,57506-04-12,200.0,
FMXRAY1583,Cd Mri Consultation,Service,83600-01-60,200.0,
FMXRAY1586,X-RAY Bone Age 1 view ,Service,58300-00-00,200.0,
FMXRAY1656,X-RAY SKULL - 1 VIEW,Service,57901-00-10,200.0,
FSDER-0002,HydraFacial session  ,Service,45021-00-00,200.0,
P-3-N-130114-9224,NEOCATE INFANT MILK,SFDA,99999999999994,200.0,
FMPTD-2098,LASER THERAPY,Service,96155-00-00,197.60000000000002,
FMURO-0151,intracorporeal Inj VR Test,Service,37415-00-00,196.8,
FMERDA0065,LARGE DRESSING > 25 CM,Service,30055-00-30,196.0,
FMERDD0005,TENSOPLAST STRAPPING,Service,96092-00-00,196.0,
FMINT-1002,Nebulizer Pulmicort,Service,92043-00-00,196.0,
FMNEP-0038,Nebulizer Session,Service,92043-00-00,196.0,
FMORW-0055,Nylon Stocking,Service,96092-00-00,196.0,
FMPDT-0026,Nebulization with Ultrasound for 24 hrs,Service,92043-00-00,196.0,
FMPSYB0003,PSYCHOTHERAPY SESSION,Service,95550-03-00,196.0,
FMPTD-0035,SHORTWAVE - OP,Service,92178-00-90,196.0,
FMPTD-2083,C.P.M. MACHINE,Service,95550-03-00,196.0,
FMPTD-2085,HYDROTHERAPY FOR HAND OR FOOT,Service,96153-00-00,196.0,
22672,SUTURE PROLENE BLUE 3/0 45CM ETHICON #W8684/DW9422R.,Consumables,61353,40.0,
39281,ADMISSION KIT BLUE (MALE),Consumables,33961,40.0,
MS-S-004185,TUBE FENESTRATED TRACHEOSTOMY 8 100/812/080,Consumables,35404,40.0,
19142,"TAPE DURAPORE DERMICEL 2""X10YDS 3M #1538-2/HART#900 426 1",Consumables,34831,40.0,
fmlab-1316,"SPUTUM, OBTAINING SPECIMEN, AEROSOL INDUCED TECHNIQUE (SEPARATE PROCEDURE)",Service,73400-01-30,192.0,
FMLAB-2083,URINE PROTEIN / CREATININE RATIO,Service,73050-30-50,192.0,
FMLAB-6041,Aerobic Blood C/S,Service,73050-40-40,192.0,
FMLAB-6042,Anaerobic Blood C/S,Service,73050-40-50,192.0,
FMXRAY1624,X-RAY BONE AGE (CHILDREN),Service,57506-03-11,192.0,
FMXRAY1626,X-RAY LEG - 3 VIEWS,Service,57518-02-01,192.0,
MS-M-000196,LOOPVASCULARBLUEMAXIKEYSURGICAL/ASPENNo.VL-206/011012PBX,Consumables,63420,41.0,
SMT1012,SYRINGE 20CC / 20ML WITHOUT NEEDLE STERILE,Consumables,59040,41.0,
FMLAB-3032,Neonatal Free T4,Service,73050-35-30,191.20000000000002,
FMLAB-9134,TSH Screening,Service,73050-35-50,191.20000000000002,
FMXRAY1214,X-RAY WRIST PA. & LAT. & OBLIQUE,Service,57506-03-21,191.20000000000002,
FMXRAY1247,X-RAY FOOT AP & LAT. & OBL.,Service,57518-04-21,191.20000000000002,
FMLAB-2221,GROUP A STREPTOCOCCAL ANTIGEN,Service,73050-58-60,190.0,
17856,SODIUM CHLORIDE 0.9% 1000ML BAG FOR IRRIGATION.,Consumables,58475,42.0,
FMDER-0081,Incision & Drainage Of Absess - Superfacial,Service,30223-01-00,188.0,
FMENTL0014,SPEECH THERAPY SESSION,Service,95550-05-00,188.0,
FMENTN2009,CONTROL OF EPISTAXIS BY CHEMEICAL CAUTERIZATION - UNILATERAL,Service,41677-00-00,188.0,
FMLAB-2016,Carbon Dioxide,Service,73050-06-40,188.0,
FMLAB-2074,Urea Clearance,Service,73050-37-60,188.0,
FMORT-0567,Finger Splint,Service,96092-00-00,188.0,
FMPTD-0114,AERODYNE HEATER FOR MECHANICAL NEBULIZATION 24 HRS,Service,92043-00-00,188.0,
FMPTD-2070,"DRY MASSAGE, ARM OR LEG",Service,96162-00-00,188.0,
FMPTD-2125,INTERFERNIAL THERAPY,Service,96155-00-00,188.0,
FMPTD-2126,SHORT WAVE THERAPY,Service,96155-00-00,188.0,
FMERDA0019,IV INSERTION,Service,90220-00-00,187.20000000000002,
FMDER-1037,FRACTIONAL 1 SESSION SMALL AREA,Service,90676-00-00,187.0,
FMLAB-9153,RETINOL BINDING PROTEIN,Service,83700-00-00,187.0,
FMPTD-2095,INTERFERNIAL - IP,Service,96155-00-00,186.0,
19827,GOWN SURGEON XXL/XL BARRIER.,Consumables,99999,42.0,
FMANAP0050,I.V. SEDATION,Service,92515-10-00,184.8,
FMERDA0054,LOSE NAIL REMOVAL,Service,46516-01-00,184.8,
FMINT-1006,Metabolic Therapeutic Care,Service,96067-00-00,184.8,
FMXRAY1251,X-RAY CHEST PA VIEW,Service,58500-00-10,184.0,
FMXRAY1218,X-RAY HAND AP & LAT. & OBL.,Service,57506-04-21,183.20000000000002,
FMLAB-2046,Glycated Hemoglobin (HBA1C),Service,73050-18-50,182.4,
FMXRAY1180,X-RAY SCAPULA AP & LAT.,Service,57700-00-11,181.60000000000002,
FMXRAY1208,X-RAY ELBOW AP & LAT.,Service,57506-01-11,181.60000000000002,
FMDNL-0017,"Jacket Crown, Isosit",Service,97613-01-00,180.0,
FMERDA0012,URINARY BLADDER CATHETERIZATION - FOLEY CATHETER,Service,36800-00-00,180.0,
FMERDA0034,LIP LACERATION SUTURING,Service,90676-00-00,180.0,
FMINTR0014,ABG Extraction,Service,13842-00-00,180.0,
MTPSD-0049,INTRACESIONAL INJECTION,Service,30207-00-00,180.0,
FMENTE3002,EAR WASH - BILATERAL,Service,41647-01-00,179.20000000000002,
MS-N-000463,"STENT URETERAL JJ BIOSOFT 6 FR X 22 CM ,COLOPLAST # BCAA67",Consumables,47035,42.0,
FMDER-0094,Wound Dressing - Large,Service,30055-00-30,177.60000000000002,
FMACUA0021,CUPPING - AREA,Service,92205-00-00,177.0,
FMLAB-6001,Acid Fast Bacilli (AFB) Smear,Service,73200-07-10,176.8,
FMNUR-0060,CATHETERIZATION (CONDOM),Service,36800-00-00,176.8,
CONS,Consultation,Consultation,83600-00-00,176.0,
FMDNT-CONS,Dental Consultation,Service,97014-00-00,176.0,
FMINT-0092,Dietitian Consultation Fee,Service,96067-00-00,176.0,
FMLAB-1002,Fresh Pos(+)Blood/250 Ml Unit,Service,92064-00-00,176.0,
FMLAB-2043,GLUCOSE Fasting & Post Prandial,Service,73050-15-50,176.0,
FMPSY-CONS,Psychiatric Consultation,Service,83600-00-00,176.0,
FMLAB-5033,HBs Ag,Service,73050-48-90,175.20000000000002,
FMPTD-0044,TILT TABLE - IP,Service,96130-00-00,175.0,
SMS0001,TUBE E.T. O/N 7.5CUFFED PORTEX #100/199/075 (SMI9243),Consumables,47691,42.0,
FMLAB-6014,Semen Analysis,Service,73400-03-30,174.4,
FMXRAY1239,X-RAY SKYLINE VIEW FOR PATELLA (BILATERAL),Service,57518-01-12,174.4,
FMLAB-1013,Antibody Screening,Service,73250-00-20,173.60000000000002,
FMXRAY1641,PELVIS (2 VIEWS),Service,57715-00-00,172.8,
FMORT-0377,ELASTIC BANDAGE BELOW KNEE W/O MEDICINE,Service,96092-00-00,172.237,
FMDER-0028,Buccal Smear,Service,73200-05-30,172.0,
FMLAB-6022,TUBERCULIN TEST,Service,73811-00-10,172.0,
P16STOCK8+,SURGICAL ELASTIC STOCKING OVER-KNEE ALL SIZE (FIRST) .,SFDA,83700-00-00,172.0,
SME1103,ARM SLING STRAP CHILD SMALL SCOTT #1202-01,Consumables,13622,42.0,
SMD1269,"SUTURE PROLENE 4/0,16MM #W8007T",Consumables,13909,43.0,
19806,GOWN SURGEON X-LARGE STERILE,Consumables,99999,43.0,
FMPTD-0010,ELECTRIC STIM. MUSC/NRVE - IP,Service,96155-00-00,170.0,
FMPTD-0028,OCCUPATIONAL THERAPY - IP,Service,83620-00-40,170.0,
FMPTD-0030,TRACTION - IP,Service,90531-00-00,170.0,
P-3-N-040214-26987,SIMILAC ELECARE 400 GM,SFDA,99999999999994,170.0,
P15ACCU13+,ACCU-CHECK SAFE-T-PRO LANCET X 200 .,SFDA,37466,169.0,
FMPSYA0035,BACK DEPRSS`N INVENTORY TEST,Service,96236-00-00,168.8,
18515,URINE METER/UREOFIX 500 #441500/0/40-0010/M06450,Consumables,32072,43.0,
FMDER-0041,Intradermal Injection,Service,96205-19-00,168.0,
FMDER-0053,Topical Application - Vitiligo Lotion,Service,90675-00-00,168.0,
FMDNTS0025,Incision & Drainage Intra-Oral Abscess (Children),Service,96215-00-10,168.0,
FMEGD-0002,HAND THERAPY,Service,95550-03-00,168.0,
FMEGD-0006,GENERAL OT SESSION,Service,95550-02-00,168.0,
FMENTL0029,ARTICULATION TEST,Service,96012-00-00,168.0,
FMERDA0018,EMERGENCY CENTRAL CATHETER INSERTION,Service,13815-00-00,168.0,
FMINT-1003,Nebulizer Atrovent,Service,92043-00-00,168.0,
FMLAB-1073,WBCs Total & Diff,Service,73100-00-10,168.0,
FMORW-0130,Rib Binder Support,Service,96092-00-00,168.0,
FMORW-0131,Tennis Elbow Support,Service,96092-00-00,168.0,
FMPDT02,Day case /2HR,Service,83610-00-10,168.0,
FMPSYB0047,COUNSELING SESSION,Service,96090-00-00,168.0,
FMPTD-0041,CHEST PHYSIOTHERAPY - OP,Service,95550-03-00,168.0,
FMPTD-2144,GENERAL OF SESSION,Service,95550-11-00,168.0,
MS-B-000420,GLOVES SURGEON SIZE 7 STERILE,Consumables,99999,43.0,
31496,WATER STERILE F/INJECTION 1000ML IV SET,Consumables,58672,44.0,
MTDER-0028,Hydradermie Machine(1X) Facial Small Area,Service,83700-00-00,168.0,
SMJ0011,SODIUM CHLORIDE 0.9%F/IRRIGATION W/SCREW CAP 1000ML,Consumables,35913,44.0,
19764,GOWN SURGICAL LARGE STERILE DISPOSIBLE # 3M-7692,Consumables,99999,44.0,
P-3-N-241220-206823,Novalac Aminova 400 g,SFDA,99999999999994,167.0,
FMLAB-5050,Rheumatoid Factor (RF),Service,73100-17-80,166.4,
MS-S-005321,SET TERUFUSION ADMINISTRATION F/INFUSION PUMP TEURUMO #PU400WY21/PU300WY,Consumables,13215,44.0,
18136,CATHETER FOLEY BALLOON 2WAY 16FR 30ML SILICONE.,Consumables,32031,45.0,
27205,COTTON ROLL 500GMS.,Consumables,58233,45.0,
FMPDT-0064,RESPIRATION MONITOR FOR 24HRS,Service,11503-16-00,164.55555555555554,
FMXRAY1631,Premedication Visit,Service,96237-00-40,162.4536,
SMA1041,RYLES TUBE CH18 W/MANDRIN OF SMMP,Consumables,14221,45.0,
SMH1436,CANNULA IV VENFLON 16G B.D / DELTA,Consumables,64574,45.0,
FMLAB-1035,Cross Matching,Service,73250-01-60,161.60000000000002,
FMPTD-0012,ELECTRIC MASSAGE  PART - IP,Service,96162-00-00,161.0,
P16FUTUI1+,FUTURO KNIT KNEE STABILIZER-ALL SIZE .,SFDA,83600-00-10,161.0,
P16STOCK3+,FUTURO THERAPUTIC ELASTIC STOCKING UNDER-KNEE ALL SIZE .,SFDA,83600-00-10,161.0,
FMDER-0029,Lesion Smear,Service,73200-01-80,160.0,
FMDER-0122,Narrow band UVB therapy 1 session,Service,14050-02-00,160.0,
FMDER-0141,Podophyllin Application - Small Area,Service,90660-00-00,160.0,
FMDER-0144,Intralesional Injection - Small Area,Service,30207-00-00,160.0,
FMDERT-0012,Laser Hair Removal - Face - One Session,Service,90676-00-00,160.0,
FMDNL-0058,Ear Mold,Service,41557-02-02,160.0,
FMDNTN0082,Post and core for crown indirect,Service,97625-10-00,160.0,
FMENTS0027,Central Auditory Remediation Session (Single),Service,95550-06-00,160.0,
FMERDA0093,E.C.G. ANALYZER,Service,11700-00-00,160.0,
FMERDA0172,CARDIAC MONITOR /HR,Service,92056-00-00,160.0,
FMLAB-1009,Rhesus (RH) factor 500ml,Service,73250-00-90,160.0,
FMLAB-1017,Blood Film For Filaria,Service,73050-43-50,160.0,
FMNEP-0024,Sudden Use Of ECG Monitoring,Service,11708-00-00,160.0,
FMNEP-0035,ECG - Nephrology,Service,11700-00-00,160.0,
FMNEP-0039,Dressing Of Double Lumen Catheter,Service,92058-01-00,160.0,
FMNUR-0024,IV INSERTION/BLOOD/FOR CULTURE EXTRACTION  SE ,Service,73250-00-70,160.0,
fmnur-0136,Wound care nurse consult (Code not valid),Service,83600-02-00,160.0,
FMPTD-0011,ELECTRIC MASSAGE - PART. - OP,Service,96162-00-00,160.0,
FMPTD-0106,MOVING CUPPING,Service,95550-11-00,160.0,
FMPTD-0109,ACUPUNTURE FOR OBESITY,Service,93173-00-00,160.0,
FMPTD-2605,KINESIOTAPE,Service,96022-00-00,160.0,
FMXRAY1224,X-RAY PELVIS AP,Service,57715-00-00,160.0,
FMXRAY1256,X-RAY ABDOMEN FLAT (KUB),Service,58700-00-00,160.0,
FMXRAY1614,SPINE (1 SEGMENT ) FLEX/EXT.,Service,58108-00-00,160.0,
FSDER-0005,Fine hair bleaching small area ,Service,83700-00-00,160.0,
FSDER-0010,Legs hair removal session ,Service,83700-00-00,160.0,
FMLAB-9886,PERIPHERAL SMEAR,Service,73100-00-30,159.20000000000002,
FMXRAY1222,X-RAY FINGERS AP & LAT. & OBL.,Service,57506-04-21,159.20000000000002,
FMLAB-2057,Microalbuminuria,Service,73050-00-90,158.4,
FMXRAY1604,DIAGNOSTIC U/S FOR NEONATES,Service,90908-00-00,157.60000000000002,
FMLAB-2025,Glucose (CSF),Service,73400-00-70,156.8,
FMLAB-2026,Protein (CSF),Service,73050-25-00,156.8,
FMERDA0029,SUPERFECIAL WOUND SUTURING (3-5 STITCHES),Service,90676-00-00,156.0,
FMHC-0019,Nebulization & Suctioning (Service + Disposables + Kits),Service,83620-00-00,156.0,
FMHC-0023,I.V. Cannulation plus I.V. Therapy (Service + Disposables + Kits),Service,83620-00-00,156.0,
FMHC-0032,Chest Physiotherapy,Service,83620-00-10,156.0,
FMHC-0052,Suturing Small Superficial Wound Under LA,Service,83620-00-00,156.0,
FMHC-0054,Monitor / Hour,Service,83620-00-00,156.0,
FMHC-0062,Forearm Sling & Bandage,Service,83620-00-00,156.0,
FMHC-0063,Plaster Cast Removal,Service,83620-00-00,156.0,
FMHC-0064,"""Home Visit - Physiotherapist, Physiotherapy / Visit + evaluation (Transportation + Providing Servi",Service,83620-00-10,156.0,
Fmlab-9913,LDL Cholesterol,Service,73050-23-80,156.0,
FMOPTA0006,Gionioscopy,Service,42503-00-01,156.0,
FMOPTD0007,Subconjunctival Injection,Service,42824-01-01,156.0,
FMORW-0144,Rivet Type Shoe Plates,Service,96092-00-00,156.0,
FMPTD-0029,TRACTION - OP,Service,90531-00-00,156.0,
MS-S-008761,MASK N95 NIOSH HEALTH CARE & SURGICAL PARTICULATE RESPIRATOR SIZE SMALL 3M#1860S,Consumables,35177,45.0,
50818,SOLUTION BETADINE/POVIDINE 10% 200~250ML.,Consumables,99999,46.0,
P16FUTU21+,FUTURO STABILIZING BACK SUPPORT-ALL SIZE .,SFDA,10279,155.0,
FMNEP-0037,O2 Oxygen Session,Service,92044-00-00,154.4,
18691,SCREW CORTICAL TITANIUM 3.5X40MM IRINE#T50003540,Consumables,56642,47.0,
43199,C.V.P PRESSURE MONITORING KIT,Consumables,62807,48.0,
FMLAB-5023,C Reactive Protein Test (CRP),Service,73100-11-40,152.8,
FMDER-0002,Prostatic Massage,Service,92131-00-00,152.0,
FMDER-0064,Uretheral Irrigation,Service,11921-00-00,152.0,
FMDER-0065,Hair Shaft,Service,90676-00-00,152.0,
FMDNTP0072,Oral Mucosal Lesions,Service,90141-01-10,152.0,
FMERDA0158,WOUND GLUE APPLICATION (ACRYLATE),Service,90676-00-00,152.0,
FMLAB-2032,"Electrolytes ( Na,K,Cl )",Service,73050-29-00,152.0,
FMOPTA0003,Slit Lamp,Service,42503-00-01,152.0,
FMORT-0426,REMOVAL OF CAST,Service,96094-00-00,152.0,
FMPDTO0004,Cold Compress With Voltaren,Service,22065-00-10,152.0,
FMPDTO0006,Cold Compress W/Tylenol 200Mg.,Service,22065-00-90,152.0,
FMPSDH0011,WOUND DRESSING SMALL,Service,30055-00-10,152.0,
FMPTD-0001,ULTRAVIOLET - OP,Service,14050-01-00,152.0,
FMPTD-0003,INFRARED - OP,Service,22065-00-40,152.0,
FMPTD-0043,TILT TABLE - OP,Service,11724-00-00,152.0,
FMPTD-0068,SWIMMING POOL LESSON 1 SESSION,Service,96129-00-00,152.0,
FMPTD-0100,ELECTROMANETIC FIELD (TEMPORARY COD,Service,95550-03-00,152.0,
FMPTD-2086,FANGO HALF - OP,Service,92178-00-90,152.0,
FMPTD-2092,DIADYNAMIC - OP,Service,96155-00-00,152.0,
FMPTD-2096,COMBINE THERAPY [ULTRA SOUND +,Service,96154-00-00,152.0,
FMPTD-2105,CPM FOR SHOULDER - OP,Service,50115-00-00,152.0,
FMPTD-2107,CPM FOR ELBOW - OP,Service,96153-00-00,152.0,
FMPTD-2119,USE OF SWIMMING POOL,Service,96129-00-00,152.0,
FMPTD-2124,ULTRASOUND THERAPY,Service,96154-00-00,152.0,
FMPTD-2132,SHORTWAVE DIALTHERMY,Service,92178-00-90,152.0,
P16FUTU58+,FUTURO PRECISION KNEE SUPPORT .,SFDA,10279,151.0,
P16FUTUR1+,FUTURO REVERSIBLE SPLINT WRIST BRACE BLACK ALL SIZE .,SFDA,42874,151.0,
FMPDT-1012,Infanrex Hip (Pediacel),Service,92157-00-40,150.0,
FMXRAY1531,Mammogram Cd Upload With Reporting,Service,99999-99-92,150.0,
MS-B-001988,BODY LOTION F/SOOTHING 250ML DIFFERENT FRAGRANCES JOHNSON,Consumables,99999,48.0,
SGHTELE-01,Tele Consultation,Consultation,83600-03-60,150.0,
VCPSY0001,Psychiatry Video Call (Consultant),Service,83600-00-20,150.0,
VCPSY0002,Psychiatry Video Call (Specialist),Service,83600-00-10,150.0,
FMANA-0062,USE OF ZEUS MONITORING,Service,92056-00-00,149.6,
FMLAB-2087,Potassium (K) In Urine,Service,73050-29-10,149.6,
