CODE,SERVICES,Price,20% increase -april 2021
FMPSDA0018,REPAIR OF LACERATIONS OF UPPER & LOWER LIP,1665,1998.0
FMPSDA0019,CLEFT PALATE (INCOMPLETE),2900,3480.0
FMPSDA0020,CLEFT PALATE (COMPLETE),3244,3892.8
FMPSDA0021,REVISION OF CLEFT PALATE,3568,4281.6
FMPSDA0022,ORONASAL FISTULA,3568,4281.6
FMPSDA0023,PALATOPLASTY,3568,4281.6
FMPSDA0024,DOUBLE LIP (CONGENITAL LESION),1890,2268.0
FMPSDA0025,Q-SWITCH FOR PIGMENTATION AND TATOO SMAL AREA,755,906.0
FMPSDA0026,Q-SWITCH FOR PIGMENTATION AND TATTO MEDIUM AREA,1555,1866.0
FMPSDA0027,Q-SWITCH FOR PIGMENTATION AND TATTOO LARGE AREA,2330,2796.0
FMPSDA0028,Q-SWITCH FOR PIGMENTATION AND TATTOO EXTRA LARGE AREA,2940,3528.0
FMPSDA0029,Q-SWITCH FOR PIGMENTATION AND TATTOO TEST DOSE,305,366.0
FMPSDA0030,MICRODERMABRATION TEST DOSE OF 1% MAXIAL SURFACE AREA (PACKAGE OF 5 SESSION),640,768.0
FMPSDA0031,MICRODERMABRASION FACE,775,930.0
FMPSDA0032,MICRODERMABRASION FACE (PACKAGE OF 5 SESSION),2540,3048.0
FMPSDA0033,MICRODERMABRASION HANDS OR NECK,395,474.0
FMPSDA0034,MICRODERMABRASTION HANDS OR NECK (PACKAGE OF 5 SESSION),1275,1530.0
FMPSDA0035,MICRODERMABRASTION CHEST,515,618.0
FMPSDA0036,MICRODERMABRASTION CHEST(PACKAGE OF 5 SESSION),1535,1842.0
FMPSDA0037,MICRODERMA BRASION LOWER ABDOMEN/UPPER ABDOMEN,1020,1224.0
FMPSDA0038,MICRODERMABRASION LOWER ABDOMEN/UPPER ABDOMEN(PACKAGE OF 5 SESSION),3048,3657.6
FMPSDA0039,CHEMICAL PEEL (GLYCOLIC ACID) M.D. FORTE PACKAGE OF 6 PEELS,2290,2748.0
FMPSDA0040,CHEMICAL PEEL (GLYCOLIC ACID)M.D. FORTE SINGLE ADDITIONAL PEEL,515,618.0
FMPSDA0041,SILICONE GEL SHEET MAJOR SIZE,300,360.0
FMPSDA0042,SILICONE GEL SHEET MEDIUM SIZE,245,294.0
FMPSDA0043,SILICONE GEL SHEET SMALL SIZE,165,198.0
FMPSDA0044,UNILATERAL CLEFT LIP,3500,4200.0
FMPSDB0001,RHINOPLASTY (COMPLETE),3568,4281.6
FMPSDB0002,NASAL TIP CORRECTION,3048,3657.6
FMPSDB0003,FORE HEAD FLAP TO NOSE,3060,3672.0
FMPSDB0004,CLOSED REDUCTION OF NASAL BONE FRACTURE,1280,1536.0
FMPSDB0005,REPAIRT OF SOFT TISSUE LACIRATION OF NOSE,2440,2928.0
FMPSDB0006,SILASTIC IMPLANT TO THE NOSE   (AUGMENTATION RHINOPLASTY),2552,3062.4
FMPSDB0007,AUGMENTATION RHINOPLASTY(BONE- GRAFT),3568,4281.6
FMPSDB0008,REVISION OF RHINOPLASTY,3060,3672.0
FMPSDB0009,EXCISION OF TUMOPUR OF EXTERNL NOSE AND NASAL RECONSTRUCTION,3060,3672.0
FMPSDB0010,PART. RECONST. OF NOSE BY      LOCAL FLAP,2555,3066.0
FMPSDB0011,PART. RECONST. OF NOSE BY      COMPOSITE GRAFT,2555,3066.0
FMPSDB0012,PART. CONST. OF NOSE BY        COMBINE PROCEDURE(FLAP & GRAFT,3568,4281.6
FMPSDB0013,TOTAL NOSE RECONST. (PER STEP),1915,2298.0
FMPSDB0014,HYPOPLASTIC LSN+AUGMENTATION   BY BONE GRAFT OTHER THAN NOSE,2415,2898.0
FMPSDB0015,SEPTOPLAST Y,2620,3144.0
FMPSDC0001,PROMINENT EARS (BAT EARS),3060,3672.0
FMPSDC0002,EXCISION OF MINOR KELOID &     REPAIR OF EAR,1025,1230.0
FMPSDC0003,STAGED REPAIR OF AURICLE (EACH STAGE,1280,1536.0
FMPSDC0004,EXCISION OF PREAURICULAR SINUS,2552,3062.4
FMPSDC0005,EXCISION OF EAR REMINENTS,2552,3062.4
FMPSDC0006,PARTIAL EXCISION & REPAIR OF   PINNA,1280,1536.0
FMPSDC0007,SUTURE OF LACERATION OF        EXTERNAL EAR,1915,2298.0
FMPSDC0008,RECONSTRUCTION OF PARTIAL EAR  LOSS,2320,2784.0
FMPSDC0009,PIERCING OF EAR FOR EARING,130,156.0
FMPSDC0010,CLOSURE OF HOLE OF EAR PINNA,260,312.0
FMPSDC0011,SINGLE (UNILATERAL) BAT EAR,1740,2088.0
FMPSDD0001,REPAIR OF INGUINAL HERNIA,1915,2298.0
FMPSDD0002,REPAIR OF UMBILICAL HERNIA,2420,2904.0
FMPSDD0003,REPAIR OF FEMORAL HERNIA,2900,3480.0
FMPSDD0004,REPAIR OF INCISIONAL HERNIA,3244,3892.8
FMPSDD0005,REPAIR OF VENTRAL HERNIA,2780,3336.0
FMPSDD0006,ABDOMINOPLASTY,3850,4620.0
FMPSDD0007,LIPOSUCTION OF ABDOMEN,1915,2298.0
FMPSDD0008,LIPOSUCTION OF ONE THIGH,1915,2298.0
FMPSDD0009,LIPOSUNCTION OF TROCHANTRIC    PAD OF FAT,1280,1536.0
FMPSDD0010,LIPOSUCTION OF ONE BUTTOCK,1280,1536.0
FMPSDD0011,LIPOSUCTION OF SUBMENTAL PAD   OF FAT,1280,1536.0
FMPSDD0012,LIPOSUCTION OF BREAST,1280,1536.0
FMPSDD0013,LIPOSUCTION OF ONE ARM,1915,2298.0
FMPSDD0015,HYPOSPADIUS 1ST STAGE,1025,1230.0
FMPSDD0016,HYPOSPADIUS 2ND STAGE,2552,3062.4
FMPSDD0017,BIL. TROCHANTERIC LIPECTOMY,3568,4281.6
FMPSDD0018,BIL. GLUTEAL LIPECTOMY,3568,4281.6
FMPSDD0019,BILATERAL THIGH LIFT,3568,4281.6
FMPSDD0020,BILATERAL ARM LIFTING1,4480,5376.0
FMPSDD0021,BRACHIOPLASTY,4456,5347.2
FMPSDD0022,MINI ABDOMINO PLASTY,3288,3945.6
FMPSDD0023,LIPOSUCTION OF GYNECOMASTEA,1595,1914.0
FMPSDE0001,FACE LIFTING (COMPLETE),4172,5006.4
FMPSDE0002,PTOSIS UNILATERAL,2555,3066.0
FMPSDE0003,PTOSIS BILATERAL,3568,4281.6
FMPSDE0004,CICATRITIAL ECTROPION REPAIR   (ONE LID),1915,2298.0
FMPSDE0005,CICATRITIAL ECTROPION REPAI    BY GRAFTING,2555,3066.0
FMPSDE0006,PARTIAL LOSS OF UPPER EYELID   (CONSTRUCTION),2555,3066.0
FMPSDE0007,TOTAL LOSS OF UPPER EYE LID    (RECONSTRUCTION),3060,3672.0
FMPSDE0008,PARTIAL LOSS OF LOWER EYELID,1915,2298.0
FMPSDE0009,TOTAL LOSS OF LOWER EYELID,2552,3062.4
FMPSDE0010,REPAIR OF LACERATIONS OF,2440,2928.0
FMPSDE0011,EXCISION OF TUMOUR OF EYELID   REPAIR,2552,3062.4
FMPSDE0012,CORRECTION OF CONGENITAL       WEBBING,1915,2298.0
FMPSDE0013,MEDICAL CANTHOPEXY,1915,2298.0
FMPSDE0014,LIFTING FACE EYELIDS BLEPHARO- PLASTY,2552,3062.4
FMPSDE0015,NECK CONTRACTURE (MULTIPLE Z),2552,3062.4
FMPSDE0016,NECK CONTRACTURE(EXCISION AND  REPAIR),3568,4281.6
FMPSDE0017,CERVICAL NODE BIOPSY,1025,1230.0
FMPSDE0018,BRANCHIAL CYST,1740,2088.0
FMPSDE0019,BRANCHIAL FISTULA,2320,2784.0
FMPSDE0020,THYROGLOSSAL CYST,1740,2088.0
FMPSDE0021,THYROGLOSSAL FISTULA,2320,2784.0
FMPSDE0022,CYSTIC HYGROMA,1915,2298.0
FMPSDE0023,TONGUE TIE RELEASE,1100,1320.0
FMPSDE0024,PARTIAL EXCISION OF TONGUE,1915,2298.0
FMPSDE0025,HEMIGLOSSECTOMY,2552,3062.4
FMPSDE0026,TOTAL GLOSSECTOMY,3060,3672.0
FMPSDE0027,EXCISION OF CANCER OF ORAL     CAVITY,3568,4281.6
FMPSDE0028,EXCISION OF TUMOUR OF SOFT     PALATE,2555,3066.0
FMPSDE0029,PARTIAL EXCISION OF MAXILLA,2552,3062.4
FMPSDE0030,TOTAL EXCISION OF MAXILLA,3568,4281.6
FMPSDE0031,DELTOPECTORAL FLAP TO ORAL     CAVITY,3568,4281.6
FMPSDE0032,FORE HEAD FLAP TO ORAL CAVITY,3568,4281.6
FMPSDE0033,EXCISION OF SUBMANDIBULAR      SALIVARY GLAND,1915,2298.0
FMPSDE0034,REMOVAL OF STONE FROM SUBMAN-  DIBULAR DUCT,1025,1230.0
FMPSDE0035,SUPERFICIAL PAROTIDECTOMY,2552,3062.4
FMPSDE0036,TOTAL PAROTIDECTOMY,3568,4281.6
FMPSDE0037,EXCISION OF MELANOMA OF HEAD   OR NECK,3060,3672.0
FMPSDE0038,EXCISION OF EPITHELIOMA OF     HEAD OR NECK,2552,3062.4
FMPSDE0039,EXCISION OF SMALL KELOID OF FACE,670,804.0
FMPSDE0040,EXCISION OF MEDIUM KELOID OF FACE,1315,1578.0
FMPSDE0041,EXCISION OF LARGE KELOID OF    FACE,1915,2298.0
FMPSDE0042,EYE BROW LOSS (HAIR TRANSPLANT,2555,3066.0
FMPSDE0047,REPAIR OF LACERATIONS OF THE FACE,2400,2880.0
FMPSDE0048,REPAIR OF THE PAROTID DUCT,4020,4824.0
FMPSDE0049,REPAIR OF THE FACIA NERVE,5024,6028.8
FMPSDE0050,REPAIR OF THE LOWER AND UPPER EYELIDS,2500,3000.0
FMPSDE0051,FULL THICKNESS SKIN GRAFT,2500,3000.0
FMPSDF0001,SYBDACTYLAE(BETWEEN 2 FINGERS),1915,2298.0
FMPSDF0002,POLYDACTYLAE,2552,3062.4
FMPSDF0003,CONTRACTED FINGERS(ONE FINGER),1915,2298.0
FMPSDF0004,CROSS FINGER FLAP (1ST STAGE),2320,2784.0
FMPSDF0005,CROSS FINGER FLAP (2ND STAGE),1160,1392.0
FMPSDF0006,ABDOMINAL OR PECTORAL FLAP TO  THUMB (1ST STAGE),2900,3480.0
FMPSDF0007,ABDOMINAL OR PECTORAL FLAP TO  THUMB (2ND STAGE),1160,1392.0
FMPSDF0008,ABDOMINAL OR PECTORAL FLAP TO  A FINGER (1ST STAGE),1915,2298.0
FMPSDF0009,ABDOMINAL OR PECTORAL FLAPS TO A FINGER (2ND STAGE),645,774.0
FMPSDF0010,ABDOMINAL FLAP TO THE HAND     (1ST STAGE),3060,3672.0
FMPSDF0011,ABDOMINAL FLAP TO THE HAND     (2ND STAGE),1025,1230.0
FMPSDF0012,REPAIR OF MINOR LACERATION OF  HAND,1310,1572.0
FMPSDF0013,REPAIR OF MODERATE LACERATION  OF HAND,1915,2298.0
FMPSDF0014,REPAIR OF MAJOR LACERATION OF HAND,2600,3120.0
FMPSDF0015,TENDON SUTURE OF HAND(FLEXORS),1280,1536.0
FMPSDF0016,TENDON SUTURE OF HAND(EXTENSOR,1025,1230.0
FMPSDF0017,TENDON GRAFT TO ONE FINGER,3568,4281.6
FMPSDF0018,DUPETRYNE CONTRACTURE,2555,3066.0
FMPSDF0019,EXCISION OF GANGLION & OTHER   CYSTS,1025,1230.0
FMPSDF0020,SKIN GRAFT OF HAND,2555,3066.0
FMPSDF0021,REPAIR OF MACRODFACTYLY,2555,3066.0
FMPSDF0022,FINGER TIP RECONSTRUCTION (L.A),415,498.0
FMPSDF0023,FINGER TIO RECONSTRUCTION (GA),675,810.0
FMPSDF0024,TENDON SUTURE OF THE FOOT      (EXTENSION),930,1116.0
FMPSDF0025,TENDON SUTURE OF THE LEG       (EXTENSOR OR FLEXUS),1575,1890.0
FMPSDF0026,EXPLTN OF THE LACERATED WOUND IN THE ELBOW OF RIGHT UPPER ARM & FOREARM,1890,2268.0
FMPSDF0027,REPAIR WITH LOCAL FLAPS FROM THE SORROUNDING TISSUE,3016,3619.2
FMPSDF0028,FIXATION OF FRACTURE IN THE DISTAL MIDDLE PHALANGES WITH K-WIRES,1270,1524.0
FMPSDF0029,EXTERNAL FIXATOR FOR FINGERS,3200,3840.0
FMPSDG0001,EXCISION OF BENIGN MASSES OF   BREAST,1280,1536.0
FMPSDG0002,GYNAECOMASTIA,2780,3336.0
FMPSDG0003,MASTOPEXY,2780,3336.0
FMPSDG0004,REDUCTION MAMMOPLASTY,3850,4620.0
FMPSDG0005,AUGMENTATION MAMMOPLASTY (ONE0 SIDE),2320,2784.0
FMPSDG0006,AUGMENTATION MAMMOPLASTY (TWO  SIDES),3568,4281.6
FMPSDG0007,IMPLANTATN OF TISSUE EXPANDER,1025,1230.0
FMPSDG0008,RADICAL MASTECTOMY,4076,4891.2
FMPSDG0009,EXCISION OF SUPERNUMERY BREAST,2555,3066.0
FMPSDG0010,EXCISION OF AXILLARY TAIL OF   BREAST,2555,3066.0
FMPSDG0011,EXCISION OF BENIGN MASSES OF   BREAST (LARGE),2320,2784.0
FMPSDG0012,2ND STAGE TISSUE EXPANDER      REMOVAL & RECONSTURCION,2100,2520.0
FMPSDG0013,EXTRACTION OF TISSUE EXPANDER,4160,4992.0
FMPSDG0014,BREAST LIFTING1,2705,3246.0
FMPSDH0001,SHAVING OF LEUCODERMA SKIN     GRAFT,770,924.0
FMPSDH0002,DERMABRASION 1%,1165,1398.0
FMPSDH0003,RESUSSITATION OF MAJOR BURN,2600,3120.0
FMPSDH0004,BURN DRESSING > 30 %,1635,1962.0
FMPSDH0005,BURN DRESSING 20 - 30%,1315,1578.0
FMPSDH0006,BURN DRESSING 10 - 20%,825,990.0
FMPSDH0007,BURN DRESSING 5 - 10%,270,324.0
FMPSDH0008,"BURN DRESSING , 5%",170,204.0
FMPSDH0009,WOUND DRESSING MAJOR,170,204.0
FMPSDH0010,WOUND DRESSING MODERATE,130,156.0
FMPSDH0011,WOUND DRESSING SMALL,95,114.0
FMPSDH0012,SKIN GRAFT FOR BURN UPTO 5%,1280,1536.0
FMPSDH0013,SKIN GRAFT FOR BURN UPTO 10%,1915,2298.0
FMPSDH0014,SKIN GRAFT FOR BURN UPTO 15%   USING INTEGRA ARTIFICIAL,2570,3084.0
FMPSDH0015,FINGER IMPLANTATION,4856,5827.2
FMPSDH0016,REPAIR OF ALL TENDONS OF HAND  (FLEXORS),3404,4084.8
FMPSDH0017,REPAIR OF PERI. MEDIAN NERVE,2425,2910.0
FMPSDH0018,REPAIR OF PERI. ULNAR NERVE,2425,2910.0
FMPSDH0019,REPAIR OF PERI. RADIAL VESSEL  BY MICROSCOPE,2425,2910.0
FMPSDH0020,REPAIR OF PERI. ULNAR VESSEL   BY MICROSCOPE,2425,2910.0
FMPSDH0021,SKIN GRAFT WITH INTEGRA 5%     + 1 SHEET,6568,7881.6
FMPSDH0022,SKIN FRAFT WITH INTEGRA 10%    + 2 SHEET,12620,15144.0
FMPSDH0023,SKIN GRAFT WITH INTEGRA 15%    + 3 SHEET,17752,21302.4
FMPSDH0024,DEBRIBMENT OF LARGE AREA,2445,2934.0
FMPSDH0025,DEBRIBMENT OF SMALL AREA,1270,1524.0
FMPSDH0026,DEBRIDEMENT PROCEDURE MODERATE,1780,2136.0
FMPSDH0027,EXPLORATION OF NERVE OF FOREARM,2875,3450.0
FMPSDH0028,FACIOTOMY,1155,1386.0
FMPSDI0001,FRACTURE ZYGOMA,1915,2298.0
FMPSDI0002,FRACTURE ONE MAXILLA           LA FORTE ONE,1280,1536.0
FMPSDI0003,FRACTURE MAXILLA (LAFORTE TWO),2555,3066.0
FMPSDI0004,FRACTURE MAXILLA(LAFORTE THREE,2552,3062.4
FMPSDI0005,ORBITAL FRACTURE REDUCTION     (NO GRAFT),2555,3066.0
FMPSDI0006,ORBITAL FRACTURE REDUCTION     (GRAFTING),2552,3062.4
FMPSDI0007,EXCISSION OF TUMOUR OF MANDI-  BLE (PARTIAL),2555,3066.0
FMPSDI0008,EXCISSION OF TUMOUR MANDIBLE   (HEMI),2552,3062.4
FMPSDI0009,EXCISION OF TUMOUR MANDIBLE    (TOTAL),3568,4281.6
FMPSDI0010,APPLICATION OF MANDIBULAR DISTRACTOR,3212,3854.4
FMPSDI0011,APPLICATION OF MANDIBULAR DISTRACTOR ANGLE AEOSTEOTOMY OF MA,5348,6417.6
FMPSDJ0001,ROTATION FLAP (MAJOR),4572,5486.4
FMPSDJ0002,ROTATION FLAP (MODERATE),2555,3066.0
FMPSDJ0003,ROTATION FLAP (MINOR),1280,1536.0
FMPSDJ0004,TRANSPOSITION FLAP (MAJOR),2555,3066.0
FMPSDJ0005,TRANSPOSITON FLAP (MODERATE),1915,2298.0
FMPSDJ0006,TRANSPOSITION FLAP (MINOR),1280,1536.0
FMPSDJ0007,CROSS LEG FLAP 1ST STAGE,3060,3672.0
FMPSDJ0008,CROSS LEG FLAP 2ND STAGE,1025,1230.0
FMPSDJ0009,GRAIN FLAP (1ST STAGE),3060,3672.0
FMPSDJ0010,GRAIN FLAP (2ND STAGE),1025,1230.0
FMPSDJ0011,EXCISION OF LIPOMA (BIG),770,924.0
FMPSDJ0012,EXCISION  OF LIPOMA (MODERATE),520,624.0
FMPSDJ0013,EXCISION OF LIPOMA (SMALL,355,426.0
FMPSDJ0014,EXCISION OF SEBACEUS CYST(BIG),990,1188.0
FMPSDJ0015,EXCISION OF SEBA.CYST(MODERATE,520,624.0
FMPSDJ0016,EXCISION OF SEBA. CYST(SMALL),335,402.0
FMPSDJ0017,LATISMUS DORSI MUSCLE FLAP,3568,4281.6
FMPSDJ0019,SCAR REVISION,1000,1200.0
FMPSDJ0020,SCAR REVISION,960,1152.0
FMPSDJ0021,MOLE EXCISION (LARGE),800,960.0
FMPSDJ0022,MOLE EXCISION (SMALL),500,600.0
FMPSDJ0023,RELEASE AND SKIN GRAFT OF      CONTRACTED SCAR,2500,3000.0
FMPSDJ0024,BED SORE OF ONE 5X5 EXCISION   & DEPRIDEMENT,840,1008.0
FMPSDJ0025,MULTIPLE BED SORE OR LARGE ONE 10X10 EXCISION & DEPRIDEMENT,1575,1890.0
FMPSDJ0026,RESURFACING ERBIAN LAZER TEST  DOSE,140,168.0
FMPSDJ0027,RESUFACING ERBIAN LAZER SMALL  LESSION,675,810.0
FMPSDJ0028,RESURFACING ERBIAN LAZER MEDIU M LESSION,1410,1692.0
FMPSDJ0029,RESURFACING ERBIAN LAZER LARGE LESSION,2110,2532.0
FMPSDJ0030,AGE JUENESSE EYE ZONE,260,312.0
FMPSDJ0031,AGE JUENESSE SKIN OF THE FACE,675,810.0
FMPSDJ0032,SMALL ONE LESSION OF HAEMANGIO MA AND PORT WINE STAIN,1105,1326.0
FMPSDJ0033,MODERATE LESSION OF PORT WINE STAIN & HAEMAGIOMA,2110,2532.0
FMPSDJ0034,LARGE LESSION OF PORT WINE     STAIN & HAEMANGIOMA,2100,2520.0
FMPSDJ0035,ROUDENT ULCER EXCISION 2X3 CM,3360,4032.0
FMPSDJ0036,ROUDENT ULCER EXCISION 4X6 CM,6720,8064.0
FMPSDJ0037,ROUDENT ULTIPLE ULCER,6720,8064.0
FMPSDJ0038,FAT INJECTION IN THE FACE,2015,2418.0
FMPSDJ0040,FAT INJECTION IN THE OTHER ARE AS,1010,1212.0
FMPSDJ0041,MICRO SURGERY PROCEDURE,6396,7675.2
FMPSDK0001,CIRCUMCISION (LESS THAN 6 MOS),385,462.0
FMPSJ0040,FAT INJECTION IN THE OTHER AREAS,955,1146.0
MTPSD-0001,EXCISION OF LIPOMA (MODERATE),2015,2418.0
MTPSD-0002,EXCISION OF LIPOMA (SMALL),2015,2418.0
MTPSD-0003,EXCISION OF LIPOMA BIG,5328,6393.6
MTPSD-0004,EXCISION OF  SEBACEOUS CYST (SMALL),1345,1614.0
MTPSD-0005,EXCISION OF SEBACEOUS CYST (MODERATE),1345,1614.0
MTPSD-0006,EXCISION OF SEBACEOUS (BIG),1345,1614.0
MTPSD-0007,EXCCISION OF SMALL KELOID OF FACE,1345,1614.0
MTPSD-0008,REPAIR OF MINOR LACERATION OF HAND,2015,2418.0
MTPSD-0009,REPAIR OF MODERATE LACERATION OF HAND,2015,2418.0
MTPSD-0010,REPAIR OF SOFT TISSUE LACERATION OF NOSE,2015,2418.0
MTPSD-0011,SUTURE OF LACERATION OF EXTERNAL EAR,2015,2418.0
MTPSD-0012,SCAR REVISION SMALL (L.A.),415,498.0
MTPSD-0013,SCAR REVOSION MEDIUM (L.A.),675,810.0
MTPSD-0014,SCAR REVISION LARGE (L.A),1080,1296.0
MTPSD-0015,SCAR REVISION SMALL  (G.A.),675,810.0
MTPSD-0016,SCAR REVISION MEDIUM  (G.A.),950,1140.0
MTPSD-0017,SCAR REVISION LARGE  (G.A.),1345,1614.0
MTPSD-0018,SMALL DRESSING UNDER G.A.,675,810.0
MTPSD-0019,DESSIN OF BURNS (UNDER G.A. UPTO 5%),675,810.0
MTPSD-0020,DRESSING OF BURNS (G.A. 10%),1080,1296.0
MTPSD-0021,DRESSING  OF BURNS (G.A. 10 %),1345,1614.0
MTPSD-0022,REMOVAL OF STITCHES  (G.A.),675,810.0
MTPSD-0023,REMOVAL OF WARTY LESION,950,1140.0
MTPSD-0024,REMOVAL OF MULTIPLE WARTY OR NOVI,1745,2094.0
MTPSD-0025,EXCSN BIOPSY 0F MASS FROM BREAST/UNDER AXILLA SML,2015,2418.0
MTPSD-0026,EXCNL BPSY OF MASS FROM BREAST OR UNDER AXILLA (SM,3740,4488.0
MTPSD-0027,HAIR TRANSPLANTATION OF AREA FOR 500 GRAMS,5328,6393.6
MTPSD-0028,HAIR TRANSPLANTATION OF AREA FOR 700 GRAMS,7464,8956.8
MTPSD-0029,HAIR TRANSPLATION OF AREA FOR 50-150 GRAMS,2675,3210.0
MTPSD-0030,CIRCUMCISION UNDER G.A.,675,810.0
MTPSD-0031,REMOVAL OF ONE NAVI UNDER L.A.,280,336.0
MTPSD-0032,REMOVAL OF MULTIPLE NAVI  UPTO 6 (L.A.),675,810.0
MTPSD-0033,REMOVAL OF MULTIPLE NAVI MORE THAN 6 (L.A.),1080,1296.0
MTPSD-0034,SLIM FRAFT OF BURN UPTO 5% (G.A.),2675,3210.0
MTPSD-0035,DRESSING OF BURNS,470,564.0
MTPSD-0036,ARTIFICIAL HAIR TRANSPLANTATION (300 HAIR),3200,3840.0
MTPSD-0037,ARTIFICIAL HAIR TRANSPLANTATION (1 HAIR),30,36.0
MTPSD-0038,FINGER TIP RECONSTRUCTION FOR ONE FINGER (G.A.),1275,1530.0
MTPSD-0039,FINGER TIP RECONSTRUCTION FOR ONE FINGER (L.A.),640,768.0
MTPSD-0040,ARTIFICIAL HAIR TRANSPLATATION  (100 HAIR),1910,2292.0
MTPSD-0041,LIPOSUCTION OF ABDOMIN SMALL AREA,4984,5980.8
MTPSD-0042,LIPOSUCTION OF ABDOMIN LARGE AREA,6696,8035.2
MTPSD-0043,LIPOSUCTION OF THIGH SMALL AREA,4984,5980.8
MTPSD-0044,LIPOSUCTION OF THIGHT LARE AREA,6696,8035.2
MTPSD-0045,LIPOSUCTION OF BUTTOCKS ONE BUTTOCK,3352,4022.4
MTPSD-0046,NEEDLE FOR HAIR TRANSPLANTATION,270,324.0
MTPSD-0047,I.M.INJECTION,25,30.0
MTPSD-0048,INTRADERMAL INJECTION,115,138.0
MTPSD-0049,INTRACESIONAL INJECTION,115,138.0
MTPSD-0051,IMPLATING OF ARTIFICIAL HAIR,965,1158.0
MTPSD-0052,TEST DOSE FOR HAIR REMOVAL,155,186.0
MTPSD-0053,SMALL AREA FOR HAIR REMOVAL,755,906.0
MTPSD-0054,MEDIUM AREA FOR HAIR REMOVAL,1485,1782.0
MTPSD-0055,LARGE AREA FOR HAIR REMOVAL,2330,2796.0
MTPSD-0056,X-LARGE AREA FOR HAIR REMOVAL,2675,3210.0
MTPSD-0057,COOLING DEVICE FOR HAIR REMOVL,155,186.0
MTPSD-0058,MIRCRO SURGERY PROCEDURE,6092,7310.4
MTPSD-0059,ZERONA(LASER BODY CONTOURING)COMP. CRSE OF 6 SESS,9976,11971.2
MTPSD-0060,ZERONA(LASER BDY CONTOURING) HALF CRSE 3 SESS.,5012,6014.4
MTPSD-0061,ZERONA(LASER BDY CONTOURING 1 SESSION,2130,2556.0
MTPSD-11,SUTURE OF LACERATION OF EXTER-NAL EAR,1895,2274.0
MTSPD-0030,CIRCUMCISION UNDER G.A.,640,768.0
FMPSY-0030,PSY PLAYTHERAPHY,1140,1368.0
FMPSY-0034,PROGRESSIVE MATRICES FOR CHILD REN,140,168.0
FMPSY-1000,DAY CARE SUPERVISION,90,108.0
FMPSY-1001,DOCTOR'S DAYCARE SUPERVISION,135,162.0
FMPSY-9000,C.P. PROGRAM - 2 SESSION (P.D),280,336.0
FMPSY-9001,C.P. PROGRAM - 7 SESSION (P.D),950,1140.0
FMPSYA0003,EXTREME RESPONSES TEST,85,102.0
FMPSYA0004,TAYLOR'S ANXIETY SCALE,200,240.0
FMPSYA0005,EYSENCK PERSONALITY INV. AD,145,174.0
FMPSYA0006,EYSENCK PERSONALITY INV. PD,200,240.0
FMPSYA0007,HILLDERTH FEELING SCALE,85,102.0
FMPSYA0008,MANUAL DEXTERITY,145,174.0
FMPSYA0009,SPEED MRKMKNG H-MARKING,85,102.0
FMPSYA0010,TRIAL MAKING,85,102.0
FMPSYA0011,BENDER GESTALT,145,174.0
FMPSYA0012,BENTON VISUAL RETENTION TEST,145,174.0
FMPSYA0013,MAINTAINING DIRECTION,225,270.0
FMPSYA0014,NEW WORDS LEARNING TEST,85,102.0
FMPSYA0015,WORD RECOGNITION,85,102.0
FMPSYA0016,PAIRED ASSOCIATE LEARNING,85,102.0
FMPSYA0017,TRIST HARDGRAVE TEST,225,270.0
FMPSYA0018,SIMILARITIES AND DIGIT SPAN,85,102.0
FMPSYA0019,BLOCK COUNTING,85,102.0
FMPSYA0020,BRAIN DAMAGE,290,348.0
FMPSYA0021,MEMORY TEST,250,300.0
FMPSYA0022,CORTICAL FUNCTION ASSESSMENT,145,174.0
FMPSYA0023,FOUR-GRUOPS TEST,85,102.0
FMPSYA0024,TRAINING PROGRAM,275,330.0
FMPSYA0025,GRIFFITH'S MENTAL DEVELOPMENT,145,174.0
FMPSYA0026,GUNXBURG OF SOCIAL DEVELOPMENT,145,174.0
FMPSYA0027,TREATMENT BY SHADOWING,145,174.0
FMPSYA0028,WEISLER - BELLEVUE TEST,400,480.0
FMPSYA0029,STANDFORD BINNET TEST,300,360.0
FMPSYA0030,PROTEUS MAZES TEST,290,348.0
FMPSYA0031,GOOD ENOUGH DRAW A MAN TEST,225,270.0
FMPSYA0032,SPECIAL MATURITY TEST,200,240.0
FMPSYA0033,M.M.P.I.,400,480.0
FMPSYA0034,GUILFORD BATTERY (D.C.G.R.),145,174.0
FMPSYA0035,BACK DEPRSS'N INVENTORY TEST,145,174.0
FMPSYA0036,ANXIETY FOR CHILDREN & ADULT,200,240.0
FMPSYA0037,MIDDLE SEX,270,324.0
FMPSYA0038,HAMILTON DEPRESSION,210,252.0
FMPSYA0039,CHILDREN ATTENTION & ADJUSTMEN,200,240.0
FMPSYA0040,ADHD,250,300.0
FMPSYA0042,PARANOIA,270,324.0
FMPSYA0043,HYSTERIA,270,324.0
FMPSYA0044,PSYCHOPATHIC DEVIATION,270,324.0
FMPSYA0045,HYPOMANIA,270,324.0
FMPSYA0046,FAMININITY & MASCULINITY,270,324.0
FMPSYA0047,YBOCS,270,324.0
FMPSYA0048,GHQ,135,162.0
FMPSYA0049,CHILDREN DEPRESSION SCALE,255,306.0
FMPSYA0050,CHILDREN ANXIETY SCALE,210,252.0
FMPSYA0051,CHILDREN SELF ESTEEM,210,252.0
