Code,Discription,Price,SBS CODE,category
MS-P-000226,PLATE 5MM LCP DISTAL CONDY. BTRS. 9X18X238XR IRINE#A69080923,4114.866875,47749,supplies
MS-P-003868,PLATE 6 HOLES SYNTHES #02.100.106 SYNTHES # 02.100.106,2744,47749,supplies
MS-P-000741,PLATE 6-HOLE 2.0 RANUS #M4378,5053.125,47749,supplies
MS-P-001510,"PLATE 6HOLEX1.5MM,SYNTHES#04.503.715",3307.5,47749,supplies
MS-P-002179,PLATE 7 HOLES #02.100.207,3582.604375,47749,supplies
MS-P-001126,PLATE 7 HOLES DISTAL HUMERUS LOCKING RIGHT # 241.286,12731.25,64673,supplies
MS-P-001871,PLATE 7 HOLES DORSOLATERAL SYNTHES #02.117.307,11300.625,64673,supplies
MS-P-003965,PLATE 7HOLES SYNTHES # 02.130.353,6076,64673,supplies
MS-P-003297,PLATE 8 HOLE COMPRESSION TITANIUM OSTEONIC  # A3A.13080,5053.125,64673,supplies
MS-P-004125,"PLATE 8 HOLE FEMORAL DISTAL, CHM # 3.4023.608",10106.25,64673,supplies
MS-P-004008,"PLATE 8 HOLE FEMORAL DISTAL, CHM # 3.4024.608",8268.75,64673,supplies
MS-P-004003,"PLATE 8HOLES LEFT VOLAR DISTAL RADIUS 28X64MM, OSTEONIC  # B1B.28050",9450,47749,supplies
MS-P-004721,PLATE 8HOLES OSTEONIC #A2M13100L,5818.75,58772,supplies
MS-P-004004,"PLATE 8HOLES RIGHT VOLAR DISTAL RADIUS 28X64MM, OSTEONIC  # B1B.28060",9450,47749,supplies
MS-P-000426,PLATE ADAPTATION 1.5MM 20 HOLES SYNTHES #446.100,7560,47749,supplies
MS-P-001417,PLATE ADAPTION 1.3MM 24HOLE SYNTHES #421.010,2268,47749,supplies
MS-P-000877,PLATE ADAPTION 12H 1.25MM TIT SYN #04.503.756,2800,47749,supplies
MS-P-001615,PLATE ADAPTION 20 HOLES 0.40MM SYNTHES # 04.503.316,3151.3125,47749,supplies
MS-P-000879,PLATE ADAPTION 20 HOLES 0.5MM TIT #04.503.346,2611,47749,supplies
MS-P-000935,PLATE ADAPTION 20 HOLES 0.7MM TIT #04.503.376,2609.25,47749,supplies
MS-P-000867,PLATE ADAPTION 20H 1.0MM MANDIBLE SYN # 04.503.706,6979.4375,47749,supplies
MS-P-000488,PLATE ADAPTION 20HOLES SYN #04.503.396,4900,47749,supplies
MS-P-003716,PLATE ADOPTION 20 HOLE T 0.5 TITANIUM. SYNTHES # 4503346,2513,47749,supplies
MS-P-003809,"PLATE AEQ REV II GLENOID BASE 25MM , WRIGHT # DWD172",15277.5,47749,supplies
MS-P-003931,PLATE ANGLED BLUE 4 HOLE OSTEONIC  # MAC315M04,5818.75,47749,supplies
MS-P-000828,PLATE BAND NARROW CEN 2+2H 1.0MM SYNTHES #04.503.702/701,2607.5,47749,supplies
MS-P-001893,PLATE BENDING TEMPLATE 3.5MM SYNTHES # 03.100.036,1874.25,47749,supplies
MS-P-003826,PLATE BROAD 8 HOLES CHM # 3.3155.608,6140.3125,47749,supplies
MS-P-001733,"PLATE CALCANEAL 3.5 X 69 MM , SYNTHES # 241.623",7969.5,47715,supplies
MS-P-001754,"PLATE CALCANEAL 3.5 X 76 MM , SYNTHES # 241.624",7743.75,47715,supplies
MS-P-001686,PLATE CERVICAL 25MM L SOFAMOR DANEK #976.125,6094.375,46653,supplies
MS-P-001433,"PLATE CERVICAL 35MM,MEDTRONIC#876-135",6982.5,46653,supplies
MS-P-000199,PLATE CERVICAL 4.5MM ATLANTIC ANTERIOR 4100005392,4780.5625,46653,supplies
MS-P-001701,"PLATE CERVICAL 45 MM , SOFAMOR # 976.145",6982.5,46653,supplies
MS-P-000562,PLATE CERVICAL 45MM SOFAMOR#876.145,6615,46653,supplies
MS-P-000750,PLATE CERVICAL 50MM SOFAMOR #876.150,6615,46653,supplies
MS-P-000787,PLATE CERVICAL 60MM SOFAMOR #876.160,6615,46653,supplies
MS-P-000875,PLATE CERVICAL ANTERIOR 40MM SOFAMOR # 876.140,6063.75,45471,supplies
MS-P-001078,PLATE CERVICAL ANTERIOR 42.5MM SOFAMOR,7680.75,45471,supplies
MS-P-002104,PLATE CERVICAL ANTERIOR 65MM SOFAMOR # 876-165,7901.25,45471,supplies
MS-P-001444,PLATE CERVICAL ANTERIOR SOFAMOR 27.5MM,6063.75,45471,supplies
MS-P-004063,"PLATE CERVICLE 55MM, SPINE CRAFT # ACH1-348",8268.75,45471,supplies
MS-P-003887,PLATE CLAVICAL 8 HOLES CHM # 3.7048.508,8421.875,45471,supplies
MS-P-004136,"PLATE CLAVICLE 6 HOLE, CHM # 3.7048.506",8421.875,45471,supplies
MS-P-004113,PLATE CLAVICLE 8 HOLES CHM # 3.7014.508,8421.875,45471,supplies
MS-P-004623,PLATE CLAVICLE HOOK 4 HOLE M CHM #3.4026.504,11526.375,45471,supplies
MS-P-004583,"PLATE CLAVICLE SUPERIOR LATERAL WIDE RIGHT 110MM, Osteonic #E1A.35080",6387.5,45471,supplies
MS-P-004552,"PLATE CLCANEAL LEFT, CHM # 3.4057.000",8421.875,47715,supplies
SMO1775,PLATE COMPRESSION BROAD 12 HOLES AESCULAP LM432S/400021610012,4406.9375,58235,supplies
SMO1776,PLATE COMPRESSION BROAD 14 HOLES AESCULAP #LM434/(400021610014),8925,58235,supplies
SMO1771,PLATE COMPRESSION BROAD 7 HOLES AESCULAP LM427S/400021610007,2936.5,58235,supplies
SMO1773,PLATE COMPRESSION BROAD 9 HOLES AESCULAP LM429S/400021610009,2483.25,58235,supplies
SMO1762,PLATE COMPRESSION NARROW 9 HOLES AESCULAP #LM409S/400021510009,1260,58235,supplies
MS-P-004603,PLATE CONDYLAR 4.5/5.0 VA-LCP 8 HOLE SYNTHES #02.124.408,12757.5,44896,supplies
MS-P-001829,"PLATE CONDYLAR 6 HOLE , SYNTHES # 02.124.406",13196.25,44896,supplies
MS-P-004607,PLATE CONDYLAR VA-LCP 4.5/5.0MM SYNTHES #02.124.415,14258.25,44896,supplies
MS-P-002273,"PLATE CONDYLE 2.0 MM 8 HOLE TITANIUM , OSTEONIC # A2B.10080",4900,44896,supplies
SUR-0094,Open Cholecystectomy Exp. OfC.B.D.,13860.000000000002,30454-01-00,Package
ENT-0030,Radical Mastoidectomy,13860.000000000002,41557-01-01,Package
MS-P-000955,PLATE CRANIAL MATRIX NEURO STR 12MM 2HOLES #04.503.062,1980,46268,supplies
MS-P-000676,PLATE CROSSLINK LEGACY,8544.375,46647,supplies
MS-P-004102,"PLATE CURVED 10 HOLES, SYNTHES # 245.910",3243.1875,43583,supplies
MS-P-003985,"PLATE CURVED 3+3HOLES M, OSTEONIC  # MCP315M06",4900,43583,supplies
MS-P-003937,"PLATE D-Y 6 HOLE LARGE, OSTEONIC  # FDY305L06A",3307.5,47749,supplies
MS-P-003944,"PLATE D-Y ORBITAL CURVED 1.5 M X 6HOLE, OSTEONIC  # ODY208L06",3307.5,43583,supplies
MS-P-000830,PLATE DCP 2+2H 1.50MM TIT SYN#04.503.723,2625,46642,supplies
MS-P-001830,PLATE DCP 4.5 MM 8 HOLE SYNTHES # 226.581,3151.3125,46642,supplies
MS-P-000943,PLATE DCP BROAD 4.5MM 10 HOLES # S80031018,1841.22,46642,supplies
MS-P-000944,PLATE DCP BROAD 4.5MM 12 HOLES # S80031222,1841.22,46642,supplies
MS-P-002219,PLATE DCP MANDIBLE 1.5MMX6HOLES SYNTHES 04.503.724 IRENE A73130622,1443.18,46642,supplies
MS-P-001683,PLATE DCP MANDIBLE 6 HOLE 1.25MM #04.503.712,5512.5,46642,supplies
MS-P-001891,PLATE DCP MATRIX MANDIBLE 4 HOLE SYNTHES # 04.503.710,6272,46642,supplies
MS-P-001483,PLATE DCP NARROW 3.5MM 11 HOLES ORTHOMED,1392,46642,supplies
MS-P-001478,PLATE DCP NARROW 3.5MM 6 HOLES ORTHOMED,3010,46642,supplies
MS-P-001479,PLATE DCP NARROW 3.5MM 7 HOLES ORTHOMED,3616.0775,46642,supplies
MS-P-001480,PLATE DCP NARROW 3.5MM 8 HOLES ORTHOMED,3675,46642,supplies
MS-P-001411,PLATE DCP NARROW 4.5X10 HOLE IRENE# S80231018,1841.28,46642,supplies
MS-P-001408,PLATE DCP NARROW 4.5X6 HOLE IRENE# S80230611,2415,46642,supplies
MS-P-001409,PLATE DCP NARROW 4.5X8 HOLE IRENE# S80230815,1393.38,46642,supplies
MS-P-000939,PLATE DHS 135 DGR 10HOLES HIPOKRAT # 400023100010 / JINDAL # 4133.312,2450,34003,supplies
MS-P-001267,PLATE DHS 135 DGR 14 HOLES # 400023100014 / JINDAL # 4166.314,2450,34003,supplies
MS-P-001268,PLATE DHS 135 DGR 16 HOLES # 400023100016 (SS) / JINDAL # 4166.316,2450,34003,supplies
MS-P-000479,"PLATE DHS 135"" 4 HOLES HIPOKRAT #400023100004/2-352 / JINDAL # 4166.305",10867.5,34003,supplies
MS-P-001270,PLATE DHS 135' 12-HOLES SYNTHES / JINDAL # 4166.314,2450,34003,supplies
MS-P-000690,PLATE DHS 135'3 HOLES #400-02-310-0003 / JINDAL # 4166.304,11812.5,34003,supplies
MS-P-000603,PLATE DHS 135DGR. 5 HOLES # 400-02-310-0005/2-354 / JINDAL # 4166.306,9975,34003,supplies
MS-P-003889,PLATE DHS 4 HOLES CHM # 3.3501.100,8268.75,34003,supplies
MS-P-003970,"PLATE DHS 5 HOLE POLAND, CHM # 3.3501.116",8682.1875,34003,supplies
MS-P-001835,PLATE DHS 5 HOLE SYNTHES # 02.224.225,3923.0625,34003,supplies
MS-P-000615,PLATE DHS 6-HOLES 135 # ORTHOMED / JINDAL # 4166.307,2450,34003,supplies
MS-P-000616,PLATE DHS 7-HOLES 135 # ORTHOMED / JINDAL # 4166.308,2450,34003,supplies
MS-P-000617,PLATE DHS 8-HOLES 135 # ORTHOMED / JINDAL # 4166.309,2450,34003,supplies
MS-P-000618,PLATE DHS 9-HOLES 135 # ORTHOMED / JINDAL # 4166.310,2450,34003,supplies
MS-P-001780,"PLATE DISTAL / TIBAIL 12 HLOE , SYNTHES # 02.118.011",15914.25,46585,supplies
MS-P-002204,"PLATE DISTAL FEMORAL 6 HOLE 159 MM , ZIMMER # 235710206",7175.4375,38155,supplies
MS-P-004553,"PLATE DISTAL FEMORAL 9HOLE, CHM # 3.4023.610",10106.25,38155,supplies
MS-P-003924,"PLATE DISTAL FEMORAL RIFGT 13HOLE,OSTEONIC#K1E.50100",11681.25,38155,supplies
MS-P-003894,PLATE DISTAL FIBULA LOCKED RIGHT 5 HOLE OSTEONIC#FIE.35060,7875,43583,supplies
MS-P-003899,PLATE DISTAL FIBULA LOCKING 7 HOLES OSTEONIC #F1E.35100,8400,43583,supplies
MS-P-001514,"PLATE DISTAL HUMERAL 2.7X 9 HOLES,SYNTHES #241.288",11452.5,33702,supplies
MS-P-001472,PLATE DISTAL HUMERAL DHP 14HOLES 2.7/3.5 DORSOLATERAL #241.302,11970,33702,supplies
MS-P-003919,"PLATE DISTAL HUMERUS LATERAL 9 HOLE, CHM # 3.7039.609",6719.125,33702,supplies
MS-P-003918,"PLATE DISTAL HUMERUS RIGHT 11 HOLE, OSTEONIC  # H1E.35080",9975,33702,supplies
MS-P-003902,"PLATE DISTAL LATERAL LEFT 9 HOLE,OSTEONIC# F1E.35110",8662.5,43583,supplies
MS-P-004571,"PLATE DISTAL MEDIAL RIGHT 4H SIZE 109MM, OSTEONIC  # G1F.35020",9187.5,43583,supplies
MS-P-003904,PLATE DISTAL MEDIAL TIBIA LCP 10HOLES OSTEONIC  # G1F.35070,9975,46585,supplies
MS-P-003860,"PLATE DISTAL MEDIAL TIBIA LEFT 12 HOLE,OSTEONIC#GIF.35090",10237.5,46585,supplies
MS-P-004011,PLATE DISTAL RADIUS 4 HOLES CHM # 3.4048.604,6737.5,61301,supplies
MS-P-004606,"PLATE DISTAL RADIUS 5 HOLE, SYNTHES #02.111.751",8008.4375,61301,supplies
MS-P-004027,PLATE DISTAL RADIUS LEFT 54MM IRENE # BIB.22030,9450,61301,supplies
MS-P-004000,"PLATE DISTAL RADIUS RIFGT 3HOLE, BIB24020 LOCAL . # BIB24020",8925,61301,supplies
MS-P-001857,PLATE DISTAL TEBIAL 7 HOLE SYNTHES #02.118.409,12954.375,46585,supplies
MS-P-001833,PLATE DISTAL TIBIA 7 HOLE RIGHT SYNTHES # 02.118.411,12954.375,46585,supplies
MS-P-001832,PLATE DISTAL TIBIA 9 HOLE LEFT SYNTHES # 02.118.209,15592.5,46585,supplies
MS-P-001693,"PLATE DISTAL TIBIAL 2.7/3.5MM X 10 HOLE , SYNTHES # 02.118.008",15914.25,46585,supplies
MS-P-002191,PLATE DISTAL TIBIAL 2.7/3.5MM X 7 HOLE SYNTHES # 02.118.006,15914.25,46585,supplies
MS-P-001836,PLATE DISTAL TIBIAL VA-LCP 2.7/3.5 MM X 10 HOLE SYNTHES # 02.118.009,14530.5,46585,supplies
MS-P-001710,"PLATE DISTAL TIBIAL VA-LCP 2.7/3.5 MM X 4 HOLE , SYNTHES # 02.118.002",11554.59,46585,supplies
MS-P-001711,"PLATE DISTAL TIBIAL VA-LCP 2.7/3.5 MM X 4 HOLE , SYNTHES # 02.118.202",9187.5,46585,supplies
MS-P-003882,PLATE DORSAL LEFT 5 HOLE SYNTHES SYNTHES #02.115.131,5319.5625,45038,supplies
MS-P-003883,PLATE DORSAL RT. 5 HOLE SYNTHES SYNTHES #02.115.130,5126.625,45038,supplies
MS-P-000948,PLATE FEMORAL 12.5MM ARTHREX #AR-13100-12.5,7969.5,58772,supplies
MS-P-001656,"PLATE FEMORAL 14 HOLE CURVED , SUNTHES # 226.642",4504.9375,58772,supplies
MS-P-004010,"PLATE FEMORAL DISTAL 5HOLE, CHM # 3.4024.605",8268.75,58772,supplies
MS-P-001767,PLATE FEMORAL PROX. 4.5 6 HOL. LEFT. S. ST. SYNTHES #242.106,14062.5,58772,supplies
MS-P-004009,"PLATE FEMUR PROXIMAL 9HOLE, CHM # 3.7023.609",9450,58772,supplies
MS-P-004724,PLATE FOR HAND 2 .0 HOLE CONDYLAR SYNTHES #02.130.355,4304.3525,40633,supplies
SMO10293,PLATE FORK OSTEOTOMY 3 HOLES L 50MM,1350,58772,supplies
SMO1984,PLATE FRAGMENT SMALL 7 GLIDING HOLES AESCULAP LN347S/400021710007,703.5,61573,supplies
MS-P-001424,"PLATE HOOK 3.5, 4-HOLES S.S SYNTHES #241.074",7299.25,61688,supplies
MS-P-002139,PLATE HOOK 3.5MM 4HOLES SYNTHES #241.076,8421.875,61688,supplies
MS-P-001490,PLATE HUMERAL DHP DISTAL 2.7X3.5MM 5 HOLES # 241.275,9975,64673,supplies
MS-P-001490,PLATE HUMERAL DHP DISTAL 2.7X3.5MM 5 HOLES # 241.275,9975,64673,supplies
MS-P-001458,PLATE HUMERAL DHP DISTAL 2.7X3.5MM 5 HOLES # 241.285,7350,64673,supplies
MS-P-001458,PLATE HUMERAL DHP DISTAL 2.7X3.5MM 5 HOLES # 241.285,7350,64673,supplies
MS-P-001624,PLATE HUMERAL PHILOS LONG PROXIMAL DIAPHYSEAL 3.5MM 8HOLES SYNTHES #241.921,11742.75,64673,supplies
MS-P-001032,PLATE HUMERAL PHILOS PROXIMAL 3.5MM 5HOLES SYNTHES #241.901,8436.75,64673,supplies
MS-P-004135,"PLATE HUMERUS DISTAL 6HOLE, CHM # 3.7001.506",8421.875,33174,supplies
MS-P-004134,"PLATE HUMERUS DISTAL 8HOLE, CHM # 3.7037.608",8421.875,33174,supplies
MS-P-003988,"PLATE HUMERUS DISTAL POSTEROLATERAL RIGHT 72MM, OSTEONIC  # H1D.35020",8925,33174,supplies
MS-P-001418,PLATE L 1.3 LEFT 6HOLE SYNTHES #421.50,2551.5,45038,supplies
MS-P-001419,PLATE L 1.3 RIGHT 7HOLE SYNTHES #421.053,1890,45038,supplies
MS-P-001421,PLATE L 1.5 LEFT 7 HOLE SYNTHES #446.520,2016,45038,supplies
MS-P-000850,PLATE L 1.5MM 7 HOLES R PURETITANIUM # 446.530,2520.9275,45038,supplies
MS-P-000856,PLATE L 2+3 HR 0.8MM SYNTHES #04.503.384,2535.75,45038,supplies
MS-P-000059,PLATE L 2.0MM 5 HOLES LEFT PURE TITANIUM,3307.5,45038,supplies
MS-P-000558,PLATE L 3+4 HOLES LEFT T 0.8MM TIT SYNTHES #04.503.385,2537.5,45038,supplies
MS-P-004080,"PLATE L 4 HOLE, OSTEONIC  # FLR307L04A",2940,45038,supplies
MS-P-000679,PLATE L MATRIXMIDFACE 2+3 HOLE 0.7MM TIT #04.503.354,2535.75,45038,supplies
MS-P-003961,"PLATE L SHAPED RIGHT. 5 HOLE 2.4MM, SYNTHES # 02.115.150",5126.625,45038,supplies
MS-P-003857,PLATE L STRAIGHT 2HOLE /9MM OSTEONIC#NST304L02A,1890,46268,supplies
SMO10323,"PLATE L-BUTTRESS (RIGHT) 4.5 MM 5 HOLES, HIPOKRAT # 400022040005",1438.5,46268,supplies
MS-P-003964,"PLATE L-D ANGLE 4HOLES 110, OSTEONIC  # OLD208LS4",3675,46642,supplies
MS-P-004759,"PLATE L-RIGHT 90,OSTEONIC#FLR305L04A",2940,46642,supplies
MS-P-003913,"PLATE LATERAL CLAVICLE 103MM LEFT , OSTEONIC  # E1A.35030",9450,61573,supplies
MS-P-004605,"PLATE LATERAL CLAVICLE 5HOLE, WIDE RIGHT OSTEONIC #E1A.35060",9056.25,61573,supplies
MS-P-003912,"PLATE LATERAL CLAVICLE 7 HOLE,OSTEONIC#E1A.35070",9581.25,61573,supplies
MS-P-001704,PLATE LATERAL DISTAL 2.7MM 4HOLE SYNTHES #02.118.403,11643.75,61573,supplies
MS-P-001709,"PLATE LATERAL DISTAL VA-LCP 2.7 MM 6 HOLE , SYNTHES # 02.118.406",11643.75,61573,supplies
MS-P-001824,"PLATE LATERAL DISTAL VA-LCP 2.7 MM X 5 HOLE , SYNTHES # 02.118.404",7875,61573,supplies
MS-P-001708,"PLATE LATERAL DISTAL VA-LCP 2.7 MM X 7 HOLE , SYNTHES # 02.118.408",12161.25,61573,supplies
MS-P-001744,"PLATE LATERAL DISTAL VA-LCP 6 HOLE , SYNTHES # 02.118.405",12403.125,61573,supplies
MS-P-002173,PLATE LATERAL RADIAL 2.7/3.5MM X 4 HOLE SYNTHES # 02.117.204,8925,61573,supplies
MS-P-003939,"PLATE LATERAL RADIAL 6 HOLE, SYNTHES # 02.117.805",8691.375,61573,supplies
MS-P-001842,PLATE LCP 1.5 / 6 HOLE X 29MM SYNTHES # 02.114.003,2975,61573,supplies
MS-P-001841,PLATE LCP 1.5 / 6 HOLE X 36MM SYNTHES # 02.114.004,3307.5,61573,supplies
MS-P-004618,"PLATE LCP 1.5MM X 8 HOLE, SYNTHES #02.114.010",5331.8125,61573,supplies
MS-P-001459,PLATE LCP 10HOLE 3.5MM L:137MM SYNTHES #223.601,2604,61573,supplies
MS-P-001509,"PLATE LCP 12HOLE,SYNTHES # 226.621",7628.25,61573,supplies
MS-P-001768,"PLATE LCP 13 HOLE ,SYNTHES # 226.631",4948.81625,61573,supplies
MS-P-001840,PLATE LCP 2.0 X 4 HOLE SYNTHES # 247.354,6431.25,61573,supplies
MS-P-001640,"PLATE LCP 2.0,STRAIGHT,6 HOLES,LENGTH 38MM #247.345",8137.5,61573,supplies
MS-P-001887,PLATE LCP 2.0MM X 6 HOLE SYNTHES #247.346,5206.25,61573,supplies
MS-P-001742,"PLATE LCP 2.4 MM 7 HOLE , SYNTHES # 249.669",4287.5,61573,supplies
MS-P-001735,"PLATE LCP 2.4 MM X 4 HOLE , SYNTHES # 249.674",4339.5625,61573,supplies
MS-P-001845,PLATE LCP 2.7 / 3.5 X 94MM 5 HOLE S/S SYNTHES # 02.112.013,2016,61573,supplies
MS-P-002314,PLATE LCP 2.7/3.5 SHORT; I HOLE X 69 MM; SYNTHES # 117.401,10867.5,61573,supplies
MS-P-002171,PLATE LCP 2.7MM X 6 HOLE SYNTHES # 02.112.009,14062.5,61573,supplies
MS-P-002103,PLATE LCP 3.5 X 8 HOLE SYNTHES # 02.112.030,3981.25,61573,supplies
MS-P-001577,"PLATE LCP 4.5/5.0MM 14 HOLE X 260MM,SYNTHES # 226.641",4195.625,61573,supplies
MS-P-001471,"PLATE LCP 4.5/5.0MM 8HOLE X 152MM,SYNTHES#226.851",4118.3275,61573,supplies
MS-P-001447,PLATE LCP 5HOLE 4.5/5 SYNTHES #222.220,8662.5,61573,supplies
MS-P-001535,"PLATE LCP 8 HOLE , SYNTHES # 242.808",15237,61573,supplies
MS-P-000956,PLATE LCP 8HOLE 4.5/5 SHAFT SYNTHES #242.123,3981.25,61573,supplies
MS-P-001077,PLATE LCP 9HOLE 4.5/5 SYNTHES #222.224 / 226.591,3151.3125,61573,supplies
MS-P-002088,PLATE LCP ANTERIOR CLAYICLE 5 HOLE SYNTHES # 02.112.012,12678.75,61573,supplies
MS-P-001688,PLATE LCP BROAD 4.5/5.0MM 10 HOLE SYNTHES # 226.601,7656.25,61573,supplies
MS-P-001666,"PLATE LCP BROAD 4.5/5.0MM,11 HOLE SYNTHES # 226.611",3825.0625,61573,supplies
MS-P-001862,PLATE LCP BROAD 6 HOLE X 116 MM SYNTHES # 226.561,2646,61573,supplies
MS-P-001863,PLATE LCP CLAVICAL HOOK 3.5 (LEFT) 6 HOLES SYNTHES #241.097,3852.625,61573,supplies
MS-P-001456,"PLATE LCP CLAVICULAR HOOK 3.5, 5-HOLES S.S SYNTHES #241.085",10948.875,61573,supplies
MS-P-001675,"PLATE LCP CONDYLAR 2.0 / 7 HOLE, SYNTHES # 247.349",5273.625,61573,supplies
MS-P-001843,PLATE LCP CONDYLAR 2.4 X 7 HOLE SYNTHES # 249.679,5273.625,61573,supplies
MS-P-002199,PLATE LCP CONDYLAR 4.5/5.0 MM 10 HOLE SYNTHES # 02.124.410,14748.75,61573,supplies
MS-P-002146,PLATE LCP CONDYLAR 4.5/5.0 MM 12 HOLE SYNTHES # 02.124.409,8197.5,61573,supplies
MS-P-002132,"PLATE LCP CONDYLAR 4.5MM / 12 HOLE , SYNTHES # 02.124.413",13743,61573,supplies
MS-P-001517,PLATE LCP DF 11HOLE 4.5/5 L:276MM RT.SYN.#222.256,9187.5,61573,supplies
MS-P-001436,PLATE LCP DF 11HOLE 4.5/5 L:276MM SYN.#222.257,8163.75,61573,supplies
MS-P-001422,PLATE LCP DF 7HOLE 4.5/5 SYNTHES #222.252,1904,61573,supplies
MS-P-001826,PLATE LCP DHS 3 HOLE X 38/76MM SYNTHES #02.224.223,3923.0625,61573,supplies
MS-P-001740,"PLATE LCP DHS 4 HOLE X 92/38 MM , SYNTHES # 02.224.224",4296.6875,61573,supplies
MS-P-001602,PLATE LCP DISTAL / TIBIAL 10 HOLE SYNTHES,8925,61573,supplies
MS-P-003864,PLATE LCP DISTAL RADIUS 4 HOLE X 49MM PURE TITANIUM IRENE # A68093449,2796.5,61573,supplies
MS-P-001578,PLATE LCP DISTAL TIBIAL 2.7/3.5 L 10HOLE SYNTHES #239.913,15007.5,61573,supplies
MS-P-001743,"PLATE LCP DISTAL TIBIAL 6 HOLE , SYNTHES # 02.118.105",7612.5,61573,supplies
MS-P-001766,"PLATE LCP DISTAL TIBIAL 6 HOLE , SYNTHES # 02.118.106",15914.25,61573,supplies
MS-P-001634,PLATE LCP DISTAL TIBIAL 7 HOLE # SYNTHES,13050,61573,supplies
MS-P-001520,PLATE LCP FEMORAL 4.5 ¿ 8 HOLE SYNTHES #242.108,14062.5,61573,supplies
MS-P-000825,PLATE LCP LTRL TBL HEAD BUT 9 HOLE X 224MM IRINE #T63080922,5426.75,61573,supplies
MS-P-004622,"PLATE LCP NARROW 8 HOLE 4.5/5.0MM, SYNTHES #224.581",2712.5,61573,supplies
MS-P-001745,"PLATE LCP OLECRANON 4 HOLE, SYNTHES # 02.107.204",10473.75,61573,supplies
MS-P-001489,PLATE LCP OLECRANON 4HOLE 3.5 L:111MM SYN.#236.504,11090.625,61573,supplies
MS-P-001438,PLATE LCP OLECRANON 8HOLE 3.5 L:163MM SYN.#236.508,8421.875,61573,supplies
MS-P-001595,"PLATE LCP PROX FEMORAL 14 HOLE , SYNTHES # 242.814",12474,61573,supplies
MS-P-001875,PLATE LCP PROX FEMORAL 4.5 X 10 HOLE SYNTHES #242.810,11700,61573,supplies
MS-P-001453,"PLATE LCP PROX-FEM 12 HOLE,SYNTHES#242.112",15399,61573,supplies
MS-P-001734,"PLATE LCP PROXIMAL 4.5 MM X 16 HOLE , SYNTHES # 242.816",17543.25,61573,supplies
MS-P-001868,PLATE LCP SUP ANT CLAVIC PL 3.5 6 HOLES LEFT SST #02.112.027,11576.25,61573,supplies
MS-P-001867,"PLATE LCP SUP.ANT CLAVICLE PLATE 3.5 , 6 HOLES RIGHT LENGTH #02.112.026",8268.75,61573,supplies
MS-P-001504,PLATE LCP SUPERIOR ANTERIOR CLAVICLE 2.7/3.5 LATERAL EXTENSION # 02.112.010 # 02.112.049,11526.375,61573,supplies
MS-P-001562,PLATE LCP SUPERIOR ANTERIOR CLAVICLE 3.5 7HOLES #02.112.029CC,8400,61573,supplies
MS-P-001771,"PLATE LCP SUPERIOR ANTERIOR CLAVICLE 3.5, 8HOLES LEFT L120MM #02.112.031",2796.5,61573,supplies
MS-P-001878,"PLATE LCP VA 2.7/3.5 MM X 12 HOLE , SYNTHES # 02.118.210",15255,61573,supplies
MS-P-001785,"PLATE LCP-DISTAL TIBIA 2.7/3.5,MEDIAL,LEFT,SHAFT 8HOLES SYNTHES #239.909",10106.25,61573,supplies
MS-P-000489,PLATE LEFT 3+4H 0.8MM TIT SYN#04.503.386,3307.5,46642,supplies
MS-P-001793,PLATE LOCKING 1.5 SHAFT 8+3 HOLE SYNTHES #02.114.006,3675,61573,supplies
MS-P-001792,PLATE LOCKING 1.5 X 59MM / 12 HOLE SYNTHES #02.114.005,3500,61573,supplies
MS-P-002582,PLATE LOCKING 2.4 / 2.7 MM DISTAL RADIUS VOLAR COLUMN 5 + 9 HOLES X 68.5 LXL IRENE # A94771467,3818.9375,61573,supplies
MS-P-003682,PLATE LOCKING 3 HOLE HUMOROUS DISTAL . OSTEONIC  # H1E.35020,8925,61573,supplies
MS-P-001718,"PLATE LOCKING 3.5 X 76 MM S/S , SYNTHES # 241.625",7969.5,61573,supplies
MS-P-004531,"PLATE LOCKING 5.0 BROAD 7HOLE 129MM, OSTEONIC  # L4B.50020",6584.375,61573,supplies
MS-P-004533,"PLATE LOCKING 5.0, NARROW 9 HOLE, OSTEONIC  # L4C.50060",6125,61573,supplies
MS-P-003972,"PLATE LOCKING BOAD 14HOLE, CHM # 3.5155.614",7221.375,61573,supplies
MS-P-004554,"PLATE LOCKING BROAD 11 HOLE, CHM # 3.3155.611",7656.25,61573,supplies
MS-P-003980,"PLATE LOCKING BROAD 5HOLE, CHM # 3.5155.605",6890.625,61573,supplies
MS-P-004541,"PLATE LOCKING BROAD 9 HOLE, CHM # 3.3155.609",7656.25,61573,supplies
MS-P-000313,PLATE LOCKING CALCANEAL 14X60XL IRINE# A79071460,3224.377625,61573,supplies
MS-P-000365,PLATE LOCKING CALCANEAL 14X60XR IRINE# A79081460,3483.48,61573,supplies
MS-P-000314,PLATE LOCKING CALCANEAL 14X70XL IRINE# A79071470,4017.8775,61573,supplies
MS-P-004137,"PLATE LOCKING COMPRESSION 7HOLE,OSTEONIC #L4A.35040",4287.5,61573,supplies
MS-P-004682,PLATE LOCKING DISTAL LAT. FIBULA 4 HOLES OSTEONIC # F1E.35030,3528,61573,supplies
MS-P-001770,PLATE LOCKING HOOK 6 HOLE SYNTHES # 241.094,12046.125,61573,supplies
