SER,PACKAGE CODE ,CATEGORY,SUB-CATEGORY,SERVICE DESCRIPTION,الـوصـــــــــــــــــــف ,Admission Days (LOS),Unnamed: 7,SNC GROSS PRICE FOR ALL CLASSES 10% decrease
1525.0,9031068.0,RADIOLOGY,INTERVEN'L RADIOLOGY,EPIDURAL INJECTION UNDER FLUOROSCOPY,حقن الجافية بتوجيه التلفزيون,0,D/C,3348.0
1526.0,9031069.0,RADIOLOGY,INTERVEN'L RADIOLOGY,ESOPHAGEAL DILATATION,توسيع المريء,0,D/C,6088.0
1527.0,9031070.0,RADIOLOGY,INTERVEN'L RADIOLOGY,ESOPHAGEAL STENTING IR,توسيع المريء بالدعامة ,0,D/C,11405.0
1528.0,9031071.0,RADIOLOGY,INTERVEN'L RADIOLOGY,"EXTRA CRANIAL HEAD AND NECK EMBOLIZATION (WITHOUT COILS, INTERMEDIATE CATHETERS, MICRO CATHETERS, MICRO WIRES)",إزالة تخثر من الدماغ والرقبة (بدون ملفات ، قثاطرات وسيطة ، قثاطير صغيرة ، أسلاك صغيرة),0,D/C,13781.0
1529.0,9031072.0,RADIOLOGY,INTERVEN'L RADIOLOGY,FACETS JOINT BLOCK - LUMBAR (UNILATERAL - 1 LEVEL),(أحادي الجانب - مستوى واحد)تخدير للفتحات المفصلية القطنية ,0,D/C,3888.0
1530.0,9031073.0,RADIOLOGY,INTERVEN'L RADIOLOGY,FALLOPIAN TUBE EMBOLIZATION, تخثير  -  قانة فالوب,0,D/C,5768.0
1531.0,9031074.0,RADIOLOGY,INTERVEN'L RADIOLOGY,FALLOPIAN TUBE RECANULIZATION,إعادة تدوير الأنبوب الفلوبي,0,D/C,3348.0
1532.0,9031075.0,RADIOLOGY,INTERVEN'L RADIOLOGY,GASTRIC BAND INFLATION / DEFLATION,رباط المعدة تكبير / تصغير,0,D/C,1080.0
1533.0,9031076.0,RADIOLOGY,INTERVEN'L RADIOLOGY,"GASTROSTOMY, COLOSTOMY (WITHOUT CONSUMABLES) (IR)", تقميم المعدة / القولون,0,D/C,9623.0
1534.0,9031077.0,RADIOLOGY,INTERVEN'L RADIOLOGY,GREATER SAPHENOUS VEIN ABLATION / VENOSEAL - UNILATERAL,الإبادة الكيميائية للشريان الصافن الأكبر / الغشاء الوريدي - أحادي,0,D/C,16474.0
1535.0,9031078.0,RADIOLOGY,INTERVEN'L RADIOLOGY,HEPATIC ANGIOGRAPHY / CELIAC ARTERIOGRAM,قسطرة لشرايين الكبد / الشرايين السيليكا,0,D/C,2031.0
1536.0,9031079.0,RADIOLOGY,INTERVEN'L RADIOLOGY,HEPATIC MAPPING AND EMBOLIZATION ONE (1) ARTERY,خريطة الكبد والتخثر واحد (1) الشريان,0,D/C,5184.0
1537.0,9031080.0,RADIOLOGY,INTERVEN'L RADIOLOGY,HEPATIC MAPPING AND EMBOLIZATION THREE (3) ARTERIES,خريطة الكبد والتخثر ثلاثة (3) الشرايين,0,D/C,7604.0
1538.0,9031081.0,RADIOLOGY,INTERVEN'L RADIOLOGY,HEPATIC MAPPING AND EMBOLIZATION TWO (2) ARTERIES,خريطة الكبد والتخثر الشرايين (2) الشرايين,0,D/C,6408.0
1539.0,9031082.0,RADIOLOGY,INTERVEN'L RADIOLOGY,HICKMAN LINE INSERTION,إدراج انبوب هيكمان,0,D/C,9188.0
1540.0,9031083.0,RADIOLOGY,INTERVEN'L RADIOLOGY,ILIAC ARTERY/ FEMORAL STENTING,الدعامات الشريان الحرقفي / الدعامات الفخذية,0,D/C,5288.0
1541.0,9031084.0,RADIOLOGY,INTERVEN'L RADIOLOGY,INFERIOR PETROSAL VEIN SAMPLING BILATERAL,أخذ العينات ثنائية من الوريد بتروزال ,0,D/C,9124.0
1542.0,9031085.0,RADIOLOGY,INTERVEN'L RADIOLOGY,INFERIOR VENA CAVA FILTER INSERTION ,وضع فلتر في الوريد  الكهفي السفلي ,0,D/C,12917.0
1543.0,9031086.0,RADIOLOGY,INTERVEN'L RADIOLOGY,INFERIOR VENA CAVA FILTER REMOVAL ,إزالة فلتر من الوريد  الكهفي السفلي,0,D/C,3348.0
1544.0,9031087.0,RADIOLOGY,INTERVEN'L RADIOLOGY,INFERIOR/ SUPERIOR MESENTERIC ANGIOGRAPHY,قسطرة للشريان المزنتري العلوي / السفلي,0,D/C,2031.0
1545.0,9031088.0,RADIOLOGY,INTERVEN'L RADIOLOGY,INSERTION OF ESOPHAGEAL STENT ,إدراج الدعامة في المريء,0,D/C,10011.0
1546.0,9031089.0,RADIOLOGY,INTERVEN'L RADIOLOGY,INSERTION OF TRACHEAL / BRONCHIAL STENT ,إدراج الدعامات القصبة الهوائية ,0,D/C,10011.0
1547.0,9031090.0,RADIOLOGY,INTERVEN'L RADIOLOGY,INTERNAL ILIAC BALLOON OCCLUSION,تسكير بواسطة البالون للشريان الالياك ,0,D/C,24480.0
1548.0,9031091.0,RADIOLOGY,INTERVEN'L RADIOLOGY,"INTRACRANIAL ANGIOPLASTY (WITHOUT STENTS, BALLOONS, INTERMEDIATE CATHETERS, MICRO CATHETERS, MICRO WIRES)",قسطرة داخل الرأس (بدون الدعامات ، الكالونات ، القسطرة الوسيطة ، القسطرة الصغيرة ، الأسلاك الصغيرة),0,D/C,21420.0
1549.0,9031092.0,RADIOLOGY,INTERVEN'L RADIOLOGY,INTRAGASTRIC BALLOON INSERTION UNDER MODERATE SEDATION, وضع بالون في المعدة تحت تخدير معتدل,0,D/C,6408.0
1550.0,9031093.0,RADIOLOGY,INTERVEN'L RADIOLOGY,"JOINTS INJECTION (SHOULDER, ELBOW, WRIST, FINGERS, HIP, KNEE, ANKLE, FOOT AND TOES)",حقن المفاصل (الكتف ، الكوع ، الرسغ ، الأصابع ، الورك ، الركبة ، الكاحل ، القدم والأصابع),0,D/C,3888.0
1551.0,9031094.0,RADIOLOGY,INTERVEN'L RADIOLOGY,LYMPH NODE BIOPSY,خزعة من الغدد اللمفاوية,0,D/C,1080.0
1552.0,9031095.0,RADIOLOGY,INTERVEN'L RADIOLOGY,LYMPH NODE BIOPSY CT GUIDED,خزعة من الغدد اللمفاوية بواسطة التصوير المقطعي,0,D/C,1383.0
1553.0,9031096.0,RADIOLOGY,INTERVEN'L RADIOLOGY,LYMPHANGIOGRAM,صورة الأوعية اللمفية,0,D/C,6408.0
1554.0,9031097.0,RADIOLOGY,INTERVEN'L RADIOLOGY,"MECHANICAL THROMBECTOMY FOR ACUTE ISCHEMIC STORK (WITHOUT STENTS, BALLOONS, BALLOON GUIDE CATHETER, INTERMEDIATE CATHETERS, MICRO CATHETERS, MICRO WIRES)",استئصال ميكانيكي للخثرة للسكتة الدماغية الحادة (بدون الدعامات ، البالونات ، قسطرة دليل البالون ، القسطرة الوسيطة ، القسطرة الدقيقة ، الأسلاك الصغيرة),0,D/C,25092.0
1555.0,9031098.0,RADIOLOGY,INTERVEN'L RADIOLOGY,MICROCATHETER ADDITIONAL EACH (IR),لكل قسطرة دقيقة اضافية,0,D/C,4666.0
1556.0,9031099.0,RADIOLOGY,INTERVEN'L RADIOLOGY,"MICROWAVE ABLATION (SITE: LIVER, BONE, LUNG, AND OTHERS) /EACH ORGAN",التذرية بالموجات الدقيقة (الموقع: الكبد ، العظام ، الرئة ، وغيرها) / كل عضو,0,D/C,27022.0
1557.0,9031100.0,RADIOLOGY,INTERVEN'L RADIOLOGY,NEPHROSTOGRAM- MULTIPLE PROJECTION,تصوير الكلية متعدد الإتجاهات,0,D/C,864.0
1558.0,9031101.0,RADIOLOGY,INTERVEN'L RADIOLOGY,NEPHROSTOMY (IR),تفصيم للكلية,0,D/C,4617.0
1559.0,9031102.0,RADIOLOGY,INTERVEN'L RADIOLOGY,NERVE ROOT BLOCK - LUMBAR (UNILATERAL - 1 LEVEL),كتلة جذر العصب - الفقرات القطنية (أحادية الجانب - مستوى واحد),0,D/C,3888.0
1560.0,9031103.0,RADIOLOGY,INTERVEN'L RADIOLOGY,NERVE ROOT BLOCK LUMBAR (BILATERAL – 1 LEVEL),كتلة جذر العصب - الفقرات القطنية (ثنائي الجانب - مستوى واحد),0,D/C,5768.0
1561.0,9031104.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PELVIC ANGIOGRAPHY,تصوير الحوض,0,D/C,2031.0
1562.0,9031105.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PELVIC VARICOCELE (FLUOROSCOPY) FOR PELVIC CONGESTION SYNDROME USING COILS,دوالي الخصية الحوضي (التنظير الفلوري) لمتلازمة الاحتقان الحوضي باستخدام لفائف,0,D/C,17741.0
1563.0,9031106.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERCUTANEOUS ABLATION OF TUMOURS (IR),استئصال ورم عن طريق الجلد,0,D/C,13311.0
1564.0,9031107.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERCUTANEOUS ALCOHOL INJECTION,الحوض المتنقل (الفلوروسكوب) لتناسل احتقان الحوض باستخدام ملفات,0,D/C,6088.0
1565.0,9031108.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERCUTANEOUS BILIARY DILATION UNDER RADIOLOGICAL SUPERVISION,التمدد الصفراوي عن طريق الجلد تحت إشراف إشعاعي,0,D/C,3500.0
1566.0,9031109.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERCUTANEOUS BILIARY DRAINAGE UNDER RADIOLOGICAL SUPERVISION,الصرف الصفراوي عن طريق الجلد تحت إشراف إشعاعي,0,D/C,2437.0
1567.0,9031110.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERCUTANEOUS BILIARY DUCT STONE EXTRACTION W/ RADIOLOGICAL SUPERVISION,استخراج القناة الصفراوية الحجرعن طريق الجلد / الإشراف الإشعاعي,0,D/C,2813.0
1568.0,9031111.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERCUTANEOUS CAECOSTOMY,فغر الصفاق عن طريق الجلد,0,D/C,8871.0
1569.0,9031112.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERCUTANEOUS COMMON BILE DUCT BRUSH BIOPSY,خزعة عن طريق الجلد القناة الصفراوية المشتركة ,0,D/C,6408.0
1570.0,9031113.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERCUTANEOUS CORE NEEDLE ASPIRATION/BIOPSY,خزعة / شفط عن طريق الجلد بالإبرة الأساسية ,0,D/C,864.0
1571.0,9031114.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERCUTANEOUS DRUG ELUTED BALLOON IN SINGLE VESSEL,ادخال بالون دوائي عبر الجلد في الوريد,0,D/C,21910.0
1572.0,9031115.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERCUTANEOUS DRUG ELUTED STENT IN SINGLE VESSEL,ادخال دعامة دوائية عبر الجلد في الوريد,0,D/C,31947.0
1573.0,9031116.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERCUTANEOUS FLUID DRAINAGE,تصريف السوائل عبر الجلد,0,D/C,4860.0
1574.0,9031117.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERCUTANEOUS GASTROJEJUNOSTOMY ,فغر المعدة والصائم عبر الجلد,0,D/C,2031.0
1575.0,9031118.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERCUTANEOUS GASTROSTOMY,فغر المعدة عبر الجلد,0,D/C,2031.0
1576.0,9031119.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERCUTANEOUS JOINT INJECTION  OF THERAPEUTIC SUBSTANCE (FLUOROSCOPY GUIDED),حقن المفصل بالمواد العلاجية (العلاج بالفلور),0,D/C,1692.0
1577.0,9031120.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERCUTANEOUS JUJENOSTOMY,فغر الصائم عبر الجلد,0,D/C,8871.0
1578.0,9031121.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERCUTANEOUS LIVER BIOPSY WITH US (IR), خزعة من الكبد عبر الجلد بمساعدة الموجات فوق الصوتية,0,D/C,2888.0
1579.0,9031122.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERCUTANEOUS NEPHROSTOMY,التهاب الغده الدرقيه,0,D/C,2437.0
1580.0,9031123.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERCUTANEOUS PANCREATIC DUCTOGRAM,تصوير ملون عبر الجلد لمجرى البنكرياس ,0,D/C,3888.0
1581.0,9031124.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERCUTANEOUS PERITONEAL DIALYSIS CATHETER INSERTION,إدخال قسطرة غسيل الكلى البريتوني عن طريق الجلد,0,D/C,15840.0
1582.0,9031125.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERCUTANEOUS RENAL BIOPSY,خزعة من الكلية,0,D/C,2115.0
1583.0,9031126.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERCUTANEOUS RENAL STONE EXTRACTION,استخراج الحجارة الكظرية,0,D/C,2813.0
1584.0,9031127.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERCUTANEOUS SCLEROTHERAPY FOR VENOUS MALFORMATION ,علاج بالصلابة لتشوه وريدي عبر الجلد,0,D/C,9504.0
1585.0,9031128.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERCUTANEOUS STENT INSERTION,إدراج الدعامات عبر الجلد,0,D/C,3215.0
1586.0,9031129.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERCUTANEOUS STENT WITHDRAWAL,سحب الدعامة عبر الجلد,0,D/C,1296.0
1587.0,9031130.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERCUTANEOUS THROMBECTOMY,"
استئصال الخثرة عن طريق الجلد",0,D/C,19278.0
1588.0,9031131.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERCUTANEOUS THROMBOLYSIS,تذويب الجلطات عن طريق الجلد,0,D/C,16791.0
1589.0,9031132.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERCUTANEOUS TRACHEAL STENTING,الدعامات القصبة الهوائية عن طريق الجلد,0,D/C,17748.0
1590.0,9031133.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERCUTANEOUS TRANS HEPATIC BILIARY STENT INSERTION ,إدراج دعامات عن طريق الجلد عبر الكبد ,0,D/C,15207.0
1591.0,9031134.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERCUTANEOUS TRANSHEPATIC BIOPSY,خزعة عن طريق الجلد عبر الكبد ,0,D/C,4212.0
1592.0,9031135.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERCUTANEOUS TRANSHEPATIC CHOLANGIOGRAPHY,تصوير ملون التداخلات الصفراوية عبر الجلد,0,D/C,5184.0
1593.0,9031136.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERCUTANEOUS TRANSLUMINAL BALLOON DILATION, بالون التمدد عن طريق الجلد,0,D/C,13781.0
1594.0,9031137.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERCUTANEOUS TRANSLUMINAL DRUG INJ.,الحقن الدواء عن طريق  الجلد من خلال تجويف الشريان,0,D/C,3888.0
1595.0,9031138.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERCUTANEOUS URETERAL DILATION,توسيع المسالك البولية,0,D/C,2813.0
1596.0,9031139.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERCUTANEOUS URETERAL STONE EXTRACTION,استخراج الحصى المسالك البولية ,0,D/C,2813.0
1597.0,9031140.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERIPHERAL ANGIOGRAPHY,التصوير الوريدي,0,D/C,2031.0
1598.0,9031141.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERIPHERAL ANGIOPLASTY,قسطرة الأوعية الدموية,0,D/C,3054.0
1599.0,9031142.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERIPHERAL INSERTION OF CENTRAL LINE (PICC) .,إدخال للخط المركزي (PICC).,0,D/C,7370.0
1600.0,9031143.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERITONEAL DIALYSIS CATHETER INSERTION,إدراج قسطرة الغسيل البريتوني,0,D/C,12039.0
1601.0,9031144.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PERPHERAL ANGIOPLASTY ,قسطرة جانبية,0,D/C,13781.0
1602.0,9031145.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PETROSAL SINUS SAMPLING,أخذ العينات من الجيوب الأنفية ,0,D/C,11088.0
1603.0,9031146.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PLEUREX BOTTLE DRAINAGE (SPR),تصريف بالزجاجة للغشاء الرئوي (SPR),0,D/C,234.0
1604.0,9031147.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PORTA CATH INSERTION,إدراج قسطرة غسيل كلى,0,D/C,15732.0
1605.0,9031148.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PORTACATH,قسطرة غسيل كلى,0,D/C,5184.0
1606.0,9031149.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PORTOGRAPHY - TRANS-HEPATIC,صورة ملونة - كبد,0,D/C,2437.0
1607.0,9031150.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PORTOGRAPHY - TRANS-SPLENIC,صورة ملونة - طحال,0,D/C,2437.0
1608.0,9031151.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PRE-CYBERKNIFE TISSUE MARKER - BODY,تحديد الأنسجة قبل السكين الأستكشافية - الجسم,0,D/C,2650.0
1609.0,9031152.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PRE-CYBERKNIFE TISSUE MARKER - BONE,تحديد الأنسجة قبل السكين الأستكشافية - العظم,0,D/C,2650.0
1610.0,9031153.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PROCEDURE REPORT AMD IMAGES PER EXAM ON CD,تقرير الإجراء صور الفحوصات على القرص المضغوط,0,D/C,45.0
1611.0,9031154.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PROSTATE ARTERY EMBOLIZATION (PAE) (IR),سد شرايين البروستاتا,0,D/C,32400.0
1612.0,9031155.0,RADIOLOGY,INTERVEN'L RADIOLOGY,PROSTATIC ARTERY EMBOLIZATION,تطهير الشريان البروستات,0,D/C,30132.0
1613.0,9031156.0,RADIOLOGY,INTERVEN'L RADIOLOGY,RADIO FREQUENCY ABLATION – OSTEOID OSTEOMA ,"
الاجتثاث تردد الراديو - السرطان العظمي",0,D/C,18360.0
1614.0,9031157.0,RADIOLOGY,INTERVEN'L RADIOLOGY,RADIO FREQUENCY ABLATION FOR TUMORS,"
الاجتثاث تردد الراديو - السرطان ",0,D/C,18360.0
1615.0,9031158.0,RADIOLOGY,INTERVEN'L RADIOLOGY,RADIOFREQUENCY ABLATION,الاجتثاث تردد الراديو,0,D/C,17741.0
1616.0,9031159.0,RADIOLOGY,INTERVEN'L RADIOLOGY,RECURRENT VARICOCELE LONG COILS EMBOLIZATION BILATERAL,"
إزالة دوالي الخصية المتكررة بواسطة لفائف طويلة /جهتين",0,D/C,12904.0
1617.0,9031160.0,RADIOLOGY,INTERVEN'L RADIOLOGY,RECURRENT VARICOCELE LONG COILS EMBOLIZATION UNILATERAL,"
إزالة دوالي الخصية المتكررة بواسطة لفائف طويلة /جهة",0,D/C,11785.0
1618.0,9031161.0,RADIOLOGY,INTERVEN'L RADIOLOGY,RENAL ANGIOGRAPHY,قسطرة ملونة للكلى,0,D/C,2031.0
1619.0,9031162.0,RADIOLOGY,INTERVEN'L RADIOLOGY,RENAL ARTERIAL VENOUS MALFORMATION EMBOLIZATION,ازالة التخثر من الخلل الشرياني / الوريدي للكلى,0,D/C,44856.0
1620.0,9031163.0,RADIOLOGY,INTERVEN'L RADIOLOGY,RENAL ARTERY ANGIOPLASTY ,قسطرة للشريان الكلوي ,0,D/C,3054.0
1621.0,9031164.0,RADIOLOGY,INTERVEN'L RADIOLOGY,RENAL ARTERY ARTERY STENTING ,دعامة للشريان الكلوي ,0,D/C,5288.0
1622.0,9031165.0,RADIOLOGY,INTERVEN'L RADIOLOGY,RENAL DENERVATION,"
إزالة العصب الكلوي",0,D/C,64080.0
1623.0,9031166.0,RADIOLOGY,INTERVEN'L RADIOLOGY,RENAL DENERVATION ( RADIO FREQUENCY ),إزالة العصب الكلوي (ترددات الراديو),0,D/C,64080.0
1624.0,9031167.0,RADIOLOGY,INTERVEN'L RADIOLOGY,REVISED TIPPS WITH ANGIOPLASTY ,اعادة جراحة القسطرة ,0,D/C,22338.0
1625.0,9031168.0,RADIOLOGY,INTERVEN'L RADIOLOGY,REVISED TIPPS WITH ANGIOPLASTY & STENTING,اعادة جراحة القسطرة والدعامة,0,D/C,22644.0
1626.0,9031169.0,RADIOLOGY,INTERVEN'L RADIOLOGY,SACROILIAC JOINT INJECTION,حقن المفصل العجزي الحرقفي,0,D/C,5184.0
1627.0,9031170.0,RADIOLOGY,INTERVEN'L RADIOLOGY,SCLEROTHERAPY,العلاج بالتصلب,0,D/C,3348.0
1628.0,9031171.0,RADIOLOGY,INTERVEN'L RADIOLOGY,"SIMPLE CEREBRAL ANEURYSM COILING (WITHOUT STENTS, COILS, BALLOONS, INTERMEDIATE CATHETERS, MICRO CATHETERS, MICRO WIRES)",قسطرة بالفائف بسيطة للأوعية الدموية الدماغية (دون الدعامات ، لفائف ، بالونات ، القسطرة وسيطة ، القسطرة الصغيرة ، الأسلاك الصغيرة),0,D/C,48060.0
1629.0,9031172.0,RADIOLOGY,INTERVEN'L RADIOLOGY,SIR-SPHERE EMBOLIZATION FOR TUMOR (SIRASPHERE),ازالة التخثر بواسطة الجهاز اللولبي SIR,0,D/C,97920.0
1630.0,9031173.0,RADIOLOGY,INTERVEN'L RADIOLOGY,SPHERE EMBOLIZATION FOR TUMOR ( SIRASPHERE),ازالة التخثر بواسطة الجهاز اللولبي ,0,D/C,97920.0
1631.0,9031174.0,RADIOLOGY,INTERVEN'L RADIOLOGY,SPINAL ANGIOGRAPHY,قسطرة ملونة للعمود الفقري,0,D/C,12528.0
1632.0,9031175.0,RADIOLOGY,INTERVEN'L RADIOLOGY,"SPINAL EMBOLIZATION (WITHOUT COILS, BALLOONS, INTERMEDIATE CATHETERS, MICRO CATHETERS, MICRO WIRES)",ازالة التخثر الفقري (بدون لفائف ، بالونات ، قثاطير وسيطة ، قسطرة صغيرة ، أسلاك صغيرة),0,D/C,21420.0
1633.0,9031176.0,RADIOLOGY,INTERVEN'L RADIOLOGY,STENTING- BILATERAL SUPERFICIAL FEMORAL ARTERY,وضع الدعامات - الشريان الفخذي الثنائي العلوي,0,D/C,13781.0
1634.0,9031177.0,RADIOLOGY,INTERVEN'L RADIOLOGY,STENTING- UNILATERAL SUPERFICIAL  FEMORAL ARTERY,وضع الدعامات - الشريان الأنثوي الفائق الأحادي,0,D/C,8237.0
1635.0,9031178.0,RADIOLOGY,INTERVEN'L RADIOLOGY,SVC/IVC ANGIOGRAPHY,صورة ملونة للشريان الكهفي العلوي / السفلي,0,D/C,3054.0
1636.0,9031179.0,RADIOLOGY,INTERVEN'L RADIOLOGY,SVC/IVC ANGIOPLASTY,قسطرة ملونة للشريان الكهفي العلوي / السفلي,0,D/C,13781.0
1637.0,9031180.0,RADIOLOGY,INTERVEN'L RADIOLOGY,SVC/IVC STENTING ,دعامات للشريان الكهفي العلوي / السفلي,0,D/C,21420.0
1638.0,9031181.0,RADIOLOGY,INTERVEN'L RADIOLOGY,SVC/IVC VENOPLASTY,قسطرة ملونة للوريد الكهفي العلوي / السفلي,0,D/C,20808.0
1639.0,9031182.0,RADIOLOGY,INTERVEN'L RADIOLOGY,TESTICULAR VARICOCELE EMBOLIZATION (FLUOROSCOPY) USING COILS,ازالة التخثر لدوالي الخصية (الفلوري) باستخدام لفائف,0,D/C,15840.0
1640.0,9031183.0,RADIOLOGY,INTERVEN'L RADIOLOGY,THORACIC AORTOGRAPHY,تصوير الأبهر الصدري,0,D/C,2031.0
1641.0,9031184.0,RADIOLOGY,INTERVEN'L RADIOLOGY,THORASIC/ ABDOMINAL AORTIC STENTING ,الدعامات الأبهري الصدري / البطني,0,D/C,5055.0
1642.0,9031185.0,RADIOLOGY,INTERVEN'L RADIOLOGY,THROMBIN INJECTION FOR PSEUDO-ANEURISM,حقن الثرومبين لعلاج التسمم الذاتي,0,D/C,8871.0
1643.0,9031186.0,RADIOLOGY,INTERVEN'L RADIOLOGY,THROMBOLYSIS (IR),حل خثرة الاوعية الدموية جلسة اولي,0,D/C,40050.0
1644.0,9031187.0,RADIOLOGY,INTERVEN'L RADIOLOGY,THROMBOLYSIS 2ND SESSION (IR),حل خثرة الاوعية الدموية جلسة ثانية,0,D/C,19125.0
1645.0,9031188.0,RADIOLOGY,INTERVEN'L RADIOLOGY,THROMBOLYSIS 3RD SESSION (IR),حل خثرة الاوعية الدموية جلسة ثالثة,0,D/C,11880.0
1646.0,9031189.0,RADIOLOGY,INTERVEN'L RADIOLOGY,TIPPS (TRANS JUGULAR INTRAHEPATIC PORTAL SYSTEM SHUNT),فتحة تصريفية  للنظام البابي عبر الوداجي خلال الكبد,0,D/C,54468.0
1647.0,9031190.0,RADIOLOGY,INTERVEN'L RADIOLOGY,TRANS CATHETER ANURYSM COLLING WITH STENTING,القسطرة لتمدد الأوعية الدموية  مع لفائف والدعامات,0,D/C,29160.0
1648.0,9031191.0,RADIOLOGY,INTERVEN'L RADIOLOGY,TRANS CATHETER ANURYSM COLLING WITHOUT STENTING,القسطرة لتمدد الأوعية الدموية  مع لفائف ,0,D/C,24480.0
1649.0,9031192.0,RADIOLOGY,INTERVEN'L RADIOLOGY,TRANS CATHETER ARTERIAL EMBOLIZATION – WITHOUT IMPLANT,ازالة التخثر من القسطرة الشريانية - بدون زرع,0,D/C,24480.0
1650.0,9031193.0,RADIOLOGY,INTERVEN'L RADIOLOGY,TRANSABDOMINAL/TRANSLUMBAR  ARTERIOGRAPHY,صورة ملونة الشريان البطاني / الشريان القطني,0,D/C,3215.0
1651.0,9031194.0,RADIOLOGY,INTERVEN'L RADIOLOGY,TRANS-ARTERIAL CHEMOEMBOLIZATION,ازالة التخثر بالكيمائي عبر الشرايين,0,D/C,27216.0
1652.0,9031195.0,RADIOLOGY,INTERVEN'L RADIOLOGY,TRANS-HEPATIC PERCUTANEOUS PORTAL VEIN EMBOLIZATION,ازالة التخثر عبر الكبد عبر الجلد الوريدي البابي,0,D/C,29160.0
1653.0,9031196.0,RADIOLOGY,INTERVEN'L RADIOLOGY,TRANSJUGULAR LIVER BIOPSY,خزعة للكبد عبر الوداجي ,0,D/C,29160.0
1654.0,9031197.0,RADIOLOGY,INTERVEN'L RADIOLOGY,TRANSRECTAL ABSCESS DRAINAGE,تصريف لخراج في المخرج,0,D/C,5508.0
1655.0,9031198.0,RADIOLOGY,INTERVEN'L RADIOLOGY,TUBE EXCHANGE,أنبوب التبادل,0,D/C,1296.0
1656.0,9031199.0,RADIOLOGY,INTERVEN'L RADIOLOGY,U/S GUIDED DRAINAGE (IR),وضع انبوبة تفريغ باسترشاد الموجات الصوتية,0,D/C,5175.0
1657.0,9031200.0,RADIOLOGY,INTERVEN'L RADIOLOGY,ULTRASOUND GUIDED DRUG INJECTION ( BOTOX INJECTION),حقن الدواء تحت إشراف الموجات فوق الصوتية (حقن البوتوكس),0,D/C,3014.0
1658.0,9031201.0,RADIOLOGY,INTERVEN'L RADIOLOGY,ULTRASOUND GUIDED THYROID NEEDLE ASPIRATION-MULTIPLE PASSES,شفط الغدة الدرقية تحت إشراف الموجات فوق الصوتية,0,D/C,3014.0
1659.0,9031202.0,RADIOLOGY,INTERVEN'L RADIOLOGY,UNILATERAL CAROTID ANGIOGRAPHY,صورة ملونة للشريان السباتي جهة واحدة,0,D/C,5184.0
