PC_PRVSRVCODE,PC_PRVSRVDESC,PC_STRTDATE,PC_ORPRICE
FMXRY-0054,STRESS VIEW FINGERS,2012-01-01,150.0
FMXRY-0055,PELVIS AP,2012-01-01,213.0
FMXRY-0056,HIP-UNILATERAL AP/LAUENSTEIN,2012-01-01,200.0
FMXRY-0057,HIP-BILATERAL AP/LAUENSTEIN,2012-01-01,290.0
FMXRY-0059,HIP FOR HEAD OF FEMUR(30CA/AG),2012-01-01,150.0
FMXRY-0060,OBTURATE FORAMEN & ALA.(1 SID),2012-01-01,200.0
FMXRY-0061,HIPF SCHNEIDER POS. ONE SIDE,2012-01-01,220.0
FMXRY-0062,FEMUR AP. LAT.,2012-01-01,300.0
FMXRY-0063,KNEE AP. LAT.,2012-01-01,290.0
FMXRY-0064,BOTH KNEES AP STANDING,2012-01-01,200.0
FMXRY-0065,"BOTH KNEES AP.,LAT.",2012-01-01,330.0
FMXRY-0066,KNEE AP. LAT.SP.VIEW,2012-01-01,290.0
FMXRY-0067,KNEE TUNNEL FRIK POSITION,2012-01-01,150.0
FMXRY-0068,KNEE STRESS (ONE SIDE),2012-01-01,200.0
FMXRY-0069,SKYLINE VIEW FOR PATELLA,2012-01-01,150.0
FMXRY-0070,TIBIA/FIBULA AP LATERAL,2012-01-01,250.0
FMXRY-0071,ANKLE AP LATERAL,2012-01-01,200.0
FMXRY-0073,ANKLE STRESS BOTH SIDES,2012-01-01,290.0
FMXRY-0074,OS-CALSIS (HEEL)TANGENTIAL LAT,2012-01-01,200.0
FMXRY-0075,FOOT AP LAT.,2012-01-01,238.0
FMXRY-0076,"FOOT AP,LAT,OBL.",2012-01-01,250.0
FMXRY-0077,FOOT TANG/LAT IN STANDING,2012-01-01,150.0
FMXRY-0079,TOES AP LATERAL OBL.,2012-01-01,200.0
FMXRY-0080,CHEST PA VIEW OR LAT.,2012-01-01,238.0
FMXRY-0081,CHEST PA LAT. VIEWS,2012-01-01,319.0
FMXRY-0082,CHEST PA LAT. & DECUBITUS,2012-01-01,300.0
FMXRY-0083,CHEST PA LAT. OBL.,2012-01-01,300.0
FMXRY-0084,CHEST-LAT W/BARRIUM,2012-01-01,290.0
FMXRY-0085,CHEST APICAL VIEW,2012-01-01,180.0
FMXRY-0086,ABDOMEN FLAT (KUB),2012-01-01,200.0
FMXRY-0087,ABDOMEN ERECT.,2012-01-01,238.0
FMXRY-0088,ABDOMEN FLAT.ERECT/DECUBITUS,2012-01-01,290.0
FMXRY-0089,PELVIMETRY,2012-01-01,500.0
FMXRY-0090,PANORAMA,2012-01-01,375.0
FMLAB-8008,HELICOBACTER PYLORI (TISSUE),2012-01-01,130.0
FMLAB-8009,HISTOPATH/BIOPSY SMALL SPECM.,2012-01-01,640.0
FMLAB-8010,HISTOPATH/BIOPSY LARGE SPECM.,2012-01-01,950.0
FMLAB-8012,SPECIMENS-ROUTINE PROCESSING,2012-01-01,220.0
FMLAB-8013,SPECIAL STAIN (EACH),2012-01-01,130.0
FMLAB-8014,PANEL SPECIAL STAIN(4 OR MORE),2012-01-01,495.0
FMNUR-0049,ITERMITTENT URINARY CATH,2012-01-01,90.0
FMNUR-0050,SUTURE REMOVAL,2012-01-01,60.0
FMNUR-0051,BLOOD EXTRACTION,2012-01-01,40.0
FMNUR-0052,CHEMOTHERAPY PER DAY,2012-01-01,290.0
FMNUR-0053,NEBULIZATION,2012-01-01,88.0
FMNUR-0054,PORTA CATHETER NEEDEL INSERTION,2012-01-01,110.0
FMNUR-0055,PORTA CATHETER REMOVAL,2012-01-01,45.0
FMNUR-0056,SKIN SHAVING,2012-01-01,45.0
FMNUR-0057,PERINEAL CARE,2012-01-01,45.0
FMNUR-0058,BLOOD TRANSFUSION,2012-01-01,70.0
FMNUR-0059,BLADDER IRRIGATION (FLUSHING),2012-01-01,45.0
FMNUR-0060,CATHETERIZATION (CONDOM),2012-01-01,90.0
FMNUR-0061,TACHEOSTOMY TUBE CARE,2012-01-01,60.0
FMNUR-0062,COLD PACK APPLICATION,2012-01-01,110.0
FMNUR-0063,SUBCUTANEOUS INJECTION,2012-01-01,30.0
FMNUR-0064,SGH COCKTAIL 1,2012-01-01,900.0
FMNUR-0065,SGH COCKTAIL 2,2012-01-01,900.0
FMNUR-0066,SGH COCKTAIL 3,2012-01-01,900.0
FMNUR-0067,SGH COCKTAIL 4,2012-01-01,900.0
FMNUR-5555,MEDICAL SUPERVISION,2012-01-01,200.0
FMNUR99999,MEDICAL SUPERVISION,2012-01-01,200.0
EXOBG-0001,EXAMINATION UNDER G.A.,2012-01-01,533.0
EXOBG-0012,LABIAL CYST EXCISION G.A.,2012-01-01,297.0
FMOBG-0001,REFFERAL FROM OTHER DOCTOR-OP,2012-01-01,75.0
FMOBG-0002,ULTRASOUND SCAN WITH PHOTO,2012-01-01,109.0
FMOBG-0003,CRYO CAUTERY,2012-01-01,413.0
FMOBG-0004,INSERTION OF I.U.D.,2012-01-01,275.0
FMOBG-0005,COLPOSCOPIC EXAMINATION,2012-01-01,109.0
FMOBG-0006,COLPOSCOPIC EXAM. & PHOTO,2012-01-01,200.0
FMOBG-0007,PROCTOSCOPY,2012-01-01,300.0
FMOBG-0008,COLPOSCOPY W/BIOPSY VAGINAL TREATMENT,2012-01-01,350.0
FMOBG-0009,EPIDURAL ANALGESIA,2012-01-01,938.0
FMOBG-0010,NORMAL DELIVERY,2012-01-01,1400.0
FMOBG-0012,FORCEPS DELIVERY COMPLICATED   KIELAND,2012-01-01,2070.0
FMOBG-0013,VENTOUSE DELIVERY W/ VACUUM,2012-01-01,1448.0
FMOBG-0014,LOWER SEG. CAESAREAN SECTION,2012-01-01,2760.0
FMOBG-0015,LOWER SEG. CAESAREAN SECTION - ON RUPTURED UTERUS,2012-01-01,2483.0
FMOBG-0016,ANTENATAL (CTG)MONITORING/HR,2012-01-01,109.0
FMOBG-0017,MANUAL REMOVAL OF PLACENTA,2012-01-01,473.0
FMOBG-0018,TWIN DELIVERY,2012-01-01,1654.0
FMOBG-0019,TRIPLETS DELIVERY,2012-01-01,2070.0
FMOBG-0020,LOWER SEG. CAESARIAN SECTION-  TWIN DELIVERY,2012-01-01,3308.0
FMOBG-0021,DILATATION & CURETTAGE,2012-01-01,1058.0
FMOBG-0022,EVACUATION OF RTND PROD. OF    CONCEPTION,2012-01-01,829.0
FMOBG-0023,TERMINATION OF PREGNANCY_,2012-01-01,1058.0
FMOBG-0024,LAPAROSCOPIC EXAMINATION,2012-01-01,1125.0
FMOBG-0025,LAPAROSCOPY - OPERATION,2012-01-01,1800.0
FMOBG-0026,LAPAROSCOPY STERILIZATION,2012-01-01,2070.0
FMOBG-0027,CERVICAL ENCERCLAGE,2012-01-01,994.0
FMOBG-0028,CYSTOSCOPY,2012-01-01,829.0
FMOBG-0029,LAPAROTOMY - DIAGNOSTIC,2012-01-01,2205.0
FMOBG-0030,OVARIAN CYSTECTOMY-UNILATERAL,2012-01-01,1654.0
FMOBG-0032,ECTOPIC PREGNANCY OPERATION,2012-01-01,2205.0
FMOBG-0033,TUBAL SURGERY,2012-01-01,2483.0
FMOBG-0034,MICRO TUBAL SURGERY,2012-01-01,3724.0
FMOBG-0035,MYOMECTOMY,2012-01-01,3600.0
FMOBG-0036,ABDOMINAL HYSTERECTOMY,2012-01-01,3610.0
FMOBG-0037,TOTAL ABDOMINAL HYSTERECTOMY   & SALPINGO-OOPHORECTOMY,2012-01-01,3860.0
FMOBG-0038,EXTENDED TOTAL ABD.HYSTERECTO- & BILATERAL. SALPINGO-OOPH.,2012-01-01,3724.0
FMOBG-0040,MANCHESTER REPAIR,2012-01-01,2483.0
FMOBG-0041,VESICO VAGINAL FISTULA REPAIR,2012-01-01,3308.0
FMOBG-0042,VAGINAL REPAIR (MINOR),2012-01-01,1242.0
FMOBG-0043,VAGINAL HYSTERECTOMY,2012-01-01,3610.0
FMLAB-9425,CHLORPROMAZINE,2012-01-01,400.0
FMLAB-9426,CHROMIUM (B),2012-01-01,420.0
FMLAB-9428,CLOBAZAM /DESMETHYLCLOBAZAM,2012-01-01,684.0
FMLAB-9429,CLOMETHIAZOLE,2012-01-01,400.0
FMONC-0017,PROFILE STRONIUM BETA IRRADIA- TION COMPLETE PACKAGE,2012-01-01,785.0
FMONC-0018,RADIATION (FULL COST),2012-01-01,11000.0
FMONC-0019,RADIATION (HALF COST),2012-01-01,6000.0
FMONC-0021,RADIOTHERAPY ONE SESSION,2012-01-01,800.0
FMONC-0022,TAPPING OF ASCITIS,2012-01-01,475.0
FMONC-0023,TAPPING OF PLEURAL EFFUSION,2012-01-01,565.0
FMONC-0024,INTRATHECAL CHEMOTHERAPY,2012-01-01,585.0
FMONC-0025,ADD'L FEE FOR COM.OR OVER 3HRS,2012-01-01,640.0
FMONC-0026,INTRACAVITARY INADIATION 1 SES,2012-01-01,2040.0
FMONC-0027,INTRA ARTERIAL CHEMOTHERAPY,2012-01-01,675.0
FMONC-0028,METASTRON C RADIOACTIVE STRON- TIUM,2012-01-01,12675.0
FMONC-0029,FINE NEEDLE ASPIRATION BREAST OR THYROID,2012-01-01,135.0
FMONC-0030,RADICAL TREATMENT START PAYMEN T,2012-01-01,7615.0
FMONC-0032,RADICAL - PLANNING,2012-01-01,1745.0
FMONC-0033,TREATMENT-CT-SIMULATION,2012-01-01,1165.0
FMONC-0035,TREATMET - CALCULATION,2012-01-01,2320.0
FMONC-0037,PALLIATIVE TREATMENT - START   PAYMENT,2012-01-01,2540.0
FMONC-0038,PALLIATIVE TREATMENT-REST PAYM ENT,2012-01-01,1275.0
FMONC-0044,TWO WEEKS 10 FRACTIONS,2012-01-01,2540.0
FMONC-0050,ONE WEEK 5 FRACTIONS,2012-01-01,1275.0
FMONC-0051,RADIO SURGERY OLFACTORY GROVE,2012-01-01,19015.0
FMONC-0056,ONE FRACTION,2012-01-01,395.0
FMONC-0062,ONE FRACTION HALF BODY,2012-01-01,640.0
FMONC-0068,HALF BODY 6-8-FRACTION,2012-01-01,1660.0
FMONC-0073,HALF BODY 6-8-FOLLOW UP,2012-01-01,335.0
FMONC-0074,C.T.PLANNING,2012-01-01,640.0
FMONC-0075,X-RAY CHECK FILM,2012-01-01,325.0
FMONC-0076,GONE MARROW UNDER G.A.,2012-01-01,625.0
FMONC-0077,I. TH. CHEMO UNDER G.A.,2012-01-01,675.0
FMONC-1000,DAY CARE SUPERVISION,2012-01-01,300.0
FMONC-1001,DOCTOR'S DAYCARE SUPERVISION,2012-01-01,100.0
FMONCS-000,RADIO SURGERY  OLFACTORY GROOVE,2012-01-01,19015.0
MTONC-0001,INTRATHECAL CHEMOTHERAPHY,2012-01-01,225.0
MTONC-0002,I. TH. CHEMO UNDER G.A.,2012-01-01,1280.0
MTONC-0003,BONE MARROW UNDER G.A.,2012-01-01,1275.0
FMOHS-0001,OPEN HEART SURGER FEE PER HOUR,2012-01-01,1800.0
FMOHS-0002,REPAIR OF COARCTATION OF AORTA,2012-01-01,7000.0
FMOHS-0003,OPEN HEART SURGERY FOR 10 HRS,2012-01-01,18000.0
FMOHU-0001,E.C.G. PORTABLE,2012-01-01,150.0
FMOHU-0002,PORTABLE VENTALATOR,2012-01-01,85.0
FMOHU-0004,EPIDURAL CATHETER INSERTION,2012-01-01,280.0
FMOHU-0005,INTER COSTAL TUBE INSERTION,2012-01-01,435.0
FMOHU-0006,PACE MAKER,2012-01-01,675.0
FMOHU-0007,DEFEBRILATOR SHOCK,2012-01-01,280.0
FMOHU-0008,MULTI PARAMETER,2012-01-01,270.0
FMOHU-0009,LUMBAR PUNCTURE,2012-01-01,325.0
FMOHU-0010,OHU DAILY ROOM RATE,2012-01-01,1850.0
FMORDZ0010,SEQUENTIAL COMPRESION DEVICE,2012-01-01,610.0
FMOOPTG008,MOLTENO IMPLANT IN GLAUCOMA    OPERATION,2012-01-01,2320.0
FMOPT-1000,DAY CARE SUPERVISION,2012-01-01,270.0
FMOPT-1001,DOCTOR'S DAYCARE SUPERVISION,2012-01-01,95.0
FMOPTA0002,TONOMETRY,2012-01-01,70.0
FMOPTA0003,SLIT LAMP,2012-01-01,95.0
FMOPTA0004,FUNDUS,2012-01-01,85.0
FMOPTA0005,PRESCRIPTION FOR GLASSES,2012-01-01,135.0
FMOPTA0006,GIONIOSCOPY,2012-01-01,100.0
FMOPTA0008,FUORESCINE ANGIOGRAPHY,2012-01-01,905.0
FMOPTA0009,ULTRASONOGRAPHY,2012-01-01,550.0
FMOPTA0010,FUNDUS PHOTOGRAPHY,2012-01-01,194.0
FMOPTA0011,DRESSING,2012-01-01,60.0
FMOPTA0012,SUTURE REMOVAL (EYE),2012-01-01,194.0
FMOPTA0013,LOCAL ANAESTHESIA,2012-01-01,155.0
FMOPTA0014,RETRUBULBER ANAESTHESIA,2012-01-01,310.0
FMOPTA0015,RETROBULBER INJ. OF ALCOHOL,2012-01-01,190.0
FMOPTA0016,OPTHALMIC PACHYMETRY,2012-01-01,460.0
FMOPTA0017,MYOPIC KEROTMELIUSIS,2012-01-01,3244.0
MTORT-0026,RELEASE OF DE QUERVIANS SYNDROME,2012-01-01,1500.0
MTORT-009,RELEASE OF TRIGGER FINGER,2012-01-01,700.0
MTORT-0157,"RELEASE OF ADHERENT JNT CAPSULLIGAMENT, CARTILAGE-HAND FINGR",2012-01-01,585.0
MTORT-0158,JOINT WASHOUT1,2012-01-01,380.0
FMORW-0001,ORTHOSIS I,2012-01-01,2320.0
FMORW-0002,ORTHOSIS II,2012-01-01,4630.0
FMORW-0003,ORTHOSIS III,2012-01-01,7705.0
FMORW-0004,ORTHOSIS IV,2012-01-01,11725.0
FMORW-0005,ORTHOSIS V,2012-01-01,14645.0
FMORW-0006,ORTHOSIS VI,2012-01-01,475.0
FMORW-0007,ORTHOSIS,2012-01-01,755.0
FMORW-0008,ORTHOSIS VII,2012-01-01,165.0
FMORW-0009,ORTHOSIS VIII,2012-01-01,90.0
FMORW-0010,ORTHOSIS IX,2012-01-01,320.0
FMORW-0011,FOOT SLAB,2012-01-01,1105.0
FMORW-0012,FOREARM SLAB W/O COVER,2012-01-01,400.0
FMORW-0013,ABOVE ELBOW ORTH. W/O COVER,2012-01-01,560.0
FMORW-0014,THUMB & FINGER ORTHOSIS,2012-01-01,320.0
FMORW-0015,FOREARM ORTHOSIS WITH COVER,2012-01-01,785.0
FMORW-0016,BELOW KNEE ORTHOSIS AGE 3 YRS,2012-01-01,785.0
FMORW-0017,BELOW KNEE ORTH. 3- 10 YRS.,2012-01-01,1400.0
FMORW-0018,BEL.KNEE ORTH.UPTO AGE 10 YRS.,2012-01-01,2320.0
FMORW-0019,ABOVE KNEE ORTHOSIS 3 YRS,2012-01-01,785.0
FMORW-0020,ABOVE KNEE ORTHOSIS 3-10 YRS.,2012-01-01,1860.0
FMORW-0021,ABOVE KNEE ORTHO. UPTO 10 YRS.,2012-01-01,5395.0
FMORW-0022,SITTING BRACE W/O HEAD SUPPORT,2012-01-01,2170.0
FMORW-0023,HIP SPICA ABDUCTION ORTHOSIS,2012-01-01,4165.0
FMORW-0024,HIP ORTHO. BOTH SIDES FIXED ON WOOD STABILATOR,2012-01-01,4325.0
FMORW-0025,ORTHOSIS-SHORTENING HIP SPICA  UPTO 6 YEARS,2012-01-01,4010.0
FMORW-0026,ABOVE ELBOW ORTHOSIS W/O COVER UP TO 10 YEARS OF AGE,2012-01-01,785.0
FMORW-0027,BOSTON SCOLIOSIS BRACE,2012-01-01,13845.0
FMORW-0028,CHENEAU SCOLIOSIS BRACE,2012-01-01,19570.0
FMORW-0029,STAGNARA SCOLIOSIS BRACE,2012-01-01,15375.0
FMORW-0030,SPINE BACE BY SPONDYLITIS,2012-01-01,19120.0
FMORW-0031,LUMBAR SPINE BRACE,2012-01-01,6160.0
FMORW-0032,TIGGERS OR REVERSE LUMBAR SUP- PORT,2012-01-01,3080.0
FMORW-0033,FOOTSLABS FROM GERMANY,2012-01-01,785.0
FMORW-0034,FINGERS PROSTHESIS,2012-01-01,1710.0
FMORW-0035,PARTIAL HAND PROSTHESIS COSME- TIC,2012-01-01,5395.0
FMORW-0036,PARTIAL HAND PROSTEHSIS COSME- TIC FOREARM CUFF,2012-01-01,6160.0
FMORW-0037,TOTAL HAND PROSTHESIS COSMETIC,2012-01-01,10770.0
FMORW-0038,FOREARM PROSTHESIS COSMETIC,2012-01-01,13540.0
FMORW-0039,FOREARM PROSTHESIS ELECTRIC    (MYOELECTRIC),2012-01-01,69155.0
FMORW-0040,FOREARM PROSTHESIS COSMETIC &  WORK HOOK,2012-01-01,21525.0
FMORW-0041,UPPERARM PROSTHESIS & ELBOW    JOINT COSMETIC,2012-01-01,21525.0
FMORW-0042,UPPERARM PROSTHESIS (MYOELECTR IC 2 CHANNELS),2012-01-01,86050.0
FMORW-0043,UPPERARM PROSTHESIS (MYOELECTR IC 4 CHANNELS),2012-01-01,89125.0
FMORW-0044,UPPERARM PROSTHESIS WORK PROST HESIS,2012-01-01,49175.0
FMORW-0045,BELOW KNEE PROSTHESIS WITHOUT  CUFF,2012-01-01,26135.0
FMORW-0046,BELOW KNEE PROSTHESIS WITH     CUFF,2012-01-01,35130.0
FMORW-0047,BELOW KNEE PROSTHESIS WITH     CUFF PLUS ISCHIEDICUS SUPPORT,2012-01-01,29970.0
FMORW-0048,KNEE EXARTICULATION PROSTHESIS,2012-01-01,44575.0
FMORW-0049,KNEE EXTARTICULATION WITH TEH  LINA KNEE,2012-01-01,50720.0
FMORW-0050,ABOVE KNEE PROSTHESIS WITH TEH LINA KNEE,2012-01-01,46105.0
FMORW-0051,ABOVE KNEE PROSTHESIS KNEE     ADJUSTABLE,2012-01-01,39960.0
FMORW-0052,ABOVE KNEE PROSTHESIS FREE     KNEE,2012-01-01,43030.0
FMORW-0053,HIP EXARTICULATION PROSTHESIS  FREE KNEE,2012-01-01,46105.0
FMORW-0054,TRICOT TUBE,2012-01-01,50.0
FMORW-0055,NYLON STOCKING,2012-01-01,125.0
FMORW-0056,WOOL STOCKING,2012-01-01,255.0
FMORW-0057,UPPER AND FOREARM ORTHOSIS     THERMOPLASTIC,2012-01-01,10770.0
FMORW-0058,UPPER & FOREARM ORTHOSIS + ELB OW JOINT,2012-01-01,16155.0
FMORT-0349,CPR 1 FOR DAY,2012-01-01,1930.0
FMORT-0350,CPR 2 FOR THE DAY,2012-01-01,1165.0
FMORT-0351,CPR 3 FOR THE DAY,2012-01-01,785.0
FMORT-0352,VERTEBROTOMY - TRANSTHORACIC,2012-01-01,5876.0
FMORT-0353,VERTEBROTOMY RETROPERITONEAL,2012-01-01,5876.0
FMORT-0354,FLEXOR BRACHIRADIALIS RELEASE,2012-01-01,1740.0
FMORT-0355,COLCHICINE COURSE (6 WEEKS),2012-01-01,5048.0
FMORT-0641,PERCUTANEOUS LAZER DISCECTOMY,2012-01-01,6120.0
FMORT-0642,SPINAL DISCOGRAPHY,2012-01-01,2320.0
FMORT-0643,USAGE OF LASER,2012-01-01,1930.0
FMORT-0644,EXPLOR.OF RETRO-PERITO.REGION,2012-01-01,2780.0
FMORT-0645,ADD'L FEE FOR COM.OR OVER 3HRS,2012-01-01,830.0
FMPSYA0045,HYPOMANIA,2012-01-01,270.0
FMPSYA0046,FAMININITY & MASCULINITY,2012-01-01,270.0
FMPSYA0047,YBOCS,2012-01-01,270.0
FMPSYA0048,GHQ,2012-01-01,135.0
FMPSYA0049,CHILDREN DEPRESSION SCALE,2012-01-01,255.0
FMPSYA0050,CHILDREN ANXIETY SCALE,2012-01-01,210.0
FMPSYA0051,CHILDREN SELF ESTEEM,2012-01-01,210.0
FMPSYA0052,AUTISTIC TEST,2012-01-01,300.0
FMPSYA0053,EATING DISORDER TEST (E.D.T.),2012-01-01,135.0
FMPSYA0054,BULIMIA NERVOSA SCALE (B.N.S.),2012-01-01,135.0
FMPSYA0055,ANOREXIA NERVOSA SCALE (A.N.S.),2012-01-01,135.0
FMPSYA0056,BEHAVIOURAL DISORDER SCALE(B.D.S.),2012-01-01,210.0
FMPSYA0057,PHOBIA SCALE,2012-01-01,210.0
FMPSYA0058,QUICK NEUROLOGICAL SCREENING TESTSCALE (Q.N.S.T.),2012-01-01,210.0
FMPSYA0059,NON VERBAL INTELIGENCE TEST,2012-01-01,135.0
FMPSYA0060,BENDER GESTALT TEST,2012-01-01,135.0
FMPSYB0001,BEHAVIORAL THERAPY X 8 SESSION,2012-01-01,1860.0
FMPSYB0002,BEHAVIORAL THERAPY X 4 SESSION,2012-01-01,950.0
FMPSYB0003,PSYCHOTHERAPY SESSION,2012-01-01,300.0
FMPSYB0004,GROUP THERAPY SESSION,2012-01-01,255.0
FMPSYB0005,DRUG-ASSISTED INTERVIEW(ABRE-  ACTION),2012-01-01,785.0
FMPSYB0006,GROUP THERAPY UNDER ANAESTH'A,2012-01-01,320.0
FMPSYB0007,BEHAVIORAL THERAPY SESSION,2012-01-01,565.0
FMPSYB0008,BEHAVIORAL THERAPY UNDER ANAES,2012-01-01,785.0
FMPSYB0009,MARITAL THERAPY,2012-01-01,400.0
FMPSYB0010,RELAXATION THERAPY,2012-01-01,475.0
FMPSYB0011,DAY HOSPITAL PSYCHIATRIC SESS.,2012-01-01,565.0
FMPSYB0012,SEX THERAPY,2012-01-01,400.0
FMPSYB0013,MODIFIED INSULIN THERAPY,2012-01-01,320.0
FMPSYB0014,E.C.T. WITH ANAESTHESIA,2012-01-01,670.0
FMPSYB0015,CEREBRAL STIMULATION SESSION,2012-01-01,475.0
FMPSYB0016,CONJOINT FAMILY THERAPY SESS.,2012-01-01,165.0
FMPSYB0017,NARCAN CHALLENGE TEST,2012-01-01,255.0
FMPSYB0018,ECT PCKG IP W/ ANAES. X 6 SES.,2012-01-01,3600.0
FMPSYB0019,ECT PCKG OP W/ ANAES. DAY CARE,2012-01-01,600.0
FMPSYB0020,PSYCHIATRY PACKAGE I (8 SESSN,2012-01-01,2380.0
FMPSYB0021,PSYCHIATRY PACKAGE II (8 SESN),2012-01-01,630.0
FMPSYB0022,PSYCHIATRY PACKGE III (5 DAYS),2012-01-01,7705.0
FMPSYB0023,PSYCHIATRY PACKAGE IV (5 DAYS),2012-01-01,9235.0
FMPSYB0024,PSYCHOTHERAPY X 4,2012-01-01,1860.0
FMPSYB0025,PSYCHOTHERAPY X 8,2012-01-01,3400.0
FMPSYB0026,ADD'L FEE FOR COM.OR OVER 3HRS,2012-01-01,640.0
FMPSYB0027,COGNITIVE THERAPY(PER SESSION) DEVELOPMENT.THER.FOR MENT.RET.,2012-01-01,300.0
FMPSYB0028,PLAY THERAPY(PER SESSION)      DEV.THERAP.FOR MENTAL RETARD.,2012-01-01,150.0
FMPSYB0029,COGNITIVE THERAPY(4 SESSION),2012-01-01,1140.0
FMPSYB0030,PLAY THERAPHY(5 SESSION),2012-01-01,1140.0
FMPSYB0031,SOMLEC RELAXATION THERAPY,2012-01-01,430.0
FMPSYB0032,SOMLEC REL.THERAPY (4 SESSION),2012-01-01,1410.0
FMPSYB0033,PROGRESSIVE MATRICES FOR CHILD,2012-01-01,140.0
FMPSYB0034,(1) SESSION OF BIOFEEDBACK,2012-01-01,200.0
FMPSYB0036,(20) SESSION OF BIOFEEDBACK,2012-01-01,3335.0
FMPSYB0037,GROUP THERYAPHY FOR ADDICT     (PER SESSION),2012-01-01,675.0
FMPSYB0038,WISCONSIN CARD SORTING TEST,2012-01-01,325.0
FMSUR-0236,FEMORO-ANTERIOR (POSTERIOR OR PERONEAL) BYPASS SITU VEINGRAF,2012-01-01,9400.0
FMSUR-0237,LAPAROSCOPIC CHOLECYSTECTOMY,2012-01-01,4000.0
FMSUR-0238,LAPAROSCOPIC APPENDECTOMY,2012-01-01,2375.0
FMSUR-0239,LAPAROSCOPIC HERNIORRHAPHY,2012-01-01,2320.0
FMSUR-0240,LAPAROSCOPIC LYSIS OF PERITON-EAL ADHESION,2012-01-01,2780.0
FMSUR-0241,LAPAROSCOPIC CHOLE. W/ADHESIONOF CBD & INSRTN. OF T-TUBE,2012-01-01,4632.0
FMSUR-0242,DIAGNOSTIC LAPAROSCOPY,2012-01-01,1160.0
FMSUR-0243,LAPAROSCOPIC REP.HIATUS HERNIA,2012-01-01,2780.0
FMSUR-0244,LAPAROSCOPIC VAGOTOMY & PYLO- ROPLASTY,2012-01-01,3244.0
FMSUR-0245,LAPAROSCOPIC BILATERAL HERNIO-RHAPY,2012-01-01,3244.0
FMSUR-0246,LAPAROSCOPIC SPERMATIC VIEN   LIGATION,2012-01-01,1740.0
FMSUR-0247,PUNCTURE & ASPIR.INTRA ABD.CYS,2012-01-01,2320.0
FMSUR-0248,EXCIS. OF INTRA ABDOMINAL CYST,2012-01-01,2900.0
FMSUR-0249,RELEASE OF TIE TONGUE UNDER LOCAL ANESTHESIA,2012-01-01,1100.0
FMSUR-0250,SUPERFICIAL PAROTEDECTOMY,2012-01-01,2900.0
FMSUR-0251,VENOUS DUPLEX,2012-01-01,310.0
FMSUR-0252,PERIPHERAL ARTERIAL DUPLEX,2012-01-01,245.0
OPT-0028,Anterior Vitrectomy,2012-01-01,7350.0
OPT-0029,Intraocular FB Removal,2012-01-01,6500.0
OPT-0030,Glaucoma Operation Trabe,2012-01-01,6600.0
OPT-0031,Recurrent Ptosis,2012-01-01,6825.0
OPT-0032,Explo/Excision Orbital Tumour,2012-01-01,9000.0
OPT-0033,Secondary Insertion of I.O.L.,2012-01-01,5500.0
OPT-0034,Posterior Vitrectomy,2012-01-01,11300.0
OPT-0035,Lamellar Keratoplasty,2012-01-01,13650.0
OPT-0036,Corneal Graft (P. Keratoplasty),2012-01-01,17000.0
OPT-0037,Cataract Extraction with IOL,2012-01-01,8050.0
URO-0001,Diagnostic Cystoscopy,2012-01-01,2650.0
URO-0002,Cystourethroscopy,2012-01-01,4000.0
URO-0003,Cystoscopy & Biopsy,2012-01-01,3500.0
URO-0004,Meatotomy,2012-01-01,2550.0
URO-0005,Cystoscopy + Retrograde,2012-01-01,3300.0
URO-0006,Cystoscopy + Insertion of DJ Stent,2012-01-01,3300.0
URO-0007,Cystoscopy + Removal of DJ Stent,2012-01-01,2000.0
URO-0008,True Cut Needle Biopsy- Cystoscopy,2012-01-01,3500.0
URO-0009,Testicular Biopsy,2012-01-01,3300.0
URO-0010,ESWL-Small Stone,2012-01-01,5500.0
URO-0011,ESWL-Medium Stone,2012-01-01,6500.0
URO-0013,ESWL-Any Additional Session,2012-01-01,1200.0
URO-0014,Percutaneous Nephrostomy,2012-01-01,4750.0
URO-0015,Laparoscopic Varicocele,2012-01-01,6500.0
URO-0016,Meatoplasty,2012-01-01,3500.0
URO-0017,Repair of Hypospadias (Simple),2012-01-01,5500.0
URO-0018,Repair of Hypospadias (1st Stage),2012-01-01,6600.0
URO-0019,Repair of Hypospadias (2nd Stage),2012-01-01,9350.0
URO-0020,Visual Internal Urethrotomy (VIU),2012-01-01,6000.0
URO-0021,Cystoscopy + Optical Urethroscopy,2012-01-01,7500.0
URO-0022,Cystoscopy + Diathermy of Bladder Carcinoma,2012-01-01,9000.0
URO-0023,Open Prostectomy,2012-01-01,15000.0
URO-0024,Cystolithopaxy,2012-01-01,6650.0
URO-0025,Orchidopexy for Undescended  one side,2012-01-01,6500.0
URO-0026,Orchidopexy for Undescended (Testes- Bilateral),2012-01-01,8500.0
URO-0027,Simple Orchidectomy,2012-01-01,4800.0
URO-0028,Haemotocele,2012-01-01,4700.0
URO-0029,Hydrocelectomy,2012-01-01,4750.0
URO-0030,Excision of Spermatocele,2012-01-01,5670.0
URO-0031,Ligation Varicocele (One Side) surgery,2012-01-01,4750.0
URO-0032,Ligation Varicocele (Both Side),2012-01-01,6500.0
URO-0033,Lithopaxy End.Blader Stone,2012-01-01,4200.0
URO-0034,Radical Orchidectomy,2012-01-01,7500.0
