Department,Service Code,Service Description,Final Price,Type,NPHIES Code (Hyphenated )
Orthopedics,ORT-0025,"O.R.I.F. with Screw/ Plates of Tibia, Fibula or Ulna",8880.0,PKG,47566-01-01
Orthopedics,ORT-0026,Plaster Spica or Jacket,3805.0,PKG,47708-00-00
Orthopedics,ORT-0027,Removal of Plates or Nails + SR 300 any extra nail or plate,6340.0,PKG,47930-00-01
Orthopedics,ORT-0028,Repair of Ligament,15312.0,PKG,46432-00-01
Orthopedics,ORT-0029,Fracture of Coles,7610.0,PKG,47363-00-01
Orthopedics,ORT-0030,Close Reduction-Fracture Tibia,5075.0,PKG,50115-00-00
Orthopedics,ORT-0031,Repair of Raptured Superficial Ligament Knee or Ankle,7420.0,PKG,49539-01-01
Orthopedics,ORT-0032,Close Reduction-Fracture Radius/Ulna,5075.0,PKG,49560-00-01
Orthopedics,ORT-0034,Internal Fixation -Fracture Tibia/Fibula/Radius/Ulna,13315.0,PKG,50200-00-01
Orthopedics,ORT-0035,Open Reduction/Internal Fixation-Fracture Screw Plates,12680.0,PKG,48406-03-01
Orthopedics,ORT-0096,Congenital Dislocation of Hip (CHD),19020.0,PKG,47048-00-01
Orthopedics,ORT-0080,Core Tax Band for Crucial Ligament Reconstruction-PT/IP,16485.0,PKG,50127-00-01
Orthopedics,ORT-0100,Cruciate Ligament Reconstruction without Prothesis,15865.36875,PKG,49539-01-01
Orthopedics,ORT-0073,Decomposition of Spine w/ Arthrodesis,44380.0,PKG,50109-00-01
Orthopedics,ORT-0101,Diagnostic Arthroscopy,9958.3,PKG,49557-00-01
Orthopedics,ORT-0078,Digital Nerve Suture,15215.0,PKG,39300-00-00
Orthopedics,ORT-0055,Excision Cyst/Bone & Graft,15215.0,PKG,30241-00-01
Orthopedics,ORT-0059,Excision Cyst/Bone Swelling & Graft,13950.0,PKG,48239-00-00
Orthopedics,ORT-0103,Excision of Cervical Rib,19020.0,PKG,48406-12-00
Orthopedics,ORT-0058,"Excision of Malignant Tumors, Bone Graft",31700.0,PKG,31205-00-10
Orthopedics,ORT-0064,Ext. Fixation Application Large Bones Implant Returnable,15980.0,PKG,50130-00-01
Orthopedics,ORT-0102,External Fixation Large Bones Implant Returnable + F/ups,17755.0,PKG,50130-00-01
Orthopedics,ORT-0106,G.A. Bone Swelling Biopsy without Histopath,5075.0,PKG,50200-00-01
Orthopedics,ORT-0075,Goterex Band,19020.0,PKG,83700-00-00
Orthopedics,ORT-0086,Hind Quarter Amputation,22825.0,PKG,44373-00-00
Orthopedics,ORT-0107,Laminectomy- Laser Conclusive,22825.0,PKG,48654-00-00
Orthopedics,ORT-0108,Laminectormy- Cervival Conclusive-Recurrent,25360.0,PKG,45200-00-00
Orthopedics,ORT-0090,Laminectormy-L-Disectomy Recurrent,19020.0,PKG,40300-00-00
Orthopedics,ORT-0087,Laminectormy-Level 1,22825.0,PKG,90024-00-00
Orthopedics,ORT-0088,Laminectormy-Level 2,25360.0,PKG,90604-00-00
Orthopedics,ORT-0060,Laser Arthroscopy,7610.0,PKG,50100-00-01
Orthopedics,ORT-0109,Lumbar / Cervival Disectomy,19020.0,PKG,40333-00-00
Orthopedics,ORT-0110,Lumbar Disc Prolapse- Recurrent,25360.0,PKG,40300-00-00
Orthopedics,ORT-0057,Major Joints Disarticulation,23585.0,PKG,99999-99-99
Orthopedics,ORT-0049,Menisectomy/Exc Cyst of Knee Joint,13189.0,PKG,49503-00-00
Orthopedics,ORT-0111,Microscopical Nerve Suture,19020.0,PKG,39300-00-00
Orthopedics,ORT-0112,More Repair of Flexor Tendon of Finger (Direct),11415.0,PKG,46432-00-01
Orthopedics,ORT-0071,Nerve Suture,19020.0,PKG,39300-00-00
Orthopedics,ORT-0047,"O.R.I.F for Dislocation of Ankle, Wrist and Below",13315.0,PKG,49560-03-01
Orthopedics,ORT-0113,O.R.I.F. & Partial or Total Excision of Patella,12680.0,PKG,47060-00-01
Orthopedics,ORT-0114,"O.R.I.F. for Commuted or Mal-United Fracture of the Femur, Tibia, Humerus",19020.0,PKG,47528-00-01
Orthopedics,ORT-0039,O.R.I.F. for Recent / Old Neglected Fracture Dislocation of Shoulder & Hip Joint,14645.0,PKG,16476821
Orthopedics,ORT-0068,O.R.I.F. of Fracture Pelvis,19020.0,PKG,47060-00-01
Orthopedics,ORT-0115,One Repair of Flexor Tendon of Finger (Direct),7610.0,PKG,46432-00-01
Orthopedics,ORT-0116,One Revision of TKR Operation also Applicable to Knee Replacement + PRO,50715.0,PKG,49527-00-01
Orthopedics,ORT-0054,Open of Recurrent Dislocation Shoulder,15215.0,PKG,47012-00-01
Orthopedics,ORT-0051,Open Reduction-Fracture Dislocation of Ankle/Wrist/Bone Graft,12680.0,PKG,50104-00-01
Orthopedics,ORT-0117,ORIF for recent & old neglected fracture dislocation of shoulder & hip joint,16485.0,PKG,47012-01-01
Orthopedics,ORT-0118,ORIF of Pelvis,19020.0,PKG,47486-00-01
Orthopedics,ORT-0076,Osteotomy,12175.0,PKG,90569-00-01
Orthopedics,ORT-0072,Reduction/Fixation-Spinal Injury + Prosthesis + PT,38040.0,PKG,47702-00-00
Orthopedics,ORT-0045,Repair- Amputed Finger G.A. + X-ray,3045.0,PKG,90604-00-00
Orthopedics,ORT-0119,Repair of Ruptured Superficial Ligament Knee or Ankle,10145.0,PKG,49539-01-01
Orthopedics,ORT-0044,Repair-RSL of Knee/ Ankle Ligament,12680.0,PKG,39300-00-00
Orthopedics,ORT-0042,Sequestractomy of Small Bones,8321.5,PKG,90573-00-01
Orthopedics,ORT-0120,Spine Fusion With Implants/Posterior Fusion without Stephe Plate,57055.0,PKG,48642-00-00
Orthopedics,ORT-0061,Surgery Treat Benigh Tumor of Bone + Bone Grafting,11415.0,PKG,30241-00-01
Orthopedics,ORT-0123,SURGICAL MENISCAL STURING - ARTHROSCOPIC,13285.0,PKG,49563-00-01
Orthopedics,ORT-0062,Svnovectomy (Open),10145.0,PKG,50104-00-01
Orthopedics,ORT-0069,Tendon Repair/Tendon Transfer,9890.0,PKG,47954-00-01
Orthopedics,ORT-0074,TRA Vera Band,13950.0,PKG,83700-00-00
Orthopedics,ORT-0079,Travera Band for Crucial Ligament Reconstruction-PT/IP,16485.0,PKG,49509-01-00
Orthopedics,ORT-0143,Failed Metal Removal,7245.0,PKG,99999-99-99
Orthopedics,ORT-0260,Endoscopic Discectomy,48300.0,PKG,40300-00-00
Orthopedics,ORT-2027,TOTAL HIP REPLACEMENT - Unilateral ( ROBOTIC SYSTEM ) W/ PROSTHESIS,69300.0,PKG,49318-00-00
Orthopedics,ORT-2028,TOTAL KNEE REPLACEMENT - Unilateral ( ROBOTIC SYSTEM ) W/ PROSTHESIS,69300.0,PKG,49518-00-00
Orthopedics,ORT-0121,Ulnar Nerve Transfer,11415.0,PKG,39321-00-00
Orthopedics,ORT-0122,With Graft Repair of Flexor Tendon of Finger (Direct),12650.0,PKG,46411-00-01
ORTHOPAEDIC WORKSHOP,FMORW-0042,Upperarm Prosthesis (Myoelectr Ic 2 Channels),134010.0,PKG,96092-00-00
ORTHOPAEDIC WORKSHOP,FMORW-0043,Upperarm Prosthesis (Myoelectr Ic 4 Channels),138790.0,PKG,96092-00-00
Orthopedics,FMORT-2023,Reverse Total Shoulder Arthroplasty - 4 DAYS,60000.0,PKG,48918-00-01
Orthopedics,FMORT-4229,Resection of the Proximal Humerus,25000.0,PKG,50230-00-01
Orthopedics,FMORT-4230,Modular Proximal Humerus Arthroplasty,28000.0,PKG,48915-00-01
Orthopedics,FMORT-9094,Local Knee Injection,800.0,PKG,0
Orthopedics,ORT-0131,Acromioclavicular Joint Recnstruction,20000.0,PKG,48921-00-01
Orthopedics,ORT-2029,ARTHROSCOPY ANKLE SURGICAL EXCISION OSTEOCHONDRAL DEFECT TALUS/TIBIA W/ DRILLING,10000.0,PKG,497030101
Orthopedics,PKORT-0012,SHOULDER DECOMPRESSION,33750.0,PKG,90533-00-01
Orthopedics,PKORT-0013,EXCISION OF OSTEOPHYTES,12150.0,PKG,49703-01-01
Orthopedics,PKORT-0014,DEBRIDEMENT LARGE,8100.0,PKG,90665-00-30
Orthopedics,PKORT-0015,REMOVAL OF BONE CEMENT,14850.0,PKG,31989
Orthopedics,PKORT-0016,LATERJET SHOULDER SURGERY,33750.0,PKG,62000
Orthopedics,PKORT-0017,ALLO BONE GRAFT,6750.0,PKG,46543
Orthopedics,PKORT-0019,MIS/OPEN COMPLEX SPINO-PELVIC DISSOCIATION FIXATION,81000.0,PKG,48681-00-00
Orthopedics,PKORT-0020,COMPLEX SPINE FRACTURE/ DISSOCIATION REDUCTION AND FIXATION,65000.0,PKG,48678-00-00
Orthopedics,PKORT-0021,Revision of ACL with Allograft&Removal of Screws,47000.0,PKG,49560-01-01
Orthopedics,PKORT-0018,PATELLAR TENDON REPAIR,24300.0,PKG,47582-00-01
Orthopedics,PKORT-0011,MUSCLE FLAP,27000.0,PKG,45009-01-00
Orthopedics,PKORT-0022,Open Cheilectomy And Debridement of MP Joint,16800.0,PKG,50115-00-00
Plastic Surgery,FMPSDG0004  , REDUCTION MAMMOPLASTY    ,25000.0,PKG,45522-00-00
Plastic Surgery,FMPSDG0009,EXCISION OF SUPERNUMERY BREAST,22000.0,PKG,31500-00-01
SURGERY,FMSUR-3064,Circumcision (Less than one year),1280.125,PKG,30653-00-00
SURGERY,FMSUR-3065,Removal sub-mandibular salivary stones (Duct Stone),5700.0,PKG,30266-02-00
SURGERY,FMSUR-3066,Removal of thrombosed piles or excision of perianal skin tags,5700.0,PKG,32142-00-00
SURGERY,FMSUR-3067,Perianl abscess (under G.A.),5700.0,PKG,32174-01-00
SURGERY,FMSUR-3068,Anal Dilatation (under G.A.),3840.0,PKG,32153-00-00
SURGERY,FMSUR-3069,Low imperforated anus,7200.0,PKG,32123-00-00
SURGERY,FMSUR-3070,Excision of simple tumours or chronic breas abscess,4380.0,PKG,31500-00-01
SURGERY,FMSUR-3071,Sclerotherapy Oesophageal,4200.0,PKG,30476-04-00
SURGERY,FMSUR-3072,Endoscopic Polypectomy,3480.0,PKG,30478-13-00
SURGERY,FMSUR-3073,Percutaneous Liver Biopsy with US,3450.0,PKG,30409-00-00
SURGERY,FMSUR-3074,Circumcision (Adult) under GA,3450.0,PKG,30653-00-00
SURGERY,FMSUR-3075,Circumcision (Adult) under LA,1800.0,PKG,30653-00-40
SURGERY,FMSUR-3076,Ingrowing Toe Nail under G.A.,4200.0,PKG,47916-00-01
SURGERY,FMSUR-3077,I & D Large or deep absess under G.A.,4200.0,PKG,30223-01-00
SURGERY,FMSUR-3078,Suturing large wound under G.A.,4200.0,PKG,30026-00-30
SURGERY,FMSUR-3079,Excision of simple or small lipoma under L.A.,2160.0,PKG,31205-00-10
SURGERY,FMSUR-3080,Excision of simple cyst or lipoma under G.A. + Histopathology,4650.0,PKG,31350-00-01
SURGERY,FMSUR-3081,Excision of simple or small lipoma under G.A.,3480.0,PKG,31350-00-01
SURGERY,FMSUR-3082,Dermoid cyst excision,3500.0,PKG,31205-00-10
SURGERY,FMSUR-3083,Excision of breast lump under G.A.,4455.0,PKG,31500-00-01
SURGERY,FMSUR-3084,Removal of foreign body under L.A.,3300.0,PKG,92201-00-00
SURGERY,FMSUR-3085,Release of Tongue Tie under G.A.,4800.0,PKG,30278-00-00
SURGERY,FMSUR-3086,Thoracentesis,1200.0,PKG,38800-00-00
SURGERY,FMSUR-3087,Division of Tongue tie under L.A.,3000.0,PKG,30278-02-00
SURGERY,FMSUR-3088,Single Balloon Enteroscopy,4500.0,PKG,30473-05-00
SURGERY,FMSUR-3089,Haemorrhoidectomy,7950.0,PKG,32138-01-00
SURGERY,FMSUR-3090,Anal fissurectomy,9519.22125,PKG,90315-01-00
SURGERY,FMSUR-3091,Simple low anal fistula,7950.0,PKG,90315-01-00
SURGERY,FMSUR-3092,Varicoceles,7950.0,PKG,30635-00-01
SURGERY,FMSUR-3093,Hydrocele,7950.0,PKG,30631-00-01
SURGERY,FMSUR-3094,"Inguinal, Umbilical or femoral hernia",8700.0,PKG,30614-02-00
SURGERY,FMSUR-3095,Undescended testis within the inguinal canal,12900.0,PKG,37604-10-00
SURGERY,FMSUR-3096,Orchidectomy,6450.0,PKG,30641-00-00
SURGERY,FMSUR-3097,Appendectomy,9519.22125,PKG,30571-00-00
SURGERY,FMSUR-3098,Thyroglossal cyst of fistula,12150.0,PKG,90559-00-00
SURGERY,FMSUR-3099,Excision of submandibular gland,9450.0,PKG,30256-00-00
SURGERY,FMSUR-3100,Pilonidal sinus,7950.0,PKG,30676-01-00
SURGERY,FMSUR-3101,Post haemorrhoidectomy stricture anus,9000.0,PKG,32153-00-00
SURGERY,FMSUR-3102,Spermatocele,8400.0,PKG,37604-00-00
SURGERY,FMSUR-3103,"Gastrostomy, colostomy (without consumables)",12150.0,PKG,30515-00-00
SURGERY,FMSUR-3104,Amputation in case of limbs gangrene,13200.0,PKG,44367-02-00
SURGERY,FMSUR-3105,Small incisional hernia withor w/o hernioplasty,8700.0,PKG,30403-00-00
SURGERY,FMSUR-3106,Varicose veins stripping (Unilateral),9450.0,PKG,32508-00-01
SURGERY,FMSUR-3107,Varicose veins stripping (Bilateral),12900.0,PKG,32508-00-02
SURGERY,FMSUR-3108,Partial mastectomy with histopathology,7950.0,PKG,31500-00-01
SURGERY,FMSUR-3109,Mastectomy in males with histopathology,10313.1765,PKG,31518-00-00
SURGERY,FMSUR-3110,Closure of colostomy with anastomosis,9450.0,PKG,30562-03-00
SURGERY,FMSUR-3111,Endoscopic Sphincterotomy,6450.0,PKG,30485-00-00
SURGERY,FMSUR-3112,Endoscopic Sphincterotomy & stone extraction,7950.0,PKG,30485-00-00
SURGERY,FMSUR-3113,Endoscopic Sphincterotomy & stone crushing,9900.0,PKG,30485-01-00
SURGERY,FMSUR-3114,Endoscopic Sphincterotomy & drain insertion,7950.0,PKG,30485-00-00
SURGERY,FMSUR-3115,Excision of Big or Multiple Lipoma under G.A.,5700.0,PKG,99999-99-99
SURGERY,FMSUR-3116,Excision of Big or Multiple Lipoma under G.A. + Histopathology,6450.0,PKG,99999-99-99
SURGERY,FMSUR-3117,Epigastric Hernia Repair,9450.0,PKG,30617-01-00
SURGERY,FMSUR-3118,Removal of foreign body under G.A.,5700.0,PKG,378
SURGERY,FMSUR-3119,Haemorrhoidectomy by stappler,10200.0,PKG,32138-02-00
SURGERY,FMSUR-3120,Diagonstic ERCP,4500.0,PKG,30484-00-00
SURGERY,FMSUR-3121,Therapeutic ERCP,7000.0,PKG,30484-00-00
SURGERY,FMSUR-3122,Pediatric Colonoscopy,8000.0,PKG,32090-00-00
SURGERY,FMSUR-3123,Pediatric Endoscopy,7000.0,PKG,30511-07-00
SURGERY,FMSUR-3124,Correction of Buried penis or concealed penis,30000.0,PKG,90405-01-00
SURGERY,FMSUR-3125,Cholecystectomy,16500.0,PKG,43900-00-00
SURGERY,FMSUR-3126,Complete rectal prolapse,15500.0,PKG,32111-00-00
SURGERY,FMSUR-3127,Recurrent hernia,14000.0,PKG,30614-02-00
SURGERY,FMSUR-3128,Partial Thyroidectomy (sub-total),12000.0,PKG,30310-00-00
SURGERY,FMSUR-3129,Diaphragmatic,15000.0,PKG,43837-02-00
SURGERY,FMSUR-3130,Bowel anastomosis resection,16500.0,PKG,30566-00-00
SURGERY,FMSUR-3131,Repair of gastric / intestinal perforation,14000.0,PKG,30560-00-00
SURGERY,FMSUR-3132,Vagotomy with/without gastroenterostomy,14000.0,PKG,30496-02-00
SURGERY,FMSUR-3133,Acute peritonitis/laparotomy,15000.0,PKG,30373-00-00
SURGERY,FMSUR-3134,Intestinal volvulous,14000.0,PKG,30375-18-00
SURGERY,FMSUR-3135,Partial gastrectomy,14000.0,PKG,30518-01-00
SURGERY,FMSUR-3136,Repair of the bowel,14000.0,PKG,43816-02-00
SURGERY,FMSUR-3137,Faecal fistula,14000.0,PKG,30382-02-00
SURGERY,FMSUR-3138,Congenital intestinal stricture,14000.0,PKG,99999-99-99
SURGERY,FMSUR-3139,Congenital pyloric stenosis,14000.0,PKG,43930-00-00
SURGERY,FMSUR-3140,Cholecystectomy and operation of billiary passages,18000.0,PKG,30454-01-00
SURGERY,FMSUR-3141,Excision of hepatic cyst,14000.0,PKG,30414-00-00
SURGERY,FMSUR-3142,Liver abscess/operative drainage,14000.0,PKG,30431-00-00
SURGERY,FMSUR-3143,Splenectomy,14000.0,PKG,30597-00-00
SURGERY,FMSUR-3144,Radical mastectomy with removal of nodes,12000.0,PKG,31518-00-00
SURGERY,FMSUR-3145,Enucleation of thyroid cyst,14000.0,PKG,30310-00-00
SURGERY,FMSUR-3146,Lapartomy with/without procedure,14000.0,PKG,30373-00-00
SURGERY,FMSUR-3147,Creation of A.V. Fistula,16500.0,PKG,34512-00-00
SURGERY,FMSUR-3148,"Trendlenberg Operation, stripping of LSV & Multiple ligation of perforates (Unilateral)",28886.0,PKG,32508-00-01
SURGERY,FMSUR-3149,Therapeutic ERCP + Lithotripsy without stent,9500.0,PKG,30484-00-00
SURGERY,FMSUR-3150,Therapeutic ERCP + Lithotripsy with stent,10000.0,PKG,30484-00-00
SURGERY,FMSUR-3151,PEG tube insertion or exchange,12000.0,PKG,30481-00-00
SURGERY,FMSUR-3152,Unilateral Hernia Repair,7500.0,PKG,30405-03-00
SURGERY,FMSUR-3153,Bilateral Hernia Repair,10800.0,PKG,30405-03-00
SURGERY,FMSUR-3154,Strangulated Hernia + resection anastomosis bowel,17400.0,PKG,30615-00-00
SURGERY,FMSUR-3155,Thyroidectomy (Total),15150.0,PKG,30296-01-00
SURGERY,FMSUR-3156,Strangulated hernia w/o resection anastomosis,15150.0,PKG,30615-00-00
SURGERY,FMSUR-3157,Branching anal fistula and high anal fistula,9450.0,PKG,32162-00-00
SURGERY,FMSUR-3158,Radical surgery for oral malignancy (cancer tongue/lip),20400.0,PKG,30275-00-00
SURGERY,FMSUR-3159,Surgery of intestinal cancer,23700.0,PKG,90959-00-00
SURGERY,FMSUR-3160,Total/partial pancreatectomy,29400.0,PKG,30593-00-00
SURGERY,FMSUR-3161,Total pelvic exacentration,33600.0,PKG,90450-02-00
SURGERY,FMSUR-3162,Parotidectomy,20400.0,PKG,30247-00-00
SURGERY,FMSUR-3163,Embolectomy,21600.0,PKG,11653702
SURGERY,FMSUR-3164,Hiatus Hernia Surgical,18000.0,PKG,30601-00-00
SURGERY,FMSUR-3165,Lichtenstein Repair (Hernoplasty + Mesh),14400.0,PKG,30405-04-00
SURGERY,FMSUR-3166,Right Hemicolectomy,20400.0,PKG,32003-01-00
SURGERY,FMSUR-3167,Left Hemicolectomy,21600.0,PKG,32006-00-00
SURGERY,FMSUR-3168,Pilonidal Sinus and Reconstruction Flap,14400.0,PKG,30676-01-00
SURGERY,FMSUR-3169,"Trendlenberg Operation, stripping of LSV & Multiple ligation of perforates (Biilateral)",21000.0,PKG,32508-00-02
SURGERY,FMSUR-3170,Intragastric Balloon,18000.0,PKG,90950-02-00
SURGERY,FMSUR-3171,INTRAGASTRIC BALLON DEFLATS SERVICES,3000.0,PKG,90950-02-00
SURGERY,FMSUR-3172,Anterior Resection of Rectum,57000.0,PKG,99999-99-99
SURGERY,FMSUR-3173,ABDOMINOPERINEAL RESECTION OF THE RECTUM,45000.0,PKG,32039-00-00
SURGERY,FMSUR-3174,ANTERIOR RESECTION OF THE RECTUM WITH / WOUT TEMPORARY STOMA,47500.0,PKG,92208-00-00
SURGERY,FMSUR-3175,MULTIPLE SEGMENTAL RESECTION OF (INTESTINE) SMALL BOWEL,20000.0,PKG,30566-00-00
SURGERY,FMSUR-3176,LAPARASCOPIC MULITPLE SEGMENTAL RESECTION OF SMALL INTESTINE,25000.0,PKG,30566-00-00
SURGERY,FMSUR-3177,ILEO CECAL RESECTION,20000.0,PKG,30515-03-00
SURGERY,FMSUR-3178,LAPARASCOPIC ILEO CECAL RESECTION,25000.0,PKG,30515-04-00
SURGERY,FMSUR-3179,RIGHT HEMI COLECTOMY,20000.0,PKG,32003-01-00
SURGERY,FMSUR-3180,LAPARASCOPIC RIGHT HEMI COLECTOMY,25000.0,PKG,32003-03-00
SURGERY,FMSUR-3181,RESECTION OF TRANSVERSE COLON,25000.0,PKG,32012-00-00
SURGERY,FMSUR-3182,LEFT HEMI COLECTOMY,25000.0,PKG,32006-00-00
SURGERY,FMSUR-3183,LAPARASCOPIC LEFT HEMI COLECTOMY,30000.0,PKG,32006-02-00
SURGERY,FMSUR-3184,SIGMOID COLON RESECTION,20000.0,PKG,32003-00-00
SURGERY,FMSUR-3185,LAPARASCOPIC SIGMOID COLON RESECTION,25000.0,PKG,32003-02-00
SURGERY,FMSUR-3186,TOTAL COLON RESECTION,40000.0,PKG,32012-00-00
SURGERY,FMSUR-3187,PROCTO COLECTOMY & ILEAL POUCH ANAL ANASTOMOSIS,50000.0,PKG,32051-00-00
SURGERY,FMSUR-3188,SMALL TO SMALL INTESTINAL ANASTOMOSIS,15000.0,PKG,30515-03-00
SURGERY,FMSUR-3189,LAPARASCOPIC SMALL TO SMALL INTESTINAL ANASTOMOSIS,20000.0,PKG,30515-04-00
SURGERY,FMSUR-3190,COLOSTOMY,12000.0,PKG,30375-04-00
SURGERY,FMSUR-3191,LAPARASCOPIC COLOSTOMY,15000.0,PKG,30375-04-00
SURGERY,FMSUR-3192,ILEOSTOMY,10000.0,PKG,30375-01-00
SURGERY,FMSUR-3193,LAPARASCOPIC ILEOSTOMY,15000.0,PKG,30375-01-00
SURGERY,FMSUR-3194,ABDOMINAL PROCTOPEXY WITHOUT RESECTION,15000.0,PKG,32117-00-00
SURGERY,FMSUR-3195,LAPARASCOPIC PROCTOPEXY WITHOUT RESECTION,20000.0,PKG,30390-00-00
SURGERY,FMSUR-3196,ABDOMINAL PROCTOPEXY WITH RESECTION,20000.0,PKG,30075-14-00
SURGERY,FMSUR-3197,LAPARASCOPIC PROCTOPEXY WITH RESECTION,25000.0,PKG,32075-01-00
SURGERY,FMSUR-3198,COLOVAGINAL FISTULA REPAIR,25000.0,PKG,35596-00-00
SURGERY,FMSUR-3199,CLOSURE OF SMALL INTESTINAL STOMA,10000.0,PKG,30562-04-00
SURGERY,FMSUR-3200,CLOSURE OF LARGE INTESTINAL,15000.0,PKG,30562-05-00
SURGERY,FMSUR-3201,EXCISION OF THROMBOTIC HEMORRHOID,4750.0,PKG,32138-00-00
SURGERY,FMSUR-3202,LIGATION OF HEMORRHOID,2000.0,PKG,32135-00-00
SURGERY,FMSUR-3203,REPAIR OF PARASTOMAL HERNIA,15000.0,PKG,30563-02-00
SURGERY,FMSUR-3204,INCISION OF PERIANAL ABSCESS (LOW) SIMPLE,6853.0,PKG,32174-01-00
SURGERY,FMSUR-3205,INCISION OF PERIANAL ABSCESS (COMPLICATED & HIGH),7000.0,PKG,32174-01-00
SURGERY,FMSUR-3206,SIMPLE ANAL FISTULOTOMY,7000.0,PKG,90338-00-00
SURGERY,FMSUR-3207,ANAL FISTULOTOMY (COMPLEX),10000.0,PKG,32159-02-00
SURGERY,FMSUR-3208,HEMORRHOIDECTOMY,6625.0,PKG,32138-01-00
SURGERY,FMSUR-3209,LEFT LATERAL ANAL SPHINCTEROTOMY,6000.0,PKG,90338-00-00
SURGERY,FMSUR-3210,FLAP CLOSURE OF POSITERIOR ANAL FISSURE,7000.0,PKG,90315-01-00
SURGERY,FMSUR-3211,LAPARASCOPIC ABDOMINAL EXPLORATION,10000.0,PKG,30390-00-00
SURGERY,FMSUR-3212,ANAL SPHENCTER REPAIR FOR FECAL INCONTINENCE,15000.0,PKG,32126-00-00
SURGERY,FMSUR-3213,REPAIR OF ANAL SPHENECTER STENOSIS WITH FLAP,15000.0,PKG,32126-00-00
SURGERY,FMSUR-3214,RECTAL MUCOSECTOMY FOR RECTAL PROLAPSE,15000.0,PKG,32111-00-00
SURGERY,FMSUR-3215,PILONIDAL SINSUS EXCISION WITH CLOSURE,8000.0,PKG,30676-01-00
SURGERY,FMSUR-3216,Bronchoscopy with bronchial biopsy – excluded the histopathology test,5500.0,PKG,41898-04-01
SURGERY,FMSUR3217,"COLONOSCOPY, DIAGNOSTIC W/O BIOPSY ",5500.0,PKG,32084-00-00
SURGERY,FMSUR-3217,Bronchoscopy with bronchoalveolar lavage and brush,6000.0,PKG,41898-02-01
SURGERY,FMSUR-3218,Bronchoscopy with transbronchial lung biopsy under fluoroscopy without histopathology test,8000.0,PKG,41898-04-01
SURGERY,FMSUR3219,"COLONOSCOPY, W/ POLYPECTOMY",5500.0,PKG,32093-00-00
SURGERY,FMSUR-3219,Therapeutic bronchoscopy,8000.0,PKG,14605805
SURGERY,FMSUR3220,COLONOSCOPY; W/ MUCOSAL RESECTION (EMR),5500.0,PKG,90297-01-00
SURGERY,FMSUR-3220,"Bronchoscopy with conventional (Blind) transbronchial needle aspiration (C-TBNA) of Mediastinal Lymph Nodes, Hilar Lymph Nodes, and Tumors around the airways",15000.0,PKG,41898-04-01
SURGERY,FMSUR3221,COLONOSCOPY; W/ STRICTURE DILATATION ,500.0,PKG,32094-00-00
SURGERY,FMSUR-3221,Bronchoscopy with transbronchial needle aspirate of Peripheral Pulmonary Masses guided by Floroscopy,10000.0,PKG,41898-04-01
SURGERY,FMSUR3222,COLONOSCOPY; W/ METALIC STENT PLACEMENT (IMPLANT NOT INCLUDED),7000.0,PKG,32023-00-00
SURGERY,FMSUR-3222,Pleural Biopsy (Abram’s needle) without histopathology test,2000.0,PKG,38418-01-01
SURGERY,FMSUR3223,COLONOSCOPY; W/ HEMOSTATIC TREATMENT (INJECTION/ELECTROCOAGULATION/ARGON PLASMA COAGULATION),6000.0,PKG,90335-01-00
SURGERY,FMSUR-3223,Polysomnography (overnight diagnostic test only),5000.0,PKG,12203-00-00
SURGERY,FMSUR3224,COLONOSCOPY; W/ HEMOSTATIC TREATMENT BY CLIPPING (IMPLANT NOT INCLUDED),6000.0,PKG,90335-01-00
SURGERY,FMSUR-3224,Polysomnography (diagnostic and titration by CPAP or BIPAP) split night,6000.0,PKG,12203-00-00
SURGERY,FMSUR-3225,Polysomnography (titration test only by CPAP OR BIPAP),6500.0,PKG,12203-00-00
SURGERY,FMSUR-3226,Polysomnography (overnight diagnostic test and multiple sleep latency test),7000.0,PKG,12203-00-00
SURGERY,FMSUR-3227,THORACOSCOPY,25000.0,PKG,38436-00-00
SURGERY,FMSUR-3228,Laparascopy (Diagnostic),8700.0,PKG,30390-00-00
SURGERY,FMSUR-3229,Laparascopy (Diagnostic) + Biopsy,10620.0,PKG,30390-00-00
SURGERY,FMSUR-3230,Laparascopic Appendectomy,11700.0,PKG,30572-00-00
SURGERY,FMSUR-3231,Laparascopic Cholecystectomy,20000.0,PKG,30445-00-00
SURGERY,FMSUR-3232,Laparascopic Ectopic Pregnancy,17400.0,PKG,35677-00-00
SURGERY,FMSUR-3233,Laparascopic Tubal Ligation on Cauterization,8700.0,PKG,35688-00-00
SURGERY,FMSUR-3234,Laparascopic Hernia,18900.0,PKG,30609-00-00
SURGERY,FMSUR-3235,Laparascopic Hernia Repair Bilateral,27150.0,PKG,30405-03-00
SURGERY,FMSUR-3236,Laparascopic Ovarian Cystectomy,11100.0,PKG,35638-04-00
SURGERY,FMSUR-3237,Laparascopic Varicocelectomy,11100.0,PKG,30635-00-01
SURGERY,FMSUR-3238,Laprascopic Repair of Ventral Hernia,24900.0,PKG,30403-01-00
SURGERY,FMSUR-3239,Laprascopic Repair of Paraumbilical Hernia,24900.0,PKG,30617-00-00
SURGERY,FMSUR-3240,Laparascopic Repair of Incisional Hernia,24900.0,PKG,30403-00-00
SURGERY,FMSUR-3241,Laprascopic Repair of Perfurated Duodenal Ulcer,24900.0,PKG,30509-00-00
