Unified Codes,Unified Descr.,LOS, SBS Codes,type,Gross Price,Unnamed: 6
FMSUR-2133,SPLENECTOMY DEVASCULARIZATION,,31470-00-00,services,4993,
FMSUR-2222,Partial Hepatectomy,3,30464-00-00,PKG,60000,
FMSUR-2223,Exploration Of Injured Vessel(Artery/Vein) 2 Days,,34106-04-00,services,28512,
FMSUR-2540,ENDOTRACHEAL TUBE RESTABILIZATION ,,22007-01-00,services,579,
FMSUR-2541,REMOVAL OF SHETH (FEMORAL),,35360-00-00,services,150,
FMSUR-3008,Varicose Veins Ablation,,32520-00-00,PKG,15312,
FMSUR-3036,Carotid Thromboend Artrec Tomy,3,90223-01-00,PKG,11820.5595,
FMSUR-3037,Debridement Of Diabetic Foot  Infection,,90665-00-20,services,4868.4,
FMSUR-3042,REPAIR OF ARTERIAL OR VENOUS INJURY(CFA),,35202-00-00,PKG,9000,
FMSUR-3064,Circumcision (Less Than One Year),,30653-00-30,PKG,660,
FMSUR-3065,Removal Sub-Mandibular Salivary Stones (Duct Stone),DAY CASE,30266-02-00,PKG,5700,
FMSUR-3066,Removal Of Thrombosed Piles Or Excision Of Perianal Skin Tags,,32135-01-00,PKG,4000,
FMSUR-3067,Perianl Abscess (Under G.A.),1,32174-01-00,PKG,5700,
FMSUR-3068,Anal Dilatation (Under G.A.),,32153-00-00,PKG,2577.3362999999995,
FMSUR-3069,Low Imperforated Anus,2,32123-00-00,PKG,7200,
FMSUR-3070,Excision Of Simple Tumours Or Chronic Breas Abscess,,31551-00-01,PKG,3681.9089999999997,
FMSUR-3071,Sclerotherapy Oesophageal,1,30476-04-00,PKG,4200,
FMSUR-3072,Endoscopic Polypectomy,1,30478-13-00,PKG,3480,
FMSUR-3073,Percutaneous Liver Biopsy With Us,,30409-00-00,PKG,1848,
FMSUR-3074,Circumcision (Adult) Under Ga,,30653-00-00,PKG,5280,
FMSUR-3075,Irradiation ,,15254-00-00,services,3077,
FMSUR-3076,Ingrowing Toe Nail Under G.A.,DAY CASE,47916-00-01,PKG,4200,
FMSUR-3077,I & D Large Or Deep Absess Under G.A.,DAY CASE,30223-01-00,PKG,4200,
FMSUR-3078,Suturing Large Wound Under G.A.,DAY CASE,30026-00-30,PKG,4200,
FMSUR-3079,Excision Of Simple Or Small Lipoma Under L.A.,,99999-99-99,PKG,2761.43175,
FMSUR-3080,Excision Of Simple Cyst Or Lipoma Under G.A. + Histopathology,1,31350-00-01,PKG,4650,
FMSUR-3081,Excision Of Simple Or Small Lipoma Under G.A.,,92514-99-00,PKG,3313.7180999999996,
FMSUR-3082,Dermoid Cyst Excision,,42573-00-01,PKG,7363.817999999999,
FMSUR-3083,Excision Of Breast Lump Under G.A.,1,31500-00-01,PKG,4455,
FMSUR-3084,Removal Of Foreign Body Under L.A.,,92201-00-00,services,1669,
FMSUR-3085,Release Of Tongue Tie Under G.A.,1,30278-00-00,PKG,4800,
FMSUR-3086,Thoracentesis,,38800-00-00,services,3122,
FMSUR-3087,Division Of Tongue Tie Under L.A.,DAY CASE,30278-02-00,PKG,3000,
FMSUR-3088,Single Balloon Enteroscopy,1,30473-05-00,PKG,4500,
FMSUR-3089,Haemorrhoidectomy,,32138-00-00,PKG,6600,
FMSUR-3090,Anal Fissurectomy,1,90315-01-00,PKG,6911.1,
FMSUR-3091,Simple Low Anal Fistula,1,90315-01-00,PKG,7950,
FMSUR-3092,Varicoceles,1,30635-00-01,PKG,7950,
FMSUR-3093,Hydrocele,,30631-00-01,PKG,5522.8635,
FMSUR-3094,"Inguinal, Umbilical Or Femoral Hernia",1,30614-02-00,PKG,8700,
FMSUR-3095,Undescended Testis Within The Inguinal Canal,1,37604-10-00,PKG,12900,
FMSUR-3096,Orchidectomy,,30641-00-00,PKG,5522.8635,
FMSUR-3097,Appendectomy,,30571-00-00,PKG,6443.34075,
FMSUR-3098,Thyroglossal cyst of fistula,,90559-00-00,PKG,7363.817999999999,
FMSUR-3099,Excision Of Submandibular Gland,,376,services,8160,
FMSUR-3100,Pilonidal Sinus,,30676-01-00,PKG,5891.0544,
FMSUR-3101,Post Haemorrhoidectomy Stricture Anus,1,32153-00-00,PKG,9000,
FMSUR-3102,Spermatocele,1,37604-00-00,PKG,8400,
FMSUR-3103,"Gastrostomy, Colostomy (Without Consumables)",2,30515-00-00,PKG,12150,
FMSUR-3104,Amputation In Case Of Limbs Gangrene,2,44367-02-00,PKG,13200,
FMSUR-3105,Small Incisional Hernia Withor W/O Hernioplasty,,30403-00-00,PKG,5522.8635,
FMSUR-3106,Varicose Veins Stripping (Unilateral),,32508-00-01,PKG,7000,
FMSUR-3107,Varicose Veins Stripping (Bilateral),,32508-00-01,PKG,10000,
FMSUR-3108,Partial Mastectomy With Histopathology,,31500-00-01,PKG,7260,
FMSUR-3109,Mastectomy In Males With Histopathology,1,31518-00-00,PKG,10000,
FMSUR-3110,Closure Of Colostomy With Anastomosis,,30562-03-00,PKG,7363.817999999999,
FMSUR-3111,Endoscopic Sphincterotomy,1,30485-00-00,PKG,6450,
FMSUR-3112,Endoscopic Sphincterotomy & Stone Extraction,1,30485-00-00,PKG,7950,
FMSUR-3113,Endoscopic Sphincterotomy & Stone Crushing,1,30485-01-00,PKG,9900,
FMSUR-3114,Endoscopic Sphincterotomy & Drain Insertion,1,30485-00-00,PKG,7950,
FMSUR-3115,Excision Of Big Or Multiple Lipoma Under G.A.,1,99999-99-99,PKG,5700,
FMSUR-3116,Excision Of Big Or Multiple Lipoma Under G.A. + Histopathology,,31205-00-30,PKG,4500,
FMSUR-3117,Epigastric Hernia Repair,1,30617-01-00,PKG,9450,
FMSUR-3118,Removal Of Foreign Body Under G.A.,1,30061-00-00,PKG,5700,
FMSUR-3119,Haemorrhoidectomy By Stappler,,32138-02-00,PKG,9867,
FMSUR-3120,Diagonstic Ercp,,30484-00-00,PKG,4602.38625,
FMSUR-3121,Therapeutic Ercp,,30484-00-00,PKG,7200,
FMSUR-3122,Pediatric Colonoscopy,1,32090-00-00,PKG,8000,
FMSUR-3123,Pediatric Endoscopy,1,30511-07-00,PKG,7000,
FMSUR-3124,Correction Of Buried Penis Or Concealed Penis,1,90405-01-00,PKG,30000,
FMSUR-3125,Cholecystectomy,,30443-00-00,PKG,11045.727,
FMSUR-3126,Complete Rectal Prolapse,1,32111-00-00,PKG,13528.8337586456,
FMSUR-3127,Recurrent Hernia,,30614-02-00,PKG,11520,
FMSUR-3128,Partial Thyroidectomy (Sub-Total),2,30310-00-00,PKG,12000,
FMSUR-3129,Diaphragmatic,,30601-00-00,PKG,14645.727,
FMSUR-3130,Bowel Anastomosis Resection,,30566-00-00,PKG,10125.24975,
FMSUR-3131,Repair Of Gastric / Intestinal Perforation,,90304-00-00,PKG,11966.204249999999,
FMSUR-3132,Vagotomy With/Without Gastroenterostomy,1,30496-02-00,PKG,14000,
FMSUR-3133,Acute Peritonitis/Laparotomy,2,30373-00-00,PKG,12801.6,
FMSUR-3134,Intestinal Volvulous,,30566-00-00,PKG,9204.7725,
FMSUR-3135,Partial Gastrectomy,,30518-01-00,PKG,10125.24975,
FMSUR-3136,Repair Of The Bowel,2,43816-02-00,PKG,14000,
FMSUR-3137,Faecal Fistula,,90304-00-00,PKG,12886.6815,
FMSUR-3138,Congenital Intestinal Stricture,,99999-99-99,PKG,11966.204249999999,
FMSUR-3139,Congenital Pyloric Stenosis,1,43930-00-00,PKG,14000,
FMSUR-3140,Cholecystectomy And Operation Of Billiary Passages,2,30454-01-00,PKG,18000,
FMSUR-3141,Excision Of Hepatic Cyst,,30414-00-00,PKG,11045.727,
FMSUR-3142,Liver Abscess/Operative Drainage,,30431-00-00,PKG,11045.727,
FMSUR-3143,Splenectomy,,30597-00-00,PKG,10125.24975,
FMSUR-3144,Radical Mastectomy With Removal Of Nodes,2,31518-00-00,PKG,12000,
FMSUR-3145,Enucleation Of Thyroid Cyst,,30310-00-00,PKG,7260,
FMSUR-3146,Lapartomy With/Without Procedure,,30373-00-00,PKG,9768,
FMSUR-3147,Creation Of A.V. Fistula,1,34512-00-00,PKG,8000.923190596876,
FMSUR-3148,"Trendlenberg Operation, Stripping Of Lsv & Multiple Ligation Of Perforates (Unilateral)",1,32508-00-01,PKG,28886,
FMSUR-3149,Therapeutic Ercp + Lithotripsy Without Stent,1,30484-00-00,PKG,9500,
FMSUR-3150,Therapeutic Ercp + Lithotripsy With Stent,1,30484-00-00,PKG,10000,
FMSUR-3151,Peg Tube Insertion Or Exchange,1,30481-00-00,PKG,12000,
FMSUR-3152,Unilateral Hernia Repair,1,30405-03-00,PKG,7500,
FMSUR-3153,Bilateral Hernia Repair,2,30405-03-00,PKG,13000,
FMSUR-3154,Strangulated Hernia + Resection Anastomosis Bowel,,30405-02-00,PKG,9204.7725,
FMSUR3155,Egd/Upper Gi Endoscopy; Diagnostic W/O Biopsy,,30473-00-00,services,1649,
FMSUR-3155,Thyroidectomy (Total),,30296-01-00,PKG,13500,
FMSUR3156,"Egd/Upper Gi Endoscopy; W/Biopsy, Single/Multiple",1,30473-01-00,PKG,5500,
FMSUR-3156,Strangulated Hernia W/O Resection Anastomosis,2,30615-00-00,PKG,15150,
FMSUR-3157,Branching Anal Fistula And High Anal Fistula,2,32162-00-00,PKG,9450,
FMSUR3158,Egd/Upper Gi Endoscopy; W/ Mucosal Resection ≥ 2 cm,1,90297-01-00,PKG,8000,
FMSUR-3158,Radical Surgery For Oral Malignancy (Cancer Tongue/Lip),,30275-00-00,PKG,22091.454,
FMSUR-3159,Surgery Of Intestinal Cancer,2,90959-00-00,PKG,23700,
FMSUR-3160,Total/Partial Pancreatectomy,3,30593-00-00,PKG,35000,
FMSUR-3161,Total Pelvic Exacentration,3,90450-02-00,PKG,33600,
FMSUR-3162,Parotidectomy,,30247-00-00,PKG,11966.204249999999,
FMSUR3163,"Egd/Upper Gi Endoscopy; Esophagus, Duodenum. Stricture  Dilatation By Balloon ",1,41832-00-00,PKG,7000,
FMSUR-3163,Embolectomy,,33806-09-01,PKG,11045.727,
FMSUR3164,Egd/Upper Gi Endoscopy; Esophagus/Duodenum Stent Placement.  (Implant Not Included),1,30491-00-00,PKG,7000,
FMSUR-3164,Hiatus Hernia Surgical,2,30601-00-00,PKG,18000,
FMSUR3165,Egd/Upper Gi Endoscopy; Dilatation For Achalasia ,1,30475-01-00,PKG,7000,
FMSUR-3165,Lichtenstein Repair (Hernoplasty + Mesh),1,30405-04-00,PKG,14400,
FMSUR3166,Egd/Upper Gi Endoscopy; W/Closure Of Perforation,1,30532-05-00,PKG,10000,
FMSUR-3166,Right Hemicolectomy,,32003-01-00,PKG,14727.635999999999,
FMSUR3167,Egd/Upper Gi Endoscopy; W/ Gastric Balloon Placement  (Implant Not Included),1,41832-00-00,PKG,7500,
FMSUR-3167,Left Hemicolectomy,,32006-00-00,PKG,14727.635999999999,
FMSUR3168,Egd/Upper Gi Endoscopy; W/ Hemostatic Treatment (Injection / Electrocoagulation /Argon Plasma Coagulation),1,90335-01-00,PKG,8500,
FMSUR-3168,Pilonidal Sinus And Reconstruction Flap,1,30676-01-00,PKG,14400,
FMSUR3169,Egd/Upper Gi Endoscopy; W/ Hemostatic Treatment By Clipping (Implant Not Included),1,90335-01-00,PKG,7000,
FMSUR-3169,"Trendlenberg Operation, Stripping Of Lsv & Multiple Ligation Of Perforates (Biilateral)",1,32508-00-02,PKG,21000,
FMSUR3170,Per Cutaneous Endoscopic Gastrostomy W/ Tube Placement (Peg),,30375-07-00,PKG,5891.0544,
FMSUR-3170,Intragastric Balloon,1,90950-02-00,PKG,18000,
FMSUR-3171,Intragastric Ballon Deflats Services,DAY CASE,90950-02-00,PKG,3000,
FMSUR-3172,Anterior Resection Of Rectum,3,99999-99-99,PKG,57000,
FMSUR-3173,Abdominoperineal Resection Of The Rectum,3,32039-00-00,PKG,45000,
FMSUR-3174,Anterior Resection Of The Rectum With / Wout Temporary Stoma,3,92208-00-00,PKG,47500,
FMSUR-3175,Multiple Segmental Resection Of (Intestine) Small Bowel,2,30566-00-00,PKG,20000,
FMSUR-3176,Laparascopic Mulitple Segmental Resection Of Small Intestine,3,30566-00-00,PKG,25000,
FMSUR-3177,Ileo Cecal Resection,2,30515-03-00,PKG,20000,
FMSUR-3178,Laparascopic Ileo Cecal Resection,2,30515-04-00,PKG,25000,
FMSUR-3179,Right Hemi Colectomy,2,32003-01-00,PKG,20000,
FMSUR-3180,Laparascopic Right Hemi Colectomy,2,32003-03-00,PKG,33000,
FMSUR-3181,Resection Of Transverse Colon,2,32012-00-00,PKG,25000,
FMSUR-3182,Left Hemi Colectomy,2,32006-00-00,PKG,25000,
FMSUR-3183,Laparascopic Left Hemi Colectomy,2,32006-02-00,PKG,33000,
FMSUR-3184,Sigmoid Colon Resection,2,32003-00-00,PKG,20000,
FMSUR-3185,Laparascopic Sigmoid Colon Resection,2,32003-02-00,PKG,33000,
FMSUR-3186,Total Colon Resection,3,32012-00-00,PKG,45000,
FMSUR-3187,Procto Colectomy & Ileal Pouch Anal Anastomosis,3,32051-00-00,PKG,50000,
FMSUR-3188,Small To Small Intestinal Anastomosis,2,30515-03-00,PKG,15000,
FMSUR-3189,Laparascopic Small To Small Intestinal Anastomosis,1,30515-04-00,PKG,20000,
FMSUR-3190,Colostomy,,30375-04-00,PKG,6791.0544,
FMSUR-3191,Laparascopic Colostomy,2,30375-04-00,PKG,15000,
FMSUR-3192,Ileostomy,1,30375-01-00,PKG,10000,
FMSUR-3193,Laparascopic Ileostomy,2,30375-01-00,PKG,15000,
FMSUR-3194,Abdominal Proctopexy Without Resection,1,32117-00-00,PKG,15000,
FMSUR-3195,Laparascopic Proctopexy Without Resection,1,30390-00-00,PKG,20000,
FMSUR-3196,Abdominal Proctopexy With Resection,1,30075-14-00,PKG,20000,
FMSUR-3197,Laparascopic Proctopexy With Resection,2,32075-01-00,PKG,25000,
FMSUR-3198,Colovaginal Fistula Repair,2,35596-00-00,PKG,25000,
FMSUR-3199,Closure Of Small Intestinal Stoma,1,30562-04-00,PKG,10000,
FMSUR-3200,Closure Of Large Intestinal,2,30562-05-00,PKG,15000,
FMSUR-3201,Excision Of Thrombotic Hemorrhoid,,83700-00-00,services,1584,
FMSUR-3202,Ligation Of Hemorrhoid,DAY CASE,32135-00-00,PKG,2000,
FMSUR-3203,Repair Of Parastomal Hernia(Open),1,30563-02-00,PKG,15000,
FMSUR-3204,Incision Of Perianal Abscess (Low) Simple,DAY CASE,32174-01-00,PKG,6853,
FMSUR-3205,Incision Of Perianal Abscess (Complicated & High),1,32174-01-00,PKG,7000,
FMSUR-3206,Simple Anal Fistulotomy,1,90338-00-00,PKG,7000,
FMSUR-3207,Anal Fistulotomy (Complex),1,32159-02-00,PKG,10000,
FMSUR-3208,Hemorrhoidectomy,1,32138-01-00,PKG,6625,
FMSUR-3209,Left Lateral Anal Sphincterotomy,1,90338-00-00,PKG,6000,
FMSUR-3210,Flap Closure Of Positerior Anal Fissure,1,90315-01-00,PKG,7000,
FMSUR-3211,Laparascopic Abdominal Exploration,1,30390-00-00,PKG,10000,
FMSUR-3212,Anal Sphencter Repair For Fecal Incontinence,2,32126-00-00,PKG,15000,
FMSUR-3213,Repair Of Anal Sphenecter Stenosis With Flap,2,32126-00-00,PKG,15000,
FMSUR-3214,Rectal Mucosectomy For Rectal Prolapse,1,32111-00-00,PKG,15000,
FMSUR-3215,Pilonidal Sinsus Excision With Closure,2,30676-01-00,PKG,8000,
FMSUR-3216,Bronchoscopy With Bronchial Biopsy – Excluded The Histopathology Test,1,41898-04-01,PKG,5500,
FMSUR3217,"Colonoscopy, Diagnostic W/O Biopsy ",1,32084-00-00,PKG,5500,
FMSUR-3217,Bronchoscopy With Bronchoalveolar Lavage And Brush,1,41898-02-01,PKG,6000,
FMSUR3218,Colonscopy With Biopsy ,1,32084-01-00,PKG,5500,
FMSUR-3218,Bronchoscopy With Transbronchial Lung Biopsy Under Fluoroscopy Without Histopathology Test,1,41898-04-01,PKG,8000,
FMSUR3219,"Colonoscopy, W/ Polypectomy",1,32093-00-00,PKG,5500,
FMSUR-3219,Therapeutic Bronchoscopy,1,41889-05-01,PKG,8000,
FMSUR3220,Colonoscopy; W/ Mucosal Resection (Emr),1,90297-01-00,PKG,5500,
FMSUR-3220,"Bronchoscopy With Conventional (Blind) Transbronchial Needle Aspiration (C-Tbna) Of Mediastinal Lymph Nodes, Hilar Lymph Nodes, And Tumors Around The Airways",1,41898-04-01,PKG,15000,
FMSUR3221,Colonoscopy; W/ Stricture Dilatation ,1,32094-00-00,PKG,500,
FMSUR-3221,Bronchoscopy With Transbronchial Needle Aspirate Of Peripheral Pulmonary Masses Guided By Floroscopy,1,41898-04-01,PKG,10000,
FMSUR3222,Colonoscopy; W/ Metalic Stent Placement (Implant Not Included),1,32023-00-00,PKG,7000,
FMSUR-3222,Pleural Biopsy (Abram’S Needle) Without Histopathology Test,DAY CASE,38418-01-01,PKG,2000,
FMSUR3223,Colonoscopy; W/ Hemostatic Treatment (Injection/Electrocoagulation/Argon Plasma Coagulation),1,90335-01-00,PKG,6000,
FMSUR-3223,Polysomnography (Overnight Diagnostic Test Only),1,12203-00-00,PKG,5000,
FMSUR3224,Colonoscopy; W/ Hemostatic Treatment By Clipping (Implant Not Included),1,90335-01-00,PKG,6000,
FMSUR-3224,Polysomnography (Diagnostic And Titration By Cpap Or Bipap) Split Night,1,12203-00-00,PKG,6000,
FMSUR-3225,Polysomnography (Titration Test Only By Cpap Or Bipap),1,12203-00-00,PKG,6500,
FMSUR-3226,Polysomnography (Overnight Diagnostic Test And Multiple Sleep Latency Test),1,12203-00-00,PKG,7000,
FMSUR-3227,Thoracoscopy,,38436-00-00,PKG,9900,
FMSUR-3228,Laparascopy (Diagnostic),1,30390-00-00,PKG,8700,
FMSUR-3229,Laparascopy (Diagnostic) + Biopsy,1,30390-00-00,PKG,10620,
FMSUR-3230,Laparascopic Appendectomy,,30572-00-00,PKG,10500,
FMSUR-3231,Laparascopic Cholecystectomy,,30445-00-00,PKG,15000,
FMSUR-3232,Laparascopic Ectopic Pregnancy,1,35677-00-00,PKG,17400,
FMSUR-3233,Laparascopic Tubal Ligation On Cauterization,1,35688-00-00,PKG,8700,
FMSUR-3234,Laparascopic Hernia,1,30609-00-00,PKG,18900,
FMSUR-3235,Laparascopic Hernia Repair Bilateral,2,30405-03-00,PKG,27150,
FMSUR-3236,Laparascopic Ovarian Cystectomy,,35638-04-00,PKG,12500,
FMSUR-3237,Laparascopic Varicocelectomy,,30390-00-00,PKG,9240,
FMSUR-3238,Laprascopic Repair Of Ventral Hernia,1,30403-01-00,PKG,24900,
FMSUR-3239,Laprascopic Repair Of Paraumbilical Hernia,1,30617-00-00,PKG,24900,
FMSUR-3240,Laparascopic Repair Of Incisional Hernia,1,30403-00-00,PKG,24900,
FMSUR-3241,Laprascopic Repair Of Perfurated Duodenal Ulcer,2,30509-00-00,PKG,24900,
FMSUR-3242,Laparascopic Hysterectomy,,35653-01-00,PKG,15840,
FMSUR-3243,Laparascopic Laser Myolisis,1,35649-01-00,PKG,18300,
FMSUR-3244,Laparascopic Coagulation Of Endometriosis,1,35637-02-00,PKG,17400,
FMSUR-3245,Laparascopiic Gastric By Pass,2,30512-03-00,PKG,33000,
FMSUR-3247,Laparascopic Hernia + Mesh,1,30393-00-00,PKG,21000,
FMSUR-3248,Laparascopic Repair Of Epigastric Hernia,2,30617-01-00,PKG,15000,
FMSUR-3249,Laparascopic Repair Of Epigastric Hernia Bilateral,1,30617-01-00,PKG,21900,
FMSUR-3250,Laparascopic Cbd Exploration + Laparascopy Cholecystectomy,2,30449-00-00,PKG,23100,
FMSUR-3251,Laparascopic Assisted Extended Hemicolectomy,2,32005-01-00,PKG,33100,
FMSUR-3252,Laprascopic Divisions Of Adhesions,1,30378-00-00,PKG,25000,
FMSUR-3253,Laparascopic Tubal Ligation On Cauterization Bilateral,1,35688-00-00,PKG,9900,
FMSUR-3254,Laparascopic Splenectomy,2,31470-00-00,PKG,33000,
FMSUR-3255,Laparascopic Subfascial Endoscopic Perforated Stapling,2,32507-01-01,PKG,13200,
FMSUR-3256,Laparascopic End Colostomy,2,30515-01-00,PKG,15000,
FMSUR-3257,Laprascopic Hiatus Hernia,2,30601-01-00,PKG,31200,
FMSUR-3258,Laparascopic Nissen Fundoplication,1,30527-00-00,PKG,22000,
FMSUR-3260,Laparascopic Mesentric Lymph Node Biopsy,1,30075-00-00,PKG,18250,
FMSUR-3261,Laparascopic Resection And Anastomosis,2,30515-04-00,PKG,21000,
FMSUR-3262,Laparascopic Resction Of Diverticulam,1,32030-01-00,PKG,21000,
FMSUR-3263,Laparascopic Orchidectomy (Unilateral),1,30641-00-00,PKG,18900,
FMSUR-3264,Sils Appendectomy,2,30571-00-00,PKG,12000,
FMSUR-3265,Sils Cholecystectomy,2,43900-00-00,PKG,18000,
FMSUR-3266,Sils Tapp (Hernioplasty),2,30403-01-00,PKG,20000,
FMSUR-3267,Sils Varicocelectomy,1,32508-00-01,PKG,11000,
FMSUR-3268,Laparascopic Adrenalectomy,1,36500-01-00,PKG,30000,
FMSUR-3269,Laparoscopic Orchiopexy Or Ordiopexy,1,37604-10-00,PKG,12000,
FMSUR-3270,Laparoscopic Operating Fowler – Stephens (1St Stage),1,37604-09-00,PKG,12500,
FMSUR-3271,Laparoscopic Operating Fowler – Stephens (2Nd Stage),1,37604-09-00,PKG,12000,
FMSUR-3272,Laparoscopic Orchiectomy Of Intra-Abdomenal Or Intra Canalicular Testis,1,30641-00-00,PKG,35000,
FMSUR-3273,Laparascopic Ovarian Drilling (Unilateral),1,35637-08-01,PKG,11100,
FMSUR-3274,Laparascopic Ovarian Drilling (Bilateral),1,35637-08-02,PKG,13800,
FMSUR-3275,Laparascopic Removal Of Missed Iucd,1,35506-02-00,PKG,11100,
FMSUR-3276,Laparascopic Salpingectomy + Removal Of Ectopic Pregnancy,1,35678-01-00,PKG,17820,
FMSUR-3277,Laparascopic Ovarian Cystectomy + Adhesiolysis,1,35638-04-00,PKG,17820,
FMSUR-3278,Laparascopic Ovarian Drilling + Adhesiolysis,,30393-00-00,PKG,11880,
FMSUR-3279,Laparascopic Adhesiolysis + Ovarian Cystectomy + Neo-Ostia Of Fallopian Tube,1,35638-04-00,PKG,17400,
FMSUR-3280,Laparascopic Checking Of Tubal Patency,1,35703-00-00,PKG,9000,
FMSUR-3281,Laparascopic Salpingo-Oophorectomy (Unilateral),1,35638-02-00,PKG,11100,
FMSUR-3282,Laparascopic Salpingo-Oophorectomy (Bilateral),1,35638-03-00,PKG,14100,
FMSUR-3283,Diagnostic Laparascopy + New Ostia Of Fallopian Tube (Unilateral),1,90434-00-01,PKG,17100,
FMSUR-3284,Diagnostic Laparascopy + New Ostia Of Fallopian Tube (Bilateral),1,90433-00-02,PKG,17400,
FMSUR-3285,Diagnostic Laparascopy + Canalization Of Tube,1,30390-00-00,PKG,11000,
FMSUR-3286,E S W L First Session,,92199-00-00,PKG,7260,
FMSUR-3287,E S W L Second Session,DAY CASE,90957-00-00,PKG,2250,
FMSUR-3288,E S W L Third Session,DAY CASE,90957-00-00,PKG,2250,
FMSUR-3289,E S W L Both Sides First Session,DAY CASE,90957-00-00,PKG,14400,
FMSUR-3290,E S W L Both Sides Second Session,DAY CASE,90957-00-00,PKG,3600,
FMSUR-3291,Laser Disintegration,1,99999-99-99,PKG,12500,
FMSUR-3292,Laparoscopic Gastric Banding,1,30511-13-00,PKG,35000,
FMSUR-3293,Laparoscopic Sleeve Gastrectomy,,30511-09-00,PKG,22000,
FMSUR-3294,Biliopancreatic Diversion (Bpd) Scopinaro Procedure,2,30518-00-00,PKG,42000,
FMSUR-3295,Laparoscopic Sleeve Gastrectomy With Band Removal,3,30511-09-00,PKG,32000,
FMSUR-3296,Laparoscopic Gastric Banding With Cholecystectomy,3,30511-13-00,PKG,41000,
FMSUR-3297,Laparoscopic Sleeve Gastrectomy With Cholecystectomy,3,30511-09-00,PKG,35000,
FMSUR-3298,Laparoscopic Roux-En-Y Gastric Bypass With Cholecystectomy,3,30445-00-00,PKG,44000,
FMSUR-3299,Laparoscopic Roux-En-Y Gastric Bypass With Band Removal,3,90942-01-00,PKG,44000,
FMSUR-3300,Laparoscopic Roux-En-Y Gastric Bypass With Cholecystectomy And Band Removal,3,30445-00-00,PKG,50000,
FMSUR-3301,Laparoscopic Mini Gastric Bypass With Cholecystectomy,3,30512-03-00,PKG,44000,
FMSUR-3302,Laparoscopic Mini Gastric Bypass With Band Removal,3,90942-01-00,PKG,44000,
FMSUR-3303,Laparoscopic Mini Gastric Bypass With Cholecystectomy And Band Removal,2,30445-00-00,PKG,50000,
FMSUR-3304,Laparoscopic Sleeve Gastrectomy With Cholecystectomy And Band Removal,3,30511-09-00,PKG,40000,
FMSUR-3305,Biliopancreatic Diversion (Bpd) Scopinaro Procedure With Cholecystectomy,2,30512-02-00,PKG,48000,
FMSUR-3306,Biliopancreatic Diversion (Bpd) Scopinaro Procedure With Band Removal,2,30512-02-00,PKG,48000,
FMSUR-3307,Biliopancreatic Diversion (Bpd) Scopinaro Procedure With Cholecystectomy And Band Removal,3,30512-02-00,PKG,54000,
FMSUR-3308,Total Reversal Of Laparoscopic Roux-En-Y Gastric Bypass,3,30512-00-00,PKG,38000,
FMSUR-3309,Resizing Of Gastric Bypass Pouch Following Weight Regain,2,30514-01-00,PKG,38000,
FMSUR-3310,Shortening Of Common Limb Of Gastric Bypass Following Weight Regain,2,48424-01-00,PKG,38000,
FMSUR-3311,Bariatric Revision,DAY CASE,30511-12-00,PKG,4000,
FMSUR-3312,Major Bariatric Revision,1,30511-12-00,PKG,8000,
FMSUR-3313,Laparoscopic Mini Gastric Bypass,2,30512-03-00,PKG,38000,
FMSUR-3314,Laparoscopic Roux-En-Y Gastric Bypass,2,30512-03-00,PKG,38000,
FMSUR-3316,Laparoscopic Band Removal,1,90942-01-00,PKG,20000,
FMSUR-3317,Laparoscopic Nissen Fudoplication,1,30527-00-00,PKG,30000,
FMSUR-3318,Laparoscopic Band Removal With Cholecystectomy,2,30445-00-00,PKG,25000,
FMSUR-3319,Diagnostic Laparoscopic Post Bariatric Surgery,1,30390-00-00,PKG,10000,
FMSUR-3320,Ivf Cycle First Attempt,1,13215-01-00,PKG,18000,
FMSUR-3321,Ivf Cycle Second Attempt,1,13215-03-00,PKG,16800,
FMSUR-3322,Icsi Cycle First Attempt,1,13251-00-00,PKG,21600,
FMSUR-3323,Icsi Cycle Second Attempt,1,13251-00-00,PKG,19200,
FMSUR-3324,Embryo Cryo Storage Fee (One Year),DAY CASE,73400-04-30,PKG,2400,
FMSUR-3325,Embryo Cryo Storage Fee (Two Years),DAY CASE,73400-05-10,PKG,4800,
FMSUR-3326,Embryo Cryo Storage Fee (3 Years),DAY CASE,73400-05-10,PKG,7200,
FMSUR-3327,Iui Including 3 Ultrasound & Urine Test,DAY CASE,73400-02-70,PKG,2400,
FMSUR-3328,Assisted Hatching,DAY CASE,73400-01-80,PKG,2760,
FMSUR-3329,Testicular Aspiration,DAY CASE,37605-01-01,PKG,5400,
FMSUR-3330,Frozen Embryo Replacement Cycle,DAY CASE,73400-02-20,PKG,4320,
FMSUR-3331,Hysterosalpingography In Or Under Ga,DAY CASE,59712-00-00,PKG,3300,
FMSUR-3332,Diganostic Hysteroscopy,DAY CASE,35630-00-00,PKG,5000,
FMSUR-3333,Hysteroscopic Endometrial Biopsy,,35608-02-00,services,914,
FMSUR-3334,Hysteroscopic Polypectomy,1,35633-01-00,PKG,10110.1,
FMSUR-3335,Hysteroscopic Removal Of Synechia,1,35633-00-00,PKG,14400,
FMSUR-3336,Hysteroscopy Myomectomy,1,35649-01-00,PKG,14400,
FMSUR-3337,Hysteroscopic Metroplasty,1,35634-00-00,PKG,14400,
