Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,,NEUROSURGERY,FMNUR-0129,Selective Spinal Nerve Diagnostic & Therapeutic Injection - More Than 2 Nerves,18216-31-00,Service,,7000,7000,New
,,,,NEUROSURGERY,FMNEU-3659,Spinal Nerve Diagnostic Block - Three Nerves,18216-31-00,PKG,1,7000,7000,New
,,,,Opthalmology,FMOPT-4266,OPERATION ON 2 EXTRAOCULAR MUSCLE ,90089-00-01,PKG,DAY CASE,6960,6960,New
,,,,Ophthalmology,FMOPT-4066,Three Snip Operation (Both Eyes),90092-00-02,PKG,1,6900,6900,New
,,,,Orthopedics,FMORT-3002,Pulsed Signal Therapy 12 Session,96155-00-00,Service,,6775,6775,New
,,,,Orthopedics,PKORT-0017,Allo Bone Graft,90670-00-00,PKG,1,6750,6750,New
,,,,Plastic Surgery,MTPSD-0036,Artificial Hair Transplantation (300 Hair),45560-00-00,Service,,6660,6660,New
,,,,Urology,URO-0089,POSTERIOR URETHRAL VALVE ENDOSCOPIC,37854-00-00,PKG, ,6629.055,6629.055,New
,,,,NEUROSURGERY,FMNEU-3608,Carpal Tunnel Syndrome Decompression Unilateral,39331-01-01,PKG,1 Day,6600,6600,New
,,,,Ophthalmology,FMOPT-4146,Holmium Laser For Glaucoma (One Eye),42782-00-01,PKG,DAY CASE,6600,6600,New
,,,,SURGERY,FMSUR-3340,Pre Implantation Genetic Screeing (Pgs) 4 Embryos,73400-03-20,PKG,DAY CASE,6600,6600,New
,,,,UROLOGY,FMURO-3002,Transurethrolithotomy,36549-00-00,PKG,1,6600,6600,New
,,,,UROLOGY,FMURO-3000,Vesicolithotomy,90363-01-00,PKG,1,6600,6600,New
,,,,General surgery,FMSUR-3397,Debridement WOUND THERAPY NEGATIVE PRESSURE Including device,30029-00-30,PKG, ,6500,6500,New
,,,,Ophthalmology,FMOPT-4121,Icl Phakic Lens,42698-06-01,PKG,DAY CASE,6500,6500,New
,,,,SURGERY,FMSUR-3225,Polysomnography (Titration Test Only By Cpap Or Bipap),12203-00-00,PKG,1,6500,6500,New
,,,,Ophthalmology,FMOPT-4207,Pupilloplasty,42764-03-01,PKG,1,6500,6500,New
,,,,Surgery,FMSUR-0295,FEMURO CREPAIR OF ILIAC VEIN,33833-00-00,PKG, ,6458.76,6458.76,New
,,,,UROLOGY,FMURO-3027,Cystoscopy And Meatotomy,37324-01-00,PKG,1,6450,6450,New
,,,,Plastic Surgery,FMPSDA0038,Microdermabrasion Lower Abdomen/Upper Abdomen(Package Of 5 Session),45021-01-00,Service,,6345,6345,New
,,,,ONCOLOGY/NUCLEAR MED,FMONC-0089,Genicular Nerve Radiofrequency Ablation (Rfa),50124-01-10,Service,,6300,6300,New
,,,,UROLOGY,FMURO-0152,Half I.C. Program - 12 Dose,37415-00-00,Service,,6300,6300,New
,,,,Pediatrics,FMPDT-1008,Level I Nicu,83610-03-40,Service,,6300,6300,New
,,,,UROLOGY,FMURO-0147,Tran.Mic.Hyperthermia Treatment 3 Months.Pst,92178-00-90,Service,,6300,6300,New
,,,,Dental,FMDNTS3073,Service Charges For Invasalign System Lite Dual Arch,97989-00-10,Service,,6250,6250,New
,,,,Opthalmology,FMOPT-4263,EXCISION OF LID TUMOR WITH RECONSTRUCTION USING FLAP OR GRAFT ,90086-00-01,PKG,DAY CASE,6240,6240,New
,,,,internal medicine,fmint-2004,Urg.Hemo.W/Femoral V.Sub.Cath,13100-00-00,Service,,6077,6077,New
,,,,SURGERY,FMSUR-3217,Bronchoscopy With Bronchoalveolar Lavage And Brush,41898-02-01,PKG,1,6000,6000,New
,,,,NEUROSURGERY,FMNEU-3641,Cervical Facets Joint Injection Or Medical Branch Injection,18230-01-00,PKG,DAY CASE,6000,6000,New
,,,,Opthalmology,FMOPT-4261,CORRECTION OF LID RETRACTION ,90086-00-01,PKG,DAY CASE,6000,6000,New
,,,,Ophthalmology,FMOPT-4021,Excision Of Lid Tumour+Histopathology Analysis,31230-00-01,PKG,1,6000,6000,New
,,,,Dental & Maxillofacial,FMDNTC99,External Sinus Lift ( Allograft),45841-00-00,PKG,1 DAY,6000,6000,New
,,,,Urology,URO-0070,HYDRO COELECTOMY ASPIRATION ONE SIDE,30631-00-01,PKG, ,6000,6000,New
,,,,Ophthalmology,FMOPT-4214,Intra Ocular Gas Injection,42740-02-01,PKG,1,6000,6000,New
,,,,NEUROSURGERY,FMNEU-3687,Intraventricular Injection Of Medications ( Antibiotic/Rtpa/Etc),90007-01-00,PKG,1,6000,6000,New
,,,,Radiology,FMXRAY1714,IR PERIPHERAL MECHANICAL THROMBECTOMY,90230-00-00,Service, ,6000,6000,New
,,,,Opthalmology,FMOPT-4267,OPERATION ON SUPERIOR OBLIQUE MUSCLE ,90089-00-01,PKG,DAY CASE,6000,6000,New
,,,,SURGERY,FMSUR-3224,Polysomnography (Diagnostic And Titration By Cpap Or Bipap) Split Night,12203-00-00,PKG,1,6000,6000,New
,,,,Cardiology,FMCAR-3064,Renal Angiogram Both Renal Arteries,59970-03-00,PKG,DAY CASE,6000,6000,New
,,,,NEUROSURGERY,FMNUR-0128,Selective Spinal Nerve Diagnostic & Therapeutic Injection -Two Nerve,18216-31-00,Service,,6000,6000,New
,,,,NEUROSURGERY,FMNEU-3658,Spinal Nerve Diagnostic Block - Two Nerves,18216-31-00,PKG,DAY CASE,6000,6000,New
,,,,NEUROSURGERY,FMNEU-3642,Thoracic Facets Joint Injection Or Medical Branch Injection,18230-01-00,PKG,DAY CASE,6000,6000,New
,,,,Ophthalmology,FMOPT-4201,Anterior Chamber Reformation Post Operative (Outside Hospital),42743-00-01,PKG,DAY CASE,5820,5820,New
,,,,Ophthalmology,FMOPT-4194,Ch- Draniage ( Outside Hospital),42569-00-01,PKG,DAY CASE,5820,5820,New
,,,,Ophthalmology,FMOPT-4181,Conjunctival Revision,90093-00-01,PKG,DAY CASE,5820,5820,New
,,,,ENT,FMENT-3114,Laser Surgery,90063-00-01,PKG,1,5820,5820,New
,,,,ENT,FMENT-3122,Submucous Diathermy + Turbinectomy,41695-00-00,PKG,1,5820,5820,New
,,,,Ophthalmology,FMOPT-4079,Temprory Artery Biopsy+Histo.,34109-00-00,PKG,DAY CASE,5820,5820,New
,,,,Ophthalmology,FMOPT-4075,Unilateral Media Spindle Surgery,45626-00-01,PKG,1,5820,5820,New
,,,,Ophthalmology,FMOPT-4073,Unilateral Probing & Syringing+Intubation,42614-01-00,PKG,1-2 Days,5820,5820,New
,,,,Ophthalmology,FMOPT-4169,Second Stage Squint Repair (One Or Both Eyes),42833-00-00,PKG,1,5760,5760,New
,,,,UROLOGY,FMURO-3033,Evertion Of Hydrocele,30631-00-01,PKG,1,5700,5700,New
,,,,SURGERY,FMSUR-3115,Excision Of Big Or Multiple Lipoma Under G.A.,92514-99-00,PKG,Day Case,5700,5700,New
,,,,SURGERY,FMSUR-3065,Removal Sub-Mandibular Salivary Stones (Duct Stone),30266-02-00,PKG,DAY CASE,5700,5700,New
,,,,Ophthalmology,FMOPT-4162,Retinal Photocoagulation Three Setting Or More,90079-00-02,PKG,DAY CASE,5700,5700,New
,,,,ORTHOPAEDIC WORKSHOP,FMORW-0149,Synolis Iii,50124-01-10,Service,,5655,5655,New
,,,,Orthopedics,FMORT-3001,Pulsed Signal Therapy 9 Session,96155-00-00,Service,,5650,5650,New
,,,,Plastic Surgery,FMPSDA0051,Fat Aspiration Under Local Anesthesia,30216-02-00,Service,,5600,5600,New
,,,,Opthalmology,FMOPT-4236,LENS ASPIRATION ,90089-00-01,PKG,DAY CASE,5600,5600,New
,,,,Home Care ,FMHC-0071,Home Physiotherpy Cereberal Palsy( 12 Session),83620-00-10,Service,,5590,5590,New
,,,,Endoscopy,FMSUR3220,Colonoscopy; W/ Mucosal Resection (Emr),90297-01-00,PKG,1,5500,5500,New
,,,,OB & GYNE,FMOBG-1112,labial augmentation,90442-00-01,Service, ,5500,5500,New
,,,,Room & Board,FMACC-018,Picu Admission + Isolation + Ventilation 1 Day,83610-03-30,PKG,1,5500,5500,New
,,,,SURGERY,FMSUR-3329,Testicular Aspiration,37605-01-01,PKG,DAY CASE,5400,5400,New
,,,,Ophthalmology,FMOPT-4030,Repair Of Simple Lid+Explora,30052-01-02,PKG,DAY CASE,5340,5340,New
,,,,Dermatology ,EXDER-0012,Erbium Extra Large Area,90676-00-00,Service,,5295,5295,New
,,,,Dermatology ,MTDER-0037,Multi-Zones(12X) Body Treatment -Medium Area - Package,99999-99-99,Service,,5295,5295,New
,,,,UROLOGY,FMURO-3016,Cystoscopy And Ureteric Catheterization (One Side Or Both Sides) Apart From Radiology,36824-00-00,PKG,1,5250,5250,New
,,,,Vascular Surgery,MTVAS-0030,Injection Sclerotherapy Glue G.A.,90223-01-00,Service,1,5250,5250,New
,,,,Orthopedics,FMORT-1031,Pain Assessment,95550-03-00,PKG,1,5250,5250,New
,,,,Opthalmology,FMOPT-4240,EXCHANGE OF IOL WITH OUT IOL ,90089-00-01,PKG,DAY CASE,5200,5200,New
,,,,LABORATORY,FMLAB-0133,Prenatal FISH,73200-05-30,Service, ,5200,5200,New
,,,,Opthalmology,FMOPT-4260,UNILATERAL FULL MYECTOMY OF LOWER LID ,90086-00-01,PKG,DAY CASE,5200,5200,New
,,,,LABORATORY,FMLAB-1214,Panel Test - Ngs Large ,73350-05-50,Service,,5141,5141,New
,,,,LABORATORY,FMLAB-1221,"Renal Tubular Acidosis (Ngs) Atp6V0A4,Atp6V1B1,Ca2,Slc4A1, Slc4A4 ",73350-05-50,Service,,5141,5141,New
,,,,Dermatology ,FMDER-0056,Alopecia Lotion 5% - 100Cc,90676-00-00,Service,,5135,5135,New
,,,,Dental & Maxillofacial,FMDNTC103,Dento -  Alveolar Fracture Fixation - Iii,90530-00-00,PKG,1,5000,5000,New
,,,,Dermatology ,FMDER-1011,Electrocautery for genital area Medium area,31230-05-00,Service, ,5000,5000,New
,,,,Endoscopy,FMENDE0144,Endoscopic polypectomy of large polyp (> 30 mm size),32081-00-00,PKG,1,5000,5000,New
,,,,NEUROSURGERY,FMNEU-3666,Intra Discal Injections For Pain - One Level,18216-31-00,PKG,DAY CASE,5000,5000,New
,,,,Endoscopy,FMENDE0141,Removal of biliary stent + retrograde cholangiography,30451-03-00,PKG,1,5000,5000,New
,,,,NEUROSURGERY,FMNEU-3683,Removal Of External Ventricular Drain - Bilateral,90001-00-00,PKG,1,5000,5000,New
,,,,NEUROSURGERY,FMNEU-3684,Removal Of Intracranial Pressure Monitor,90001-02-00,PKG,1,5000,5000,New
,,,,Dermatology ,FMDER-1225,RICH POLY LACTIC INJECTION 10 ML,90675-00-00,Service, ,5000,5000,New
,,,,NEUROSURGERY,FMNUR-0127,Selective Spinal Nerve Diagnostic & Therapeutic Injection - One Nerve,18216-31-00,Service,,5000,5000,New
,,,,NEUROSURGERY,FMNEU-3657,Spinal Nerve Diagnostic Block - One Nerve,18216-31-00,PKG,DAY CASE,5000,5000,New
,,,,Ophthalmology,FMOPT-4031,Simple Lid Reconstruction,45206-00-01,PKG,1,4980,4980,New
,,,,General surgery,FMGEN0001,Destruction Of Internal Hemorrhoid By Infrared Coagulation,32135-01-00,PKG,1,4900,4900,New
,,,,Dental,FMDNTO0004,Grade I Maloccl. 3Rd Deposit,97963-00-00,Service,,4900,4900,New
,,,,Opthalmology,FMOPT-4268,ADVANCEMENT OF EXT. MUS. ( 1 MUS.) ,90089-00-01,PKG,DAY CASE,4800,4800,New
,,,,SURGERY,FMSUR-3325,Embryo Cryo Storage Fee (Two Years),73400-05-10,PKG,DAY CASE,4800,4800,New
,,,,Plastic Surgery,FMENT-3243,Pk-Liposuction Chin (Skincare)Including O.R. Anaeasthesia One Night In Hospital,45584-00-00,PKG,1,4800,4800,New
,,,,OB & GYNE,FMOBG-3012,Polypectomy With D & C,35633-01-00,PKG,Day Case,4800,4800,New
,,,,Emergency,FMERD-0028,"Ambulance Service - With Physician (Gp, Registrar) And Nurse Or Emt/ Paramedic, 400 - 800 Km (Rou",83500-00-80,Service,,4790,4790,New
,,,,SURGERY,FMSUR-3201,Excision Of Thrombotic Hemorrhoid,32138-00-00,PKG,1,4750,4750,New
,,,,Orthopedics,FMORT-3003,Pulsed Signal Therapy 3 Session,95550-03-00,Service,,4710,4710,New
,,,,Ophthalmology,FMOPT-4064,Probing & Syringing Under G.A. (Both Eyes),42615-01-00,PKG,DAY CASE,4680,4680,New
,,,,Ophthalmology,FMOPT-4065,Three Snip Operation (One Eye),90092-00-01,PKG,DAY CASE,4680,4680,New
,,,,SURGERY,FMSUR-3080,Excision Of Simple Cyst Or Lipoma Under G.A. + Histopathology,31350-00-01,PKG,1,4650,4650,New
,,,,LABORATORY,FMLAB-1224,"Bowel Cancer By Ngs Panel, Genes: Apc, Bmpr1A, Epcam, Mlh1, Msh2, Msh3, Msh6, Mutyh, Nthl1, Pms2, Pole, Pold1, Pten, Smad4, Stk11, Tgfbr2, Tp53",73350-05-50,Service,,4622,4622,New
,,,,LABORATORY,FMLAB-1215,Carrier Testing Specific Familial Variant Per Variant ,73200-05-40,Service,,4622,4622,New
,,,,LABORATORY,FMLAB-1225,"Endometrial Cancer By Ngs Panel, Genes: Mlh1, Msh2, Msh6, Pms2 And Epcam",73350-05-50,Service,,4622,4622,New
,,,,LABORATORY,FMLAB-1223,"Gastric Cancer By Ngs Panel, Genes:  Apc, Cdh1, Ctnna1, Epcam, Map3K6, Mlh1, Msh2, Msh6, Pms2, Smad4, Stk11, Tp53",73350-05-50,Service, ,4622,4622,New
,,,,LABORATORY,FMLAB-1218,"Gastric Cancer, Hereditary Diffuse (Cdh1) Cdh1 ",73350-05-60,Service,,4622,4622,New
,,,,LABORATORY,FMLAB-1227,Lung Cancer Panel,73350-01-20,Service,,4622,4622,New
,,,,LABORATORY,FMLAB-1226,"Melanoma Cancer By Ngs Panel, Genes: Bap1, Brca2, Cdk4, Cdkn2A, Mc1R, Mitf, Pten, Pot1, Tp53",73350-05-50,Service,,4622,4622,New
,,,,LABORATORY,FMLAB-1220,"Melanoma, Malignant Type 3 (Cdk4) Cdk4 ",73350-05-50,Service,,4622,4622,New
,,,,LABORATORY,FMLAB-1213,Panel Test - Ngs Medium ,73350-05-50,Service,,4622,4622,New
,,,,LABORATORY,FMLAB-1222,"Prostate Cancer, Familial (Ngs), Genes: Atm, Brca1, Brca2, Chek2, Hoxb13, Mlh1, Msh2, Msh6, Pms2, Palb2, Tp53",73350-05-50,Service, ,4622,4622,New
,,,,Ophthalmology,FMOPT-4171,Yag Laser Post. Capsulotomy (Done Outside),42734-01-01,PKG,DAY CASE,4620,4620,New
,,,,Urology,PKURO-0005,Diagnostic Laparoscopy For Undescended Testis,37604-09-00,PKG,1,4500,4500,New
,,,,NEUROSURGERY,FMNEU-3664,Peripheral Nerve Injection - More Than 3 Nerves,18216-31-00,PKG,DAY CASE,4500,4500,New
,,,,LABORATORY,FMLAB-0132,Prenatal Karyotype,73200-05-80,Service, ,4500,4500,New
,,,,Endoscopy,FMSUR-3088,Single Balloon Enteroscopy,30473-05-00,PKG,1,4500,4500,New
,,,,OB & GYNE,FMOBG-3000,Surgical Evacuation + Biopsy,35643-03-00,PKG,1,4500,4500,New
,,,,Room & Board,FMACC-007,Ward Admission - 1 Day,83610-00-70,PKG,1,4500,4500,New
,,,,Plastic Surgery,MTPSD-0056,X-Large Area For Hair Removal,83700-00-00,Service,,4470,4470,New
,,,,Dermatology ,FMDER-0211,Age Jeunesse Face Wrinkle - Six Sessions,90676-00-00,Service,,4410,4410,New
,,,,Opthalmology,FMOPT-4249,INDIRECT LASER TREATMENT FOR RETINAL ABNORMALITIES - ONE EYE ,90089-00-01,PKG,DAY CASE,4400,4400,New
,,,,OB & GYNE,FMOBG-8120,Non-Invasive Prenatal Testing,73200-05-80,Service, ,4400,4400,New
,,,,LABORATORY,FMLAB-0134,Prenatal Microarray,73200-05-80,Service, ,4400,4400,New
,,,,Opthalmology,FMOPT-4252,VITREO RETINAL READJUSTMENT ,90089-00-01,PKG,DAY CASE,4400,4400,New
,,,,ENT,FMENTE6020,Hearing Aid Philips S46-O,41557-02-01,Service,,4350,4350,New
,,,,SURGERY,FMSUR-3330,Frozen Embryo Replacement Cycle,73400-02-20,PKG,DAY CASE,4320,4320,New
,,,,Dental,FMDNTS3074,Service Charges For Invasalign System Lite Single Arch,97989-00-10,Service,,4280,4280,New
,,,,LABORATORY,FSLAB0009,Cll By Fish ,73200-05-30,Service,,4250,4250,New
,,,,Dermatology ,EXDER-0011,Erbium Large Area,99999-99-99,Service,,4245,4245,New
,,,,Endoscopy,FMENDE0059,Gastric varices injection,90335-01-00,PKG,1,4232,4232,New
,,,,Endoscopy,FMENDE0072,Egd/Upper Gi Endoscopy; W/ Mucosal Resection < 2 cm,90297-01-00,PKG,1,4200,4200,New
,,,,Endoscopy,FMSUR-3071,Sclerotherapy Oesophageal,30476-04-00,PKG,1,4200,4200,New
,,,,UROLOGY,FMURO-0148,Tran.Mic.Hyperthermia Treatment 1 Months.Pst,92178-00-90,Service,,4200,4200,New
,,,,Cardiology,FMCAR-3019,Ring Each,90223-01-00,PKG,,4150,4150,New
,,,,Dermatology ,FMDER-0016,Solar Keratosis,30195-02-00,Service,,4145,4145,New
,,,,Dermatology ,FMDER-0100,Laser Therapy +Acupuncture - 10 Sessions,90676-00-00,Service,,4075,4075,New
,,,,ORTHOPAEDIC WORKSHOP,FMORW-0148,Synolis Ii,50124-01-10,Service,,4045,4045,New
,,,,SURGERY,FMSUR-3311,Bariatric Revision,30511-12-00,PKG,DAY CASE,4000,4000,New
,,,,New code to be added to unified list,FMONC-0202,CT STIMULATION WITH CONTRAST,15000-00-00,Service,,4000,4000,New
,,,,Dental & Maxillofacial,FMDNTC105,Dento - Alveolar Fracture Fixation - Ii,90530-00-00,PKG,1,4000,4000,New
,,,,DENTAL,FMDNTS0003,GENERAL ANESTHESIA FOR DENTAL OR  2 HOURS  AND MORE,97245-00-00,Service,,4000,4000,New
,,,,Dental,FMDNT-3009,General Anesthesia For Pediatric Dental Treatment (Fine Major),92514-99-00,PKG,DAY CASE,4000,4000,New
,,,,Dental & Maxillofacial,FMDNTC94,Inernal Sinus Lift ( Per Site ),45841-00-00,PKG,1,4000,4000,New
,,,,Dental,FMDNT-1104,Laser correction of gummy smile,97945-00-10,Service, ,4000,4000,New
,,,,Opthalmology,FMOPT-4251,LASER PANRETINAL PHOTO. (1EYE/MULTIPLE SITTINGS) ,90089-00-01,PKG,DAY CASE,4000,4000,New
,,,,Dental,FMDNT-1501,Major General anesthesia for dental rehabilitation ,92514-99-00,PKG,1,4000,4000,New
,,,,Opthalmology,FMOPT-4250,PATTERN FOCAL & GRID MACULAR LASER (1 EYE) ,90089-00-01,PKG,DAY CASE,4000,4000,New
,,,,NEUROSURGERY,FMNEU-3663,Peripheral Nerve Injection - 3 Nerves,18216-31-00,PKG,DAY CASE,4000,4000,New
,,,,Dermatology ,FMDER-0403,Platelet Rich Plasma (Prp) 6 Session,92062-00-00,Service,,4000,4000,New
,,,,INTERNAL MEDICINE,FMINTH-0006,Pre Gastric Sleeve Nutrition Checkup,90335-01-00,Service,,4000,4000,New
,,,,Emergency,FMERD-0024,"Ambulance Service - With Nurse Or Emt/ Paramedic, 250 - 400 Km (Round Trip)",83500-00-80,Service,,3990,3990,New
,,,,Dermatology ,FMDER-0207,Blister Transformation - Extra Large Area,99999-99-99,Service,,3950,3950,New
,,,,UROLOGY,FMURO-3001,Testicular Biopsy/Histopathology,30644-04-00,PKG,Day Case,3900,3900,New
,,,,Ophthalmology,FMOPTB0018,Hard Contact Lens (Two),96092-00-20,Service,,3890,3890,New
,,,,Plastic Surgery,MTPSD-0055,Large Area For Hair Removal,90676-00-00,Service,,3890,3890,New
,,,,LABORATORY,FMLAB-9804,Fish Tissue Tc For Ch Probe,73050-39-70,Service, ,3885,3885,New
,,,,LABORATORY,FMLAB-7035,Hypertension Profile,83700-00-00,Service,,3865,3865,New
,,,,Home Care ,FMHC-0068,Home Physiotherpy Facial Palsy ( 12 Session /Month ),83620-00-10,Service,,3861,3861,New
,,,,Physiotherapy,FMPTD-2138,Package Deal (Tae-Kwan-D0 Trai,99999-99-99,Service,,3825,3825,New
,,,,ENT,FMENTE6008,Hearing Aid M60-Ol,41557-02-01,Service,,3810,3810,New
,,,,ENT,FMENTE6009,Hearing Aid Philips M60-Or,96092-00-41,Service,,3810,3810,New
,,,,Dermatology ,FMDER-0117,Cellulite Treatment 10 Session,99999-99-99,Service,,3755,3755,New
,,,,Dermatology ,FMDER-0114,Stretch Mark Treatment - 10 Sessions,90676-00-00,Service,,3755,3755,New
,,,,SURGERY,FMSUR-3290,E S W L Both Sides Second Session,90957-00-00,PKG,DAY CASE,3600,3600,New
,,,,Dermatology ,FMDER-0315,Laser Hair Removal - Face -Male,90676-00-00,Service,,3600,3600,New
,,,,Plastic Surgery,MTPSD-0061,Zerona(Laser Bdy Contouring 1 Session,45584-00-00,Service,,3555,3555,New
,,,,Orthopedics,FMORT-1035,Entrapped Nerve Hydrodissection,90908-00-00,PKG,DAY CASE,3520,3520,New
,,,,Dental,FMDNT-3003,Closure Oroantral Fistula Under La (Minor),41722-00-01,PKG,DAY CASE,3500,3500,New
,,,,Radiology,FMXRAY1703,CT Guided Intrathecal Injection,60503-00-11,PKG,1,3500,3500,New
,,,,Neurology,FMNEU-1016,Deep Brain Stimulator Programming,40712-02-00,Service,,3500,3500,New
,,,,OB & GYNE,FMOBG-1111,labiaplasty,90442-00-00,Service, ,3500,3500,New
,,,,Dermatology ,FMDER-0313,Laser Hair Removal ( Pilonidal Sinus Area),90676-00-00,Service,,3500,3500,New
,,,,NEUROSURGERY,FMNEU-3662,Peripheral Nerve Injection - 2 Nerves,18216-31-00,PKG,DAY CASE,3500,3500,New
,,,,NEUROSURGERY,FMNEU-1011,Thromolytic Therpay For Acute Stroke - Medications Not Included,90223-01-00,Service,,3500,3500,New
,,,,Dental,FMDNTS3075,Service Charges For Invasalign System Express Dual Arch,97989-00-10,Service,,3400,3400,New
,,,,ORTHOPAEDIC WORKSHOP,FMORW-0160,Crespine Gel,50124-01-21,Service,,3335,3335,New
,,,,Emergency,FMERDA0133,Eyelid Laceration Suturing,90085-00-01,Service,,3330,3330,New
,,,,ORTHOPAEDIC WORKSHOP,FMORW-0165,Orthosis Xiv,96092-00-00,Service,,3310,3310,New
,,,,UROLOGY,FMURO-3005,Excision Of Penile Skin Lesion Under Ga,90403-00-00,PKG,1,3300,3300,New
,,,,SURGERY,FMSUR-3331,Hysterosalpingography In Or Under Ga,59712-00-00,PKG,DAY CASE,3300,3300,New
,,,,Dermatology ,FMDER-0055,Alopecia Lotion 3% - 100Cc,45019-00-00,Service,,3280,3280,New
,,,,ORTHOPAEDIC WORKSHOP,FMORW-0147,Synolis I,50124-01-10,Service,,3240,3240,New
,,,,Orthopedics,FMORT-3004,Pulsed Signal Therapy 6 Sessions,96155-00-00,Service,,3200,3200,New
,,,,Ophthalmology,FMOPTB0016,Cosmetic Contact Lens(Two),96092-00-20,Service,,3195,3195,New
,,,,Plastic Surgery,MTPSD-0040,Artificial Hair Transplatation (100 Hair),45560-00-00,Service,,3190,3190,New
,,,,Dermatology ,EXDER-0010,Erbium Medium Area,99999-99-99,Service,,3190,3190,New
,,,,Physiotherapy,FMPTD-0111,Package Deal (6)Sessions Thalgo Tot,99999-99-99,Service,,3185,3185,New
,,,,Orthopedics,ORT-0011,Reduction Of Fracture And Dislocation And P.O.P.,96092-00-00,PKG,Day Case,3170,3170,New
,,,,Dermatology ,FMDER-0300,Body Contouring Package,90676-00-00,Service,,3165,3165,New
,,,,Nutrition,FMDERP0006,Face Sculpting - Elixis Elite Machine - 5 Sessions,90676-00-00,Service,,3150,3150,New
,,,,Home Care ,FMHC-0006,4 Home Visit - Specialist (Transportation + Consultation + Nursing + Providing Service),83620-00-00,Service,,3120,3120,New
,,,,Dermatology ,FMDER-0327,Potenza 3 Session,45669-00-50,Service, ,3100,3100,New
,,,,Dermatology ,FMDERP0016,Dermal Filler 3Ml,90676-00-00,Service,,3095,3095,New
,,,,ONCOLOGY/NUCLEAR MED,FMONC-1056,Additional Nuclear Scan,83700-00-00,Service,,3052,3052,New
,,,,LABORATORY,fmlab-7098,4. Recurrent Abortion Lab Profile ( TSH - Cardiolipin Abs – Lupus anticoagulant – Beta 2 Glycoprotein IgM & IgG – Protein S – Protein C – HBA1C ) ,73400-05-10,Service, ,3000,3000,New
,,,,OB & GYNE,FMOBG-3451,Bartholin Abcess Drainage W/O Histopathology - Day Case,35520-00-00,PKG,1,3000,3000,New
,,,,Ophthalmology,FMOPT-4119,Corneal Ring Removal (Done Outside),42644-04-01,PKG,DAY CASE,3000,3000,New
,,,,New code to be added to unified list,FMONC-0201,CT STIMULATION,15000-00-00,Service,,3000,3000,New
,,,,Plastic Surgery,FMPSD-2091,Dimple Creation,90676-00-00,PKG,1,3000,3000,New
,,,,Dental & Maxillofacial,FMDNTC98,Exposure Of Impact Canine,97324-01-10,PKG,1,3000,3000,New
,,,,Dental,FMDNT-3008,General Anesthesia For Pediatric Dental Treatment (Major),92514-99-00,PKG,DAY CASE,3000,3000,New
,,,,OB & GYNE,FMOBG-3038,Abdominal Colpopexy,35597-01-00,PKG,2 Days,18000,18000,New
,,,,NEUROSURGERY,FMNUR-0133,Image Guided Interventional - Suprascabular Nerve Injection,60503-00-11,Service,,3000,3000,New
,,,,OB & GYNE,FMOBG-1221,Induction of Abortion,90477-00-00,PKG,1,3000,3000,New
,,,,INTERNAL MEDICINE ,FMINT-9999,INSULIN PUMP INSTALLATION W/O PUMP COST ,90676-00-00,Service,,3000,3000,New
,,,,SURGERY,FMSUR-3171,Intragastric Ballon Deflats Services,90950-02-00,PKG,DAY CASE,3000,3000,New
,,,,Radiology ,FMXRAY1578,Ir Angiography Guidance (> 2 Hour),59970-00-00,Service,,3000,3000,New
,,,,NEUROSURGERY,FMNUR-0130,Maxillary Or Mandibular Or Ophthalamic Nerve Of Trigmenial Injection,39109-02-00,Service,,3000,3000,New
,,,,LABORATORY,FSLAB0012,Ntrk By Fish ,73050-39-70,Service,,3000,3000,New
,,,,NEUROSURGERY,FMNEU-3661,Peripheral Nerve Injection - One Nerve,18216-31-00,PKG,DAY CASE,3000,3000,New
,,,,NEUROSURGERY,FMNEU-3689,Removal Of Cervical Traction Device,47684-00-00,PKG,DAY CASE,3000,3000,New
,,,,NEUROSURGERY,FMNEU-3691,Removal Of Halo Vest ,90011-01-00,PKG,DAY CASE,3000,3000,New
,,,,Dermatology ,FMDER-0192,Dermabrasion - Ex.Large,90676-00-00,Service,,2985,2985,New
,,,,Ophthalmology,FMOPT-4182,Conjunctival Revision (Inside Hospital),90093-00-01,PKG,DAY CASE,2940,2940,New
,,,,LABORATORY,FMLAB-1236,Ptn 14.3.3,83700-00-00,Service,,2937,2937,New
,,,,Radiology,FMXRAY-1505,GA-67 CITRATE WBS INFECTION IMAGING,61429-00-00,Service,,2866.5,2866.5,New
,,,,Home Care ,FMHC-0070,Home Physiotherpy Cereberal Palsy( 6 Sessions),83620-00-10,Service,,2860,2860,New
,,,,Dermatology ,FMDER-0035,Dermabrasion - Small,90676-00-00,Service,,2855,2855,New
,,,,PEDIATRIC SURGERY,FMPDS-0116,PEDIATRIC UMBILICAL GRANULOMA EXCISION UNDER G.A,43948-00-00,PKG,43948-00-00,2800,2800,New
,,,,Radiology,FMXRAY-1513,RESTRICTED STUDY,99999-99-99,Service,,2800,2800,New
