SERVICE CODE,CATEGORY,SUB-CATEGORY,SERVICE DESCRIPTION,TCS /TOTAL CARE SAUDI
8112055,OPHTHALMOLOGY,OPHTHA. SERVICES ,INDOCYANINE GREEN,1045
8112056,OPHTHALMOLOGY,OPHTHA. SERVICES ,INDOCYANINE GREEN + FLOURESCEIN ANGIOGRAPHY,1663
8112057,OPHTHALMOLOGY,OPHTHA. SERVICES ,INJECTIONS OF 5 FU  POST OPERATIVE (FULL COURSE),713
8112058,OPHTHALMOLOGY,OPHTHA. SERVICES ,INTRA OCCULAR LENS CALCULATION / BILATERAL ,190
8112059,OPHTHALMOLOGY,OPHTHA. SERVICES ,INTRAOCULAR LENS CALCULATION,95
8112060,OPHTHALMOLOGY,OPHTHA. SERVICES ,INTRAVITREAL  INJECTION OF AVASTIN ,5225
8112061,OPHTHALMOLOGY,OPHTHA. SERVICES ,INTRAVITREAL  INJECTION OF LUCENTIS,11163
8112062,OPHTHALMOLOGY,OPHTHA. SERVICES ,INTRAVITREAL ANTIBIOTIC INJECTION ,380
8112063,OPHTHALMOLOGY,OPHTHA. SERVICES ,LASER FLARE / CELL METTER ,190
8112064,OPHTHALMOLOGY,OPHTHA. SERVICES ,LASER PERIPHERAL IREDECTOMY,2993
8112065,OPHTHALMOLOGY,OPHTHA. SERVICES ,LASER PERIPHERAL IRIDECTOMY / BILATERAL ,4798
8112066,OPHTHALMOLOGY,OPHTHA. SERVICES ,LASER PHOTOCOAGULATION ONE SESSION / BILATERAL ,2993
8112067,OPHTHALMOLOGY,OPHTHA. SERVICES ,LASER PHOTOCOAGULATION THREE SESSION / BILATERAL,6175
8112068,OPHTHALMOLOGY,OPHTHA. SERVICES ,LASER PHOTOCOAGULATION TWO SESSION / BILATERAL ,5225
8112069,OPHTHALMOLOGY,OPHTHA. SERVICES ,LASER POSTERIOR CAPSULOTOMY DONE INSIDE / BLILATERAL ,2565
8112070,OPHTHALMOLOGY,OPHTHA. SERVICES ,LASER POSTERIOR CAPSULOTOMY DONE OUTSIDE / BILATERAL ,4513
8112071,OPHTHALMOLOGY,OPHTHA. SERVICES ,LASER TRABECULOPLASTY,3990
8112072,OPHTHALMOLOGY,OPHTHA. SERVICES ,LASER TRABICULECTOMY / BILATERAL ,7220
8112073,OPHTHALMOLOGY,OPHTHA. SERVICES ,MICRO-PULSE LASER,3800
8112074,OPHTHALMOLOGY,OPHTHA. SERVICES ,NERVE FIBER PHOTOGRAPHY,143
8112075,OPHTHALMOLOGY,OPHTHA. SERVICES ,NEW ORTHOPTIC EVALUATION,143
8112076,OPHTHALMOLOGY,OPHTHA. SERVICES ,NFLA-NERVE FIBER LAYER ANALYZER,167
8112077,OPHTHALMOLOGY,OPHTHA. SERVICES ,OCT (OPTICAL COHEREANCE TOMOGRAPHY) DISC,475
8112078,OPHTHALMOLOGY,OPHTHA. SERVICES ,OCT (OPTICAL COHEREANCE TOMOGRAPHY) RETINA,475
8112079,OPHTHALMOLOGY,OPHTHA. SERVICES ,OPHTHALMIC FUNDUS PHOTOGRAPHY,143
8112080,OPHTHALMOLOGY,OPHTHA. SERVICES ,OPT. COHERRENT TOMOGRAPHY (OCT) / BILATERAL ,618
8112081,OPHTHALMOLOGY,OPHTHA. SERVICES ,OPT. COHERRENT TOMOGRAPHY (OCT) / UNILATERAL ,380
8112082,OPHTHALMOLOGY,OPHTHA. SERVICES ,OPTHALMIC PHONOGRAPH ,95
8112083,OPHTHALMOLOGY,OPHTHA. SERVICES ,ORTHOPTIC EVALUATION,95
8112084,OPHTHALMOLOGY,OPHTHA. SERVICES ,ORTHOPTIC FOLLOW UP,48
8112085,OPHTHALMOLOGY,OPHTHA. SERVICES ,POLISHING ARTIFICIAL EYE ,167
8112086,OPHTHALMOLOGY,OPHTHA. SERVICES ,POTENTIAL ACUITY METER,190
8112087,OPHTHALMOLOGY,OPHTHA. SERVICES ,PROBING & SYRNING OF NASO LACRIMAL DUCT / BILATERAL ,475
8112088,OPHTHALMOLOGY,OPHTHA. SERVICES ,PROBING OF NASO LACRIMAL DUCT,238
8112089,OPHTHALMOLOGY,OPHTHA. SERVICES ,PUNCTUM DILATION / UNILATERAL (SILICON) ,1045
8112090,OPHTHALMOLOGY,OPHTHA. SERVICES ,PUNCTUM DILATION / BILATERAL (SILICON) ,1663
8112091,OPHTHALMOLOGY,OPHTHA. SERVICES ,PUNCTUM OCCLUSION / UNILATERAL (SILICON) ,950
8112092,OPHTHALMOLOGY,OPHTHA. SERVICES ,PUNCTUM OCCLUSION / BILATERAL (SILICON) ,1663
8112093,OPHTHALMOLOGY,OPHTHA. SERVICES ,REFRACTIVE SURGERY ASSESSMENT,285
8112094,OPHTHALMOLOGY,OPHTHA. SERVICES ,RELAXING CORNEAL INCISIONS / BILATERAL ,1045
8112095,OPHTHALMOLOGY,OPHTHA. SERVICES ,RELAXING CORNEAL INCISIONS / UNILATERAL ,713
8112096,OPHTHALMOLOGY,OPHTHA. SERVICES ,REMOVAL / EXCISION OF CHALZION UNDER LA (MULTIPLE),760
8112097,OPHTHALMOLOGY,OPHTHA. SERVICES ,REMOVAL / EXCISION OF CHALZION UNDER LA (SINGLE),570
8112098,OPHTHALMOLOGY,OPHTHA. SERVICES ,REMOVAL OF CORNEAL SUTURES (SURGERY DONE OUTSIDE),428
8112099,OPHTHALMOLOGY,OPHTHA. SERVICES ,REMOVAL OF FOREIGN BODY (CORNEA OR CONG.),167
8112100,OPHTHALMOLOGY,OPHTHA. SERVICES ,REMOVAL OF LID SUTURES (SURGERY DONE OUTSIDE),238
8112101,OPHTHALMOLOGY,OPHTHA. SERVICES ,REPAIR OF ARTIFICIAL EYE  ,428
8112102,OPHTHALMOLOGY,OPHTHA. SERVICES ,REPAIR OF SIMPLE CONJUNCTIVAL WOUND,618
8112103,OPHTHALMOLOGY,OPHTHA. SERVICES ,REPAIR OF SMALL EYE LID BROW WOUND,618
8112104,OPHTHALMOLOGY,OPHTHA. SERVICES ,RETROBULAR ALCOHOL INJECTION,713
8112105,OPHTHALMOLOGY,OPHTHA. SERVICES ,SECOND POST LASIK VISIT (WEEK 1 ),0
8112106,OPHTHALMOLOGY,OPHTHA. SERVICES ,SLIT LAMP ANALYSER,285
8112107,OPHTHALMOLOGY,OPHTHA. SERVICES ,SLIT LAMP PHOTOGRAPHY,143
8112108,OPHTHALMOLOGY,OPHTHA. SERVICES ,SLIT LAMP PHOTOGRAPHY / FOLLOW UP ,72
8112109,OPHTHALMOLOGY,OPHTHA. SERVICES ,SPECULAR MICROSCOPY,238
8112110,OPHTHALMOLOGY,OPHTHA. SERVICES ,STERIOD INJECTION FOR HAEMANGIOMA,618
8112111,OPHTHALMOLOGY,OPHTHA. SERVICES ,SUB-CONJ. INJECTION,48
8112112,OPHTHALMOLOGY,OPHTHA. SERVICES ,SUBCUTANEOUS FOREIGN BODY REMOVAL,760
8112113,OPHTHALMOLOGY,OPHTHA. SERVICES ,SUPERFACIAL KERATECTOMY / BILATERAL ,1235
8112114,OPHTHALMOLOGY,OPHTHA. SERVICES ,SUPERFACIAL KERATECTOMY / UNILATERAL ,998
8112115,OPHTHALMOLOGY,OPHTHA. SERVICES ,SUPERFACIAL TEMPORAL ARTERY BIOPSY,713
8112116,OPHTHALMOLOGY,OPHTHA. SERVICES ,SUPERFICIAL LACERATIONE. EYE,618
8112117,OPHTHALMOLOGY,OPHTHA. SERVICES ,SYNOPTOPHORE ONE SESSION,190
8112118,OPHTHALMOLOGY,OPHTHA. SERVICES ,TEMPORARY (COLLAGEN PLUGS) PUNCTUM OCCLUSION / BILATERAL ,380
8112119,OPHTHALMOLOGY,OPHTHA. SERVICES ,TEMPORARY (COLLAGEN PLUGS) PUNCTUM OCCLUSION / UNILATERAL ,190
8112120,OPHTHALMOLOGY,OPHTHA. SERVICES ,TENSILON TEST,48
8112121,OPHTHALMOLOGY,OPHTHA. SERVICES ,TESTING FIELD OF VISION,285
8112122,OPHTHALMOLOGY,OPHTHA. SERVICES ,TESTING FIELD OF VISION (MANUAL & AUTOMATED),618
8112123,OPHTHALMOLOGY,OPHTHA. SERVICES ,TESTING FIELD OF VISION (MANUAL OR AUTOMATED),523
8112124,OPHTHALMOLOGY,OPHTHA. SERVICES ,THERAPEUTIC CONTACT LENS,95
8112125,OPHTHALMOLOGY,OPHTHA. SERVICES ,TONOGRAPHY,95
8112126,OPHTHALMOLOGY,OPHTHA. SERVICES ,"TONOMETRY ""INTRA OCCULAR PRESSURE MEASUREMENT""",143
8112127,OPHTHALMOLOGY,OPHTHA. SERVICES ,TOPOGRAPHIC (T.M.C.)C-L,95
8112128,OPHTHALMOLOGY,OPHTHA. SERVICES ,TOPOGRAPHIC (TMS),333
8112129,OPHTHALMOLOGY,OPHTHA. SERVICES ,TOPOGRAPHIC (TMS) AFTER OPERATION,167
8112130,OPHTHALMOLOGY,OPHTHA. SERVICES ,TOPPS,333
8112131,OPHTHALMOLOGY,OPHTHA. SERVICES ,TRACHOMA P.T.D.S. SCRAPPING,238
8112132,OPHTHALMOLOGY,OPHTHA. SERVICES ,ULTRASONOGRAPHY,570
8112133,OPHTHALMOLOGY,OPHTHA. SERVICES ,ULTRASONOGRAPHY / BILATERAL ,808
8112134,OPHTHALMOLOGY,OPHTHA. SERVICES ,ULTRASOUND - BIOMICROSCOPE,380
8112135,OPHTHALMOLOGY,OPHTHA. SERVICES ,"VISUAL FIELD, NFLA, OPTIC DISC. PHOTOGRAPHY",428
8112136,OPHTHALMOLOGY,OPHTHA. SERVICES ,VITROUS ASPRIATION FOR C&S + INTRAVITREAL ANTIBIOTIC INJECTION,618
8112137,OPHTHALMOLOGY,OPHTHA. SERVICES ,YAG LASER POSTERIOR CAPSULOTOMY (DONE INSIDE MAGRABI),1520
8112138,OPHTHALMOLOGY,OPHTHA. SERVICES ,YAG LASER POSTERIOR CAPSULOTOMY (DONE OUTSIDE MAGRABI),2993
8112139,OPHTHALMOLOGY,OPHTHA. SERVICES ,YAG. LASER POST. CAPSULOTOMY (DONE INSIDE),1425
8112140,OPHTHALMOLOGY,OPHTHA. SERVICES ,YAG. LASER POST. CAPSULOTOMY (DONE OUTSIDE),2613
8121001,RADIOLOGY,X-RAY,ABDOMEN X-RAY 1 VIEW,129
8121002,RADIOLOGY,X-RAY,ABDOMEN X-RAY 2 VIEW,162
8121003,RADIOLOGY,X-RAY,X-RAY ANKLE - 2 VIEWS,162
8121004,RADIOLOGY,X-RAY,X-RAY ANKLE -3 TO 4 VIEWS,190
8121005,RADIOLOGY,X-RAY,X-RAY BARIUM ENEMA - 7 VIEWS,665
8121006,RADIOLOGY,X-RAY,X-RAY BARIUM ENEMA DOUBLE CONTRAST,713
8121007,RADIOLOGY,X-RAY,X-RAY BARIUM MEAL /FOLLOW THROUGH  - 6 VIEWS,713
8121008,RADIOLOGY,X-RAY,X-RAY BARIUM MEAL/UPPER G.I.SERIES - 6 VIEWS,475
8121009,RADIOLOGY,X-RAY,X-RAY BILATERAL LOWER EXTERIMETIES ,656
8121010,RADIOLOGY,X-RAY,X-RAY BILATERAL UPPER EXTERIMETIES ,656
8121011,RADIOLOGY,X-RAY,X-RAY BONE AGE (CHILDREN),129
8121012,RADIOLOGY,X-RAY,X-RAY BOTH KNEES,247
8121013,RADIOLOGY,X-RAY,X-RAY BOTH KNEES STANDING,162
8121014,RADIOLOGY,X-RAY,X-RAY CERVICAL SPINE - 2 VIEWS,162
8121015,RADIOLOGY,X-RAY,X-RAY CERVICAL SPINE - 4 VIEWS,238
8121016,RADIOLOGY,X-RAY,X-RAY CHEST - 1 VIEW,129
8121017,RADIOLOGY,X-RAY,X-RAY CHEST - 2 VIEWS,162
8121018,RADIOLOGY,X-RAY,X-RAY CHEST - 3 VIEWS,190
8121019,RADIOLOGY,X-RAY,X-RAY CLAVICLE - 2 VIEWS,162
8121020,RADIOLOGY,X-RAY,CYSTOGRAM,333
8121021,RADIOLOGY,X-RAY,DACRYOCYSTOGRAPHY,680
8121022,RADIOLOGY,X-RAY,X-RAY DORSAL SPINE/THORACIC SPINE - 2 VIEWS,162
8121023,RADIOLOGY,X-RAY,X-RAY DORSAL SPINE/THORACIC SPINE 4 VIEWS,247
8121024,RADIOLOGY,X-RAY,X-RAY ELBOW - 2 VIEWS,162
8121025,RADIOLOGY,X-RAY,X-RAY ELBOW - 3 VIEWS,190
8121026,RADIOLOGY,X-RAY,X-RAY FEMUR/THIGH - 2 VIEWS,162
8121027,RADIOLOGY,X-RAY,X-RAY FEMUR/THIGH - 3 VIEWS,190
8121028,RADIOLOGY,X-RAY,X-RAY FINGER/THUMB - 2 VIEWS,162
8121029,RADIOLOGY,X-RAY,FISTULOGRAM,566
8121030,RADIOLOGY,X-RAY,FLOUROSCOPY SCREENING ,62
8121031,RADIOLOGY,X-RAY,FLUOROSCOPY IN O.R (C-ARM),404
8121032,RADIOLOGY,X-RAY,X-RAY FOOT - 2 VIEWS,162
8121033,RADIOLOGY,X-RAY,X-RAY FOOT - 3 TO 4 VIEWS,190
8121034,RADIOLOGY,X-RAY,X-RAY FOREARM (ULNA/RADIUS) 1 VIEW,129
8121035,RADIOLOGY,X-RAY,X-RAY FOREARM (ULNA/RADIUS) 2 VIEWS,162
8121036,RADIOLOGY,X-RAY,X-RAY GASTRIC BANDING ADJUSTMENT,760
8121037,RADIOLOGY,X-RAY,X-RAY HAND - 2 VIEWS,162
8121038,RADIOLOGY,X-RAY,X-RAY HAND - 3 VIEWS,190
8121039,RADIOLOGY,X-RAY,X-RAY HAND - 4 VIEWS,238
8121040,RADIOLOGY,X-RAY,X-RAY HEEL (CALCANEUM) - 1 VIEW,129
8121041,RADIOLOGY,X-RAY,X-RAY HEEL (CALCANEUM) - 2 VIEWS,162
8121042,RADIOLOGY,X-RAY,X-RAY HIP - 1 VIEW,129
8121043,RADIOLOGY,X-RAY,X-RAY HIP - 2 VIEWS,162
8121044,RADIOLOGY,X-RAY,X-RAY HIP - 3 TO 4 VIEWS,238
8121045,RADIOLOGY,X-RAY,X-RAY HUMERUS UPPER ARM - 2 VIEWS,162
8121046,RADIOLOGY,X-RAY,X-RAY HUMERUS UPPER ARM - 3 VIEWS,190
8121047,RADIOLOGY,X-RAY,HYSTEROSALPHINGOGRAPHY,566
8121048,RADIOLOGY,X-RAY,HYSTEROSALPHINGOGRAPHY UNDER ANAESTHESIA,1373
8121049,RADIOLOGY,X-RAY,I.V.P. (INTRAVENOUS PYELOGRAM) - 7 VIEWS,566
8121050,RADIOLOGY,X-RAY,INTRA-OPERATIVE CHOLOANGIOGRAM (I.O.C),475
8121051,RADIOLOGY,X-RAY,X-RAY KNEE - 2 VIEWS,162
8121052,RADIOLOGY,X-RAY,X-RAY KNEE - 3 VIEWS,190
8121053,RADIOLOGY,X-RAY,X-RAY KUB/ABDOMEN - 1 VIEW,129
8121054,RADIOLOGY,X-RAY,X-RAY KUB/ABDOMEN - 2 VIEWS,162
8121055,RADIOLOGY,X-RAY,X-RAY LEG - 2 VIEWS,162
8121056,RADIOLOGY,X-RAY,X-RAY LEG - 3 VIEWS,190
8121057,RADIOLOGY,X-RAY,X-RAY LUMBAR/LUMBO SACRAL SPINE - 2 VIEWS,162
8121058,RADIOLOGY,X-RAY,X-RAY LUMBAR/LUMBO SACRAL SPINE - 4 VIEWS,238
8121059,RADIOLOGY,X-RAY,MAMMARY DUCTOGRAM / GALACTOGRAM ,855
8121060,RADIOLOGY,X-RAY,MAMMOGRAPHY (1 BREAST),475
8121061,RADIOLOGY,X-RAY,MAMMOGRAPHY (2 BREASTS),566
8121062,RADIOLOGY,X-RAY,X-RAY MANDIBLE/JAW - 1 VIEW,129
8121063,RADIOLOGY,X-RAY,X-RAY MANDIBLE/JAW - 2 VIEWS,162
8121064,RADIOLOGY,X-RAY,X-RAY MANDIBLE/JAW - 3 VIEWS,190
8121065,RADIOLOGY,X-RAY,X-RAY MASTOIDS - 2 VIEWS,162
8121066,RADIOLOGY,X-RAY,X-RAY MASTOIDS - 3 VIEWS,190
8121067,RADIOLOGY,X-RAY,X-RAY MASTOIDS - 4 VIEWS,238
8121068,RADIOLOGY,X-RAY,MCU (ALONG WITH IVP),238
8121069,RADIOLOGY,X-RAY,MCU (MICURATUG URETHROGRAM),404
8121070,RADIOLOGY,X-RAY,X-RAY NASAL BONES/SINUSES - 1 VIEW,129
8121071,RADIOLOGY,X-RAY,X-RAY NASAL BONES/SINUSES - 2 VIEWS,162
8121072,RADIOLOGY,X-RAY,X-RAY NASAL BONES/SINUSES - 4 VIEWS,238
8121073,RADIOLOGY,X-RAY,X-RAY NECK - 1 VIEW,129
8121074,RADIOLOGY,X-RAY,X-RAY NECK - 2 VIEWS,162
8121075,RADIOLOGY,X-RAY,X-RAY OESOPHAGUS (BARIUM SWALLOW),404
8121076,RADIOLOGY,X-RAY,X-RAY ORBIT - 2 VIEWS,162
8121077,RADIOLOGY,X-RAY,X-RAY ORBIT - 4 VIEWS,238
8121078,RADIOLOGY,X-RAY,X-RAY PATTELA - 1 VIEW,129
8121079,RADIOLOGY,X-RAY,X-RAY PELVIS - 1 VIEW,129
8121080,RADIOLOGY,X-RAY,X-RAY PELVIS - 2 VIEWS,162
8121081,RADIOLOGY,X-RAY,X-RAY PORTABLE BILATERAL LOWER EXTERIMETIES ,575
8121082,RADIOLOGY,X-RAY,X-RAY PORTABLE BILATERAL UPPER EXTERIMETIES ,575
8121083,RADIOLOGY,X-RAY,X-RAY PORTABLE CHEST X-RAY 1 VIEW,209
8121084,RADIOLOGY,X-RAY,X-RAY PORTABLE UNILATERAL LOWER EXTERIMETIES ,328
8121085,RADIOLOGY,X-RAY,X-RAY PORTABLE UNILATERAL UPPER EXTERIMETIES ,328
8121086,RADIOLOGY,X-RAY,X-RAY PORTABLE X-RAY 1 VIEW,209
8121087,RADIOLOGY,X-RAY,X-RAY PORTABLE X-RAY 2 VIEW,243
8121088,RADIOLOGY,X-RAY,X-RAY PORTABLE X-RAY 3 VIEW,271
8121089,RADIOLOGY,X-RAY,X-RAY PORTABLE X-RAY 4 VIEW,328
8121090,RADIOLOGY,X-RAY,X-RAY POSTIRIOR NASAL SPACE/FACIAL (NASOPHARYNX),129
8121091,RADIOLOGY,X-RAY,RETROGRADE (ASCENDING) URETHROGRAM,404
8121092,RADIOLOGY,X-RAY,RETROGRADE PYELOGRAPHY BILATERAL,566
8121093,RADIOLOGY,X-RAY,RETROGRADE PYELOGRAPHY UNILATERAL,566
8121094,RADIOLOGY,X-RAY,X-RAY RIBS - 1 VIEW,129
8121095,RADIOLOGY,X-RAY,X-RAY RIBS - 2 VIEWS,162
8121096,RADIOLOGY,X-RAY,X-RAY SACRO ILIAC JOINT - 2VIEWS,162
8121097,RADIOLOGY,X-RAY,X-RAY SACRUM - 2 VIEWS,162
8121098,RADIOLOGY,X-RAY,X-RAY SCAPHOID - 1 VIEW,129
8121099,RADIOLOGY,X-RAY,X-RAY SCAPHOID SERIES,247
8121100,RADIOLOGY,X-RAY,X-RAY SHOULDER/SCAPULA - 1 VIEW,129
8121101,RADIOLOGY,X-RAY,X-RAY SHOULDER/SCAPULA - 2 VIEWS,162
8121102,RADIOLOGY,X-RAY,X-RAY SHOULDER/SCAPULA - 3 VIEWS,190
8121103,RADIOLOGY,X-RAY,X-RAY SIALOGRAM ONE SIDE (SALIVARY),404
8121104,RADIOLOGY,X-RAY,X-RAY SIALOGRAM TWO SIDES (SALIVARY),566
8121105,RADIOLOGY,X-RAY,X-RAY SINOGRAM,404
8121106,RADIOLOGY,X-RAY,X-RAY SKELETAL SURVEY,737
8121107,RADIOLOGY,X-RAY,X-RAY SKULL - 1 VIEW,129
8121108,RADIOLOGY,X-RAY,X-RAY SKULL - 2 VIEWS,162
8121109,RADIOLOGY,X-RAY,X-RAY SKULL - 3 VIEWS,190
8121110,RADIOLOGY,X-RAY,X-RAY SKULL - 4 VIEWS,247
8121111,RADIOLOGY,X-RAY,STEREOTACTIC BIOPSY OF THE BREAST,5700
8121112,RADIOLOGY,X-RAY,X-RAY STERNUM - 2 VIEWS,162
8121113,RADIOLOGY,X-RAY,X-RAY SUBMANDIBULAR GLAND - 1 VIEW,162
8121114,RADIOLOGY,X-RAY,X-RAY SUBMANDIBULAR GLAND - 3 VIEWS,190
8121115,RADIOLOGY / INTERVENATIONAL,X-RAY,T.TUBE CHOLANGLOGRAM,404
8121116,RADIOLOGY,X-RAY,T.TUBE PYELOGRAM (NEPHROSTOGRAM),404
8121117,RADIOLOGY,X-RAY,X-RAY TEMPMANDIBULAR JOINT IMAGE - 2 VIEWS,162
8121118,RADIOLOGY,X-RAY,X-RAY UNILATERAL LOWER EXTERIMETIES ,409
8121119,RADIOLOGY,X-RAY,X-RAY UNILATERAL UPPER EXTERIMETIES ,409
8121120,RADIOLOGY,X-RAY,VOIDING URETHROGRAM,566
8121121,RADIOLOGY,X-RAY,X-RAY WRIST - 2 VIEWS,162
8121122,RADIOLOGY,X-RAY,X-RAY WRIST - 4 VIEWS,238
8121123,RADIOLOGY,X-RAY,X-RAY ZYGOMATIC ARCHS - 2 VIEWS,162
8121124,RADIOLOGY,X-RAY,ADDITIONAL CD COPY,95
8122001,RADIOLOGY,ULTRASOUND,ULTRASOUND ONE ORGAN,371
8122002,RADIOLOGY,ULTRASOUND,ULTRASOUND ANY ADDITIONAL ORGAN (EACH),62
8122003,RADIOLOGY,ULTRASOUND,ANTENATAL SCAN,371
8122004,RADIOLOGY / INTERVENATIONAL,ULTRASOUND,ULTRASOUND GUIDED BIOPSY,1425
8122005,RADIOLOGY,ULTRASOUND,ULTRASOUND SCAN FOR BIOPHYSICAL PREGNANCY,808
8122006,RADIOLOGY,ULTRASOUND,ULTRASOUND GUIDED CV LINE INSERTION,760
8122007,RADIOLOGY,ULTRASOUND,TRANSRECTAL ULTRASOUND OF PROSTATE / SEMINAL VESCICLES,618
8122008,RADIOLOGY,ULTRASOUND,TRANSRECTAL ULTRASOUND OF PROSTATE / SEMINAL VESCICLES + BIOPSY,5700
8122009,RADIOLOGY,ULTRASOUND,TRANSVAGINAL ULTRASOUND,570
8122010,RADIOLOGY,ULTRASOUND,ULTRASOUND ABDOMEN ,556
8122011,RADIOLOGY,ULTRASOUND,ULTRASOUND PELVIS,452
8122012,RADIOLOGY,ULTRASOUND,ULTRASOUND ABDOMEN AND PELVIC,618
8122013,RADIOLOGY,ULTRASOUND,ULTRASOUND BRAIN,452
8122014,RADIOLOGY,ULTRASOUND,ULTRASOUND CHEST ,452
8122015,RADIOLOGY,ULTRASOUND,ULTRASOUND GALL BLADDER ,452
8122016,RADIOLOGY,ULTRASOUND,ULTRASOUND HIP UNILATERAL,452
8122017,RADIOLOGY,ULTRASOUND,ULTRASOUND HIP BILATERAL,452
8122018,RADIOLOGY,ULTRASOUND,ULTRASOUND KUB ,494
8122019,RADIOLOGY,ULTRASOUND,ULTRASOUND LIVER,452
8122020,RADIOLOGY,ULTRASOUND,ULTRASOUND LYMPHHONODES ,452
8122021,RADIOLOGY,ULTRASOUND,ULTRASOUND NECK,452
8122022,RADIOLOGY,ULTRASOUND,ULTRASOUND ONE BREAST,475
8122023,RADIOLOGY,ULTRASOUND,ULTRASOUND PANCREAS,452
8122024,RADIOLOGY,ULTRASOUND,ULTRASOUND PARATHYROID,452
8122025,RADIOLOGY,ULTRASOUND,ULTRASOUND PELVIS FOR FOLLICLE MONITORING,741
8122026,RADIOLOGY,ULTRASOUND,ULTRASOUND PROSTATE,452
8122027,RADIOLOGY,ULTRASOUND,ULTRASOUND RETRO PERITONEUM,452
8122028,RADIOLOGY,ULTRASOUND,ULTRASOUND SHOULDER ,452
8122029,RADIOLOGY,ULTRASOUND,ULTRASOUND SPLEEN,452
8122030,RADIOLOGY,ULTRASOUND,ULTRASOUND TENDON & JOINT (ONE),760
8122031,RADIOLOGY,ULTRASOUND,ULTRASOUND TENDON & JOINT (TWO),950
8122032,RADIOLOGY,ULTRASOUND,ULTRASOUND TESTES ,452
8122033,RADIOLOGY,ULTRASOUND,ULTRASOUND THYROID ,452
8122034,RADIOLOGY,ULTRASOUND,ULTRASOUND TWO BREAST ,760
8122035,RADIOLOGY,ULTRASOUND,ULTRASOUND URINARY BLADDER,452
8122036,RADIOLOGY,ULTRASOUND,ULTRASOUND UTEREUS & OVARIES ,452
8122037,RADIOLOGY,ULTRASOUND,ULTRASOUND GUIDED FNA,855
8122038,RADIOLOGY,ULTRASOUND,SONOHYSTEROGRAPHY,665
8122039,RADIOLOGY,ULTRASOUND,PORTABLE ULTRASOUND ANTENATAL ,452
8122040,RADIOLOGY,ULTRASOUND,PORTABLE ULTRASOUND PELVIC ,452
8122041,RADIOLOGY,ULTRASOUND,PORTABLE ULTRASOUND ABDOMEN ,637
8122042,RADIOLOGY,ULTRASOUND,PORTABLE ULTRASOUND ABDOMEN AND PELVIC ,699
8122043,RADIOLOGY,ULTRASOUND,PORTABLE ULTRASOUND BRAIN (TRANSCRANIAL) ,651
8122044,RADIOLOGY,ULTRASOUND,PORTABLE ULTRASOUND ONE ORGAN (ANY PART),452
8122045,RADIOLOGY,ULTRASOUND,ULTRASOUND GUIDED INTRA-ARTICULAR INJECTION / ASPIRATION,1069
8122046,RADIOLOGY,ULTRASOUND,MAMMOGRAPHY WITH BREAST ULTRASOUND / UNILATERAL,1188
8122047,RADIOLOGY,ULTRASOUND,MAMMOGRAPHY WITH BREAST ULTRASOUND / BILATERAL,1544
8122048,RADIOLOGY,ULTRASOUND,PRE-NATAL ANOMALY AND ANALYTIC SURVAY ,1188
8123005,RADIOLOGY,MRI,CONTRAST ONLY FOR MRI / CT SCAN ,190
8123071,RADIOLOGY,MRI,GENERAL ANESTHESIA FOR RADIOLOGY PROCEDURE,1425
8123006,RADIOLOGY,MRI,MRI DIFFUSION / PERFUSION STUDIES,2850
8123010,RADIOLOGY / INTERVENATIONAL,MRI,MRI ANGIOGRAPHY,2850
8123011,RADIOLOGY / INTERVENATIONAL,MRI,MRI VENOGRAPHY,2850
8123047,RADIOLOGY,MRI,MRA CEREBRAL ARTERIES,2850
8123048,RADIOLOGY,MRI,MRA NECK,2850
8123049,RADIOLOGY,MRI,MRA ABDOMINAL AORTA & MESENTRIC ARTERIES,2850
8123050,RADIOLOGY,MRI,MRA UPPER LIMB UNILATERAL,2850
8123051,RADIOLOGY,MRI,MRA LOWER LIMB UNILTERAL,2850
8123052,RADIOLOGY,MRI,MRV BRAIN,2850
8123053,RADIOLOGY,MRI,MRV NECK ,2850
8123054,RADIOLOGY,MRI,MRV UPPER LIMB UNILATERAL,2850
8123055,RADIOLOGY,MRI,MRV LOWER LIMB UNILATERAL,2850
8123056,RADIOLOGY,MRI,MRV INFERIOR VENA CAVA,2850
8123057,RADIOLOGY,MRI,MRA WITH CONTRAST (ANY PART),3230
8123058,RADIOLOGY,MRI,MRV WITH CONTRAST (ANY PART),3230
8123072,RADIOLOGY,MRI,WHOLE BODY MRI,3325
8123073,RADIOLOGY,MRI,WHOLE BODY MRI WITH CONTRAST,3705
8123046,RADIOLOGY,MRI,MRA HEAD & NECK,4750
8123070,RADIOLOGY,MRI,MRI CARDIAC,7600
8124009,RADIOLOGY,CT SCAN ,CT BRAIN PERFUSION STUDIES WITH CONTRAST,1805
8124012,RADIOLOGY / INTERVENATIONAL,CT SCAN ,CT AORTA & MESENTERIC ARTERIES ANGIOGRAPHY WITH CONTRAST,1805
8124013,RADIOLOGY,CT SCAN ,CT PULMONARY ARTERIES ANGIOGRAPHY WITH CONTRAST,1805
8124014,RADIOLOGY / INTERVENATIONAL,CT SCAN ,CT VENOGRAPHY WITH CONTRAST,1805
8124016,RADIOLOGY / INTERVENATIONAL,CT SCAN ,CT GUIDED PROCEDURES WITH CONTRAST,1805
