PACKAGE CODE ,CATEGORY,SUB-CATEGORY,PACKAGES,Admission Days (LOS) ICU,Admission Days (LOS) WORD,NEW PRICE,3
4051050,C.V.T.,THORACIC SURGERY,TAVI/ TRANS CATHETER  AORTIC VALVE IMPLANTATION (TRANS FEMORAL)(IMPLANT NOT INCLUDED),1,3,44500.0,672
4051051,C.V.T.,THORACIC SURGERY,THORACOTOMY,0,3,31500.0,673
4051052,C.V.T.,THORACIC SURGERY,THORACOTOMY DRAINAGE LOCACLIZED COLLECTION EMPYEMA OR EFFUSION,0,3,36312.0,674
4051053,C.V.T.,THORACIC SURGERY,"THORACOTOMY, DECORTICATION",0,3,36360.0,675
4051054,C.V.T.,THORACIC SURGERY,"THORACOTOMY, DRAINAGE OF LOCULATED COLLECTION",0,3,34340.0,676
4051055,C.V.T.,THORACIC SURGERY,"THORACOTOMY, DRAINAGE, PERICARIAL COLLECTION",0,3,24240.0,677
4051056,C.V.T.,THORACIC SURGERY,"THORACOTOMY, PERICARDIAL WINDOW",0,3,24240.0,678
4051057,C.V.T.,THORACIC SURGERY,"THORACOTOMY, PLEURAL BX",0,3,29290.0,679
4051058,C.V.T.,THORACIC SURGERY,"THORACOTOMY, PLEURODESIS, RESECTION BLEB",0,3,34340.0,680
4051059,C.V.T.,THORACIC SURGERY,"THORACOTOMY, REPAIR, DIAPHRAGMATIC HERNIA",0,3,46460.0,681
4051060,C.V.T.,THORACIC SURGERY,"THORACOTOMY, REPAIR, ESOPHAGEAL INJURY",0,3,46460.0,682
4051061,C.V.T.,THORACIC SURGERY,"THORACOTOMY, REPAIR, TRACHEO-BRONCHIAL TREE",0,3,46460.0,683
4051062,C.V.T.,THORACIC SURGERY,"THORACOTOMY, RESECTION, APICAL BLEB",0,3,31310.0,684
4051063,C.V.T.,THORACIC SURGERY,"THORACOTOMY, WEDGE LUNG BIOPSY",0,3,29290.0,685
4051064,C.V.T.,THORACIC SURGERY,"THORACTOMY, EXPLORATORY",0,3,26260.0,686
4051065,C.V.T.,THORACIC SURGERY,"THYMECTOMY, EXTENDED",0,3,48480.0,687
4051066,C.V.T.,THORACIC SURGERY,VATS / VIDEO ASSISTED THORASCOPIC SURGERY  THYMECTOMY,0,2,13200.0,688
4051067,C.V.T.,THORACIC SURGERY,"VIDEO-ASSISTED SYMPATHECTOMY, CERVICAL",0,2,34340.0,689
5011001,UROLOGY,MINOR SURG,ANTERIOR URETHROLITHOTOMY,0,1,5555.0,690
5011002,UROLOGY,MINOR SURG,CYSTOSCOPY,0,1,3535.0,691
5011003,UROLOGY,MINOR SURG,CYSTOSCOPY WITH REMOVAL OF DJ STENT (U.G.A.) UNILATERAL,0,1,3780.0,692
5011004,UROLOGY,MINOR SURG,EXCISION OF PENILE SKIN LESION (U.G.A.),0,D/C,2777.5,693
5011005,UROLOGY,MINOR SURG,EXCISION OF PENILE SKIN LESION (U.L.A.),0,D/C,1530.0,694
5011006,UROLOGY,MINOR SURG,LASER LITHOTRIPSY,0,1,3255.0,695
5011007,UROLOGY,MINOR SURG,MEATOTOMY (U.G.A.),0,1,2805.0,696
5011008,UROLOGY,MINOR SURG,MEATOTOMY (U.L.A.),0,0,1785.0,697
5011009,UROLOGY,MINOR SURG,RECIRCUMCISION (U.G.A.),0,D/C,2805.0,698
5011010,UROLOGY,MINOR SURG,RECIRCUMCISION (U.L.A.),0,0,2040.0,699
5011011,UROLOGY,MINOR SURG,SUPRAPUBIC CATHETER INSERTION,0,D/C,2805.0,700
5011012,UROLOGY,MINOR SURG,TESTICUALR BIOPSY,0,D/C,2805.0,701
5011013,UROLOGY,MINOR SURG,TESTICULAR BIOPSY/HISTOPATHOLOGY,0,D/C,3315.0,702
5011014,UROLOGY,MINOR SURG,TRANSURETHROLITHOTOMY,0,1,5555.0,703
5011015,UROLOGY,MINOR SURG,TRANS RECTAL / URETHRAL ULTRASOUND BIOPSY,0,0,1275.0,704
5011016,UROLOGY,MINOR SURG,VESICOLITHOTOMY,0,1,5555.0,705
5012001,UROLOGY,MEDIUM SURG,ASPIRATION OF PROSTATIC CYST,0,0,1581.0,706
5012002,UROLOGY,MEDIUM SURG,BLADDER NECK INCISION,0,1,9090.0,707
5012003,UROLOGY,MEDIUM SURG,CYSTODISTENTION,0,1,3187.5,708
5012004,UROLOGY,MEDIUM SURG,CYSTOSCOPY WITH BIOPSY,0,1,3187.5,709
5012005,UROLOGY,MEDIUM SURG,CYSTOSCOPY WITH ANAESTESIA,0,1,4166.25,710
5012006,UROLOGY,MEDIUM SURG,CYSTOSCOPY WITH REMOVAL OF DJ STENT (U.G.A.) (BILATERAL),0,1,5400.0,711
5012007,UROLOGY,MEDIUM SURG,CYSTOSCOPY WITH DJ STENT INSERTION (UNILATERAL),0,1,5482.5,712
5012008,UROLOGY,MEDIUM SURG,CYSTOSCOPY WITH MEATOTOMY,0,1,5428.75,713
5012009,UROLOGY,MEDIUM SURG,CYSTOSCOPY WITH RETROGRADE PYELOGRAPHY,0,1,4797.5,714
5012010,UROLOGY,MEDIUM SURG,CYSTOSCOPY WITH RETROGRADE PYELOGRAPHY WITH DJ STENT INSERTION ,0,1,6060.0,715
5012011,UROLOGY,MEDIUM SURG,CYSTOSCOPY WITH URETERIC CATHETERIZATION (ONE SIDE OR BOTH SIDES) APART FROM RADIOLOGY,0,1,4418.75,716
5012012,UROLOGY,MEDIUM SURG,CYSTOURETHROSCOPY WITH OTIS URETHROTOMY,0,1,6565.0,717
5012013,UROLOGY,MEDIUM SURG,CYSTOURETHROSCOPY WITH VISUAL INTERNAL URETHROTOMY,0,1,7322.5,718
5012014,UROLOGY,MEDIUM SURG,CYSTOURETHROSCOPY WITH DIATHERMY COAGULATION PAPILOMA BLADDER,0,1,9216.25,719
5012015,UROLOGY,MEDIUM SURG,CYSTOURETHROSCOPY WITH LOOP DJ STENT,0,1,6060.0,720
5012016,UROLOGY,MEDIUM SURG,DIVERTICULUM (EXCISION OF BLADDER),0,1,11110.0,721
5012017,UROLOGY,MEDIUM SURG,ENDOSCOPIC INCISION OF URETEROCELE,0,1,6060.0,722
5012018,UROLOGY,MEDIUM SURG,EPIDIDYMECTOMY,0,1,6060.0,723
5012019,UROLOGY,MEDIUM SURG,EVERTION OF HYDROCELE,0,1,4797.5,724
5012020,UROLOGY,MEDIUM SURG,EXCISION OF  URETHRAL CARUNCLE,0,1,4797.5,725
5012021,UROLOGY,MEDIUM SURG,EXCISION OF HYDROCELE,0,1,4275.0,726
5012022,UROLOGY,MEDIUM SURG,INGUINAL ORCHIDECTOMY,0,1,6312.5,727
5012023,UROLOGY,MEDIUM SURG,MEATOPLASTY ,0,1,4797.5,728
5012024,UROLOGY,MEDIUM SURG,NEPHROSTOMY,0,1,4845.0,729
5012025,UROLOGY,MEDIUM SURG,OPEN CYSTOLITHOTOMY,0,1,9090.0,730
5012026,UROLOGY,MEDIUM SURG,SPERMATOCELECTOMY,0,1,4797.5,731
5012027,UROLOGY,MEDIUM SURG,UNILATERAL LIGATION OF VACICOCELE,0,1,4797.5,732
5012028,UROLOGY,MEDIUM SURG,UNILATERAL ORCHIDOPEXY,0,1,6312.5,733
5012029,UROLOGY,MEDIUM SURG,URETERAL DILATION,0,1,7322.5,734
5012030,UROLOGY,MEDIUM SURG,URETHRAL DILATATION,0,1,4166.25,735
5013001,UROLOGY,MAJOR SURG,ANTERIOR URETHROTOMY FOR STONE,0,1,9090.0,736
5013002,UROLOGY,MAJOR SURG,BILATERAL LIGATION OF VARICOCELE,0,1,8332.5,737
5013003,UROLOGY,MAJOR SURG,BILATERAL ORCHIDOPEXY,0,1,9342.5,738
5013004,UROLOGY,MAJOR SURG,COLPOSUSPENSION,0,2,12120.0,739
5013005,UROLOGY,MAJOR SURG,CORRECTION OF TORTION TESTES WITH ORCHIDOPEXY,0,1,9342.5,740
5013006,UROLOGY,MAJOR SURG,CYSTOCSOPY AND U/S LITHTRIPSY,0,1,8332.5,741
5013007,UROLOGY,MAJOR SURG,CYSTOSCOPY AND DILATATION OF URETERIC STRICTURE AND DJ STENT INSERTION,0,1,7524.5,742
5013008,UROLOGY,MAJOR SURG,CYSTOSCOPY AND LITHOTREPSY,0,1,8534.5,743
5013009,UROLOGY,MAJOR SURG,CYSTOURETHROSCOPY WITH TURP ,0,2,12120.0,744
5013010,UROLOGY,MAJOR SURG,CYSTOURETHROSCOPY WITH URETERIC MEATOTOMY,0,1,7524.5,745
5013011,UROLOGY,MAJOR SURG,DIVERTICULECTOMY,0,2,12120.0,746
5013012,UROLOGY,MAJOR SURG,DRAINAGE OF PERINEPHRIC ABSCESS,0,1,10857.5,747
5013013,UROLOGY,MAJOR SURG,ENDOSCOPIC REMOVAL OF URETHRAL STONE,0,1,6565.0,748
5013014,UROLOGY,MAJOR SURG,EXCISION OF BLADDER ULCER,0,1,6312.5,749
5013015,UROLOGY,MAJOR SURG,EXCISION OF URETERIC STRICTURE AND PRIMARY ANASTOMOSIS,0,2,11615.0,750
5013016,UROLOGY,MAJOR SURG,EXCISION OF URETHRAL DIVERTICULUM,0,2,11615.0,751
5013017,UROLOGY,MAJOR SURG,EXCISION OF URETHRAL FISTULA,0,2,11615.0,752
5013018,UROLOGY,MAJOR SURG,FLEXIBLE URETERORENOSCOPY WITH DJ STENT INSERTION,0,2,20400.0,753
5013019,UROLOGY,MAJOR SURG,FULGRATION OF POSTERIOR URETHRAL VALVE,0,2,11615.0,754
5013020,UROLOGY,MAJOR SURG,LAPARASCOPIC ORCHIDECTOMY (UNILATERAL),0,2,15907.5,755
5013021,UROLOGY,MAJOR SURG,LAPAROSCOPIC OPERATING FOWLER – STEPHENS FOR TESTIS  (1ST STAGE),0,2,11000.0,756
5013022,UROLOGY,MAJOR SURG,LAPAROSCOPIC OPERATING FOWLER – STEPHENS FOR TESTIS (2ND STAGE),0,2,10560.0,757
5013023,UROLOGY,MAJOR SURG,LAPAROSCOPIC ORCHIDECTOMY OF INTRA-ABDOMENAL OR INTRA CANALICULAR TESTIS,0,2,31500.0,758
5013024,UROLOGY,MAJOR SURG,LAPAROSCOPIC ORCHIOPEXY OR ORDIOPEXY,0,2,10560.0,759
5013025,UROLOGY,MAJOR SURG,MARSUPIALIZATION OF RENAL CYST,0,2,14645.0,760
5013026,UROLOGY,MAJOR SURG,NEPHROLITHOTOMY,0,2,14645.0,761
5013027,UROLOGY,MAJOR SURG,NEPHROPEXY,0,2,11615.0,762
5013028,UROLOGY,MAJOR SURG,NESBIT OPERATION FOR PENIS,0,2,11615.0,763
5013029,UROLOGY,MAJOR SURG,PARTIAL CYSTECTOMY,0,2,14645.0,764
5013030,UROLOGY,MAJOR SURG,PARTIAL EXCISION OF TUMOURS OF KIDNEY AND BLADDER,0,2,14645.0,765
5013031,UROLOGY,MAJOR SURG,PERCUTANEOUS NEPHROLITHONOMY (PCNL),0,2,14790.0,766
5013032,UROLOGY,MAJOR SURG,PROSTATIC ABSCESS DRAINAGE,0,2,11615.0,767
5013033,UROLOGY,MAJOR SURG,PYELOLITHOTOMY,0,2,13382.5,768
5013034,UROLOGY,MAJOR SURG,PYELOPLASTY,0,2,14645.0,769
5013035,UROLOGY,MAJOR SURG,RECURRENT URETERAL STRICTURE,0,2,14645.0,770
5013036,UROLOGY,MAJOR SURG,RELEASE OF CHORDEE,0,2,10560.0,771
5013037,UROLOGY,MAJOR SURG,REMOVAL OF PENILE PROSTHESIS,0,2,13382.5,772
5013038,UROLOGY,MAJOR SURG,REPAIR OF FRACTURE PENIS,0,1,6312.5,773
5013039,UROLOGY,MAJOR SURG,REPAIR OF HYPOSPADIAS ,0,2,14645.0,774
5013040,UROLOGY,MAJOR SURG,REPAIR OF RENAL INJURIES,0,2,14645.0,775
5013041,UROLOGY,MAJOR SURG,REPAIR OF RUPTURED URETHRA OR BLADDER,0,2,14645.0,776
5013042,UROLOGY,MAJOR SURG,REPAIR OF URETERAL INJURIES,0,2,14645.0,777
5013043,UROLOGY,MAJOR SURG,RESECTION AND ANASTOMOSIS OR REIMPLANTATION OF URETER        ,0,2,14645.0,778
5013044,UROLOGY,MAJOR SURG,RETROPUBIC PROSTATECTOMY,0,2,14645.0,779
5013045,UROLOGY,MAJOR SURG,SIMPLE NEPHRECTOMY,0,2,14645.0,780
5013046,UROLOGY,MAJOR SURG,SUPRAPUBIC PROSTATECTOMY,0,2,14645.0,781
5013047,UROLOGY,MAJOR SURG,TRANS OBTURATOR TAPE INSERTION (TOT),0,2,13382.5,782
5013048,UROLOGY,MAJOR SURG,TRANS VAGINAL TAPE INSERTION (TVT),0,2,11615.0,783
5013049,UROLOGY,MAJOR SURG,TRANSVESICAL PROSTATECTOMY,0,2,14645.0,784
5013050,UROLOGY,MAJOR SURG,TUNA - TRANSURETHRAL NEEDLE ABLATION FOR PROSTATE ,0,2,12144.0,785
5013051,UROLOGY,MAJOR SURG,TURB / TURBT - TRANS-URETHRAL RESECTION OF BLADDER TUMOR ,0,2,9435.0,786
5013052,UROLOGY,MAJOR SURG,TURP - TRANS-URETHRAL RESECTION OF PROSTATE,0,2,14790.0,787
5013053,UROLOGY,MAJOR SURG,URETEROLITHOTOMY,0,2,11615.0,788
5013054,UROLOGY,MAJOR SURG,URETERORENOSCOPY WITH STONE EXTRACTION,0,2,12362.499999999998,789
5013055,UROLOGY,MAJOR SURG,URETERORENOSCOPY WITH STONE EXTRACTION (BILATERAL),0,2,12672.0,790
5013056,UROLOGY,MAJOR SURG,URETEROSCOPE,0,1,7575.0,791
5013057,UROLOGY,MAJOR SURG,URETHRAL FISTULA TWO STAGES,0,2,14645.0,792
5013058,UROLOGY,MAJOR SURG,VESICOURETERAL REFLUX REPAIR UNDER GA,0,2,17600.0,793
5013059,UROLOGY,MAJOR SURG,PARE-URETHRAL BULKING AGENT INJECTION,0,0,17000.0,794
5014001,UROLOGY,FINE MAJOR SURG,BOARI BLADDER FLAP FOR URETERIC REIMPLANTATION ,0,2,17675.0,795
5014002,UROLOGY,FINE MAJOR SURG,CYSTOSCOPY WITH INTRAVESICAL BOTOX INJECTION,0,2,13200.0,796
5014003,UROLOGY,FINE MAJOR SURG,EXCISION OF  URETEROCELE AND REIMPLANTATION OF URETER,0,2,14645.0,797
5014004,UROLOGY,FINE MAJOR SURG,ILEAL URETER CREATION,0,2,20957.5,798
5014005,UROLOGY,FINE MAJOR SURG,ILIOCYSTOPLASTY,0,2,17675.0,799
5014006,UROLOGY,FINE MAJOR SURG,INSERTION OF PENILE PROSTHESIS,0,2,17675.0,800
5014007,UROLOGY,FINE MAJOR SURG,MEMOKATH PROSTATE WITHOUT STENT ,0,2,13650.0,801
5014008,UROLOGY,FINE MAJOR SURG,MEMOKATH URETER WITHOUT STENT,0,2,18200.0,802
5014009,UROLOGY,FINE MAJOR SURG,MEMOKATH URETHRA WITHOUT STENT  ,0,2,13650.0,803
5014010,UROLOGY,FINE MAJOR SURG,NEPHRECTOMY (TOTAL OR PARTIAL) LAPAROSCOPIC,0,3,48950.0,804
5014011,UROLOGY,FINE MAJOR SURG,NEPHRECTOMY RADICAL / LAPAROSCOPIC,0,3,40050.0,805
5014012,UROLOGY,FINE MAJOR SURG,NEPHRECTOMY RADICAL / OPEN,0,2,22950.0,806
5014013,UROLOGY,FINE MAJOR SURG,NEPHRECTOMY TOTAL OR PARTIAL / OPEN,0,2,14790.0,807
5014014,UROLOGY,FINE MAJOR SURG,PENILE PROSTHESIS WITH IMPLANT (INFLATABLE),0,2,40147.5,808
5014015,UROLOGY,FINE MAJOR SURG,PENILE PROSTHESIS WITH IMPLANT (MALLEABLE),0,2,24745.0,809
5014016,UROLOGY,FINE MAJOR SURG,RADICAL CYSTECTOMY,0,2,17675.0,810
5014017,UROLOGY,FINE MAJOR SURG,RADICAL PROSTATECTOMY,0,2,20957.5,811
5014018,UROLOGY,FINE MAJOR SURG,REPAIR OF  HYPOSPADIAS TWO STAGES,0,2,20957.5,812
5014019,UROLOGY,FINE MAJOR SURG,REPAIR OF URETHRAL INJURIES,0,1,9342.5,813
5014020,UROLOGY,FINE MAJOR SURG,RETROGRADE INTRA RENAL SURGERY (RIRS),0,2,18480.0,814
5014021,UROLOGY,FINE MAJOR SURG,SUPRAPUBIC CYSTOSTOMY (FOR STONE OR ULCERS OF BLADDER),0,2,11615.0,815
5014022,UROLOGY,FINE MAJOR SURG,SURGERY FOR MALIGNANT KIDNEY,0,2,23482.5,816
5014023,UROLOGY,FINE MAJOR SURG,TOTAL  CYSTECTOMY,0,2,17675.0,817
5014024,UROLOGY,FINE MAJOR SURG,URETHROLITHOTOMY (MIDDLE AND LOWER 1/3 CRUSHING),0,2,11615.0,818
5014025,UROLOGY,FINE MAJOR SURG,URETHROPLASTY ONE STAGE,0,2,14645.0,819
5014026,UROLOGY,FINE MAJOR SURG,URETHROPLASTY TWO STAGES,0,2,20957.5,820
5014027,UROLOGY,FINE MAJOR SURG,VASAL REVERSAL,0,2,20957.5,821
5014028,UROLOGY,FINE MAJOR SURG,VASOEPIDIDYMOSTOMY,0,2,20957.5,822
5014029,UROLOGY,FINE MAJOR SURG,VASOVASOSTOMY / VASOVASOCTOMY,0,2,20957.5,823
5021001,UROLOGY,LITHOTREPSY,E S W L FIRST SESSION,0,1,9435.0,824
5021002,UROLOGY,LITHOTREPSY,E S W L SECOND SESSION,0,1,2295.0,825
5021003,UROLOGY,LITHOTREPSY,E S W L THIRD SESSION,0,1,2295.0,826
5021004,UROLOGY,LITHOTREPSY,E S W L BOTH SIDES FIRST SESSION,0,1,12672.0,827
5021005,UROLOGY,LITHOTREPSY,E S W L BOTH SIDES SECOND SESSION,0,1,3348.0,828
5021006,UROLOGY,LITHOTREPSY,LASER DISINTEGRATION,0,1,11000.0,829
6011001,ORTHOPEDIC,MINOR SURG,AMPUTATION OF FINGER OR TOE,0,1,5227.5,830
6011002,ORTHOPEDIC,MINOR SURG,"APPLICATION OF SPLINTS, SLABS, POP WITHOUT REDUCTION",0,1,3069.0,831
6011003,ORTHOPEDIC,MINOR SURG,ARTHRODESIS OF THE BIG TOE,0,1,3712.5,832
6011004,ORTHOPEDIC,MINOR SURG,C.R. OF FRACTURES OR DISLOCATIONS WITHOUT ANAESTHESIA WITH APPLICATION OF  POP,0,1,3069.0,833
6011005,ORTHOPEDIC,MINOR SURG,CAUDAL EPIDURAL INJECTION,0,0,2040.0,834
6011006,ORTHOPEDIC,MINOR SURG,CLOSED FRACTURE SMALL BONES OF HAND OR FOOT,0,1,3069.0,835
6011007,ORTHOPEDIC,MINOR SURG,CLOSED REDUCTION OF DISLOCATED PHALANGES,0,1,3069.0,836
6011008,ORTHOPEDIC,MINOR SURG,CLOSED REDUCTION OF DISLOCATION AND P.O.P,0,1,5017.5,837
6011009,ORTHOPEDIC,MINOR SURG,COCCYX MUA AND INJECTION,0,1,4500.0,838
6011010,ORTHOPEDIC,MINOR SURG,CORRECTION OF HALLUX VALGUS,0,1,5017.5,839
6011011,ORTHOPEDIC,MINOR SURG,EXCISION OF GANGLION,0,D/C,3712.5,840
6011012,ORTHOPEDIC,MINOR SURG,EXCISION OF OLECRANON BURSA,0,1,3487.5,841
6011013,ORTHOPEDIC,MINOR SURG,"FRACTURE OF ""COLE'S""",0,1,3487.5,842
6011014,ORTHOPEDIC,MINOR SURG,PERCUTANEOUS NEUROTOMY OF FACET JOINT,0,1,5400.0,843
6011015,ORTHOPEDIC,MINOR SURG,POP FOR CORRECTION OF FOOT DEFORMITY,0,D/C,2875.0,844
6011016,ORTHOPEDIC,MINOR SURG,POP TO SIMPLE FRACTURE WITHOUT DISPLACEMENT,0,0,1836.75,845
6011017,ORTHOPEDIC,MINOR SURG,RECONSTRUCTION OF AMPUTATED FINGER W/O GRAFTING,0,1,5017.5,846
6011018,ORTHOPEDIC,MINOR SURG,REMOVAL K-WIRES WITHOUT INCISION UNDER G.A.,0,1,3255.0,847
6011019,ORTHOPEDIC,MINOR SURG,REPAIR OF AMPUTATED FINGER WITH GRAFTING,0,1,3069.0,848
6011020,ORTHOPEDIC,MINOR SURG,SACRO ILIAC JOINT INJECTION,0,1,3255.0,849
6011021,ORTHOPEDIC,MINOR SURG,SMALL JOINT INJECTION,0,0,1880.0,850
6012001,ORTHOPEDIC,MEDIUM SURG,ACHILLES TENDON LENGTHENING,0,1,7898.75,851
6012002,ORTHOPEDIC,MEDIUM SURG,ACHILLES TENDON RELEASE (PONSETI) ,0,1,5625.0,852
6012003,ORTHOPEDIC,MEDIUM SURG,APPLICATION OF HIP SPICA MUGA WITH UII,0,1,7898.75,853
6012004,ORTHOPEDIC,MEDIUM SURG,BOTOX INJECTION ON MUSCLES (HIP – KNEE – FOOT AND ANKLE – UPPER LIMB ),0,1,4140.0,854
6012005,ORTHOPEDIC,MEDIUM SURG,BUTTLER PROCEDURE FOR OVERLAPPING 5TH TOE ,0,1,4725.0,855
6012006,ORTHOPEDIC,MEDIUM SURG,C.R. OF FRACTURES OR DISLOCATION UGA WITH POP,0,1,7898.75,856
6012007,ORTHOPEDIC,MEDIUM SURG,CLOSED REDUCTION OF FRACTURE DISLOCATION,0,1,5017.5,857
6012008,ORTHOPEDIC,MEDIUM SURG,CORRECTION OF METATARSUS PRIMUS VARUS ,0,1,9556.8,858
6012009,ORTHOPEDIC,MEDIUM SURG,EXTENSOR TENDON REPAIR,0,1,6675.0,859
6012010,ORTHOPEDIC,MEDIUM SURG,FLEXORS RELEASE FOR OVERRIDING TOE OR CURLY TOE,0,1,4725.0,860
6012011,ORTHOPEDIC,MEDIUM SURG,"REMOVAL PLATE , SCREWS OR NAIL",0,D/C,6910.5,861
6012012,ORTHOPEDIC,MEDIUM SURG,REMOVAL OF F.B. SUPERFICIAL,0,D/C,7267.5,862
6012013,ORTHOPEDIC,MEDIUM SURG,REMOVAL OF IMPLANTS/BIG BONES,0,D/C,8950.5,863
6012014,ORTHOPEDIC,MEDIUM SURG,REMOVAL OF K-WIRE WITH INCISION,0,D/C,5850.0,864
6012015,ORTHOPEDIC,MEDIUM SURG,REPAIR OF RUPTURED SUPERFICIAL LIGAMENT OF THE KNEE AND ANGLE,0,1,7120.0,865
6012016,ORTHOPEDIC,MEDIUM SURG,SEQUESTRACTOMY OF SMALL BONES,0,1,7565.0,866
6012017,ORTHOPEDIC,MEDIUM SURG,"SOFT TISSUE OPERATION (GANGLION, DE QUERANAINE, TRIGGER FINGERS OR TOES; SUPERFICIAL SOFT TISSUE SWELLING",0,1,7231.25,867
6012018,ORTHOPEDIC,MEDIUM SURG,TENDON RELEASE OF FINGERS,0,1,4050.0,868
6012019,ORTHOPEDIC,MEDIUM SURG,TENDON RELEASE OF WRIST,0,1,4050.0,869
6012020,ORTHOPEDIC,MEDIUM SURG,TERMINALISATION,0,1,7275.75,870
6012021,ORTHOPEDIC,MEDIUM SURG,TRIGGER FINGER RELEASE,0,D/C,4284.0,871
6013001,ORTHOPEDIC,MAJOR SURG,"“Z” PLASTY, SCAR EXCISION, GRAFT ",0,1,13200.0,872
6013002,ORTHOPEDIC,MAJOR SURG,ACHILLES TENDON LENGTHENING (BILATERAL),0,1,11726.0,873
6013003,ORTHOPEDIC,MAJOR SURG,ACROMIOPLASTY,0,1,13200.0,874
6013004,ORTHOPEDIC,MAJOR SURG,ARTHROTOMY,0,1,13702.5,875
6013005,ORTHOPEDIC,MAJOR SURG,ARTHRODESIS/ SMALL JOINT,0,1,12240.0,876
6013006,ORTHOPEDIC,MAJOR SURG,ARTHROSCOPIC SHOULDER BANKART REPAIR,0,1,13200.0,877
6013007,ORTHOPEDIC,MAJOR SURG,ARTHROSCOPIC SUBACROMIAL DECOMPRESSION SHOULDER,0,1,15660.0,878
6013008,ORTHOPEDIC,MAJOR SURG,BONE GRAFTING,0,1,8910.0,879
6013009,ORTHOPEDIC,MAJOR SURG,CLOSED REDUCTION OF FRACTURES OR DISLOCATION U.G.A. WITH POP WITH EXTERIOR FIXATION,0,1,11660.0,880
6013010,ORTHOPEDIC,MAJOR SURG,CARPEL TUNNEL WITH RELEASE WITH NEUROLYSIS,0,D/C,8910.0,881
6013011,ORTHOPEDIC,MAJOR SURG,CLOSED REDUCTION OF FRACTURES OR DISLOCATION UGA WITH POP WITH PERCUTANEOUS K-WIRING,0,1,10560.0,882
6013012,ORTHOPEDIC,MAJOR SURG,CLOSED/OPEN REDUCTION AND INTERNAL FIXATION WITH PLATE,0,1,8188.0,883
6013013,ORTHOPEDIC,MAJOR SURG,CONGENITAL DISLOCATION OF HIP (CHD) (OPEN REDUCTION OSTEOTOMY WITH INTERNAL FIXATION),0,2,12122.0,884
6013014,ORTHOPEDIC,MAJOR SURG,"CORRECTION BY SOFT TISSUE RELEASE E.G. C.P., TALIPES EQUINUS, POLIO IF AROUND ONE AREA (HIP, KNEE, FOOT)",0,2,12122.0,885
6013015,ORTHOPEDIC,MAJOR SURG,CORRECTION OF CONGENITAL FOOT ANOMALIES OR FOOT DEFORMATIES DUE TO SPINA BIFIDA,0,2,12122.0,886
6013016,ORTHOPEDIC,MAJOR SURG,CORRECTION OF DEFORMITIES AND TENDON DISPLACEMENT FROM RHEMATOID ARTHRITIS,0,2,11110.0,887
6013017,ORTHOPEDIC,MAJOR SURG,DRAINAGE PERIOSTEAL ABSCESS,0,2,11110.0,888
6013018,ORTHOPEDIC,MAJOR SURG,EXCISION OF CERVICAL RIB,0,2,11110.0,889
6013019,ORTHOPEDIC,MAJOR SURG,EXCISION OF DEEP SWELLING RELATED TO NERVES OR VESSELS,0,2,13702.5,890
6013020,ORTHOPEDIC,MAJOR SURG,FINGER JOINTS FUSION ,0,2,13920.0,891
6013021,ORTHOPEDIC,MAJOR SURG,FUSION OF SPINE AFTER FRACTURE OR FRACTURE DISLOCATION,0,2,16421.25,892
6013022,ORTHOPEDIC,MAJOR SURG,LIPOGEMS HARVESTING AND INJECTION INTO JOINTS,0,2,13200.0,893
6013023,ORTHOPEDIC,MAJOR SURG,MICRO-FRAGMENTED FAT INJECTION INTO JOINTS FROM ABDOMEN LIPOSUCTION,0,2,13200.0,894
6013024,ORTHOPEDIC,MAJOR SURG,OPEN REDUCTION AND INTERNAL FIXATION FOR COMMINUTED /MALUNITED FRACTURES OF TEMUR TIBIA AND HUMERUS,0,2,12210.0,895
6013025,ORTHOPEDIC,MAJOR SURG,OPEN REDUCTION AND INTERNAL FIXATION OR PARTIAL/TOTAL EXCISION OF PATTALA,0,2,10010.0,896
6013026,ORTHOPEDIC,MAJOR SURG,"OPEN REDUCTION FOR FRACTURE DISLOCATION OF ANKLE, WRIST AND ELBOW.",0,2,12012.0,897
6013027,ORTHOPEDIC,MAJOR SURG,OPEN SYNOVECTOMY,0,2,12012.0,898
6013028,ORTHOPEDIC,MAJOR SURG,ORIF FOR RECENT AND OLD NEGLECTED FRACTURES SHOULDER DISLOCATION AND HIP JOINTS,0,2,12210.0,899
6013029,ORTHOPEDIC,MAJOR SURG,ORIF METACARPAL BONE,0,2,10560.0,900
6013030,ORTHOPEDIC,MAJOR SURG,"ORIF OF SINGLE BONE EXCEPT FRACTURE NECK, FEMUR, TORCH, FRACTURE AND FRACTURE SPINE (EXCLUDING IMPLANTS)",0,2,18260.0,901
6013031,ORTHOPEDIC,MAJOR SURG,ORIF OF ULNA,0,2,10200.0,902
6013032,ORTHOPEDIC,MAJOR SURG,OSTEOTOMIES OF METACARPAL AND PHALANGES ,0,2,13920.0,903
6013033,ORTHOPEDIC,MAJOR SURG,REMOVAL INTRA-MEDULLARY NAIL OR INTERLOCKING NAIL,0,1,8232.5,904
6013034,ORTHOPEDIC,MAJOR SURG,"REMOVAL SCREWS, PLATES OR SCREWS WITH PLATES",0,1,8232.5,905
6013035,ORTHOPEDIC,MAJOR SURG,REPAIR OF ONE TENDON,0,1,6897.5,906
