code,description,type
59945,Stationary pneumatic high-frequency ventilator respiration monitor,medical-devices
59946,"Multiple congenital aneuploidy screening IVD, control",medical-devices
59947,"Multiple congenital aneuploidy screening IVD, kit, nucleic acid technique (NAT)",medical-devices
59948,"Multiple congenital aneuploidy screening IVD, primer",medical-devices
59949,"Multiple congenital aneuploidy screening IVD, probe",medical-devices
59950,"Multiple congenital aneuploidy screening IVD, reagent",medical-devices
59951,Bone strength measuring unit,medical-devices
59309,"Barth syndrome IVD, control",medical-devices
59310,"Barth syndrome IVD, kit, nucleic acid technique (NAT)",medical-devices
59311,"Barth syndrome IVD, primer",medical-devices
59312,"Barth syndrome IVD, reagent",medical-devices
59313,"Bloom syndrome IVD, control",medical-devices
59314,"Bloom syndrome IVD, kit, nucleic acid technique (NAT)",medical-devices
59315,"Bloom syndrome IVD, primer",medical-devices
59316,"Bloom syndrome IVD, probe",medical-devices
59317,"Bloom syndrome IVD, reagent",medical-devices
59318,"Canavan disease IVD, control",medical-devices
59319,"Canavan disease IVD, kit, nucleic acid technique (NAT)",medical-devices
59320,"Canavan disease IVD, primer",medical-devices
59321,"Canavan disease IVD, probe",medical-devices
59322,"Canavan disease IVD, reagent",medical-devices
59323,"Central core disease IVD, control",medical-devices
59324,"Central core disease IVD, kit, nucleic acid technique (NAT)",medical-devices
59550,"Hereditary prion disease IVD, reagent",medical-devices
59551,"Hereditary renal cell carcinoma IVD, control",medical-devices
59552,"Hereditary renal cell carcinoma IVD, kit, nucleic acid technique (NAT)",medical-devices
59553,"Hereditary renal cell carcinoma IVD, primer",medical-devices
59554,"Hereditary renal cell carcinoma IVD, reagent",medical-devices
59555,"Hereditary retinoblastoma IVD, control",medical-devices
59556,"Hereditary retinoblastoma IVD, kit, nucleic acid technique (NAT)",medical-devices
59557,"Hereditary retinoblastoma IVD, primer",medical-devices
59558,"Hereditary retinoblastoma IVD, reagent",medical-devices
59559,"Hyperinsulinism-hyperammonaemia syndrome IVD, control",medical-devices
59560,"Hyperinsulinism-hyperammonaemia syndrome IVD, kit, nucleic acid technique (NAT)",medical-devices
59561,"Hyperinsulinism-hyperammonaemia syndrome IVD, primer",medical-devices
59562,"Hyperinsulinism-hyperammonaemia syndrome IVD, reagent",medical-devices
58481,Femoral stem prosthesis trial,medical-devices
58482,Bowel bulking agent,medical-devices
58483,"Endoscopic motorized cutting stapler, single-use",medical-devices
58485,"Insulin antibody IVD, kit, radioimmunoassay",medical-devices
58486,Paediatric-temperature nasogastric/orogastric tube,medical-devices
58487,Ultrasound-guided intrauterine radio-frequency ablation system,medical-devices
58489,Ultrasound-guided intrauterine radio-frequency ablation system ultrasound control unit,medical-devices
58490,Venous butterfly needle/set,medical-devices
58492,"Ultrasound-guided intrauterine radio-frequency ablation system intrauterine ultrasound transducer, single-use",medical-devices
58493,Ultrasound-guided intrauterine radio-frequency ablation system handpiece/electrode,medical-devices
58768,"C-reactive protein (CRP) IVD, kit, fluorescent immunoassay",medical-devices
58769,"Ferritin IVD, kit, fluorescent immunoassay",medical-devices
58771,"Drug-eluting coronary artery stent, bioabsorbable-polymer-coated",medical-devices
58772,Femoral head sphericity template,medical-devices
58773,Patient-monitoring bed mattress cover,medical-devices
58774,Patient-monitoring bed mattress cover control unit,medical-devices
58775,Fluorescent immunoassay dissociation-enhancement reagent IVD,medical-devices
58776,"Surgical screwdriver, single-use, sterile",medical-devices
58777,"Surgical adhesive/sealant, synthetic polymer",medical-devices
58778,Atomizing surgical adhesive/sealant applicator,medical-devices
58779,Dermal surgical adhesive/sealant applicator,medical-devices
59015,"Pressure bandage, Hevea-latex, single-use",medical-devices
59016,Percutaneous interstitial-fluid glucose monitoring system sensor,medical-devices
59017,"Multiple steroid hormone IVD, kit, mass spectrometry",medical-devices
59018,Lip prosthesis,medical-devices
59019,Pleuroperitoneal shunt,medical-devices
59020,"Continuous electronic patient thermometer, line-powered",medical-devices
59021,Breast implant delivery sleeve,medical-devices
59023,"Polyisoprene surgical glove, non-powdered, antimicrobial",medical-devices
59025,Ultrasound thrombolysis system control unit,medical-devices
59026,"Ultrasound thrombolysis system catheter, peripheral",medical-devices
59027,"Docetaxel therapeutic drug monitoring IVD, calibrator",medical-devices
59028,"Docetaxel therapeutic drug monitoring IVD, control",medical-devices
58265,Male urinary outflow analysis system cuff,medical-devices
58266,Lung donor-organ preservation/evaluation system,medical-devices
58267,Lung donor-organ preservation/evaluation system chamber set,medical-devices
58268,Staple line-reinforcement strip gel,medical-devices
58269,"Vibration platform exerciser, mobile",medical-devices
58270,"Vibration platform exerciser, stationary",medical-devices
58271,"Epidermal growth factor receptor (EGFR) gene mutation/mRNA expression IVD, kit, nucleic acid technique (NAT)",medical-devices
58272,"Epidermal growth factor receptor (EGFR) gene mutation/mRNA expression IVD, reagent",medical-devices
58273,"Epidermal growth factor receptor (EGFR) gene mutation/mRNA expression IVD, control",medical-devices
58274,"Epidermal growth factor receptor (EGFR) gene mutation/mRNA expression IVD, primer",medical-devices
58275,"Epidermal growth factor receptor (EGFR) gene mutation/mRNA expression IVD, probe",medical-devices
58494,"Electrosurgical return electrode, single-use",medical-devices
58495,Ultrasound-guided intrauterine radio-frequency ablation system handpiece spacer,medical-devices
58496,"Blood collection set, noninvasive",medical-devices
58497,"Blood collection set, invasive",medical-devices
58498,"Dental material mixing nozzle, sterile",medical-devices
58499,"Inhalation therapy saline solution, hypertonic",medical-devices
58500,Body flywheel exerciser,medical-devices
58501,"Nasal mucosa fluid dressing, antimicrobial",medical-devices
58502,"Pliable-polymer dental regeneration membrane, bioabsorbable, ligated",medical-devices
58780,"Open-surgery adhesive/sealant applicator, single-channel",medical-devices
58781,Laparoscopic surgical adhesive/sealant catheter,medical-devices
58782,Arterial catheterization surgical adhesive/sealant applicator,medical-devices
58783,Carpal tunnel release instrument,medical-devices
58784,"Humeral head prosthesis trial, reusable",medical-devices
58785,"Joint/spinal manipulator, electronic",medical-devices
58786,Dermatological diode laser system,medical-devices
58787,"Total human chorionic gonadotropin (HCG) IVD, kit, fluorescent immunoassay",medical-devices
58788,"Cancer antigen 19-9 (CA19-9) IVD, kit, fluorescent immunoassay",medical-devices
58789,"Human chorionic gonadotropin beta-subunit (beta-HCG) IVD, kit, fluorescent immunoassay",medical-devices
58790,"Midregional pro-adrenomedullin (MR-proADM) IVD, kit, fluorescent immunoassay",medical-devices
58791,"Midregional pro-adrenomedullin (MR-proADM) IVD, calibrator",medical-devices
59029,"Docetaxel therapeutic drug monitoring IVD, reagent",medical-devices
59030,"Docetaxel therapeutic drug monitoring IVD, kit, nephelometry/turbidimtery",medical-devices
59031,"Paclitaxel therapeutic drug monitoring IVD, control",medical-devices
59032,"Paclitaxel therapeutic drug monitoring IVD, calibrator",medical-devices
59033,"Paclitaxel therapeutic drug monitoring IVD, reagent",medical-devices
59034,"Paclitaxel therapeutic drug monitoring IVD, kit, nephelometry/turbidimtery",medical-devices
59035,Keratolytic solution,medical-devices
59036,Tissue expander injection port,medical-devices
59037,"Ocular hook/spatula/manipulator, single-use",medical-devices
59038,Gastrostomy aspiration system stomach tube,medical-devices
59039,Gastrostomy aspiration system gravity set,medical-devices
59040,"Oral/enteral syringe, single-use",medical-devices
59041,"Transferrin IVD, kit, nephelometry/turbidimetry",medical-devices
58276,"BRAF V600 gene mutation IVD, kit, nucleic acid technique (NAT)",medical-devices
58277,"BRAF V600 gene mutation IVD, control",medical-devices
58278,"BRAF V600 gene mutation IVD, primer",medical-devices
58279,"BRAF V600 gene mutation IVD, reagent",medical-devices
58280,"KRAS gene mutation IVD, kit, nucleic acid technique (NAT)",medical-devices
58281,"KRAS gene mutation IVD, primer",medical-devices
58282,"KRAS gene mutation IVD, control",medical-devices
58283,"KRAS gene mutation IVD, reagent",medical-devices
58284,Blood collection tube holder/needle,medical-devices
58285,Thermal vapour lung treatment system application software,medical-devices
58286,Thermal vapour lung treatment system catheter,medical-devices
58792,"Midregional pro-adrenomedullin (MR-proADM) IVD, control",medical-devices
58793,Chemiluminescent immunoassay signal generation kit IVD,medical-devices
58794,Cochlear implant assessment system,medical-devices
58795,Urinary catheter/drainage bag connection facilitator,medical-devices
58796,"Surgical depth gauge, single-use",medical-devices
58797,"Squamous cell carcinoma antigen IVD, kit, fluorescent immunoassay",medical-devices
58798,Femoral head osteoconductive cage,medical-devices
58799,Femoral head osteoconductive cage introducer,medical-devices
58801,Foetal pleuro-amniotic catheter,medical-devices
58802,"Radiopaque woven surgical sponge, non-sterile",medical-devices
58838,"Polymeric biliary stent, bioabsorbable, custom-made",medical-devices
58839,"Polymeric colonic stent, custom-made",medical-devices
58840,"Polymeric vaginal stent, bioabsorbable, custom-made",medical-devices
58841,Endoscope tissue removal cap,medical-devices
58842,Pharmaceutical reference data software,medical-devices
58843,Ureteral stone anti-retropulsion plug,medical-devices
58844,Ureteral stone anti-retropulsion plug injector,medical-devices
58845,Alternating electric field antimitotic cancer treatment system,medical-devices
58846,Alternating electric field antimitotic cancer treatment system transducer array,medical-devices
59042,"Myoglobin IVD, kit, nephelometry/turbidimetry",medical-devices
59043,Dermatological extracorporeal shock wave therapy system,medical-devices
59044,Radio-frequency identification dermatological extracorporeal shock wave therapy system,medical-devices
59045,Dermatological extracorporeal shock wave therapy system applicator,medical-devices
59047,Operating room audiovisual data/device management system application software,medical-devices
59048,"Embolization particle, bioabsorbable",medical-devices
59049,General-purpose medical fibre padding,medical-devices
59050,"2-ethylidine-1,5-dimethyl-3,3-diphenylpyrrolidine (EDDP) IVD, kit, enzyme immunoassay (EIA)",medical-devices
59051,"Acetaminophen IVD, kit, enzyme spectrophotometry",medical-devices
59052,Implantable gold thread,medical-devices
59053,"Valproic acid therapeutic drug monitoring IVD, kit, enzyme immunoassay (EIA)",medical-devices
58287,Thermal vapour lung treatment system generator,medical-devices
58288,"Dental appliance fabrication material, thermoplastic",medical-devices
58290,Psychological assessment software,medical-devices
58291,Psychological assessment system hardware,medical-devices
58292,"Epidural needle, threaded",medical-devices
58293,"Epidural needle, non-threaded",medical-devices
58294,Wound debridement pad,medical-devices
58295,Oesophageal stent extractor,medical-devices
58296,"Compartmental-pressure monitoring system, single-use",medical-devices
58297,"Compartmental-pressure monitoring system, reusable",medical-devices
58803,"Radiopaque non-woven surgical sponge, non-sterile",medical-devices
58804,"Surgical implant template, single-use",medical-devices
58805,Absorbent wound compression pad,medical-devices
58807,Moisture/lubrication otic solution,medical-devices
58808,"Sacroiliac joint transarticular fixation/arthrodesis implant, coated",medical-devices
58809,Shock-absorbing hip protector,medical-devices
58810,Vortex oxygen face mask,medical-devices
58811,Pure wool neck/shoulder insulator,medical-devices
58812,Pure wool lower-back insulator,medical-devices
58814,Solid phase red blood cell adherence antibody/antigen IVD,medical-devices
58847,Alternating electric field antimitotic cancer treatment system generator,medical-devices
58848,"Extracorporeal circuit waste bag, sterile",medical-devices
58849,Sacroiliac joint transarticular fixation/arthrodesis implantation kit,medical-devices
58850,Ophthalmic spectral-domain optical coherence tomography system,medical-devices
58851,Massage oil/cream/gel,medical-devices
58852,Endocardial injection catheter,medical-devices
58854,Absorbent enteric stomal dressing,medical-devices
58855,Static magnetic back/spine insulator,medical-devices
58856,"Invasive breast implant sizer, reusable",medical-devices
59055,"Beta-haemolytic Group A Streptococcus streptolysin O antibody IVD, kit, nephelometry/turbidimetry",medical-devices
59056,"Theophylline therapeutic drug monitoring IVD, kit, enzyme immunoassay (EIA)",medical-devices
59057,"Carbamazepine therapeutic drug monitoring IVD, kit, enzyme immunoassay (EIA)",medical-devices
59058,"Wash/cleaning solution IVD, automated/semi-automated system",medical-devices
59059,"Wash/cleaning solution IVD, manual equipment",medical-devices
59060,"Multiple apolipoprotein IVD, calibrator",medical-devices
59061,Radiation attenuating Hevea-latex surgical/procedural glove,medical-devices
59062,Radiation attenuating polyisoprene surgical/procedural glove,medical-devices
59063,"Red cell antibody diluent IVD, reagent",medical-devices
59064,Salivation stimulation lozenge,medical-devices
59065,"Glomerular basement membrane antibody (Goodpasture antibody) IVD, kit, chemiluminescent immunoassay",medical-devices
59066,"Proteinase 3 anti-neutrophil cytoplasmic antibody (PR3-ANCA) IVD, kit, chemiluminescent immunoassay",medical-devices
59067,"Jo-1 antibody IVD, kit, chemiluminescent immunoassay",medical-devices
58299,Allergy testing adhesive strip,medical-devices
58300,"Synthetic polymer semi-permeable film dressing, adhesive, non-sterile",medical-devices
58301,"Synthetic polymer semi-permeable film dressing, adhesive, sterile",medical-devices
58302,"Antimicrobial synthetic polymer semi-permeable film dressing, adhesive",medical-devices
58303,"Antimicrobial synthetic polymer semi-permeable film dressing, wound-nonadherent",medical-devices
58304,Biopolysaccharide semi-permeable film dressing,medical-devices
58305,"Procalcitonin (PCT) IVD, kit, immunochromatographic test (ICT), rapid",medical-devices
58306,"Neopterin IVD, kit, enzyme immunoassay (EIA)",medical-devices
58307,"Beta-2-microglobulin IVD, kit, radioimmunoassay",medical-devices
58308,"Carcinoembryonic antigen (CEA) IVD, kit, radioimmunoassay",medical-devices
58309,"Alpha-fetoprotein (AFP) IVD, kit, radioimmunoassay",medical-devices
58310,"Albumin IVD, kit, radioimmunoassay",medical-devices
58311,"Angiotensin I IVD, kit, radioimmunoassay",medical-devices
58815,Hand-held multi-spectral vascular imaging device,medical-devices
58816,Implantable arteriovenous fistula needle guide,medical-devices
58817,"Upper-limb traction wrap/trap, single-use, sterile",medical-devices
58818,Self-ligating orthodontic bracket,medical-devices
58820,Carbon gastrointestinal detoxifier,medical-devices
58824,Cardioplegia solution administration adaptor,medical-devices
58826,"Protease IVD, kit, immunochromatographic test (ICT), rapid",medical-devices
58827,Assistive ergonomic chair,medical-devices
58828,Static magnetic bed mattress overlay,medical-devices
58829,Static magnetic joint insulator,medical-devices
58857,Multi-purpose digital medical camera,medical-devices
58858,"Multi-purpose digital medical camera lens, otoscopic",medical-devices
58859,"Multi-purpose digital medical camera lens, dermatological",medical-devices
58860,"Multi-purpose digital medical camera lens, extraocular",medical-devices
58861,"Multi-purpose digital medical camera lens, intraocular, visible/infrared light",medical-devices
58862,Multi-purpose digital medical camera calibrator,medical-devices
58863,Circulating-fluid endometrial-ablation control unit,medical-devices
58864,Circulating-fluid endometrial-ablation catheter,medical-devices
58865,"Vascular catheter introduction set, nonimplantable",medical-devices
58866,Oncological diode laser system,medical-devices
58867,Keratin dressing,medical-devices
59068,Ultrasonic cough stimulation system,medical-devices
59069,Ultrasonic cough stimulation system generator,medical-devices
59070,Ultrasonic cough stimulation system handpiece,medical-devices
59071,"Albumin IVD, kit, spectrophotometry",medical-devices
59072,"Beta-hydroxybutyrate dehydrogenase IVD, kit, enzyme spectrophotometry",medical-devices
59073,"Amylase isoenzyme IVD, kit, enzyme spectrophotometry",medical-devices
59074,"Chromogen indicator IVD, kit, spectrophotometry",medical-devices
59075,Pressure-management sock,medical-devices
59076,Alopecia solution,medical-devices
59077,"Drug/toxicology adulteration IVD, kit, spectrophotometry",medical-devices
59078,Enteral tube tracking system,medical-devices
59079,Enteral tube tracking system visual display/control unit,medical-devices
58312,"Angiotensin I IVD, reagent",medical-devices
58313,"Angiotensin I IVD, kit, enzyme immunoassay (EIA)",medical-devices
58314,"Angiotensin I IVD, control",medical-devices
58315,"Angiotensin I IVD, calibrator",medical-devices
58316,"Synthetic polymer semi-permeable film dressing, wound-nonadherent",medical-devices
58317,Helium/oxygen breathing gas mixer,medical-devices
58318,"Cyclosporin A/cyclosporine therapeutic drug monitoring IVD, kit, radioimmunoassay",medical-devices
58319,"Cytokeratin IVD, kit, radioimmunoassay",medical-devices
58320,"Insulin IVD, kit, radioimmunoassay",medical-devices
58321,"Total thyroxine (TT4) IVD, kit, radioimmunoassay",medical-devices
58322,"Total thyroxine (TT4) IVD, kit, chemiluminescent immunoassay",medical-devices
58323,"Total thyroxine (TT4) IVD, kit, enzyme immunoassay (EIA)",medical-devices
58324,"Total thyroxine (TT4) IVD, calibrator",medical-devices
58325,"Total thyroxine (TT4) IVD, control",medical-devices
58326,"Total thyroxine (TT4) IVD, reagent",medical-devices
58327,"Total triiodothyronine (TT3) IVD, kit, radioimmunoassay",medical-devices
58328,Cryoprecipitation fibrin sealant system,medical-devices
58830,Cardiopulmonary bypass cannula holder set,medical-devices
58831,Antimicrobial sock,medical-devices
58832,Migraine-therapy peripheral nerve electrical stimulator,medical-devices
58833,Reactive-airway-therapy vagus nerve electrical stimulator,medical-devices
58834,"Polymeric tracheal/bronchial stent, bioabsorbable, custom-made",medical-devices
58835,Intragastric band,medical-devices
58836,Irreversible electroporation system,medical-devices
58837,Eyelid solution,medical-devices
58868,"Extracorporeal circuit waste bag, non-sterile",medical-devices
58869,Intravascular catheter-forceps,medical-devices
58871,"Femoral artery closure plug/patch, synthetic polymer",medical-devices
58872,Sterile intravenous drug abuse preparation kit,medical-devices
58873,Treadmill/elliptical gait rehabilitation system robotic orthosis,medical-devices
58875,"Gait rehabilitation frame, electric",medical-devices
58876,Gait rehabilitation system harness,medical-devices
58878,"Freestanding patient positioner, reusable",medical-devices
58881,Dry-heat humidifier disinfection tube,medical-devices
58125,"Total bile acid IVD, control",medical-devices
58126,"Total bile acid IVD, kit, enzyme spectrophotometry",medical-devices
58127,"Total bile acid IVD, reagent",medical-devices
58128,"Arm/leg tourniquet, single-use",medical-devices
58130,"Haemodialysis system, institutional",medical-devices
58131,"Haemodialysis system, institutional/home-use",medical-devices
58132,Therapeutic diabetic sock,medical-devices
58133,"Skin osmotic dressing, non-antimicrobial",medical-devices
58134,"Upper-limb mechanical weight exerciser, gyroscopic",medical-devices
58135,"Evacuated blood collection tube IVD, K2EDTA/aprotinin",medical-devices
58136,Syringe/blood collection tube adaptor IVD,medical-devices
58329,Cryoprecipitation fibrin sealant system production unit,medical-devices
58330,"Total triiodothyronine (TT3) IVD, kit, chemiluminescent immunoassay",medical-devices
58331,Cryoprecipitation fibrin sealant system delivery unit,medical-devices
58332,"Total triiodothyronine (TT3) IVD, kit, enzyme immunoassay (EIA)",medical-devices
58333,"Total triiodothyronine (TT3) IVD, calibrator",medical-devices
58334,"Total triiodothyronine (TT3) IVD, control",medical-devices
58335,"Total triiodothyronine (TT3) IVD, reagent",medical-devices
58336,Rib/rib cage internal fixation/bracing system,medical-devices
58337,Thermal vapour lung treatment system drainage bag,medical-devices
58338,Rib/rib cage internal fixation/bracing system fixation grip,medical-devices
58339,Rib/rib cage internal fixation/bracing system fixation grip/anchor,medical-devices
58340,Rib/rib cage internal fixation/bracing system bracing bar,medical-devices
58341,Rib/rib cage internal fixation/bracing system crimping pliers,medical-devices
58503,"Pliable-polymer dental regeneration membrane, bioabsorbable, tacked",medical-devices
58504,Geometric shape exerciser,medical-devices
58505,Gymnastic ball pool,medical-devices
58506,Pain management medication delivery system,medical-devices
58507,Pain management medication delivery system pump,medical-devices
58508,Pain management medication delivery system cassette,medical-devices
58509,Pain management medication delivery system handpiece,medical-devices
58511,Direct acoustic cochlear implant system,medical-devices
58512,Direct acoustic cochlear implant system electronic assembly,medical-devices
58882,Prostatic retraction implant,medical-devices
58883,Externally-anchored laparoscopic retractor,medical-devices
58884,Self-care monitoring/reporting software,medical-devices
58885,Segmented orthopaedic cement extraction rod,medical-devices
58886,"Multiple drugs of abuse IVD, kit, multiplex",medical-devices
58887,Tibial resection laser guide,medical-devices
58888,"Colostomy irrigation kit, reusable",medical-devices
58889,Colostomy irrigation sleeve,medical-devices
58890,Live-donor bone allograft,medical-devices
58892,Tongue-adjustment sleep apnoea treatment system,medical-devices
58137,Endoscopic electromechanical surgical system,medical-devices
58138,"Non-evacuated blood collection tube IVD, clot activator/gel separator",medical-devices
58139,"Non-evacuated blood collection tube IVD, sodium citrate",medical-devices
58140,"Non-evacuated blood collection tube IVD, clot activator",medical-devices
58143,"Non-evacuated blood collection tube IVD, K3EDTA",medical-devices
58144,"Non-evacuated blood collection tube IVD, K2EDTA",medical-devices
58145,"Non-evacuated blood collection tube IVD, lithium heparin/gel separator, non-sterile",medical-devices
58146,Blood/blood culture specimen transfer spike IVD,medical-devices
58147,Blood collection tube spike syringe adaptor,medical-devices
58148,"Orthopaedic implantation sleeve, single-use",medical-devices
58149,Capillary blood collection funnel IVD,medical-devices
58150,"Evacuated urine specimen container IVD, boric acid (H3BO3)",medical-devices
58342,Rib/rib cage internal fixation/bracing system cutting pliers,medical-devices
58343,Rib/rib cage internal fixation/bracing system bending pliers,medical-devices
58344,Tunnelling forceps,medical-devices
58345,Plant-based gastrointestinal detoxifier,medical-devices
58346,"17-Hydroxyprogesterone IVD, kit, chemiluminescent immunoassay",medical-devices
58347,Chemiluminescent substrate reagent IVD,medical-devices
58348,"Alpha-fetoprotein (AFP) IVD, kit, chemiluminescent immunoassay",medical-devices
58349,"Neuron-specific enolase (NSE) IVD, kit, radioimmunoassay",medical-devices
58350,"Bone alkaline phosphatase (BALP) IVD, kit, radioimmunoassay",medical-devices
58351,"Pregnancy-associated plasma protein A (PAPP-A) IVD, kit, radioimmunoassay",medical-devices
58352,"Total prostate specific antigen (tPSA) IVD, kit, radioimmunoassay",medical-devices
58353,"Free (unbound) prostate specific antigen (fPSA) IVD, kit, radioimmunoassay",medical-devices
58354,"Sex hormone binding globulin (SHBG) IVD, kit, radioimmunoassay",medical-devices
58355,"Insulin-like growth factor binding protein 3 (IGFBP-3) IVD, kit, radioimmunoassay",medical-devices
58513,Direct acoustic cochlear implant system sound processor,medical-devices
58514,Thoracic bioconductance measurement system,medical-devices
58515,Thoracic bioconductance measurement system control unit,medical-devices
58516,Thoracic bioconductance measurement system applicator,medical-devices
58517,Thoracic bioconductance measurement system test kit,medical-devices
58519,Video-camera epiretinal prosthesis system,medical-devices
58520,Video-camera epiretinal prosthesis system orbital implant,medical-devices
58521,Video-camera epiretinal prosthesis system camera spectacles,medical-devices
58522,Retinal prosthesis system implantation test coil,medical-devices
58523,Video-camera epiretinal prosthesis system visual processing unit,medical-devices
58524,Retinal prosthesis system tester/clinical evaluator,medical-devices
58893,Renal denervation electrosurgical catheter,medical-devices
58894,"Dental impression material syringe, single-use",medical-devices
58895,Arthroscopy information system application software,medical-devices
58896,"Adiponectin IVD, kit, enzyme immunoassay (EIA)",medical-devices
58897,"Cartilage oligomeric matrix protein (COMP) IVD, kit, enzyme immunoassay (EIA)",medical-devices
58898,"Neutrophil elastase IVD, kit, enzyme immunoassay (EIA)",medical-devices
58899,"Soluble transferrin receptor IVD, kit, enzyme immunoassay (EIA)",medical-devices
58900,"Surfactant protein D IVD, kit, enzyme immunoassay (EIA)",medical-devices
58901,"Leptin receptor IVD, kit, enzyme immunoassay (EIA)",medical-devices
58902,"Osteoprotegerin/osteoclastogenesis inhibitory factor (OCIF) IVD, kit, enzyme immunoassay (EIA)",medical-devices
58903,"Polyspecific antihuman immunoglobulin lightchain IVD, antibody, solid-phase red blood cell adherence",medical-devices
58904,"Partial (variant) Rh(D) category VI/weak Rh(D) red cell grouping IVD, antibody, solid-phase red blood cell adherence",medical-devices
58905,Sodium carbonate haemodialysis system cleaning cartridge,medical-devices
58906,Citric acid haemodialysis system cleaning cartridge,medical-devices
58151,"Evacuated urine specimen container IVD, multiple preservative",medical-devices
58152,"Capillary blood transfer tube IVD, clot activator",medical-devices
58153,"Capillary blood transfer tube IVD, sodium fluoride",medical-devices
58154,"Capillary blood transfer tube IVD, EDTA",medical-devices
58155,"Capillary blood transfer tube IVD, heparin",medical-devices
58156,"Urine transfer IVD, sterile",medical-devices
58157,"Urine transfer IVD, non-sterile",medical-devices
58158,"Evacuated urine specimen container IVD, no additive",medical-devices
58159,Vertebral body cement-containing implant,medical-devices
58160,"Line-powered intraocular lens injector, reusable",medical-devices
58161,"Line-powered intraocular lens injector, single-use",medical-devices
58162,Dry mouth saliva electrical stimulator,medical-devices
58356,"Insulin-like growth factor binding protein 1 (IGFBP-1) IVD, kit, radioimmunoassay",medical-devices
58357,Gastrointestinal telemetric monitoring system,medical-devices
58358,Gastrointestinal telemetric monitoring system application software,medical-devices
58361,"Complement component C3 proactivator IVD, kit, nephelometry/turbidimetry",medical-devices
58362,"Complement component C3 proactivator IVD, calibrator",medical-devices
58363,"Complement component C3 proactivator IVD, control",medical-devices
58364,"Complement component C3 proactivator IVD, reagent",medical-devices
58365,"Polymeric oesophageal stent, bioabsorbable",medical-devices
58366,Complement reagent IVD,medical-devices
58367,"Total cortisol IVD, kit, radioimmunoassay",medical-devices
58368,"Estrone sulfate (oestrone sulfate) IVD, kit, radioimmunoassay",medical-devices
58369,"Estrone sulfate (oestrone sulfate) IVD, kit, calibrator",medical-devices
58370,"Estrone sulfate (oestrone sulfate) IVD, kit, control",medical-devices
58371,"Estrone sulfate (oestrone sulfate) IVD, kit, enzyme immunoassay (EIA)",medical-devices
58372,"Estrone sulfate (oestrone sulfate) IVD, kit, reagent",medical-devices
58373,"Estrone (oestrone) IVD, kit, radioimmunoassay",medical-devices
58525,Dermatological Raman spectroscopy system,medical-devices
58526,"Haemodynamic-modulation vessel repair implant, aortic",medical-devices
58527,"Haemodynamic-modulation vessel repair implant, peripheral artery",medical-devices
58533,Amies transport medium IVD,medical-devices
58537,Antimicrobial activity testing agar culture medium IVD,medical-devices
58543,Blood culture broth kit IVD,medical-devices
58550,Bordetella species transport medium IVD,medical-devices
58554,Brain heart infusion (BHI)/Middlebrook 7H9 blood culture broth IVD,medical-devices
58556,Culture medium antimicrobial supplement IVD,medical-devices
58564,Carey-Blair transport medium IVD,medical-devices
58567,Cell culture medium IVD,medical-devices
58585,Differential/selective agar culture medium IVD,medical-devices
58586,Basic/simple nutrient broth culture medium IVD,medical-devices
58602,Factors X/V chocolate agar transport medium IVD,medical-devices
58907,"Multiple cardiac marker IVD, kit, multiplex",medical-devices
58908,"Cranial bone prosthesis, custom-made",medical-devices
58910,Total knee prosthesis implantation guide-instrument kit,medical-devices
58911,Arthritis transcutaneous electrical joint stimulation system,medical-devices
58912,Gastric antacid,medical-devices
58913,"Clara cell protein IVD, kit, enzyme immunoassay (EIA)",medical-devices
58914,"Cystatin C IVD, kit, enzyme immunoassay (EIA)",medical-devices
58915,"Alpha-2-HS-glycoprotein (AHSG)/fetuin-A IVD, kit, enzyme immunoassay (EIA)",medical-devices
58916,"Resistin/adipose tissue-specific secretory factor (ADSF) IVD, kit, enzyme immunoassay (EIA)",medical-devices
58917,"Non-wearable urine collection bag, closed-ended",medical-devices
58919,"Wearable urine collection bag, closed-ended",medical-devices
58921,"Non-wearable urine collection bag, open-ended",medical-devices
58923,"Wearable urine collection bag, open-ended",medical-devices
58163,Skin-soothing wipe,medical-devices
58164,Pure wool torso insulator,medical-devices
58165,Dental restorative material sonic handpiece,medical-devices
58166,Static magnetic dysmenorrhea-relief plate,medical-devices
58167,Paragastric bladder,medical-devices
58169,"Non-evacuated saliva specimen container IVD, no additive",medical-devices
58170,"Erythrocyte sedimentation rate (ESR) rack IVD, scaled measure",medical-devices
58172,Thrombectomy rotational catheter,medical-devices
58173,Thrombectomy suction catheter,medical-devices
58174,Thrombectomy balloon catheter,medical-devices
58175,"Evacuated saliva specimen container IVD, additive",medical-devices
58374,"Dehydroepiandrosterone sulfate (DHEAS) IVD, kit, radioimmunoassay",medical-devices
58375,"Thymidine kinase IVD, kit, enzyme radiometry",medical-devices
58376,"Eye splash shield, single-use",medical-devices
58377,"Total testosterone IVD, kit, radioimmunoassay",medical-devices
58378,"Total testosterone IVD, reagent",medical-devices
58379,"Total testosterone IVD, kit, enzyme immunoassay (EIA)",medical-devices
58380,"Total testosterone IVD, control",medical-devices
58381,"Total testosterone IVD, calibrator",medical-devices
58382,"Scrub suit, single-use, non-sterile",medical-devices
58383,Silicone-carbide-coated intracranial vascular stent,medical-devices
58384,Surgical patient shirt,medical-devices
58385,Evaporation/filtration sample concentrator,medical-devices
