HCP Name,;,Department,S. Type,Code,Provider Service Description,LOS
SGH Jeddah ,5013023,URO,PD,5013023,LAPAROSCOPIC ORCHIDECTOMY OF INTRA-ABDOMENAL OR INTRA CANALICULAR TESTIS,2
SGH Jeddah ,5013024,URO,PD,5013024,LAPAROSCOPIC ORCHIOPEXY OR ORDIOPEXY,2
SGH Jeddah ,5013025,URO,PD,5013025,MARSUPIALIZATION OF RENAL CYST,2
SGH Jeddah ,5013026,URO,PD,5013026,NEPHROLITHOTOMY,2
SGH Jeddah ,5013027,URO,PD,5013027,NEPHROPEXY,2
SGH Jeddah ,5013028,URO,PD,5013028,NESBIT OPERATION FOR PENIS,2
SGH Jeddah ,5013029,URO,PD,5013029,PARTIAL CYSTECTOMY,2
SGH Jeddah ,5013030,URO,PD,5013030,PARTIAL EXCISION OF TUMOURS OF KIDNEY AND BLADDER,2
SGH Jeddah ,5013031,URO,PD,5013031,PERCUTANEOUS NEPHROLITHONOMY (PCNL),2
SGH Jeddah ,5013032,URO,PD,5013032,PROSTATIC ABSCESS DRAINAGE,2
SGH Jeddah ,5013033,URO,PD,5013033,PYELOLITHOTOMY,2
SGH Jeddah ,5013034,URO,PD,5013034,PYELOPLASTY,2
SGH Jeddah ,5013035,URO,PD,5013035,RECURRENT URETERAL STRICTURE,2
SGH Jeddah ,5013036,URO,PD,5013036,RELEASE OF CHORDEE,2
SGH Jeddah ,5013037,URO,PD,5013037,REMOVAL OF PENILE PROSTHESIS,2
SGH Jeddah ,5013038,URO,PD,5013038,REPAIR OF FRACTURE PENIS,1
SGH Jeddah ,5013039,URO,PD,5013039,REPAIR OF HYPOSPADIAS ,2
SGH Jeddah ,5013040,URO,PD,5013040,REPAIR OF RENAL INJURIES,2
SGH Jeddah ,5013041,URO,PD,5013041,REPAIR OF RUPTURED URETHRA OR BLADDER,2
SGH Jeddah ,5013042,URO,PD,5013042,REPAIR OF URETERAL INJURIES,2
SGH Jeddah ,5013043,URO,PD,5013043,RESECTION AND ANASTOMOSIS OR REIMPLANTATION OF URETER        ,2
SGH Jeddah ,5013044,URO,PD,5013044,RETROPUBIC PROSTATECTOMY,2
SGH Jeddah ,5013045,URO,PD,5013045,SIMPLE NEPHRECTOMY,2
SGH Jeddah ,5013046,URO,PD,5013046,SUPRAPUBIC PROSTATECTOMY,2
SGH Jeddah ,5013047,URO,PD,5013047,TRANS OBTURATOR TAPE INSERTION (TOT),2
SGH Jeddah ,5013048,URO,PD,5013048,TRANS VAGINAL TAPE INSERTION (TVT),2
SGH Jeddah ,5013049,URO,PD,5013049,TRANSVESICAL PROSTATECTOMY,2
SGH Jeddah ,5013050,URO,PD,5013050,TUNA - TRANSURETHRAL NEEDLE ABLATION FOR PROSTATE ,2
SGH Jeddah ,5013051,URO,PD,5013051,TURB / TURBT - TRANS-URETHRAL RESECTION OF BLADDER TUMOR ,2
SGH Jeddah ,5013052,URO,PD,5013052,TURP - TRANS-URETHRAL RESECTION OF PROSTATE,2
SGH Jeddah ,5013053,URO,PD,5013053,URETEROLITHOTOMY,2
SGH Jeddah ,5013054,URO,PD,5013054,URETERORENOSCOPY WITH STONE EXTRACTION,2
SGH Jeddah ,5013055,URO,PD,5013055,URETERORENOSCOPY WITH STONE EXTRACTION (BILATERAL),2
SGH Jeddah ,5013056,URO,PD,5013056,URETEROSCOPE,1
SGH Jeddah ,5013057,URO,PD,5013057,URETHRAL FISTULA TWO STAGES,2
SGH Jeddah ,5013058,URO,PD,5013058,VESICOURETERAL REFLUX REPAIR UNDER GA,2
SGH Jeddah ,5013059,URO,PD,5013059,PARE-URETHRAL BULKING AGENT INJECTION,0
SGH Jeddah ,5014001,URO,PD,5014001,BOARI BLADDER FLAP FOR URETERIC REIMPLANTATION ,2
SGH Jeddah ,5014002,URO,PD,5014002,CYSTOSCOPY WITH INTRAVESICAL BOTOX INJECTION,2
SGH Jeddah ,5014003,URO,PD,5014003,EXCISION OF  URETEROCELE AND REIMPLANTATION OF URETER,2
SGH Jeddah ,5014004,URO,PD,5014004,ILEAL URETER CREATION,2
SGH Jeddah ,5014005,URO,PD,5014005,ILIOCYSTOPLASTY,2
SGH Jeddah ,5014006,URO,PD,5014006,INSERTION OF PENILE PROSTHESIS,2
SGH Jeddah ,5014007,URO,PD,5014007,MEMOKATH PROSTATE WITHOUT STENT ,2
SGH Jeddah ,5014008,URO,PD,5014008,MEMOKATH URETER WITHOUT STENT,2
SGH Jeddah ,5014009,URO,PD,5014009,MEMOKATH URETHRA WITHOUT STENT  ,2
SGH Jeddah ,5014010,URO,PD,5014010,NEPHRECTOMY (TOTAL OR PARTIAL) LAPAROSCOPIC,3
SGH Jeddah ,5014011,URO,PD,5014011,NEPHRECTOMY RADICAL / LAPAROSCOPIC,3
SGH Jeddah ,5014012,URO,PD,5014012,NEPHRECTOMY RADICAL / OPEN,2
SGH Jeddah ,5014013,URO,PD,5014013,NEPHRECTOMY TOTAL OR PARTIAL / OPEN,2
SGH Jeddah ,5014014,URO,PD,5014014,PENILE PROSTHESIS WITH IMPLANT (INFLATABLE),2
SGH Jeddah ,5014015,URO,PD,5014015,PENILE PROSTHESIS WITH IMPLANT (MALLEABLE),2
SGH Jeddah ,5014016,URO,PD,5014016,RADICAL CYSTECTOMY,2
SGH Jeddah ,5014017,URO,PD,5014017,RADICAL PROSTATECTOMY,2
SGH Jeddah ,5014018,URO,PD,5014018,REPAIR OF  HYPOSPADIAS TWO STAGES,2
SGH Jeddah ,5014019,URO,PD,5014019,REPAIR OF URETHRAL INJURIES,1
SGH Jeddah ,5014020,URO,PD,5014020,RETROGRADE INTRA RENAL SURGERY (RIRS),2
SGH Jeddah ,5014021,URO,PD,5014021,SUPRAPUBIC CYSTOSTOMY (FOR STONE OR ULCERS OF BLADDER),2
SGH Jeddah ,5014022,URO,PD,5014022,SURGERY FOR MALIGNANT KIDNEY,2
SGH Jeddah ,5014023,URO,PD,5014023,TOTAL  CYSTECTOMY,2
SGH Jeddah ,5014024,URO,PD,5014024,URETHROLITHOTOMY (MIDDLE AND LOWER 1/3 CRUSHING),2
SGH Jeddah ,5014025,URO,PD,5014025,URETHROPLASTY ONE STAGE,2
SGH Jeddah ,5014026,URO,PD,5014026,URETHROPLASTY TWO STAGES,2
SGH Jeddah ,5014027,URO,PD,5014027,VASAL REVERSAL,2
SGH Jeddah ,5014028,URO,PD,5014028,VASOEPIDIDYMOSTOMY,2
SGH Jeddah ,5014029,URO,PD,5014029,VASOVASOSTOMY / VASOVASOCTOMY,2
SGH Jeddah ,5021001,URO,PD,5021001,E S W L FIRST SESSION,1
SGH Jeddah ,5021002,URO,PD,5021002,E S W L SECOND SESSION,1
SGH Jeddah ,5021003,URO,PD,5021003,E S W L THIRD SESSION,1
SGH Jeddah ,5021004,URO,PD,5021004,E S W L BOTH SIDES FIRST SESSION,1
SGH Jeddah ,5021005,URO,PD,5021005,E S W L BOTH SIDES SECOND SESSION,1
SGH Jeddah ,5021006,URO,PD,5021006,LASER DISINTEGRATION,1
SGH Jeddah ,6011001,ORT,PD,6011001,AMPUTATION OF FINGER OR TOE,1
SGH Jeddah ,6011002,ORT,PD,6011002,"APPLICATION OF SPLINTS, SLABS, POP WITHOUT REDUCTION",1
SGH Jeddah ,6011003,ORT,PD,6011003,ARTHRODESIS OF THE BIG TOE,1
SGH Jeddah ,6011004,ORT,PD,6011004,C.R. OF FRACTURES OR DISLOCATIONS WITHOUT ANAESTHESIA WITH APPLICATION OF  POP,1
SGH Jeddah ,6011005,ORT,PD,6011005,CAUDAL EPIDURAL INJECTION,0
SGH Jeddah ,6011006,ORT,PD,6011006,CLOSED FRACTURE SMALL BONES OF HAND OR FOOT,1
SGH Jeddah ,6011007,ORT,PD,6011007,CLOSED REDUCTION OF DISLOCATED PHALANGES,1
SGH Jeddah ,6011008,ORT,PD,6011008,CLOSED REDUCTION OF DISLOCATION AND P.O.P,1
SGH Jeddah ,6011009,ORT,PD,6011009,COCCYX MUA AND INJECTION,1
SGH Jeddah ,6011010,ORT,PD,6011010,CORRECTION OF HALLUX VALGUS,1
SGH Jeddah ,6011011,ORT,PD,6011011,EXCISION OF GANGLION,D/C
SGH Jeddah ,6011012,ORT,PD,6011012,EXCISION OF OLECRANON BURSA,1
SGH Jeddah ,6011013,ORT,PD,6011013,"FRACTURE OF ""COLE'S""",1
SGH Jeddah ,6011014,ORT,PD,6011014,PERCUTANEOUS NEUROTOMY OF FACET JOINT,1
SGH Jeddah ,6011015,ORT,PD,6011015,POP FOR CORRECTION OF FOOT DEFORMITY,D/C
SGH Jeddah ,6011016,ORT,PD,6011016,POP TO SIMPLE FRACTURE WITHOUT DISPLACEMENT,0
SGH Jeddah ,6011017,ORT,PD,6011017,RECONSTRUCTION OF AMPUTATED FINGER W/O GRAFTING,1
SGH Jeddah ,6011018,ORT,PD,6011018,REMOVAL K-WIRES WITHOUT INCISION UNDER G.A.,1
SGH Jeddah ,6011019,ORT,PD,6011019,REPAIR OF AMPUTATED FINGER WITH GRAFTING,1
SGH Jeddah ,6011020,ORT,PD,6011020,SACRO ILIAC JOINT INJECTION,1
SGH Jeddah ,6011021,ORT,PD,6011021,SMALL JOINT INJECTION,0
SGH Jeddah ,6012001,ORT,PD,6012001,ACHILLES TENDON LENGTHENING,1
SGH Jeddah ,6012002,ORT,PD,6012002,ACHILLES TENDON RELEASE (PONSETI) ,1
SGH Jeddah ,6012003,ORT,PD,6012003,APPLICATION OF HIP SPICA MUGA WITH UII,1
SGH Jeddah ,6012004,ORT,PD,6012004,BOTOX INJECTION ON MUSCLES (HIP – KNEE – FOOT AND ANKLE – UPPER LIMB ),1
SGH Jeddah ,6012005,ORT,PD,6012005,BUTTLER PROCEDURE FOR OVERLAPPING 5TH TOE ,1
SGH Jeddah ,6012006,ORT,PD,6012006,C.R. OF FRACTURES OR DISLOCATION UGA WITH POP,1
SGH Jeddah ,6012007,ORT,PD,6012007,CLOSED REDUCTION OF FRACTURE DISLOCATION,1
SGH Jeddah ,6012008,ORT,PD,6012008,CORRECTION OF METATARSUS PRIMUS VARUS ,1
SGH Jeddah ,6012009,ORT,PD,6012009,EXTENSOR TENDON REPAIR,1
SGH Jeddah ,6012010,ORT,PD,6012010,FLEXORS RELEASE FOR OVERRIDING TOE OR CURLY TOE,1
SGH Jeddah ,6012011,ORT,PD,6012011,"REMOVAL PLATE , SCREWS OR NAIL",D/C
SGH Jeddah ,6012012,ORT,PD,6012012,REMOVAL OF F.B. SUPERFICIAL,D/C
SGH Jeddah ,6012013,ORT,PD,6012013,REMOVAL OF IMPLANTS/BIG BONES,D/C
SGH Jeddah ,6012014,ORT,PD,6012014,REMOVAL OF K-WIRE WITH INCISION,D/C
SGH Jeddah ,6012015,ORT,PD,6012015,REPAIR OF RUPTURED SUPERFICIAL LIGAMENT OF THE KNEE AND ANGLE,1
SGH Jeddah ,6012016,ORT,PD,6012016,SEQUESTRACTOMY OF SMALL BONES,1
SGH Jeddah ,6012017,ORT,PD,6012017,"SOFT TISSUE OPERATION (GANGLION, DE QUERANAINE, TRIGGER FINGERS OR TOES; SUPERFICIAL SOFT TISSUE SWELLING",1
SGH Jeddah ,6012018,ORT,PD,6012018,TENDON RELEASE OF FINGERS,1
SGH Jeddah ,6012019,ORT,PD,6012019,TENDON RELEASE OF WRIST,1
SGH Jeddah ,6012020,ORT,PD,6012020,TERMINALISATION,1
SGH Jeddah ,6012021,ORT,PD,6012021,TRIGGER FINGER RELEASE,D/C
SGH Jeddah ,6013001,ORT,PD,6013001,"“Z” PLASTY, SCAR EXCISION, GRAFT ",1
SGH Jeddah ,6013002,ORT,PD,6013002,ACHILLES TENDON LENGTHENING (BILATERAL),1
SGH Jeddah ,6013003,ORT,PD,6013003,ACROMIOPLASTY,1
SGH Jeddah ,6013004,ORT,PD,6013004,ARTHROTOMY,1
SGH Jeddah ,6013005,ORT,PD,6013005,ARTHRODESIS/ SMALL JOINT,1
SGH Jeddah ,6013006,ORT,PD,6013006,ARTHROSCOPIC SHOULDER BANKART REPAIR,1
SGH Jeddah ,6013007,ORT,PD,6013007,ARTHROSCOPIC SUBACROMIAL DECOMPRESSION SHOULDER,1
SGH Jeddah ,6013008,ORT,PD,6013008,BONE GRAFTING,1
SGH Jeddah ,6013009,ORT,PD,6013009,CLOSED REDUCTION OF FRACTURES OR DISLOCATION U.G.A. WITH POP WITH EXTERIOR FIXATION,1
SGH Jeddah ,6013010,ORT,PD,6013010,CARPEL TUNNEL WITH RELEASE WITH NEUROLYSIS,D/C
SGH Jeddah ,6013011,ORT,PD,6013011,CLOSED REDUCTION OF FRACTURES OR DISLOCATION UGA WITH POP WITH PERCUTANEOUS K-WIRING,1
SGH Jeddah ,6013012,ORT,PD,6013012,CLOSED/OPEN REDUCTION AND INTERNAL FIXATION WITH PLATE,1
SGH Jeddah ,6013013,ORT,PD,6013013,CONGENITAL DISLOCATION OF HIP (CHD) (OPEN REDUCTION OSTEOTOMY WITH INTERNAL FIXATION),2
SGH Jeddah ,6013014,ORT,PD,6013014,"CORRECTION BY SOFT TISSUE RELEASE E.G. C.P., TALIPES EQUINUS, POLIO IF AROUND ONE AREA (HIP, KNEE, FOOT)",2
SGH Jeddah ,6013015,ORT,PD,6013015,CORRECTION OF CONGENITAL FOOT ANOMALIES OR FOOT DEFORMATIES DUE TO SPINA BIFIDA,2
SGH Jeddah ,6013016,ORT,PD,6013016,CORRECTION OF DEFORMITIES AND TENDON DISPLACEMENT FROM RHEMATOID ARTHRITIS,2
SGH Jeddah ,6013017,ORT,PD,6013017,DRAINAGE PERIOSTEAL ABSCESS,2
SGH Jeddah ,6013018,ORT,PD,6013018,EXCISION OF CERVICAL RIB,2
SGH Jeddah ,6013019,ORT,PD,6013019,EXCISION OF DEEP SWELLING RELATED TO NERVES OR VESSELS,2
SGH Jeddah ,6013020,ORT,PD,6013020,FINGER JOINTS FUSION ,2
SGH Jeddah ,6013021,ORT,PD,6013021,FUSION OF SPINE AFTER FRACTURE OR FRACTURE DISLOCATION,2
SGH Jeddah ,6013022,ORT,PD,6013022,LIPOGEMS HARVESTING AND INJECTION INTO JOINTS,2
SGH Jeddah ,6013023,ORT,PD,6013023,MICRO-FRAGMENTED FAT INJECTION INTO JOINTS FROM ABDOMEN LIPOSUCTION,2
SGH Jeddah ,6013024,ORT,PD,6013024,OPEN REDUCTION AND INTERNAL FIXATION FOR COMMINUTED /MALUNITED FRACTURES OF TEMUR TIBIA AND HUMERUS,2
SGH Jeddah ,6013025,ORT,PD,6013025,OPEN REDUCTION AND INTERNAL FIXATION OR PARTIAL/TOTAL EXCISION OF PATTALA,2
SGH Jeddah ,6013026,ORT,PD,6013026,"OPEN REDUCTION FOR FRACTURE DISLOCATION OF ANKLE, WRIST AND ELBOW.",2
SGH Jeddah ,6013027,ORT,PD,6013027,OPEN SYNOVECTOMY,2
SGH Jeddah ,6013028,ORT,PD,6013028,ORIF FOR RECENT AND OLD NEGLECTED FRACTURES SHOULDER DISLOCATION AND HIP JOINTS,2
SGH Jeddah ,6013029,ORT,PD,6013029,ORIF METACARPAL BONE,2
SGH Jeddah ,6013030,ORT,PD,6013030,"ORIF OF SINGLE BONE EXCEPT FRACTURE NECK, FEMUR, TORCH, FRACTURE AND FRACTURE SPINE (EXCLUDING IMPLANTS)",2
SGH Jeddah ,6013031,ORT,PD,6013031,ORIF OF ULNA,2
SGH Jeddah ,6013032,ORT,PD,6013032,OSTEOTOMIES OF METACARPAL AND PHALANGES ,2
SGH Jeddah ,6013033,ORT,PD,6013033,REMOVAL INTRA-MEDULLARY NAIL OR INTERLOCKING NAIL,1
SGH Jeddah ,6013034,ORT,PD,6013034,"REMOVAL SCREWS, PLATES OR SCREWS WITH PLATES",1
SGH Jeddah ,6013035,ORT,PD,6013035,REPAIR OF ONE TENDON,1
SGH Jeddah ,6013036,ORT,PD,6013036,SKIN GRAFTING OF SMALL AREA (FINGER),1
SGH Jeddah ,6013037,ORT,PD,6013037,SURGICAL DIAGNOSTIC ARTHROSCOPY,1
SGH Jeddah ,6014001,ORT,PD,6014001,AMPUTATIONS / LOWER LIMBS,2
SGH Jeddah ,6014002,ORT,PD,6014002,AMPUTATIONS/ UPPER LIMBS,2
SGH Jeddah ,6014003,ORT,PD,6014003,ARTHROCLESIS/SHOULDER,2
SGH Jeddah ,6014004,ORT,PD,6014004,"ARTHRODESIS 1 BIG JOINT – HIP, KNEE (SUBTALAR/ANKLE), FOOT / TRIPLE",2
SGH Jeddah ,6014005,ORT,PD,6014005,ARTHROSCOPIC ACL RECONSTRUCTION,1
SGH Jeddah ,6014006,ORT,PD,6014006,ARTHROSCOPIC MENISECTOMY,1
SGH Jeddah ,6014007,ORT,PD,6014007,ARTHROSCOPY DIAGNOSTIC WITH PROCEDURE,1
SGH Jeddah ,6014008,ORT,PD,6014008,ARTICULAR CARTILAGE REPAIR FOR MAJOR JOINT (WITHOUT IMPLANT AND BLOOD),2
SGH Jeddah ,6014009,ORT,PD,6014009,BASILAR JOINT REPLACEMENT – ARTHROPLASTY ,3
SGH Jeddah ,6014010,ORT,PD,6014010,BENIGN BONE TUMOURS / CURRETAGE BONE GRAFTING,2
SGH Jeddah ,6014011,ORT,PD,6014011,BONE FIXATION,2
SGH Jeddah ,6014012,ORT,PD,6014012,CERVICAL DISC PROLAPSE- GRAFTING WITH FIXATION,3
SGH Jeddah ,6014013,ORT,PD,6014013,CERVICAL DISC PROLAPSE- NEUROLYSIS WITH FORAMINOTOMY,3
SGH Jeddah ,6014014,ORT,PD,6014014,CONGENITAL DISLOCATION OF HIP (CHD),2
SGH Jeddah ,6014015,ORT,PD,6014015,"CORRECTION BY SOFT TISSUE RELEASE E.G. C.P.; TALIPES EQUINUS, POLIO IF AROUND ONE AREA (HIP, KNEE, FOOT) INVOLVING MORE THAN ONE AREA",2
SGH Jeddah ,6014016,ORT,PD,6014016,"CORRECTION BY SOFT TISSUE RELEASE E.G. C.P.; TALIPES EQUINUS, POLIO IF AROUND ONE AREA (HIP, KNEE, FOOT) WITH BONY OPERATION",2
SGH Jeddah ,6014017,ORT,PD,6014017,"CORRECTION BY SOFT TISSUE RELEASE E.G. C.P.; TALIPES EQUINUS, POLIO IF AROUND ONE AREA (HIP, KNEE, FOOT) WITH TENDON TRANSFERE",2
SGH Jeddah ,6014018,ORT,PD,6014018,CORRECTION OF SPINAL DEFORMITY,10
SGH Jeddah ,6014019,ORT,PD,6014019,"CORRECTIVE OSTEOTOMY, AROUND HIP, KNEE, SHOULDER AND AROUND LONG BONE",2
SGH Jeddah ,6014020,ORT,PD,6014020,CRUCIATE LIGAMENT RECONSTRUCTION WITH LIGAMENT PATELLA BAND,2
SGH Jeddah ,6014021,ORT,PD,6014021,DUPUYTREN EXCISION- ‘Z’ PLASTIES ,2
SGH Jeddah ,6014022,ORT,PD,6014022,FINGER SILICONE ARTHROPLASTY ,2
SGH Jeddah ,6014023,ORT,PD,6014023,FRACTURE ACETABULUM WITH PELVIS,2
SGH Jeddah ,6014024,ORT,PD,6014024,FRACTURE OF SPINE,2
SGH Jeddah ,6014025,ORT,PD,6014025,FRACTURE VETEBRAE,2
SGH Jeddah ,6014026,ORT,PD,6014026,GARAMYCIN BEEDS OR GRAFTING OR CONTINUOUS IRRIGATION,2
SGH Jeddah ,6014027,ORT,PD,6014027,HEMI ARTHROPLASTY (WITHOUT IMPLANTS),3
SGH Jeddah ,6014028,ORT,PD,6014028,HIGH TIBIAL OSTEOTOMY,2
SGH Jeddah ,6014029,ORT,PD,6014029,"INTERLOCKING NAIL OF LONG BONE FOR HUMERUS, TIBIA WITH FEMUR",2
SGH Jeddah ,6014030,ORT,PD,6014030,JOINT INSTABILITIES WITH LIGAMENT INJURY,2
SGH Jeddah ,6014031,ORT,PD,6014031,LIGAMENTS REPAIR ,2
SGH Jeddah ,6014032,ORT,PD,6014032,"LIGAMENTS REPAIR, LATE RECONSTRUCTION, GRAFTING ",2
SGH Jeddah ,6014033,ORT,PD,6014033,LOCAL FLAPS ,2
SGH Jeddah ,6014034,ORT,PD,6014034,LUMBAR DISC PROLAPSE- DESECTOMY WITH DECOMPRESSION,2
SGH Jeddah ,6014035,ORT,PD,6014035,LUMBAR DISC PROLAPSE- GRAFTING WITH FIXATION (EXCLUDING IMPLANTS),2
SGH Jeddah ,6014036,ORT,PD,6014036,MALIGNANT TUMOURS - AUGMENTATION BONE CEMENT,2
SGH Jeddah ,6014037,ORT,PD,6014037,MALIGNANT TUMOURS - EXCISION WITH BIOPSY,2
SGH Jeddah ,6014038,ORT,PD,6014038,MALIGNANT TUMOURS – ORIF (EXCLUDING IMPLANTS),2
SGH Jeddah ,6014039,ORT,PD,6014039,MENISECTOMY OR EXCISIN OF CYST OF THE KNEE JOINT,1
SGH Jeddah ,6014040,ORT,PD,6014040,OPEN REDUCTION AND INTERNAL FIXATION FOR FRACTURES OF THE RADIUS WITH SCREWS PLATES,1
SGH Jeddah ,6014041,ORT,PD,6014041,ORIF OF  FRACTURE NECK OF FEMUR (WITHOUT IMPLANTS),2
SGH Jeddah ,6014042,ORT,PD,6014042,OSTEOTOMIES OF RADIUS ULNA ,2
SGH Jeddah ,6014043,ORT,PD,6014043,PARTIAL HIP REPLACEMENT (IMPLANTS NOT INCLUDED),2
SGH Jeddah ,6014044,ORT,PD,6014044,PARTIAL KNEE REPLACEMENT (HEMIARTHROPLASTY)(IMPLANTS NOT INCLUDED),2
SGH Jeddah ,6014045,ORT,PD,6014045,RECURRENT SHOULDER DISLOCATION,2
SGH Jeddah ,6014046,ORT,PD,6014046,"REDUCTION, FRACTURE, FEMUR, OPEN W/INTERNAL FIXATION",2
SGH Jeddah ,6014047,ORT,PD,6014047,"REMOVAL F.B DEEP OR IN CRITICAL AREA (AROUND VESSEL OR JOINT, NERVES) ",2
SGH Jeddah ,6014048,ORT,PD,6014048,"REPAIR OTHER LIGAMENTS, CRUCIATE",2
SGH Jeddah ,6014049,ORT,PD,6014049,"REPLACEMENT-KNEE, PARTIAL AND TOTAL",4
SGH Jeddah ,6014050,ORT,PD,6014050,SAUCERISATION,2
SGH Jeddah ,6014051,ORT,PD,6014051,SCAPHOID FRACTURES ORIF – GRAFTING ,2
SGH Jeddah ,6014052,ORT,PD,6014052,SEQUESTRECTOMY,2
SGH Jeddah ,6014053,ORT,PD,6014053,SKIN FLAP (ADVANCEMENT N.V. SKIN FLAP; ROTATIONAL FLAP),2
SGH Jeddah ,6014054,ORT,PD,6014054,SKIN GRAFTING OF BIG AREA,2
SGH Jeddah ,6014055,ORT,PD,6014055,TENDON GRAFTING,2
SGH Jeddah ,6014056,ORT,PD,6014056,TENDON GRAFTING WITH OPEN REPAIR,2
SGH Jeddah ,6014057,ORT,PD,6014057,TENDON INTERPOSITION ARTHROPLASTY,2
SGH Jeddah ,6014058,ORT,PD,6014058,"TENDON RECONSTRUCTION, LATE REPAIR ",2
SGH Jeddah ,6014059,ORT,PD,6014059,TENDON SYNOVECTOMY ,2
SGH Jeddah ,6014060,ORT,PD,6014060,TENDON TRANSFERS –  MAIN HAND NERVES ,2
SGH Jeddah ,6014061,ORT,PD,6014061,TENDONS REPAIR – FLEXORS / EXTENSORS ,2
SGH Jeddah ,6014062,ORT,PD,6014062,TENOLYSIS REDO TENDONS REPAIR / RECONSTRUCTION  ,2
SGH Jeddah ,6014063,ORT,PD,6014063,TOTAL HIP REPLACEMENT (IMPLANTS NOT INCLUDED),2
SGH Jeddah ,6014064,ORT,PD,6014064,TOTAL KNEE REPLACEMENT (IMPLANTS NOT INCLUDED),2
SGH Jeddah ,6014065,ORT,PD,6014065,TROCHANTERIC FRACTURE,2
SGH Jeddah ,6014066,ORT,PD,6014066,TUMOR EXCISION RELATED TO NERVES OR VESSELS ,2
SGH Jeddah ,6014067,ORT,PD,6014067,WOUND TOILET WITH DEBRIDMENT,D/C
SGH Jeddah ,6014068,ORT,PD,6014068,WRIST DENERVATION – ABLATION  ,2
SGH Jeddah ,6014069,ORT,PD,6014069,WRIST FUSION TOTAL OR PARTIAL ,2
SGH Jeddah ,6022001,ORT,PD,6022001,ADDUCTOR AND ILIOPSOAS RELEASE,1
SGH Jeddah ,6022002,ORT,PD,6022002,CORRECTION OF THUMB IN PALM DEFORMITY IN CEREBRAL PALSY ,1
SGH Jeddah ,6022003,ORT,PD,6022003,EXCISION OF DUPLICATE THUMB ,1
SGH Jeddah ,6022004,ORT,PD,6022004,RELEASE OF SIMPLE SYNDACTYLY ,1
SGH Jeddah ,6022005,ORT,PD,6022005,REPAIR OF SPRINGEL DEFORMITY,1
SGH Jeddah ,6023001,ORT,PD,6023001,ADDUCTOR TRANSFER ,1
SGH Jeddah ,6023002,ORT,PD,6023002,"ARTHROGRAM, WITH RELEASE OF ADDUCTORS WITH CLOSED REDUCTION AND SPICE CAST APPLICATION U.G.A.",1
SGH Jeddah ,6023003,ORT,PD,6023003,CALCANEAL LENGTHENING OSTEOTOMY FOR CORRECTION OF HINDFOOT VALGUS DEFORMITY ,2
SGH Jeddah ,6023004,ORT,PD,6023004,CHUINARD –BASKIN PROCEDURE FOR FOREFOOT CAVUS ,2
SGH Jeddah ,6023005,ORT,PD,6023005,"CORRECTION, SYNDACTYLY",1
SGH Jeddah ,6023006,ORT,PD,6023006,DISTAL HAMSTRING LENGTHENING AND/OR POSTERIOR CAPSULOTOMY ,2
SGH Jeddah ,6023007,ORT,PD,6023007,EXCISION OF TALOCALCANEAL COALITION,2
SGH Jeddah ,6023008,ORT,PD,6023008,HEMIEPHYSIODESIS OF THE PROXIMAL TIBIA BY DRILLING FOR KNEE VARUM / VALGUS,2
SGH Jeddah ,6023009,ORT,PD,6023009,HEMIEPIPHYSIODESIS OF THE PROXIMAL TIBIA BY STAPPLING FOR KNEE VARUM/VALGUS ,2
SGH Jeddah ,6023010,ORT,PD,6023010,JONES PROCEDURE FOR COCK-UP FOOT DEFORMITY ,2
SGH Jeddah ,6023011,ORT,PD,6023011,MEDIAL AND/OR LATERAL HAMSTRINGS LENGTHENING ,2
SGH Jeddah ,6023012,ORT,PD,6023012,MITCHELL BUNIONECTOMY ,2
SGH Jeddah ,6023013,ORT,PD,6023013,PERCUTANEOUS CANNULATED SCREW FIXATION FOR SLIPPED CAPITAL FEMORAL EPIPHYSIS,2
SGH Jeddah ,6023014,ORT,PD,6023014,PERCUTANEOUS EPIPHYSIODESIS OF THE PROXIMAL TIBIA,2
SGH Jeddah ,6023015,ORT,PD,6023015,PLANTAR RELEASE AND 1ST METATARSAL OSTEOTOMY FOR CAVUS FOOT ,2
SGH Jeddah ,6023016,ORT,PD,6023016,PROXIMAL HAMSTRING TENOTOMY ,2
SGH Jeddah ,6023017,ORT,PD,6023017,PROXIMAL METATARSAL OSTEOTOMY AND BUNIONECTOMY,2
SGH Jeddah ,6023018,ORT,PD,6023018,RECTUS FEMORIS TRANSFER,2
SGH Jeddah ,6023019,ORT,PD,6023019,RELEASE OF CONGENITAL CONSTRUCTION BAND,2
SGH Jeddah ,6023020,ORT,PD,6023020,REPAIR OF CONGENITAL PSEUDARTHROSIS OF THE CLAVICLE,2
SGH Jeddah ,6023021,ORT,PD,6023021,RESECTION OF CALCANEONAVICULAR COALITION ,2
SGH Jeddah ,6023022,ORT,PD,6023022,"RESECTION OF PARTIAL GROWTH ARREST (FEMUR, KNEE AND ANKLE)",2
SGH Jeddah ,6023023,ORT,PD,6023023,SCREW EPIPHYSIODESIS FOR ANKLE VALGUS,2
SGH Jeddah ,6023024,ORT,PD,6023024,SEMI TENDINOSUS TENODESIS OF PATELLA FOR RECURRENT DISLOCATION ,2
SGH Jeddah ,6023025,ORT,PD,6023025,SPLIT ANTERIOR TIBIAL TENDON TRANSFER ,2
