TARIFF,SERVICE_NAMEE,CODE,NAME,DEPARTMENT_NAME,OP_PRICE,IP_PRICE
MALATH,SURGICAL PROCEDURES,FMSUR-3022,SCLEROTHERAPY FOR VARICOSE     VEINS (SESSION),SURGERY CLINIC,189.0,189
MALATH,SURGICAL PROCEDURES,FMSUR-3023,SCLEROHERAPHY FOR HEMORRHOIDS  (SESSION),SURGERY CLINIC,121.0,121
MALATH,SURGICAL PROCEDURES,FMSUR-3024,AMPUTATION ABOVE KNEE ,SURGERY CLINIC,3649.0,3649
MALATH,SURGICAL PROCEDURES,FMSUR-3025,AMPUTATION BELOW KNEE ,SURGERY CLINIC,2436.0,2436
MALATH,SURGICAL PROCEDURES,FMSUR-3026,AMPUTAION METATARSAL,SURGERY CLINIC,1827.0,1827
MALATH,SURGICAL PROCEDURES,FMSUR-3027,AMPUTATION TOE,SURGERY CLINIC,735.0,735
MALATH,SURGICAL PROCEDURES,FMSUR-3028,DISTAL INFRAPOPLITEAL BY-PASSES,SURGERY CLINIC,9728.0,9728
MALATH,SURGICAL PROCEDURES,FMSUR-3029,AORTA BI-FERMORAL BYPASS,SURGERY CLINIC,10500.0,10500
MALATH,SURGICAL PROCEDURES,FMSUR-3034,PERMICATH INSERTION,SURGERY CLINIC,2100.0,2100
MALATH,SURGICAL PROCEDURES,FMSUR-3035,PORTA-CATH INSERTION ,SURGERY CLINIC,2100.0,2100
MALATH,SURGICAL PROCEDURES,FMSUR-3036,CAROTID THROMBOEND ARTREC TOMY,SURGERY CLINIC,7303.0,7303
MALATH,SURGICAL PROCEDURES,FMSUR-3037,DEBRIDEMENT OF DIABETIC FOOT   INFECTION,SURGERY CLINIC,3990.0,3990
MALATH,SURGICAL PROCEDURES,FMSUR-3038,RVL. OF PERMA CATH. & REPAIR   OF JAGULAR LINE,SURGERY CLINIC,1654.0,1654
MALATH,SURGICAL PROCEDURES,FMSUR-3039,AORTIC ANEURYSM REPAIR ABDOMINAL ,SURGERY CLINIC,15750.0,15750
MALATH,SURGICAL PROCEDURES,FMSUR-3040,AORTIC ANEURYSM REPAIR A.BI-FEMORAL ,SURGERY CLINIC,15750.0,15750
MALATH,SURGICAL PROCEDURES,FMSUR-3041,ARTERIAL OR VENOUS INJURY - MODERATE,SURGERY CLINIC,3675.0,3675
MALATH,SURGICAL PROCEDURES,FMSUR-3042,ARTERIAL OR VENOUS INJURY - MAJOR,SURGERY CLINIC,4725.0,4725
MALATH,SURGICAL PROCEDURES,FMSUR-3043,COMBINED ATRERIAL AND VENOUS INJURIES ,SURGERY CLINIC,6300.0,6300
MALATH,SURGICAL PROCEDURES,FMSUR-4006,PARTL THYROIDECTOMY,SURGERY CLINIC,4200.0,4200
MALATH,SURGICAL PROCEDURES,FMSUR-4007,MASTECTOMY - SIMPLE,SURGERY CLINIC,3675.0,3675
MALATH,SURGICAL PROCEDURES,FMSUR-4008,LOBECTOMY - THYROID ,SURGERY CLINIC,2436.0,2436
MALATH,SURGICAL PROCEDURES,FMSUR-4009,RADICAL MASTECTOMY AND AXILLARY BLOCK DISSECTION ,SURGERY CLINIC,2436.0,2436
MALATH,SURGICAL PROCEDURES,FMSUR-4010,RADICAL MASTECTOMY,SURGERY CLINIC,3675.0,3675
MALATH,SURGICAL PROCEDURES,FMSUR-4011,TOTAL THROIDECTOMY,SURGERY CLINIC,4725.0,4725
MALATH,SURGICAL PROCEDURES,FMSUR-4012,ENUNCLIATION OF THYROID CYST   OR ADENOMA,SURGERY CLINIC,1827.0,1827
MALATH,SURGICAL PROCEDURES,FMSUR-4013,LYMPH NODES BIOPSY (SUPERFICIAL),SURGERY CLINIC,494.0,494
MALATH,SURGICAL PROCEDURES,FMSUR-4014,LYMPH NODES BIOPSY (DEEP),SURGERY CLINIC,977.0,977
MALATH,SURGICAL PROCEDURES,FMSUR-4015,BRANCHIAL CYST EXCISION,SURGERY CLINIC,1827.0,1827
MALATH,SURGICAL PROCEDURES,FMSUR-4016,SUPERFICIAL PAROTEDECTOMY,SURGERY CLINIC,4200.0,4200
MALATH,SURGICAL PROCEDURES,FMSUR-4017,EXPLORATION AND/OR EXCISION OF PARA THYROID GLAND OR ADENOMA,SURGERY CLINIC,2436.0,2436
MALATH,SURGICAL PROCEDURES,FMSUR-4018,EXCISION OF AXILLARY MASS,SURGERY CLINIC,1743.0,1743
MALATH,SURGICAL PROCEDURES,FMSUR-4019,EXCISION OF LOCALIZED LESION   OF BREAST,SURGERY CLINIC,2100.0,2100
MALATH,SURGICAL PROCEDURES,FMSUR-4020,MASTECTOMY IN MALES,SURGERY CLINIC,2205.0,2205
MALATH,SURGICAL PROCEDURES,FMSUR-4021,FINE NEEDLE BIOPSY OR ASPIRATN OF THYROID CYST,SURGERY CLINIC,247.0,247
MALATH,SURGICAL PROCEDURES,FMSUR-4022,NECK EXPLORATION,SURGERY CLINIC,4862.0,4862
MALATH,SURGICAL PROCEDURES,FMSUR-4023,LOBECTOMY - BREAST ,SURGERY CLINIC,3150.0,3150
MALATH,SURGICAL PROCEDURES,FMSUR-5006,REPAIR OF VARICOCELE (HIGH -   LIGATION OF SPERMATIC VEIN,SURGERY CLINIC,2100.0,2100
MALATH,SURGICAL PROCEDURES,FMSUR-5007,REPAIR OF HYDROCELE,SURGERY CLINIC,2100.0,2100
MALATH,SURGICAL PROCEDURES,FMSUR-5008,REPAIR UNDESCENDED TESTICLE,SURGERY CLINIC,2310.0,2310
MALATH,SURGICAL PROCEDURES,FMSUR-5009,ORCHIDECTOMY,SURGERY CLINIC,2310.0,2310
MALATH,SURGICAL PROCEDURES,FMSUR-5010,HERNIORRHAPHY,SURGERY CLINIC,2625.0,2625
MALATH,SURGICAL PROCEDURES,FMSUR-5011,REPAIR OF INCARCERATED HERNIA,SURGERY CLINIC,3045.0,3045
MALATH,SURGICAL PROCEDURES,FMSUR-5012,EXCISN OF CYST OF FORESKIN     PENIS,SURGERY CLINIC,614.0,614
MALATH,SURGICAL PROCEDURES,FMSUR-5013,RECURRENT HERNIA W/ SKIN GRAFT,SURGERY CLINIC,3649.0,3649
MALATH,SURGICAL PROCEDURES,FMSUR-5014,RESECTN OF STRANGULATED HERNIA,SURGERY CLINIC,3675.0,3675
MALATH,SURGICAL PROCEDURES,FMSUR-5015,REPAIR OF DIASTASIS OF RECTUS  MUSCLE(MAYO OPERATION),SURGERY CLINIC,3675.0,3675
MALATH,SURGICAL PROCEDURES,FMSUR-5016,HERNIA REPAIR - BILATERAL,SURGERY CLINIC,3649.0,3649
MALATH,SURGICAL PROCEDURES,FMSUR-5017,REPAIR OF UMBILICAL HERNIA     (SMALL),SURGERY CLINIC,2189.0,2189
MALATH,SURGICAL PROCEDURES,FMSUR-5018,REPAIR OF UMBILICAL HERNIA     (BIG),SURGERY CLINIC,2310.0,2310
MALATH,SURGICAL PROCEDURES,FMSUR-5019,REPAIR OF EPIGASTRIC HERNIA -  (SMALL),SURGERY CLINIC,1218.0,1218
MALATH,SURGICAL PROCEDURES,FMSUR-5020,REPAIR OF EPIGASTRIC HERNIA -  (BIG),SURGERY CLINIC,2436.0,2436
MALATH,SURGICAL PROCEDURES,FMSUR-5021,REPAIR OF FERMORAL HERNIA,SURGERY CLINIC,2683.0,2683
MALATH,SURGICAL PROCEDURES,FMSUR-5022,HERNIOTOMY IN CHILDREN,SURGERY CLINIC,1218.0,1218
MALATH,SURGICAL PROCEDURES,FMSUR-5023,REPAIR OF SPIEGEL HERNIA,SURGERY CLINIC,1465.0,1465
MALATH,SURGICAL PROCEDURES,FMSUR-5024,RECURRENT HERNIA W/OUT GRAFT,SURGERY CLINIC,3045.0,3045
MALATH,SURGICAL PROCEDURES,FMSUR-5025,VASECTOMY,SURGERY CLINIC,1218.0,1218
MALATH,SURGICAL PROCEDURES,FMSUR-6006,PLEURAL TAP (THERAPEUTIC),SURGERY CLINIC,368.0,368
MALATH,SURGICAL PROCEDURES,FMSUR-6007,ENDOTRACHEAL INTUBATION,SURGERY CLINIC,247.0,247
MALATH,SURGICAL PROCEDURES,FMSUR-6009,TRACHEOSTOMY,SURGERY CLINIC,1827.0,1827
MALATH,SURGICAL PROCEDURES,FMSUR-6010,EXPLORATORY THORACOTOMY,SURGERY CLINIC,3649.0,3649
MALATH,SURGICAL PROCEDURES,FMSUR-6011,WEDGE RESECTION LUNG,SURGERY CLINIC,4258.0,4258
MALATH,SURGICAL PROCEDURES,FMSUR-6012,PLEURECTOMY,SURGERY CLINIC,3649.0,3649
MALATH,SURGICAL PROCEDURES,FMSUR-6013,CLOSURE OF BRONCHO PLEURAL     FISTULA,SURGERY CLINIC,4258.0,4258
MALATH,SURGICAL PROCEDURES,FMSUR-6014,DECORTICATION,SURGERY CLINIC,3649.0,3649
MALATH,SURGICAL PROCEDURES,FMSUR-6015,LOBECTOMY AND BRONCHOPLASTY,SURGERY CLINIC,8106.0,8106
MALATH,SURGICAL PROCEDURES,FMSUR-6016,SUBCUTANEOUS IMPLANTATION OF   PACEMAKER,SURGERY CLINIC,3649.0,3649
MALATH,SURGICAL PROCEDURES,FMSUR-7006,CRANIOTOMY,SURGERY CLINIC,3045.0,3045
MALATH,SURGICAL PROCEDURES,FMSUR-7007,SUTURE OF PERIPHERAL NERVE,SURGERY CLINIC,1218.0,1218
MALATH,SURGICAL PROCEDURES,FMSUR-7008,PERIPHERAL NERVE GRAFT,SURGERY CLINIC,3649.0,3649
MALATH,SURGICAL PROCEDURES,FMSUR-7009,REPAIR OF OLD TRAUMATIC INJURY OF PERIPHERAL NERVE,SURGERY CLINIC,4258.0,4258
MALATH,SURGICAL PROCEDURES,FMSUR-7010,LUMBAR/VERTICAL DISC,SURGERY CLINIC,4258.0,4258
MALATH,SURGICAL PROCEDURES,FMSUR-7011,CERVICAL DISC W/PLATE FUSION,SURGERY CLINIC,4862.0,4862
MALATH,SURGICAL PROCEDURES,FMSUR-8006,"ASPIRATION, SYNOVIAL FLUID",SURGERY CLINIC,189.0,189
MALATH,SURGICAL PROCEDURES,FMSUR-8007,REDUCTION FO FRACTURE UNDER    LOCAL ANAESTHESIA & CAST,SURGERY CLINIC,977.0,977
MALATH,SURGICAL PROCEDURES,FMSUR-8008,BURSECTOMY - OLECRANON,SURGERY CLINIC,2100.0,2100
MALATH,SURGICAL PROCEDURES,FMSUR-8009,REMOVAL OF FIBRO CHONDROMA,SURGERY CLINIC,3045.0,3045
MALATH,SURGICAL PROCEDURES,FMSUR-8010,FINGER AMPUTATION (PARTIAL),SURGERY CLINIC,614.0,614
MALATH,SURGICAL PROCEDURES,FMSUR-8011,TOE AMPUTATION (PARTIAL),SURGERY CLINIC,735.0,735
MALATH,SURGICAL PROCEDURES,FMSUR-8012,PLASTER SLAB (ARM),SURGERY CLINIC,163.0,163
MALATH,SURGICAL PROCEDURES,FMSUR-8013,PLASTER SLAB (LEG),SURGERY CLINIC,189.0,189
MALATH,SURGICAL PROCEDURES,FMSUR-9006,PALMAR TUMOUR OF HAND EXCISION ,SURGERY CLINIC,614.0,614
MALATH,SURGICAL PROCEDURES,FMSUR-9007,DORSAL TUMOUR OF HAND EXCISION ,SURGERY CLINIC,614.0,614
MALATH,SURGICAL PROCEDURES,FMSUR-9008,REMOVAL OF TATTOO,SURGERY CLINIC,2189.0,2189
MALATH,SURGICAL PROCEDURES,FMSUR-9009,REPAIR OF BAT EARS,SURGERY CLINIC,3649.0,3649
MALATH,SURGICAL PROCEDURES,FMSUR-9010,EXTENSIVE KELOID RECONSTRUCTN,SURGERY CLINIC,2436.0,2436
MALATH,SURGICAL PROCEDURES,FMSUR-9011,TUBE GRAFT,SURGERY CLINIC,3649.0,3649
MALATH,SURGICAL PROCEDURES,FMSUR-9012,REMVL OF DEEP EXTERNAL ULCER   W/ SKIN GRAFT,SURGERY CLINIC,2436.0,2436
MALATH,SURGICAL PROCEDURES,FMSUR-9013,CORRECTN OF CONGENITAL WEBBED  FINGERS,SURGERY CLINIC,1827.0,1827
MALATH,SURGICAL PROCEDURES,FMSUR-9014,SKIN GRAFT FULL THICKNESS FREE,SURGERY CLINIC,2436.0,2436
MALATH,SURGICAL PROCEDURES,FMSUR-9015,SKIN GRAFT PARTIAL THICKNESS,SURGERY CLINIC,2436.0,2436
MALATH,SURGICAL PROCEDURES,FMSUR-9017,AUTOGENOUS SKIN GRAFTING(SMALL,SURGERY CLINIC,614.0,614
MALATH,SURGICAL PROCEDURES,FMSUR-9018,DRESSING OF BURNS UPTO 10%AREA,SURGERY CLINIC,494.0,494
MALATH,SURGICAL PROCEDURES,FMSUR-9019,CARBUNCLE UNDER GA,SURGERY CLINIC,798.0,798
MALATH,SURGICAL PROCEDURES,FMSUR-9020,REPAIR OF CUT WOUND TONGUE,SURGERY CLINIC,247.0,247
MALATH,SURGICAL PROCEDURES,FMSUR-9021,PSARP FOR INPERFORATE ANUS (RECTOVESICAL FISTULA),SURGERY CLINIC,4200.0,4200
MALATH,SURGICAL PROCEDURES,FMSUR-9022,PSARP FOR IMPERFACTED ANUS(RECTO VRETHRAL FISTUAL),SURGERY CLINIC,4200.0,4200
MALATH,SURGICAL PROCEDURES,FMSUR-9023,PSARP FOR IMPERFORATE ANUS (VAGINAL FISTULA),SURGERY CLINIC,3150.0,3150
MALATH,SURGICAL PROCEDURES,FMSUR-9024,PSARVUP FOR REPAIR OF CLOACA,SURGERY CLINIC,5250.0,5250
MALATH,SURGICAL PROCEDURES,FMSUR-9025,TRANSANAL PULL THROUGH FOR HIRSCHSPRIING DISEASE,SURGERY CLINIC,4725.0,4725
MALATH,SURGICAL PROCEDURES,FMSUR-9026,DUHAMEL OPERATION FOR HIRSCHSPRUNG'S DISEASE,SURGERY CLINIC,5250.0,5250
MALATH,SURGICAL PROCEDURES,FMSUR-9027,KASAI OPERATION FOR TREATMENT OF BILIARY ATRESIA,SURGERY CLINIC,3150.0,3150
MALATH,SURGICAL PROCEDURES,FMSUR-9029,REPAIR OF IMPERAFARATE ANUS (PERINEAL ANOPLASTY,SURGERY CLINIC,1575.0,1575
MALATH,SURGICAL PROCEDURES,FMSUR-9030,PSARP FOR IMPERFORATE ANUS (VESTIBULAR FISTULA),SURGERY CLINIC,3150.0,3150
MALATH,SURGICAL PROCEDURES,FMSUR-9031,GASTRIC BY PASS,SURGERY CLINIC,5250.0,5250
MALATH,SURGICAL PROCEDURES,FMSUR-9032,HYPOSPADIAS REPAIR ( ONE STAGE),SURGERY CLINIC,4200.0,4200
MALATH,SURGICAL PROCEDURES,FMSUR-9033,RECTAL BIOPSY (FULL THICKNESS),SURGERY CLINIC,1050.0,1050
MALATH,SURGICAL PROCEDURES,FMSUR-9034,ADRENALECTOMY,SURGERY CLINIC,3675.0,3675
MALATH,SURGICAL PROCEDURES,FMSUR-9035,LAPAROSCOPIC ORCHIDECTOMY,SURGERY CLINIC,3150.0,3150
MALATH,SURGICAL PROCEDURES,FMSUR-9036,SECOND LOOK EXPLORATORY LAPAROTOMY,SURGERY CLINIC,2100.0,2100
MALATH,SURGICAL PROCEDURES,FMSUR-9037,RESECTION-ANASTOMOSIS OF A SMALL INTENSINAL LOOP,SURGERY CLINIC,3150.0,3150
MALATH,SURGICAL PROCEDURES,FMSUR-9038,FINGER AMPUTATION (Multiple),SURGERY CLINIC,1260.0,1260
MALATH,SURGICAL PROCEDURES,FMSUR-9039,UPPER G.I ENDOSCOPY (Diagnostic),SURGERY CLINIC,840.0,840
MALATH,SURGICAL PROCEDURES,FMSUR-9040,UPPER G.I ENDOSCOPY (Therapentic),SURGERY CLINIC,1365.0,1365
MALATH,SURGICAL PROCEDURES,FMSUR-9041,LAPROSCOPIC ASSISTED RETROPERITONEAL LYMPH NODE EXCISION,SURGERY CLINIC,2625.0,2625
MALATH,SURGICAL PROCEDURES,FMSUR-9042,ADHESIOLYSIS FOR ADHESIVE INTESTINAL OBSTRUCTION,SURGERY CLINIC,1050.0,1050
MALATH,SURGICAL PROCEDURES,FMSUR-9043,PARATHYROIDECTOMY FOR HYPERPARATHYRODISM,SURGERY CLINIC,2100.0,2100
MALATH,SURGICAL PROCEDURES,FMSUR-9044,FEMORAL OR SUBCLAVICEN CATHETR,SURGERY CLINIC,683.0,683
MALATH,SURGICAL PROCEDURES,FMSUR-9045,CORRECTION OF PERIPHERAL ANEURYSM,SURGERY CLINIC,4200.0,4200
MALATH,SURGICAL PROCEDURES,FMSUR-9046,TRANSHIATAL ESOPHAGECTOMY AND CERVICAL ESOPHAGOGASTROSOTOMY,SURGERY CLINIC,7350.0,7350
MALATH,SURGICAL PROCEDURES,FMSUR-9047,RESECTION OF NEUROBLASTOMA,SURGERY CLINIC,4200.0,4200
MALATH,SURGICAL PROCEDURES,FMSUR-9048,EXCISION OF SOFT TISSUE SARCOMA,SURGERY CLINIC,3675.0,3675
MALATH,SURGICAL PROCEDURES,FMSUR-9049,COLLIS GASTROPLASTRY & MODIFIED FUNDOPLICATION,SURGERY CLINIC,3045.0,3045
MALATH,SURGICAL PROCEDURES,FMSUR-9050,EXCISION OF FIBROMA,SURGERY CLINIC,525.0,525
MALATH,SURGICAL PROCEDURES,FMSUR-9051,POSTERIOR FACIOTOMY,SURGERY CLINIC,1575.0,1575
MALATH,SURGICAL PROCEDURES,FMSUR-9052,REPAIR OF OMPHALOCAELE (SMALL),SURGERY CLINIC,1050.0,1050
MALATH,SURGICAL PROCEDURES,FMSUR-9053,REPAIR OF OMPHALOCAELE(BIG),SURGERY CLINIC,2100.0,2100
MALATH,SURGICAL PROCEDURES,FMSUR-9054,MINIMAL INVASIVE APPENDECTOMY,SURGERY CLINIC,1575.0,1575
MALATH,SURGICAL PROCEDURES,FMSUR-9055,LAPAROSCOPIC ASSISTED GASTRIC BY-PASS,SURGERY CLINIC,4200.0,4200
MALATH,SURGICAL PROCEDURES,FMSUR-9056,HUGE INTRAMUSCULAR LIPOMA,SURGERY CLINIC,2100.0,2100
MALATH,SURGICAL PROCEDURES,FMSUR-9057,CIRCUMCISION BETWEEN 1-15 YEARS,SURGERY CLINIC,525.0,525
MALATH,SURGICAL PROCEDURES,FMSUR-9058,THYROIDECTOMY FOR RECURRENT GOITRE,SURGERY CLINIC,4200.0,4200
MALATH,SURGICAL PROCEDURES,FMSUR-9059,EXCISION OF BRONCHIAL FISTULA (MAJOR),SURGERY CLINIC,1575.0,1575
MALATH,SURGICAL PROCEDURES,FMSUR-9060,REMOVAL OF PERMICATH,SURGERY CLINIC,1103.0,1103
MALATH,SURGICAL PROCEDURES,FMSUR-9061,HYDROCELECTOMY BILATERAL,SURGERY CLINIC,2520.0,2520
MALATH,SURGICAL PROCEDURES,FMSUR-9062,EXCISION OF SKIN PAPILLOMA,SURGERY CLINIC,525.0,525
MALATH,SURGICAL PROCEDURES,FMSUR-9063,LIGATION OF A.V. GRAFT,SURGERY CLINIC,1050.0,1050
MALATH,SURGICAL PROCEDURES,FMSUR-9065,LAY OPEN OF FISTULA,SURGERY CLINIC,1050.0,1050
MALATH,SURGICAL PROCEDURES,FMSUR-9066,REMOVAL OF STICTHES UNDER GA,SURGERY CLINIC,525.0,525
MALATH,SURGICAL PROCEDURES,FMSUR-9067,REVESAL OF HARTMANN'S PROCEDURE OF THE COLON,SURGERY CLINIC,3675.0,3675
MALATH,SURGICAL PROCEDURES,FMSUR-9068,BILATERAL HERNIOTOMY IN CHILDEREN,SURGERY CLINIC,2625.0,2625
MALATH,SURGICAL PROCEDURES,FMSUR-9069,REPAIR OF RECURRENT VENTRAL HERINA WITH A MESH,SURGERY CLINIC,2940.0,2940
MALATH,SURGICAL PROCEDURES,FMSUR-9070,EXCISION OF NERVE SCHWANNOMA,SURGERY CLINIC,2625.0,2625
MALATH,SURGICAL PROCEDURES,FMSUR-9071,TRANS-ANAL EXPLORATION OF A PARARECTAL CYST,SURGERY CLINIC,945.0,945
MALATH,SURGICAL PROCEDURES,FMSUR-9072,RADICAL ORCHIDECTOMY(MAJOR),SURGERY CLINIC,2625.0,2625
MALATH,SURGICAL PROCEDURES,FMSUR-9073,REMOVAL OF DIALYSIS CATHETEK,SURGERY CLINIC,263.0,263
MALATH,SURGICAL PROCEDURES,FMSUR-9074,REMOVAL OF PORTACATH,SURGERY CLINIC,735.0,735
MALATH,SURGICAL PROCEDURES,FMSUR-9075,LAPROSCOPIC CYSTO-GASTROSTOMY,SURGERY CLINIC,3675.0,3675
MALATH,SURGICAL PROCEDURES,FMSUR-9076,OPENING OF ALOOP CHOLOSTOMY,SURGERY CLINIC,788.0,788
MALATH,SURGICAL PROCEDURES,FMSUR-9077,ORCHIDOPEXY(OPEN) ONE SIDE,SURGERY CLINIC,1575.0,1575
MALATH,SURGICAL PROCEDURES,FMSUR-9078,ORCHIDOPEXY(OPEN) BILATERAL,SURGERY CLINIC,2100.0,2100
MALATH,SURGICAL PROCEDURES,FMSUR-9079,LIGATION OF A.V ANEURYSM,SURGERY CLINIC,1575.0,1575
MALATH,SURGICAL PROCEDURES,FMSUR-9080,ESOPHAGEUL REPLACEMENT,SURGERY CLINIC,4725.0,4725
MALATH,SURGICAL PROCEDURES,FMSUR-9081,TESTICULAR MASS,SURGERY CLINIC,2520.0,2520
MALATH,SURGICAL PROCEDURES,FMSUR-9082,VARICOCELE LIGATION,SURGERY CLINIC,1890.0,1890
MALATH,SURGICAL PROCEDURES,FMSUR-9083,WIDE LOCAL EXCISION & AXILLARY EVACUATION,SURGERY CLINIC,2625.0,2625
MALATH,SURGICAL PROCEDURES,FMSUR-9084,ILEO FEMORAL BY PASS,SURGERY CLINIC,6300.0,6300
MALATH,SURGICAL PROCEDURES,FMSUR-9085,ABSCESS INCISION & DRAINAGE UNDER LOCAL ANAESTHESIA,SURGERY CLINIC,336.0,336
MALATH,SURGICAL PROCEDURES,FMSUR-9086,SUBFACIAL ENDOSCOPIC PERFARATOR SURGERY,SURGERY CLINIC,2100.0,2100
MALATH,SURGICAL PROCEDURES,FMSUR-9087,EVACUATION OF WOUND HAEMATOMA,SURGERY CLINIC,525.0,525
MALATH,SURGICAL PROCEDURES,FMSUR-9088,FASCIOTOMY,SURGERY CLINIC,263.0,263
MALATH,SURGICAL PROCEDURES,FMSUR-9089,AMPUTATION ABOVE ELBOW,SURGERY CLINIC,1575.0,1575
MALATH,SURGICAL PROCEDURES,FMSUR-9090,MESENTERIC TEAR,SURGERY CLINIC,1575.0,1575
MALATH,SURGICAL PROCEDURES,FMSUR-9091,AUXILLARY ARTERY REPAIR,SURGERY CLINIC,21000.0,21000
MALATH,SURGICAL PROCEDURES,FMSUR-9092,ENDOSCOPIC THYROIDECTOMY(ONE LOBE),SURGERY CLINIC,2625.0,2625
MALATH,SURGICAL PROCEDURES,FMSUR-9093,ENDOSCOPIC THYROIDECTOMY(TWO LOBES),SURGERY CLINIC,3675.0,3675
MALATH,SURGICAL PROCEDURES,FMSUR-9094,REPAIR OF VENTRAL HERNIA WITH MESH,SURGERY CLINIC,3675.0,3675
MALATH,SURGICAL PROCEDURES,FMSUR-9095,DAY CASE HERNIOTOMY,SURGERY CLINIC,683.0,683
MALATH,SURGICAL PROCEDURES,FMSUR-9096,DEBRIDEMENT,SURGERY CLINIC,788.0,788
MALATH,SURGICAL PROCEDURES,FMSUR-9097,DRESSING UNDER GA,SURGERY CLINIC,142.0,142
MALATH,SURGICAL PROCEDURES,FMSUR-9098,QUADRENTECTOMY AND AUXILLARY EVACUATION,SURGERY CLINIC,3675.0,3675
MALATH,SURGICAL PROCEDURES,FMSUR-9099,DRAINAGE OF COLLECTION AT THE SUBMANDIBLE AREA,SURGERY CLINIC,1575.0,1575
MALATH,SURGICAL PROCEDURES,FMSUR-9100,BILATERAL HERNEORRHAPHY,SURGERY CLINIC,3150.0,3150
MALATH,SURGICAL PROCEDURES,FMSUR-9101,REPAIR OF MULTIPLE MESSENTERIC TEAR,SURGERY CLINIC,1575.0,1575
MALATH,SURGICAL PROCEDURES,FMSUR-9102,REPAIR OF ABDOMINAL WALL INJURIES(MAJOR),SURGERY CLINIC,2100.0,2100
MALATH,SURGICAL PROCEDURES,FMSUR-9103,REPAIR OF ABDOMINAL WALL INJURIES(MINOR),SURGERY CLINIC,1050.0,1050
MALATH,SURGICAL PROCEDURES,FMSUR-9104,LAPAROSCOPIC CHOLECYSTCTOMY&REP OF UMBLCAL HRNIA BIG,SURGERY CLINIC,6300.0,6300
MALATH,SURGICAL PROCEDURES,FMSUR-9105,CYSTOGASTROSTOMY,SURGERY CLINIC,1995.0,1995
MALATH,SURGICAL PROCEDURES,FMSUR-9106,REVISION OF STUMP,SURGERY CLINIC,2100.0,2100
MALATH,SURGICAL PROCEDURES,FMSUR-9107,AUXILLIARY EXPLORATION,SURGERY CLINIC,2100.0,2100
MALATH,SURGICAL PROCEDURES,FMSUR-9108,RE CIRCUMCISION,SURGERY CLINIC,735.0,735
MALATH,SURGICAL PROCEDURES,FMSUR-9109,HYDROCELE_EXCISION,SURGERY CLINIC,1706.0,1706
MALATH,SURGICAL PROCEDURES,FMSUR-9110,COMPLETION THYRODECTOMY,SURGERY CLINIC,1260.0,1260
MALATH,SURGICAL PROCEDURES,FMSUR-9111,DRAINAGE OF PELVIC ABSCESS,SURGERY CLINIC,1050.0,1050
MALATH,SURGICAL PROCEDURES,FMSUR-9112,REMOVAL OF GANGLION NEUROMA,SURGERY CLINIC,1890.0,1890
MALATH,SURGICAL PROCEDURES,FMSUR-9113,EXCISION OF SCROTAL WEB,SURGERY CLINIC,525.0,525
MALATH,SURGICAL PROCEDURES,FMSUR-9114,EXCISN SPLENIC ARTERY ANEURYSM W/ SPLENCTMY&DIST PNCREATCTMY,SURGERY CLINIC,10500.0,10500
MALATH,SURGICAL PROCEDURES,FMSUR-9115,MASTECTOMY IN FEMALES,SURGERY CLINIC,1575.0,1575
MALATH,SURGICAL PROCEDURES,FMSUR-9116,PECTUS EXCAVATUM CORRECTION,SURGERY CLINIC,36750.0,36750
MALATH,SURGICAL PROCEDURES,FMSUR-9117,EXCISION OF PAPILLOMA (LA),SURGERY CLINIC,368.0,368
MALATH,SURGICAL PROCEDURES,FMSUR-9118,REPAIR OF DIVARICATION OF RECTI & DERMOLIPECTOMY,SURGERY CLINIC,3150.0,3150
MALATH,SURGICAL PROCEDURES,FMSUR-9119,REPAIR OF UMBILICAL HERNIA & INGUINAL HERNIA,SURGERY CLINIC,2835.0,2835
MALATH,SURGICAL PROCEDURES,FMSUR-9120,EXCISION OF UMBILICAL MASS,SURGERY CLINIC,2100.0,2100
MALATH,SURGICAL PROCEDURES,FMSUR-9121,ABDOMINAL WALL DERMOLIPECTOMY,SURGERY CLINIC,3675.0,3675
MALATH,SURGICAL PROCEDURES,FMSUR-9122,LAPAROSCOPIC EXPLORATION,SURGERY CLINIC,1050.0,1050
MALATH,SURGICAL PROCEDURES,FMSUR-9123,LAPAROSCOPIC APPENDECTOMY (COMPLICATED),SURGERY CLINIC,2100.0,2100
MALATH,SURGICAL PROCEDURES,FMSUR-9124,LAPAROSCOPIC APPENDECTOMY (NOT COMPLICATED),SURGERY CLINIC,1575.0,1575
MALATH,SURGICAL PROCEDURES,FMSUR-9125,FEMORO DISTAL BY PASS GRAFTING SURGERY,SURGERY CLINIC,8400.0,8400
MALATH,SURGICAL PROCEDURES,FMSUR-9126,REPAIR OF VENTRAL HERNIA & ABDOMINOPLASTY,SURGERY CLINIC,8400.0,8400
MALATH,SURGICAL PROCEDURES,FMSUR-9127,INSERTION OF INFERRIOR VENACAVAL FILTER,SURGERY CLINIC,3150.0,3150
MALATH,SURGICAL PROCEDURES,FMSUR-9128,EXCISION OF NEUROFIBROMA,SURGERY CLINIC,1575.0,1575
MALATH,SURGICAL PROCEDURES,FMSUR-9129,REPAIR OF DIVARICATION OF RECTI & ABDOMINOPLASTY,SURGERY CLINIC,5775.0,5775
