SERVICE CODE,SERVICE DESCRIPTION,CATEGORY,gowth
6024001,ANTERIOR DRAINAGE OF THE SEPTIC HIP,ORTHOPEDIC,34200.0
6024002,ANTEROMEDIAL APPROACH TO DDH ,ORTHOPEDIC,34200.0
6024003,CALCANEAL OSTEOTOMY FOR VALGUS ,ORTHOPEDIC,10450.0
6024004,CLOSED INTRAMEDULLARY SHORTENING OF THE FEMUR ,ORTHOPEDIC,24588.375
6024005,CONGENITAL PSEUDARTHROSIS REPAIR,ORTHOPEDIC,24588.375
6024006,DISTAL TIBIA OSTEOTOMY ,ORTHOPEDIC,24588.375
6024007,DOME TIBIA OSTEOTOMY ,ORTHOPEDIC,24588.375
6024008,DORSAL WEDGE OSTEOTOMY FOR CAVUS FOOT ,ORTHOPEDIC,10450.0
6024009,EXTRA-ARTICULAR ARTHRODESIS WITH CALCANEUS GRAFT ,ORTHOPEDIC,12540.0
6024010,FRAGMENTATION REALIGNMENT AND INTRAMEDULLARY FIXATION FOR TIBIAL OSTEOTOMY,ORTHOPEDIC,34200.0
6024011,"FRAGMENTATION, REALIGNMENT AND INTRAMEDULLARY FIXATION FOR FEMORAL DEFORMITY IN OSTEOGRENESIS IMPERFECT ",ORTHOPEDIC,24588.375
6024012,GRICE EXTRAARTICULAR SUBTALAR ARTHRODESIS ,ORTHOPEDIC,12540.0
6024013,GRICE-BATCHELOR COMBINED ARTHRODESIS ,ORTHOPEDIC,12540.0
6024014,LENGTHENING OF THE TIBIA WITH UNILATERAL FIXATOR ,ORTHOPEDIC,17204.88
6024015,OBLIQUE WEDGE OSTEOTOMY OF PROXIMAL TIBIA ,ORTHOPEDIC,24588.375
6024016,PELVIC OSTEOTOMIES CHIARI MEDIAL DISPLACEMENT PELVIC OSTEOTOMY ,ORTHOPEDIC,34200.0
6024017,PELVIC OSTEOTOMIES INNOMINATE SALTER OSTEOTOMY ,ORTHOPEDIC,34200.0
6024018,PELVIC OSTEOTOMIES PERICAPSULAR DEGA OSTEOTOMY ,ORTHOPEDIC,34200.0
6024019,PELVIC OSTEOTOMIES STAHELI SHELF PROCEDURE ,ORTHOPEDIC,34200.0
6024020,PERICAPSSULAR PEMBERTON OSTEOTOMY ,ORTHOPEDIC,34200.0
6024021,PROXIMAL FEMORAL ROTATIONAL OSTEOTOMY ,ORTHOPEDIC,34200.0
6024022,PROXIMAL FEMORAL VARUS OSTEOTOMY WITH BLADE PLATE ,ORTHOPEDIC,34200.0
6024023,PROXIMAL PATELLAR REALIGNMENT ,ORTHOPEDIC,12540.0
6024024,PROXIMAL TIBIAL AND FIBULAR EPIPHYSIODESIS WITH PHEMISTER TECHNIQUE ,ORTHOPEDIC,24588.375
6024025,REPAIR OF IRREDUCIBLE CONGENITAL DISLOCATION OF THE KNEE ,ORTHOPEDIC,24588.375
6024026,RESECTION OF THE PROXIMAL FEMUR FOR PAINFUL DISLOCATION OF THE HIP IN CEREBRAL PALSY ,ORTHOPEDIC,34200.0
6024027,SURGICAL CORRECTION OF CLUB FOOT ,ORTHOPEDIC,10450.0
6024028,TRANSFER OF THE POSTERIOR TIBIALIS TO THE DORSUM OF THE FOOT ,ORTHOPEDIC,12540.0
6024029,TRANSVERSE WEDGE OSTEOTOMY OF PROXIMAL TIBIA ,ORTHOPEDIC,24588.375
6024030,VALGUS OSTEOTOMY FOR DEVELOPMENTAL COXA VARA ,ORTHOPEDIC,34200.0
6024031,VALGUS OSTEOTOMY FOR HINGED WITH ABDUCTION IN PERTHE’S DISEASE ,ORTHOPEDIC,34200.0
6031001,CLOSURE OROANTRAL FISTULA UNDER GA (MAJOR),DENTAL,10032.0
6031002,CLOSURE OROANTRAL FISTULA UNDER LA (MINOR),DENTAL,3092.25
6031003,ENUCLEATION OF CYSTIC LESION WITH HISTOPATHOLOGY,DENTAL,10032.0
6031004,ENUCLEATION OF CYSTIC LESION WITH HISTOPATHOLOGY WITH BONE GRAFT,DENTAL,18392.0
6031005,INCISION WITH DRAINAGE UNDER GA,DENTAL,5130.0
6031006,INCISION WITH DRAINAGE UNDER LA (COMPLICATED),DENTAL,2232.5
6031007,ORTHOGNATHIC SURGERY,DENTAL,20187.5
6031008,REDUCTION OF BILATERAL FRACTURED MANDIBLE (IMF) - OR,DENTAL,6848.549999999999
6031009,REDUCTION OF BILATERAL FRACTURED MANDIBLE (PLATING / IMF ) - OR,DENTAL,16051.199999999999
6031010,REDUCTION OF COMPLICATED MIDDLE/UPPER FACE FRACTURE,DENTAL,25194.0
6031011,REDUCTION OF FRACTURED ZYGOMATIC ARCH,DENTAL,6848.549999999999
6031012,REDUCTION OF SIMPLE / MIDDLE FACE FRACTURES WITH PLATING,DENTAL,14381.099999999999
6031013,REDUCTION OF UNILATERAL FRACTURED MANDIBLE (IMF) - OR,DENTAL,5232.599999999999
6031014,REDUCTION OF UNILTERAL FRACTURED MANDIBLE (PLATING / IMF) - OR,DENTAL,12893.4
6031015,GENERAL ANESTHESIA FOR PEDIATRIC DENTAL TREATMENT  (MEDIUM),DENTAL,1786.0
6031016,GENERAL ANESTHESIA FOR PEDIATRIC DENTAL TREATMENT  (MAJOR),DENTAL,2622.0
6031017,GENERAL ANESTHESIA FOR PEDIATRIC DENTAL TREATMENT  (FINE MAJOR),DENTAL,3534.0
7011001,ARNOLD CHIARI DECOMPRESSION CRANIECTOMY,NEUROSURGERY,26647.5
7011002,BILATERAL EXTERNAL VENTRICULAR DRAINAGE,NEUROSURGERY,18976.25
7011003,BRACHIAL PLEXUS REPAIR,NEUROSURGERY,22610.0
7011004,BRAIN ABSCESS / ASPIRATION,NEUROSURGERY,15290.25
7011005,BRAIN ABSCESS/ CRANIOTOMY AND EVACUATION,NEUROSURGERY,22610.0
7011006,BURR HOLE ASPIRATION OF  BRAIN ABSCESS,NEUROSURGERY,32228.75
7011007,BURR HOLE EVACUATION OF CHRONIC / ACUTE SUBDURAL COLLECTION – BILATERAL,NEUROSURGERY,33867.5
7011008,BURR HOLE EVACUATION OF CHRONIC / ACUTE SUBDURAL COLLECTION – UNILATERAL,NEUROSURGERY,25673.749999999996
7011009,CLIPPING OF CEREBRAL ANEURYSM,NEUROSURGERY,109250.0
7011010,CRAINIOTOMY FOR SURGICAL EXCESSION OF CRANIAL ARTERIO-VENOUS MALFORMATION,NEUROSURGERY,90440.0
7011011,CRANIOPLASTY,NEUROSURGERY,29925.0
7011012,CRANIOTOMY AND BIOPSY OF BRAIN TUMOUR,NEUROSURGERY,25840.0
7011013,CRANIOTOMY AND ELEVATION OF DEPRESSED SKULL FRACTURE,NEUROSURGERY,23417.5
7011014,CRANIOTOMY AND EVACUATION OF ACUTE SUBDURAL HEMATOMA,NEUROSURGERY,29925.0
7011015,CRANIOTOMY AND EVACUATION OF EXTRADURAL HEMATOMA,NEUROSURGERY,25032.5
7011016,CRANIOTOMY AND EVACUATION OF INTRACEREBRAL HEMATOMA,NEUROSURGERY,31635.0
7011017,CRANIOTOMY AND EXCISION OF  CLIVAL TUMOUR,NEUROSURGERY,79420.0
7011018,CRANIOTOMY AND EXCISION OF C P ANGLE TUMOUR,NEUROSURGERY,71867.5
7011019,CRANIOTOMY AND EXCISION OF CEREBELLAR TUMOUR,NEUROSURGERY,63412.5
7011020,CRANIOTOMY AND EXCISION OF FORAMEN MANGUM TUMOUR,NEUROSURGERY,80750.0
7011021,CRANIOTOMY AND EXESION OF DEEP SEALED / SKULL BASE BRAIN TUMOR,NEUROSURGERY,90440.0
7011022,CRANIOTOMY AND EXESION OF SUPERFICIAL BRAIN TUMOR,NEUROSURGERY,49039.0
7011023,CRANIOTOMY EXCISION OF  SUPERFICIAL CEREBRAL TUMOUR,NEUROSURGERY,31207.5
7011024,CRANIOTOMY EXCISION OF BRAIN ABSCESS,NEUROSURGERY,32062.5
7011025,CRANIOTOMY EXCISION OF DEEP CEREBRAL TUMOUR,NEUROSURGERY,61721.5
7011026,CRANIOTOMY EXCISION OF DEEP POSTERIOR FOSSA TUMOUR,NEUROSURGERY,55803.0
7011027,CRANIOTOMY EXCISION OF PARASAGITTAL TUMOUR,NEUROSURGERY,62567.0
7011028,CRANIOTOMY EXCISION OF SKULL BASE TUMOUR,NEUROSURGERY,74404.0
7011029,CRANIOTOMY EXCISION OF SUPERFICIAL  POSTERIOR FOSSA TUMOUR,NEUROSURGERY,39315.75
7011030,CRANIOTOMY FOR EVACUATION OF EXTRADURAL HEMATOMA,NEUROSURGERY,23417.5
7011031,CRANIOTOMY FOR SURGICAL DIPPING OF CEREBRAL ANEURYSM,NEUROSURGERY,90440.0
7011032,DEEP BRAIN STIMULATION EXCLUDING THE IMPLANTS,NEUROSURGERY,80750.0
7011033,ENDOSCOPIC EVACUATION OF ACUTE SUBDURAL HEMATOMA,NEUROSURGERY,31635.0
7011034,ENDOSCOPIC EVACUATION OF CHRONIC SUBDURAL COLLECTION – BILATERAL,NEUROSURGERY,32490.0
7011035,ENDOSCOPIC EVACUATION OF CHRONIC SUBDURAL COLLECTION – UNILATERAL,NEUROSURGERY,29070.0
7011036,ENDOSCOPIC EVACUATION OF INTRACEREBRAL HEMATOMA,NEUROSURGERY,43966.0
7011037,ENDOSCOPIC EXCISION OF INTRA-VENTRICULAR TUMOUR,NEUROSURGERY,62567.0
7011038,ENDOSCOPIC MANAGEMENT OF HYDROCEPHALUS,NEUROSURGERY,37202.0
7011039,ENDOSCOPY FOR THE MANAGEMENT OF HYDROCEPHALUS,NEUROSURGERY,29925.0
7011040,ENDOVASCULAR INTERVENTION FOR CEREBRO-VASCULAR LESION,NEUROSURGERY,63835.25
7011041,EVACUATION OF  CHRONIC SUBDURAL HEMATOMA / BILATERAL,NEUROSURGERY,23417.5
7011042,EVACUATION OF CHRONIC SUBDURAL HEMATOMA / UNILATERAL,NEUROSURGERY,14877.0
7011043,EXCISION OF  BASAL ENCEPHACOLE,NEUROSURGERY,44388.75
7011044,EXCISION OF CEREBRAL ARTERIOVENOUS MALFORMATION,NEUROSURGERY,62989.75
7011045,EXCISION OF SCALP SWELLING OR TUMOUR,NEUROSURGERY,9990.199999999999
7011046,EXCISION OF SKULL VAULT ENCEPHALOCELE,NEUROSURGERY,29497.5
7011047,EXCISION OF SKULL VAULT TUMOUR,NEUROSURGERY,18572.5
7011048,FONTO-ORBITAL ADVANCEMENT FOR CRANIOSYNOSTOIS,NEUROSURGERY,62989.75
7011049,INSERTION OF  EXTERNAL VENTRICULAR DRAIN,NEUROSURGERY,10450.0
7011050,INSERTION OF INTRACRANIAL PRESSURE MONITOR,NEUROSURGERY,10450.0
7011051,INSERTION OF INTRACRANIAL PRESSURE MONITORING CATHETER,NEUROSURGERY,18976.25
7011052,MICRVASCULAR DECOMPRESSION FOR HEMIFACIAL SPASM,NEUROSURGERY,74404.0
7011053,MICRVASCULAR DECOMPRESSION OF TRIGEMINAL NERVE,NEUROSURGERY,74404.0
7011054,MOTOR CORTEX STIMULATION (IMPLANTS NOT INCLUDED),NEUROSURGERY,63412.5
7011055,REMOVAL DBS – EXTENSION ELECTRODES,NEUROSURGERY,24225.0
7011056,REMOVAL DBS ELECTRODES,NEUROSURGERY,24225.0
7011057,REMOVAL OF MOTOR CORTEX STIMULATION (MCS) – ELECTRODES (WITH CRANIOTOMY),NEUROSURGERY,42275.0
7011058,REMOVAL OF  MOTOR CORTEX STIMULATION (MCS) EXTENSION ELECTRODES,NEUROSURGERY,24225.0
7011059,REMOVAL OF OCCIPITAL NERVE STIMULATOR (ONS) – EXTENSION ELECTRODES,NEUROSURGERY,20187.5
7011060,REMOVAL OF OCCIPITAL NERVE STIMULATOR (ONS) ELECTRODES,NEUROSURGERY,20187.5
7011061,REMOVAL  OF PERIPHERAL NERVE STIMULATOR (PNS) – ELECTRODES,NEUROSURGERY,16720.0
7011062,REMOVAL   OF PERIPHERAL NERVE STIMULATOR (PNS) – EXTENSION ELECTRODES,NEUROSURGERY,16720.0
7011063,REMOVAL OF SPINAL CORD STIMULATOR (SCS) ELECTRODES,NEUROSURGERY,20187.5
7011064,REMOVAL  OF SPINAL CORD STIMULATOR (SCS) EXTENSION ELECTRODES,NEUROSURGERY,20187.5
7011065,REMOVAL OF VAGUS NERVE STIMULATOR (VNS) – EXTENSION ELECTRODES,NEUROSURGERY,20187.5
7011066,REMOVAL OF VAGUS NERVE STIMULATOR (VNS) ELECTRODES,NEUROSURGERY,24225.0
7011067,REPAIR OF COMPOUND SKULL FRACTURE,NEUROSURGERY,20995.0
7011068,REPAIR OF SCALP INJURY UNDER GENERAL ANAESTHESIA,NEUROSURGERY,11704.0
7011069,REPAIR OF SIMPLE SKULL FRACTURE,NEUROSURGERY,18976.25
7011070,REPAIR OF SKULL FRACTURE WITH DAMAGED BRAIN TISSUE,NEUROSURGERY,29070.0
7011071,SIMPLE SKULL OSTEOTOMY FOR CRANIOSYNOSTOIS,NEUROSURGERY,23821.25
7011072,SKULL BASE REVISION FOR CSF FISTULA,NEUROSURGERY,31635.0
7011073,STEREOTACTIC BIOPSY BRAIN,NEUROSURGERY,67640.0
7011074,TANS-SPHENOIDAL EXCISION OF SELLAR TUMOUR,NEUROSURGERY,74404.0
7011075,UNILATERAL EXTERNAL VENTRICULAR DRAINAGE,NEUROSURGERY,16302.0
7011076,VENTRICULO-PERITONEAL OR VENTRICULO ATRIAL SHUNT,NEUROSURGERY,18976.25
7011077,VENTRICULO-PERITONEAL SHUNT INSERTION,NEUROSURGERY,14877.0
7012001,"ANTERIOR OR ANTEROLATERAL VERTEB, RESECTION AND STABILIZATION",NEUROSURGERY,58339.5
7012002,ANTERIOR THORACIC CORPECTOMY AND STABILIZATION,NEUROSURGERY,65949.0
7012003,ANTEROLATERAL THORACO – LUMBER APPROACH – SINGLE LEVEL WITH FUSION,NEUROSURGERY,74404.0
7012004,CERVICAL DECOMPRESSIVE LAMINECTOMY,NEUROSURGERY,37202.0
7012005,CERVICAL DISCECTOMY ANTERIOR APPROACH –  MORE THAN 2 LEVELS WITH FUSION,NEUROSURGERY,58339.5
7012006,CERVICAL DISCECTOMY ANTERIOR APPROACH – 1 LEVEL WITH FUSION,NEUROSURGERY,51300.0
7012007,CERVICAL DISCECTOMY ANTERIOR APPROACH – 1 LEVEL WITHOUT FUSION,NEUROSURGERY,41800.0
7012008,CERVICAL DISCECTOMY ANTERIOR APPROACH – 2 LEVELS WITH FUSION,NEUROSURGERY,54534.75
7012009,CERVICAL MICRODISCECTOMY WITH FUSION / SINGLE LEVEL,NEUROSURGERY,41429.5
7012010,CERVICAL MICRODISCECTOMY WITHOUT FUSION / SINGLE LEVEL,NEUROSURGERY,33345.0
7012011,"CRANIECTOMY, BRAIN DISSECTION WITH HAEMATOMA EVAUCATION",NEUROSURGERY,28941.75
7012012,CT GUIDED ASPIRATION OF INTRA-CEREBRAL COLLECTION,NEUROSURGERY,28941.75
7012013,DECOMPRESSIVE THORACIC LAMINECTOMY,NEUROSURGERY,40422.5
7012014,EACH ADDITIONAL LEVEL ANTEROLATERAL THORACO APPROACH,NEUROSURGERY,11704.0
7012015,EACH ADDITIONAL LEVEL CERVICAL DISC EXESION / FUSION,NEUROSURGERY,7482.674999999999
7012016,EACH ADDITIONAL LEVEL LUMBER DISC EXCESION / FUSION,NEUROSURGERY,6637.174999999999
7012017,EXCISION OF LESIONS INTRASPINAL EXTRADURAL/CERVICAL,NEUROSURGERY,43966.0
7012018,EXCISION OF LESIONS INTRASPINAL EXTRADURAL/DORSAL,NEUROSURGERY,43966.0
7012019,EXCISION OF LESIONS INTRASPINAL EXTRADURAL/LUMBAR,NEUROSURGERY,33345.0
7012020,EXCISION OF LESIONS INTRASPINAL EXTRADURAL/SACRAL,NEUROSURGERY,33345.0
7012021,EXCISION OF LESIONS INTRASPINAL INTRADURAL/CERVICAL,NEUROSURGERY,51575.5
7012022,EXCISION OF LESIONS INTRASPINAL INTRADURAL/DORSAL,NEUROSURGERY,49039.0
7012023,EXCISION OF LESIONS INTRASPINAL INTRADURAL/LUMBAR,NEUROSURGERY,35511.0
7012024,EXPLORATION OF RADIAL NERVE WITH EXTERNAL NEUROSIS,NEUROSURGERY,23417.5
7012025,IMPLANTATION OF INTRATHECAL PUMP EXCLUDING THE PUMP,NEUROSURGERY,34200.0
7012026,INTRATHECAL BACLOFEN INJECTION/SCREENING PROCEDURE,NEUROSURGERY,16720.0
7012027,KHYPOPLASTY (PER LEVEL) BILATERAL,NEUROSURGERY,59185.0
7012028,KYPHOPLASTY (PER LEVEL) UNILATERAL,NEUROSURGERY,50730.0
7012029,"LAMINECTOPLASTY / LAMINECTOMY FOR SPINAL TUMOR FOCAL (MENINGIOMA, NEUROMA)",NEUROSURGERY,49039.0
7012030,"LAMINECTOPLASTY L LAMINECTOMY FOR SPINAL TUMOR DIFUSE (GLIOMA, EPENDYMOMA)",NEUROSURGERY,72713.0
7012031,LATERAL APPROACH TO THORACIC DISCECTOMY,NEUROSURGERY,57494.0
7012032,LUMBAR DECOMPRESSIVE LAMINECTOMY AND DISCECTOMY – MORE THAN TWO LEVELS,NEUROSURGERY,36052.5
7012033,LUMBAR DECOMPRESSIVE LAMINECTOMY AND DISCECTOMY – ONE LEVEL,NEUROSURGERY,28951.249999999996
7012034,LUMBAR DECOMPRESSIVE LAMINECTOMY AND DISCECTOMY – TWO LEVELS,NEUROSURGERY,33867.5
7012035,LUMBAR FENESTRATION MICRODISCECTOMY – ONE LEVEL BILATERAL,NEUROSURGERY,23013.75
7012036,LUMBAR FENESTRATION MICRODISCECTOMY – ONE LEVEL UNILATERAL,NEUROSURGERY,19783.75
7012037,LUMBAR FENESTRATION MICRODISCECTOMY – THREE LEVELS BILATERAL,NEUROSURGERY,46502.5
7012038,LUMBAR FENESTRATION MICRODISCECTOMY – THREE LEVELS UNILATERAL,NEUROSURGERY,31635.0
7012039,LUMBAR FENESTRATION MICRODISCECTOMY – TWO LEVELS BILATERAL,NEUROSURGERY,32917.5
7012040,LUMBAR FENESTRATION MICRODISCECTOMY – TWO LEVELS UNILATERAL,NEUROSURGERY,23013.75
7012041,LUMBER MICRODISECTOMY WITH FUSION / SINGLE LEVEL,NEUROSURGERY,29925.0
7012042,LUMBER MICRODISECTOMY WITHOUT FUSION / SINGLE LEVEL,NEUROSURGERY,19380.0
7012043,MICROSCOPIC BRAIN EXCISION OF EPILEPTIC FOCUS,NEUROSURGERY,58212.674999999996
7012044,MICROSCOPIC TOTAL SUPRASELLAR TUMOUR EXCISION THROUGH SUBFRONTAL APPROACH WITH FRONTAL CRANIOTOMY,NEUROSURGERY,43839.174999999996
7012045,"MYELOMENINGOCELE REPAIR, MAJOR DEFECT",NEUROSURGERY,29925.0
7012046,"MYELOMENINGOCELE REPAIR, MINOR DEFECT",NEUROSURGERY,23417.5
7012047,PERCUTANEOUS FIXATION WITHOUT SCREW WITH IMPLANT ,NEUROSURGERY,59185.0
7012048,POSTERIOR CERVICAL NERVE ROOT DECOMPRESSION – 2 NERVE ROOTS,NEUROSURGERY,35933.75
7012049,POSTERIOR CERVICAL NERVE ROOT DECOMPRESSION – MORE THAN 2 NERVE ROOTS,NEUROSURGERY,45657.0
7012050,POSTERIOR CERVICAL NERVE ROOT DECOMPRESSION – ONE NERVE ROOT,NEUROSURGERY,31207.5
7012051,POSTERIOR FUSION AND STABILIZATION,NEUROSURGERY,44811.5
7012052,POSTERIOR RHIZOTOMY,NEUROSURGERY,42275.0
7012053,RE-FENESTRATION AND MICRODISCECTOMY,NEUROSURGERY,25840.0
7012054,REFILL OF INTRATHECAL PUMP (EXCLUDING THE MEDICATION),NEUROSURGERY,8360.0
7012055,RE-LAMINECTOMY FOR LUMBAR CANAL STENOSIS –  MORE THAN TWO LEVELS,NEUROSURGERY,32490.0
7012056,RE-LAMINECTOMY FOR LUMBAR CANAL STENOSIS – ONE LEVEL,NEUROSURGERY,29070.0
7012057,RE-LAMINECTOMY FOR LUMBAR CANAL STENOSIS – TWO LEVELS,NEUROSURGERY,29925.0
7012058,REMOVAL NEURO-STIMULATOR,NEUROSURGERY,24225.0
7012059,REPAIR OF MENINGOMYELOCELE MAJOR,NEUROSURGERY,40161.25
7012060,"REPAIR OF MENINGOMYELOCELE, MINOR DEFECT",NEUROSURGERY,25032.5
7012061,REPAIR OF OCCULT SPINAL DYSRAPHISM,NEUROSURGERY,36356.5
7012062,SELECTIVE DORSAL RHIZOTOMY FOR SPASTICITY,NEUROSURGERY,42275.0
7012063,SPINAL CORD STIMULATION (EXCLUDING IMPLANTS),NEUROSURGERY,34200.0
7012064,SPINAL STENOSIS / INTER LAMINAR DECOMPRESSION / LAMINECTOMY,NEUROSURGERY,22610.0
7012065,SPINAL STENOSIS / INTER LAMINAR DECOMPRESSION / LAMINECTOMY WITH DISCECTOMY,NEUROSURGERY,29925.0
7012066,THECO-PERITONEAL SHUNT,NEUROSURGERY,39315.75
7013001,BILATERAL CARPAL TUNNEL NEUROLYSIS,NEUROSURGERY,16929.0
7013002,BRACHIAL PLEXUS DECOMPRESSION,NEUROSURGERY,31506.75
7013003,CARPEL TUNNEL SYNDROME DECOMPRESSION BILATERAL ,NEUROSURGERY,6341.25
7013004,CARPEL TUNNEL SYNDROME DECOMPRESSION UNILATERAL,NEUROSURGERY,5735.624999999999
7013005,DIRECT PERINEURAL NERVE REPAIR,NEUROSURGERY,24103.875
7013006,INTERFASICULAR REPAIR,NEUROSURGERY,32361.75
7013007,NERVE GRAFTING (WITHOUT GRAFT),NEUROSURGERY,24628.75
7013008,NERVE GRAFTS – AUTO GRAFTS ,NEUROSURGERY,34665.5
7013009,NERVE NEUROLYSIS,NEUROSURGERY,19258.875
7013010,NERVE REPAIR (ONE NERVE),NEUROSURGERY,19783.75
7013011,NERVE REPAIR MAJOR ,NEUROSURGERY,25032.5
7013012,NERVE TRANSFERS ,NEUROSURGERY,35511.0
7013013,"NERVE TRANSPOSITION, OLD SCAR  ",NEUROSURGERY,29925.0
7013014,"NEUROLYSIS, OLD REPAIR, EXPLORATION ",NEUROSURGERY,25032.5
7013015,NEUROMA EXCISION TREATMENT ,NEUROSURGERY,29925.0
7013016,OLD PERINEURAL NERVE REPAIR,NEUROSURGERY,26526.375
7013017,PERIPHERAL NERVE STIMULATION (EXCLUDING IMPLANTS),NEUROSURGERY,35511.0
7013018,RELEASE OF CUBITAL TUNNEL SYNDROME,NEUROSURGERY,16594.6
7013019,RELEASE OF ULNAR NERVE ENTRAPMENT AT WRIST,NEUROSURGERY,13926.525
7013020,SELECTIVE PERIPHERAL NEURECTOMY (ONE LIMB),NEUROSURGERY,16720.0
7013021,SUBCUTANEOUS FIELD STIMULATION,NEUROSURGERY,34200.0
7013022,VAGAL NERVE STIMULATOR ( IMPLANTS NOT INCLUDED ),NEUROSURGERY,59185.0
8011001,DRILL OF HYDERAL IMPLANT WITH ARTIFICIAL EYE,OPHTHALMOLOGY ,6950.01
8011002,ENUCULATION WITH HYDROXY. ORBITAL,OPHTHALMOLOGY ,18559.2
8011003,ENUCLEATION OR EVISCERATION WITH PROSTHETIC IMPLANT,OPHTHALMOLOGY ,7305.12
8011004,ENUCLEATION OR EVISCERATION OF EYE BALL,OPHTHALMOLOGY ,4976.099999999999
8011005,EXENTRATION,OPHTHALMOLOGY ,13389.3
8011006,IMPLANTATION OF HYDERAL ORBITAL IN ENUCULATION.,OPHTHALMOLOGY ,17556.0
8011007,IMPLANTATION OF REGULAR IN ENUCULATION OR EVISCERATION,OPHTHALMOLOGY ,7964.609999999999
8011008,OPTIC NERVE SHEATH FENES – ONSF,OPHTHALMOLOGY ,14381.099999999999
8011009,ORBITAL EXPLORATION,OPHTHALMOLOGY ,7355.849999999999
8011010,ORBITAL TUMOUR BIOPSY,OPHTHALMOLOGY ,7355.849999999999
8011011,ORBITAL TUMOUR EXCISION,OPHTHALMOLOGY ,7964.609999999999
8011012,POSTERIOR ORBITAL EXPLORATION,OPHTHALMOLOGY ,11536.8
8011013,POSTERIOR ORBITAL TUMOUR,OPHTHALMOLOGY ,15372.9
8011014,RECONSTRUCTION OF ORBITAL BASE FRACTURE,OPHTHALMOLOGY ,14381.099999999999
8011015,SOCKET RECONSTRUCTION,OPHTHALMOLOGY ,8527.199999999999
8011016,SQUINT REPAIR (ONE OR BOTH EYES),OPHTHALMOLOGY ,8878.32
8011017,SQUINT REPAIR SECOND STAGE (ONE OR BOTH EYES),OPHTHALMOLOGY ,4924.8
8011018,THYROID ORBITAL DECOMPRESSION (BOTH EYES),OPHTHALMOLOGY ,23740.5
8011019,THYROID ORBITAL DECOMPRESSION (ONE EYE),OPHTHALMOLOGY ,15372.9
8012001,BILATERAL PTOSIS REPAIR WITH FRESH FASC.,OPHTHALMOLOGY ,19695.0
8012002,BILATERAL LEVATOR MUS. RECESSION,OPHTHALMOLOGY ,22500.0
8012003,BILATERAL  BLEPHAROPLASTY UPPER LID,OPHTHALMOLOGY ,23250.0
8012004,BILATERAL  MYECTOMY LOWER LID,OPHTHALMOLOGY ,27000.0
8012005,BILATERAL BLEPHAROPLASTY LOWER LID ,OPHTHALMOLOGY ,19500.0
8012006,BILATERAL EYE BROW PLASTY,OPHTHALMOLOGY ,19500.0
8012007,BILATERAL FULL  MYECTOMY UPPER LID,OPHTHALMOLOGY ,36000.0
8012008,BILATERAL LIMITED MYECTOMY UPPER LID,OPHTHALMOLOGY ,23775.0
8012009,BILATERAL REPAIR ENTR. ECTROPIN ,OPHTHALMOLOGY ,17775.0
8012010,BILATERAL SIM. PTOSIS REPAIR,OPHTHALMOLOGY ,22500.0
8012011,BILATERAL TARSAL STRIP,OPHTHALMOLOGY ,11925.0
8012012,BILATERAL TARSAL STRIP WITH GRAFT,OPHTHALMOLOGY ,15225.0
8012013,BOTULIUM TOXIN INJECTION,OPHTHALMOLOGY ,8775.0
8012014,COMPLEX LID RECONSTRUCTION,OPHTHALMOLOGY ,12000.0
8012015,ELECTROLYSIS FOR EYE LASHES IN O.R.,OPHTHALMOLOGY ,1425.0
8012016,EXCISION OF LID TUMOR WITH RECONSTRUCTION WITH FLAP,OPHTHALMOLOGY ,17250.0
8012017,EXCISION OF LID TUMOUR,OPHTHALMOLOGY ,10875.0
8012018,EXCISION OF MULTI CHALAZION IN OR,OPHTHALMOLOGY ,3375.0
8012019,EXCI.MULTIPLE SMALL LID GROW,OPHTHALMOLOGY ,3225.0
8012020,EXCISION OF CHALAZION U.G.A.,OPHTHALMOLOGY ,2325.0
8012021,EXCISION OF LID TUMOUR WITH HISTOPATHOLOGY ANALYSIS,OPHTHALMOLOGY ,7500.0
8012022,EXCISION OF SMALL LID GROWTH IN O.R. ,OPHTHALMOLOGY ,3225.0
8012023,EYE PLASTIC SURGERY,OPHTHALMOLOGY ,16275.0
8012024,GOLD WEIGHT LID IMPLANTATION,OPHTHALMOLOGY ,14625.0
8012025,LID RECONSTRUCTION USING FLAPES OR GRAFT,OPHTHALMOLOGY ,17250.0
8012026,PTOSIS REPAIR (ONE EYE),OPHTHALMOLOGY ,10875.0
8012027,RECONSTRUCTION OF LID LACERATION,OPHTHALMOLOGY ,7500.0
8012028,REPAIR OF ENTROPION OR ECTROPION (BOTH EYES),OPHTHALMOLOGY ,10875.0
8012029,REPAIR OF ENTROPION OR ECTROPION (ONE EYE),OPHTHALMOLOGY ,7500.0
8012030,REPAIR OF SIMPLE LID WITH EXPLORATION,OPHTHALMOLOGY ,6675.0
8012031,REPAIR OF SMALL WOUND OF LID,OPHTHALMOLOGY ,1875.0
8012032,SIMPLE LID RECONSTRUCTION,OPHTHALMOLOGY ,6225.0
8012033,TARSORRHAPHY (ONE EYE),OPHTHALMOLOGY ,9375.0
8012034,TRICHIASIS REPAIR (BOTH EYES),OPHTHALMOLOGY ,8775.0
8012035,TRICHIASIS REPAIR (ONE EYE),OPHTHALMOLOGY ,5775.0
