Unified Code,Unified Description,Type,SBS V2,LOS,Discount 3 years contract,Price 2026
FMSUR-3333,Hysteroscopic Endometrial Biopsy,Service,35630-00-00,-,0.15,6452.8
FMDER-0150,I.M. Injection With Medicine,Service,96197-19-00,-,0.15,64.3
MTPSD-0047,I.M.INJECTION,Service,96197-19-00,-,0.15,9.4
FMDER-0091,I.V. Injection,Service,96199-19-00,-,0.15,126.2
FMANA-0036,I.V. REGIONAL ANAESTHESIA,Service,92519-99-00,-,0.15,419.9
FMANAP0050,I.V. Sedation,Service,92519-90-00,-,0.15,216.3
FMPDT-0069,I.V. SHORT INF.BABY & INFANT   UPTO 3YRS. UP TO 30MIN +29ML,Service,96199-19-00,-,0.15,126.2
FMPDT-0088,I.V.SHOCK TRT(PLASMA EX.)INC.  B.P. FOR 1HR W/O MEDICATION,Service,96199-19-00,-,0.15,499.4
FMORT-0491,IF P/S R.U.F.T.E.,Service,83700-00-00,-,0.15,3499.9
VAS-0031,Ilio-Popliteal Bypass Graft,Service,32742-00-00,-,0.15,8734.8
FMERDA0064,Im Inj/Subcut Inj,Service,96197-19-00,-,0.15,16.4
FMNUR-0132,Image Guided Interventional - Para Vertebral Muscle Injection,Service,39013-00-00,-,0.15,331.4
FMENTE0015,Impedancemetry Study,Service,11324-00-01,-,0.15,589.7
FMOBG-1026,Implanon Removal,Service,30062-00-00,-,0.15,2399.1
FMNEU-3418,Implantation Of Depth Electrodes For Epilepsy,Service,39130-00-00,-,0.15,6856.1
FMENDE0031,Implantation of expandable stent (stent price not included),Service,30490-00-00,-,0.15,1514.2
FMNEU-3455,Implantation Of Intrathecal Pump Excluding The Pump,Service,92508-10-00,-,0.15,6529.1
FMENDE0030,IMPLANTATION OF PLASTIC STENT,Service,30491-00-00,-,0.15,2379.4
FMDER-0082,Incision & Drainage Of Absess - Deep,Service,30223-01-20,-,0.15,371.0
FMDER-0081,Incision & Drainage Of Absess - Superfacial,Service,30223-01-00,-,0.15,120.7
FMDER-0155,Incision & Drainage Of Absess -Large,Service,30223-01-20,-,0.15,367.4
FMDER-0154,Incision & Drainage Of Absess -Medium,Service,30223-01-00,-,0.15,328.6
FMDER-0153,Incision & Drainage Of Absess -Small,Service,30223-01-00,-,0.15,204.7
FMENT-3174,INCISION & DRAINAGE OF EXTERNAL EAR ABSCESS,Service,30223-01-00,-,0.15,640.9
FMENTP2004,INCISION & DRAINAGE OF PERIT-,Service,41807-00-00,-,0.15,454.3
FMENTN2005,INCISION & DRAINAGE OF SEPTAL,Service,30223-02-00,-,0.15,378.5
FMORT-0446,INCISION & DRAINAGE OF SUPER- FICIAL ABSCESS,Service,30223-01-00,-,0.15,347.2
FMPDT-0768,INCISION & REMOVAL OF BLISTER  BY SMALL BURNING/SCALDING SKIN,Service,30017-00-10,-,0.15,87.2
FMENT9522,INCISION + DRAINAGE OF QUINZY (L.A),Service,41807-00-00,-,0.15,539.6
FMENTE3006,Incision Of Abscess Of External Ear Canal,Service,30223-01-10,-,0.15,648.9
FMOPTC0004,Incision Of Eyelid Stye,Service,90084-00-01,-,0.15,205.5
FMENDE0049,INCISION OF PERIANAL THROMB0-  SIS,Service,32147-00-00,-,0.15,422.8
FMORT-0450,Incisn & Drain Perichondri.,Service,30223-03-01,-,0.15,598.4
FMERDA0004,INCISN & DRAINGE OF PARONYCHIA,Service,47912-00-01,-,0.15,237.9
FMPDT-0143,Incubator 5 To 24 Hrs,Service,83610-03-00,-,0.15,305.2
FMENTL0015,INDIRECT LARYNGOSCOPY USING ENDOSCOPE,Service,41849-00-00,-,0.15,171.6
FMOBG-0071,Induction Of Labour,Service,90465-02-00,-,0.15,216.3
FMPDT-0120,INFILTRATION ANAESTHESIA OF    LARGE REGION,Service,92513-99-00,-,0.15,81.0
FMPDT-0119,INFILTRATION ANAESTHESIA OF 1  NERVE (FINGER OR TOE),Service,92513-99-00,-,0.15,53.4
FMORT-0393,INFILTRATION IN SOFT TISSUE ORPERITICULAR,Service,50124-01-10,-,0.15,170.0
FMPTD-0003,Infrared - Op,Service,22065-00-40,-,0.15,197.0
FMNUR-0088,Infusion Syringe Pump,Service,96199-19-00,-,0.15,224.5
FMPDS-1003,INGROWING TOE NAIL + DEPRIVEMENT OF DEAD TISSUES,Service,47916-00-01,-,0.15,432.6
FMINT-0052,INHANCED RESPIROMETRY,Service,11506-00-00,-,0.15,309.4
FMORT-0241,INJ. OF THERAPEUTIC SUBSTANCE INTO JOINT OR LIGAMENT,Service,39013-01-00,-,0.15,494.8
FMENDE0025,Injection Of Bleeding Point,Service,90296-00-00,-,0.15,724.6
FMPDS-0002,INJECTION OF KELOID PER SITE,Service,30207-00-00,-,0.15,83.5
FMNEU-0034,INJECTION OF PROLAPSED DISC,Service,40336-00-00,-,0.15,2920.8
FMPN-0001,Injection or Aspiration of Major joint/bursa,Service,50124-01-31,-,0.15,504.7
FMPN-0003,Injection Or Aspiration Of Minor Joint/Bursa,Service,50124-01-10,-,0.15,272.3
MTVAS-0029,Injection Sclerotherapy Glue L.A.,Service,32500-01-01,-,0.15,302.8
FMPDS-0014,INJECTION SCLEROTHERAPY OF LYMPHANGIOMA OR HEMANGIOMA,Service,45027-02-00,-,0.15,1585.1
FMPDS-0072,INSERTION OF BROVIAC CATHETER,Service,13815-00-00,-,0.15,1585.1
FMENDE0023,Insertion Of Gastric Balloon For Weight Reduction,Service,90950-02-00,-,0.15,6165.4
FMOBG-0004,Insertion Of Iud,Service,35503-00-00,-,0.15,388.8
FMENDE0040,Insertion of nasobiliary catheter,Service,30454-00-00,-,0.15,1027.5
FMERDA0059,INSERTION OF NASOPHARYNGEAL AIRWAY ,Service,90179-02-00,-,0.15,45.1
FMURO-0189,INSERTION OF URETERIC STENT,Service,36821-01-00,-,0.15,1894.4
FMURO-0055,Insertion Of Uretheral Catheter,Service,36824-00-00,-,0.15,266.8
FMPDT-0091,INSRT.ORO-GASTRIC NUTRIT TUBE  UPTO 24HRS CHDRN OVER 3 YRS,Service,92036-00-00,-,0.15,166.9
FMPDT-0197,Insulin pump,Service,96209-06-00,-,0.15,814.1
FMOPTL0006,Intense Pulsed Light Session (Ipl) - Both Eyes,Service,90111-00-01,-,0.15,1894.4
FMPDT-0186,Intensive Phototherapy,Service,90677-00-00,-,0.15,396.8
FMPDS-0005,Intercostal Drain (Chest Drain),Service,38806-00-00,-,0.15,332.5
FMPN-0025,Intercostal nerve block,Service,92510-99-00,-,0.15,1585.1
FMICU-0004,INTERCOSTAL TUBE INSERTION,Service,38806-00-00,-,0.15,476.1
FMLAB-9551,Interferon Gamma Abs,Service,13706-05-00,-,0.15,1570.3
FMSUR-0267,INTERMITTAT COMPRESSION LESSION,Service,99999-99-99,-,0.15,99.9
FMOPT-0743,INTRA OCCULAR LENS CALCULATION / BILATERAL ,Service,55030-00-22,-,0.15,185.3
FMCAT-0006,INTRA-AORTIC BALLOON PUMP USE,Service,38362-00-00,-,0.15,905.7
FMPDT-0033,INTRACARDIAL INJECTION,Service,18360-01-01,-,0.15,205.2
FMONC-0008,IntraCavitary Chemotherapy Instillation in Emergency Or Ward,Service,96201-00-00,-,0.15,1169.7
FMONC-0026,Intracavitary Irradiation 1 Session,Service,96201-00-00,-,0.15,2413.8
FMURO-0151,intracorporeal Inj VR Test,Service,37415-00-00,-,0.15,175.1
FMNEU-3300,Intracranial Pressure Monitor - 24Hours,Service,11000-00-00,-,0.15,6209.2
FMDER-0041,Intradermal Injection,Service,96200-19-00,-,0.15,110.2
MTPSD-0049,INTRAlESIONAL INJECTION,Service,30207-00-00,-,0.15,89.0
FMENTS0004,INTRA-NASAL ANTROSTOMY,Service,41716-01-00,-,0.15,887.3
FMNEU-3676,Intraoperative Eeg,Service,92011-00-00,-,0.15,1142.3
FMERDA0016,INTRAPULMONARY SURFACTANT ADMINISTRATION BY A PHYSICIAN THROUGH ENDOTRACHEAL TUBE,Service,22007-00-00,-,0.15,259.4
MTONC-0001,Intrathecal Chemotheraphy  ( Without medication ),Service,96198-00-00,-,0.15,411.0
FMPDT-0140,Intrathecal Injection,Service,92508-10-00,-,0.15,359.7
FMNEU-0063,Intrathecal Injection Of Medications (Antibiotc/Chemotherapy),Service,96198-00-00,-,0.15,499.4
FMENTE6037,Intratympanic Infussion Of Corticostiroid Or Gentamicyn,Service,90114-00-01,-,0.15,605.7
FMPDS-0078,INTUSSUCEPTION HYDROSTOLIC RED,Service,90310-00-00,-,0.15,793.5
FMXRAY1419,Ir. Transrectal Prostatic Biopsy (Trus Biopsy),Service,37218-00-00,-,0.15,3169.1
FMXRAY1411,IR. US guided BIOPSY (SOFT TISSUE),Service,90908-00-11,-,0.15,1056.2
FMSUR-3075,Irradiation ,Service,15254-00-00,-,0.15,3169.1
FMNUR-0049,ITERMITTENT URINARY CATH,Service,36800-00-00,-,0.15,148.5
FMERDA0017,Iv Cannula Insertion,Service,90220-00-00,-,0.15,45.4
FMINT-0079,IV Fluid Injection,Service,96199-19-00,-,0.15,103.6
FMERDA0141,IV FLUIDS - ONGOING INFUSION,Service,96199-19-00,-,0.15,115.5
FMPDTO0009,Iv Infusion,Service,96199-19-00,-,0.15,81.8
FMPDT-0177,Jaundice Meter,Service,73400-00-00,-,0.15,53.4
MTORT-0158,Joint Washout,Service,50103-00-01,-,0.15,356.9
FMPDT-0024,JUGULAR VEIN BLOOD SAMPLE COLLECTION,Service,13839-00-00,-,0.15,46.5
FMOPTA0025,Keratometry,Service,83700-00-00,-,0.15,109.0
FMORW-0048,Knee Exarticulation Prosthesis,Service,96092-00-00,-,0.15,53059.0
FMORW-0049,Knee Extarticulation With Teh Lina Knee,Service,96092-00-00,-,0.15,60375.8
FMORW-0068,Knee Orthosis Donjoy,Service,96092-00-00,-,0.15,10069.3
FMORW-0066,Knee Orthosis Free Knee Radl,Service,96092-00-00,-,0.15,10069.3
FMORW-0067,Knee Orthosis Joint Knee,Service,96092-00-00,-,0.15,13727.1
FMORW-0065,Knee Orthosis Synchron 600,Service,96092-00-00,-,0.15,2745.7
FMLAB-6010,KOH Preparation (Fungus Examination),lab,73050-44-80,-,0.15,370.8
ORT-0017,L.A. 2 K Wire Removal,Service,47927-00-01,-,0.15,273.0
SUR-0023,L.A. Haematoma Evacuation,Service,31500-00-01,-,0.15,1142.3
MTOBG-0015,LABIAL CYST EXCISION,Service,35557-00-00,-,0.15,973.4
MTOBG-0018,LABIAL CYST INCISION,Service,90446-00-00,-,0.15,540.8
FMOBG-1111,labiaplasty,Service,90442-00-00,-,0.15,1562.0
FMOPTI0006,LACRIMAL DUCT PROBING,Service,42614-01-00,-,0.15,281.2
FMPSYB0059,LANGUAGE 6 SESSION,Service,96137-00-00,-,0.15,1070.7
FMPSYB0056,LANGUAGE PER SESSIONS,Service,96137-00-00,-,0.15,192.5
FMSUR-3247,Laparascopic Hernia + Mesh,Service,30393-00-00,-,0.15,3502.2
FMSUR-3245,Laparascopiic Gastric By Pass,Service,30512-03-00,-,0.15,6235.9
FMNEU-3693,Laparoscopic Assisted Insertion Of Peritoneal Catheter,Service,13109-00-00,-,0.15,2902.7
FMOBG-3055,LAPAROSCOPIC MYOMECTOMY,Service,35649-01-00,-,0.15,4993.5
FMERDA0065,LARGE DRESSING > 25 CM,Service,30055-00-30,-,0.15,132.8
FMERDA0146,LARYNGEAL MASK INTUBATION,Service,22007-00-00,-,0.15,199.2
FMENTE0041,Laryngo-Vediostroboscopy,Service,41764-03-00,-,0.15,660.5
FMGEN0008,"Laser (Fistulectomy/Fistulotomy) Complex Or Multiple, With Or Without Placement Of Seton",Service,32159-02-00,-,0.15,2060.1
FMOPTH0008,Laser For Retinopathy 1 Setting,Service,42809-00-01,-,0.15,1568.0
FMOPTH0009,Laser For Retinopathy 2 Setting,Service,42809-00-01,-,0.15,2163.1
FMOPTH0010,Laser For Retinopathy 3 Setting,Service,42809-00-01,-,0.15,2379.4
FMURO-3014,LASER LITHOTRIPSY,Service,36656-03-01,-,0.15,7867.3
FMURO-2046,LASER STONE KIDNEY FRAGMENTATION,Service,37318-03-00,-,0.15,1088.9
FMOPT-4173,Laser Trabeculoplasty,Service,42782-00-01,-,0.15,4991.1
FMSUR-0281,LASER-FISSURECTOMY,Service,90315-01-00,-,0.15,3486.1
FMORT-0397,LEUCOPTAB BANDAGE,Service,90595-00-91,-,0.15,355.7
MTOPT-0037,LID ABSCESS,Service,42572-00-01,-,0.15,248.8
FMPSYB0039,LIEBOWITZ SOCIAL PHOBIA SCALE,Service,96180-00-00,-,0.15,331.2
FMSUR-3202,Ligation Of Hemorrhoid,Service,32135-00-00,-,0.15,1081.6
FMERDA0034,Lip Laceration Suturing,Service,90676-00-00,-,0.15,87.2
FMDER-0140,Liquid Nirtogen Application - Large,Service,30192-00-10,-,0.15,325.8
FMDER-0139,Liquid Nirtogen Application - Medium,Service,30192-00-10,-,0.15,170.0
FMDER-0138,Liquid Nirtogen Application - Small,Service,30192-00-10,-,0.15,89.0
FMURO-0012,LITHOLAPAXY ,Service,36863-00-00,-,0.15,3156.6
FMSUR-0272,LOBECTOMY AND BRONCHOPLASTY,Service,38438-00-00,-,0.15,11645.3
FMDER-0037,LOC. SEROFAL VARICOCELECTOMY,Service,30635-00-01,-,0.15,883.8
FMANA-0032,LOCAL ANAESTHESIA ASSISTANT/HR,Service,83670-00-60,-,0.15,216.3
FMSUR-0011,LOCAL EXCISN OR DESTRUCTION OFLESION OR TISSUE OF RECTUM,Service,90341-00-00,-,0.15,4375.4
FMNEU-0087,LOCAL INJ. - PAINFUL POINT,Service,96197-19-00,-,0.15,91.7
FMPTD-0082,Local Injection,Service,96205-19-00,-,0.15,92.7
FMORT-0800,Local Injection Facet Joint,Service,39013-00-00,-,0.15,378.5
FMURO-0140,LOCAL INSTILLATION OF B.C.G. VACCINE,Service,92145-00-00,-,0.15,1056.2
FMERDA0054,LOSE NAIL REMOVAL,Service,46516-01-00,-,0.15,237.9
FMORT-0592,Lumbar Percutaneous Rhizotomy Level I,Service,40330-00-00,-,0.15,1230.3
FMORT-0593,Lumbar Percutaneous Rhizotomy Level II,Service,40330-00-00,-,0.15,1749.9
FMPDT-0007,Lumbar Puncture,Service,39000-00-00,-,0.15,401.8
FMORW-0031,Lumbar Spine Brace,Service,96092-00-00,-,0.15,7323.7
FMSUR-0198,LUMBAR/VERTICAL DISC,Service,30075-00-00,-,0.15,6117.4
FMINT-0056,"LUNG VOLUME ""OR"" DIFFUSION CAPACITY",Service,61348-00-00,-,0.15,389.1
FMENT-3146,Lymph Node Biopsy Of Neck,Service,30075-00-00,-,0.15,1297.9
MTSUR-0040,LYMPH NODES BIOPSY (DEEP),Service,30075-00-00,-,0.15,1081.6
MTSUR-0041,LYMPH NODES BIOPSY (SUPERFICIAL),Service,30075-00-00,-,0.15,1081.6
FMINT-0053,M V V,Service,11506-00-00,-,0.15,83.5
FMORW-0123,Mailwaikee Brace Orthop.Medium,Service,96092-00-00,-,0.15,11329.4
FMPSYA0013,MAINTAINING DIRECTION,Service,96101-00-00,-,0.15,250.4
FMORT-0540,MALLET SPLINT,Service,96092-00-00,-,0.15,355.7
FMPSYA0008,MANUAL DEXTERITY,Service,83700-00-00,-,0.15,166.9
FMORT-0550,MANUAL MANIPULAT'N SACRO-ILIAC,Service,50115-00-00,-,0.15,529.5
FMINT-0062,MAX RESPIRATORY PRESSURE,Service,11503-14-00,-,0.15,160.1
FMNEU-0155,Measuring Intra Thecal Pressure Through Lumber Puncture,Service,39000-00-00,-,0.15,817.5
FMPDT-0134,MECONIUM TEST OF N.B.,Service,96037-00-00,-,0.15,53.4
FMSUR-3636,MEDIASTINOSCOPY,Service,38448-01-00,-,0.15,3265.6
FMORW-0155,Medical Shoes,Service,96092-00-32,-,0.15,865.2
FMORW-0139,Medical Shoes (Anti Varus)Large,Service,96092-00-32,-,0.15,706.0
FMORW-0138,Medical Shoes (Anti Varus)Small,Service,96092-00-32,-,0.15,664.9
FMORW-0137,Medical Shoes (Flat Foot)Large,Service,96092-00-32,-,0.15,664.9
FMORW-0136,Medical Shoes (Flat Foot)Small,Service,96092-00-31,-,0.15,626.6
FMORW-0141,Medical Shoes (Straight) Large,Service,96092-00-32,-,0.15,685.3
FMORW-0140,Medical Shoes (Straight) Small,Service,96092-00-32,-,0.15,664.9
FM39099998,MEDICAL SUPERVISION-NURSERY,Service,83600-03-00,-,0.15,159.6
FMERDA0066,Medium Dressing 15 - 25 Cm,Service,30055-00-20,-,0.15,40.3
FMPSDH0013,MEDIUM SKIN GRAFTING 3-10% ,Service,45415-00-00,-,0.15,3809.6
FMPSYA0021,MEMORY TEST,Service,92204-00-00,-,0.15,332.5
FMORT-0707,Menerva Cast,Service,96092-00-00,-,0.15,1509.6
FMSUR-0335,MESENTERIC LYMPH NODE EXCISION,Service,90282-00-00,-,0.15,342.3
FMINT-1006,Metabolic Therapeutic Care,Service,96067-00-00,-,0.15,194.7
FMONC-0028,Metastron C Radioactive Strontium,Service,16015-00-00,-,0.15,15084.5
FMLAB10280,Methyl Tetrahydrofolate Reductase (Mthfr),lab,73200-06-20,-,0.15,2632.4
FMURO-2003,METHYLENE BLUE TEST FOR VAGINAL FISTULA,Service,59739-03-00,-,0.15,1081.6
FMNEU-3442,Micro Vascular Decompression - Other Cranial Nerves,Service,39112-00-00,-,0.15,5713.8
MTENT-0122,MICROSCOPIC EXAM. OF THE EAR  UNDER G.A. BILATERAL,Service,90119-00-02,-,0.15,1206.3
FMENTE3018,Microscopic Examination Bilateral,Service,90119-00-02,-,0.15,293.5
FMENTE3017,Microscopic Examination Unilateral,Service,90119-00-01,-,0.15,220.5
FMPTD-0005,Microwave Op,Service,92178-00-90,-,0.15,166.9
FMURO-0069,Micturating Cystourethrogram (Mcug),Service,58721-00-00,-,0.15,529.5
FMORW-0124,Milwaikee Brace Ortho -Large,Service,97823-00-00,-,0.15,13938.9
FMORW-0122,Milwaikee Brace Orthop - Small,Service,96092-00-00,-,0.15,8711.9
FMORT-1025,Minor Joint Injection,Service,50124-01-10,-,0.15,300.0
FMCAR-3024,Mitral Balloon Valvuloplasty,Service,38300-00-00,-,0.15,8720.0
FMENTE0044,MODIFIED CANALITH REPOSITIONING MANUEVER,Service,90118-00-01,-,0.15,574.6
FMPSYB0013,MODIFIED INSULIN THERAPY,Service,96200-06-00,-,0.15,370.8
FMENTE2016,MODIFIED SKIN ALLERGY TEST,Service,73100-18-20,-,0.15,302.8
FMLAB-9274,Monoclonal Immunoglobolin,lab,73100-10-60,-,0.15,1169.7
FMMOR-0001,MORGUE PER DAY,Service,83700-00-00,-,0.15,136.8
FMLAB-1654,Mrsa Screening,lab,73350-02-30,-,0.15,1259.0
FMPTD-2174,MS STIMULATION SESSION,Service,96155-00-00,-,0.15,216.3
FMSUR-3175,Multiple Segmental Resection Of (Intestine) Small Bowel,Service,32000-02-00,-,0.15,8734.8
FMOPTA0021,Multivision Contrast Test,Service,96039-00-00,-,0.15,175.1
FMNUM-0042,Muscle Biopsy Package Biopsy & Hist,Service,30075-01-01,-,0.15,1622.9
MTENT-0039,MYRINGOTOMY AND ASPIRATION OF FLUID BILATERAL L.A.,Service,41626-01-00,-,0.15,1730.5
MTENT-0037,MYRINGOTOMY AND ASPIRATION OF FLUID UNILATERAL (LA,Service,41626-00-00,-,0.15,1027.5
FMENTE0048,MYRINGOTOMY UNDER SURFACE ANESTHESIA,Service,41626-01-00,-,0.15,454.3
PK236,Myringotomy With Insertion Of Ear Grommets Under Ga,Service,41632-00-00,-,0.15,3519.3
FMPSYB0017,NARCAN CHALLENGE TEST,Service,92001-00-00,-,0.15,280.5
FMDER-0125,NARROW BAND REGIONAL 1ST COURSE 15 SESSIONS for dermatological condition,Service,14050-02-00,-,0.15,1749.9
FMDER-0126,NARROW BAND REGIONAL 2ND COURSE 15 SESSIONS,Service,14050-02-00,-,0.15,1230.3
FMDER-0122,Narrow band UVB therapy 1 session,Service,14050-02-00,-,0.15,191.2
FMENT-3118,Nasal Biopsy,Service,41761-00-00,-,0.15,1358.5
FMENT-3101,Nasal Cautery Under G.A.,Service,41677-00-00,-,0.15,1939.9
FMENTN2063,NASAL ENDOSCOPY,Service,41764-00-00,-,0.15,126.2
FMENTN2062,NASAL SINUSCOPY,Service,41764-01-00,-,0.15,293.5
FMENTN2064,NASAL SINUSCOPY WITH BIOPSY,Service,41764-01-00,-,0.15,830.5
FMPSDB0002,NASAL TIP CORRECTION,Service,45632-00-00,-,0.15,2433.2
FMERDA0051,NASAL TUBE SUCTIONING,Service,41704-00-00,-,0.15,68.9
FMENT-0145,Nasogastric Tube Insertion,Service,92036-00-00,-,0.15,157.5
FMPDT-0090,Nasogastric Tube insertion up to 3 yrs max. 34 hrs,Service,92036-00-00,-,0.15,83.5
FMENTP0001,NASOPHARYNGOSCOPY,Service,41653-00-00,-,0.15,262.5
ENT-0009,NASOPHARYNGOSCOPY WITH BIOPSY,Service,41764-02-00,-,0.15,1263.3
FMNUM-0058,NCV 2 UNITS,Service,11015-00-00,-,0.15,839.9
FMNUM-0059,NCV 3 UNITS,Service,11015-00-00,-,0.15,1244.1
FMNUM-0060,NCV 4 UNITS,Service,11018-00-00,-,0.15,1946.8
fmneu-3804,Ncv Study For 8 Units,Service,11018-00-00,-,0.15,1744.0
FMPTD-0104,Nebulization,Service,92043-00-00,-,0.15,75.2
FMPDT-0026,Nebulization With Ultrasound For 24 Hrs,Service,92043-00-00,-,0.15,99.2
FMERDA0073,Nebulizer (Ventoline/ Atrovent),Service,92043-00-00,-,0.15,54.5
FMINT-0075,Nebulizer /Ventolin,Service,92043-00-00,-,0.15,99.2
FMNEP-0038,Nebulizer Session,Service,92043-00-00,-,0.15,127.2
FMSUR-0134,NECK EXPLORATION,Service,90047-01-00,-,0.15,5038.0
FMURO-0101,Needle Biopsy Prostate,Service,37218-00-00,-,0.15,883.8
FMOPTE0003,NEGLECTED CORNEAL F.B,Service,30061-02-01,-,0.15,346.1
FMSUR-9183,NEONATAL INGUINAL HERNIA REPAIR(OBSTRUCTION)- UNILATERAL,Service,30614-03-00,-,0.15,13373.5
FMLAB-1080,Neonatal Packed Rbcs,Service,13706-02-00,-,0.15,379.0
FMURO-3037,Nephrostomy,Service,36516-00-00,-,0.15,5159.4
FMPTD-0051,NERVE CONDUCTION - 1 NERVE,Service,11012-01-00,-,0.15,136.8
FMPTD-0052,NERVE CONDUCTION - 2 NERVES,Service,11015-00-00,-,0.15,272.3
FMPTD-0053,NERVE CONDUCTION - 3 NERVES,Service,11015-00-00,-,0.15,400.9
FMPTD-0054,NERVE CONDUCTION - 4 NERVES,Service,11018-00-00,-,0.15,529.5
FMPDT-0029,NEURO EXAM - CONCUSSION CONT-  USION OF CEREBRUM OR SUSP.,Service,96008-00-00,-,0.15,250.4
FMENTE0014,NEURO-OTOLOGICAL HEARING TEST,Service,96009-00-00,-,0.15,673.1
FMPSYA0014,NEW WORDS LEARNING TEST,Service,92204-00-00,-,0.15,83.5
FMPDT-0006,Newborn Neurologic Examination,Service,96037-00-00,-,0.15,166.9
fmvas-0090,NG FEEDING 24 HOURS,Service,92036-00-00,-,0.15,109.0
FMPDT-2002,Nitric Oxide,Service,92210-00-00,-,0.15,370.6
FMPSYC0011,Non Verbal Iq,Service,96037-00-00,-,0.15,169.6
FMERDA0035,Nose Laceration Suturing,Service,90132-00-00,-,0.15,119.9
FMNUR-0142,NURSE ESCORT FOR PT. BY AIR    (PER DAY),Service,83610-04-50,-,0.15,838.7
FMORW-0055,Nylon Stocking,Service,96092-00-00,-,0.15,136.8
ORT-0025,"O.R.I.F. with Screw/ Plates of Tibia, Fibula or Ulna",Service,47566-01-01,-,0.15,1642.6
FMNEP-0037,O2 Oxygen Session,Service,92044-00-00,-,0.15,100.7
FMDER-0085,Occlusive Dressing - Large,Service,30055-00-30,-,0.15,249.7
FMDER-0084,Occlusive Dressing - Medium,Service,30055-00-20,-,0.15,126.2
FMDER-0083,Occlusive Dressing - Small,Service,30055-00-10,-,0.15,89.0
FMENDE0019,OESOPHAGEAL PH MONITORING      24 HOURS,Service,11810-00-00,-,0.15,1585.1
FMENDE0020,OESOPHAGEAL PH MONITORING      3 HOURS,Service,11810-00-00,-,0.15,793.5
FMEND-0234,OESOPHAGEAL PH MONITORING (48 HRS),Service,11810-00-00,-,0.15,1839.2
FMNUR-0068,OGT FEEDING PER CRITICAL AREA,Service,92036-00-00,-,0.15,18.1
FMLAB-1620,Oncotype Dx Breast,lab,73200-06-20,-,0.15,28040.3
FMONC-0056,One Fraction,Service,83700-00-00,-,0.15,452.9
FMONC-0062,One Fraction Half Body,Service,15600-02-00,-,0.15,755.2
FMONC-0050,One Week 5 Fractions,Service,15254-00-00,-,0.15,1509.6
FMANA-0030,OPD Anaesthetest assistant  fee ,Service,83600-02-60,-,0.15,233.6
FMPDS-0045,OPEN ORCHIDOPEXY,Service,37604-10-00,-,0.15,3961.1
FMORT-0082,OPEN REDUCT OF FRACT W/O INT. FIX AT HUMERUS,Service,47429-00-01,-,0.15,4920.3
FMORT-0486,Open Reduction Of Int. Fix Of Fract. & Disloc. Spine,Service,47699-01-00,-,0.15,3280.9
FMSUR-4005,"Open , Bilateral salpingoophorectomy",Service,35713-07-00,-,0.15,3602.5
FMOPTA0016,Opthalmic Pachymetry,Service,90067-00-11,-,0.15,529.5
MTOPT-0038,Optical Coherent Tomography (OCT) - One Eye,Service,11219-00-11,-,0.15,356.9
MTOPT-0039,Optical Coherent Tomography (Oct) - Two Eyes,Service,11219-00-12,-,0.15,684.5
FMENDE0060,OR SIGMOIDOSCOPY COMPLEMENTRY TO ANO RECTAL SURGER,Service,32084-00-00,-,0.15,59.5
FMERDA0067,ORDINARY DRESSING,Service,30055-00-00,-,0.15,52.3
FMORW-0093,Orthopaedic Shoes (One Pair),Service,96092-00-32,-,0.15,875.6
FMORW-0153,Orthosis 1X1,Service,96092-00-00,-,0.15,1178.8
FMORW-0154,Orthosis 1X11,Service,96092-00-00,-,0.15,1114.0
FMORW-0001,ORTHOSIS I,Service,96092-00-31,-,0.15,2745.7
FMORW-0002,ORTHOSIS II,Service,96092-00-00,-,0.15,5500.5
FMORW-0003,ORTHOSIS III,Service,96092-00-31,-,0.15,9610.4
FMORW-0010,Orthosis IV,Service,96092-00-00,-,0.15,13938.9
FMORW-1110,ORTHOSIS IX,Service,96092-00-31,-,0.15,359.9
FMORW-0005,ORTHOSIS V,Service,96092-00-00,-,0.15,17423.9
FMORW-0006,Orthosis VI,Service,96092-00-31,-,0.15,552.7
FMORW-0008,Orthosis VII,Service,96092-00-31,-,0.15,190.2
FMORW-0009,Orthosis VIII,Service,96092-00-31,-,0.15,91.7
FMORW-0162,Orthosis Xi,Service,96092-00-00,-,0.15,648.9
FMORW-0025,Orthosis-Shortening Hip Spica Upto 6 Years,Service,96092-00-00,-,0.15,4766.8
FMNEU-3617,Other Peripheral Nerve Decompression In The Lower Limbs,Service,90016-01-00,-,0.15,2720.6
FMENTE0013,OTOACOUSTIC EMISSION TEST,Service,11332-02-00,-,0.15,513.1
FMORW-0059,Otto Beck Pereneural Splint,Service,96092-00-00,-,0.15,2935.6
FMOBG-0063,OVUM PROCESSING,Service,73400-01-90,-,0.15,838.7
FMANA-0014,OXYGEN (O2) PER HOUR,Service,92044-00-00,-,0.15,38.9
FMPDT-0027,OXYGEN APPLICATION W/ FUNNEL FOR 24 HRS INCLUDING O2,Service,92044-00-00,-,0.15,499.4
FMPDT-0137,OXYGEN from 1 HR to 4 hrs,Service,92044-00-00,-,0.15,163.6
FMINT-0072,Oxygen Inhalation,Service,92044-00-00,-,0.15,95.4
FMPDT-0136,Oxygen Per 1 Hr,Service,92044-00-00,-,0.15,39.2
FMERDA0150,Oxygen Service - Cpap,Service,92209-00-00,-,0.15,2715.9
