Department,ServiceCode,Service Description,LOS,Type,NPHIES Code (Hyphenated )2, price vip & A,Price 2022 ( B-C-Referral)
Psychiatry ,FMPSYB0024,Psychotherapy X 4,0,Service,96180-00-00,1932.37,1756.7
Psychiatry ,FMPSYB0025,Psychotherapy X 8,0,Service,96185-00-00,3538.04,3216.4
Psychiatry ,FMPSYB0027,Cognitive Therapy(Per Session) Development.Ther.For Ment.Ret.,0,Service,96101-00-00,372.68,338.8
Psychiatry ,FMPSYB0029,Cognitive Therapy(4 Session),0,Service,96101-00-00,1174.91,1068.1
Psychiatry ,FMPSYB0034,(1) Session Of Biofeedback,0,Service,96152-00-00,212.96,193.6
Psychiatry ,FMPSYB0035,(15) Session Of Biofeedback,0,Service,96152-00-00,2779.37,2526.7
Psychiatry ,FMPSYB0036,(20) Session Of Biofeedback,0,Service,96152-00-00,3472.7,3157
Psychiatry ,FMPSYB0037,Group Theryaphy For Addict (Per Session),0,Service,96073-00-00,699.38,635.8
Psychiatry ,FMPSYB0038,Wisconsin Card Sorting Test,0,Service,96238-00-00,335.17,304.7
Psychiatry ,FMPSYB0039,Liebowitz Social Phobia Scale,0,Service,96032-00-00,269.83,245.3
Psychiatry ,FMPSYB0040,Social Skill Test,0,Service,96032-00-00,135.52,123.2
Psychiatry ,FMPSYB0041,Roth Technique,0,Service,11015-00-00,335.17,304.7
Psychiatry ,FMPSYB0042,Standardized Arabic Languange Test,0,Service,96014-00-00,580,522
Psychiatry ,FMPSYB0044,Childhood Autism Rating Scale (Cars),0,Service,96180-00-20,295,265.5
Psychiatry ,FMPSYB0045,Illios Test Of Psycholionguistic Abilities,0,Service,96014-00-00,775,697.5
Psychiatry ,FMPSYB0046,Portage Evaluation,0,Service,83700-00-00,415,373.5
Psychiatry ,FMPSYB0047,Counseling Session,0,Service,96090-00-00,210,189
Psychiatry ,FMPSYB0048,Stimulation Sessions,0,Service,96155-00-00,415,373.5
Psychiatry ,FMPSYB0049,Ld Per Session,0,Service,96110-00-00,415,373.5
Psychiatry ,FMPSYB0050,Ld 5 Sessions,0,Service,96110-00-00,1225,1102.5
Psychiatry ,FMPSYB0051,Portage Program For 2 Weeks (2Sessions),0,Service,96102-00-00,490,441
Psychiatry ,FMPSYB0052,Portage Program For 1 Month (3Sessions),0,Service,96102-00-00,840,756
Psychiatry ,FMPSYB0053,Portage Program For 2 Months (5Sessions),0,Service,95550-05-00,1225,1102.5
Psychiatry ,FMPSYB0054,Autism Per Sessiosn,0,Service,96101-00-00,290,261
Psychiatry ,FMPSYB0056,Language Per Sessions,0,Service,96137-00-00,290,261
Psychiatry ,FMPSYB0057,Autism 6 Sessions,0,Service,96180-00-20,1120,1008
Psychiatry ,FMPSYB0058,Speech 6 Sessions,0,Service,95550-05-00,1120,1008
Psychiatry ,FMPSYB0059,Language 6 Session,0,Service,96014-00-00,1120,1008
Psychiatry ,FMPSYB0060,Stimulation 5 Sessions,0,Service,96101-00-00,1225,1102.5
Psychiatry ,FMPSYB0062,Hypnotherapy Sessions 5,0,Service,96103-00-00,4350,3915
Psychiatry ,FMPSYB0063,Hypnotherapy Sissions 10,0,Service,96103-00-00,8110,7299
Psychiatry ,FMPSYB0064,Alpha Stim Aid Brain Stimulation 1 Session,0,Service,11024-00-00,145,130.5
Psychiatry ,FMPSYB0065,Alpha Stim Aid Brain Stimulation 12 Sessions,0,Service,96155-00-00,1470,1323
Psychiatry ,FMPSYB0067,Alpha Stim Aid Brain Stimulation 24 Sessions,0,Service,11024-00-00,2670,2403
Psychiatry ,FMPSYC0001,Student Behavioral Reaction,0,Service,96101-00-00,435,391.5
Psychiatry ,FMPSYC0002,Evaluation Of Student Behavioral,0,Service,96238-00-00,435,391.5
Psychiatry ,FMPSYC0003,Quality Of Life For Children With Learning,0,Service,96110-00-00,435,391.5
Psychiatry ,FMPSYC0004,Self Punishment,0,Service,96101-00-00,505,454.5
Psychiatry ,FMPSYC0005,Perex Behavioral Evaluation,0,Service,96101-00-00,505,454.5
Psychiatry ,FMPSYC0006,Conners Scale,0,Service,96184-00-10,505,454.5
Psychiatry ,FMPSYC0007,Adhd,0,Service,96184-00-10,528,480
Psychiatry ,FMPSYC0008,Child Self Conception,0,Service,96177-00-00,435,391.5
Psychiatry ,FMPSYC0009,Child Fobia,0,Service,96101-00-00,505,454.5
Psychiatry ,FMPSYC0010,Cognitive Petroits For Talant Child,0,Service,96101-00-00,590,531
Psychiatry ,FMPSYC0011,Non Verbal Iq,0,Service,96037-00-00,505,454.5
Psychiatry ,FMPSYC0012,Student Evaluation,0,Service,96177-00-00,435,391.5
Psychiatry ,FMPSYC0013,Cars,0,Service,96184-00-00,704,640
Psychiatry ,FMPSYC0014,Atec,0,Service,96180-00-20,675,607.5
Psychiatry ,FMPSYC0015,Child Anxiety,0,Service,96101-00-00,505,454.5
Psychiatry ,FMPSYC0016,Qnst,0,Service,96238-00-00,505,454.5
Psychiatry ,FMPSYC0017,Givs,0,Service,73050-39-70,505,454.5
Psychiatry ,FMPSYC0018,Skills Of Creation,0,Service,96101-00-00,505,454.5
Psychiatry ,FMPSYC0019,Visual Perception,0,Service,95550-10-00,505,454.5
Psychiatry ,FMPSYC0020,Self Perception For Learning Disability,0,Service,96184-00-00,505,454.5
Psychiatry ,FMPSYC0021,How Can Child Make Smile To Him Self,0,Service,96177-00-00,435,391.5
Psychiatry ,FMPSYC0022,Cdi,0,Service,96101-00-00,505,454.5
Psychiatry ,FMPSYC0023,Many Cdi,0,Service,96102-00-20,505,454.5
Psychiatry ,FMPSYC0024,Cdt,0,Service,96238-00-00,505,454.5
Psychiatry ,FMPSYC0025,Evaluation Iq,0,Service,96037-00-00,435,391.5
Psychiatry ,FMPSYC0026,Behavioral,0,Service,96101-00-00,505,454.5
Psychiatry ,FMPSYC0027,M. Scale,0,Service,96180-00-00,505,454.5
Psychiatry ,FMPSYC0029,Iq Test,0,Service,96184-00-00,835,751.5
Psychiatry ,FMPSYC0032,Psychiatry Training One Month,0,Service,96001-00-00,1410,1269
PULMONOLGY,PKINT-0003,Plethysmography,0,Service,11503-01-00,900,810
PULMONOLGY,PKINT-0004,Tl-Co,0,Service,11503-03-00,765,688.5
Urology,FMLABM0165,Hla Initial Cross Match Donor,0,Service,73100-28-80,1140,1026
UROLOGY,FMURO-0115,Re-Eswl From Admission 3Rd Month,0,Service,92199-00-00,1232.99,1120.9
UROLOGY,FMURO-0188,Removal Of Tape,0,Service,37340-00-00,6300,5670
Vascular Surgery,PKINT-0005,Peripheral Angiography Unilateral ,0,Service,59970-00-00,1260,1134
LABORATORY,EXOBG-0016,C & S Skin,0,Service,73050-41-30,450,405
Anaesthia ,FMANA-0029,Icu Daily Rate,0,Service,92519-10-00,2361.7575,2125.58175
Anaesthia ,FMANA-0031,Mask Ganaesthesia,0,Service,99999-99-99,807.0700134,733.7000122
Anaesthia ,FMANA-0043,High Risk Anesthesia,0,Service,92514-10-00,1877.634,1689.8706
Consultation,FMANA-9902,Anaesthetic Doctor,0,Service,83600-00-10,306.072,275.4648
Anaesthia ,FMANA-9917,Anasthesia In Mri In The Mri Room,0,Service,83670-00-60,1350,1215
Dental,fmden-0100,Composite Resin (Involving Incisal Edge),0,Service,97521-01-00,810,729
Dental,fmden-0102,Removal Of Teeth (Partially Bony) + L.A.,0,Service,97324-01-10,660,594
Dental,fmden-0103,Surgical Extraction - Complex  (Bone Removal),0,Service,97324-01-10,810,729
Dental,fmden-0104,Surgical Extraction - Simple,0,Service,97311-01-00,600,540
Endoscopy,FMENDE0055,Use Of Biliary Balloon,0,Service,90950-02-00,1258.2,1132.38
ENT,fment-0102,Repeated Ear Dressing For Otitis Externa Each,0,Service,30055-00-00,90,81
ENT,fment-0103,Vestibular Abscess Drainage,0,Service,92514-99-00,360,324
ENT,FMENTE0041,Laryngo-Vediostroboscopy,0,Service,41764-03-00,1408.05,1267.245
Emergency,FMERD-0039,Ambulance Fee Less Than 50 Kms,0,Service,83500-00-10,480,432
Emergency,FMERD-0040,"Endotracheal, Monitor Cuff Pressure/Procedure Care",0,Service,92001-00-10,60,54
Emergency,FMERDA0016,Intrapulmonary Surfactant Administration By A Physician Through Endotracheal Tube,0,Service,96205-19-00,300,270
Emergency,FMERDA0105,Code Yellow,0,Service,83500-00-10,339.9165,305.92485
Anaesthia ,FMICU-0020,Infusomat 24 Hrs,0,Service,96199-19-00,85.347,76.8123
Nursing,FMICU-0057,Bed Bath (Per Shift),0,Service,83610-02-50,125.445375,112.9008375
Anaesthia ,FMICU-0089,Continous Haemofiltration 12 To 24 Hours Per Session,0,Service,99999-99-99,9000,8100
INTERNAL MEDICINE,fmint-0501,"Ventilation Assistment, Initiation Of Pressure Ventilators /Observation, Initial Day",0,Service,92209-00-00,780,702
INTERNAL MEDICINE,fmint-2001,Rt Transport Per Hour,0,Service,99999-99-99,132,118.8
INTERNAL MEDICINE,fmint-2002,Small Volume Nebulizer And Incentive Spirometer,0,Service,92043-00-00,48,43.2
LABORATORY,FMLAB10137,Nt-Pro-Bnp,0,Service,73050-25-30,2601.5,2365
LABORATORY,FMLAB10159,Urine Protein Electrophoresis,0,Service,73050-30-90,899.1,809.19
LABORATORY,FMLAB10238,Citrate In Urine (24 Hrs),0,Service,73050-39-70,470.88,423.792
LABORATORY,FMLAB10257,Osmolality In Urine,0,Service,73050-26-20,684.45,616.005
LABORATORY,FMLAB10263,Viral Meningitis- Encephatitis Panel,0,Service,99999-99-99,2786.4,2507.76
LABORATORY,FMLAB10275,Succinylacetone In Urine,0,Service,73050-37-80,3078,2770.2
LABORATORY,FMLAB10280,Methyl Tetrahydrofolate Reductase (Mthfr),0,Service,73350-02-30,2268,2041.2
LABORATORY,FMLAB10287,Respiratory Infection Panel 23,0,Service,90203-05-00,7614,6852.6
LABORATORY,FMLAB10327,Vitamin B2 (Riboflavin),0,Service,73050-32-50,486,437.4
LABORATORY,fmlab-1301,Adeno Virus ( Stool),0,Service,73050-45-50,78,70.2
LABORATORY,fmlab-1303,Blood Culture,0,Service,73050-40-00,262.8,236.52
LABORATORY,fmlab-1306,Gestational Diabetes Screening (Ogtt / 50 Grs) One Test,0,Service,66542-00-20,150,135
LABORATORY,fmlab-1308,Nasal Swab For Mrsa And S. Aureus By Pcr,0,Service,99999-99-99,600,540
LABORATORY,fmlab-1309,Treponemal Pallidum Antibodies,0,Service,73100-18-80,456,410.4
LABORATORY,fmlab-1316,"Sputum, Obtaining Specimen, Aerosol Induced Technique (Separate Procedure)",0,Service,73400-01-30,240,216
LABORATORY,FMLAB-1318,"Cell Count, Body Fluid, Csf",0,Service,73400-00-70,250,225
LABORATORY,FMLAB-1588,Levetirazetam,0,Service,73300-01-70,923.4,831.06
LABORATORY,FMLAB-1624,Free Light Chains Structure,0,Service,99999-99-99,3508.92,3158.028
LABORATORY,FMLAB-1781,Presepsin,0,Service,73050-39-70,423.792,381.4128
LABORATORY,FMLAB-2083,Urine Protein / Creatinine Ratio,0,Service,73050-30-50,240,216
LABORATORY,FMLAB-2108,Ogtt 100G 3 Hrs (Pregnant),0,Service,66542-00-20,441.45,397.305
LABORATORY,FMLAB-3008,Ca 72-4,0,Service,73100-13-70,637.1595,573.44355
LABORATORY,FMLAB-9986,Heparin Induced Thrombocytophenia,0,Service,73100-07-30,1026,923.4
LABORATORY,FMLABM0075,Quantiferon (Interferon Gamma Production),0,Service,73100-17-90,1166.4,1049.76
Neurology,FMNUR-0076,Urine Collection (24 Hours).,0,Service,73050-37-80,108,97.2
Neurology,FMNUR-0088,Infusion Syringe Pump,0,Service,96199-19-00,300,270
OB & GYNE,FMOBG-0003,Cryocautery,0,Service,35608-00-00,296.45,269.5
Radiology ,FMOBG-0277,Colour Doppler Pregnancy Umbilical  Artery Placental Flow Ovarian & Uterian,0,Service,55729-01-00,1440,1296
nuclear medicine ,FMONC-0087,Blood Irradiation,0,Service,73250-02-60,3375,3037.5
Room & Board,FMORDZ9998,Recovery Room Fee,0,Service,83670-00-50,688.662,619.7958
Physiotherapy,FMPDT-9920,Noxbox(One Hour),0,Service,99999-99-99,881.55,793.395
Medication,FMPH-0001,Tpn Admixture Neonatle Pharmacy Service,0,Service,96098-00-00,1440,1296
Psychiatry ,fmpsy-0501,Psychological Assessment- Category 1 - I.Q. - Adult / Child,0,Service,83600-01-70,660,594
Psychiatry ,fmpsy-0502,Psychological Assessment- Category 2 - Panic & Phobia,0,Service,96059-00-00,330,297
LABORATORY,FMPTD-2586,Philidephia Coller,0,Service,96092-00-00,406.134,365.5206
Radiology ,FMRHE-1002,Ultrasound Tendon & Joint (Two),0,Service,90908-01-00,1200,1080
SURGERY,fmsur-0422,Perianal Abscess (U.G.A.),0,Service,32174-01-00,5757.6,5181.84
SURGERY,FMSUR-1009,Incision With Drainage Large Or Deep Absess Under G.A.,0,Service,30223-01-20,4242,3817.8
Vascular Surgery,fmvas-0089,Mouth Care,0,Service,97986-00-00,102,91.8
Vascular Surgery,fmvas-0090,Ng Feeding 24 Hours,0,Service,92036-00-00,180,162
Room & Board,fmvas-0091,Pressure Relieving Matress,0,Service,96092-00-00,420,378
Vascular Surgery,fmvas-0092,Skin Preparation,0,Service,99999-99-99,120,108
Radiology ,FMXRAY1588,Ir. Bleeding Embolization (Others),0,Service,35321-10-00,49500,44550
Radiology ,FMXRAY1608,Mpr-Mpd Any Organ Area,0,Service,90901-08-10,2645.06,2404.6
Radiology ,FMXRAY1610,Fluoroscopy In O.R (C-Arm),0,Service,60503-00-00,510,459
Radiology ,FMXRAY1615,Thallium W/Adenozine,0,Service,61437-00-00,3399.165,3059.2485
Radiology ,FMXRAY1617,Tomography 3-6-Slices,0,Service,60100-00-00,571.12,519.2
Radiology ,FMXRAY1620,U/S Doppler For One Vessel,0,Service,90911-00-00,385.2,346.68
Radiology ,FMXRAY1623,Ultrasound Two Breast,0,Service,55070-00-00,960,864
Radiology ,FMXRAY1624,X-Ray Bone Age (Children),0,Service,57506-03-11,240,216
Radiology ,FMXRAY1625,X-Ray Hip - 3 To 4 Views,0,Service,57712-00-11,300,270
Radiology ,FMXRAY1627,X-Ray Nasal Bones/Sinuses - 4 Views,0,Service,57903-00-00,300,270
Radiology ,FMXRAY1628,X-Ray Scaphoid - 1 View,0,Service,57506-03-11,162,145.8
Radiology ,FMXRAY1629,Catheter Aspiration Placement Or Change - Extubation Of Airway,0,Service,83700-00-00,4295.7,3866.13
Radiology ,FMXRAY1630,Catheter Aspiration Placement Or Change Of In-Line Suction Catheter.,0,Service,83700-00-00,2339.28,2105.352
Radiology ,FMXRAY1632,"Potassium, Stool",0,Service,73050-39-70,156,140.4
Radiology ,FMXRAY1633,Catheter Check,0,Service,34524-00-00,2149.2,1934.28
Radiology ,FMXRAY1638,Portable Ultrasound Brain (Transcranial),0,Service,90908-00-00,822,739.8
Radiology ,FMXRAY1642,Vct- Ct Angio Lower Limbs Ra00422029,0,Service,57350-07-01,3147.6,2832.84
Radiology ,FMXRAY1645,Sonohysterography,0,Service,59712-00-00,840,756
Radiology ,FMXRAY1650,Cta Head & Neck With Contrast - Excluding Contrast Charges,0,Service,56007-00-00,1200,1080
Ophthalmology,MTOPT-0037,Lid Abscess,0,Service,30223-03-01,269.83,245.3
LABORATORY,FMLAB10269,Kappa Light Chains,0,Service,99999-99-99,3508.92,3158.028
LABORATORY,FMLAB-5049,Rpr Or Vdrl,0,Service,73100-18-70,96.8,88
LABORATORY,fmlab-1320,Activated Protien C Resistance,0,Service,73100-04-20,600,540
LABORATORY,FMLAB10284,Anti-Beta 2 Glycoprotein Igg,0,Service,73100-11-60,450,405
LABORATORY,FMLAB10285,Anti-Beta 2 Glycoprotein Igm,0,Service,73100-11-60,450,405
LABORATORY,fmlab-1323,Aquaporin - 4 (Csf),0,Service,73050-61-60,800,720
Anaesthia ,FMANAP0018,Arterial Line,0,Service,34524-00-00,550,495
LABORATORY,FMLAB-1651,Automated Groin C/S,0,Service,73200-03-80,250,225
LABORATORY,FMLABM0124,"Beta-2-Glycoprotein Abs (Igg, Igm)",0,Service,73100-11-60,550,495
LABORATORY,fmlab-1325,Biotin (Vitamin H),0,Service,73050-38-70,450,405
LABORATORY,fmlab-1342,Brca I & Ii (Breast Cancer I & Ii),0,Service,73350-00-50,20000,18000
LABORATORY,fmlab-1343,C & S Umbilical,0,Service,73050-40-90,450,405
LABORATORY,fmlab-1326,Catecholamines(Blood),0,Service,73050-07-00,600,540
LABORATORY,FMENDE0062,Clo - Urease Test,0,Service,73100-20-00,350,315
Room & Board,FMRMB-9928,Companion Charges Per Day,0,Service,83610-04-40,500,450
LABORATORY,fmlab-1327,Cortisol In Saliva,0,Service,73050-11-10,250,225
LABORATORY,fmlab-1328,Cystatin C,0,Service,73050-10-60,193.6,176
LABORATORY,fmlab-1329,Cyto.Bf. Pelvic Fluid,0,Service,73200-00-00,400,360
LABORATORY,fmlab-1330,Cyto.Bf. Peritoneal Fluid,0,Service,73200-00-00,400,360
Dental,FMDNTS0310-O,Fibre Core Post,0,Service,97625-10-00,1350,1215
Neurology ,7112009,F-Relfex - Each Nerve,0,Service,96052-00-01,650,585
LABORATORY,fmlab-1334,Igg4,0,Service,73050-14-30,450,405
LABORATORY,fmlab-1336,Interleukin 6,0,Service,73350-06-00,450,405
LABORATORY,fmlab-1337,Ki-67 (Mib-1),0,Service,99999-99-99,400,360
LABORATORY,fmlab-1338,"Magnesium, 24 Hours Urine",0,Service,73050-24-00,100,90
LABORATORY,FMLAB-8159,Membraneous Nephropathy Screening Abs.,0,Service,73100-15-10,350,315
LABORATORY,fmlab-1340,Ribosomal Abs,0,Service,73100-09-80,450,405
Room & Board,FMBED-00025,Stroke Unit - Accommodation,0,Service,83610-03-80,1900,1710
Radiology ,FMXRAY1653,Ultrasound Guided Aspir /Cv Line Insertion,0,Service,90908-00-11,650,585
LABORATORY,FMLABP7123,Lhrh Stimulation Test (Male),0,Service,73050-23-90,1260,1134
LABORATORY,FMLABP7124,Lhrh Stimulation Test (Female),0,Service,73050-23-90,1260,1134
LABORATORY,FMLAB-9317,Beta 2 Tranferrin,0,Service,73050-39-70,650,585
LABORATORY,FMLABM0014,Herpes Simplex Virus 1 & 2 Pcr ,0,Service,73050-54-50,1800,1620
Dermatology ,FMDERH0001,Hair Loss (Tsh- Vit. D -Iron -Cbc - Zn),0,Service,73050-39-70,500,450
LABORATORY,FMLABM0002,Anti Neuromyelitis Optica Antibodies,0,Service,73100-11-07,950,855
LABORATORY,FMDERH002,Rocktan Analysis,0,Service,83700-00-00,450,405
ENT,FMENTH-0001,Sinusitis,0,Service,41737-01-00,900,810
Dermatology ,FMDER-0280,Legs And Arms Hair Removal Session ,0,Service,45669-00-10,1200,1080
Dermatology ,FMDER-0281,"Small Area (Moustache,Axilla,Bikini,Face) Without Retouch",0,Service,45669-00-10,75,67.5
Dermatology ,FMDER-0282,"Small Area (Moustache,Axilla,Bikini,Face) With Retouch",0,Service,45669-00-10,100,90
Dermatology ,FMDER-0089,Eye Brow Defination Laser,0,Service,45587-01-00,75,67.5
Dermatology ,FMDERMU01,Carbon Peel Laser1 Session + Mesotherapy 1St Session With Roller + Hydrafacial 1 Session,0,Service,45019-00-00,550,495
Dermatology ,FMDERMU02,Carbon Peel Laser. 1 Session+ Platelet Rich Plasma (Prp) 1 Session+ Mesotherapy For Face - 1 Sessi,0,Service,45019-00-00,1050,945
Dermatology ,FMDERMU06,3 Sessions Laser Facial Hair Removal+3 Eye Brow Definition Laser,0,Service,45669-00-10,450,405
Dermatology ,FMCAR-1009,Programing Of Ppm Vvi,0,Service,90203-05-00,500,450
Dermatology ,FMDER-501,Cold Peeling Meladeep ,0,Service,45019-00-00,1000,900
Dermatology ,FMDER-502,Cold Peeling Meladeep + Cream  ,0,Service,45019-00-00,1100,990
Dermatology ,FMDER-503,Cold Peeling Dermamelan ,0,Service,45019-00-00,1000,900
Dermatology ,FMDER-504,Cold Peeling Dermamelan + Mask ,0,Service,45019-00-00,1100,990
Dermatology ,FMDER-505,Cold Peeling Dermamelan + Mask + Treatment ,0,Service,45019-00-00,1800,1620
Dermatology ,FMDER-506,Cold Peeling Dermamelan + Treatment ,0,Service,45019-00-00,900,810
LABORATORY,FMLABM0108,Bcr-Abl Fusion Gene (By Pcr) (Quantitative),0,Service,73350-00-20,5500,4950
Anaesthia ,FMANA-0069,Patient Controlled Analegesia ,0,Service,18286-02-01,1100,990
Anaesthia ,FMANA-0070,Postoperative Pain Management,0,Service,18286-02-01,1100,990
Anaesthia ,FMANA-0071,"I.V Medication Under Monitoring For Chronic Pain Management (Neuropathic Pain ,Headache ,Fibromyalgia ....)",0,Service,18286-02-01,1100,990
NEUROSURGERY,FMNUR-0127,Selective Spinal Nerve Diagnostic & Therapeutic Injection - One Nerve,0,Service,18216-31-00,5000,4500
NEUROSURGERY,FMNUR-0128,Selective Spinal Nerve Diagnostic & Therapeutic Injection -Two Nerve,0,Service,18216-31-00,6000,5400
NEUROSURGERY,FMNUR-0129,Selective Spinal Nerve Diagnostic & Therapeutic Injection - More Than 2 Nerves,0,Service,18216-31-00,7000,6300
NEUROSURGERY,FMNUR-0130,Maxillary Or Mandibular Or Ophthalamic Nerve Of Trigmenial Injection,0,Service,39109-02-00,3000,2700
NEUROSURGERY,FMNUR-0131,Greater Or Lesser Occipital Nerve Injection For Occipital Neurology,0,Service,18242-00-01,2000,1800
NEUROSURGERY,FMNEU-0087,Trigger Point Injection,0,Service,93173-00-00,269.83,245.3
NEUROSURGERY,FMNUR-0132,Image Guided Interventional - Para Vertebral Muscle Injection,0,Service,60503-00-11,3000,2700
NEUROSURGERY,FMNUR-0133,Image Guided Interventional - Suprascabular Nerve Injection,0,Service,60503-00-11,3000,2700
NEUROSURGERY,FMNUR-0134,Image Guided Interventional - Sacro-Iliac Joint Injection ,0,Service,60503-00-11,4000,3600
NEUROSURGERY,FMNUR-0135,Sympathetic Stellate Ganglion Injection ,0,Service,18216-27-00,5000,4500
LABORATORY,FMLABM0133,Serum Immunoelectrophoresis (Immunofixation),0,Service,73100-15-50,1200,1080
LABORATORY,FMLABM3072,"Acute Leukemia ,Follow Up Panel - Mrd",0,Service,73200-03-20,4500,4050
Nursing,FMONC-1039,Blood Sample Extraction,0,Service,73100-09-80,400,360
Anaesthia ,FMANAP0050,I.V. Sedation,0,Service,92515-10-00,379.5,345
Nursing,fmnur-0136,Wound Care Nurse Consult (Code Not Valid),0,Service,83600-02-00,200,180
Dermatology ,fmder-1029,Pressure Ulcer Dressing,0,Service,30055-00-00,330,297
Cardiology,fmcar-1010,Hemodynamic Monitoring,0,Service,61417-00-00,1800,1620
Nursing,fmnur-0137,Umbilical Cord Care,0,Service,90676-00-00,150,135
Nursing,fmnur-0138,Perineal Care,0,Service,83700-00-00,150,135
LABORATORY,FMLAB-1074,Dihydropyramidine Dehydrogenase Deficiency (Dpyd),0,Service,73200-05-60,4500,4050
LABORATORY,FMLAB00516,Voriconazole - Serum {Q},0,Service,73300-03-70,1100,990
INTERVENTIONAL X-RAY,fmxray1658,U/S Guided Central Veىous Catheter Insertion,0,Service,90908-00-00,2500,2250
LABORATORY,FMLABP7107,Liver Transplant Recipient Phase 1,0,Service,73100-09-80,3781,3402.9
LABORATORY,FMLABP7108,Liver Transplant Recepient Phase 2,0,Service,73100-09-80,28357,25521.3
LABORATORY,FMLAB-9714,Scc (Squamous Cell Carcinoma Ag),0,Service,73200-08-40,1700,1530
Medication,FMPH-00012,Clinical Pharmacy,0,Service,95550-09-00,110,100
Medication,fmph-00013,Tpn - Preparation,0,Service,96098-00-00,150,135
Medication,fmph-00014,Chemotherapy - Preparation,0,Service,40336-00-00,450,405
Emergency,FMERD-0041,Wound Debridement,0,Service,90665-00-10,1500,1350
LABORATORY,FMLAB-1661,Automated Swab For Infection Control,0,Service,73050-40-90,193.6,176
LABORATORY,FMLABM0147,Calr Gene Mutation,0,Service,73200-05-60,4350 ,4350 
internal medicine,FMINT-0152,Methacholine Challenge Test,0,Service,99999-99-99,900,810
internal medicine,FMINT-0153,Exercise Spirometry,0,Service,11500-00-00,550,495
internal medicine,FMINT-0150,"Full Pulmonary Function Test ( Spirometry (Pre-Post Bronchodilator,Diffusion,Lung Volume  )",0,Service,11503-16-00,2500,2250
LABORATORY,FMLAB-9215,Serotonin (5 Hydroxy Tryptamine),0,Service,73050-32-70,550,495
Radiology ,FMXRAY1682,Ir Removal Of Nephrostomy Tube,0,Service,36650-00-01,1300,1170
LABORATORY,FMLABM0127,Alpha Thalassemia Genetic Analysis,0,Service,73350-01-09,6600,5940
LABORATORY,FMLAB-8148,Oncodeep (Customized Gene Panel),0,Service,73200-06-30,25000,22500
ENT,FMENT-0146,Use Of Coblation (Radiofrequency),0,Service,41752-00-00,2500,2250
ENT,FMENT-0147,Office Based Treatment Of Snoring,0,Service,97985-00-00,800,720
Home Care ,FMADM-1005,Home Visit Fee,0,Service,83620-00-00,530,477
Home Care ,FMENDE0064,Home Made Rubber Band Set,0,Service,43837-02-00,1239,1115.1
Home Care ,FMHC-0001,Home Visit- Complete Nursing Care,0,Service,73100-15-10,455,409.5
Home Care ,FMHC-0002,8 Home Visit- Complete Nursing Care,0,Service,83620-00-00,3120,2808
Home Care ,FMHC-0003,Home Visit- Nurse (Transportation + Providing Service),0,Service,83620-00-00,260,234
Home Care ,FMHC-0004,Home Visit- Gpt (Transportation + Consultation + Nursing + Providing Service),0,Service,83620-00-00,650,585
Home Care ,FMHC-0006,4 Home Visit - Specialist (Transportation + Consultation + Nursing + Providing Service),0,Service,83620-00-00,3120,2808
Home Care ,FMHC-0007,12Home Visit - Specialist (Transportation + Consultation + Nursing + Providing Service),0,Service,83620-00-00,8970,8073
Home Care ,FMHC-0008,4 Home Visit - Consultant (Transportation + Consultation + Nursing + Providing Service),0,Service,83620-00-00,4160,3744
Home Care ,FMHC-0009,Home Visit - Consultant (Transportation + Consultation + Nursing + Providing Service),0,Service,83620-00-00,1105,994.5
Home Care ,FMHC-0010,Home Visit - Laboratory Service (Transportation + Sample Collection + Disposables),0,Service,83620-00-00,182,163.8
Home Care ,FMHC-0011,Nursing Follow Up,0,Service,83620-00-00,325,292.5
Home Care ,FMHC-0012,Urinary Bladder Catheterization (Service + Disposables + Kits),0,Service,83620-00-00,260,234
Home Care ,FMHC-0013,Bladder Washout (Service + Disposables + Kits),0,Service,83620-00-00,650,585
Home Care ,FMHC-0014,Nasogastric Tube Insertion (Service + Disposables + Kits),0,Service,83620-00-00,260,234
Home Care ,FMHC-0015,Central Line Flushing/Care (Service + Disposables + Kits),0,Service,83620-00-00,130,117
Home Care ,FMHC-0017,Nebulization & Suctioning (Service + Disposables + Kits),0,Service,83620-00-00,195,175.5
Home Care ,FMHC-0020,Subcutaneous Injection (Service + Disposables + Kits),0,Service,83620-00-00,130,117
Home Care ,FMHC-0021,I.V. Cannulation Plus I.V. Therapy (Service + Disposables + Kits),0,Service,83620-00-00,195,175.5
Home Care ,FMHC-0022,Oxygen Inhalation /Hour (Service + Disposables + Kits),0,Service,83620-00-00,91,81.9
Home Care ,FMHC-0024,Fleet Enema (Service + Disposables + Kits),0,Service,83620-00-00,156,140.4
Home Care ,FMHC-0025,Ear Wash / Side (Service + Disposables + Kits),0,Service,83620-00-00,260,234
Home Care ,FMHC-0026,Small Dressing / Area (Service + Disposables + Kits),0,Service,83620-00-00,130,117
Home Care ,FMHC-0027,Medium Dressing / Area (Service + Disposables + Kits),0,Service,83620-00-00,390,351
Home Care ,FMHC-0028,Large Dressing / Area (Service + Disposables + Kits),0,Service,83620-00-00,650,585
Home Care ,FMHC-0031,Removing Nasogastric Tube,0,Service,83620-00-00,65,58.5
Home Care ,FMHC-0032,Care For Nasal Gastric Tube,0,Service,83620-00-10,39,35.1
