Department,ServiceCode,Service Description (Unified),Type,NPHIES Code (Hyphenated )2,LOS,Class B,Class A & VIP,Comment
Room & Board,FMRMB-9924,Room Upgrade From Private To Deluxe,service,83610-01-30, ,390,390,New 
Room & Board,FMRMB-9926,Room Upgrade From Private To Royal,service,83610-01-80,,2340,2340,New 
Room & Board,FMRMB-9925,Room Upgrade From Private To Suite,service,83610-01-60,,1340,1340,New 
Dental,fmdnt-3013,Root Canal Obturation – Each Additional Canal,service,97418-00-00,,132,132,New 
Dental,FMDNT-1018,Root canal obturation – one canal,service,97417-00-00,,800,800,New 
Dental,FMDNTR0016,Root Canal Retreatment 3 Canals,service,97415-00-00,,1575,1575,New 
Dental,FMDNTR0005,Root Canal Treatment Infected Tooth 2 Roots,service,97416-00-00,,1905,1905,New 
Dental,FMDNTR0006,ROOT CANAL TREATMENT INFECTED TOOTH 3 ROOTS OR MORE,service,97416-00-00,,2400,2400,New 
LABORATORY,FMLAB-8108,Rosette Test,service,73100-07-00,,918,918,New 
Cardiology,FMCAR-3093,Rotablation Angioplasty ,PKG,90218-00-00,5,120000,120000,New 
Room & Board,FMRMB-9911,Royal Suite,service,83610-01-70, ,6500,6500,New 
LABORATORY,fmlab-1311,Rpr For Syphilis,service,73100-18-80, ,112.8,112.8,New 
INTERNAL MEDICINE,fmint-2001,Rt Transport Per Hour,service,99999-99-99,,132,132,New 
Cardiology,FMCAR-3030,"Rvot Stenting (Ventricular Outflow Tract) Consumable (Sheath, Wire, Catheter, Balloon And Stent)",PKG,34824-00-00,3,45000,45000,New 
Laboratory,FMLAB-9984,Saccharomyces Cerevisiae Abs,service,73250-00-20,,2339.568,2339.568,New 
Pain Management,FMPN-0005,Sacroiliac Joint (Sij) Without Fluoroscopy,service,50124-00-01,,945,945,New 
NEUROSURGERY,FMNEU-3645,Sacroiliac Joint Injection - One Side,PKG,18230-01-00,DAY CASE,6000,6000,New 
NEUROSURGERY,FMNEU-3646,Sacroiliac Joint Injection - Two Sides,PKG,18230-01-00,DAY CASE,8000,8000,New 
LABORATORY,FMLAB-9338,Salicylates (Acetysalicylic Acid),service,73050-39-70,,1045,1045,New 
LABORATORY,FMLAB-9712,Salmonella Abs,service,73100-26-10, ,580,580,New 
LABORATORY,FMLAB9995,Sars Cov2 (Covid-19) Antigen - Poct,service,73100-26-20,,70,70,New 
Dermatology ,FMDER-1042,SCARLET STAFF CODE,service,90675-00-00, ,300,300,New 
Dermatology ,FMDER-0511,Scarlet+ Mesotherapy,service,90675-00-00, ,650,650,New 
LABORATORY,FMLAB-9714,Scc (Squamous Cell Carcinoma Ag),service,73200-08-40,,1700,1700,New 
Ophthalmology,FMOPTA0027,Schirmer'S Test,service,83700-00-00,,250,250,New 
LABORATORY,FMLAB-5052,Schistosoma Abs. (Bilharzial Abs),service,73250-00-20,,1420,1420,New 
LABORATORY,FMLAB-9715,Scl 70 Abs,service,73250-00-20, ,590,590,New 
LABORATORY,FMLAB-9180,Scl 70 Abs (Scleroderma 70 Abs),service,73250-00-20,,940,940,New 
Ophthalmology,FMOPT-4212,Scleral Buckling,PKG,42776-00-01,1,8500,8500,New 
Endoscopy,FMSUR-3071,Sclerotherapy Oesophageal,PKG,30476-04-00,1,4200,4200,New 
Urology,URO-0110,SCROTAL EPIIDERMOID CYST EXCISION (MULTI),PKG,31230-05-00, ,5000,5000,New 
Urology,URO-0109,SCROTAL EPIIDERMOID CYST EXCISION (SINGLE),PKG,31230-05-00, ,2500,2500,New 
ENT,FMENT-3167,Second Stage Of Two Stage Tympanoplasty,PKG,41530-00-01,1,8700,8700,New 
Ophthalmology,FMOPT-4169,Second Stage Squint Repair (One Or Both Eyes),PKG,42833-00-00,1,5760,5760,New 
OB & GYNE,FMOBG-8128,Second Trimester Anatomy Scan,service,55700-01-00, ,850,850,New 
Ophthalmology,OPT-0033,Secondary insertion of IOL,PKG,42701-00-01,3 Days,6629.055,6629.055,New 
Ophthalmology,FMOPT-4131,Secondry I.O.L. Implantation,PKG,42701-00-01,1,13800,13800,New 
Ophthalmology,FMOPT-4139,Secondry Iol+Keratoplasty,PKG,42701-00-01,2,24000,24000,New 
Dental,FMDNT-1031,Sectional removal of a tooth or part(s) thereof,service,97314-01-00,,360,360,New 
Dental,FMDNTN0167,Sedation – Intravenous – Per 30 Minutes,service,92515-99-00,,450,450,New 
NEUROSURGERY,FMNEU-3461,Selective Dorsal Root Rhizotomy - More Than Three Levels,PKG,90011-06-00,1,92500,92500,New 
NEUROSURGERY,FMNEU-3460,Selective Dorsal Root Rhizotomy - Three Levels,PKG,40330-00-00,1,82500,82500,New 
NEUROSURGERY,FMNEU-3459,Selective Dorsal Root Rhizotomy - Two Levels,PKG,40330-00-00,1,72500,72500,New 
NEUROSURGERY,FMNEU-3626,Selective Peripheral Neurectomy (One Limb),PKG,39324-00-00,1,30500,30500,New 
NEUROSURGERY,FMNUR-0129,Selective Spinal Nerve Diagnostic & Therapeutic Injection - More Than 2 Nerves,service,18216-31-00,,7000,7000,New 
NEUROSURGERY,FMNUR-0127,Selective Spinal Nerve Diagnostic & Therapeutic Injection - One Nerve,service,18216-31-00,,5000,5000,New 
NEUROSURGERY,FMNUR-0128,Selective Spinal Nerve Diagnostic & Therapeutic Injection -Two Nerve,service,18216-31-00,,6000,6000,New 
LABORATORY,FMLAB-9716,Selenium,service,73050-32-60,,1320,1320,New 
Psychiatry ,FMPSYC0020,Self Perception For Learning Disability,service,96184-00-00,,505,505,New 
Psychiatry ,FMPSYC0004,Self Punishment,service,96101-00-00,,505,505,New 
ENT,FMENT-2032,SEPARATION OF NASAL ADHESION,service,41683-00-00, ,2631.165,2631.165,New 
ENT,FMENT-3104,Septoplasty With Turbinectomy,PKG,41671-02-00,1,6500,6500,New 
LABORATORY,FMLAB-9215,Serotonin (5 Hydroxy Tryptamine),service,73050-32-70,,550,550,New 
LABORATORY,FMLABM0133,Serum Immunoelectrophoresis (Immunofixation),service,73100-15-50,,1200,1200,New 
LABORATORY  ,FMLABM0113,SERUM OSMOLALITY,service,73050-26-10,,           348,           348,New 
Dental,FMDNTS3075,Service Charges For Invasalign System Express Dual Arch,service,97989-00-10,,3400,3400,New 
Dental,FMDNTS3076,Service Charges For Invasalign System Express Single Arch,service,97989-00-10,,2300,2300,New 
Dental,FMDNTS3073,Service Charges For Invasalign System Lite Dual Arch,service,97989-00-10,,6250,6250,New 
Dental,FMDNTS3074,Service Charges For Invasalign System Lite Single Arch,service,97989-00-10,,4280,4280,New 
Dental,FMDNTS3078,Service Charges For Invasalign System Vivera Retainers Dual Arch,service,97989-00-10,,1240,1240,New 
Dental,FMDNTS3077,Service Charges For Invasalign System Vivera Retainers Single Arch,service,97989-00-10,,770,770,New 
Dental,FMDNTS3072,Service Charges For Invisalign System-Comprehensive,service,97989-00-10,,10000,10000,New 
LABORATORY,FMLAB-9121,Sex Hormone Binding Globulin (Shbg),service,73050-32-80,,1705,1705,New 
LABORATORY,FMLAB-8232,SEXUALLY TRANSMITTED DISEASES (STD) PCR PROFILE ( SO ),service,73050-39-70, ,1650,1650,New 
LABORATORY,FMLAB-9991,Sexually Transmitted Diseases (Stds) Panel,service,73100-20-30,,1140,1140,New 
LABORATORY,FMLAB-9717,Shigella Abs,service,73100-26-30,,1070,1070,New 
OB & GYNE,FMOBG-3004,Shirodkar Suture,PKG,16511-00-00,DAY CASE,3720,3720,New 
Orthopedics,FMORT-0832,Shock Wave Per Soft Tissue 10 Sessions,service,96155-00-00,,16540,16540,New 
Orthopedics,FMORT-0828,Shock Wave Per Soft Tissue 3 Sessions,service,96155-00-00,,4725,4725,New 
Orthopedics,FMORT-0829,Shock Wave Per Soft Tissue 5 Sessions,service,96155-00-00,,7875,7875,New 
Orthopedics,FMORT-0830,Shock Wave Per Soft Tissue 6 Sessions,service,96155-00-00,,9450,9450,New 
Orthopedics,FMORT-0831,Shock Wave Per Soft Tissue 8 Sessions,service,96155-00-00,,12600,12600,New 
Physiotherapy,FMPTD-0202,SHOCK WAVE PHYSIOTHERAPY SESSSION,service,95550-03-00, ,150,150,New 
Cardiology,FMCAR-3096,Shockwave Intravascular Lithotripsy (Ivl) System,PKG,92199-00-00,4,75000,75000,New 
SURGERY,FMSUR-3310,Shortening Of Common Limb Of Gastric Bypass Following Weight Regain,PKG,48424-01-00,2,38000,38000,New 
Orthopedics,PKORT-0012,Shoulder Decompression,PKG,90533-00-01,4,33750,33750,New 
SURGERY,FMSUR-3184,Sigmoid Colon Resection,PKG,32003-00-00,2,20000,20000,New 
Ophthalmology,FMOPT-4164,Silicon Oil,PKG,42815-00-01,1,13800,13800,New 
Ophthalmology,FMOPTE0027,Silicon Oil Removal,service,42815-00-01,,9210,9210,New 
Ophthalmology,FMOPT-0062,Silicon oil removal with phacoemulsification,PKG,42698-07-02, ,9750,9750,New 
Ophthalmology,FMOPT-4072,Silicone Intubation One Eye,PKG,42608-00-01,1,5820,5820,New 
Opthalmology,FMOPT-4243,SILICONE OIL REMOVAL WITH VITRECTOMY ,PKG,90089-00-01,DAY CASE,14800,14800,New 
SURGERY,FMSUR-3264,Sils Appendectomy,PKG,30571-00-00,2,12000,12000,New 
SURGERY,FMSUR-3265,Sils Cholecystectomy,PKG,43900-00-00,2,18000,18000,New 
SURGERY,FMSUR-3266,Sils Tapp (Hernioplasty),PKG,30403-01-00,2,20000,20000,New 
SURGERY,FMSUR-3267,Sils Varicocelectomy,PKG,32508-00-01,1,11000,11000,New 
SURGERY,FMSUR-3206,Simple Anal Fistulotomy,PKG,90338-00-00,1,7000,7000,New 
Opthalmology,FMOPT-4247,SIMPLE DIABETIC VTIRECTOY + anti VEGF injection ,PKG,90089-00-01,DAY CASE,15040,15040,New 
Ophthalmology,FMOPT-4031,Simple Lid Reconstruction,PKG,45206-00-01,1,4980,4980,New 
Cardiology,FMCAR-3023,"Simple Open Congenital A.S.D., V.S.V And P.V.",PKG,38715-02-00,2,41850,41850,New 
Ophthalmology,FMOPT-4187,Simple Retinal Detachment,PKG,90079-00-01,1,11100,11100,New 
NEUROSURGERY,FMNEU-3435,Simple Skull Osteotomy For Craniosynostois,PKG,90569-00-01,3,40000,40000,New 
Opthalmology,FMOPT-4245,SIMPLE VIT. + PHACO ,PKG,90089-00-01,DAY CASE,14800,14800,New 
SURGERY,PKSUR-0018,Single Anastomosis Duedonoileal Bypass (Sadi),PKG,30515-04-00,1,21000,21000,New 
Endoscopy,FMSUR-3088,Single Balloon Enteroscopy,PKG,30473-05-00,1,4500,4500,New 
Dental,FMDNTP0074,Single Porcelain Tooth,service,97551-02-00,,700,700,New 
Cardiothoracic Surgery,CAR-0027,Single Valve Replacement +Valve Cost,PKG,38562-02-00,8 days,60420,60420,New 
ORTHOPAEDIC WORKSHOP,FMORW-0170,Sinovial One,service,50124-01-10,,3145,3145,New 
ENT,FMENTH-0001,Sinusitis,service,41737-01-00,,900,900,New 
Psychiatry ,FMPSYC0018,Skills Of Creation,service,96101-00-00,,505,505,New 
Orthopedics,ORT-0008,Skin And / Or Skeletal Traction On Thoma Splint Or Bobler Spine,PKG,90531-00-00,Day Case,2000,2000,New 
Dermatology ,FMDER-1005,Skin Cleaning - One Session,service,90676-00-00,,265,265,New 
Dermatology ,FMDER-4063,Skin Cleaning - Three Sessions,service,90676-00-00,,750,750,New 
Dermatology ,FMDER-0700,SKIN LIGHTENING INNOVYAL,service,83700-00-00, ,1100,1100,New 
Vascular Surgery,fmvas-0092,Skin Preparation,service,99999-99-99,,120,120,New 
LABORATORY,FMLAB-8011,Slide Screening Referral,service,73200-07-60, ,695,695,New 
Dermatology ,FMDER-0282,"Small Area (Moustache,Axilla,Bikini,Face) With Retouch",service,45669-00-10,,100,100,New 
Dermatology ,FMDER-0281,"Small Area (Moustache,Axilla,Bikini,Face) Without Retouch",service,45669-00-10,,75,75,New 
LABORATORY,FMLAB-9720,Small Bowel Mucosa Abs,service,73050-14-10, ,520,520,New 
Home Care ,FMHC-0026,Small Dressing / Area (Service + Disposables + Kits),service,83620-00-00,,130,130,New 
SURGERY,FMSUR-3105,Small Incisional Hernia Withor W/O Hernioplasty,PKG,30403-00-00,2 Days,8700,8700,New 
SURGERY,FMSUR-3188,Small To Small Intestinal Anastomosis,PKG,30515-03-00,2,15000,15000,New 
INTERNAL MEDICINE,fmint-2002,Small Volume Nebulizer And Incentive Spirometer,service,92043-00-00,,48,48,New 
INTERNAL MEDICINE,FMINT-1004,Smart Capsule,service,90335-01-00,,9400,9400,New 
Dental,FMDNTR0024,Snap On Smile,service,97989-00-10,,945,945,New 
ENT,FMENT-3148,Snoring Surgery (Uvulopalatopharyngoplasty  Including Barbed Sutures ,PKG,41786-00-00,2 Days,12000,12000,New 
Ophthalmology,FMOPT-4012,Socket Reconstruction,PKG,42527-00-01,1,10200,10200,New 
Dental & Maxillofacial,FMDNTC91,Soft Tissue Grafting ( Per Site ),PKG,48239-00-00,1,6000,6000,New 
LABORATORY,FMLAB-9252,Soluble Liver Ag,service,73050-45-90,,1195,1195,New 
NEUROLOGY,fmneu-1017,Somato Sensory Evoked Potential - Both Upper Or Lower Limb,service,96112-00-00,,1320,1320,New 
Radiology ,FMXRAY1645,Sonohysterography,service,59712-00-00,,840,840,New 
,FMNUR-0014,SPECIAL CARE - IST TO 3RD WK,service,83700-00-00,,1931.16,1931.16,New 
LABORATORY,FMLAB-9725,Specific Gravity,service,73050-33-70, ,520,520,New 
Psychiatry ,FMPSYB0058,Speech 6 Sessions,service,95550-05-00,,1120,1120,New 
ENT,FMENT-9004,Speech Therapy Session -10 Sessions,service,95550-05-00, ,2500,2500,New 
Pain Management,FMPN-0031,Sphenopalatine Ganglion,service,18280-00-01,,7350,7350,New 
ONCOLOGY/NUCLEAR MED,FMONC-0104,Sphenopalatine Ganglion (Therapeutic),service,90595-00-00,,6300,6300,New 
Urology,FMURO-2197,Sphincteroplasty,PKG,32126-00-00,1,8000,8000,New 
SURGERY,FMSUR-3342,Spinal Angiogram,PKG,57350-05-00,1,9000,9000,New 
NEUROSURGERY,FMNEU-3675,Spinal Angiography,PKG,90902-03-00,1 DAY,15000,15000,New 
neurology,FMNEU-3769,Spinal Cord Stimulation (excluding implants),PKG,39138-00-00, ,125000,125000,New 
NEUROSURGERY,FMNEU-3660,Spinal Nerve Diagnostic Block - More Than Three Nerves,PKG,18216-31-00,DAY CASE,8000,8000,New 
NEUROSURGERY,FMNEU-3657,Spinal Nerve Diagnostic Block - One Nerve,PKG,18216-31-00,DAY CASE,5000,5000,New 
NEUROSURGERY,FMNEU-3659,Spinal Nerve Diagnostic Block - Three Nerves,PKG,18216-31-00,1,7000,7000,New 
NEUROSURGERY,FMNEU-3658,Spinal Nerve Diagnostic Block - Two Nerves,PKG,18216-31-00,DAY CASE,6000,6000,New 
NEUROSURGERY,FMNEU-3653,Spinal Nerves Pulse Radiofrequency - More Than Two Nerves,PKG,39323-00-00,1,14000,14000,New 
NEUROSURGERY,FMNEU-3651,Spinal Nerves Pulse Radiofrequency - One Nerve,PKG,39323-00-00,1,10000,10000,New 
NEUROSURGERY,FMNEU-3652,Spinal Nerves Pulse Radiofrequency - Two Nerves,PKG,39323-00-00,1,12000,12000,New 
Physiotherapy,FMPTD-0128,Spine Core Brace,service,96092-00-00,,23775,23775,New 
Orthopedics,ORT-0120,Spine Fusion With Implants/Posterior Fusion Without Stephe Plate,PKG,48642-00-00,7 Days,57055,57055,New 
Physiotherapy,FMPTD-2164,Spinecor Scoliosis Brace,service,95550-03-00,,19980,19980,New 
Physiotherapy,FMPTD-0121,Spiro Meter Air Incentive,service,11506-00-00,,1020,1020,New 
LABORATORY,fmlab-1316,"Sputum, Obtaining Specimen, Aerosol Induced Technique (Separate Procedure)",service,73400-01-30,,240,240,New 
LABORATORY,FMLAB-9261,Ssa Abs (Anti Ro/Ssb Abs (Anti La),service,73100-10-70,,2130,2130,New 
Dental,FMDNTP0089,Stainless Steel Crown,service,97613-04-00,,520,520,New 
Psychiatry ,FMPSYB0042,Standardized Arabic Languange Test,service,96014-00-00,,580,580,New 
Emergency,FMERDA0155,Starry Streps,service,83700-00-00,,55,55,New 
Pain Management,FMPN-0032,Stellate Ganglion Rf,service,39323-00-00,,6300,6300,New 
Dermatology ,FMDER-0510,Stem cells + Mesotherapy,service,90676-00-00, ,800,800,New 
Dermatology ,FMDER-2006,Stem Cells Injection - 3 Sessions,service,90675-00-00, ,924,924,New 
Dermatology ,FMDER-4064,Stem Cells Injection - Face - 1 Session,service,90676-00-00,,1200,1200,New 
Dermatology ,FMDER-4068,Stem Cells Injection - Hair - 2 Sessions,service,90676-00-00,,2400,2400,New 
Dermatology ,FMDER-4090,Stem Cells Injection - Hair -1 Session,service,90676-00-00,,1000,1000,New 
NEUROSURGERY,FMNEU-3345,Stereotactic Guided Aspiration Of Brain Abscess,PKG,90007-00-00,2,35000,35000,New 
NEUROSURGERY,FMNEU-3356,Stereotactic Guided Aspiration Of Intra-Cerebral Collection/Hematoma,PKG,90908-00-11,3,55000,55000,New 
neurology,FMNEU-0318,stereotactic radiofrequency ablation of epileptic focus,PKG,40801-00-00,4,135000,135000,New 
NEUROSURGERY,FMNEU-3446,Steriotactic Insertion Of Deep Brain Stimulator For Motor Disorder (Stimulator Electrodes + Battery + Implants Not Included),PKG,90007-01-00,1,125000,125000,New 
Radiology,FMXRAY-1514,Steroid/joint injection,service,50124-01-10,1 DAY,5000,5000,New 
Home Care ,FMHC-0056,STHES,service,83620-00-00, ,130,130,New 
Psychiatry ,FMPSYB0060,Stimulation 5 Sessions,service,96101-00-00,,1225,1225,New 
Psychiatry ,FMPSYB0048,Stimulation Sessions,service,96155-00-00,,415,415,New 
Surgery,FMSUR-0191,STITCHES FOR DEEP WOUND G.A.,PKG,30026-00-30, ,350,350,New 
Physiotherapy,MTVAS-0021,STOCKING COTTON COMPRESSION SIGVARIS ABOVE KNEE,service,92205-00-00,,357,357,New 
Physiotherapy,MTVAS-0022,STOCKING COTTON COMPRESSION SIGVARIS PANTY,service,92205-00-00,,413,413,New 
SURGERY,FMSUR-3154,Strangulated Hernia + Resection Anastomosis Bowel,PKG,30615-00-00,6 Days,17400,17400,New 
Orthopedic,FMORT-0563,STRENGTHENING OF CASTS,service,96092-00-00,,110.591,110.591,New 
Laboratory,FMLAB-9730,STRIATED MUSCLE ABS,service,73200-06-40,,990,990,New 
Room & Board,FMBED-00025,Stroke Unit - Accommodation,service,83610-03-80,,1900,1900,New 
Laboratory,FMLAB-1119,STRONGYLOIDES IgG ABS,service,73250-00-20, ,1331.946,1331.946,New 
Psychiatry ,FMPSYC0001,Student Behavioral Reaction,service,96101-00-00,,435,435,New 
Psychiatry ,FMPSYC0012,Student Evaluation,service,96177-00-00,,435,435,New 
Psychiatry ,FMPSYA0069,Student Payment For 1 Month,service,83700-00-00,,2010,2010,New 
Psychiatry ,FMPSYA0070,Student Payment For 1 Or 2 Weeks,service,83700-00-00,,1010,1010,New 
NEUROSURGERY,FMNEU-3774,Subcutaneous Field Stimulation,PKG,39134-01-00,1,40000,40000,New 
Cardiology,FMCAT-0052,Subcutaneous Icd Implantation,PKG,38390-00-00,4,77000,77000,New 
Home Care ,FMHC-0020,Subcutaneous Injection (Service + Disposables + Kits),service,83620-00-00,,130,130,New 
ENT,FMENT-3122,Submucous Diathermy + Turbinectomy,PKG,41695-00-00,1,5820,5820,New 
ENT,FMENT-3127,Submucous Resection Of Nasal Spectum (Medium),PKG,41671-01-00,2 Days,4785,4785,New 
OB & GYNE,FMOBG-4023,subtotal hysterectomy with unilateral salpingo-oophrectomy.,PKG,35653-00-00,1,18000,18000,New 
General Surgery,SUR-0173,Subtotal Parathyroidectomy,PKG,30315-00-00,1,17000,17000,New 
LABORATORY,FMLAB10275,Succinylacetone In Urine,service,73050-37-80,,3078,3078,New 
ENT,FMENT-3172,Suction Clearance Under G.A.,PKG,96157-00-00,Day Case,2580,2580,New 
INTERNAL MEDICINE,FMINT-0116,Sudoscan,service,96008-00-00,,450,450,New 
Room & Board,FMRMB-9910,Suite,service,83610-01-50,,4000,4000,New 
LABORATORY,FMLAB-9890,SULFONYLUREA,service,73300-03-70,,1200,1200,New 
Emergency,FMERDA0156,Superfecial Wound Stapling (Clips),service,90676-00-00,,55,55,New 
Pain Management,FMPN-0033,Superior Hypogastric Plexus,service,18262-00-01,,10500,10500,New 
ENT,PKENT-0010,Supraglottoplasty,PKG,90160-00-00,2,25000,25000,New 
Pain Management,FMPN-0037,Supraorbital Nerve Block Or Infra Orbital Nerve Block,service,92509-10-00,,1050,1050,New 
Orthopedics,FMORT-0649,Supra-Patellar Neurectomy,PKG,39327-00-00,2 days,11720,11720,New 
UROLOGY,FMURO-3011,Suprapubic Catheter Insertion,PKG,37011-00-00,DAY CASE,3300,3300,New 
UROLOGY,FMURO-3121,Surgery For Malignant Kidney,PKG,36516-03-00,2,29400,29400,New 
SURGERY,FMSUR-3159,Surgery Of Intestinal Cancer,PKG,90959-00-00,2,23700,23700,New 
Orthopedics,ORT-0061,Surgery Treat Benigh Tumor Of Bone + Bone Grafting,PKG,30241-00-01,3 Days,11415,11415,New 
OB & GYNE,FMOBG-3000,Surgical Evacuation + Biopsy,PKG,35643-03-00,1,4500,4500,New 
Dental & Maxillofacial,FMDNTC0035,Surgical Excision  Of Intra-Oral Tumour Small,PKG,30275-00-00,1,3000,3000,New 
Dental,FMDNTS0082,Surgical Excision Of Intra-Oral Swelling - Medium,service,90141-01-10,,3375,3375,New 
Dental,FMDNTS0083,Surgical Excision Of Intra-Oral Swelling (Large),service,90141-01-10,,4690,4690,New 
Dental & Maxillofacial,FMDNTC0037,Surgical Excision Of Intraoral Tumour Large,PKG,30275-00-00,1,5000,5000,New 
Dental & Maxillofacial,FMDNTC0036,Surgical Excision Of Intraoral Tumour Medium,PKG,30275-00-00,1,4000,4000,New 
Dermatology ,FMDER-0292,Surgical Excission Of Lipoma - Medium,service,99999-99-99,,2830,2830,New 
NEUROSURGERY,FMNEU-3563,Surgical Exploration & Drainage Of Paravertebral Collection,PKG,90031-00-00,2,40000,40000,New 
Dental,fmden-0103,Surgical Extraction - Complex  (Bone Removal),service,97324-01-10,,810,810,New 
NEUROSURGERY,FMNEU-3449,Surgical Insertion Of Spinal Cord Stimulator - (Stimulator Electrodes + Battery + Implants Not Included),PKG,90011-02-00,2,65500,65500,New 
Orthopedics,ORT-0123,Surgical Meniscal Sturing - Arthroscopic,PKG,49563-00-01,2 Days,13285,13285,New 
Ophthalmology,FMOPT-4144,Surgical P.I. Or S.I.,PKG,42764-04-01,1,9000,9000,New 
Ophthalmology,FMOPT-4136,Surgical Post. Capsulotomy (Done Inside),PKG,42734-01-01,1,4620,4620,New 
Ophthalmology,FMOPT-4137,Surgical Post. Capsulotomy (Done Outside),PKG,42734-01-01,1,8220,8220,New 
Dental,FMDNT-1019,Surgical removal of a tooth or tooth fragment not requiring removal of bone or tooth division,service,97321-07-10,,1600,1600,New 
Dental,FMDNT-1020,Surgical removal of a tooth or tooth fragment requiring both removal of bone and tooth division,service,97324-01-00,,2500,2500,New 
Dental,FMDNT-1030,Surgical removal of a tooth or tooth fragment requiring removal of bone,service,97324-01-00,,1900,1900,New 
Vascular Surgery,VAS-0032,SUTURING CUT ARTERY UPPER/LOWER LIMB,PKG,49318-00-00, ,24860.58,24860.58,New 
Home Care ,FMHC-0048,Suturing Large Superficial Wound Under La,service,83620-00-00,,650,650,New 
SURGERY,FMSUR-3078,Suturing Large Wound Under G.A.,PKG,30026-00-30,DAY CASE,4200,4200,New 
Home Care ,FMHC-0049,Suturing Medium Superficial Wound Under La,service,83620-00-00,,390,390,New 
Home Care ,FMHC-0050,Suturing Small Superficial Wound Under La,service,83620-00-00,,195,195,New 
Orthopedics,ORT-0062,Svnovectomy (Open),PKG,50104-00-01,3 Days,10145,10145,New 
ENT,FMENTS0029,Swallowing Electrical Stimulation Therapy Session,service,96155-00-00,,700,700,New 
ENT,FMENTS0028,Swallowing Therapy Session,service,90147-00-00,,400,400,New 
NEUROSURGERY,FMNUR-0135,Sympathetic Stellate Ganglion Injection ,service,18216-27-00,,5000,5000,New 
ORTHOPAEDIC WORKSHOP,FMORW-0147,Synolis I,service,50124-01-10,,3240,3240,New 
ORTHOPAEDIC WORKSHOP,FMORW-0148,Synolis Ii,service,50124-01-10,,4045,4045,New 
ORTHOPAEDIC WORKSHOP,FMORW-0149,Synolis Iii,service,50124-01-10,,5655,5655,New 
LABORATORY,FMLAB-9734,T3 Abs,service,73050-36-50,,1030,1030,New 
LABORATORY,FMLAB-9735,T3 Lia,service,73050-36-50, ,370,370,New 
LABORATORY,FMLAB-9736,T4 Abs,service,73050-35-30,,1045,1045,New 
LABORATORY,FMLAB-9127,"T4/T8 Lymphocytes (Cd3, Cd4, Cd8)",service,73100-17-10,,3415,3415,New 
LABORATORY,FMLAB-4029,Tacrolimus (Fk 506),service,73300-02-90,,490,490,New 
Physiotherapy,CMTAI0002,Tai Chi Service (8 Sessions),service,95550-03-00,,900,900,New 
Ophthalmology,FMOPT-4022,Tarsorrhaphy (One Eye),PKG,42584-00-01,Day Case,7500,7500,New 
Ophthalmology,FMOPT-4094,Tattoing,PKG,90662-00-00,DAY CASE,7140,7140,New 
Dermatology ,FSDER-0004,Tattoo Removal Large Area  ,service,90662-00-00,,600 ,600 ,New 
Cardiology,FMCAR-3080,Tavi: Trans Catheter Aortic Valve Implantation ( Trans Apical) Excluding Valve,PKG,38488-08-00,3,70000,70000,New 
Cardiology,FMCAR-3081,Tavi: Trans Catheter Aortic Valve Implantation (Trans Femoral)Excluding Valve,PKG,38488-08-00,4,50000,50000,New 
ORTHOPAEDIC WORKSHOP,FMORW-0145,Taylor Brace Orthosis I,service,96092-00-00,,2995,2995,New 
LABORATORY,FMLAB-9250,Tb (Mycobacterium Tuberculosis) By Pcr,service,73050-56-30,,2380,2380,New 
LABORATORY,FMLAB-9738,Tb Culture (Csf),service,73050-56-40, ,4150,4150,New 
LABORATORY,FMLAB-9280,Tb Pcr & Culture,service,73050-56-40, ,4150,4150,New 
LABORATORY,FMLAB-3026,Tbg (Thyroid Binding Globulin),service,73050-35-40,,785,785,New 
consultation,SGHTELE-01,TELE CONSULTATION (CONSULTANT    ),service,83600-03-60, ,150,150,New 
consultation,SGHTELE-05,TELE CONSULTATION (DEPUTY DOCTOR ),service,83600-03-70, ,100,100,New 
consultation,SGHTELE-04,TELE CONSULTATION (GENERALIST ),service,83600-03-40, ,50,50,New 
Cardiology,FMCAR-3043,Temporary Pacemaker ( Day Case ),PKG,38456-25-00,Day Case,9000,9000,New 
Ophthalmology,FMOPT-4079,Temprory Artery Biopsy+Histo.,PKG,34109-00-00,DAY CASE,5820,5820,New 
Physiotherapy,FMPTD-0126,Tense,service,96155-00-00,,420,420,New 
SURGERY,FMSUR-3329,Testicular Aspiration,PKG,37605-01-01,DAY CASE,5400,5400,New 
UROLOGY,FMURO-3001,Testicular Biopsy/Histopathology,PKG,30644-04-00,Day Case,3900,3900,New 
LABORATORY,FMLAB-9286,Tetanus Abs.,service,73100-26-40,,1195,1195,New 
Laboratory,FMLAB-9741,TETRAHYDROALDOSTERONE,service,73050-01-40,,2500,2500,New 
Radiology ,FMXRAY1615,Thallium W/Adenozine,service,61437-00-00,,3399.165,3399.165,New 
General Surgery,fmsur-3398,THD Hemorrhoidectomy,PKG,32138-00-00,1,14000,14000,New 
Physiotherapy,FMPTD-0205,THERAPAND,service,95550-03-00, ,100,100,New 
Endoscopy,FMSUR-3150,Therapeutic Ercp + Lithotripsy With Stent,PKG,30484-00-00,1,10000,10000,New 
Endoscopy,FMSUR-3149,Therapeutic Ercp + Lithotripsy Without Stent,PKG,30484-00-00,Day Case,9500,9500,New 
