Service Code,Service Name, Price,NPHIES ID,2022 Prices,2023 prices
FMDNTS0216,REMOVAL OF SUBPERIOSTEAL  -   IMPLANT - PARTIAL,245,99999-99-99,297.0968,317.893576
MTOPT-0022,REMOVAL OF SUPERFICIAL CONJ. F.B.,756,99999-99-99,916.7558399999999,980.9287488
FMNEU-0065,REMOVAL OF SUTURE,69,99999-99-99,83.67215999999999,89.52921119999999
OBG-0003,Removal of Suture,1350,92200-00-00,1637.0639999999999,1751.65848
FMENTE4028,REMOVAL OF SUTURES,69,99999-99-99,83.67215999999999,89.52921119999999
FMDNTI0010,REMOVAL OF T IMPLANT,365,99999-99-99,442.61359999999996,473.596552
FMDNTS0193,REMOVAL OF T IMPLANT,454,97663-00-00,550.53856,589.0762592
FMURO-0188,REMOVAL OF TAPE,1240,90403-00-00,1503.6735999999999,1608.930752
FMSUR-0059,REMOVAL OF TATTOO,2085,99999-99-99,2528.3543999999997,2705.339208
FMENTP2002,REMOVAL OF TONSILLO-LITHS-,930,90146-00-00,1127.7551999999998,1206.698064
FMENTP2001,REMOVAL OF TONSILLO-LITHS -,180,90146-00-00,218.27519999999998,233.554464
MTENT-0100,REMOVAL OF TONSILLO-LITHS     LARGE (G.A.),1980,99999-99-99,2401.0272,2569.0991040000004
MTENT-0099,REMOVAL OF TONSILLO-LITHS     LARGE (L.A.),1245,99999-99-99,1509.7368,1615.418376
MTENT-0098,REMOVAL OF TONSILLO-LITHS     SMALL (G.A.),1230,99999-99-99,1491.5472,1595.955504
MTENT-0097,REMOVAL OF TONSILLO-LITHS     SMALL (L.A.),635,99999-99-99,770.0264,823.928248
FMDNTC0020,REMOVAL OF TORES PALATINUS SML,365,45825-00-00,442.61359999999996,473.596552
FMDNTS0053,REMOVAL OF TORES PALATINUS SML,1215,45825-00-00,1473.3575999999998,1576.492632
FMDNTS0327,REMOVAL OF TRANSOSSIUS WIRE (EXTRA-ORAL),4150,96103-00-00,5032.456,5384.72792
FMDNTS0326,REMOVAL OF TRANSOSSIUS WIRE (INTRA-ORAL),2965,96101-00-00,3595.4775999999997,3847.161032
FMORT-0659,REMOVAL OF TUMOUR OF THE SPINE,3200,40309-00-00,3880.448,4152.07936
MTSUR-0054,REMOVAL OF WART SINGLE,140,99999-99-99,169.7696,181.653472
FMSUR-0217,REMOVAL OF WARTS MULTIPLE,240,99999-99-99,291.0336,311.405952
MTSUR-0053,REMOVAL OF WARTS MULTIPLE,550,99999-99-99,666.952,713.63864
FMSUR-0216,REMOVAL OF WARTS SINGLE,90,99999-99-99,109.13759999999999,116.777232
MTPSD-0023,REMOVAL OF WARTY LESION,950,99999-99-99,1152.008,1232.64856
FMDNTS0320,REMOVAL OF ZYGOMATIC PLATE AND SCREWS (SHORT),5925,99999-99-99,7184.892,7687.8344400000005
FMURO-0035,REMOVAL V-SIGMOID FISTULA     RESECTION,2780,90340-01-00,3371.1391999999996,3607.118944
SUR-0008,Removal-Thrombosed Pile GA,2950,32138-00-00,3577.288,3827.6981600000004
FMNEU-0046,REMOVL OF BRAIN MIDLINE TUMOUR,6488,39712-04-00,7867.608319999999,8418.3409024
FMERDA0007,REMOVL OF FOREIGN BODY (SIMPLE,555,99999-99-99,673.0151999999999,720.126264
FMORT-0449,REMOVL OF IMPLANT  SMALL BONE,235,47930-00-01,284.9704,304.918328
FMENTE3008,REMVAL OF FOREIGN BODY WITHOUT INCISN-W/O MICROSCOPE-IMPACTED,350,41629-00-01,424.424,454.13368
FMDNTC0029,REMVAL OF SALIVARY CALCUL.POST,2246,90140-00-00,2723.5894399999997,2914.2407008
FMORT-0521,REMVL OF ACCESSORY BONE -FOOT,930,48400-01-01,1127.7551999999998,1206.698064
FMSUR-0046,REMVL OF CALCULUS FM SALIVARY GLAND,1160,99999-99-99,1406.6624,1505.128768
FMOPTD0011,REMVL OF CONJ. PAPILLAE OF     SPRING CATARRH,350,42683-00-01,424.424,454.13368
FMSUR-0110,REMVL OF DEEP EXTERNAL ULCER  W/ SKIN GRAFT,2320,99999-99-99,2813.3248,3010.257536
FMOPTD0003,REMVL OF EMBEDED F.B. OF CONJ. BY INCISION,350,42644-03-01,424.424,454.13368
FMNEU-0044,REMVL OF FOREIGN B. REPAIRINGTHE INTRACRANIAL DURA,6488,39615-00-00,7867.608319999999,8418.3409024
FMNEU-0045,REMVL OF FOREIGN B. REPAIRINGTHE INTRASPINAL DURA,4632,90011-01-00,5616.94848,6010.1348736
FMENTE3007,REMVL OF FOREING BODY WITHOUT  INCISN-W/O MICROSCOPE-NOT IMPC,245,41500-00-01,297.0968,317.893576
FMOPTL0001,REMVL OF I.O. F.B. FM ANTERIOR SEGMENT W/ MAGNET,1668,42563-00-01,2022.6835199999998,2164.2713664
FMOPTL0002,REMVL OF I.O. F.B. FM ANTERIOR SEGMENT W/OUT MAGNET,1856,42563-00-01,2250.65984,2408.2060288
FMOPTL0003,REMVL OF I.O. F.B. FM POSTRIOR,2320,42569-00-01,2813.3248,3010.257536
FMOPTL0004,REMVL OF I.O. F.B. FM POSTRIOR SEGMENT W/OUT MAGNET,2320,42569-00-01,2813.3248,3010.257536
FMORT-0052,REMVL OF INT. FIXATN DEVICE AT CARPALS  METACARPALS,1160,47930-00-01,1406.6624,1505.128768
FMORT-0053,REMVL OF INT. FIXATN DEVICE AT FEMUR,2250,47930-01-01,2728.44,2919.4308
FMORT-0050,REMVL OF INT. FIXATN DEVICE AT HUMERUS,2320,47930-00-01,2813.3248,3010.257536
FMORT-0054,REMVL OF INT. FIXATN DEVICE AT PATELLA,1160,47930-01-01,1406.6624,1505.128768
FMORT-0049,REMVL OF INT. FIXATN DEVICE AT SCAPULACLAVICLETHORAX (R/S),1160,47930-00-01,1406.6624,1505.128768
FMORT-0055,REMVL OF INT. FIXATN DEVICE AT TARSALS  METATARSALS,1160,47930-00-01,1406.6624,1505.128768
MTORT-0014,REMVL OF INT. FIXATN DEVICE ATFEMUR,2500,99999-99-99,3031.6,3243.812
MTORT-0015,REMVL OF INT. FIXATN DEVICE ATUNSPEC. SITE,2000,99999-99-99,2425.2799999999997,2595.0496
FMORT-0051,REMVL OF INT.FIXATN DEVICE AT  RADIUS  ULNA,1740,47930-00-01,2109.9936,2257.693152
FMORT-0048,REMVL OF INT.FIXATN DEVICE AT  UNSPEC. SITE.,1160,47930-00-01,1406.6624,1505.128768
MTORT-0017,REMVL OF K WIRE UNDERL LOCAL  ANAESTHESIA SUBCUTANEOUS,500,99999-99-99,606.3199999999999,648.7624
FMOPTD0010,REMVL OF LARGE CONJ. CYST,585,42683-00-01,709.3944,759.0520080000001
FMOPTD0002,REMVL OF MULTIPLE CONJ. F.B.,180,30061-04-01,218.27519999999998,233.554464
FMOPTD0009,REMVL OF SMALL CONJ. CYST.,350,42683-00-01,424.424,454.13368
FMOPTD0001,REMVL OF SUPERFICIAL CONJ.F.B.,115,30061-04-01,139.4536,149.215352
FMORT-0520,REMVL OF WIRE UNDER LOCAL ANA. DP. SUBCU.,975,47927-00-01,1182.3239999999998,1265.08668
MTORT-0016,REMVL. OF K WIRE UNDERL LOCAL ANAESTHESIA DP. SUBCUTANEOUS,585,99999-99-99,709.3944,759.0520080000001
FMCAT-0015,RENAL ANGIOGRAPHY,1800,57350-03-00,2182.752,2335.54464
FMXRY-0807,RENAL ANGIOPLASTY,12550,99999-99-99,15218.632,16283.93624
FMXRY-0808,RENAL ANGIOPLASTY AND STENTING,23000,99999-99-99,27890.719999999998,29843.0704
FMLAB-8028,RENAL BIOPSY (EM),3000,73000-00-70,3637.9199999999996,3892.5744
FMURO-0031,RENAL CYST RESECTION,2320,36558-01-00,2813.3248,3010.257536
FMURO-0176,RENAL EXPLORATION,3904,37821-00-00,4734.14656,5065.5368192000005
FMLAB-7022,RENAL PROFILE: [ UREA CREA. NA K URIC ACID ],705,73050-37-50,854.9112,914.754984
FMXRY-0234,RENAL/UPPER ABDOMINAL ANGIO.,2200,99999-99-99,2667.808,2854.55456
FMLABM0044,RENIN (active),620,99999-99-99,751.8367999999999,804.465376
FMORT-0033,RENISERT.OF INT.FIXATN DEVICE AT HUMERUS,3528,48678-00-00,4278.19392,4577.6674944
FMXRY-0416,RENOGRAM N RENAL SCAN,800,61386-00-00,970.112,1038.01984
FMXRY-0417,RENOGRAM RENAL SCAN  G.F.R.,1610,99999-99-99,1952.3503999999998,2089.014928
FMOPTH0001,REP. OF RETINAL TEAR BY CRYO-  THERAPY,2320,42773-01-01,2813.3248,3010.257536
FMOPTH0002,REP. OF RETINAL TEAR BY LAZER  PHOTOCOAG.,1160,42809-01-01,1406.6624,1505.128768
FMOPTH0003,REP.OF RETINAL TEAR W/ DTCHMNT W/ LAZER COAGULATION,1160,42809-01-01,1406.6624,1505.128768
FMCTS-0012,REP.OF RUPTURE BRONC./TRACHEA,7000,38453-08-00,8488.48,9082.6736
FMDNL-0046,REPAIR,85,99999-99-99,103.0744,110.289608
FMDNL-0052,REPAIR,85,99999-99-99,103.0744,110.289608
FMORT-0089,REPAIR  TRANSPLANT OF TENDONS,2960,99999-99-99,3589.4143999999997,3840.6734079999997
FMORT-0770,REPAIR DURAL RENT,2668,47522-00-01,3235.32352,3461.7961664
FMORT-0638,REPAIR -NERVE INJURY W/O GRAFT,2780,39300-00-00,3371.1391999999996,3607.118944
FMDNTS0146,REPAIR OF 2ND CLEFT LIP,4553,99999-99-99,5521.14992,5907.6304144000005
FMPSDH0016,REPAIR OF ALL TENDONS OF HAND  (FLEXORS),3404,46432-00-01,4127.8265599999995,4416.7744192
FMVAS-0018,REPAIR OF ARTERIAL OR VENOUS INJURY,5480,99999-99-99,6645.267199999999,7110.435904
FMORT-0703,REPAIR OF BANKART LESION SHOUL DER PER ARTHROSCOPY,2800,48960-00-01,3395.392,3633.06944
FMSUR-0069,REPAIR OF BAT EARS,3528,99999-99-99,4278.19392,4577.6674944
FMPSDA0010,REPAIR OF BIG DEFECPT OF LOWER LIP,3884,30052-02-00,4709.89376,5039.5863232
FMPSDA0009,REPAIR OF BIG DEFECT OF UPPER  LIP,3060,45671-00-00,3710.6784,3970.425888
FMPDS-0069,REPAIR OF BLADDER EXTROPHY,5864,37050-00-00,7110.9209599999995,7608.6854272
FMURO-0166,REPAIR OF BLADDER INJURY AFTER PELVIS,2400,37004-02-00,2910.336,3114.05952
FMOPTC0007,REPAIR OF BLEPHAROTOSIS  LID  RETRACTION,2320,45623-05-01,2813.3248,3010.257536
FMDNTP0051,REPAIR OF BROKEN DENTURE,630,97763-00-00,763.9631999999999,817.440624
FMDNTP0050,REPAIR OF BROKEN PARTIAL       DENTURE,475,97764-00-00,576.004,616.32428
FMDNTP0053,REPAIR OF CASTING CLASP,410,97762-00-00,497.1824,531.985168
FMCTSS0008,REPAIR OF CHEST WALL DEFECT,8820,90176-00-00,10695.4848,11444.168736000001
FMENTN2038,REPAIR OF CHOANAL ATRESIA-BILA,3704,45646-00-00,4491.61856,4806.0318592
FMENTN2037,REPAIR OF CHOANAL ATRESIA-UNIL,2900,45646-00-00,3516.656,3762.8219200000003
FMDNTP0052,REPAIR OF CLASP,255,97762-00-00,309.22319999999996,330.86882399999996
FMORT-0285,REPAIR OF CLEFT HAND,3528,99999-99-99,4278.19392,4577.6674944
FMPDS-0070,REPAIR OF CLOACAL EXTROPHY,4796,43882-00-00,5815.82144,6222.9289408
FMPDS-0080,REPAIR OF CLOACAL EXTROPHY 2ND,5864,43882-01-00,7110.9209599999995,7608.6854272
FMOHS-0002,REPAIR OF COARCTATION OF AORTA,7000,38488-03-00,8488.48,9082.6736
FMORT-0580,REPAIR OF COLLATERAL LATERAL   LIGAMENT,2320,49539-00-01,2813.3248,3010.257536
FMORT-0488,REPAIR OF COMPLETE RUPTURED OFROTATOR CUFF.,2960,99999-99-99,3589.4143999999997,3840.6734079999997
NEU-0030,Repair of Compound Skull Fracture,21000,39609-02-00,25465.44,27248.0208
MTOPT-0016,REPAIR OF CONJUCTIVAL LACERATION,310,99999-99-99,375.91839999999996,402.232688
FMOPTE0014,REPAIR OF CORNEA,1668,90066-00-01,2022.6835199999998,2164.2713664
OPT-0024,Repair of Corneal Laceration,6825,90066-00-01,8276.268,8855.60676
FMORT-0509,REPAIR OF CRUCIATE LIGAMENT OFKNEE JOINT,2215,99999-99-99,2685.9975999999997,2874.0174319999996
FMPSD-0011,REPAIR OF CUT WOUND,515,30026-00-10,624.5096,668.225272
FMCTS-0008,REPAIR OF DIAPHERNIA,3500,30601-01-00,4244.24,4541.3368
FMSUR-0103,REPAIR OF DIASTASIS OF RECTUS MUSCLE(MAYO OPERATION),2320,99999-99-99,2813.3248,3010.257536
FMENTE2003,REPAIR OF EARING TEAR OF EAR   LOBE,470,30052-00-01,569.9408,609.836656
MTENT-0008,REPAIR OF EARING TEAR OF THE EAR (G.A.),1940,99999-99-99,2352.5216,2517.198112
MTENT-0007,REPAIR OF EARING TEAR OF THE EAR (L.A.),1005,99999-99-99,1218.7032,1304.012424
FMPSDA0014,REPAIR OF ECTROPION OF LOWER   LIP,2552,45626-00-01,3094.65728,3311.2832896
FMPSDA0015,REPAIR OF ECTROPION OF UPPER   LIP,2552,45626-00-01,3094.65728,3311.2832896
FMOPTC0008,REPAIR OF ENTROPION/ECTSPION,1160,45626-00-01,1406.6624,1505.128768
FMSUR-0203,REPAIR OF EPIGASTRIC HERNIA - (BIG),2320,99999-99-99,2813.3248,3010.257536
FMSUR-0202,REPAIR OF EPIGASTRIC HERNIA - (SMALL),1160,99999-99-99,1406.6624,1505.128768
FMCTS-0038,REPAIR OF EVENTIATION OF DIAPH RAGM,5145,90178-00-00,6239.0328,6675.765096
FMORT-0290,REPAIR OF FACIA HERNIA,2215,99999-99-99,2685.9975999999997,2874.0174319999996
FMPSDD0003,REPAIR OF FEMORAL HERNIA,2900,30614-00-00,3516.656,3762.8219200000003
FMSUR-0204,REPAIR OF FERMORAL HERNIA,2555,99999-99-99,3098.2952,3315.1758640000003
ORT-0038,Repair of Flexor Tendon of Finger with Graft (Direct),11025,46411-00-01,13369.356,14305.210920000001
MTURO-0004,REPAIR OF FRACTURE PENIS,5328,99999-99-99,6460.94592,6913.212134400001
FMURO-0159,REPAIR OF FRACTURED PENIS,1735,37408-01-00,2103.9303999999997,2251.205528
SUR-0091,Repair of Gastro Fistula or Intestinal Perforation (Surgery),11000,90304-00-00,13339.039999999999,14272.7728
FMSUR-0258,REPAIR OF HIATUS HERNIA,2900,99999-99-99,3516.656,3762.8219200000003
FMSUR-0032,REPAIR OF HYDROCELE,2750,99999-99-99,3334.7599999999998,3568.1932
URO-0018,Repair of Hypospadias (1st Stage),6600,37827-00-00,8003.424,8563.66368
URO-0019,Repair of Hypospadias (2nd Stage),9350,37830-00-00,11338.184,12131.85688
URO-0017,Repair of Hypospadias (Simple),5500,37821-00-00,6669.5199999999995,7136.3864
FMSUR-0065,REPAIR OF INCARCERATED HERNIA,2900,99999-99-99,3516.656,3762.8219200000003
FMPSDD0004,REPAIR OF INCISIONAL HERNIA,3244,30403-00-00,3933.8041599999997,4209.1704512
FMPSDD0001,REPAIR OF INGUINAL HERNIA,1915,30614-02-00,2322.2056,2484.759992
ORT-0018,Repair of Lacerated Wound not involving Tendon or Nerve L.A,2550,30026-00-10,3092.232,3308.68824
FMDNTS0102,REPAIR OF LACERATION  ORAL    MUCOSA (MODERATE),1654,30032-00-20,2005.7065599999999,2146.1060192
FMDNTS0101,REPAIR OF LACERATION OF ORAL  MUCOSA (MILD),1655,30032-00-10,2006.9191999999998,2147.403544
FMDNTS0103,REPAIR OF LACERATION ORAL     MUCOSA (SEVERE),2483,30032-00-30,3010.98512,3221.7540784
FMDNTS0098,REPAIR OF LACERATION UPPER OR LOWER LIP (MILD),1655,30052-02-00,2006.9191999999998,2147.403544
FMDNTS0099,REPAIR OF LACERATION UPPER OR LOWER LIP (MODERATE),2291,30052-02-00,2778.1582399999998,2972.6293167999997
FMDNTS0100,REPAIR OF LACERATION UPPER OR LOWER LIP (SEVERE),2483,30052-02-00,3010.98512,3221.7540784
FMPSDE0010,REPAIR OF LACERATIONS OF,2440,30052-01-01,2958.8415999999997,3165.960512
FMPSDE0047,REPAIR OF LACERATIONS OF THE FACE,2400,99999-99-99,2910.336,3114.05952
FMPSDA0018,REPAIR OF LACERATIONS OF UPPER  LOWER LIP,1665,30052-02-00,2019.0456,2160.378792
FMORT-0676,REPAIR OF LATERAL COLLATERAL   LIGAMENT ANKLE,2765,49709-00-00,3352.9496,3587.656072
FMNEU-0025,REPAIR OF LUMBAR/THORACIC     MENINGOCELE,2780,40100-00-00,3371.1391999999996,3607.118944
FMORT-0286,REPAIR OF MACRODACTYL,3528,99999-99-99,4278.19392,4577.6674944
FMPSDF0021,REPAIR OF MACRODFACTYLY,2555,46510-00-01,3098.2952,3315.1758640000003
FMPSDF0014,REPAIR OF MAJOR LACERATION OF HAND,2600,30026-00-20,3152.864,3373.5644800000005
FMORT-0287,REPAIR OF MALLET FINGER,1740,46438-00-01,2109.9936,2257.693152
FMSUR-0182,REPAIR OF MECKELS DIVERTICULUM,1740,99999-99-99,2109.9936,2257.693152
FMOPTD0004,REPAIR OF MILD CONJ. LACERATN,235,42632-02-01,284.9704,304.918328
FMPSDA0046,REPAIR OF MINOR LACERATION IN THE FACE  G.A.P/D,4600,99999-99-99,5578.143999999999,5968.614079999999
FMPSDA0045,REPAIR OF MINOR LACERATION IN THE FACE L.A.P/D,2300,99999-99-99,2789.0719999999997,2984.3070399999997
FMPSDF0012,REPAIR OF MINOR LACERATION OF  HAND,1310,30026-00-10,1588.5584,1699.757488
MTPSD-0008,REPAIR OF MINOR LACERATION OF HAND,2015,99999-99-99,2443.4696,2614.512472
FMPSDF0013,REPAIR OF MODERATE LACERATION  OF HAND,1915,30026-00-20,2322.2056,2484.759992
MTPSD-0009,REPAIR OF MODERATE LACERATION OF HAND,2015,99999-99-99,2443.4696,2614.512472
FMNEU-0061,REPAIR OF NERVE INJURY W/GRAFT,3704,39318-00-00,4491.61856,4806.0318592
FMNEU-0060,REPAIR OF NERVE INJURY W/OUT  GRAFT,2780,39300-00-00,3371.1391999999996,3607.118944
FMCTS-0014,REPAIR OF OESOP. INJ.,5600,30560-00-00,6790.784,7266.13888
FMSUR-0177,REPAIR OF OLD TRAUMATIC INJURYOF PERIPHERAL NERVE,3244,99999-99-99,3933.8041599999997,4209.1704512
FMENTS0013,REPAIR OF ORO-ANTRAL FISTULA,2780,41722-00-00,3371.1391999999996,3607.118944
FMORT-0524,REPAIR OF OSTEOCHONDRITIS -    DISSEC. - KNEE,2320,90598-00-01,2813.3248,3010.257536
FMENTO0004,REPAIR OF PARTIAL CLEFT PALATE,2320,45707-00-00,2813.3248,3010.257536
FMSUR-0026,REPAIR OF PARTIAL PROLAPSE OF ANUS,1395,99999-99-99,1691.6327999999999,1810.047096
FMPSDH0017,REPAIR OF PERI. MEDIAN NERVE,2425,39300-00-00,2940.652,3146.49764
FMPSDH0019,REPAIR OF PERI. RADIAL VESSEL  BY MICROSCOPE,2425,45500-00-00,2940.652,3146.49764
FMPSDH0018,REPAIR OF PERI. ULNAR NERVE,2425,39300-00-00,2940.652,3146.49764
FMPSDH0020,REPAIR OF PERI. ULNAR VESSEL   BY MICROSCOPE,2425,45502-00-00,2940.652,3146.49764
FMSUR-0149,REPAIR OF PERICOLOSTOMY HERNIA,2900,99999-99-99,3516.656,3762.8219200000003
FMNEU-0036,REPAIR OF POST OP LUMBAR  -   MENINGOCELE,2780,40100-00-00,3371.1391999999996,3607.118944
FMSUR-0211,REPAIR OF RECTAL PROLAPSE THRUTHE ANUS IN CHILD,1160,99999-99-99,1406.6624,1505.128768
OBG-0041,Repair of Recto- Vaginal Fistula,13800,35596-00-00,16734.432,17905.84224
FMORT-0428,REPAIR OF RECURR DISLOC OF     SHOULDER,3244,47009-00-01,3933.8041599999997,4209.1704512
FMORT-0234,REPAIR OF RECURRENT DISLOCATN OF SHOULDER,3600,99999-99-99,4365.504,4671.08928
FMORT-0815,REPAIR OF ROTATOR CUFF SHOULDER,5335,99999-99-99,6469.4344,6922.294808000001
FMORT-0523,REPAIR OF RUPTURED ANTERIOR -  CRUCIATE LIGAMENT,2320,49539-00-01,2813.3248,3010.257536
FMOPTE0017,REPAIR OF RUPTURED GLOBE,1856,90066-00-01,2250.65984,2408.2060288
FMSUR-0117,REPAIR OF RUPTURED LIVER,2900,99999-99-99,3516.656,3762.8219200000003
FMSUR-0093,REPAIR OF RUPTURED STOMACH OR DUODENUM,2900,99999-99-99,3516.656,3762.8219200000003
ORT-0036,Repair of Ruptured Superficial Ligament Knee or Ankle,7150,49539-01-01,8670.376,9277.30232
FMORT-0484,REPAIR OF RUPTURED SUPERFICIALLIGAMENT OF THE KNEE 7 ANKLE,1490,99999-99-99,1806.8336,1933.311952
FMOPTL0006,REPAIR OF SCLERAL FISTULA,1740,90072-00-01,2109.9936,2257.693152
FMENTN2048,REPAIR OF SEPTAL PERFORATION,2780,41671-01-00,3371.1391999999996,3607.118944
FMPSDA0008,REPAIR OF SMALL DEFECT - LOWER LIP,2555,45677-00-00,3098.2952,3315.1758640000003
FMPSDA0007,REPAIR OF SMALL DEFECT-UPPER   LIP,2552,45677-00-00,3094.65728,3311.2832896
MTPSD-0010,REPAIR OF SOFT TISSUE LACERATION OF NOSE,2015,99999-99-99,2443.4696,2614.512472
FMSUR-0206,REPAIR OF SPIEGEL HERNIA,1395,99999-99-99,1691.6327999999999,1810.047096
FMURO-0036,REPAIR OF STRICTURE OF URETHRA,3244,90364-00-00,3933.8041599999997,4209.1704512
FMPSDE0049,REPAIR OF THE FACIA NERVE,5024,99999-99-99,6092.30336,6518.7645952
FMPSDE0050,REPAIR OF THE LOWER AND UPPER EYELIDS,2500,99999-99-99,3031.6,3243.812
FMPSDE0048,REPAIR OF THE PAROTID DUCT,4020,99999-99-99,4874.8128,5216.049696
FMORT-0473,REPAIR OF THE SUPRASPINATUS   AFTER RUPTURE OF THE EAR,1340,99999-99-99,1624.9376,1738.683232
FMCTS-0039,REPAIR OF TRACHEO-OESOPHAGEAL  FISTULA,5145,43900-00-00,6239.0328,6675.765096
FMPSDD0002,REPAIR OF UMBILICAL HERNIA,2420,30617-00-00,2934.5888,3140.010016
MTSUR-0080,REPAIR OF UMBILICAL HERNIA,2320,99999-99-99,2813.3248,3010.257536
FMSUR-0201,REPAIR OF UMBILICAL HERNIA    (BIG),2085,99999-99-99,2528.3543999999997,2705.339208
FMSUR-0200,REPAIR OF UMBILICAL HERNIA    (SMALL),1160,99999-99-99,1406.6624,1505.128768
FMSUR-0031,REPAIR OF VARICOCELE (HIGH -  LIGATION OF SPERMATIC VEIN,1740,99999-99-99,2109.9936,2257.693152
FMPSDD0005,REPAIR OF VENTRAL HERNIA,2780,30403-01-00,3371.1391999999996,3607.118944
OBG-0040,Repair of Vesico - Vaginal Fistula,13800,35596-01-00,16734.432,17905.84224
FMCTSS0022,REPAIR OF WOUND DEHESENCE,3675,30026-00-10,4456.452,4768.40364
FMDNTS0150,REPAIR SECONDARY CLEFT PALATE,4553,99999-99-99,5521.14992,5907.6304144000005
FMNEU-0126,REPAIR SKULL BASE FOR CSF RHINORRHEA,2940,40600-00-00,3565.1616,3814.722912
FMSUR-0036,REPAIR UNDESCENDED TESTICLE,2085,99999-99-99,2528.3543999999997,2705.339208
FMPSDF0027,REPAIR WITH LOCAL FLAPS FROM THE SORROUNDING TISSUE,3016,47765-00-01,3657.32224,3913.3347968000003
FMORT-0639,REPAIR-NERVE INJURY WITH GRAFT,3704,39318-00-00,4491.61856,4806.0318592
FMURO-0029,REPAIR-STRICTURE OF URETER,2780,90357-00-00,3371.1391999999996,3607.118944
FMPSDB0005,REPAIRT OF SOFT TISSUE LACIRATION OF NOSE,2440,30052-03-00,2958.8415999999997,3165.960512
FMPDT-0067,REPEAT I.V. INFUSION N.B.BABIE INFANT 30MIN +UP,90,96199-19-00,109.13759999999999,116.777232
FMPDT-0068,REPEAT I.V. INFUSION OF FLUIDS OF CHILDREN OVER 5 YRS 30+MIN.,85,96199-19-00,103.0744,110.289608
FMPDTC0003,REPEATED ECHO,460,55113-00-00,557.8144,596.861408
FMIVF-0011,REPEATED IVF BY LAPAROSCOPIC  OOCYTE RETRIEVAL,7346,13212-01-00,8908.05344,9531.6171808
FMIVF-0012,REPEATED IVF-A-PACKAGE DEAL   (LAP.),1058,99999-99-99,1282.9731199999999,1372.7812384
FMIVF-0013,REPEATED IVF-B-PACKAGE DEAL   (LAP.),6296,99999-99-99,7634.78144,8169.2161408
FMORT-0228,REPLACEMENT OF ACETABULAR     PROSTHESIS (REVISION),5876,96092-00-00,7125.47264,7624.2557248
FMORT-0227,REPLACEMENT OF ACETABULUM W/ UUSE OF METHYL METHACRYLATE,4704,96092-00-00,5704.258559999999,6103.5566592
FMORT-0226,REPLACEMENT OF FEMORAL HEAD BYPROSTHESIS,3528,96092-00-00,4278.19392,4577.6674944
FMORT-0536,REPLACEMENT OF HEAD OF FEMUR  WITH USE OF METHYL METHACRYLAT,4704,99999-99-99,5704.258559999999,6103.5566592
FMENDE0063,REPLACEMENT TUBE,1360,30476-03-00,1649.1904,1764.633728
xDUMY-0010,REPORT CF,20,99999-99-99,24.2528,25.950496
xDUMY-0009,REPORT PF,35,99999-99-99,42.4424,45.413368
xDUMY-0006,"REPORT_x000D_
 AF",35,99999-99-99,42.4424,45.413368
xDUMY-0007,"REPORT_x000D_
 BF",35,99999-99-99,42.4424,45.413368
xDUMY-0008,"REPORT_x000D_
 SF",35,99999-99-99,42.4424,45.413368
xDUMY-0005,REPORT-B CF,20,99999-99-99,24.2528,25.950496
xDUMY-0004,REPORT-B PF,35,99999-99-99,42.4424,45.413368
xDUMY-0001,"REPORT-B_x000D_
 AF",35,99999-99-99,42.4424,45.413368
xDUMY-0002,"REPORT-B_x000D_
 BF",35,99999-99-99,42.4424,45.413368
xDUMY-0003,"REPORT-B_x000D_
 SF",35,99999-99-99,42.4424,45.413368
FMLAB-9099,RESEARCH NUTRITION,2380,99999-99-99,2886.0832,3088.1090240000003
URO-0052,Resection and Anastomosis or Reimplantation of Urether,13200,36588-01-00,16006.848,17127.32736
FMCTS-0037,RESECTION OF PHARYNGEAL DIVERT ICULUM,5145,41770-00-00,6239.0328,6675.765096
FMORT-0768,RESECTION OF SPINAL CORD TOMOUR,7196,47363-02-01,8726.157439999999,9336.9884608
FMCTS-0015,RESECTION OF SUP.SULCUS T.,7000,38440-01-00,8488.48,9082.6736
FMSUR-0142,RESECTION OF TRANSVERSE COLON,3704,99999-99-99,4491.61856,4806.0318592
FMOPTJ0003,RESECTN OF 1 EST OCUL MUSCLES,1740,42833-00-00,2109.9936,2257.693152
FMSUR-0086,RESECTN OF STRANGULATED HERNIA,2780,99999-99-99,3371.1391999999996,3607.118944
FMURO-0103,RESISTANT STONE REMOVAL (PKG),9268,99999-99-99,11238.747519999999,12025.4598464
FMPDT-0064,RESPIRATION MONITOR FOR 24HRS,180,11503-16-00,218.27519999999998,233.554464
FMLAB-6038,RESPIRATORY SYNCYTIAL VIRUS,425,99999-99-99,515.372,551.44804
FMXRY-0621,RESTRICTED STUDY,1600,99999-99-99,1940.224,2076.03968
FMPSDJ0027,RESUFACING ERBIAN LAZER SMALL  LESSION,675,30195-03-10,818.5319999999999,875.82924
FMPSDJ0029,RESURFACING ERBIAN LAZER LARGE LESSION,2110,30195-03-20,2558.6704,2737.777328
FMPSDJ0028,RESURFACING ERBIAN LAZER MEDIU M LESSION,1410,30195-02-00,1709.8224,1829.509968
FMPSDJ0026,RESURFACING ERBIAN LAZER TEST  DOSE,140,30195-02-00,169.7696,181.653472
FMPSDH0003,RESUSSITATION OF MAJOR BURN,2600,96199-19-00,3152.864,3373.5644800000005
