WIPRO CODE,NAME,price 
MS-S-002050,SQUARE SOCKET 2 HOLES ORT-TIPMED# 41948,641
SMH1487,"STAPLE SKIN EXTRACTOR ""PROXIMATE PSX"" #8039-12",77
MS-S-003410,STAPLER CIRCULAR 31MM DISPOSABLE COVIDIEN #EEA31,10684
MS-S-003720,"STAPLER ENDO CIRCULAR 29MM,ETHICON#ECS29A",8738
MS-S-000181,STAPLER ENDO GIA INSTRUMENT 60-38,1870
MS-S-000182,STAPLER ENDO GIA RELOAD 60-38,1485
SMT11261,STAPLER ENDOPATH MULTIFEED ETHICON # EMS/AUTO#174025,3104
SMH4571,STAPLER FOR HAEMORRHOIDECTOMY REF # PPH03,5979
MS-S-002255,STAPLER LINEAR CONTOUR 40MM ETHICON #CS40G,7513
MS-S-002256,STAPLER LINEAR CONTOUR 40MM RELOADS ETHICON #CR40G,3757
MS-S-007866,STAPLER MESH CAPSURE 5MM W.30 PERMNENT FASTENERS BARD#113230,7412
MS-S-000737,STAPLER PROXIMATE CURVED CIRCULAR 33MM #CDH33,6371
SMH1441,STAPLER PROXIMATE SKIN PMW35 (D&G #8037-12),513
MS-S-001066,"STAPLER SECURE STRAP,5MM STRAP25 ETHICON",6738
SMO9404,STAPLES THORNY 8.0 MM HIPOKRAT # 400031150800,1028
MS-S-009371,"STATURE FEMORAL COMPONENT SZ 3 L, MICRO PORT # KFTCNN3L",18563
MS-S-000638,STEM 3L92514,10973
MS-S-008717,"STEM ASSEMBLY 7.5 MM KATALYST,INTEGRA # 221675 INTEGRA LIFE SCIENCES # 221675",14850
MS-S-004598,STEM CEMENTED TAPER 12 / 14 SIZE 5 ZIMMER # 01.06010.205,17325
MS-S-004149,STEM CEMENTED TAPER SIZE 6 ZIMMER #01.06010.206,16657
MS-S-002792,STEM CEMENTLESS 15X155MM TI BIOMET #162374,10107
MS-S-007919,STEM EXTENSION MALE TAPER 14X25MM # 42014225 # 42004225,3850
MS-S-005299,STEM FEMORAL 16 MM COATED CEMENT LESS MUTARS # 5760-0016,17078
MS-S-009194,"STEM FEMORAL CEMENTLESS 12/14 AMT 135 DEG, JOH. & JOH. # 3L92513",10973
MS-S-009019,"STEM FEMORAL CEMENTLESS SIZE 15 STANDARD, JOH. & JOH. # 3L92515",10973
MS-S-004243,"STEM FRACTURE CEMENTED 9 X 125 , MATHYS # 60.21.0009",8422
MS-S-001333,STEM HIP ECOFIT 1000 STANDARD #30396100,10395
MS-S-009257,"STEM HIP ECOFIT 6.25MM CEMENTED, CHM # 30396062",14438
MS-S-004318,"STEM HIP FEMORAL 12.5 MM , IMPLANTCAST # 30396125",14438
MS-S-003776,STEM HIP STANDARD CEMENTLESS 7.5MM #30396075,14438
MS-S-003982,STEM HIP STD. 6.25MM #30393062 (IMPLANTCAST,14438
MS-S-008830,"STEM HUMERAL FLEX STD 5B X 82 MM ANGLE , WRIGHT # DWF605B",15256
MS-S-010304,"STEM MINI HUMERAL 9MM, BIOMET # 113629",13092
MS-S-008626,"STEM MODULAR HUMERAL 12MM CEMENTLESS,J&J#1307-12-000 JOH. & JOH. # 1307-12-000",13933
MS-S-008954,STEM PLASMA CLASSIC PROFEMUR SIZE 3 X 122 MM MICRO PORT # PRGLCLS3,16088
MS-S-000059,STEM PROSTHESIS STD.CEMENTLESS LINK #165-004,9405
MS-S-009749,STEM RADIAL ASSEMBLY 7.5MMX20MM LENGTH INTEGRA LIFE SCIENCES # 22-1675,14850
MS-S-001932,"STEM STAND CEMENT FORG 10,115MM,S&N #061-71316010",15152
MS-S-003541,STEM STANDARD 10CM #56.11.2001,12994
MS-S-005152,STEM STANDARD SIZE 2 ENDOPROSTETIC ENDOPROTHETIC # 11402 ZIMMER,17325
MS-S-003978,STEM STANDERD 9CM TWIINSYS SYNTHES # 56.11.2000,10482
MS-S-001764,STEM STRAIGHT CEMENTLES MODULAR 7MM HIPOKRAT #400010410070,13826
MS-S-005139,STEM STRAIGHT CEMENTLESS 30MM X 127MM ZIMMER # 5988-12-12,16088
SMO10987,STEM TIBIAL L:47MM TEM#400012530001/265.00270,2241
MS-S-002387,STENT ANTI-REFLUX VISIO 6X26CM UV #UF-510626,2012
MS-S-009031,"STENT CEREBRAL ARTERY RECON DEVICE 2X15MM , BALT -FRANCE # SILK2.0X15",106425
MS-S-009182,"STENT CEREBRAL ARTERY RECONSTRUCTION DEVICE BALT -FRANCE # SILK2,0X20",106425
MS-S-004490,STENT COBRA ALL SIZE CELONOVA #1700125012,8422
MS-S-004574,STENT COMPLETE SE VASCULAR 5 X 40 X 130CM MEDTRONIC #SC540LG,12994
MS-S-000816,STENT CORONARY DRUG ELUTED 3.5X20MM TAXUS#(H7493894020350,45540
SMI9792,STENT DRUG ELLUTING 2.5X24MM MEDTRONIC,13557
SMI9717,STENT DRUG ELUTED 2.5X18 MEDTRONIC#EN25018X,14301
SMI9726,STENT DRUG ELUTED 3.0X24 MEDTRONIC#30024X,9096
SMI9742,STENT DRUG ELUTED 3.5X24MM MEDTRONIC#35024X,14438
SMI9825,STENT DRUG ELUTING 2.75X18MM MEDTRONIC,14438
SMI9826,STENT DRUG ELUTING 2.75X24MM MEDTRONIC,13819
MS-S-010434,STENT DRUG ELUTING DIFFERENT SIZES BALTON #BAL1,9674
MS-S-010438,STENT DRUG ELUTING DIFFERENT SIZES BIOMIME MORPH #BIO2,11016
MS-S-010435,STENT DRUG ELUTING DIFFERENT SIZES BOSTON #BOS1,9529
MS-S-010436,STENT DRUG ELUTING DIFFERENT SIZES ORSIRO #ORS1,9240
MS-S-010433,STENT DRUG ELUTING DIFFERENT SIZES TERUMO #TER1,8952
MS-S-000629,STENT EPIC SELF EXPANDABLE NITINOL ALL SIZES/INVATEC#MS-SM,17127
MS-S-002402,STENT EPIC VAS 14X50X75 BOSTON #H74939054145070,17820
MS-S-000204,STENT EXPRESS VASCULAR 8X26CM,11262
MS-S-000630,STENT EXPRESS VASCULAR ALL SIZES.,12994
MS-S-001134,STENT F/CORONARY GRAFT JOSTENT ALL SIZES,12747
MS-S-010430,"STENT FLOW DIVERTER CEREBERAL 4.0X20MM, STRYKER #SILK4,0X20",70950
MS-S-010386,STENT FLOW DIVERTER CEREBRAL ARTERY 2.75 X 15MM BALT -FRANCE #SILK-V-2.75X15,75900
MS-S-010385,STENT FLOW DIVERTER CEREBRAL ARTERY 2.75 X 20MM BALT -FRANCE #SILK-V-2.75X20,75900
MS-S-010384,STENT FLOW DIVERTER CEREBRAL ARTERY 2.75 X 25MM BALT -FRANCE #SILK-V-2.75X25,75900
MS-S-008875,"STENT FRED FLOE RE-DIRECTION 3.5/22/16MM , MICRO VENTION # FRED3516",132042
MS-S-010387,STENT FRED FLOW RE-DIRECTION 3.0/19/14MM MICROVENTION #FREDJR3014,88028
MS-S-010388,STENT FRED FLOW RE-DIRECTION 4.0/44/38MM MICROVENTION #FRED4038,88028
MS-S-009191,"STENT FRED FLOW RE-DIRECTION 5.5/32/26MM, TERUMO # FRED5526",132042
MS-S-007933,"STENT FRED FLOW SIZE 4.0/23/17MM,MICROVISON FRED4017 MICROVISON FRED4017",88028
MS-S-005075,"STENT GRAFT CAPTIVIA 36/36/100CM, MEDTRONIC #VAMF3636C100T",136125
MS-S-002908,STENT GRAFT CAPTIVIA 36/36/150CM MEDTRONIC #VAMF3636C150T,204188
MS-S-002406,STENT GRAFT VALLANT CAPTIVLA MEDTRONIC VAMF2626C100T,136125
MS-S-010510,"STENT INTRALUMINAL SUPPORT LVIS JR 2.5X17MM, MICROVENTION #172014-CASJ",61875
MS-S-005511,"STENT JR FRED FLOW RE-DIRECTION 2.5X18X13MM , MICRO VENTION # FREDJR2513",136125
MS-S-010415,"STENT NITINOL 2.5 LEO PLUS BABY SELF EXPANDABLE INTRACANIAL, BALT -FRANCE #LEO.2,5X18",30360
MS-S-008281,"STENT PERIPHERAL SELF-EXPANDABLE NITINOL LEO+BABY 2.5X25 BALTON # LEO.2,5X2",30360
MS-S-010294,"STENT RIEVER NON DETACHABLE 6X30MM, BALT -FRANCE # CATCHMAXI 6X30",24255
MS-S-005841,STENT SELF EXPANDABLE F/ SFA FULL POPLITIAL LIFESTENT DIFF. SIZES BARD #EV1C,14850
MS-S-002386,STENT TUMOUR VISIOSAFE DIAMOND 6X26CM UV #TS-510626,2561
MS-S-002392,STENT URETERAL ESWL.WHITE OPEN TIP 7FRX24CM UV #US-170724-V,2634
MS-S-002388,STENT URETERAL F/CHILD 3FRX8CM OPEN TIP UV #ST-190308,1568
MS-S-004185,"STENT URETERAL JJ BIOSOFT 6 FR X 22 CM ,COLOPLAST # BCAA67",1914
MS-S-004186,"STENT URETERAL JJ BIOSOFT 6 FR X 24 CM ,COLOPLAST # BCAA63",1650
MS-S-004187,"STENT URETERAL JJ BIOSOFT 6 FR X 26 CM ,COLOPLAST # BCAA64",1650
MS-S-004188,"STENT URETERAL JJ BIOSOFT 7 FR X 22 CM ,COLOPLAST # BCAA77",1914
MS-S-004189,"STENT URETERAL JJ SILICONE 8/12 FR X 26 CM,COLOPLAST # AJ4Y84",2445
MS-S-004190,"STENT URETERAL JJ SLILICONE 6 FR X 24 CM ,COLOPLAST # AJ4263",2368
MS-S-004191,"STENT URETERAL JJ VORTEK 6 FR X 24 CM ,COLOPLAST # ACB163",1914
MS-S-004192,"STENT URETERAL JJ VORTEK 6FR X 24 CM,COLOPLAST # ACB763",1914
MS-S-004193,"STENT URETERAL JJ VORTEK 6FR X 26 CM,COLOPLAST # ACB764",1914
MS-S-002389,STENT URETERAL OPEN TIP 6FRX26CM UV #ST-190626,1537
MS-S-002390,STENT URETERAL OPEN TIP 7FRX26CM UV #ST-190726,1537
MS-S-001720,STENT URETERAL OPEN TIP DJ 4.7X26CM,1502
MS-S-000351,"STENT URETERAL PIGTAIL POLYURETHANE F7,L 24CM # 750407024 / BT-DJ-7024-211-CL",1716
MS-S-002391,STENT URETERAL SOFT GREEN 6FRX26CM UV #ST-210626,1537
MS-S-005839,STENT VALEO VASCULAR EXPANDABLE BALLOON UNCOVERED BARD #EV2C,11334
MS-S-005840,STENT VENOUS UNCOVERED LARGE DIAMETER VENOVO DIFF. SIZES BARD #VENEL,19800
MS-S-000532,STENT WALL GRAFT 7X20MM 9FR,12870
MS-S-000631,STENT WALL GRAFT LD ALL SIZES.,12870
MS-S-000530,STENT WALL UNI ENDOPROSTHESIS MP 7X40MM BOSTON SCIENTIFIC #M001731190,12870
MS-S-010334,"STENT WALLS CAROTID 7X40MM 135CM, BOSTON # H965SCH647080",12870
MS-S-010293,"STENT WALLS CAROTID 7X50MM 135CM, BOSTON # H965SCH647090",12870
MS-S-010416,STENT WINGSPAN SYSTEM 3.0 X 20 MM STRYKER #M003WE0300200,31268
MS-S-010417,STENT WINGSPAN SYSTEM 3.5 X 15 MM STRYKER #M003WS0350150,31268
MS-S-010483,"STENTRIEVER NON DETACHABLE DIA 3MM LENGTH 15MM,BALT-FRANCE #CATCHMINI3X15",35888
SMA1123,STERISTIP SKIN CLOSURE STRIPE CICAGRAF 75X6MM # 2055051,21
SMA0657,"STERISTRIP (BLUE) 1.5X4"" #1547 / PHARMAPLAST.",34
SMA0157,"STERISTRIP-SKIN CLOSURES (ORANGE) 1.4X4"" 3M # R1546",49
MS-S-008597,"STERLING DARGON 4.2 MM , CONMED # C9291 CONMED # C9291",2503
MS-S-004247,STICK FIBER ARTHERX #AR-7209,1452
SMD1375,"STOCKINET 3""X25YDS 3M #MSO3/14821",405
SMD1097,"STOCKINETTE 4""X25YDS#2456/14822",514
SMD3640,STOCKINETTE TG 3CM X 20MTRS #24002,270
SMD3641,STOCKINETTE TG 5.5CM X 20MTRS #24003,351
MS-S-005726,"STONE EXTRACTOR 4-WIRES, NITINOL 4 FR X 85 CM; UROVISION # DO-904475",3273
MS-S-002575,"STONE EXTRACTOR DORMIA 4 WIRES, 3FR. 90CM DETACHABLE HANDLE PORGES COLOPLAST #EXT424",3658
MS-S-005100,"STONE EXTRACTOR DORMIA 4WIRES,1.5FR 120CM COLOPLAST # EXN934",4380
MS-S-002393,STONE EXTRACTOR TIPLESS 3FRX85CM UV #DO-9930485,3841
SMG0030,STOPCOCK 3 WAY DISCOFIX #4624-3/4614-4/401-0000.,13
SMI8922,STOPCOCK 3 WAY WITH 10CM EXT. # JM-V5534-10,13
MS-S-003965,STOPCOCK 3 WAY WITH EXTENTION 25 CM,18
SMI9111,STOPCOCK 3WAY W/80/100CM EXTENSION TUBE #123-1030,17
MS-S-004530,STOPCOCK MANIFOLD 3 WAY BALTON # RAM3,445
SMY7114,STRIPS F/GLUCOMETER ONE TOUCH SELECT/ ACCU-CHEK /FINE TEST,693
MS-S-001331,STRIPS TEST F/CIDEX OPA J&J #CX20392,73
MS-S-004194,"STYLET FREUDENBERG METAL INTRODUCING,COLOPLAST # AL0000",2137
MS-S-001976,SUCTION CLOSED SET SIZE 16 W/L #FS-563-1651-1,924
MS-S-002898,SUCTION CLOSED SYSTEM W/TRACHEOSTMY PORT SIZE 14 #JM-C2409-14-72T,607
MS-S-005484,SUCTION FLOOR PUDDLEVAC CONMED LINVATEC # 9321,1617
SMI1372,SUCTION TUBE BOTH SIDES W/CONE #68.30.30/TUBE #8P62101,57
SMI9898,SUCTION TUBE BOTH SIDES W/CONE 270 CM #,52
MS-S-009423,SUCTION TUBING VENTX 130-0071 LOCAL . # 130-0071,770
MS-S-010493,Suit Protective Coveralls  Extra-large ( XL) Size 3M  Barrier # 4570,196
MS-S-010494,Suit Protective Coveralls Double Extra-large ( XXL) Size 3M  Barrier # 4570,189
MS-S-010492,Suit Protective Coveralls large (L) Size 3M  Barrier # 4570,270
MS-S-010522,"Suit Protective Coveralls MEDIUM (M) Size 3M, #4570",270
MS-S-001145,SUPER TURBOVAC 90 ICW 3.75MM 90,5202
MS-S-005072,SUPER TURBOVAC 90 IPS 3.7MM 90° SUCTION SMITH&NEPHEW #ASH4250-01,5188
SMI1026,SUPRAPUBIC DRAINAGE CAVAFIX G16X70CM B.BRAUN #4152751,758
MS-S-004623,SURECHIPS CANCELLOUS 15CC HANS #BC15,5896
MS-S-010332,SURECHIPS CANCELLOUS 5CC HANS-KOREA # BC5,2166
MS-S-004622,SUREFUSE PUTTY 3CC HANS #SP3,7580
MS-S-010390,"SURFACE ARTIULAR LEFT 11MM SIZE 3-5, ZIMMER #42-5124-004-11",3866
SMI9557,SURGICAL CAP.,3
SME1393,SURGICAL GLOVE SIZE 7.5 POWDERED # ANSELL,27
SMG1004,"SURGICAL HAEMOSTAT 2""X 3"" #1953",998
SMG1003,"SURGICAL HAEMOSTAT 4""X 8"" #W1912 /1952",1155
MS-S-005737,"SUTURE # 2 FIBER WIRE W/TAPERED NEEDLE 26.5 MM, BLUE 97 CM ARTHREX # AR-7200",1174
MS-S-005542,SUTURE 0 VICRYL; L-90CM; R NEEDLE; TAPER POINT; ETHICON # W9977,397
MS-S-005541,SUTURE 2/0 VICRYL; L-90CM; R NEEDLE; TAPER CUT ETHICON # W9962,317
MS-S-008761,SUTURE ANCHOR 1.8MM Y-KNOT 2HI-FI CONMED # Y1802A,5054
MS-S-005287,SUTURE ANCHOR 11.7x2.5MM FASTAK II ARTHREX #AR-1324HF,2384
MS-S-010271,"SUTURE ANCHOR 2.6W/ONE # 2 (5 METRIC) HI-FI, CONMED # NB261",5054
MS-S-005452,SUTURE ANCHOR 2.8 MM # 2 SMITH&NEPHEW #72200750,6233
MS-S-005653,"SUTURE ANCHOR 2.8 MM Y-KNOT . W/TOW HI-FI , DRILL CONMED # YRC02",5054
MS-S-004111,SUTURE ANCHOR 2.9 S&N #72202165 / ARTHREX # 1923BC,5300
MS-S-005547,SUTURE ANCHOR 3.0MM WITH # 2 FIBER WIRE ARTHREX # AR-1934PS,4114
MS-S-005283,SUTURE ANCHOR 4.75X 24.5MM SELF-PUNCHING ARTHREX # AR-2324BCM,6401
MS-S-005654,SUTURE ANCHOR 6.5 MM X 17 MM .W/ TOW HI-FI CONMED # CFBC-6502,5054
MS-S-008927,SUTURE ANCHOR BIO COMPOSITE 4.5X14MM ARTHREX # AR-1927BCF-45,2231
MS-S-004610,"SUTURE ANCHOR CORK SCREW 5.5X14.7MM,ARTHREX # AR-1927BCF",5054
MS-S-000608,SUTURE ANCHOR DUET LINVATEC #BXS4216,5054
MS-S-005854,SUTURE ANCHOR MICRO CORKSCREW FT WITH 2-0 FIBERWIRE ARTHREX # AR-1318FT,4151
MS-S-008722,SUTURE ANCHOR PEEK PUSHLOCK 2.9x15.5MM ARTHREX #AR-1923PS,5300
MS-S-005721,SUTURE ANCHOR SWIVELOCK 6.25 MM X 19.1 MM ARTHREX # AR-1662BC,5620
MS-S-005909,SUTURE ANCHOR W/ 2 HI-FI SIZE 5.5 MM CONMED # CFBC-5502,5054
MS-S-009105,"SUTURE ANCHOR,PEEK CORK SCREW 4.5 X 14MM ARTHREX # AR-1927PSF-45",4138
MS-S-005795,SUTURE ANCHORE 4.5MM POPLOK WITH TWO NO. 2 CONMED LINVATEC # CKP-4502,6401
SMH4504,SUTURE BRADED VIOLET VICRYL 8/0 W9577,452
MS-S-002075,SUTURE CHROMIC CATGUT-0 70CM #G165TA ETHICON W/NEEDLE,135
MS-S-000370,SUTURE COATED VICRYL -O -45CM ENDOLOOP #EJ10G,1155
SMH1231,SUTURE COATED VICRYL 2-0 ETHICON #VCP684H/9582T (D&G #9618-51),150
SMH1230,SUTURE COATED VICRYL 2/0 ETHICON #VCP372H,162
SMH1225,SUTURE COATED VICRYL PLUS 3-0 ETHICON # W9120/VCP316H,233
SMH4462,SUTURE ETHIBOND 5/0 ETHICON #W4846,710
SMH2454,SUTURE ETHIBOND EXCEL 2 ETHICON #W4843,741
SMH2614,SUTURE ETHIBOND GREEN 2/0 90CM W/NDL W6767/480075,273
SMH1359,SUTURE ETHIBOND MERSILINE 2/0ETHICON #6101/(W6937),217
SMH2649,SUTURE ETHIBOND W/O GR/WH 2/0 10X75CM W/N #W10B72,1447
SMH1490,SUTURE ETHILON 10/0 #W1770 W/NDL. MENOFILMENT,1310
SMH1478,SUTURE ETHILON 10/0 MICRO 1/2CIR .N. ETHICON #W1719,1041
MS-S-003540,SUTURE ETHILON 8-0 ETHICON # W2808,675
MS-S-005460,SUTURE FIBER LOOP W/STRAIGHT NEEDLE ARTHREX #AR-7234,1937
MS-S-005800,SUTURE FIBERWIRE 2-0 BRAIDED POLYBLEND WITH TAPERED NEEDLE BLUE . ARTHREX # AR-7242,1155
MS-S-004406,SUTURE HI-FI POLYETHYLINE SIZE 2 CONMED # H5000,1232
MS-S-004405,SUTURE HI-FI POLYETHYLINE SIZE 5 CONMED # H5200,1232
MS-S-005231,SUTURE LASSO 90 DEGREE W/WIRE ARTHREX # AR-4065-90W,3850
MS-S-002229,SUTURE LASSO SD 45 CURVE #AR-4068-45R,3373
MS-S-003397,SUTURE LONG ECHELON FLEX 60MM ETHICON #LONG60A,8422
MS-S-004653,SUTURE MENISCAL CINCH DEVICE ARTHREX #AR-4500,2441
SMH1376,SUTURE MERSILK 0 ETHICON #W204 ( D& G #1022-61),81
SMH1271,SUTURE MERSILK 2-0 ETHICON # W667H / (D+G#1093-51),95
SMH1375,SUTURE MERSILK 2/0 ETHICON #W203 (D& G #1022-51),95
SMH1270,SUTURE MERSILK 3-0 ETHICON # W666H /(D&G #1093-61),155
SMH1371,SUTURE MERSILK 3/0 ETHI.#W502/ (D&G#1074-41) ACUFIRM #42018301,95
SMH1372,SUTURE MERSILK 3/0 W/NDL #W571 /420B25R/D+G1123-41,94
SMH4490,SUTURE MERSILK BLACK 3/0 NO/NEEDLE #W192,108
SMH2716,SUTURE MERSILK BLACK I 10X75CM N/NDL ETHI.#W225,95
SMH4592,SUTURE MERSINK 0 75MM 3/8C REV. CUTTING ETHI#W782H,81
MS-S-000598,SUTURE MONOCRYL 3-0 26MM.,95
MS-S-008606,"SUTURE MONOCRYL PLUS 3-0 , REVERRSE CUTTING 45CM ETHICON # MCP497H",337
MS-S-008589,"SUTURE MONOCRYL UND 45CM 5/0, ETHICON ETHICON # MPY495H",371
MS-S-003538,SUTURE PDS 5-0 ETHICON # PDP935H,637
MS-S-002842,SUTURE PDS 5/0 DOUBLE ETHICON # PDP9108H,452
MS-S-002843,SUTURE PDS 5/0 SINGLE ETHICON # PDP303H,320
MS-S-003539,SUTURE PDS 6-0 ETHICON # PDP9093,757
SMH4547,SUTURE PDS II 4/0 90CM REF# W9109T/W9109H,282
SMH4589,SUTURE PDS II MONOFILAMENT 4/0 ETHICON # W9131H,1166
SMH2437,SUTURE PDS II MONOFILOMENT 3/0 ETHICON #W9134H/Z316E,4245
MS-S-003537,"SUTURE PDS II PLUS 3/0X70CM,ETHICON # PDP332H",272
MS-S-002454,SUTURE PDS II VIOLET 0-150CM LOOP W/N J&J #W9236T,476
MS-S-002456,SUTURE PDS II VIOLET 1-150CM LOOP W/N J&J #W9168,463
MS-S-002455,SUTURE PDS II VIOLET 1-150CM LOOP W/N J&J #W9237T,492
MS-S-001012,SUTURE PDSII VIOLET2/0 70CM W/NDL ETHICON #W9151T/8886626951,135
SMH2438,SUTURE PDSO ENDOLOOP ETHICON #MIC112G EZ10G,674
MS-S-009787,"SUTURE POLYBLEND BLUE 1.5'' WITH LOOP ON ONE END, ARTHREX # AR-7235",997
MS-S-004325,"SUTURE PROLEN 8/0 11 MM , ETHICON # EP8732H",634
SMH2432,SUTURE PROLENE 0 ETHICON #W8434,135
SMH1262,SUTURE PROLENE 1/0 ETHICON #W742/(D&G #3465-71),108
MS-S-009296,"SUTURE PROLENE 10/0 BLUE W2790, ETHICON # W2790",1370
MS-S-009297,"SUTURE PROLENE 10/0 BLUE W2794, ETHICON # W2794",1074
MS-S-001006,SUTURE PROLENE 2-0 BLUE 75CM ETHICON/ATRAMAT #W295/FS-U6062/D&G 3651-51,200
SMH1352,SUTURE PROLENE 2-0 ETHICON W8689 W30C40TX/D&G03426-51,162
SMH1450,SUTURE PROLENE 3-0 ETHICON #W621 (D& G 3490-41),162
SMH1354,SUTURE PROLENE 3/0 ETHICON #W8684/ (#DW9422R) (D&G 3424-41,113
SMH2618,SUTURE PROLENE 4/0 ETHICON #EH7411H,340
SMH1350,SUTURE PROLENE 4/0 ETHICON #W8683 (D+G #4420-33),135
SMH4544,"SUTURE PROLENE 4/0,16MM #W8007T",243
SMH4519,SUTURE PROLENE 5/0 # W 8803,643
SMH1436,SUTURE PROLENE 5/0 90CM #W8556/(D&G3619-21)/(85,270
SMH2566,SUTURE PROLENE 5/0 ETHICON #EH7977H/W8721,243
SMH1259,SUTURE PROLENE 5/0 ETHICON W527/D+G #3414-23,260
MS-S-003999,SUTURE PROLENE 6-0 (13MM) 75CM ETHICON #EP8706H / VP706X,297
SMH2734,SUTURE PROLENE 6-0 ETHICON # W8316,297
SMH2568,SUTURE PROLENE 7/0 ETHICON #EH7222H/W8304,678
SMH4543,"SUTURE PROLENE 7/0,9MM #W8704",243
MS-S-009299,"SUTURE PROLENE 9/0 BLUE W2780, ETHICON # W2780",739
SMH2567,SUTURE PROLENE BLUE 3/0 90CM W/NDL #W8522,169
SMH4577,SUTURE PROLENE BLUE 3/0 90CM W/NDL W8354,765
SMH1260,SUTURE PROLENE BLUE 4/0 45CM W/NDL ETHICON #W525/EH7151 (D&G #4414-3,223
SMH4575,SUTURE PROLENE BLUE 4/0 X 90CM W/NDL # W 8340,3726
SMH2455,SUTURE PROLENE BLUE 5/0 45CM W/NDL ETHICON #W8872T,402
MS-S-001203,"SUTURE PROLENE BLUE 6/0, 60CM W/NDL # W8707/EP8805H",97
SMH4469,"SUTURE PROLENE BLUE 7/0 , 60CM W/NDL#W8702,ETHICON",243
MS-S-002079,SUTURE PROLENE BLUE 7/0 60CM W/NDL #W8801/EP8702H,737
MS-S-001026,SUTURE PROLENE BLUE 8/0 60CM W/NDL #W8101/EP8740H,486
MS-S-000419,SUTURE PROLENE POLYPROPYLENE 4-0 90CM 1/2 CIRCLE 20MM #W8761 ETHICON,243
SMH4602,SUTURE PROLINE 10/0 ETHICON #W1713,1275
MS-S-004044,SUTURE QUATRO X ANCHOR 5.5MM PRELOADED IMPLANT 2#2 FORCE FIBER SUTURE # CM-9255,2503
SMH1269,SUTURE SILK 0 ETHICON #W334H/D&G #1123-61,81
SMH1368,SUTURE SILK 4/0 ETHICON W604 (D&G # 1074-31),218
MS-S-001766,SUTURE STERNAL WIRE GUAGE 5 REVERSE ETHICON #M635G,1358
MS-S-004326,SUTURE STRATAFIX 3/0 PDS # SXPPA100,1332
MS-S-004347,SUTURE STRATAFIX KNOTLESS TISSUE CONTROL ETHICON #SXPP1A405,1327
MS-S-004755,SUTURE STRATAFIX PDS 0 X 45 CM ETHICON # SXPP1A401,1313
MS-S-004327,SUTURE STRATAFIX SIZE 1 X 45 CM PDS # SXPPA404,1335
MS-S-008596,"SUTURE SUPER SHUTTLE PASSING SYSTEM , CONMED # C6005 CONMED # C6005",2310
SMH2577,SUTURE TICRON 2/0 W/PLEDGET 25MM NEEDLE D&G #3307-56/W10B77,1611
SMH4464,SUTURE VICRYL 0 ETHICON # W9230,255
SMH1234,SUTURE VICRYL 0 ETHICON #W9046/(D+G #9803-61),337
SMH1290,SUTURE VICRYL 0 ETHICON W9467/D+G #9832-61,278
SMH2619,SUTURE VICRYL 1 W/NEEDLE (BLUNT) ETHICON #W9391,427
SMH1227,SUTURE VICRYL 1/0 ETHICON W9362 (D&G #9824-71),249
SMH1389,SUTURE VICRYL 2-0 ETHICON #W 9350/(D+G #9819=51),283
SMH4567,SUTURE VICRYL 2/0 ETHICON #W9440,198
SMH1298,SUTURE VICRYL 3-0 #W9034/(D&G #9809-42),347
SMH1222,SUTURE VICRYL 4-0 ETHICON W9067 (D&G 9810-31),161
SMH1276,SUTURE VICRYL 5/0 W9982 1/2 CIRCLE ROUND BODIED/D9/9105-21,135
SMH1570,SUTURE VICRYL 6/0 ETHICON #W9552 W/NDL (D&G #7507-13),693
SMH1226,SUTURE VICRYL PLUS 0 ETHICON W 9138/VCP247H / D+G #9822-61,135
SMH1294,SUTURE VICRYL PLUS 1 ETHICON # VCP371H (W9251)/(D&G #9836-71),149
SMH1292,SUTURE VICRYL PLUS 1 ETHICON #VCP353H / W9231 /D+G #9831-71,135
SMH1228,SUTURE VICRYL PLUS 2/0 ETHICON #VCP351H / W9150 (D& G #9833-51/9832-51,135
SMH1283,SUTURE VICRYL PLUS 2/0 ETHICON#VCP317H / W9121 (D&G 9819-51),135
MS-S-000140,SUTURE VICRYL PLUS 3-0 VIOLET 70CM ETHICON/COVIDIEN #VCP311H/GL182/GL222,135
MS-S-001137,SUTURE VICRYL PLUS 3/0 6X45CM NO/NDL #VCP1225H,357
SMH1223,SUTURE VICRYL PLUS 3/0 ETHICON #VCP311H / W9114 (D&G #9813-41,230
SMH1630,SUTURE VICRYL PLUS 4/0 ETHICON# VCP310H W9113 /W9106,135
SMH1629,SUTURE VICRYL PLUS O 70CM W/NEEDLE ETHI #/VCP352H/W9154,135
SMH1280,SUTURE VICRYL PLUS UNDYED 3/0 ETHICON #VCP497H/W9511T (D&G 9608-41),243
SMH2666,SUTURE VICRYL PLUS VIOLET 3-0 75CM 0.69MM W9717/ VCP663H,236
SMH2626,SUTURE VICRYL RAPID 0 ETHICON #W9963 (SMH4595),397
MS-S-008590,"SUTURE VICRYL RAPID UND 45CM 4/0,ETHICON ETHICON # MPVR4940H",297
SMH4516,SUTURE VICRYL RAPIDE 5/0 45CM W/NDL #W9915,478
SMH4517,SUTURE VICRYL RAPIDE COATED 4/0 45CM W/NDL #W9911,297
SMH1302,SUTURE VICRYL VIOLET2/0 ETHI. #V905E /W9035/(D&G #9803-51),39
