Department,ServiceCode,Service Description (Unified),Type,NPHIES Code (Hyphenated )2,LOS,Column7,Class A ,VIP,Comment
Vascular Surgery,FMVAS-0100,Dressing Under General Anesthesia With Vac Machine ,PKG,90665-00-20,0.0,4000.0,4000.0,4000.0,New
orthopedic,FMORT-0950,BILATERAL CORE DECOMPRESION For BILATERAL Hip Joint,PKG,90607-01-00,0.0,35000.0,35000.0,35000.0,New
orthOPEDIC,PKORT-0007,Genu Varus Bilateral Femur Correction with 8-plate fixations,PKG,99999-99-99,0.0,70000.0,70000.0,70000.0,New
0,FMLAB-1005,250 ML UNIT RH NEGATIVE BLOOD,Service,73300-03-70,0.0,1058.1999999999998,1058.2,1058.2,New
0,FMLAB-9336,ACETYCHOLINESTERASE (Amniotic Fluid),Service,92064-00-00,0.0,974.316,974.32,974.32,New
0,FMLAB-9334,ACTIN ABS,Service,73050-02-90,0.0,613.65,613.65,613.65,New
0,FMLAB-9354,ALVEOLAR BASAL MEMBRANE ABS,Service,73050-01-90,0.0,563.1,563.1,563.1,New
0,FMLAB-9357,AMHPHETAMINES SCREEN (URINE),Service,73050-39-70,0.0,413.938,413.94,413.94,New
0,FMLABM0152,AMPA 1 RECEPTOR ABS (SERUM),Service,73300-04-50,0.0,231.53199999999998,231.53,231.53,New
0,FMLAB-9214,ANTI-DEPRESSANTS SCREEN,Service,73050-39-70,0.0,755.622,755.62,755.62,New
0,FMLAB-9810,ANTI-HIV I & II,Service,73300-05-90,0.0,345.604,345.6,345.6,New
0,FMLAB-1094,BLD 1 UNIT UNT RH -VE & X MATCH,Service,73050-16-30,0.0,1738.1,1738.1,1738.1,New
0,FMLABM0096,C3 NEPHRITIC FACTOR (C3NeF),Service,73300-06-70,0.0,330.75,330.75,330.75,New
0,FMLAB-9404,CA 549,Service,73050-40-90,0.0,798.45,798.45,798.45,New
0,FMLAB-9409,CANDIDA (HIT),Service,83700-00-00,0.0,4415.849999999999,4415.85,4415.85,New
0,FMLAB-9411,CARBIMAZOL,Service,73100-14-00,0.0,1684.05,1684.05,1684.05,New
0,FMLAB-6259,CATHETER TIPS/TUBING C/S,Service,73300-00-30,0.0,445.172,445.17,445.17,New
0,FMLAB-9423,CHLORAL HYDRATE (AS TRICHLO-ETHANOL),Service,73050-07-30,0.0,472.4375,472.44,472.44,New
0,FMLAB-9420,CHLORAMPHENICOL (CSF  S),Service,73050-40-40,0.0,756.5999999999999,756.6,756.6,New
0,FMLAB-9428,CLOBAZAM /DESMETHYLCLOBAZAM,Service,73300-06-30,0.0,1368.5124999999998,1368.51,1368.51,New
0,FMLAB-9176,CRYTOCOCCAL ABS.,Service,73050-08-20,0.0,410.032,410.03,410.03,New
0,FMLAB-9243,CYTOTOXIC ABS. (HLA ABS),Service,73250-00-20,0.0,1378.482,1378.48,1378.48,New
0,FMLAB-9458,DEXAMETHASONE LEVEL,Service,73050-27-00,0.0,472.4375,472.44,472.44,New
0,FMLAB-9475,ECP (EOSINOPHIL CATIONIC PROTEIN),Service,73300-06-70,0.0,695.5875000000001,695.59,695.59,New
0,FMLAB-9477,ENZYME BILIRUBIN UPDS TRANSFERASE,Service,73250-01-00,0.0,2318.625,2318.63,2318.63,New
0,FMLABM0036,FIBROTEST - ACTITEST,Service,73300-01-10,0.0,1515.9375,1515.94,1515.94,New
0,FMLABM0155,GABA-B-RECEPTOR 1 ABS (CSF),Service,13706-01-00,0.0,206.725,206.73,206.73,New
0,FMLABM0148,GALACTOCEREBROSIDASE,Service,90047-00-00,0.0,482.35,482.35,482.35,New
0,FMLAB-9501,GALACTOKINASE,Service,73100-22-30,0.0,613.65,613.65,613.65,New
0,NEU-0055,STAGE 1 - SACRAL NEUROMODULATION IMPLANTATION ( INCLUDE ELECTRODE ),PKG,90606-01-00,0.0,88617.5,88617.5,88617.5,New
0,FMLAB-9512,HAEMOGLOBIN  CSF,Service,73050-13-70,0.0,135.975,135.98,135.98,New
0,FMLAB-9587,MEPHENYTOIN (MESANTOIN),Service,73300-09-70,0.0,625.85,625.85,625.85,New
0,FMLAB-9595,MIANSERINE,Service,73100-22-10,0.0,512.5374999999999,512.54,512.54,New
0,FMLAB-9596,MICROPOLYSPORA ABS,Service,73050-22-90,0.0,625.85,625.85,625.85,New
0,FMLAB-9598,MOLYBDENUM (S.U),Service,73050-55-80,0.0,828.075,828.08,828.08,New
0,FMLABM0150,MUMPS VIRUS (IgG),Service,73300-01-60,0.0,432.17999999999995,432.18,432.18,New
0,FMLABM0162,MYELIN OLIGODENDROCYTE GLYCOPROTEIN ABS,Service,73050-23-10,0.0,385.88199999999995,385.88,385.88,New
0,FMLAB-9609,N-ACETYL-GLUOCSAMINIDASE,Service,73250-00-20,0.0,523.0,523.0,523.0,New
0,FMLAB-1047,NAPHTHOL ACETATE ESTERASE,Service,73300-06-70,0.0,423.625,423.63,423.63,New
0,FMLAB-9610,N-DESMETHYLMESUXIMIDE,Service,73100-24-70,0.0,472.4375,472.44,472.44,New
0,FMLAB-9625,P53  (TUMOUR SUPRESSOR GENE ),Service,90013-00-00,0.0,3704.575,3704.58,3704.58,New
0,FMLAB-9627,PALLADIUM (B.SALIVA  S.U.),Service,73050-39-70,0.0,1216.8375,1216.84,1216.84,New
0,FMLAB-9899,PAPP-A (Pregnancy associated Plasma Protein A),Service,73300-03-70,0.0,1543.5,1543.5,1543.5,New
0,FMLAB-9635,PAROTIS ABS,Service,73300-03-70,0.0,613.65,613.65,613.65,New
0,FMLAB-9640,PENTACHLOROPHENOL,Service,73050-25-50,0.0,847.2624999999999,847.26,847.26,New
0,FMLAB-9641,PETHIDINE CONFIRMATION,Service,73300-06-70,0.0,756.5999999999999,756.6,756.6,New
0,FMLAB-9790,PHENOTHIAZINE,Service,73050-39-70,0.0,411.42499999999995,411.43,411.43,New
0,FMLAB-1062,PREPARATION OF PLATELETS,Service,83700-00-00,0.0,251.03750000000002,251.04,251.04,New
0,FMLAB-4017,PRIMIDONE,Service,73050-39-70,0.0,665.95,665.95,665.95,New
0,FMLAB-9689,PROTEINASE 3 ABS,Service,73050-27-00,0.0,890.8375,890.84,890.84,New
0,FMLAB-9290,PYRIDINOLINE STRUCTURE,Service,73300-03-70,0.0,866.4375,866.44,866.44,New
0,FMLAB-9699,QUININE,Service,73050-12-90,0.0,512.5374999999999,512.54,512.54,New
0,FMLAB-9117,RAST (EACH PANEL),Service,73100-06-50,0.0,271.404,271.4,271.4,New
0,FMLABM0099,RAST SINGLE ALLERGEN,Service,73350-06-00,0.0,617.4,617.4,617.4,New
0,FMLAB-9705,RIBONUCLEASE,Service,73250-02-00,0.0,613.65,613.65,613.65,New
0,FMLAB-9708,RITALIN (METHLPHENIDATE),Service,73300-02-40,0.0,798.45,798.45,798.45,New
0,FMLAB-9162,SALICYLATES (U  S),Service,73300-03-70,0.0,366.1,366.1,366.1,New
0,FMLAB-9713,SANDFLY FEVER VIRUS ABS IGG/IGM,Service,73050-40-30,0.0,2777.125,2777.13,2777.13,New
0,FMLAB-7056,SAUDI CATERING DRUG SCREEN,Service,73050-27-50,0.0,482.9,482.9,482.9,New
0,FMLABM0101,SPHINGOMYELINASE,Service,73050-20-60,0.0,620.1625,620.16,620.16,New
0,FMLAB-9731,SUBSTANCE  S,Service,73100-01-30,0.0,1297.0375000000001,1297.04,1297.04,New
0,FMLAB-9980,T.N.F (Tumor Necrosis Factor),Service,73300-09-70,0.0,793.2125000000001,793.21,793.21,New
0,FMLAB-9764,TRICHOLORACETIC ACID & TRICHLORETHANOL,Service,73050-39-70,0.0,798.45,798.45,798.45,New
0,FMLAB-9765,TRIMIPRAMINE,Service,73300-09-70,0.0,653.75,653.75,653.75,New
0,FMLAB-9150,TRYPANOSOME ABS.,Service,73300-06-00,0.0,669.718,669.72,669.72,New
0,FMNEU-33600,custom made cranioplasty with customized titanium mesh,PKG,30460-00-00,0.0,84000.0,84000.0,84000.0,New
0,FMLAB-9777,VISCOSITY,Service,73050-39-70,0.0,613.65,613.65,613.65,New
0,FMLAB-9143,WATER CHEMICAL ANALYSIS,Service,73150-01-20,0.0,828.075,828.08,828.08,New
0,FMLABM0128,WEST NILE VIRUS RNA PCR,Service,73100-26-50,0.0,1653.75,1653.75,1653.75,New
0,FMLAB-7085,ZERONA -2,Service,73300-05-60,0.0,551.25,551.25,551.25,New
0,FMXRY-0650,MRI WITH ANESTHESIA (PACKAGE DEAL),Service,73150-00-60,0.0,4483.374,4483.37,4483.37,New
0,URO-0115,ARTIFICIAL MALE SPHINCTER + DEVICE,PKG,90230-00-00,0.0,71466.25,71466.25,71466.25,New
NEUROLOGY,NEU-0880,Steriotaxic craniotomy,PKG,47930-00-01,0.0,62017.2,62017.2,62017.2,New
0,NEU-0023,Pituitary Tumour,PKG,47051-00-01,0.0,56918.399999999994,56918.4,56918.4,New
0,FMSUR-3363,PARTIAL LIVER RESECTION,PKG,41674-01-00,0.0,56000.0,56000.0,56000.0,New
0,NEU-0041,Neurovascaular depressive procedure ,PKG,90024-01-00,0.0,55372.5,55372.5,55372.5,New
0,URO-0134,PCNL for complete Staghorn stone + DJ insertion + ESWL (two sessions) ,PKG,90024-00-00,0.0,39900.0,39900.0,39900.0,New
0,NEU-0021,Craniotomy with Brain Tumour Supratentorial Excision ,PKG,30052-01-01,0.0,39131.399999999994,39131.4,39131.4,New
0,URO-0133,PCNL for complete Staghorn stone + DJ insertion (two sessions) ,PKG,40903-01-00,0.0,36820.0,36820.0,36820.0,New
0,OBG-0026,Radical Hysterectomy,PKG,47528-00-01,0.0,35574.0,35574.0,35574.0,New
0,URO-0114,LAPARASCOPIC RENAL CYSTIC DECORTICATION,PKG,90552-00-01,0.0,30238.6,30238.6,30238.6,New
0,URO-0130,PCNL for Partial Staghorn stone + DJ insertion (one session) ,PKG,90467-00-00,0.0,27580.0,27580.0,27580.0,New
0,URO-0142,TURT ( Single more than 3 cm mass) ,PKG,90669-00-00,0.0,24901.8,24901.8,24901.8,New
0,URO-0129,PCNL for 2 cm Stone + DJ insertion ,PKG,39013-00-00,0.0,24500.0,24500.0,24500.0,New
0,SUR-0073,Radial Thyroidectomy,PKG,40333-00-00,0.0,22233.399999999998,22233.4,22233.4,New
0,NEU-0019,Lumbar Meningocele,PKG,90203-08-00,0.0,21344.399999999998,21344.4,21344.4,New
0,VAS-0080,Embolization  for  extra  session,PKG,48400-02-01,0.0,21344.399999999998,21344.4,21344.4,New
0,URO-0126,Flexible Ureteroscopy + Dormia stone extraction + DJ insertion ,PKG,40109-00-00,0.0,20650.0,20650.0,20650.0,New
0,SUR-0104,RECTOSIGMOIDECTOMY  BY ANTERIOR Resection ,PKG,49845-00-00,0.0,19845.0,19845.0,19845.0,New
Orthopedics,ORT-0859,ORIF TIBIA PLATEAU GRADE 2,PKG,50115-00-00,0.0,19566.399999999998,19566.4,19566.4,New
0,URO-0141,TURT ( Single 3 cm mass or less) ,PKG,45451-09-00,0.0,19566.399999999998,19566.4,19566.4,New
0,OBG-0041,C.S. & ANC (including all req. Visits during all period of preg.),PKG,48921-00-01,0.0,18826.25,18826.25,18826.25,New
0,URO-0135,TOT ( Excluding Tape price ),PKG,45632-00-00,0.0,18620.0,18620.0,18620.0,New
NEUROLOGY,NEU-0879,BurrHOLE CRANIOTOMY ,PKG,50130-00-01,0.0,18200.0,18200.0,18200.0,New
0,FMNUM-0021,48 HOURS MONITORING,PKG,59724-00-00,0.0,18082.357999999997,18082.36,18082.36,New
0,VAS-0011,Thoracoscopic Sympathectomy (Bilateral),PKG,49527-00-01,0.0,17787.0,17787.0,17787.0,New
0,URO-0023,Open Prostatectomy,PKG,30609-00-00,0.0,17364.199999999997,17364.2,17364.2,New
0,ENT-0045,Operation on vocal cords e.g woodman,PKG,39000-00-00,0.0,16611.25,16611.25,16611.25,New
0,SUR-0145,Repair of gastro – Intestinal fistula,PKG,42686-00-01,0.0,16611.25,16611.25,16611.25,New
0,FMVAS-0014,AORTA BIFEMORAL BYPASS GRAFT,PKG,60024-00-00,0.0,16250.0,16250.0,16250.0,New
0,URO-0123,Ureteroscopy + Dormia stone extraction +DJ insertion + Use of LASER ,PKG,99999-99-99,0.0,16183.999999999998,16184.0,16184.0,New
0,SUR-0098,Lap vagotomy & gastrectomy,PKG,41764-01-00,0.0,16123.8,16123.8,16123.8,New
Orthopedics,ORT-0860,ORIF TIBIA PLATEAU GRADE 1,PKG,45720-00-00,0.0,16008.999999999998,16009.0,16009.0,New
0,ENT-0046,Arytenoidectomy,PKG,90230-00-00,0.0,15503.75,15503.75,15503.75,New
0,URO-0037,Ureteroscopy + stone manipulation (Add 700 for Laser),PKG,48660-00-00,0.0,15118.599999999999,15118.6,15118.6,New
0,SUR-0149,Vagotomy + drainage procedure + laporoscopic,PKG,41608-00-01,0.0,14396.25,14396.25,14396.25,New
0,URO-0131,PCNL for complete staghorn stone + DJ insertion (one session) ,PKG,39300-00-00,0.0,32199.999999999996,32200.0,32200.0,New
0,OBG-0027,Strasimmams,PKG,47930-00-01,0.0,14293.75,14293.75,14293.75,New
0,URO-0125,Diagnostic flexible ureteroscopy + Ureteric Cath insertion ,PKG,99999-99-99,0.0,14280.0,14280.0,14280.0,New
Vascular,VAS-0016,Excision of Haemangioma (Small),PKG,36851-00-00,0.0,13340.599999999999,13340.6,13340.6,New
0,SUR-0046,Large incisional hernia w/o mesh,PKG,48639-00-00,0.0,11163.599999999999,11163.6,11163.6,New
0,FMSUR-0141,ANASTOMOSIS OF ABDOMINAL VSCLT,PKG,58900-00-10,0.0,11129.4125,11129.41,11129.41,New
0,FMPDS-0069,REPAIR OF BLADDER EXTROPHY,PKG,30075-01-01,0.0,11101.512499999999,11101.51,11101.51,New
0,VAS-0009,Superficialization of Vein,PKG,90223-01-00,0.0,10316.599999999999,10316.6,10316.6,New
0,OBG-0021,Manchester repair,PKG,38353-00-00,0.0,9967.5,9967.5,9967.5,New
0,OPT-0030,Glaucoma operation trabeculectomy,PKG,30114-00-00,0.0,9967.5,9967.5,9967.5,New
0,OPT-0027,Lacrimal canalliculum reconst,PKG,36546-00-00,0.0,9923.199999999999,9923.2,9923.2,New
0,OPT-0056,CHOROIDAL DRAINAGE INSIDE - BILATERAL,PKG,50103-00-01,0.0,9528.75,9528.75,9528.75,New
0,OPT-0018,Corneal dermoid excision,PKG,41710-00-00,0.0,8860.0,8860.0,8860.0,New
0,SUR-0057,Branchial cyst Excision,PKG,38550-00-00,0.0,8860.0,8860.0,8860.0,New
0,OPT-0016,Biopsy of orbital tumors w/out histopath,PKG,44328-00-01,0.0,8682.8,8682.8,8682.8,New
0,OPT-0023,Cyclodialysis,PKG,43900-00-00,0.0,8416.25,8416.25,8416.25,New
0,FMCARS0032,EXTENDED HOLTER FOR 3 WEEKS,PKG,41849-00-00,0.0,8068.925,8068.93,8068.93,New
0,FMSUR-0265,CLOSURE OF BRONCHO PLEURAL    FISTULA,PKG,90133-00-00,0.0,7794.425,7794.43,7794.43,New
0,FMPDS-0076,EXCISSION OF CYSTIC HYGOMA AX.,PKG,59970-02-00,0.0,7063.9625,7063.96,7063.96,New
0,FMPDS-0071,PYLOROMYOTOMY FOR CONGENITAL,PKG,30409-00-00,0.0,6786.775,6786.78,6786.78,New
0,FMPDS-0066,EPISPADIAS REPAIR,PKG,30653-00-00,0.0,6574.087500000001,6574.09,6574.09,New
0,URO-0122,Ureteroscopy + Dormia stone extraction + Ureteric cath insertion + Use of LASER,PKG,39138-00-00,0.0,14280.0,14280.0,14280.0,New
0,SUR-0035,Biopsy of breast + tissue tumor excision including histopath,PKG,44328-01-00,0.0,6202.0,6202.0,6202.0,New
0,URO-0121,Ureteroscopy + Stone extraction + Ureteric Cath insertion,PKG,18216-27-00,,11200.0,11200.0,11200.0,New
0,OPT-0055,CHOROIDAL DRAINAGE INSIDE - UNILATERAL,PKG,49500-01-01,0.0,6113.75,6113.75,6113.75,New
0,ENT-0015,Removal of benign tumors of the vocal cords,PKG,36552-00-01,0.0,5537.5,5537.5,5537.5,New
0,FMXRY-0410,1ST PASS STUDY,Service,39327-00-00,0.0,904.7875,904.79,904.79,New
0,FMXRY-0903,ADDITIONAL POSITION,Service,30238-00-00,0.0,577.0375,577.04,577.04,New
0,FMXRY-0248,angioplasty of a single segment of a peripheral artery,Service,49542-01-01,0.0,7482.09,7482.09,7482.09,New
0,FMXRY-0098,ANY AREA OR ORGAN 1 VIEW,Service,49815-00-00,0.0,205.016,205.02,205.02,New
0,FMXRY-0099,ANY AREA OR ORGAN 2 VIEWS,Service,42584-00-01,0.0,314.356,314.36,314.36,New
0,FMXRY-0102,BABYGRAM,Service,49503-03-00,0.0,507.654,507.65,507.65,New
0,FMXRY-0415,BILIARY TREE SCAN,Service,11700-00-00,0.0,1345.8500000000001,1345.85,1345.85,New
0,FMXRY-0409,CARDIAC PHASE AMPLITUDE,Service,38418-00-00,0.0,904.7875,904.79,904.79,New
0,FMXRY-0231,CAROTID ATERY BILATERAL 1ST.RN,Service,48424-01-00,0.0,6244.182,6244.18,6244.18,New
0,FMXRY-0230,CAROTID ATERY UNILATERAL 1ST.R,Service,46483-00-01,0.0,3566.85,3566.85,3566.85,New
0,FMXRY-0252,COMPLETE CARDIAC STUDY W/ BA.,Service,47966-01-00,0.0,674.6625,674.66,674.66,New
0,FMXRY-0637,CSF FLOWMETRY,Service,48239-00-00,0.0,771.75,771.75,771.75,New
0,FMXRY-0218,CYSTOGRAM,Service,48224-00-01,0.0,808.3459999999999,808.35,808.35,New
0,FMXRY-0261,DACRYCYSTOGRAM,Service,48239-00-00,0.0,674.6625,674.66,674.66,New
0,FMXRY-0464,DACRYOSCINTIGRAPHY,Service,48239-00-00,0.0,768.8125,768.81,768.81,New
0,FMXRY-0704,DBM FOR HAND,Service,48200-00-00,0.0,238.4125,238.41,238.41,New
0,FMXRY-0533,DOPPLER STUDY FOLLOW UP,Service,36845-06-00,0.0,603.3299999999999,603.33,603.33,New
0,FMXRY-0427,DYNAMIC SCAN ANY AREA / ORGAN,Service,37224-03-00,0.0,904.7875,904.79,904.79,New
0,FMXRY-0237,EACH ADDITIONAL RUN,Service,37224-03-00,0.0,1460.9125,1460.91,1460.91,New
0,FMXRY-0222,ENDOSCOPIC UROLOGICAL EXAM.,Service,36833-01-00,0.0,904.7875,904.79,904.79,New
0,FMXRY-0246,EPIDEDIMO VASOGRAPHY,Service,36806-02-00,0.0,3345.4500000000003,3345.45,3345.45,New
0,FMXRY-0553,EXTRA NEEDLE ELECTRODE,Service,36806-02-00,0.0,5252.65,5252.65,5252.65,New
0,FMXRY-0436,FIRST PASS UNDER STRESS,Service,37604-09-00,0.0,2799.93,2799.93,2799.93,New
0,FMXRY-0435,FIRST PASS WITHOUT STRESS,Service,37318-03-00,0.0,1567.25,1567.25,1567.25,New
0,FMXRY-0106,FLUROSCOPY IN O.R. 10 MINUTES,Service,48424-00-00,0.0,507.654,507.65,507.65,New
0,FMXRY-0483,GA-76 CITRATE WBS TUMOR IMAGING,Service,35321-02-00,0.0,3031.875,3031.88,3031.88,New
0,FMXRY-0262,GALACTOGRAPHY ONE SIDE,Service,40003-02-00,0.0,568.325,568.33,568.33,New
0,FMXRY-0437,GATED ERNA WITHOUT STRESS,Service,35400-00-00,0.0,1827.0124999999998,1827.01,1827.01,New
0,FMXRY-0476,SR-86 CI,Service,90908-00-11,0.0,25205.0375,25205.04,25205.04,New
0,SUR-0024,Excision of multiple neurofibroma -LA,PKG,90580-00-01,0.0,4961.599999999999,4961.6,4961.6,New
0,FMENTE3021,FITTING OF NOISE GENERATOR,PKG,30055-00-30,0.0,4203.1625,4203.16,4203.16,New
0,FMCTSS0011,DIAG. RIGID OESOPHAGOSCOPY,PKG,41761-00-00,0.0,4037.55,4037.55,4037.55,New
0,ENT-0024,REMOVAL of Foreign body from oesophagus,PKG,46300-01-01,0.0,3721.2,3721.2,3721.2,New
0,FMCTSS0001,CHEST TUBE INSERTION,Service,83500-00-80,0.0,1311.982,1311.98,1311.98,New
0,SUR-0020,Excision of ganglion cyst,PKG,36812-00-00,0.0,3721.2,3721.2,3721.2,New
0,URO-0021,Cystoscopy + Optical Urethroscopy,PKG,42809-00-01,0.0,3721.2,3721.2,3721.2,New
0,ENT-0011,Upper R.T. Endoscopy for biopsy,PKG,99999-99-99,0.0,2976.3999999999996,2976.4,2976.4,New
0,SUR-0010,Excision of perianal skin tag – GA,PKG,90676-00-00,0.0,2976.3999999999996,2976.4,2976.4,New
0,FMENTP3015,PRE & POST EVALUATION OF OSAS,PKG,30393-00-00,0.0,2883.4625,2883.46,2883.46,New
0,FMNUM-0015,DIGITAL EEG W/BRAIN MAPPING,PKG,73250-00-60,0.0,2497.278,2497.28,2497.28,New
0,MTENT-0065,CONTROL OF EPISTAXSIS ELECTRO-CAUTERY UNILATERAL (L.A.),Service,45451-09-00,0.0,1185.1839999999997,1185.18,1185.18,New
0,ENT-0017,S.M.D,PKG,47921-00-01,0.0,2480.7999999999997,2480.8,2480.8,New
0,FMOBG-0138,PUDENDAL BLOCK ANAESTHESIA,PKG,30485-00-00,0.0,2342.8125,2342.81,2342.81,New
0,FMORT-0369,CYLINDER CAST,Service,96092-00-00,0.0,755.622,755.62,755.62,New
0,FMORT-0643,USAGE OF LASER,PKG,36564-01-00,0.0,2229.7125,2229.71,2229.71,New
0,FMSUR-0197,VASECTOMY,PKG,30653-00-40,0.0,2229.7125,2229.71,2229.71,New
0,FMPDS-0014,INJECTION SCLEROTHERAPY OF LYMPHANGIOMA OR HEMANGIOMA,PKG,41764-00-00,0.0,2020.5125,2020.51,2020.51,New
0,FMPDT-0079,CONT. CONTROL PULSE ECG RESP.  TEMP.ETC.BY MONITOR UPTO 24HRS,PKG,30223-01-00,0.0,1669.416,1669.42,1669.42,New
0,FMCAT-0046,CORONARY ASSESSMENT BY PRESSURE WIRE,PKG,32135-00-00,0.0,1414.0,1414.0,1414.0,New
0,FMPDT-0030,REANIMATION INCL. RESPIRATION  & EXTRATHOR MAN.HEART MASSAGE,PKG,30075-00-00,0.0,1279.6,1279.6,1279.6,New
0,FMORT-0431,FACETTE BLOCK,Service,32174-01-00,0.0,1261.33,1261.33,1261.33,New
0,FMENTL0022,ADDITIONAL USE OF LASER,Service,59970-03-00,0.0,1206.6599999999999,1206.66,1206.66,New
0,FMERDA0040,ER DELIVERY FEE,Service,45626-00-02,0.0,1196.9019999999998,1196.9,1196.9,New
0,FMNUM-0019,COMPLETE STUDY,Service,50124-00-01,0.0,1142.232,1142.23,1142.23,New
0,FMNUM-0005,E.M.G. FACE 1 2,Service,30075-00-00,0.0,1120.7559999999999,1120.76,1120.76,New
0,FMICU-0017,CODEMAN ICP,Service,30571-00-00,0.0,1110.984,1110.98,1110.98,New
0,FMPDS-0078,INTUSSUCEPTION HYDROSTOLIC RED,Service,38418-00-00,0.0,1011.125,1011.13,1011.13,New
0,FMNUM-0002,E.E.G WITH PROVOCATION,Service,16511-00-00,0.0,884.492,884.49,884.49,New
0,FMOBG-0067,PRE & POST-NATAL PROGRAM TEN   EXAM W/OUT PROCEDURE,Service,35649-01-00,0.0,857.7125,857.71,857.71,New
0,FMPDT-0088,I.V.SHOCK TRT(PLASMA EX.)INC.  B.P. FOR 1HR W/O MEDICATION,Service,90335-01-00,0.0,712.67,712.67,712.67,New
0,MTOBG-0018,LABIAL CYST INCISION,Service,33806-09-01,0.0,689.0625,689.06,689.06,New
0,FMICU-0004,INTERCOSTAL TUBE INSERTION,Service,90084-00-01,0.0,679.4759999999999,679.48,679.48,New
0,FMSUR-0010,PERITONEAL TAP - THERAPEUTIC,Service,18230-01-00,0.0,674.6625,674.66,674.66,New
0,FMPDT-0145,CONT. CNTRL.PLSE. ECG 5-12 HRS,Service,99999-99-99,0.0,603.3299999999999,603.33,603.33,New
0,FMENDE0049,INCISION OF PERIANAL THROMB0-  SIS,Service,18230-00-00,0.0,538.6875,538.69,538.69,New
0,FMOBG-0068,PRE-NATAL PROGRAM 6 SESSION,Service,35638-04-00,0.0,538.6875,538.69,538.69,New
0,FMENDE0051,GASTROTOMY FEEDEING TUBE,Service,38209-00-00,0.0,463.04999999999995,463.05,463.05,New
0,FMOHU-0007,DEFEBRILATOR SHOCK,Service,42620-00-02,0.0,454.94399999999996,454.94,454.94,New
0,FMORT-0372,DESAULETTE BANDAGE,Service,42676-00-01,0.0,453.26250000000005,453.26,453.26,New
0,FMOPTH0032,CORNEAL DENDERITICULCER SCRAPING,Service,38485-01-00,0.0,413.4375,413.44,413.44,New
0,FMNUR-0068,OGT FEEDING PER CRITICAL AREA,Service,83600-00-10,0.0,26.627999999999997,26.63,26.63,New
0,FMCARS0003,EXTERNAL PACEMAKER USE /DAY,Service,59700-00-00,0.0,385.27500000000003,385.28,385.28,New
0,FMINT-0094,T. CHOLESTEROL + TRIGLYCERIDES,Service,90203-05-00,0.0,357.308,357.31,357.31,New
0,FMPDT-0087,ALLERGY INHALATION PROVOCATION TST EACH LLGN INCL.CRTL PTNT,Service,99999-99-92,0.0,261.5,261.5,261.5,New
0,FMPDT-0005,EXAMINATN OF BABY & CHILD UPTO 4 YEARS OLD,Service,90908-00-11,0.0,238.20999999999998,238.21,238.21,New
0,FMPDT-0054,EXAMINATION OF CHILDREN 5 YRS  AND OLDER,Service,34512-00-00,0.0,238.20999999999998,238.21,238.21,New
0,FMORT-0374,ELASTIC BANDAGE FOREARM WITH   MEDICINE,Service,30653-00-00,0.0,223.15,223.15,223.15,New
0,FMPDT-0172,GROWTH HORMONE TEST,Service,73250-00-20,0.0,216.73399999999998,216.73,216.73,New
0,FMPSYA0048,GHQ,Service,30485-01-00,0.0,216.175,216.18,216.18,New
0,FMPDT-0091,INSRT.ORO-GASTRIC NUTRIT TUBE  UPTO 24HRS CHDRN OVER 3 YRS,Service,30107-00-01,0.0,212.6875,212.69,212.69,New
0,FMPDT-0144,CONT. CONTRL. PLSE. ECG 1-4 HR,Service,50124-00-01,0.0,212.6875,212.69,212.69,New
0,FMLAB-9626,PAH / PARA-AMINO HIPPURIC ACID,Service,73100-25-00,0.0,287.65,287.65,287.65,New
0,FMDER-0021,TZANK SHEAR TEST,Service,73400-00-90,0.0,183.05,183.05,183.05,New
0,FMPDT-0134,MECONIUM TEST OF N.B.,Service,30473-05-00,0.0,67.9875,67.99,67.99,New
0,FMLAB-9492,FISH TAPEWORM IGG &IGM,Service,73100-05-80,0.0,847.2624999999999,847.26,847.26,New
Physiotherapy,FMPTD-2179,Decompression Spinal,Service,90024-00-00,0.0,805.0,805.0,805.0,New
Radiology ,FMXRAY1288,Fluroscopy. Guided Tube Locolization,Service,58506-00-10,0.0,880.0,880.0,880.0,New
Radiology ,FMXRAY1313,Doppler. Transcranial (Tcd),Service,55028-00-00,0.0,1280.0,1280.0,1280.0,New
Endoscopy,FMENDE0059,Gastric varices injection,PKG,90335-01-00,0.0,4232.0,4232.0,4232.0,New
Physiotherapy,FMPTD-0067,WALKER RENTAL,Service,96024-00-00,0.0,1245.0,1245.0,1245.0,New
Dental & Maxillofacial,DNT-0030,Secondary Repair Of Cleft Lip Or Palate,PKG,45710-00-00,0.0,37000.0,37000.0,37000.0,New
LABORATORY,FMLAB-9793,Cytogenetics Chorionic Villi (Cvs),Service,73200-06-30,0.0,8270.0,8270.0,8270.0,New
Dental,FMDNTP0044,Extra Vitalium Teeth,Service,97989-00-10,0.0,580.0,580.0,580.0,New
NEPHROLOGY,FMNEP-0019,Femoral Catheter Double Lumen,Service,13815-01-00,0.0,2080.0,2080.0,2080.0,New
LABORATORY,FMLAB-7003,"Ascitic Fluid Profile ( C/S, Rbs, Tp, Ldh, Wbcs, Rbcs, Chloride )",Service,73200-00-00,0.0,1970.0,1970.0,1970.0,New
