Department,ServiceCode,Service Description (Unified),Type,NPHIES Code (Hyphenated )2,LOS,Class B,Class A & VIP,Comment
Home Care ,FMNEU-4001,Post Stroke Care Home Visit (Other Consultation),Service,83620-00-50,,1000,1000,New
Radiology ,FMXRAY1048,Mri Cardiac (T2* Mapping - Myocardium),Service,90901-08-10,,2750,2750,New
Dermatology ,FMDERMU02,Carbon Peel Laser. 1 Session+ Platelet Rich Plasma (Prp) 1 Session+ Mesotherapy For Face - 1 Sessi,Service,45019-00-00,,1050,1050,New
LABORATORY,FMLAB-9263,TREPTOC,Service,73100-25-30,,1055,1055,New
Cardiology,FMVAS-0122,Angioplasty  - Two  Vessels,PKG,38303-00-00,1,27272.7,27272.7,New
Cardiology,FMCAT-0053 ,Leadless Pacemaker Insertion ,PKG,38353-00-00,4,75000,75000,New
Accommodation,FMADM-1011,24-hour Security Escort/ Companion For Patients With Psychaitric Needs,Service,83610-04-50,,1000,1000,New
Anaesthia ,FMANA-0069,Patient Controlled Analegesia ,Service,18286-02-01,,1100,1100,New
Anaesthia ,FMANA-0070,Postoperative Pain Management,Service,18286-02-01,,1100,1100,New
Cardiology,FMCAR-9954,Loop Recorder Insertion,Service,90223-01-00,,28865,28865,New
Cardiology,FMCAR-3009,Aortic Mechanical Valve,PKG,38488-00-00,7 for the CABG  operation ,62850,62850,New
Cardiology,FMCAR-3022,Blalock - Taussing Shunt,PKG,38733-00-00,2,18850,18850,New
Cardiology,FMCAR-3083,Pacemaker Endocarditis – Surgical Removal,PKG,38353-02-00,3,60000,60000,New
Cardiology,FMCAR-3010,Aortic Tissue Valve,PKG,38489-01-00,7 for the CABG  operation ,59850,59850,New
Cardiology,FMCAR-3013,Double Mechanical Valve,PKG,38653-06-00,7 for the CABG  operation,85850,85850,New
Cardiology,FMCAR-3014,Double Tissue Valve,PKG,38653-06-00,7 for the CABG  operation,74850,74850,New
Cardiology,FMCAR-3016,Mitral Valve Repair (With Ring),PKG,38477-00-00,7 for the CABG  operation,49850,49850,New
Cardiology,FMCAR-3019,Ring Each,PKG,90223-01-00,,4150,4150,New
Cardiology,FMCAR-3023,"Simple Open Congenital A.S.D., V.S.V And P.V.",PKG,38715-02-00,2,41850,41850,New
Cardiology,FMCAR-3027,"Radiofrequency Pulmonary Valve Perforation Consumable (Hotwire, Cautery Cable, Nykaneing Catheter, Rent Of Baylis Machine)",PKG,38456-18-00,2,150000,150000,New
Radiology ,FMXRAY1376,Ir. Angioplasty And Stenting Of Renal Artery (Uni Lateral),PKG,35309-06-00,2,55000,55000,Service to Package
Radiology ,FMXRAY1377,Ir. Angioplasty And Stenting Of Renal Artery (Bi Lateral),PKG,35309-06-00,2,77000,77000,Service to Package
Cardiology,FMCAR-3031,"Laa Device Closure (Left Atrial Appendage) Consumable (Sheath, Wire, Catheter, Long Sheath And Device)",PKG,96219-00-00,2,70000,70000,New
Cardiology,FMCAR-3035,"Vsd Device Closure (Ventricular Septal Defect) Consumable (Sheath, Wire, Catheter, Long Sheath And Device)",PKG,38751-02-00,3,45000,45000,New
Radiology ,FMXRAY1382,Ir. Angioplasty + Stenting Of Feomro-Popliteal Artery (Uni Lateral),PKG,90223-01-00,3,55000,55000,New
Cardiology,FMCAR-3055,Bypass Operation,PKG,90201-00-00,1,58000,58000,New
Cardiology,FMCAR-3063,Use Of Suction Device (Export Catheter I Primary Pci),PKG,90223-01-00,1,12000,12000,New
Cardiology,FMCAR-3067,Permanent Pacemaker Biventricular Plus Icd (Crtd),PKG,38368-00-00,3,80000,80000,New
Cardiology,FMCAR-3078,Ascending Aortic Aneurysm Resection- Excluding Graft,PKG,38550-00-00,4,60000,60000,New
Cardiology,FMCAR-3080,Tavi: Trans Catheter Aortic Valve Implantation ( Trans Apical) Excluding Valve,PKG,38488-08-00,3,70000,70000,New
Cardiology,FMCAR-3081,Tavi: Trans Catheter Aortic Valve Implantation (Trans Femoral)Excluding Valve,PKG,38488-08-00,4,50000,50000,New
Cardiology,FMCAR-3082,Vats Therapeutic -,PKG,38450-01-00,3,30000,30000,New
Cardiology,FMCAR-3093,Rotablation Angioplasty ,PKG,90218-00-00,5,120000,120000,New
Cardiology,FMCAR-3094,Coronary Artery Chronic Total Occlusion (Cto) ,PKG,38309-00-00,5,130000,130000,New
Cardiology,FMCAR-3095,Percutaneous Ventricular Assist Device (Impella),PKG,90218-02-00,5,150000,150000,New
Cardiology,FMCAR-3096,Shockwave Intravascular Lithotripsy (Ivl) System,PKG,92199-00-00,4,75000,75000,New
Cardiology,FMCTS-0115,Maze Procedure(Surgical Ablation Of Atrial Fibrillation),PKG,38287-03-00,4,75000,75000,New
Cardiology,FMCAR-3069,Implantation Of Icd Double,PKG,38368-00-00,2,75000,75000,New
Cardiology,FMCAR-3074,Implantation Or Explantation Of Loop Recorder (Not Including The Price Of The Device),PKG,90223-01-00,1,12000,12000,New
Cardiology,CAR-2101,Intra Cardiac Tumor Excision,PKG,38456-00-00,,85995,85995,New
Cardiology,FMCAT-0098,Diagnostic Fractional flow reserve (FFR) wire (Pressure Wire),PKG,38241-00-00,,13500,13500,New
Cardiology,FMCAT-0099,Intravascular Ultrasound (IVUS) ,PKG,57360-00-00,,13500,13500,New
Cardiology,FMCAR-3120,Blood Pressure Monitoring (24HRS TO 48HRS),Service,92001-00-10,,2000,2000,New
Cardiology,FMCAT -0085 ,"(Transcatheter aortic valve implantation (including TAVI valve kit, vascular closure devices, temporary pacemaker )",PKG,38488-08-00,5,225000,225000,New
Cardiology,FMCAR-3121,Total Aortic Arch Replacement WITHOUT PROTHESIS,PKG,38565-03-00,,60000,60000,New
Cardiology,CAR-0022,OPEN LUNG BIOPSY WITHOUT HISTOPATH,PKG,38418-02-01,,8700,8700,New
Cardiothoracic Surgery,FMSUR-3452,THORACOTOMY FOR LOBECTOMY,PKG,38438-01-00,5,46388,46388,New
Dental,FMDNT-3005,Enucleation Of Cystic Lesion + Histopathology,PKG,83700-00-00,1,12000,12000,New
Cardiology,fmcar-3098,Eecp 35 Sissions,Service,99999-99-99,,27936,27936,New
Dental,FMDNT-3006,Enucleation Of Cystic Lesion + Histopathology + Bone Graft,PKG,83700-00-00,1,22000,22000,New
consultation,SGHTELE-04,TELE CONSULTATION (GENERALIST ),Service,83600-03-40,,50,50,New
consultation,SGHTELE-05,TELE CONSULTATION (DEPUTY DOCTOR ),Service,83600-03-70,,100,100,New
consultation,SGHTELE-07,Monthly membership for TELE consultations,Service,83600-03-40,,100,100,New
Dental,FMDNTS0181,Grafting Hard Tissue (Small),Service,97234-00-00,,7460,7460,New
Dental,FMDNTS0182,Grafting Hard Tissue (Medium),Service,97234-00-00,,9765,9765,New
Dental,FMDNL-0033,Com. Denture Chrome Cobalt W/Teeth,Service,97765-00-00,,2315,2315,New
Dental,FMDNTR0022,Remove Old Root Three Canals,Service,97451-00-00,,630,630,New
Dental,FMDNTF0018,Pit And Fissure Sealing,Service,97161-00-00,,520,520,New
Dental,FMDNTF0019,Desensitization Of Teeth,Service,97165-01-00,,365,365,New
Dental,FMDNTM0018,Whitening One Session,Service,97118-00-00,,500,500,New
Dental,FMDNTM0019,Whitening Two Session,Service,97118-00-00,,2580,2580,New
Dental,FMDNTM0020,Whitening Three Session,Service,97118-00-00,,3335,3335,New
Dental,FMDNTN0058,Metallic Restoration One Surface Direct,Service,97511-01-00,,275,275,New
Dental,FMDNTN0059,Metallic Restoration Two Surfaces Direct,Service,97511-01-00,,360,360,New
Dental,FMDNTN0060,Metallic Restoration Three Surfaces Direct,Service,97511-01-00,,460,460,New
Dental,FMDNTP0074,Single Porcelain Tooth,Service,97551-02-00,,700,700,New
Dental,FMDNTP0078,Posterior Crossbite Appliance,Service,97575-00-00,,1670,1670,New
Dental,FMDNTP0081,Inceram Crown,Service,97615-10-00,,4045,4045,New
Dental,FMDNTP0082,High Ceram Crown,Service,97615-10-00,,4045,4045,New
Dental,FMDNTP0083,Zirconium Crown Anterior,Service,97613-07-00,,4850,4850,New
Dental,FMDNTP0097,Crown Lengthening 1 Tooth,Service,97238-00-00,,2100,2100,New
Dental,FMDNTP0098,Crown Lengthening For Extra Teeth,Service,97238-00-00,,1050,1050,New
Dental,FMDNTR0019,Remove Old Filling,Service,97451-00-00,,315,315,New
Dental,FMDNTR0021,Remove Old Root Two Canals,Service,97451-00-00,,525,525,New
Dental,FMDNTR0024,Snap On Smile,Service,97989-00-10,,945,945,New
Dental,FMDNTS0365,Insertion On Stage Dental Implant(Simple),Service,45846-00-00,,6665,6665,New
Dental,FMDNTS0366,Insertion Of One Stage Dental Implant(Moderate),Service,45846-00-00,,8395,8395,New
Dental,FMDNTS3072,Service Charges For Invisalign System-Comprehensive,Service,97989-00-10,,10000,10000,New
Dental,FMDNTS3073,Service Charges For Invasalign System Lite Dual Arch,Service,97989-00-10,,6250,6250,New
Dental,FMDNTS3074,Service Charges For Invasalign System Lite Single Arch,Service,97989-00-10,,4280,4280,New
Dental,FMDNTS3075,Service Charges For Invasalign System Express Dual Arch,Service,97989-00-10,,3400,3400,New
Dental,FMDNTS3076,Service Charges For Invasalign System Express Single Arch,Service,97989-00-10,,2300,2300,New
Dental,FMDNTS3077,Service Charges For Invasalign System Vivera Retainers Single Arch,Service,97989-00-10,,770,770,New
Dental,FMDNTS3078,Service Charges For Invasalign System Vivera Retainers Dual Arch,Service,97989-00-10,,1240,1240,New
Dental,fmden-0102,Removal Of Teeth (Partially Bony) + L.A.,Service,97324-01-10,,660,660,New
Dental,FMDNT-1500,General anesthesia for dental rehabilitation    ,PKG,92514-99-00,1,2000,2000,New
Dental,FMDNT-1501,Major General anesthesia for dental rehabilitation ,PKG,92514-99-00,1,4000,4000,New
Dental,FMDNTO0052,Night Guard,Service,97965-00-00,,315,315,New
Dental,FMDNT-1011,Dental Follow Up,Service,97015-00-00,,450,450,New
Dental,FMDNT-1035,Pulp capping,Service,97411-00-00,,350,350,New
Dental,FMDNT-1036,Pulp Extraction,Service,97411-00-00,,350,350,New
Dental,FMDNT-1037,impression & cast,Service,97776-00-00,,200,200,New
Dental & Maxillofacial, FMDNTC108, Arthrocentesis (Two Side),PKG,96215-00-10,2,9000,9000,New
Dental & Maxillofacial,FMDNT-3010,Commando Operation (Mandibulectomy+ Reconstruction Of The Bony Defect With Palte And Screws),PKG,45608-03-00,5,30000,30000,New
Dental,FMDNT-1101,Laser Gingivectomy one Quadrant,Service,97945-00-10,,750,750,New
Dental,FMDNT-1104,Laser correction of gummy smile,Service,97945-00-10,,4000,4000,New
Dental,FMDNT-1105,Laser operculectomy,Service,97945-00-10,,600,600,New
Dental,FMDNT-1106,Gum depigmentation one arch,Service,97945-00-10,,1500,1500,New
Dental,FMDNT-1111,Laser Teeth whitening,Service,97945-00-10,,1500,1500,New
Dental,FMDNL-0020,Ceramic Fused Non-Precious Metal Cast,Service,90595-00-00,,2320,2320,New
Dental,FMDNL-0006,Additional Tooth Each(Acrylic),Service,97765-00-00,,85,85,New
Dental,FMDNL-0053,Reline (Upper Or Lower),Service,97743-00-20,,260,260,New
Dental,FMDNL-0044,Additional Tooth,Service,97765-00-00,,110,110,New
Dental,FMDNL-0008,Additional Tooth Each Porcelain,Service,97765-00-00,,135,135,New
Dental,FMDNL-0009,Repair Full Or Partial Denture,Service,97764-00-00,,160,160,New
Dental,FMDNL-0043,Acrylic Partial Denture 1 Unit,Service,97721-00-00,,170,170,New
Dental,FMDNL-0041,Veneer Crown Cast Porcelain,Service,97631-00-00,,355,355,New
Dental,FMDNL-0021,Isosit Cast Non-Pre Metal,Service,97613-02-00,,415,415,New
Dental,FMDNL-0040,Porcelain W/Non-Precious Metal,Service,97613-04-00,,415,415,New
Dental,FMDNL-0045,Acr.Partial Denture .8 Teeths & 1/2 Den,Service,97765-00-00,,415,415,New
Dental,FMDNL-0047,Reline (Upper & Lower),Service,97743-00-20,,260,260,New
Dental,FMDNL-0029,Veneer Crown Cast W/ Acrylic Face,Service,97582-01-00,,260,260,New
Dental,FMDNL-0035,Chrome Cobalt Pist Two Teeth,Service,97727-00-00,,635,635,New
Dental,FMDNL-0036,Chrome Cobalt Pist Three Teeth,Service,97727-00-00,,750,750,New
Dental,FMDNL-0037,Chrome Cobalt Pist Four Teeth,Service,97727-00-00,,970,970,New
Dental,FMDNL-0015,Full Denture Chrome Cobalt,Service,97727-00-00,,1185,1185,New
Dental,FMDNL-0038,Chrome Cobalt Five Teeth,Service,97727-00-00,,1185,1185,New
Dental,FMDNTM0012,Reconstruction Of Periodontal Bone Defect Quadrant,Service,97989-00-10,,2315,2315,New
Dental,FMDNT-1033,Passive removable appliance   per arch,Service,97811-00-00,,851,851,New
Dental,FMDNT-1034,Periodontal flap surgery   per tooth,Service,97232-00-10,,2500,2500,New
Dental,FMDNT-1102,Laser Gingivectomy one arch,Service,97945-00-10,,1500 ,1500 ,New
Dental,FMDNT-1103,Laser Gingivectomy Full mouth,Service,97945-00-10,,2500 ,2500 ,New
Dental,FMDNT-1107,Gum depigmentation Full mouth,Service,97945-00-10,,2500 ,2500 ,New
Dental,FMDNT-1108,Laser incision of absces,Service,97945-00-10,,600 ,600 ,New
Dental,FMDNT-1109,Laser treatment of oral ulcer,Service,97945-00-10,,500 ,500 ,New
Dental,FMDNT-1110,Laser excision of oral lesion,Service,97945-00-10,,1500 ,1500 ,New
Dental,FMDNT-1112,Laser oral surgery mild,Service,97945-00-10,,600 ,600 ,New
Dental,FMDNT-1113,Laser oral surgery moderate,Service,97945-00-10,,1200  ,1200  ,New
Dental,FMDNT-1114,Laser oral surgery severe,Service,97945-00-10,,2500 ,2500 ,New
Dental & Maxillofacial,FMDNTC100,External Sinus Lift W/ Autogenous Graft,PKG,45841-00-00,1,8000,8000,New
Dental & Maxillofacial,FMDNTC102,Double Jaw (Orthognathic),PKG,90569-00-01,4,60000,60000,New
Dental & Maxillofacial,FMDNTC92,Tmj - Follow Up Visit,PKG,97012-00-00,1,300,300,New
Dental & Maxillofacial,FMDNTC93,Tmj Exam + Articulation,PKG,97011-00-00,1,2000,2000,New
Dental & Maxillofacial,FMDNTC94,Inernal Sinus Lift ( Per Site ),PKG,45841-00-00,1,4000,4000,New
Dental & Maxillofacial,FMDNTC99,External Sinus Lift ( Allograft),PKG,45841-00-00,1,6000,6000,New
Dental & Maxillofacial,FMDNTC107,Arthrocenthesis (One Side),PKG,45865-00-00,1,15000,15000,New
Dermatology ,FMENT-3212,Pk-Otoplasty - Ear Reshaping- Small (Skincare) Including O.R. Anaeasthesia One Night In Hospital,PKG,90110-00-01,1,12000,12000,New
Dermatology ,FMENT-3213,Pk-Otoplasty - Ear Reshaping- Large Including O.R. Anaeasthesia One Night In Hospital(Skincare),PKG,45659-01-01,1,14400,14400,New
Dermatology,FMDER-4060,Allergen Botox,Service,90676-00-00,,1100,1100,New
Dermatology ,EXDER-0011,Erbium Large Area,Service,99999-99-99,,4245,4245,New
Dermatology ,fmcos-9998,MESOTHERAPHY ROSY LIPS,Service,90676-00-00,,350,350,New
Dermatology ,fmcos-9999,MESOTHERAPHY ROSY LIPS 3 SESSIONS,Service,90676-00-00,,950,950,New
Dermatology ,FMDER-4051,Mesotherapy For Hair - 5 Sessions,Service,90676-00-00,,1250,1250,New
Dermatology ,FMDER00001,Laser For Quarter Of Body (Face-Axillae),Service,90676-00-00,,250,250,New
Dermatology ,FMDER00009,Pigmentation Tatoo Removal - Medlite Laser,Service,90662-00-00,,500,500,New
Dermatology ,FMDER-9986,Laser Hair Removal - Axilae,Service,90676-00-00,,575,575,New
Dermatology ,FMDERT-0010,Laser Hair Removal - Full Body - One Session,Service,90676-00-00,,700,700,New
Dermatology ,FMDER00006,Carbon Peel - Q Switch Machine Medlite,Service,90676-00-00,,500,500,New
Dermatology ,FMDER-0295,Zerona Laser (Fat Loss) - One Session,Service,90676-00-00,,3555,3555,New
Dermatology ,FMDER-0299,Body Contouring - Beautytek - One Session,Service,90676-00-00,,845,845,New
Dermatology ,FMDER-0300,Body Contouring Package,Service,90676-00-00,,3165,3165,New
Dermatology ,FMDER-0302,Linear Shockwave Therapy - 4 Sessions,Service,99999-99-99,,10655,10655,New
Dermatology ,FMDER-0306,Face Contouring - Profhilo 2 Ml Injection,Service,90676-00-00,,1650,1650,New
Dermatology ,FMDER-0308,"Thread Brow ""6""",Service,90676-00-00,,1890,1890,New
Dermatology ,FMDER-0309,"Thread Nose ""4""",Service,90676-00-00,,1575,1575,New
Dermatology ,FMDER-0310,"Thread Cheek ""6""",Service,90676-00-00,,2520,2520,New
Dermatology ,FMDER-0311,"Thread Marrionette And Jaw ""6""",Service,90676-00-00,,2625,2625,New
Dermatology ,FMDER-0314,"Laser Hair Removal ( Axilla, Face, Sensitive Area )",Service,90676-00-00,,2200,2200,New
Dermatology ,FMDER-0315,Laser Hair Removal - Face -Male,Service,90676-00-00,,3600,3600,New
Dermatology ,FMDER-0320,One Thread,Service,90676-00-00,,350,350,New
Dermatology ,FMDER-0402,Dermapen + Mesotherapy - Face,Service,90676-00-00,,500,500,New
Dermatology ,FMDER-0403,Platelet Rich Plasma (Prp) 6 Session,Service,92062-00-00,,4000,4000,New
Dermatology ,FMDER-1005,Skin Cleaning - One Session,Service,90676-00-00,,265,265,New
Dermatology ,FMDER-4001,Aha Peeling Application - Large Area,Service,90676-00-00,,315,315,New
Dermatology ,FMDER-4030,Rf Rejuvenation Machine(Scarlet) - Face,Service,90675-00-00,,1630,1630,New
Dermatology ,FMDER-4031,Rf Rejuvenation Machine(Scarlet) - Small Area,Service,90675-00-00,,1305,1305,New
Dermatology ,FMDER-4032,Rf Rejuvenation Machine(Scarlet) - Moderate Area,Service,90675-00-00,,1840,1840,New
Dermatology ,FMDER-4061,Mesotherapy For Hair - 3 Sessions,Service,90676-00-00,,1500,1500,New
Dermatology ,FMDER-4062,Mesotherapy For Face - 3 Sessions,Service,90676-00-00,,1500,1500,New
Dermatology ,FMDER-4063,Skin Cleaning - Three Sessions,Service,90676-00-00,,750,750,New
Dermatology ,FMDER-4064,Stem Cells Injection - Face - 1 Session,Service,90676-00-00,,1200,1200,New
Dermatology ,FMDER-4068,Stem Cells Injection - Hair - 2 Sessions,Service,90676-00-00,,2400,2400,New
Dermatology ,FMDER-4076,Mesotherapy For Face - 1 Session,Service,90676-00-00,,400,400,New
Dermatology ,FMDER-4082,Peeling Package,Service,90676-00-00,,2000,2000,New
Dermatology ,FMDER-4084,Mesotherapy For Face - 5 Sessions,Service,90675-00-00,,1500,1500,New
Dermatology ,FMDER-4090,Stem Cells Injection - Hair -1 Session,Service,90676-00-00,,1000,1000,New
Dermatology ,FMDER-4111,Pulsed Dye Laser ( Medium ),Service,90676-00-00,,835,835,New
Dermatology ,FMDER-4112,Pulsed Dye Laser ( Large ),Service,90676-00-00,,1190,1190,New
Dermatology ,FMDERM0005,Chemical Peeling - Tca,Service,90676-00-00,,335,335,New
Dermatology ,FMDERP0015,Dermal Filler 2Ml,Service,90676-00-00,,2095,2095,New
Dermatology ,FMDERP0016,Dermal Filler 3Ml,Service,90676-00-00,,3095,3095,New
Dermatology ,FMDERSP006,Trichoslasis Spinolosa Treatment,Service,90676-00-00,,70,70,New
Dermatology ,FMDERSP011,Radio Frequency Therapy For Past Acne,Service,90676-00-00,,400,400,New
Dermatology ,FMDER-0281,"Small Area (Moustache,Axilla,Bikini,Face) Without Retouch",Service,45669-00-10,,75,75,New
Dermatology ,FMDERMU01,Carbon Peel Laser1 Session + Mesotherapy 1St Session With Roller + Hydrafacial 1 Session,Service,45019-00-00,,550,550,New
Dermatology ,FMDERMU06,3 Sessions Laser Facial Hair Removal+3 Eye Brow Definition Laser,Service,45669-00-10,,450,450,New
Dermatology ,FMDER-505,Cold Peeling Dermamelan + Mask + Treatment ,Service,45019-00-00,,1800,1800,New
Dermatology ,FMDER-506,Cold Peeling Dermamelan + Treatment ,Service,45019-00-00,,900,900,New
Endoscopy,FMSUR-3170,Intragastric Balloon,PKG,90950-02-00,1,18000,18000,New
Endoscopy,PKEND-0001,Endoscopic Ultasound Radial (Diagnostic),PKG,30688-00-00,2,12100,12100,New
Dermatology ,FMDER-0509,PRP+Mesotherapy,Service,90676-00-00,,800,800,New
Dermatology ,FMDER-0510,Stem cells + Mesotherapy,Service,90676-00-00,,800,800,New
Dermatology ,FMDER-0511,Scarlet+ Mesotherapy,Service,90675-00-00,,650,650,New
Dermatology ,FMDER-0512,Triple Injection (Collagen/Moisrizing/Brightness),Service,90676-00-00,,1400,1400,New
Dermatology ,FMDER-1010,Electrocautery for genital area small area,Service,31230-05-00,,2000,2000,New
Dermatology ,FMDER-1011,Electrocautery for genital area Medium area,Service,31230-05-00,,5000,5000,New
Dermatology ,FMDER-1012,Electrocautery for genital area Large area,Service,31230-05-00,,10000,10000,New
Dermatology ,FMDER-1016,plasma + Scarlet                 ,Service,90675-00-00,,750,750,New
Dermatology ,FMDER-1018,face peeling + mesotherapy                   ,Service,90676-00-00,,350,350,New
Dermatology ,FMDER-1019,LIP FILLER,Service,90676-00-00,,499,499,New
Dermatology ,FMDER-1020,Full body Laser Hair Removal without retouch,Service,90676-00-00,,400,400,New
Dermatology ,FMDER-1022,Laser Hair Removal RETOUCH SESSION,Service,90676-00-00,,100,100,New
Dermatology ,FMDER-1023,Male Laser Hair Removal (Beard+ mustache),Service,90676-00-00,,170,170,New
Dermatology ,FMDER-1024,Male Laser Hair Removal ( back or chest) without retouch,Service,90676-00-00,,350,350,New
Dermatology ,FMDER-1025,BOTOX 2 VIALS,Service,90660-00-00,,1800,1800,New
Dermatology ,FMDER-1026,Exiles 1 session whole face,Service,90676-00-00,,600,600,New
Dermatology ,FMDER-1027,Exiles 1 session double chain,Service,90676-00-00,,300,300,New
Dermatology ,FMDER-1028,Exiles package 5 session double chain,Service,90676-00-00,,1100,1100,New
Dermatology ,FMDER-1030,Exiles 1 session abdomen or back,Service,90676-00-00,,450,450,New
Dermatology ,FMDER-1031,Exiles 1 session for thigh or arms,Service,90676-00-00,,1450,1450,New
Dermatology ,FMDER-1032,Exiles package 5 session for thigh or arms,Service,90676-00-00,,600,600,New
Dermatology ,FMDER-1033,PRP 1SESSION FACE&HAIR,Service,90660-00-00,,650,650,New
Dermatology ,FMDER-1034,PRP 1SESSION FACE OR HAIR,Service,90660-00-00,,450,450,New
Dermatology ,FMDER-1035,PRP 1SESSION STAFF CODE,Service,90660-00-00,,300,300,New
Dermatology ,FMDER-1036,PRP 3 SESSIONS FACE OR HAIR,Service,90660-00-00,,1300,1300,New
Dermatology ,FMDER-1037,FRACTIONAL 1 SESSION SMALL AREA,Service,90676-00-00,,250,250,New
Dermatology ,FMDER-1038,FRACTIONAL 1 SESSION MEDIUM AREA,Service,90676-00-00,,300,300,New
Dermatology ,FMDER-1039,FRACTIONAL 1 SESSION LARGE AREA,Service,90676-00-00,,450,450,New
Dermatology ,FMDER-1040,MESOTHERAPY UNDER EYE I SESSION,Service,90676-00-00,,99,99,New
Dermatology ,FMDER-1041,MESOTHERAPY UNDER EYE 3 SESSION,Service,90676-00-00,,400,400,New
Dermatology ,FMDER-1042,SCARLET STAFF CODE,Service,90675-00-00,,300,300,New
Dermatology ,FMDER-1043,"Laser Hair Removal (Bikini, Underarms & Mustache)",Service,90676-00-00,,1100,1100,New
Dermatology ,FMDER-1044,Laser Hair Removal with Retouch + Mesotherapy + Derma pen,Service,90676-00-00,,850,850,New
Dermatology ,FMDER-1045,Profhilo Injection + Scarlet + Scarlet + Mesotherapy,Service,90676-00-00,,2250,2250,New
Dermatology ,FMDER-1046,FMDER-1046 - Profhilo Injection + HydraFacial,Service,90676-00-00,,1700,1700,New
Dermatology ,FMDER-1047,Botox Injection For Nose,Service,90676-00-00,,560,560,New
Dermatology ,FMDER-1048,Gummy Smile Treatment,Service,90676-00-00,,420,420,New
Dermatology ,FMDER-1050,"Laser Hair Removal (Bikini, Underarms & Mustache) - 5 Sessions",Service,90660-00-00,,1099,1099,New
Dermatology ,FMDER-1049,Browtox,Service,90660-00-00,,400,400,New
Dermatology ,FMDER-2001,2 SESSION COLD PEEL,Service,90675-00-00,,924,924,New
Dermatology ,FMDER-2002,Rejuvenation Syringe,Service,90675-00-00,,824,824,New
Dermatology ,FMDER-2003,Laser Hair Removal Full body Male Without Bikini,Service,90675-00-00,,624,624,New
Dermatology ,FMDER-2004,Laser Hair Removal Face or Axilla - 3 Sessions,Service,90675-00-00,,270,270,New
Dermatology ,FMDER-2005,FACE THREADS,Service,90675-00-00,,2024,2024,New
Dermatology ,FMDER-2006,Stem Cells Injection - 3 Sessions,Service,90675-00-00,,924,924,New
Dermatology ,FMDER-0700,SKIN LIGHTENING INNOVYAL,Service,99999-99-99,,1100,1100,New
Dermatology ,FMDER-1220,Laser Hair Removal without abdomen and back,Service, 99999-99-99,,1099,1099,New
Dermatology ,FMDER-0326,Potenza Session,Service,45669-00-50,,1300,1300,New
Dermatology ,FMDER-0327,Potenza 3 Session,Service,45669-00-50,,3100,3100,New
Dermatology ,FMDER-1224,RICH POLY LACTIC INJECTION 5 ML ,Service,90675-00-00,,2800,2800,New
Dermatology ,FMDER-1225,RICH POLY LACTIC INJECTION 10 ML,Service,90675-00-00,,5000,5000,New
Dermatology ,FMDER-0978,Excimer Laser small area 15 Sessions ,Service,90676-00-00,,700,700,New
Dermatology ,FMDER-0979,Excimer Laser moderate area 15 Sessions,Service,90676-00-00,,1500,1500,New
Dermatology ,FMDER-0980,Excimer Laser Large area 15 Sessions,Service,90676-00-00,,2000,2000,New
Dermatology ,FMDER-0260,Alopecia Mesotheraphy - Small Area,Service,90676-00-00,,675,675,New
Dermatology ,FMDER-0241,Q Switch Lazer For Pigmentation Smal Area,Service,99999-99-99,,1320,1320,New
Dermatology ,EXDER-0009,Erbium Small Area,Service,30190-00-10,,1120,1120,New
Dermatology ,FMDER-0264,Celulitis Mesotherapy Medium Area,Service,90676-00-00,,2070,2070,New
Dermatology ,FMDER-0242,Q Swith Laser For Pigmentation Medium Area,Service,99999-99-99,,2670,2670,New
Dermatology ,FMDER-0243,Q Switch Laser For Pigmentation Large Area,Service,99999-99-99,,3890,3890,New
Dermatology ,FMDER-0244,Q Switch Laser For Pigmentation Extra Large Area,Service,99999-99-99,,4900,4900,New
Dermatology ,EXDER-0010,Erbium Medium Area,Service,99999-99-99,,3190,3190,New
Dermatology ,FSDER-0005,Fine Hair Bleaching Small Area ,Service,83700-00-00,,200 ,200 ,New
Dermatology ,FSDER-0006,Fine Hair Bleaching Large Area  ,Service,83700-00-00,,400 ,400 ,New
Dermatology ,FSDER-0007,Pigmentation Removal Small Area ,Service,90677-00-00,,300 ,300 ,New
Dermatology ,FSDER-0008,Pigmentation Removal Large Area ,Service,90677-00-00,,500 ,500 ,New
Dermatology ,FSDER-0009,Arms Hair Removal Session ,Service,83700-00-00,,150 ,150 ,New
Dermatology ,FSDER-0010,Legs Hair Removal Session ,Service,83700-00-00,,200 ,200 ,New
Dermatology ,FMDER-1013,Comedo extraction small area,Service,30223-01-10,, 300, 300,New
Dermatology ,FMDER-1014,Comedo extraction medium area,Service,30223-01-20,, 450, 450,New
Dermatology ,FMDER-1017,fractional + mesotherapy                     ,Service,90676-00-00,,500 ,500 ,New
Emergency,FMERDA0139,Full Cast Application,Service,50130-00-01,,150,150,New
Emergency,FMERD-0025,"Ambulance Service - With Physician (Gp, Registrar) And Nurse Or Emt/ Paramedic, 250 - 400 Km (Single",Service,83500-00-80,,1995,1995,New
Emergency,FMERD-9926,Emergency Transcutaneous Pacing,Service,83610-04-30,,1050,1050,New
Emergency,FMERDA0111,Ac Bandage,Service,90676-00-00,,405,405,New
Emergency,FMERD-0026,"Ambulance Service - Without Nurse Or Physician, 400 - 800 Km (Single Trip)",Service,83500-00-80,,2395,2395,New
