S/No,ItemCode,Name,price of 1/2/2021,GMDN 1,GMDN 2,GMDN 3
2890.0,MS-T-000819,TUBE-T 12FR KEHR LATEX #GC3012,282.0,31328,,
12.0,MS-A-000500,ACTOLIND W SOLUTION 500 ML#MTEX#6074 MODERN PHARMACEUTICAL # 6074,280.0,16807,,
741.0,MS-I-000014,"INTRODUCER SHEATH KIT 6FR, 11CM",278.0,62156,,
1413.0,MS-P-003767,PLATE RECONST CURVED 45MMX6 HOLES S/STEEL. TIPMED # 023340,275.0,61573,,
1675.0,MS-R-000841,ROD PREBENT 5.5MMX75MM. NUVASIVE  #7291075,275.0,64253,,
2065.0,MS-S-005214,SOLUTION IN-TEM S F/THROBOELASTOMETER TEM INNOVATION # 503-12-20,275.0,30590,,
2066.0,MS-S-005215,SOLUTION EX-TEM S F/THROBOELASTOMETER TEM INNOVATION # 503-13-20,275.0,30590,,
2505.0,MS-S-009042,SCREW LOCKING 4.5X46MM SELF TAPPING MEDGAL BOLAND # 1-01-88-46,275.0,56642,,
2506.0,MS-S-009043,SCREW LOCKING 4.5X58MM SELF TAPPING MEDGAL BOLAND # 1-01-88-58,275.0,56642,,
2507.0,MS-S-009044,SCREW LOCKING 4.5X70MM SELF TAPPING MEDGAL BOLAND # 1-01-88-70,275.0,56642,,
2508.0,MS-S-009045,SCREW LOCKING 4.5X34MM SELF TAPPING MEDGAL BOLAND # 1-01-86-34,275.0,56642,,
2510.0,MS-S-009047,SCREW LOCKING 6.5X80MM SHAFT MEDGAL BOLAND # 1-01-84-80,275.0,47875,,
2511.0,MS-S-009049,SCREW LOCKING SELF TAPPING 4.5X54MM. Sea spine # 1-01-86-54,275.0,37272,,
2512.0,MS-S-009050,SCREW LOCKING SELF TAPPING 4.5X38MM. Sea spine # 1-01-86-38,275.0,37272,,
2514.0,MS-S-009052,SCREW LOCKING SELF TAPPING 6.5X85MM. Sea spine # 1-01-85-85,275.0,37272,,
2515.0,MS-S-009053,SCREW LOCKING SELF TAPPING 6.5X60MM. Sea spine # 1-01-85-60,275.0,37272,,
2516.0,MS-S-009054,SCREW LOCKING SELF TAPPING 6.5X105MM. Sea spine # 1-01-84-105,275.0,37272,,
2517.0,MS-S-009055,SCREW LOCKING SELF TAPPING 6.5X100MM. Sea spine # 1-01-84-100,275.0,37272,,
2522.0,MS-S-009103,SCREW CORTICAL 2.3MMX18 . OSTEONIC # A5.23180,275.0,56642,,
2541.0,MS-S-009146,SCREW LOCKING 6.5X60 SLEF-TAPPING. MEDGAL BOLAND # 1-01-84-60,275.0,56642,,
2542.0,MS-S-009147,SCREW LOCKING 4.5X30MM SLEF-TAPPING. MEDGAL BOLAND # 1-01-86-30,275.0,56642,,
2544.0,MS-S-009161,SCREW LOCKING 6.5X90MM SELF TAPPING. MEDGAL BOLAND # 1-01-84-90,275.0,56642,,
2545.0,MS-S-009162,SCREW LOCKING 6.5X95MM SELF TAPPING. MEDGAL BOLAND # 1-01-84-95,275.0,56642,,
3035.0,MS-W-000707,WHEEL CHAIR MOVABLE TAIWAN BRAND,275.0,17819,,
2146.0,MS-S-005658,SOLUTION HEMOFILTRATION F/CRRT MACHINE 5000ML BAG INFOMED#1EGED41,270.0,61616,,
2477.0,MS-S-008950,SCREW BONE LOCKING 4.8X100MM SANATMETAL # 932148100,270.0,56642,,
1846.0,MS-S-003918,SCREW CORTEX 3.5x24MM SELF TAPPING SYNTHES #204.824,262.0,56642,,
2561.0,MS-S-009250,"SCREW COMPRESSION 3.5X18MM, CHM # 3.1306.018",262.0,56642,,
1755.0,MS-S-002035,"SPLINT NEMOA 5"" X 30"" T&L #NFO-5030",260.0,16210,42874.0,
1187.0,MS-P-000820,PLATE CONNECTING 8 HOLES TIPMED #041641,258.0,61573,,
2288.0,MS-S-008465,SCREW LOCKING 4.0MM X 20MM. IRINE # 6820,258.0,56642,,
2289.0,MS-S-008466,SCREW LOCKING 4.0MM X 24MM. IRINE # 6821,258.0,35642,,
2290.0,MS-S-008467,SCREW LOCKING 4.0MM X 28MM. IRINE # 6822,258.0,56642,,
2291.0,MS-S-008468,SCREW LOCKING 4.0MM X 32MM. IRINE # 6823,258.0,56642,,
2292.0,MS-S-008469,SCREW LOCKING 4.0MM X 36MM. IRINE # 6824,258.0,56642,,
2293.0,MS-S-008470,SCREW LOCKING 4.0MM X 40MM. IRINE # 6825,258.0,56642,,
2294.0,MS-S-008471,SCREW LOCKING 4.0MM X 44MM. IRINE # 6826,258.0,56642,,
2295.0,MS-S-008472,SCREW LOCKING 4.0MM X 48MM. IRINE # 6847,258.0,56642,,
2296.0,MS-S-008473,SCREW LOCKING 4.0MM X 52MM. IRINE # 6848,258.0,56642,,
1758.0,MS-S-002199,SCREW BONE LOCKING 3.8X40MM STAINLESS STEEL #224038040,251.0,56642,,
1811.0,MS-S-003173,SCREW BONE LOCKING 3.8X30MM STAINLESS STEEL #224038030,251.0,56642,,
2219.0,MS-S-005892,SCREW CORTICAL 2.8X14MM OSTEONIC#C5.28140,248.0,56642,,
2367.0,MS-S-008621,SCREW CORTICAL 2.8MMX16. OSTEONIC # C5.28160,248.0,56642,,
2449.0,MS-S-008807,SCREW CORTICAL 2.7MMX18MM. OSTEONIC # C5.28180,248.0,47875,,
2450.0,MS-S-008808,SCREW CORTICAL 2.7MMX22MM. OSTEONIC # C5.28220,248.0,56642,,
2482.0,MS-S-008968,SCREW CORTICAL 2.7MMX14MM. OSTEONIC # C5.28140,248.0,56642,,
2523.0,MS-S-009104,SCREW CORTICAL 2.0MMX16.OSTEONIC # A5.20160,248.0,47875,,
488.0,MS-D-001117,DRILL BIT 3.2 IRENE # C09082,247.0,43390,32390.0,
132.0,MS-B-001619,BAG ISOLATION FOR LEVER SURGERY 3M # 1003,246.0,33522,,
3021.0,MS-W-000484,WIRE SUTURE #2 STIFFENED ARTHREX #AR-7209T,242.0,15971,13904.0,
2120.0,MS-S-005523,SUTURE WIRE FLEXON TEMPERORY CARDIAC PACING LEAD 3-0 1/2 CIRCLE 17MM 60MM STRAIGHT COVIDIEN # 888625,241.0,45025,,
60.0,MS-B-000494,BOLT SLOTTED TIPMED #042709,240.0,16077,,
1773.0,MS-S-002464,SCREW LOCKING  3.5 X 32MM IRENE #T50093532,239.0,56642,,
1774.0,MS-S-002465,SCREW LOCKING  3.5 X 36MM IRENE #T50093536,239.0,56642,,
1775.0,MS-S-002466,SCREW LOCKING  3.5 X 38MM IRENE #T50093538,239.0,56642,,
648.0,MS-H-000099,HINGE HALF FEMALE 1 HOLE TIPMED #041801,235.0,46453,,
427.0,MS-D-000136,DRILL BIT W/STOPER CANNULATED SIZE 3.2MM IRINE #C08018,233.0,63681,11332.0,
450.0,MS-D-000406,DRILL BIT W/STOPER CANNULATED SIZE 2.8MM IRINE # C34010,233.0,63681,11332.0,
451.0,MS-D-000407,DRILL BIT W/STOPER CANNULATED SIZE 3.0MM IRINE # C08035,233.0,63681,11332.0,
274.0,MS-C-001798,CANNULA SPINAL RICHARD WOLF # 49220.1215,232.0,32579,,
264.0,MS-C-001489,CORTEX SCREW 3.5x14MM SELF TAPPING SYNTHES #204.814,231.0,56642,,
492.0,MS-D-001142,DRESSING SHEET UNOMED HONEY ALGINATE 10X10 CM  SHIFAA UITED#1208829,231.0,62744,,
789.0,MS-I-000659,INFUSION QUICK SET 6MM X 60CM F/INSULIN PUMP MEDTRONIC #MMT-397,231.0,35833,,
2560.0,MS-S-009244,"SCREW EMERGENCY 1.8 X 6MM, OSTEONIC  # F18006 #F15006",231.0,61837,,
2647.0,MS-S-009461,"SCREW COMPERSSION FULLY THREADED 14MM, CHM # 803019014",231.0,56642,,
3004.0,MS-W-000221,WIRE KIRSCHNER OLIVE 2 X 400MM TIPMED #080985,231.0,35685,,
2299.0,MS-S-008484,SCREW 3.5X17 VARIABLE ANGLE SELF-DRILLING SANYO # 61513517,229.0,56642,,
1071.0,MS-N-001496,NAIL TIBIA END CAP FOR NAVIGATOR 5MM IRENE # T42140805,228.0,63875,,
1072.0,MS-N-001497,NAIL TIBIA END CAP FOR NAVIGATOR 10MM IRENE # T42140810,228.0,63875,,
1073.0,MS-N-001498,NAIL TIBIA END CAP FOR NAVIGATOR 15MM IRENE # T42140815,228.0,63875,,
1074.0,MS-N-001499,NAIL TIBIA END CAP FOR NAVIGATOR 18MM IRENE # T42140818,228.0,63875,,
1075.0,MS-N-001500,NAIL TIBIA 4.0MM LOCKING SCREW FOR NAVIGATOR 4.0X24MM IRENE # T42154024,228.0,56642,,
1076.0,MS-N-001501,NAIL TIBIA 4.0MM LOCKING SCREW FOR NAVIGATOR 4.0X26MM IRENE # T42154026,228.0,56642,,
1077.0,MS-N-001502,NAIL TIBIA 4.0MM LOCKING SCREW FOR NAVIGATOR 4.0X28MM IRENE # T42154028,228.0,56642,,
1078.0,MS-N-001503,NAIL TIBIA 4.0MM LOCKING SCREW FOR NAVIGATOR 4.0X30MM IRENE # T42154030,228.0,56645,62708.0,
1079.0,MS-N-001504,NAIL TIBIA 4.0MM LOCKING SCREW FOR NAVIGATOR 4.0X32MM IRENE # T42154032,228.0,56642,,
1080.0,MS-N-001505,NAIL TIBIA 4.0MM LOCKING SCREW FOR NAVIGATOR 4.0X34MM IRENE # T42154034,228.0,56645,62708.0,
1081.0,MS-N-001506,NAIL TIBIA 4.0MM LOCKING SCREW FOR NAVIGATOR 4.0X36MM IRENE # T42154036,228.0,47875,,
1082.0,MS-N-001507,NAIL TIBIA 4.0MM LOCKING SCREW FOR NAVIGATOR 4.0X38MM IRENE # T42154038,228.0,47875,,
1083.0,MS-N-001508,NAIL TIBIA 4.0MM LOCKING SCREW FOR NAVIGATOR 4.0X40MM IRENE # T42154040,228.0,56642,,
1084.0,MS-N-001509,NAIL TIBIA 4.0MM LOCKING SCREW FOR NAVIGATOR 4.0X42MM IRENE # T42154042,228.0,47875,,
1085.0,MS-N-001510,NAIL TIBIA 4.0MM LOCKING SCREW FOR NAVIGATOR 4.0X44MM IRENE # T42154044,228.0,47875,,
1086.0,MS-N-001511,NAIL TIBIA 4.0MM LOCKING SCREW FOR NAVIGATOR 4.0X46MM IRENE # T42154046,228.0,56642,,
1087.0,MS-N-001512,NAIL TIBIA 4.0MM LOCKING SCREW FOR NAVIGATOR 4.0X48MM IRENE # T42154048,228.0,56642,,
1089.0,MS-N-001515,NAIL TIBIA 4.0 LOCKING SCREW FOR NAVIGATOR 4.0X50MM IRENE # T42154050,228.0,56645,,
1090.0,MS-N-001516,NAIL TIBIA 4.0MM LOCKING SCREW FOR NAVIGATOR 4.0X52MM IRENE # T42154052,228.0,56642,,
1091.0,MS-N-001517,NAIL TIBIA 4.0MM LOCKING SCREW FOR NAVIGATOR 4.0X54MM IRENE # T42154054,228.0,56642,,
1092.0,MS-N-001518,NAIL TIBIA 4.0MM LOCKING SCREW FOR NAVIGATOR 4.0X56MM IRENE # T42154056,228.0,56642,,
1093.0,MS-N-001519,NAIL TIBIA 4.0MM LOCKING SCREW FOR NAVIGATOR 4.0X58MM IRENE # T42154058,228.0,56642,,
1094.0,MS-N-001520,NAIL TIBIA 4.0MM LOCKING SCREW FOR NAVIGATOR 4.0X60MM IRENE # T42154060,228.0,56642,,
1095.0,MS-N-001521,NAIL TIBIA 4.0MM LOCKING SCREW FOR NAVIGATOR 4.0X65MM IRENE # T42154065,228.0,56642,,
1096.0,MS-N-001522,NAIL TIBIA 4.0MM LOCKING SCREW FOR NAVIGATOR 4.0X70MM IRENE # T42154070,228.0,56642,,
1097.0,MS-N-001523,NAIL TIBIA 4.0MM LOCKING SCREW FOR NAVIGATOR 4.0X75MM IRENE # T42154075,228.0,56642,,
1098.0,MS-N-001524,NAIL TIBIA 4.0MM LOCKING SCREW FOR NAVIGATOR 4.0X80MM IRENE # T42154080,228.0,56642,,
1099.0,MS-N-001525,NAIL TIBIA 5.0MM LOCKING SCREW FOR NAVIGATOR 5.0X25MM IRENE # T42155025,228.0,56642,,
1100.0,MS-N-001526,NAIL TIBIA 5.0MM LOCKING SCREW FOR NAVIGATOR 5.0X30MM IRENE # T42155030,228.0,56642,,
1101.0,MS-N-001527,NAIL TIBIA 5.0MM LOCKING SCREW FOR NAVIGATOR 5.0X35MM IRENE # T42155035,228.0,56642,,
1102.0,MS-N-001528,NAIL TIBIA 5.0MM LOCKING SCREW FOR NAVIGATOR 5.0X40MM IRENE # T42155040,228.0,47875,,
1103.0,MS-N-001529,NAIL TIBIA 5.0MM LOCKING SCREW FOR NAVIGATOR 5.0X45MM IRENE # T42155045,228.0,56642,,
1104.0,MS-N-001530,NAIL TIBIA 5.0MM LOCKING SCREW FOR NAVIGATOR 5.0X50MM IRENE # T42155050,228.0,56642,,
1105.0,MS-N-001531,NAIL TIBIA 5.0MM LOCKING SCREW FOR NAVIGATOR 5.0X55MM IRENE # T42155055,228.0,56642,,
1106.0,MS-N-001532,NAIL TIBIA 5.0MM LOCKING SCREW FOR NAVIGATOR 5.0X60MM IRENE # T42155060,228.0,56642,,
1107.0,MS-N-001533,NAIL TIBIA 5.0MM LOCKING SCREW FOR NAVIGATOR 5.0X65MM IRENE # T42155065,228.0,56642,,
1108.0,MS-N-001534,NAIL TIBIA 5.0MM LOCKING SCREW FOR NAVIGATOR 5.0X70MM IRENE # T42155070,228.0,56642,,
1109.0,MS-N-001535,NAIL TIBIA 5.0MM LOCKING SCREW FOR NAVIGATOR 5.0X75MM IRENE # T42155075,228.0,56642,,
1110.0,MS-N-001536,NAIL TIBIA 5.0MM LOCKING SCREW FOR NAVIGATOR 5.0X80MM IRENE # T42155080,228.0,38152,,
1111.0,MS-N-001537,NAIL TIBIA 5.0MM LOCKING SCREW FOR NAVIGATOR 5.0X85MM IRENE # T42155085,228.0,56642,,
1112.0,MS-N-001538,NAIL TIBIA 5.0MM LOCKING SCREW FOR NAVIGATOR 5.0X90MM IRENE # T42155090,228.0,56642,,
9.0,MS-A-000492,"ANTI VARICOSE STOCKING COTTON COMPRESSION DIABETIC SIGVARIS#P16COTON4 SIGVARIS, SWITZERLAND # P16COT",226.0,No codes,,
839.0,MS-M-000169,MASK FACE SILICONE REUSABLE SIZE 1 (LARGE INFANT)  DRAGER #2121026,225.0,17170,,
73.0,MS-B-000755,BONNET DISP. NASAL CPAP BABY FLOW X-LARGE DRAGER#8418537,224.0,10243,,
74.0,MS-B-000756,BONNET DISP. NASAL CPAP BABY FLOW XX-LARGE DRAGER#8418538,224.0,37591,57815.0,
1812.0,MS-S-003197,SCREW F/BONE LOCKING 3.8x52MM #ORT-SAN-224038052,224.0,56642,,
203.0,MS-C-000289,CATHETER URETERAL OPEN END 6FR,220.0,34926,,
215.0,MS-C-000851,CANNULA AORTIC SIZE 24FR CALMED,220.0,64001,,
1254.0,MS-P-002302,PLATE CONNECTION 5 HOLES TIPMED# 041610,220.0,48011,,
2371.0,MS-S-008634,"SUPER STIFF AMPLATZ WIRE 35""#502581A#CORDIS CORDIS # 502581A",220.0,35094,,
1681.0,MS-S-000201,SUTURE PROLENE BLUE 7/0 60CM WITH NEEDLE.,217.0,13909,,
10.0,MS-A-000498,ACTOLIND W GEL#MTEX#71215 MODERN PHARMACEUTICAL # 71215,216.0,No codes,,
1723.0,MS-S-001438,SUTURE MERSILK 6/0 SPATULATED 8MM,215.0,34601,,
2805.0,MS-S-010370,SCREW SELF DRILLING 2.0MM X 8MM.OSTEONIC #O19A08,215.0,56642,,
754.0,MS-I-000213,I-PORT ADANCE F/ INSULIN INJECTION MEDTRONIC #MMT-100,212.0,17180,,
1685.0,MS-S-000234,SCREW CANCELLOUS 6.5X32X70MM #400032260700,212.0,56642,,
1715.0,MS-S-001355,SCREW CANCELLOUS THREADED 6.5X32MM #400032260750,212.0,56642,,
197.0,MS-B-001924,BACK SUPPORT 2X3X,211.0,41443,,
1885.0,MS-S-004513,SUTURE PDS 6/0 11MM X 45CM #W9093H/8886611511,210.0,44829,,
2502.0,MS-S-009038,"STOCKING ANTI VARICOSE COOTTON COMPRESSION BELOW KNEE ALL SIZES,SIGVARIS#P16COTON1 SIGVARIS, SWITZER",209.0,30878,,
221.0,MS-C-000932,CANNULA SUCTIONING SUBGLOTTIC BLUE BLOM. SIZE 8 PULMODYNE #313-50-080,208.0,36894,,
2985.0,MS-U-000103,UNIVERSAL HINGED HIPOKRAT # D177001000,208.0,37255,,
1795.0,MS-S-002769,SCREW DHS 85MM IRENE #S67011285,207.0,34003,,
2503.0,MS-S-009039,"STOCKING ANTI VARICOSE COTTON COMPRESSION,ALL SIZES,ABOVE KNEE,SIGVARIS#P16COTON2 SIGVARIS, SWITZERL",206.0,30878,,
225.0,MS-C-000979,CLAMP FEMALE 2 HOLES TIPMED #041818,204.0,30105,,
1746.0,MS-S-001938,"SUTURE PROLENE 6/0, 9.3MM, 60CM BLUE ETHICON #W8712",202.0,13909,,
2758.0,MS-S-009732,SCREW LOCKING 2.0X6MM (SELF-TAPPING) IRENE # T500920006 IRENE # T500920006,202.0,56642,,
2759.0,MS-S-009733,SCREW LOCKING 2.0X8MM (SELF-TAPPING) IRENE # T500920008 IRENE # T500920008,202.0,56642,,
2760.0,MS-S-009734,SCREW LOCKING 2.0X10MM (SELF-TAPPING) IRENE # T500920010 IRENE # T500920010,202.0,56642,,
2761.0,MS-S-009735,SCREW LOCKING 2.0X14MM (SELF-TAPPING) IRENE # T500920014 IRENE # T500920014,202.0,56642,,
2762.0,MS-S-009736,SCREW LOCKING 2.0X16MM (SELF-TAPPING) IRENE # T500920016 IRENE # T500920016,202.0,56642,,
2763.0,MS-S-009737,SCREW LOCKING 2.0X18MM (SELF-TAPPING) IRENE # T500920018 IRENE # T500920018,202.0,35642,,
2764.0,MS-S-009738,SCREW LOCKING 2.0X20MM (SELF-TAPPING) IRENE # T500920020 IRENE # T500920020,202.0,56642,,
2765.0,MS-S-009739,SCREW LOCKING 2.0X22MM (SELF-TAPPING) IRENE # T500920022 IRENE # T500920022,202.0,35642,,
2766.0,MS-S-009740,SCREW LOCKING 2.0X24MM (SELF-TAPPING) IRENE # T500920024 IRENE # T500920024,202.0,35642,,
2767.0,MS-S-009741,SCREW LOCKING 2.0X26MM (SELF-TAPPING) IRENE # T500920026 IRENE # T500920026,202.0,56642,,
2768.0,MS-S-009742,SCREW LOCKING 2.0X28MM (SELF-TAPPING) IRENE # T500920028 IRENE # T500920028,202.0,35642,,
2769.0,MS-S-009743,SCREW LOCKING 2.0X30MM (SELF-TAPPING) IRENE # T500920030 IRENE # T500920030,202.0,52740,61535.0,
586.0,MS-F-000624,FILTER CAPSULES BACTERIAL. OXYLITRE # S750,201.0,33868,,
1186.0,MS-P-000819,PLATE CONNECTING 6 HOLES TIPMED #041627,201.0,48011,,
1830.0,MS-S-003711,SCREW BONE LOCKING 3.8X44MM SANATMETAL # 932138044,201.0,56642,,
483.0,MS-D-001079,DRESSING BURN FREE STERILE EUROMED # #0808,193.0,62744,,
815.0,MS-K-000243,K - WIRE 1.5X105MM OSTEONIC # K.E.15105 OSTEONIC  # K.E.15105,193.0,35685,,
1415.0,MS-P-003769,PLATE TABULAR 9 HOLES 1/3. ORTHOSELECT # 6022-0-4009,193.0,61573,,
1480.0,MS-P-004112,PLATE 2 HOLES SHORT CONNECTION. HIPOKRAT # D131000235,193.0,61573,,
1772.0,MS-S-002454,SUTURE PDS II VIOLET  0-150CM  LOOP W/N #W9236T/GMM563L,193.0,44829,,
1853.0,MS-S-003987,SCREW BONE LOCKING 4.8X95MM #ORT-SAN-932148095,193.0,56642,,
2100.0,MS-S-005484,SUCTION FLOOR PUDDLEVAC CONMED LINVATEC # 9321,193.0,63648,,
2116.0,MS-S-005501,SCREW CANCELLOUS 6.5xL-45MM FULLY THREAD  ORTHO SELECT# 6082-0-8045,193.0,56642,,
2117.0,MS-S-005502,SCREW CANCELLOUS 6.5xL-50MM FULLY THREAD ORTHO SELECT# 6082-0-8050,193.0,56642,,
2463.0,MS-S-008920,SCREW BONE LOCKING 4.8X25MM . SANATMETAL # 932148025,193.0,56642,,
2464.0,MS-S-008921,SCREW BONE LOCKING 4.8X30MM . SANATMETAL # 932148030,193.0,56642,,
2465.0,MS-S-008922,SCREW BONE LOCKING 4.8X35MM . SANATMETAL # 932148035,193.0,62547,,
2466.0,MS-S-008923,SCREW BONE LOCKING 4.8X45MM . SANATMETAL # 932148045,193.0,56642,,
2467.0,MS-S-008924,SCREW BONE LOCKING 4.8X55MM . SANATMETAL # 932148055,193.0,56642,,
2468.0,MS-S-008925,SCREW BONE LOCKING 4.8X65MM . SANATMETAL # 932148065,193.0,62547,,
2469.0,MS-S-008926,SCREW BONE LOCKING 4.8X76MM . SANATMETAL # 932148076,193.0,56642,,
2474.0,MS-S-008947,SCREW BONE LOCKING 4.8X80MM SANATMETAL # 932148080,193.0,56642,,
2475.0,MS-S-008948,SCREW BONE LOCKING 4.8X85MM SANATMETAL # 932148085,193.0,56642,,
2476.0,MS-S-008949,SCREW BONE LOCKING 4.8X90MM SANATMETAL # 932148090,193.0,56642,,
2584.0,MS-S-009327,SCREW LOCKING 4.8X25MM IRENE # T40254825,193.0,44864,,
2585.0,MS-S-009328,SCREW LOCKING 4.8X30MM IRENE # T40254830,193.0,56642,,
2586.0,MS-S-009329,SCREW LOCKING 4.8X35MM IRENE # T40254835,193.0,56642,,
2587.0,MS-S-009330,SCREW LOCKING 4.8X40MM IRENE # T40254840,193.0,56642,,
2588.0,MS-S-009331,SCREW LOCKING 4.8X45MM IRENE # T40254845,193.0,56642,,
2589.0,MS-S-009332,SCREW LOCKING 4.8X50MM IRENE # T40254850,193.0,56642,,
2590.0,MS-S-009333,SCREW LOCKING 4.8X55MM IRENE # T40254855,193.0,56642,,
2591.0,MS-S-009352,SCREW LOCKING 4.8X60MM IRENE # T40254860,193.0,56642,,
2592.0,MS-S-009353,SCREW LOCKING 4.8X65MM IRENE # T40254865,193.0,35642,,
2593.0,MS-S-009354,SCREW LOCKING 4.8X70MM IRENE # T40254870,193.0,56642,,
2594.0,MS-S-009355,SCREW LOCKING 4.8X75MM IRENE # T40254875,193.0,35642,,
2595.0,MS-S-009356,SCREW LOCKING 4.8X80MM IRENE # T40254880,193.0,35642,,
2596.0,MS-S-009357,SCREW LOCKING 4.8X85MM IRENE # T40254885,193.0,35642,,
2693.0,MS-S-009585,SINGLE PIN FIXATION BOLT HIPOKRAT # D167000000,193.0,16077,,
2902.0,MS-T-000889,TRACHEOSTOMY TUBE  UNCUFF NON-FENESTRATED SIZE 3.0,193.0,35404,,
3031.0,MS-W-000653,WIRE FIXATION BOLT SLOTED HIPOKRAT # D162000000,193.0,16077,,
1884.0,MS-S-004512,SUTURE PDS 5/0 13MM X 70CM #W9201H/8886612221,189.0,44829,,
2955.0,MS-T-001507,"TUBING RESPIRATORY SYSTEM WITH COMPLETE SET  PACK OF 8PCS 2M EXPAN CIRCUIT,1.5M EXPAN LIMP,BVFILTER,",189.0,63982,,
1709.0,MS-S-001127,SUTURE PROLENE 3/0 90CM W/NEEDLE #W8354/VP522X,188.0,13909,,
2083.0,MS-S-005285,SIGMOIDOSCOPE DISPOSABLE WITH INSUFFLATOR PLUS ILLUMINATOR EVEXAR # 31078,185.0,15058,,
2804.0,MS-S-010368,SCREW SHANZ 5X45X200 HIPOKRAT #D140000265,182.0,46651,,
2053.0,MS-S-005060,SPLINT NASAL MEDIUM EXTERNAL INVOTEC # 20-10310,181.0,31919,,
430.0,MS-D-000197,DRILL BIT 2.8MM/155MM IRENE #CO9004,178.0,43390,32390.0,
838.0,MS-M-000168,MASK FACE SILICONE REUSABLE SIZE 0 (SMALL INFANT)  DRAGER #2121018,178.0,17170,,
1248.0,MS-P-002175,PIN GUIDE NON-THREADED WITH TROCAR TIP1.3X170MM LENGTH IRINE # C34016,175.0,32854,,
2216.0,MS-S-005880,SUTURE PROLENE 6.0 75CM W/NDL ETHICON # W8706,175.0,13909,,
256.0,MS-C-001201,CATHETER I.V ANGIOCATH NEEDLE G16 F/ SPECIAL PLACEMENT BD #382259,174.0,10688,,
1684.0,MS-S-000233,SCREW CANCELLOUS 6.5X32X50MM #400032260500,174.0,56642,,
2113.0,MS-S-005498,SCREW CANCELLOUS 6.5x16x75MM  ORTHO SELECT# 6082-0-6075,174.0,56642,,
2114.0,MS-S-005499,SCREW CANCELLOUS 6.5x16X80MM ORTHO SELECT# 6082-0-6080,174.0,56642,,
2115.0,MS-S-005500,SCREW CANCELLOUS 6.5x16x70MM ORTHO SELECT# 6082-0-6070,174.0,56642,,
2118.0,MS-S-005504,SCREW CANCELLOUS 6.5x16x65MM ORTHO SELECT# 6082-0-6065,174.0,56642,,
1776.0,MS-S-002490,SUTURE STRATAFIX KNOTLESS TISSUE CONTROL SIZE 1 TAPER POINT ETHICON #SXPD2B,170.0,45401,,
1750.0,MS-S-002005,SCREW MATRIX 1.8x6MM SELF TAPPING TITANIUM SYNTHES #04.503.236.01C,167.0,61837,,
1768.0,MS-S-002352,SUTURE PROLENE BLUE 4/0 X 90CM W/NDL ETHICON #W8340,167.0,64255,,
227.0,MS-C-000996,CLAMP SUPPORT MALE 2 HOLES TIPMED #041764,165.0,44759,,
2941.0,MS-T-001408,TUBE Y PIECE ASSEMBLY ATS F/INFO VAC WOUND CLOSURE THERAPY KCI # M6775066,165.0,20395,,
3007.0,MS-W-000268,WIRE KIRSCHNER OLIVE 1.8 X 400MM TIPMED #080954,165.0,35685,,
857.0,MS-M-000578,MASK N95 NIOSH HEALTH CARE AND SURGICAL PARTICULATE RESPIRATOR 3M VFLEX # 1805,163.0,35177,,
142.0,MS-B-001682,BOLT LOCKING 4.5X32MM. IRENE # T40054532,162.0,16077,,
143.0,MS-B-001683,BOLT LOCKING 4.5X36MM. IRENE # T40054536,162.0,16077,,
144.0,MS-B-001684,BOLT LOCKING 4.5X40MM. IRENE # T40054540,162.0,16077,,
145.0,MS-B-001685,BOLT LOCKING 4.5X44MM. IRENE # T40054544,162.0,16077,,
146.0,MS-B-001686,BOLT LOCKING 4.5X48MM. IRENE # T40054548,162.0,16077,,
147.0,MS-B-001687,BOLT LOCKING 4.5X52MM. IRENE # T40054552,162.0,16077,,
148.0,MS-B-001688,BOLT LOCKING 4.5X56MM. IRENE # T40054556,162.0,16077,,
149.0,MS-B-001689,BOLT LOCKING 4.5X60MM. IRENE # T40054560,162.0,16077,,
150.0,MS-B-001690,BOLT LOCKING 4.5X64MM. IRENE # T40054564,162.0,16077,,
151.0,MS-B-001692,BOLT LOCKING 4.5X72MM. IRENE # T40054572,162.0,16077,,
152.0,MS-B-001693,BOLT LOCKING 4.5X76MM. IRENE # T40054576,162.0,16077,,
153.0,MS-B-001694,BOLT LOCKING 4.5X80MM. IRENE # T40054580,162.0,16077,,
154.0,MS-B-001695,BOLT LOCKING 4.5X84MM. IRENE # T40054484,162.0,16077,,
635.0,MS-G-000733,GEL BURN FREE FIRST AID HYDROGEL 50 ML EUROMED # # 1B,162.0,58108,,
2656.0,MS-S-009493,SCREW LOCKING BOLT 4.5X36MM IRENE # T40054536,162.0,56642,,
2657.0,MS-S-009494,SCREW LOCKING BOLT 4.5X40MM IRENE # T40054540,162.0,56642,,
2658.0,MS-S-009495,SCREW LOCKING BOLT 4.5X44MM IRENE # T40054544,162.0,56642,,
2659.0,MS-S-009496,SCREW LOCKING BOLT 4.5X48MM IRENE # T40054548,162.0,56642,,
2660.0,MS-S-009497,SCREW LOCKING BOLT 4.5X52MM IRENE # T40054552,162.0,56642,,
2661.0,MS-S-009498,SCREW LOCKING BOLT 4.5X56MM IRENE # T40054556,162.0,56642,,
2662.0,MS-S-009499,SCREW LOCKING BOLT 4.5X60MM IRENE # T40054560,162.0,56642,,
2663.0,MS-S-009500,SCREW LOCKING BOLT 4.5X64MM IRENE # T40054564,162.0,56642,,
